"the_geom","objectid_1","borocode","boroname","borocd","coundist","assemdist","stsendist","congdist","siteid","category","installati","address","geocodeadd","street","crossstree","borough","comdist","busroute","bid","latitude","longitude","ntaname","femafldz","femafldt","hrcevac","seatingtyp"
"POINT (-73.92044937449677 40.74366257550298)","1108.0","4","Queens","402","26","37","12","14","1939.0","BID","2013-07-26T00:00:00.000","44-01 44th Street","44-01 44th Street","44th Street","Greenpoint Avenue & 47th Avenue","Queens","402.0","Not Applicable","Sunnyside Shines","40.7436625755","-73.9204493745","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.93600056637345 40.82912471881213)","1631.0","1","Manhattan","110","9","71","30","13","3091.0","Bus Route","2016-06-01T00:00:00.000","Holcombe Rucker Park","2927 Frederick Douglass Boulevard","Frederick Douglass Boulevard","W. 155th Street and Harlem River Drive","Manhattan","110.0","M10","Not Applicable","40.8291247188","-73.9360005664","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","3","BACKED 1.0"
"POINT (-73.89427140180362 40.647642215386064)","320.0","3","Brooklyn","318","46","58","19","8","4157.0","Bus Route","2018-09-13T00:00:00.000","105-10 Flatlands Avenue","105-10 Flatlands Avenue","Flatlands Avenue","E 105th Street & E 106th Street","Brooklyn","318.0","Not Applicable","Not Applicable","40.6476422154","-73.8942714018","Canarsie","X","AREA OF MINIMAL FLOOD HAZARD","3","BACKLESS 1.0"
"POINT (-73.93087376416786 40.65504685505015)","375.0","3","Brooklyn","317","41","58","20","9","137.0","Bus Route","2012-04-21T00:00:00.000","746 Utica Avenue","746 Utica Avenue","Utica Avenue","Lenox Road and Linden Boulevard","Brooklyn","317.0","B46","Not Applicable","40.6550468551","-73.9308737642","East Flatbush-Rugby","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKLESS 1.0"
"POINT (-73.94443850336418 40.79135878113235)","1417.0","1","Manhattan","111","8","68","29","13","2108.0","Community Health Centers","2013-08-15T00:00:00.000","1915 3rd Avenue","1915 3rd Avenue","East 106th Street","2nd and 3rd Avenues","Manhattan","111.0","M106","Not Applicable","40.7913587811","-73.9444385034","East Harlem (South)","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","3","BACKLESS 1.0"
"POINT (-73.93344257192653 40.849105761917734)","2235.0","1","Manhattan","112","10","72","31","13","71.0","SBS","2020-09-10T00:00:00.000","591 W 181st Street","591 W 181st Street","W 181st Street","St Nicholas Avenue and Audubon Avenue","Manhattan","12.0","BX03",,"40.8491057619","-73.9334425719","Washington Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD",,"LEANING BAR"
"POINT (-73.91695631554354 40.682365132059)","622.0","3","Brooklyn","316","41","55","25","8","2812.0","Municipal Facilities","2014-12-31T00:00:00.000","121 Saratoga Avenue","121 Saratoga Avenue","Saratoga Avenue","Chauncey Street and Bainbridge Street","Brooklyn","316.0","Not Applicable","Not Applicable","40.6823651321","-73.9169563155","Ocean Hill","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.91079189812847 40.77592959011044)","1333.0","4","Queens","401","22","36","13","14","3512.0","General","2016-11-30T00:00:00.000","22-04 31st Street","22-04 31st Street","31st Street","Ditmars Blvd & 23rd Avenue","Queens","401.0","Not Applicable","Not Applicable","40.7759295901","-73.9107918981","Astoria (North)-Ditmars-Steinway","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-74.07940016390397 40.6244151952416)","210.0","5","Staten Island","501","49","61","23","11","2232.0","Community Health Centers","2013-10-28T00:00:00.000","1 Tompkins Avenue","1 Tompkins Avenue","Tompkins Avenue","Broad Street and Tompkins Street","Staten Island","501.0","S52","Not Applicable","40.6244151952","-74.0794001639","Tompkinsville-Stapleton-Clifton-Fox Hills","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKLESS 1.0"
"POINT (-73.92288735111026 40.68560050558068)","645.0","3","Brooklyn","303","41","55","25","8","2813.0","Municipal Facilities","2014-12-31T00:00:00.000","820 Hancock Street","820 Hancock Street","Hancock Street","Ralph Avenue and Howard Avenue","Brooklyn","303.0","Not Applicable","Not Applicable","40.6856005056","-73.9228873511","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.90792358814238 40.63407675540476)","252.0","3","Brooklyn","318","46","59","19","8","2785.0","Municipal Facilities","2015-01-02T00:00:00.000","1070 E. 83rd Street","1070 E. 83rd Street","E. 83rd Street","Avenue J and Avenue K","Brooklyn","318.0","Not Applicable","Not Applicable","40.6340767554","-73.9079235881","Canarsie","X","AREA OF MINIMAL FLOOD HAZARD","3","BACKED 1.0"
"POINT (-73.85696314258448 40.836494568172505)","1681.0","2","Bronx","209","18","87","32","14","2451.0","Senior Center","2014-05-02T00:00:00.000","1525 Unionport Road","1525 Unionport Road","Unionport Road","MacGraw Avenue and Metropolitan Street","Bronx","209.0","Not Applicable","Not Applicable","40.8364945682","-73.8569631426","Parkchester","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.86975665502854 40.667881105792944)","484.0","3","Brooklyn","305","42","60","19","8","3492.0","Bus Route","2017-02-13T00:00:00.000","2554 Linden Boulevard","2554 Linden Boulevard","Linden Boulevard","Euclid Avenue & Pine Street","Brooklyn","305.0","B15","Not Applicable","40.6678811058","-73.869756655","East New York-City Line","X","AREA OF MINIMAL FLOOD HAZARD","3","BACKLESS 1.0"
"POINT (-73.81669684889924 40.74851615472959)","1135.0","4","Queens","407","20","25","16","6","4046.0","Bus Route","2018-05-09T00:00:00.000","48-15 Kissena Boulevard","48-15 Kissena Boulevard","Kissena Boulevard","Negundo Avenue & Mulberry Avenue","Queens","407.0","Q17","Not Applicable","40.7485161547","-73.8166968489","East Flushing","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 2.0"
"POINT (-73.95392520421454 40.706947908371454)","833.0","3","Brooklyn","301","33","50","26","7","4194.0","Other","2019-03-05T00:00:00.000","402 Broadway","402 Broadway","Broadway","Hooper Street and Hewes Street","Brooklyn","301.0","Not Applicable","Not Applicable","40.7069479084","-73.9539252042","South Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKLESS 1.0"
"POINT (-73.8861136706766 40.880639351354425)","1857.0","2","Bronx","207","11","81","34","13","2091.0","Community Health Centers","2013-08-06T00:00:00.000","100 West Mosholu Parkway South","100 West Mosholu Parkway South","Mosholu Parkway","Paul and Sedgwick Avenues","Bronx","207.0","BX1","Not Applicable","40.8806393514","-73.8861136707","Bedford Park","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.89380617106978 40.88287608318855)","1863.0","2","Bronx","208","11","81","34","13","1617.0","Senior Center","2013-03-27T00:00:00.000","3874 Sedgwick Avenue","3874 Sedgwick Avenue","Sedgwick Avenue","Stevenson Place & Van Cortland Avenue W","Bronx","208.0","Not Applicable","Not Applicable","40.8828760832","-73.8938061711","Bedford Park","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.8270630137093 40.85264758585904)","2121.0","2","Bronx","210","13","82","34","14","4111.0","General","2019-04-04T00:00:00.000","100 bruckner blvd","100 bruckner blvd","Bruckner Boulevard","Westchester Avenue & Amendola Place","Bronx","210.0","BX29","Not Applicable","40.8526475859","-73.8270630137","Pelham Bay Park","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-74.13798728598672 40.60313130598869)","105.0","5","Staten Island","502","50","63","24","11","2684.0","Municipal Facilities","2014-08-11T00:00:00.000","1060 Willowbrook Road","1060 Willowbrook Road","Willowbrook Road","Sheraden Avenue & Ardmore Avenue","Staten Island","502.0","Not Applicable","Not Applicable","40.603131306","-74.137987286","Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.92823863778192 40.63267586699709)","237.0","3","Brooklyn","318","46","41","21","8","3539.0","Bus Route","2016-07-26T00:00:00.000","1633 Utica Avenue","1633 Utica Avenue","Utica Avenue","Avenue H & Avenue I","Brooklyn","318.0","Not Applicable","Not Applicable","40.632675867","-73.9282386378","Flatlands","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKED 1.0"
"POINT (-73.90294462119381 40.87034615119285)","1827.0","2","Bronx","208","14","78","33","13","2437.0","Health Care Facilities","2014-05-01T00:00:00.000","2735 Sedgwick Avenue","2735 Sedgwick Avenue","Sedgwick Avenue","W. 195th Street and W. Kingsbridge Road","Bronx","208.0","BX03","Not Applicable","40.8703461512","-73.9029446212","Kingsbridge Heights-Van Cortlandt Village","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.95664551968568 40.67429984665274)","1977.0","3","Brooklyn","308","35","57","20","9","1581.0","General","2013-05-30T00:00:00.000","711 Franklin Avenue","711 Franklin Avenue","Franklin Avenue","Park Place & Prospect Place","Brooklyn","308.0","Not Applicable","Not Applicable","40.6742998467","-73.9566455197","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-74.01059738821901 40.60647340635221)","120.0","3","Brooklyn","311","43","47","22","11","3990.0","Bus Route","2018-01-10T00:00:00.000","1612 Bath Avenue","1612 Bath Avenue","Bath Avenue","Bay 13th Street & 16th Avenue","Brooklyn","311.0","B64","Not Applicable","40.6064734064","-74.0105973882","Bath Beach","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKLESS 2.0"
"POINT (-73.97909872351244 40.669717222426726)","513.0","3","Brooklyn","306","39","44","21","9","1929.0","General","2013-05-10T00:00:00.000","237 7th Avenue","237 7th Avenue","7th Avenue","4th Street & 5th Street","Brooklyn","306.0","Not Applicable","Not Applicable","40.6697172224","-73.9790987235","Park Slope","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.8855715370958 40.74967995677945)","1150.0","4","Queens","403","25","39","13","14","1965.0","General","2013-07-08T00:00:00.000","80-21 37th Avenue","80-21 37th Avenue","37th Avenue","80th & 81st Street","Queens","403.0","Not Applicable","Not Applicable","40.7496799568","-73.8855715371","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.73127790586607 40.72116189892421)","936.0","4","Queens","413","23","33","14","5","2799.0","Municipal Facilities","2014-11-20T00:00:00.000","222-14 Jamaica Avenue","222-14 Jamaica Avenue","Jamaica Avenue","222nd Street & 224th Street","Queens","413.0","Not Applicable","Not Applicable","40.7211618989","-73.7312779059","Queens Village","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.94824531511759 40.7828596938671)","1382.0","1","Manhattan","108","5","73","29","12","3848.0","General","2017-07-05T00:00:00.000","245 E 93rd Street","1801 2nd Avenue","2nd Avenue","2nd Avenue & 3rd Avenue","Manhattan","108.0","Not Applicable","Not Applicable","40.7828596939","-73.9482453151","Upper East Side-Yorkville","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKED 2.0"
"POINT (-73.87229723569801 40.735014195336746)","1019.0","4","Queens","404","25","35","16","6","2974.0","Municipal Facilities","2014-11-24T00:00:00.000","90-02 56th Avenue","56-89 90th Street","90th Street","56th Avenue & 57th Avenue","Queens","404.0","Q59","Not Applicable","40.7350141953","-73.8722972357","Elmhurst","X","AREA OF MINIMAL FLOOD HAZARD","6","BACKLESS 1.0"
"POINT (-73.93582598019553 40.651412847285705)","347.0","3","Brooklyn","317","45","58","21","9","357.0","Bus Route","2012-07-17T00:00:00.000","4406A Church Avenue",,"Church Avenue","Troy Avenue and East 45th Street","Brooklyn","317.0","B35","Not Applicable","40.6514128473","-73.9358259802","East Flatbush-Rugby","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.91658332292896 40.676287767695655)","573.0","3","Brooklyn","316","41","55","25","8","2960.0","Municipal Facilities","2015-01-08T00:00:00.000","2120 Atlantic Avenue","280 Saratoga Avenue","Saratoga Avenue","Atlantic Avenue & Pacific Street","Brooklyn","316.0","B7","Not Applicable","40.6762877677","-73.9165833229","Ocean Hill","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.90011295770465 40.83508077938608)","1676.0","2","Bronx","203","16","79","33","15","2693.0","Municipal Facilities","2014-09-10T00:00:00.000","580 Crotona Park South","580 Crotona Park South","Crotona Park South","Fulton Avenue & Franklin Avenue","Bronx","203.0","Not Applicable","Not Applicable","40.8350807794","-73.9001129577","Morrisania","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.95923805266204 40.70912350784861)","2033.0","3","Brooklyn","301","34","50","18","7","2447.0","Plaza","2019-05-30T00:00:00.000","225 Havemeyer Street","225 Havemeyer Street","South 5th Street, Havemeyer Street & Broadway","South 5th Street, Havemeyer Street & Broadway","Brooklyn","301.0","Not Applicable","Not Applicable","40.7091235078","-73.9592380527","Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.88385689225822 40.74702315524502)","1959.0","4","Queens","404","25","39","16","14","1520.0","BID","2012-12-11T00:00:00.000","40-20 82nd Street","40-20 82nd Street","82nd Street","Roosevelt Avenue and Ithaca Street","Queens","404.0","Not Applicable","82nd Street","40.7470231552","-73.8838568923","Elmhurst","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.91223471587695 40.70380471843563)","805.0","4","Queens","405","34","38","12","7","2752.0","Municipal Facilities","2014-11-14T00:00:00.000","599 Cypress Avenue","599 Cypress Avenue","Cypress Avenue","Bleecker Street & Menahan Street","Queens","405.0","Not Applicable","Not Applicable","40.7038047184","-73.9122347159","Ridgewood","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.99589869225302 40.60008659492157)","83.0","3","Brooklyn","311","47","47","23","11","285.0","Bus Route","2013-04-03T00:00:00.000","8686 Bay Parkway","8686 Bay Parkway","Bay Parkway","Benson Avenue & Bath Avenue","Brooklyn","311.0","B6","Not Applicable","40.6000865949","-73.9958986923","Bath Beach","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKLESS 1.0"
"POINT (-73.90134218795633 40.8206468571189)","1580.0","2","Bronx","203","17","79","32","15","2138.0","Community Health Centers","2013-09-11T00:00:00.000","871 Prospect Avenue","871 Prospect Avenue","Prospect Avenue","East 161st and 162nd Streets","Bronx","203.0","Not Applicable","Not Applicable","40.8206468571","-73.901342188","Morrisania","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-74.00710253232947 40.65194436865969)","352.0","3","Brooklyn","307","38","51","25","7","1609.0","General","2013-01-09T00:00:00.000","4004 Fourth Avenue","4004 Fourth Avenue","4th Avenue","40th & 41st Street","Brooklyn","307.0","Not Applicable","Not Applicable","40.6519443687","-74.0071025323","Sunset Park (West)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-74.00117554415723 40.72740496935414)","965.0","1","Manhattan","102","3","66","26","10","819.0","General","2012-09-28T00:00:00.000","109 West Houston Street","109 West Houston Street","West Houston Street","Sullivan and Thompson Streets","Manhattan","102.0","M21","Not Applicable","40.7274049694","-74.0011755442","SoHo-Little Italy-Hudson Square","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKLESS 1.0"
"POINT (-73.87377410597726 40.7539829361383)","1182.0","4","Queens","403","25","34","13","14","2746.0","Municipal Facilities","2014-11-12T00:00:00.000","34-20 94th Street","34-20 94th Street","94th Street","East 184th Street & East 185th Street","Queens","403.0","Not Applicable","Not Applicable","40.7539829361","-73.873774106","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.95975416691765 40.76670819012521)","1282.0","1","Manhattan","108","5","76","28","12","3840.0","General","2017-07-05T00:00:00.000","1310 2nd Avenue","1310 2nd Avenue","2nd Avenue","E 68th Street & 69th Street","Manhattan","108.0","Not Applicable","Not Applicable","40.7667081901","-73.9597541669","Upper East Side-Lenox Hill-Roosevelt Island","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 2.0"
"POINT (-73.81520364505253 40.73018661729455)","2072.0","4","Queens","408","24","27","16","6","3036.0","General","2015-02-03T00:00:00.000","70-62 Kissena Boulevard","70-62 Kissena Boulevard","Kissena Boulevard","70th Road and 71st Avenue","Queens","408.0","Q25","Not Applicable","40.7301866173","-73.8152036451","Kew Gardens Hills","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.99023075258584 40.74048706025332)","1050.0","1","Manhattan","105","2","75","28","12","2209.0","BID","2013-12-04T00:00:00.000","155 5th Avenue","155 5th Avenue","5th Avenue","W 21st Street and W 22nd Street","Manhattan","105.0","Not Applicable","Flatiron/23rd Street Partnership","40.7404870603","-73.9902307526","Midtown South-Flatiron-Union Square","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.79836661902708 40.70538673738237)","820.0","4","Queens","412","24","32","14","5","2073.0","Community Health Centers",,"89-56 162nd Street","89-56 162nd Street","162nd Street","69th Avenue and Jamaica Avenue","Queens","412.0","Not Applicable","Not Applicable","40.7053867374","-73.798366619","Jamaica","X","AREA OF MINIMAL FLOOD HAZARD",,"Unknown"
"POINT (-73.9704815084341 40.68484418080496)","2016.0","3","Brooklyn","302","35","57","25","8","2238.0","BID","2013-10-18T00:00:00.000","770 Fulton Street","770 Fulton Street","Fulton Street","Adelphi and Carlton","Brooklyn","302.0","B25","Fulton Area Business (FAB) Alliance","40.6848441808","-73.9704815084","Fort Greene","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-74.01128065417778 40.71523033038821)","904.0","1","Manhattan","101","1","66","26","10","2621.0","General","2014-08-12T00:00:00.000","270 Greenwich Street","270 Greenwich Street","Warren Street","Greenwich Street & West Street","Manhattan","101.0","M09","Not Applicable","40.7152303304","-74.0112806542","Tribeca-Civic Center","X","AREA OF MINIMAL FLOOD HAZARD","1","BACKLESS 1.0"
"POINT (-73.99104455925901 40.667536752144464)","479.0","3","Brooklyn","306","39","52","21","7","2350.0","General","2014-01-14T00:00:00.000","515 4th Avenue","515 4th Avenue","4th Avenue & 14th Street","13th & 14th Street","Brooklyn","306.0","Not Applicable","Not Applicable","40.6675367521","-73.9910445593","Park Slope","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.88557280298481 40.68001877421006)","601.0","3","Brooklyn","305","37","54","18","7","2767.0","General","2014-10-08T00:00:00.000","209 Cleveland Street","209 Cleveland Street","Cleveland Street","Fulton Street & Arlington Avenue","Brooklyn","305.0","Not Applicable","Not Applicable","40.6800187742","-73.885572803","Cypress Hills","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.95278270632788 40.72894412710912)","980.0","3","Brooklyn","301","33","50","26","12","2405.0","Senior Center","2014-03-26T00:00:00.000","715 Leonard Street","715 Leonard Street","Leonard Street","Calyer Street and Greenpoint Avenue","Brooklyn","301.0","Not Applicable","Not Applicable","40.7289441271","-73.9527827063","Greenpoint","X","AREA OF MINIMAL FLOOD HAZARD","5","BACKED 1.0"
"POINT (-73.95739657157078 40.69898500256605)","765.0","3","Brooklyn","301","33","50","26","7","3998.0","Bus Route","2018-02-01T00:00:00.000","439 Flushing Avenue","439 Flushing Avenue","Flushing Avenue","Skillman Street & Bedford Avenue","Brooklyn","301.0","B57","Not Applicable","40.6989850026","-73.9573965716","South Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","2","BACKLESS 2.0"
"POINT (-73.92679437612091 40.61366158895654)","146.0","3","Brooklyn","318","46","59","19","8","3630.0","General","2017-05-20T00:00:00.000","2325 Flatbush Avenue","2325 Flatbush Avenue","Flatbush Avenue","Utica Avenue & E. 49th Street","Brooklyn","318.0","B41","Not Applicable","40.613661589","-73.9267943761","Flatlands","X","AREA OF MINIMAL FLOOD HAZARD","3","BACKLESS 2.0"
"POINT (-73.87825496004118 40.87424603783893)","1842.0","2","Bronx","207","11","80","36","13","1968.0","General","2013-07-02T00:00:00.000","285 East 205th Street","285 East 205th Street","East 205th Street","E 204th Street & Perry Avenue","Bronx","207.0","Not Applicable","Not Applicable","40.8742460378","-73.87825496","Norwood","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.97160287743567 40.64900862445355)","2057.0","3","Brooklyn","314","40","42","21","9","2892.0","Municipal Facilities","2014-12-30T00:00:00.000","397A Coney Island Avenue","397A Coney Island Avenue","Coney Island Avenue","Caton Avenue & Kermit Place","Brooklyn","314.0","B68","Not Applicable","40.6490086245","-73.9716028774","Prospect Park","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.88366438384053 40.75101641454663)","1168.0","4","Queens","403","25","39","13","14","2362.0","Senior Center","2014-02-07T00:00:00.000","35-24 83rd Street","35-24 83rd Street","83rd Street","35th & 37th Avenue","Queens","403.0","Not Applicable","Not Applicable","40.7510164145","-73.8836643838","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.95054505864535 40.6589886603725)","396.0","3","Brooklyn","309","40","43","20","9","1742.0","General","2013-04-05T00:00:00.000","1166 Nostrand Avenue","1166 Nostrand Avenue","Nostrand Avenue","Fenimore & Rutland Road","Brooklyn","309.0","Not Applicable","Not Applicable","40.6589886604","-73.9505450586","Prospect Lefferts Gardens-Wingate","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.96063932898463 40.62519262787396)","214.0","3","Brooklyn","314","44","48","17","9","249.0","Bus Route","2013-09-18T00:00:00.000","1520 Avenue J","1520 Avenue J","Avenue J","East 15th and 16th Streets","Brooklyn","314.0","B6","Not Applicable","40.6251926279","-73.960639329","Midwood","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.82672761049665 40.689745741677925)","686.0","4","Queens","409","28","24","10","5","3249.0","Municipal Facilities",,"118-01 101st Avenue","118-01 101st Avenue","118th Street","101st Avenue & 97th Avenue","Queens","409.0","Not Applicable","Not Applicable","40.6897457417","-73.8267276105","South Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD",,"Unknown"
"POINT (-73.92559917148934 40.86271399148648)","1927.0","1","Manhattan","112","10","72","31","13","1217.0","Senior Center","2013-05-06T00:00:00.000","136 Dyckman Street","136 Dyckman Street","Dyckman Street","Sherman & Post Avenue","Manhattan","112.0","Not Applicable","Not Applicable","40.8627139915","-73.9255991715","Washington Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","4","BACKED 1.0"
"POINT (-73.96008459038498 40.78150385349172)","1376.0","1","Manhattan","108","4","73","28","12","3253.0","Bus Route","2016-04-13T00:00:00.000","1 E 86th Street","1 E 86th Street","E 86th Street","5th Avenue & Madison Avenue","Manhattan","108.0","M86","Not Applicable","40.7815038535","-73.9600845904","Upper East Side-Carnegie Hill","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-74.02048005316551 40.63860636192227)","279.0","3","Brooklyn","307","38","51","23","10","2155.0","Community Health Centers","2013-09-13T00:00:00.000","6317 4th Avenue","6317 4th Avenue","4th Avenue","64th and 63rd Streets","Brooklyn","307.0","Not Applicable","Not Applicable","40.6386063619","-74.0204800532","Sunset Park (Central)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.82891266545045 40.758034969490645)","1214.0","4","Queens","407","20","40","16","6","440.0","Bus Route","2013-09-23T00:00:00.000","41-17 Main Street","41-08 Kissena Boulevard","Kissena Boulevard","Main Street","Queens","407.0","Q27","Not Applicable","40.7580349695","-73.8289126655","Flushing-Willets Point","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.99447822452153 40.59389600853454)","60.0","3","Brooklyn","311","47","47","23","10","4184.0","Bus Route","2018-09-25T00:00:00.000","8781 24th Avenue","8781 24th Avenue","CROPSEY AVENUE","24th Avenue & Bay 37th Street","Brooklyn","311.0","B82","Not Applicable","40.5938960085","-73.9944782245","Gravesend (West)","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2","BACKLESS 2.0"
"POINT (-73.92935569253967 40.68389744211569)","633.0","3","Brooklyn","303","36","56","25","8","113.0","Bus Route","2012-04-30T00:00:00.000","266 Malcolm X Boulevard","266 Malcolm X Boulevard","Malcolm X Boulevard","Halsey Street and Macon Street","Brooklyn","303.0","B46","Not Applicable","40.6838974421","-73.9293556925","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-73.9682428913593 40.6839360387418)","1895.0","3","Brooklyn","302","35","57","25","8","820.0","General","2012-07-25T00:00:00.000","883 Fulton Street","883 Fulton Street","Vanderbilt Avenue","Gates Avenue and Fulton Street","Brooklyn","302.0","Not Applicable","Not Applicable","40.6839360387","-73.9682428914","Clinton Hill","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.87171806756136 40.712932363492044)","876.0","4","Queens","405","30","28","15","6","2966.0","General","2015-01-29T00:00:00.000","79-62 Metropolitan Avenue","79-62 Metropolitan Avenue","80th Street","79th Place and 80th Street","Queens","405.0","Q47","Not Applicable","40.7129323635","-73.8717180676","Middle Village","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.98695970110404 40.690020467504965)","691.0","3","Brooklyn","302","33","52","25","7","989.0","BID","2012-06-19T00:00:00.000","180 Livingston Street","180 Livingston Street","Livingston Street","Gallatin Place and Court Street","Brooklyn","302.0","Not Applicable","Court-Livingston-Schermerhorn","40.6900204675","-73.9869597011","Downtown Brooklyn-DUMBO-Boerum Hill","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKED 1.0"
"POINT (-73.85685860099855 40.85760912065864)","2189.0","2","Bronx","211","13","80","34","14","26.0","SBS",,"Pelham Parkaway at Williamsbridge Road","2201 Williamsbridge Road","Pelham Parkaway","Williamsbridge Road & Bronxwood Avenue","Bronx","211.0","BX12",,"40.8576091207","-73.856858601","Morris Park","X","AREA OF MINIMAL FLOOD HAZARD",,"LEANING BAR"
"POINT (-73.82768762195975 40.69361019703535)","733.0","4","Queens","409","28","24","10","5","563.0","Bus Route","2012-06-29T00:00:00.000","119-02 94th Avenue","94-13 Lefferts Boulevard","Lefferts Boulevard","94th and 95th Avenues","Queens","409.0","Q10","Not Applicable","40.693610197","-73.827687622","South Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 1.0"
"POINT (-74.15823663635841 40.62636917265475)","220.0","5","Staten Island","501","49","61","23","11","1680.0","Bus Route","2013-01-29T00:00:00.000","2069 Forest Avenue","2069 Forest Avenue","Forest Avenue","Union Avenue and Bruckner Avenue","Staten Island","501.0","S48","Not Applicable","40.6263691727","-74.1582366364","Mariner's Harbor-Arlington-Graniteville","X","AREA OF MINIMAL FLOOD HAZARD","4","BACKLESS 1.0"
"POINT (-73.96717499527459 40.79371394435876)","1446.0","1","Manhattan","107","7","69","30","10","2080.0","General","2013-10-11T00:00:00.000","808 Columbus Avenue","808 Columbus Avenue","97th Street","Amsterdam Avenue and Columbus Avenue","Manhattan","107.0","Not Applicable","Not Applicable","40.7937139444","-73.9671749953","Upper West Side-Manhattan Valley","X","AREA OF MINIMAL FLOOD HAZARD",,"BACKLESS 2.0"
