"mailed_date","boro","block","lot","ease","address_1","address_2","address_3","city_state_zip","country","tax_class","bld_class","original_market_value","original_assessed_value","original_exemption","original_transitional_assessed_value","original_transitional_exemption","original_taxable_value","revised_market_value","revised_assessed_value","revised_exemption","revised_transitional_assessed_value","revised_transitional_exemption","revised_taxable_value","rc_1","rc2","rc3","rc4","rc5","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"2016-03-18T00:00:00.000","1","16","3237",,,"225       RECTOR PL","APT 4C","NEW YORK             NY 10280-1187",,"2","R4","269775","121399","121399","95152","95152","0","269775","121399","121399","90704","90704","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3238",,,"225       RECTOR PL","APT 4D","NEW YORK             NY 10280-1187",,"2","R4","268592","120866","120866","94734","94734","0","268592","120866","120866","90304","90304","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3239",,,"22        RIVER TER",,"NEW YORK             NY 10282-1141",,"2","R4","235684","106058","106058","83431","83431","0","235684","106058","106058","79544","79544","0","E1","X",,,,"MANHATTAN","10282","40.717375","-74.016035","1","1","31703","1085929","1000167521","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3240",,,"225       RECTOR PL","APT 4F","NEW YORK             NY 10280-1187",,"2","R4","240315","108142","108142","84761","84761","0","240315","108142","108142","80796","80796","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3241",,,"1077      RIVER RD","PH 10","EDGEWATER            NJ 07020-1383",,"2","R4","225831","101624","101624","79943","79943","0","225831","101624","101624","76219","76219","0","E1","X",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","16","3242",,,"225       RECTOR PL","APT 4H","NEW YORK             NY 10280-1187",,"2","R4","270169","121576","121576","95290","95290","0","270169","121576","121576","90836","90836","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3243",,,"225       RECTOR PL","APT 4J","NEW YORK             NY 10280-1187",,"2","R4","272928","122818","122818","96615","96615","0","272928","122818","122818","92114","92114","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3244",,,"225       RECTOR PL","APT 4K","NEW YORK             NY 10280-1187",,"2","R4","542309","244039","244039","191281","191281","0","542309","244039","244039","182337","182337","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3246",,,"225       RECTOR PL","APT 4M","NEW YORK             NY 10280-1187",,"2","R4","596008","268204","268204","210222","210222","0","596008","268204","268204","200391","200391","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3248",,,"225       RECTOR PL","APT 4O","NEW YORK             NY 10280-1187",,"2","R4","257558","115901","115901","90840","90840","0","257558","115901","115901","86593","86593","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","142","1627",,,,,,,"2","R4","981550","441698","160980","381252","136802","244450","981550","441698","160980","373109","133544","239565","E1","X",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","16","3249",,,"225       RECTOR PL","APT 4P","NEW YORK             NY 10280-1187",,"2","R4","270169","121576","121576","95637","95637","0","270169","121576","121576","91183","91183","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3250",,,"225       RECTOR PL","APT 4R","NEW YORK             NY 10280-1187",,"2","R4","273323","122995","122995","96404","96404","0","273323","122995","122995","91896","91896","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3251",,"C/O PLATINUM MANAGEMENT","30        WALL ST","FL 11","NEW YORK             NY 10005-2201",,"2","R4","243468","109561","109561","85873","85873","0","243468","109561","109561","81857","81857","0","E1","X",,,,"MANHATTAN","10005","40.706839","-74.010218","1","1","7","1001019","1000430005","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3252",,,"225       RECTOR PL","APT 4T","NEW YORK             NY 10280-1187",,"2","R4","297955","134080","134080","105091","105091","0","297955","134080","134080","100177","100177","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3253",,,"225       RECTOR PL","APT 5A","NEW YORK             NY 10280-1187",,"2","R4","318350","143258","143258","112287","112287","0","318350","143258","143258","107037","107037","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3254",,,"225       RECTOR PL","APT 5B","NEW YORK             NY 10280-1187",,"2","R4","225831","101624","101624","79650","79650","0","225831","101624","101624","75926","75926","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3255",,,"225       RECTOR PL","APT 5C","NEW YORK             NY 10280-1187",,"2","R4","269381","121221","121221","95014","95014","0","269381","121221","121221","90570","90570","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3256",,,"225       RECTOR PL","APT 5D","NEW YORK             NY 10280-1187",,"2","R4","268592","120866","120866","94734","94734","0","268592","120866","120866","90304","90304","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3257",,,"225       RECTOR PL","APT 5E","NEW YORK             NY 10280-1187",,"2","R4","236077","106235","106235","83573","83573","0","236077","106235","106235","79678","79678","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3258",,,"225       RECTOR PL","APT 5F","NEW YORK             NY 10280-1187",,"2","R4","240315","108142","108142","84761","84761","0","240315","108142","108142","80796","80796","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3259",,,"6205      TIMBERLANE ST",,"AGOURA HILLS         CA 91301-1737",,"2","R4","227014","102156","102156","80357","80357","0","227014","102156","102156","76613","76613","0","E1","X",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","16","3260",,,"225       RECTOR PL","APT 5H","NEW YORK             NY 10280-1187",,"2","R4","271352","122108","122108","96058","96058","0","271352","122108","122108","91581","91581","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3261",,,"225       RECTOR PL","APT 5J","NEW YORK             NY 10280-1187",,"2","R4","272534","122640","122640","96123","96123","0","272534","122640","122640","91628","91628","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3262",,,"225       RECTOR PL","APT 5K","NEW YORK             NY 10280-1187",,"2","R4","539550","242798","242798","190308","190308","0","539550","242798","242798","181410","181410","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3264",,,"225       RECTOR PL","APT 5M","NEW YORK             NY 10280-1187",,"2","R4","267411","120335","120335","94319","94319","0","267411","120335","120335","89909","89909","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3265",,,"225       RECTOR PL","APT 5N","NEW YORK             NY 10280-1187",,"2","R4","327809","147514","147514","116043","116043","0","327809","147514","147514","110637","110637","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3266",,,"225       RECTOR PL","APT 5O","NEW YORK             NY 10280-1187",,"2","R4","257951","116078","116078","90979","90979","0","257951","116078","116078","86725","86725","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3267",,,"225       RECTOR PL","APT 5P","NEW YORK             NY 10280-1187",,"2","R4","270169","121576","121576","95637","95637","0","270169","121576","121576","91183","91183","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3268",,,"225       RECTOR PL","APT 5R","NEW YORK             NY 10280-1203",,"2","R4","273716","123172","123172","96543","96543","0","273716","123172","123172","92029","92029","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3269",,,"225       RECTOR PL","APT 5S","NEW YORK             NY 10280-1188",,"2","R4","243468","109561","109561","85873","85873","0","243468","109561","109561","81857","81857","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3270",,,"225       RECTOR PL","APT 5T","NEW YORK             NY 10280-1188",,"2","R4","299137","134612","131836","105508","104953","555","299137","134612","131836","100573","100573","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3271",,,"225       RECTOR PL","APT 6A","NEW YORK             NY 10280-1188",,"2","R4","318350","143258","143258","112287","112287","0","318350","143258","143258","107037","107037","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3272",,,"225       RECTOR PL","APT 6B","NEW YORK             NY 10280-1188",,"2","R4","225831","101624","101624","79650","79650","0","225831","101624","101624","75926","75926","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3273",,,"225       RECTOR PL","APT 6C","NEW YORK             NY 10280-1188",,"2","R4","269381","121221","121221","95014","95014","0","269381","121221","121221","90570","90570","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3274",,,"225       RECTOR PL","APT 6C","NEW YORK             NY 10280-1188",,"2","R4","268592","120866","120866","94734","94734","0","268592","120866","120866","90304","90304","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3275",,,"225       RECTOR PL","APT 6E","NEW YORK             NY 10280-1188",,"2","R4","236077","106235","106235","83573","83573","0","236077","106235","106235","79678","79678","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","142","1617",,,"1510      W BYRON ST",,"CHICAGO              IL 60613-2704",,"2","R4","917833","413025","150530","356503","127921","228582","917833","413025","150530","348890","124876","224014","E1","X",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","16","3276",,,"225       RECTOR PL","APT 6F","NEW YORK             NY 10280-1188",,"2","R4","240315","108142","108142","85070","85070","0","240315","108142","108142","81105","81105","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3277",,,"225       RECTOR PL","APT 6G","NEW YORK             NY 10280-1188",,"2","R4","498365","224264","224264","176072","176072","0","498365","224264","224264","167853","167853","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3279",,,"425       WASHINGTON BLVD",,"JERSEY CITY          NJ 07310-2019",,"2","R4","272534","122640","122640","96123","96123","0","272534","122640","122640","91628","91628","0","E1","X",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","142","1644",,,"799       CRANDON BLVD","APT 406","KEY BISCAYNE         FL 33149-2651",,"2","R4","981852","441833","161029","381373","136845","244528","981852","441833","161029","373228","133587","239641","E1","X",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","16","3280",,,"225       RECTOR PL","APT 6K","NEW YORK             NY 10280-1188",,"2","R4","539550","242798","242798","190308","190308","0","539550","242798","242798","181410","181410","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3282",,"C/O PLATINUM MANAGEMENT","30        WALL ST","FL 11","NEW YORK             NY 10005-2201",,"2","R4","267411","120335","120335","94319","94319","0","267411","120335","120335","89909","89909","0","E1","X",,,,"MANHATTAN","10005","40.706839","-74.010218","1","1","7","1001019","1000430005","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3283",,,"225       RECTOR PL","APT 6N","NEW YORK             NY 10280-1188",,"2","R4","327809","147514","147514","116043","116043","0","327809","147514","147514","110637","110637","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3284",,,"225       RECTOR PL","APT 6O","NEW YORK             NY 10280-1188",,"2","R4","257951","116078","116078","90979","90979","0","257951","116078","116078","86725","86725","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3285",,,"225       RECTOR PL","APT 6P","NEW YORK             NY 10280-1188",,"2","R4","270169","121576","121576","95290","95290","0","270169","121576","121576","90836","90836","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3286",,,"225       RECTOR PL","APT 6R","NEW YORK             NY 10280-1188",,"2","R4","273716","123172","123172","96543","96543","0","273716","123172","123172","92029","92029","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3287",,,"225       RECTOR PL","APT 6S","NEW YORK             NY 10280-1188",,"2","R4","243468","109561","109561","85873","85873","0","243468","109561","109561","81857","81857","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3288",,,"225       RECTOR PL","APT 6T","NEW YORK             NY 10280-1188",,"2","R4","299137","134612","134612","105508","105508","0","299137","134612","134612","100573","100573","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3289",,,"225       RECTOR PL","APT 7A","NEW YORK             NY 10280-1188",,"2","R4","318350","143258","143258","112287","112287","0","318350","143258","143258","107037","107037","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","142","1342",,,"PO BOX 520188",,"FLUSHING             NY 11352-0188",,"2","R4","168839","75978","13762","66571","11881","54690","168839","75978","13762","65686","11704","53982","E1","X",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","16","3290",,,"225       RECTOR PL","APT 7B","NEW YORK             NY 10280-1188",,"2","R4","225831","101624","101624","79650","79650","0","225831","101624","101624","75926","75926","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3291",,,"225       RECTOR PL",,"NEW YORK             NY 10280-1116",,"2","R4","269381","121221","121221","95014","95014","0","269381","121221","121221","90570","90570","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3292",,,"225       RECTOR PL","APT 7D","NEW YORK             NY 10280-1188",,"2","R4","268592","120866","120866","95078","95078","0","268592","120866","120866","90648","90648","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3293",,,"225       RECTOR STREET # 7E",,"NEW YORK             NY 10280",,"2","R4","236077","106235","106235","83573","83573","0","236077","106235","106235","79678","79678","0","E1","X",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","16","3294",,,"225       RECTOR PL","APT 7F","NEW YORK             NY 10280-1188",,"2","R4","240315","108142","108142","84761","84761","0","240315","108142","108142","80796","80796","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3295",,,"225       RECTOR PL","APT 7G","NEW YORK             NY 10280-1188",,"2","R4","227014","102156","102156","80357","80357","0","227014","102156","102156","76613","76613","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3296",,,"225       RECTOR PL","APT 7H","NEW YORK             NY 10280-1188",,"2","R4","271352","122108","122108","96058","96058","0","271352","122108","122108","91581","91581","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3297",,,"225       RECTOR PL","APT 7J","NEW YORK             NY 10280-1188",,"2","R4","272534","122640","122640","96123","96123","0","272534","122640","122640","91628","91628","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3298",,,"225       RECTOR PL","APT 7K","NEW YORK             NY 10280-1188",,"2","R4","272928","122818","122818","96615","96615","0","272928","122818","122818","92114","92114","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3299",,,"225       RECTOR PL","APT 7L","NEW YORK             NY 10280-1188",,"2","R4","266622","119980","119980","94041","94041","0","266622","119980","119980","89645","89645","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3300",,,"225       RECTOR PL","APT 7M","NEW YORK             NY 10280-1204",,"2","R4","267411","120335","120335","94319","94319","0","267411","120335","120335","89909","89909","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3301",,,"225       RECTOR PL","APT 7N","NEW YORK             NY 10280-1207",,"2","R4","327809","147514","147514","115622","115622","0","327809","147514","147514","110216","110216","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3302",,,"225       RECTOR PL","APT 7O","NEW YORK             NY 10280-1207",,"2","R4","257951","116078","116078","91312","91312","0","257951","116078","116078","87058","87058","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3303",,,"225       RECTOR PL","APT 7P","NEW YORK             NY 10280-1207",,"2","R4","270169","121576","121576","95290","95290","0","270169","121576","121576","90836","90836","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3304",,,"225       RECTOR PL","APT 7R","NEW YORK             NY 10280-1207",,"2","R4","273716","123172","123172","96543","96543","0","273716","123172","123172","92029","92029","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3305",,,"225       RECTOR PL","APT 7S","NEW YORK             NY 10280-1189",,"2","R4","243468","109561","109561","85873","85873","0","243468","109561","109561","81857","81857","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3306",,"PLATINUM MANAGEMENT","30        WALL ST","FL 11","NEW YORK             NY 10005-2201",,"2","R4","299137","134612","134612","105508","105508","0","299137","134612","134612","100573","100573","0","E1","X",,,,"MANHATTAN","10005","40.706839","-74.010218","1","1","7","1001019","1000430005","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3307",,,"225       RECTOR PL","APT 8A","NEW YORK             NY 10280-1189",,"2","R4","318350","143258","143258","112287","112287","0","318350","143258","143258","107037","107037","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3308",,,"14        KATHY ST",,"KENDALL PARK         NJ 08824-1605",,"2","R4","225831","101624","101624","79650","79650","0","225831","101624","101624","75926","75926","0","E1","X",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","16","3309",,,"225       RECTOR PL","APT 8C","NEW YORK             NY 10280-1189",,"2","R4","269381","121221","121221","95014","95014","0","269381","121221","121221","90570","90570","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3310",,,"2443      FILLMORE ST","# 380-7339","SAN FRANCISCO        CA 94115-1814",,"2","R4","268592","120866","120866","94734","94734","0","268592","120866","120866","90304","90304","0","E1","X",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","800","1378",,,"38        SLOPE DR",,"SHORT HILLS          NJ 07078-2223",,"2","R4","339102","152596","59076","131813","50762","81051","339102","152596","59076","130626","50288","80338","E1","X",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","197","1233",,"MONIQUE LO","2         BAY CLUB DR","APT 21L","BAYSIDE              NY 11360-2934",,"4","RB","213144","95915","74684","87836","74684","13152","294551","132548","90221","113185","90221","22964","P","X",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","16","3311",,,"99        BATTERY PL","APT 22H","NEW YORK             NY 10280-1328",,"2","R4","236077","106235","106235","83573","83573","0","236077","106235","106235","79678","79678","0","E1","X",,,,"MANHATTAN","10280","40.707977","-74.016729","1","1","31704","1080815","1000167510","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3312",,,"2258      82ND ST","FL 2","BROOKLYN             NY 11214-2604",,"2","R4","240315","108142","108142","85070","85070","0","240315","108142","108142","81105","81105","0","E1","X",,,,,,,,,,,,,
"2016-03-18T00:00:00.000","1","16","3313",,,"225       RECTOR PL","APT 8G","NEW YORK             NY 10280-1189",,"2","R4","227014","102156","102156","80357","80357","0","227014","102156","102156","76613","76613","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3314",,,"225       RECTOR PL","APT 8H","NEW YORK             NY 10280-1189",,"2","R4","271352","122108","122108","96058","96058","0","271352","122108","122108","91581","91581","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3315",,,"225       RECTOR PL","APT 8J","NEW YORK             NY 10280-1189",,"2","R4","272534","122640","122640","96476","96476","0","272534","122640","122640","91981","91981","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3316",,"C/O PLATINUM MANAGEMENT","30        WALL ST","FL 11","NEW YORK             NY 10005-2201",,"2","R4","272928","122818","122818","96266","96266","0","272928","122818","122818","91765","91765","0","E1","X",,,,"MANHATTAN","10005","40.706839","-74.010218","1","1","7","1001019","1000430005","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3317",,,"225       RECTOR PL","APT 8L","NEW YORK             NY 10280-1189",,"2","R4","266622","119980","119980","94381","94381","0","266622","119980","119980","89985","89985","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3318",,,"225       RECTOR PL","APT 8M","NEW YORK             NY 10280-1189",,"2","R4","595220","267849","267849","209942","209942","0","595220","267849","267849","200127","200127","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3320",,,"225       RECTOR PL","APT 8O","NEW YORK             NY 10280-1189",,"2","R4","257951","116078","116078","91312","91312","0","257951","116078","116078","87058","87058","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3321",,,"225       RECTOR PL","APT 8P","NEW YORK             NY 10280-1189",,"2","R4","270169","121576","121576","95637","95637","0","270169","121576","121576","91183","91183","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3322",,"PLATINUM MANAGEMENT","30        WALL ST","FL 11","NEW YORK             NY 10005-2201",,"2","R4","273716","123172","123172","96543","96543","0","273716","123172","123172","92029","92029","0","E1","X",,,,"MANHATTAN","10005","40.706839","-74.010218","1","1","7","1001019","1000430005","Battery Park City-Lower Manhattan"
"2016-03-18T00:00:00.000","1","16","3323",,,"225       RECTOR PL","APT 8S","NEW YORK             NY 10280-1189",,"2","R4","243468","109561","109561","85873","85873","0","243468","109561","109561","81857","81857","0","E1","X",,,,"MANHATTAN","10280","40.70927","-74.016487","1","1","31704","1000053","1000167515","Battery Park City-Lower Manhattan"
