"borough","block","lot","address","zip_code","final_18_19_actual_av","tax_class","bldg_class","rpie_year","status","x_coordinate","ycoordinate","latitude","longitude","community_district","city_council_district","census_tract","bin","bbl","nta"
"Manhattan","424","32","131 CHRYSTIE STREET","10002","487995","2A","S9","2017","Nonfiler","986130","201362","40.719369","-73.993218","103","1","18","1005668","1004240032","Chinatown"
"Manhattan","426","5","223 BOWERY","10002","8574652","4","H2","2017","Nonfiler","986081","202307","40.721963","-73.993394","103","1","3601","1005704","1004260005","Chinatown"
"Manhattan","426","10","231 BOWERY","10002","3066750","4","L8","2017","Nonfiler","986104","202389","40.722188","-73.993311","103","1","3601","1005708","1004260010","Chinatown"
"Manhattan","426","26","203 CHRYSTIE STREET","10002","1400850","2","C7","2017","Nonfiler","986529","202383","40.722171","-73.991778","103","1","3601","1005716","1004260026","Chinatown"
"Manhattan","426","34","187 CHRYSTIE STREET","10002","953100","2","C7","2017","Nonfiler","986459","202202","40.721675","-73.992031","103","1","3601","1005722","1004260034","Chinatown"
"Manhattan","426","37","181 CHRYSTIE STREET","10002","896850","4","L8","2017","Nonfiler","986432","202134","40.721488","-73.992128","103","1","3601","1005724","1004260037","Chinatown"
"Manhattan","429","1","12 1 AVENUE","10009","1377450","2","C7","2017","Nonfiler","987488","202831","40.723401","-73.988318","103","1","3002","1083474","1004290001","East Village"
"Manhattan","434","11","94 EAST 7 STREET","10009","187415","2B","C7","2017","Nonfiler","988336","204057","40.726765","-73.985258","103","1","32","1005777","1004340011","East Village"
"Manhattan","434","26","126 EAST 7 STREET","10009","1249200","2","D6","2017","Nonfiler","988678","203869","40.726249","-73.984024","103","1","32","1005789","1004340026","East Village"
"Manhattan","434","29","109 AVENUE A","10009","1226955","2B","D7","2017","Nonfiler","988793","203767","40.725969","-73.98361","103","1","32","1005791","1004340029","East Village"
"Manhattan","434","1101","128 EAST 7 STREET  #1-A","10009","339943","2C","R8","2017","Nonfiler","988700","203857","40.726216","-73.983945","103","1","32","1005790","1004347502","East Village"
"Manhattan","434","1201","102 1 AVENUE  #STORE","10009","48301","2C","R8","2017","Nonfiler","988116","203971","40.726529","-73.986052","103","1","32","1005770","1004347503","East Village"
"Manhattan","435","7","128 1 AVENUE","10009","236414","2B","C7","2017","Nonfiler","988285","204278","40.727372","-73.985442","103","1","32","1005818","1004350007","East Village"
"Manhattan","438","23","430 EAST 11 STREET","10009","1203750","2","C7","2017","Nonfiler","988906","204881","40.729027","-73.983201","103","1","34","1005942","1004380023","East Village"
"Manhattan","438","30","167 AVENUE A","10009","150326","2B","C7","2017","Nonfiler","989234","204562","40.728151","-73.982018","103","1","34","1005947","1004380030","East Village"
"Manhattan","438","41","273 EAST 10 STREET","10009","926550","2","C7","2017","Nonfiler","988918","204596","40.728245","-73.983158","103","1","34","1005953","1004380041","East Village"
"Manhattan","438","43","269 EAST 10 STREET","10009","786600","2","C1","2017","Nonfiler","988881","204617","40.728302","-73.983291","103","1","34","1005955","1004380043","East Village"
"Manhattan","438","1001","436 EAST 11 STREET  #COM1","10009","191160","2C","R8","2017","Nonfiler","988933","204867","40.728988","-73.983104","103","1","34","1005943","1004387501","East Village"
"Manhattan","439","2","184 1 AVENUE","10009","270769","2B","C7","2017","Nonfiler","988720","205063","40.729526","-73.983872","103","1","34","1005966","1004390002","East Village"
"Manhattan","439","4","188 1 AVENUE","10009","307464","2B","C7","2017","Nonfiler","988745","205109","40.729653","-73.983782","103","1","34","1005968","1004390004","East Village"
"Manhattan","440","7","210 1 AVENUE","10009","1579950","2","C7","2017","Nonfiler","988895","205382","40.730402","-73.98324","103","1","34","1005981","1004400007","East Village"
"Manhattan","440","23","430 EAST 13 STREET","10009","609750","2","C1","2017","Nonfiler","989164","205348","40.730308","-73.98227","103","1","34","1077002","1004400023","East Village"
"Manhattan","440","28","440 EAST 13 STREET","10009","909000","2","C1","2017","Nonfiler","989208","205324","40.730243","-73.982111","103","1","34","1005992","1004400028","East Village"
"Manhattan","440","30","444 EAST 13 STREET","10009","965250","2","C7","2017","Nonfiler","989226","205314","40.730215","-73.982046","103","1","34","1005994","1004400030","East Village"
"Manhattan","440","48","423 EAST 12 STREET","10009","929250","2","C4","2017","Nonfiler","989101","205084","40.729584","-73.982497","103","1","34","1076986","1004400048","East Village"
"Manhattan","440","1001","206 1 AVENUE  #COMM","10009","308801","2C","R8","2017","Nonfiler","988875","205345","40.7303","-73.983313","103","1","34","1005979","1004407501","East Village"
"Manhattan","441","1297","421 EAST 13 STREET  #COM","10009","386100","4","RK","2017","Nonfiler","989123","205377","40.730388","-73.982418","103","1","34","1087654","1004417503","East Village"
"Manhattan","443","32","27 1 AVENUE","10003","650250","2","C7","2017","Nonfiler","987543","202947","40.723719","-73.98812","103","1","3602","1006093","1004430032","East Village"
"Manhattan","443","44","66 EAST 1 STREET","10003","310050","4","G1","2017","Nonfiler","987275","202885","40.723549","-73.989087","103","1","3602","1006101","1004430044","East Village"
"Manhattan","443","60","36 EAST 1 STREET","10003","420750","4","N2","2017","Nonfiler","986959","203061","40.724032","-73.990227","103","1","3602","1006111","1004430060","East Village"
"Manhattan","443","1001","79 EAST 2 STREET  #C1","10003","356400","2C","R8","2017","Nonfiler","987402","203113","40.724175","-73.988628","103","1","3602","1006089","1004437501","East Village"
"Manhattan","444","30","82 EAST 3 STREET","10003","374850","2","C7","2017","Nonfiler","987490","203382","40.724913","-73.988311","103","1","3602","1006128","1004440030","East Village"
"Manhattan","445","38","91 EAST 3 STREET","10003","2098350","2","D9","2017","Nonfiler","987561","203350","40.724825","-73.988055","103","1","38","1006184","1004450038","East Village"
"Manhattan","445","59","51 EAST 3 STREET","10003","605700","4","N2","2017","Nonfiler","987263","203515","40.725278","-73.98913","103","1","38","1006195","1004450059","East Village"
"Manhattan","446","26","336 EAST 5 STREET","10003","1289250","2","C7","2017","Nonfiler","987570","203911","40.726365","-73.988022","103","1","38","1006210","1004460026","East Village"
"Manhattan","446","28","340 EAST 5 STREET","10003","1433250","2","C1","2017","Nonfiler","987589","203900","40.726335","-73.987953","103","1","38","1006212","1004460028","East Village"
"Manhattan","447","22","332 EAST 6 STREET","10003","666000","2","C4","2017","Nonfiler","987675","204148","40.727015","-73.987643","103","1","38","1006238","1004470022","East Village"
"Manhattan","447","55","303 EAST 5 STREET","10003","688950","2","C1","2017","Nonfiler","987413","204005","40.726623","-73.988588","103","1","38","1006259","1004470055","East Village"
"Manhattan","447","108","304 EAST 6 STREET","10003","798300","4","K4","2017","Nonfiler","987543","204221","40.727216","-73.988119","103","1","38","1006261","1004470108","East Village"
"Manhattan","448","11","54 EAST 7 STREET","10003","1234800","2","C4","2017","Nonfiler","987710","204402","40.727713","-73.987516","103","1","38","1006268","1004480011","East Village"
"Manhattan","448","28","111 1 AVENUE","10003","234180","2B","C7","2017","Nonfiler","988171","204082","40.726834","-73.985853","103","1","38","1006284","1004480028","East Village"
"Manhattan","449","30","131 1 AVENUE","10003","442350","4","K1","2017","Nonfiler","988305","204326","40.727504","-73.98537","103","1","38","1006333","1004490030","East Village"
"Manhattan","449","41","81 EAST 7 STREET","10003","278112","2B","C7","2017","Nonfiler","988017","204239","40.727265","-73.986409","103","1","38","1084502","1004490041","East Village"
"Manhattan","450","20","332 EAST 9 STREET","10003","968400","2","C7","2017","Nonfiler","988033","204797","40.728797","-73.986351","103","1","38","1006371","1004500020","East Village"
"Manhattan","450","28","348 EAST 9 STREET","10003","1212300","2","C7","2017","Nonfiler","988109","204755","40.728681","-73.986077","103","1","38","1006379","1004500028","East Village"
"Manhattan","450","32","139 1 AVENUE","10003","219520","2B","C7","2017","Nonfiler","988384","204467","40.727891","-73.985085","103","1","38","1006382","1004500032","East Village"
"Manhattan","450","47","55 ST MARKS PLACE","10003","843750","2","C1","2017","Nonfiler","987948","204572","40.728179","-73.986658","103","1","38","1006395","1004500047","East Village"
"Manhattan","451","32","159 1 AVENUE","10003","2666250","2","C7","2017","Nonfiler","988533","204734","40.728623","-73.984547","103","1","40","1006417","1004510032","East Village"
"Manhattan","452","26","338 EAST 11 STREET","10003","1561500","2","C7","2017","Nonfiler","988430","205145","40.729752","-73.984918","103","1","40","1083057","1004520026","East Village"
"Manhattan","452","28","342 EAST 11 STREET","10003","281495","2B","C7","2017","Nonfiler","988443","205138","40.729732","-73.984871","103","1","40","1006448","1004520028","East Village"
"Manhattan","455","7","300 EAST 14 STREET","10003","542250","4","K1","2017","Nonfiler","988493","206050","40.732236","-73.98469","103","1","40","1006512","1004550007","East Village"
"Manhattan","457","8","319 BOWERY","10003","368550","4","J4","2017","Nonfiler","986432","203572","40.725435","-73.992128","103","1","3602","1006538","1004570008","East Village"
"Manhattan","457","1001","6 EAST 1 STREET  #C1","10003","121734","2C","R8","2017","Nonfiler","986482","203325","40.724757","-73.991947","103","1","3602","1079814","1004577501","East Village"
"Manhattan","458","27","45 2 AVENUE","10003","388463","2B","S9","2017","Nonfiler","987006","203535","40.725333","-73.990057","103","1","3602","1077714","1004580027","East Village"
"Manhattan","458","1101","327 BOWERY  #    1","10003","488826","2C","R8","2017","Nonfiler",,,,,,,,,,
"Manhattan","459","1001","5 EAST 3 STREET  #1","10003","84511","2C","R8","2017","Nonfiler","986664","203847","40.72619","-73.991291","103","1","38","1082671","1004597501","East Village"
"Manhattan","459","1201","347 BOWERY  #  C-1","10003","1026900","2C","R8","2017","Nonfiler","986541","203973","40.726535","-73.991734","103","1","38","1006564","1004590001","East Village"
"Manhattan","459","1202","347 BOWERY  #  C-2","10003","622800","2C","R8","2017","Nonfiler","986541","203973","40.726535","-73.991734","103","1","38","1006564","1004590001","East Village"
"Manhattan","460","20","218 EAST 5 STREET","10003","1255950","2","C7","2017","Nonfiler","986843","204313","40.727469","-73.990645","103","1","38","1006582","1004600020","East Village"
"Manhattan","463","39","37 EAST 7 STREET","10003","260646","2A","S9","2017","Nonfiler","987388","204589","40.728226","-73.988678","103","1","38","1006686","1004630039","East Village"
"Manhattan","463","41","33 EAST 7 STREET","10003","260865","2A","S9","2017","Nonfiler","987345","204613","40.728292","-73.988833","103","1","38","1006688","1004630041","East Village"
"Manhattan","463","44","27 EAST 7 STREET","10003","846000","2","C1","2017","Nonfiler","987280","204649","40.728391","-73.989068","103","1","38","1006691","1004630044","East Village"
"Manhattan","465","58","231 EAST 9 STREET","10003","706950","4","K4","2017","Nonfiler","987512","205097","40.72962","-73.988231","103","1","40","1006802","1004650058","East Village"
"Manhattan","467","25","232 EAST 12 STREET","10003","6669450","2","D6","2017","Nonfiler","987865","205765","40.731454","-73.986957","103","1","40","1006835","1004670025","East Village"
"Manhattan","469","19","222 EAST 14 STREET","10003","1008450","4","K4","2017","Nonfiler","987992","206327","40.732996","-73.986498","103","1","40","1006900","1004690019","East Village"
"Manhattan","469","1001","105 3 AVENUE  #COM1","10003","506262","4","RK","2017","Nonfiler","987647","206147","40.732502","-73.987743","103","1","40","1066698","1004697501","East Village"
"Manhattan","469","1002","105 3 AVENUE  #COM2","10003","926933","4","RK","2017","Nonfiler","987647","206147","40.732502","-73.987743","103","1","40","1066698","1004697501","East Village"
"Manhattan","469","1003","105 3 AVENUE  #COM3","10003","178255","4","RK","2017","Nonfiler","987647","206147","40.732502","-73.987743","103","1","40","1066698","1004697501","East Village"
"Manhattan","470","2","154 MOTT STREET","10013","1012050","2","C7","2017","Nonfiler","985269","201378","40.719413","-73.996324","102","1","41","1006918","1004700002","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","470","4","158 MOTT STREET","10013","392400","2","C7","2017","Nonfiler","985284","201426","40.719545","-73.99627","102","1","41","1006920","1004700004","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","470","7","164 MOTT STREET","10013","764100","2","C7","2017","Nonfiler","985305","201499","40.719745","-73.996194","102","1","41","1006923","1004700007","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","470","9","365 BROOME STREET","10013","3352500","2","C7","2017","Nonfiler","985424","201615","40.720064","-73.995765","102","1","41","1006924","1004700009","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","471","7","7 CENTRE MARKET PLACE","10013","593550","4","O9","2017","Nonfiler","984872","201606","40.720039","-73.997756","102","1","41","1006960","1004710007","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","471","14","387 BROOME STREET","10013","1769850","2","C7","2017","Nonfiler","985104","201784","40.720527","-73.996919","102","1","41","1006963","1004710014","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","471","20","165 MULBERRY STREET","10013","2120850","2","C7","2017","Nonfiler","985051","201532","40.719836","-73.99711","102","1","41","1006968","1004710020","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","471","21","163 MULBERRY STREET","10013","1623150","2","C7","2017","Nonfiler","985042","201502","40.719753","-73.997143","102","1","41","1006969","1004710021","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","473","1301","472 BROADWAY  #COMM","10013","317415","2C","R8","2017","Nonfiler",,,,,,,,,,
"Manhattan","474","14","53 MERCER STREET","10013","481050","4","L8","2017","Nonfiler","983977","202252","40.721812","-74.000985","102","1","47","1007039","1004740014","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","474","20","41 MERCER STREET","10013","793800","4","K1","2017","Nonfiler","983893","202122","40.721455","-74.001288","102","1","47","1007042","1004740020","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","474","21","104 GRAND STREET","10013","1467450","4","L8","2017","Nonfiler","983819","202071","40.721315","-74.001555","102","1","47","1007043","1004740021","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","474","1701","465 BROOME STREET  #C1A","10013","922742","4","RK","2017","Nonfiler","983911","202487","40.722457","-74.001223","102","1","47","1007033","1004740007","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","474","1702","465 BROOME STREET  #C1B","10013","1408396","4","RK","2017","Nonfiler","983911","202487","40.722457","-74.001223","102","1","47","1007033","1004740007","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","474","1703","465 BROOME STREET  #C1C","10013","194261","4","RK","2017","Nonfiler","983911","202487","40.722457","-74.001223","102","1","47","1007033","1004740007","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","475","10","357 WEST BROADWAY","10013","1162350","4","K2","2017","Nonfiler","983353","202683","40.722995","-74.003236","102","1","47","1007062","1004750010","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","475","1601","60 GRAND STREET  #COM","10013","154082","2C","R8","2017","Nonfiler","983298","202405","40.722232","-74.003434","102","1","47","1007075","1004757510","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","475","1701","52 WOOSTER STREET  #COMM","10013","470250","2C","R8","2017","Nonfiler","983603","202585","40.722726","-74.002334","102","1","47","1000000","1004750040","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","476","56","30 THOMPSON STREET","10013","407250","4","E1","2017","Nonfiler","983089","202688","40.723009","-74.004189","102","1","47","1007107","1004760056","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","477","35","94 VARICK STREET","10013","3973500","2","D7","2017","Nonfiler","982553","202922","40.723651","-74.006122","102","1","37",,,"SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","477","42","104 VARICK STREET","10013","1809450","2","D7","2017","Nonfiler","982571","203104","40.72415","-74.006057","102","1","37","1088504","1004770042","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","477","44","557 BROOME STREET","10013","1315800","2","D7","2017","Nonfiler","982668","203180","40.724359","-74.005707","102","1","37","1000000","1004770044","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","477","46","559 BROOME STREET","10013","4476150","2","D7","2017","Nonfiler","982648","203183","40.724367","-74.00578","102","1","37","1088504","1004770042","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","477","64","113 AVENUE OF THE AMERICAS","10013","148950","4","K1","2017","Nonfiler","982929","202944","40.723711","-74.004766","102","1","37","1088003","1004770064","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","477","72","58 WATTS STREET","10013","1440450","2","D7","2017","Nonfiler","982716","202941","40.723703","-74.005534","102","1","37","1077267","1004770072","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","477","73","60 WATTS STREET","10013","1937700","2","D7","2017","Nonfiler","982701","202943","40.723709","-74.005588","102","1","37","1007125","1004770073","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","477","74","62 WATTS STREET","10013","2222550","2","D7","2017","Nonfiler","982685","202944","40.723711","-74.005646","102","1","37","1007126","1004770074","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","477","75","64 WATTS STREET","10013","1804050","2","D7","2017","Nonfiler","982670","202946","40.723717","-74.0057","102","1","37","1007127","1004770075","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","477","76","66 WATTS STREET","10013","1270350","2","D7","2017","Nonfiler","982655","202948","40.723722","-74.005754","102","1","37","1088505","1004770076","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","479","1001","165 ELIZABETH STREET  #1","10012","246721","2C","R8","2017","Nonfiler","985669","201916","40.72089","-73.994881","102","1","41","1007166","1004797501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","480","9","196 MULBERRY STREET","10012","3578850","2","D9","2017","Nonfiler","985231","202115","40.721436","-73.996461","102","1","41","1007179","1004800009","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","480","33","185 MOTT STREET","10012","1660950","2","C7","2017","Nonfiler","985398","201828","40.720648","-73.995859","102","1","41","1007186","1004800033","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","480","40","378 BROOME STREET","10013","593100","4","M1","2017","Nonfiler","985259","201709","40.720322","-73.99636","102","1","41","1007192","1004800040","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","480","1101","372 BROOME STREET  #CU1","10013","237175","2C","R8","2017","Nonfiler","985318","201678","40.720236","-73.996147","102","1","41","1007190","1004807502","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","481","1202","201 MULBERRY STREET  #COMMA","10012","669378","2C","R8","2017","Nonfiler","985231","202137","40.721496","-73.996461","102","1","41","1007201","1004817503","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","482","1005","406 BROOME STREET  #2A","10013","312676","4","RB","2017","Nonfiler","984879","201911","40.720876","-73.997731","102","1","45","1066733","1004827501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","482","1006","406 BROOME STREET  #2B","10013","255425","4","RB","2017","Nonfiler","984879","201911","40.720876","-73.997731","102","1","45","1066733","1004827501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","482","1013","406 BROOME STREET  #4A","10013","282857","4","RB","2017","Nonfiler","984879","201911","40.720876","-73.997731","102","1","45","1066733","1004827501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","482","1014","406 BROOME STREET  #4B","10013","261306","4","RB","2017","Nonfiler","984879","201911","40.720876","-73.997731","102","1","45","1066733","1004827501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","482","1015","406 BROOME STREET  #4C","10013","217532","4","RB","2017","Nonfiler","984879","201911","40.720876","-73.997731","102","1","45","1066733","1004827501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","482","1018","406 BROOME STREET  #5C","10013","212505","4","RB","2017","Nonfiler","984879","201911","40.720876","-73.997731","102","1","45","1066733","1004827501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","482","1019","406 BROOME STREET  #6A","10013","285967","4","RB","2017","Nonfiler","984879","201911","40.720876","-73.997731","102","1","45","1066733","1004827501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","482","1020","406 BROOME STREET  #6B","10013","264150","4","RB","2017","Nonfiler","984879","201911","40.720876","-73.997731","102","1","45","1066733","1004827501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","482","1021","406 BROOME STREET  #6C","10013","211578","4","RB","2017","Nonfiler","984879","201911","40.720876","-73.997731","102","1","45","1066733","1004827501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","485","37","460 BROOME STREET","10013","2142000","4","O5","2017","Nonfiler","983976","202451","40.722358","-74.000988","102","1","49","1007277","1004850037","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","485","1301","83 MERCER STREET  #1","10012","507438","2C","R8","2017","Nonfiler","984247","202671","40.722962","-74.000011","102","1","49","1007269","1004857504","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","488","23","396 WEST BROADWAY","10012","551256","2A","S9","2017","Nonfiler","983627","203121","40.724197","-74.002248","102","1","47","1007332","1004880023","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","489","25","182 SPRING STREET","10012","843300","4","K2","2017","Nonfiler","983491","203388","40.72493","-74.002738","102","1","47","1007359","1004890025","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","490","1002","84 SULLIVAN STREET  #MEDOF","10012","390600","2C","R8","2017","Nonfiler","983256","203420","40.725018","-74.003586","102","1","47","1086100","1004907501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","492","4","196 ELIZABETH STREET","10012","1615950","2","C7","2017","Nonfiler","985779","202265","40.721848","-73.994484","102","1","43","1007390","1004920004","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","492","25","218 BOWERY","10012","2287800","4","HH","2017","Nonfiler","986069","202289","40.721913","-73.993438","102","1","43","1007398","1004920025","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","492","29","212 BOWERY","10012","1410300","4","L8","2017","Nonfiler","986052","202227","40.721743","-73.993499","102","1","43","1007401","1004920029","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","492","1201","200 BOWERY  #1ACO","10012","721347","4","RK","2017","Nonfiler",,,,,,,,,,
"Manhattan","492","1202","200 BOWERY  #1BCO","10012","515253","4","RK","2017","Nonfiler",,,,,,,,,,
"Manhattan","494","9","240 MULBERRY STREET","10012","1334700","2","C7","2017","Nonfiler","985390","202639","40.722874","-73.995887","102","1","43","1007491","1004940009","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","494","39","37 SPRING STREET","10012","1080000","2","C7","2017","Nonfiler","985406","202240","40.721779","-73.99583","102","1","43","1007508","1004940039","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","495","1","231 LAFAYETTE STREET","10012","1086300","2","C7","2017","Nonfiler","985070","202493","40.722473","-73.997042","102","1","43","1077756","1004950001","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","495","32","235 MULBERRY STREET","10012","534149","2B","C7","2017","Nonfiler","985362","202570","40.722685","-73.995988","102","1","43","1007529","1004950032","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","496","9","95 CROSBY STREET","10012","1074150","4","K1","2017","Nonfiler","984988","202834","40.723409","-73.997338","102","1","43","1007542","1004960009","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","496","18","62 PRINCE STREET","10012","1160550","4","K1","2017","Nonfiler","985187","202953","40.723736","-73.99662","102","1","43","1007547","1004960018","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","496","19","254 LAFAYETTE STREET","10012","791100","4","G6","2017","Nonfiler","985135","202728","40.723118","-73.996807","102","1","43","1007548","1004960019","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","496","34","63 SPRING STREET","10012","526054","2A","S9","2017","Nonfiler","985014","202452","40.722361","-73.997244","102","1","43","1007554","1004960034","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","497","1001","83 SPRING STREET  #1F","10012","1536656","2C","R8","2017","Nonfiler","984696","202630","40.72285","-73.998391","102","1","43","1007570","1004977501","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","499","15","122 GREENE STREET","10012","2533500","4","K9","2017","Nonfiler","984392","203349","40.724823","-73.999488","102","1","49","1007608","1004990015","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","499","36","107 SPRING STREET","10012","1770750","4","K4","2017","Nonfiler","984312","202872","40.723514","-73.999776","102","1","49","1079961","1004990036","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","499","1201","114 GREENE STREET  #1","10012","1464145","4","RK","2017","Nonfiler","984345","203276","40.724623","-73.999657","102","1","49","1077814","1004997502","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","499","1202","114 GREENE STREET  #2","10012","1816082","4","RK","2017","Nonfiler","984345","203276","40.724623","-73.999657","102","1","49","1077814","1004997502","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","499","1203","114 GREENE STREET  #3","10012","1039210","4","RK","2017","Nonfiler","984345","203276","40.724623","-73.999657","102","1","49","1077814","1004997502","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","499","1204","118 GREENE STREET  #12","10012","1706488","4","RK","2017","Nonfiler","984369","203312","40.724721","-73.999571","102","1","49","1083040","1004997502","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","499","1205","118 GREENE STREET  #13","10012","1311468","4","RK","2017","Nonfiler","984369","203312","40.724721","-73.999571","102","1","49","1083040","1004997502","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","499","1206","118 GREENE STREET  #14","10012","1337996","4","RK","2017","Nonfiler","984369","203312","40.724721","-73.999571","102","1","49","1083040","1004997502","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","499","1207","118 GREENE STREET  #15","10012","1487411","4","RK","2017","Nonfiler","984369","203312","40.724721","-73.999571","102","1","49","1083040","1004997502","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","505","16","26 VANDAM STREET","10013","1480950","2","C1","2017","Nonfiler","982899","203906","40.726352","-74.004874","102","1","37","1007819","1005050016","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","507","7","238 ELIZABETH STREET","10012","161007","2B","C7","2017","Nonfiler","985939","202793","40.723297","-73.993907","102","1","43","1007849","1005070007","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","507","8","240 ELIZABETH STREET","10012","153652","2B","C7","2017","Nonfiler","985944","202809","40.723341","-73.993889","102","1","43","1007850","1005070008","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","1552","51","1726 2 AVENUE","10128","365943","2B","C7","2017","Nonfiler","998089","223534","40.780215","-73.95003","108","1","154","1050139","1015520051","Yorkville"
"Manhattan","507","12","248 ELIZABETH STREET","10012","112556","2B","C7","2017","Nonfiler","985963","202870","40.723508","-73.99382","102","1","43","1007853","1005070012","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","507","31","266 BOWERY","10012","548550","4","L8","2017","Nonfiler","986221","202829","40.723396","-73.992889","102","1","43","1007870","1005070031","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","507","1101","256 BOWERY  #RET","10012","2275650","4","RK","2017","Nonfiler",,,,,,,,,,
"Manhattan","507","1102","256 BOWERY  #OFF","10012","1120050","4","RB","2017","Nonfiler",,,,,,,,,,
"Manhattan","508","43","237 ELIZABETH STREET","10012","138045","2B","C7","2017","Nonfiler","985925","202769","40.723231","-73.993957","102","1","43","1007907","1005080043","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","512","1106","597 BROADWAY  #2B","10012","448676","4","RB","2017","Nonfiler",,,,,,,,,,
"Manhattan","513","28","155 MERCER STREET","10012","7010550","4","K2","2017","Nonfiler","984753","203457","40.725119","-73.998185","102","1","49","1007979","1005130028","SoHo-TriBeCa-Civic Center-Little Italy"
"Manhattan","513","31","151 MERCER STREET","10012","485550","4","K4","2017","Nonfiler","984731","203424","40.725029","-73.998265","102","1","49","1007981","1005130031","SoHo-TriBeCa-Civic Center-Little Italy"
