"fiscal_year","ats_system_code","location_code","location_name","beds_number","managed_by_name","location_type_description","location_category_description","grades_text","grades_final_text","open_date","status_descriptions","primary_building_code","primary_address_line_1","state_code","x_coordinate","y_coordinate","community_district","council_district","census_tract","borough_block_lot","nta","nta_name","principal_name","principal_title","principal_phone_number","fax_number","geographical_district_code","admin_district_location_code","administrative_district_name","community_school_sup_name","field_support_center_name","field_support_center_leader_name","school_support_team_name","school_support_team_leader_name","highschool_network_location_code","highschool_network_name","highschool_network_superintendent","location_1"
"2018","10X433      ","X433","High School for Teaching and the Professions","321000011433","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2001-07-01T00:00:00.000","Open","X430","2780 RESERVOIR AVENUE","NY","1012719","255917","207","11","40900","2032470070","BX28","Van Cortlandt Village                                                      ","Hernandez, Roberto","PRINCIPAL","718-329-7380","718-329-7381","10","HS02","NULL","NULL","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 1- Bronx","NULL","HS02","H.S. Network 02 Superintendent Office","STAPLE, CARRON","2780 RESERVOIR AVENUE
BRONX, NY 10468
(40.869061, -73.897066)"
"2018","10X434      ","X434","Belmont Preparatory High School","321000011434","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2001-07-01T00:00:00.000","Open","X435","500 EAST FORDHAM ROAD","NY","1015058","252424","206","15","38700","2030590001","BX06","Belmont                                                                    ","STEPHEN GUMBS","PRINCIPAL","718-733-4559","718-295-3655","10","HS08","NULL","NULL","Affinity Group","ANORMALIZA, ALEXANDRA","School Support Team 2- Affinity Group","NULL","HS08","H.S. Network 08 Superintendent Office","MENDEZ, JUAN","500 EAST FORDHAM ROAD
BRONX, NY 10458
(40.859466, -73.888625)"
"2018","10X437      ","X437","Fordham High School for the Arts","321000011437","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2001-07-01T00:00:00.000","Open","X435","500 EAST FORDHAM ROAD","NY","1015058","252424","206","15","38700","2030590001","BX06","Belmont                                                                    ","IRIS BLIGE","PRINCIPAL","718-733-4656","718-295-3605","10","HS02","NULL","NULL","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 1- Bronx","NULL","HS02","H.S. Network 02 Superintendent Office","STAPLE, CARRON","500 EAST FORDHAM ROAD
BRONX, NY 10458
(40.859466, -73.888625)"
"2018","10X438      ","X438","Fordham Leadership Academy","321000011438","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2001-07-01T00:00:00.000","Open","X435","500 EAST FORDHAM ROAD","NY","1015058","252424","206","15","38700","2030590001","BX06","Belmont                                                                    ","Fiorella Cabrejos","PRINCIPAL","718-733-5024","718-295-3674","10","HS09","NULL","NULL","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 2- Bronx","NULL","HS09","H.S. Network 09 Superintendent Office","ALCOFF, MICHAEL","500 EAST FORDHAM ROAD
BRONX, NY 10458
(40.859466, -73.888625)"
"2018","10X439      ","X439","Bronx High School for Law and Community Service","321000011439","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2001-07-01T00:00:00.000","Open","X435","500 EAST FORDHAM ROAD","NY","1015058","252424","206","15","38700","2030590001","BX06","Belmont                                                                    ","Michael Barakat","PRINCIPAL","718-733-5274","718-295-3631","10","HS08","NULL","NULL","Affinity Group","ANORMALIZA, ALEXANDRA","School Support Team 2- Affinity Group","NULL","HS08","H.S. Network 08 Superintendent Office","MENDEZ, JUAN","500 EAST FORDHAM ROAD
BRONX, NY 10458
(40.859466, -73.888625)"
"2018","10X440      ","X440","DeWitt Clinton High School","321000011440","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","1929-07-01T00:00:00.000","Open","X440","100 WEST MOSHOLU PARKWAY SOUTH","NY","1014942","259890","207","11","40900","2032510201","BX28","Van Cortlandt Village                                                      ","Pierre Orbe","PRINCIPAL","718-543-1000","718-548-0036","10","HS02","NULL","NULL","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 1- Bronx","NULL","HS02","H.S. Network 02 Superintendent Office","STAPLE, CARRON","100 WEST MOSHOLU PARKWAY SOUTH
BRONX, NY 10468
(40.879958, -73.889011)"
"2018","10X442      ","X442","Celia Cruz Bronx High School of Music, The","321000011442","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2003-07-01T00:00:00.000","Open","X430","2780 RESERVOIR AVENUE","NY","1012719","255917","207","11","40900","2032470070","BX28","Van Cortlandt Village                                                      ","Jerrod Mabry","PRINCIPAL","718-329-8550","718-329-8559","10","HS03","NULL","NULL","Affinity Group","ANORMALIZA, ALEXANDRA","School Support Team 1- Affinity Group","NULL","HS03","H.S. Network 03 Superintendent Office","WALSH, FRED","2780 RESERVOIR AVENUE
BRONX, NY 10468
(40.869061, -73.897066)"
"2018","10X445      ","X445","Bronx High School of Science","321000011445","DOE","General Academic","High school","09,10,11,12","09,10,11,12","1959-07-01T00:00:00.000","Open","X445","75 WEST 205 STREET","NY","1014942","259890","207","11","40900","2032510201","BX28","Van Cortlandt Village                                                      ","Jean Donahue","PRINCIPAL","718-817-7700","718-733-7951","10","HS02","NULL","NULL","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 1- Bronx","NULL","HS02","H.S. Network 02 Superintendent Office","STAPLE, CARRON","75 WEST 205 STREET
BRONX, NY 10468
(40.879958, -73.889011)"
"2018","10X447      ","X447","Creston Academy","321000010447","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2009-07-01T00:00:00.000","Open","X079","125 EAST 181 STREET","NY","1011045","250915","205","14","23704","2031700001","BX40","Fordham South                                                              ","Mellissa Miller","PRINCIPAL","718-367-5035","718-367-5176","10","X810","COMMUNITY SCHOOL DISTRICT 10","HULLA, MARIBEL","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 3- Bronx","NULL","NULL","NULL","NULL","125 EAST 181 STREET
BRONX, NY 10453
(40.855337, -73.903139)"
"2018","10X459      ","X459","East Fordham Academy for the Arts","321000011459","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2009-07-01T00:00:00.000","Open","X115","120 EAST 184 STREET","NY","1011776","252431","205","14","23703","2031720046","BX40","Fordham South                                                              ","Francisco De La Cruz","PRINCIPAL","718-220-4185","718-220-5976","10","X810","COMMUNITY SCHOOL DISTRICT 10","HULLA, MARIBEL","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 4- Bronx","NULL","NULL","NULL","NULL","120 EAST 184 STREET
BRONX, NY 10468
(40.859496, -73.90049)"
"2018","10X477      ","X477","Marble Hill High School for International Studies","321000011477","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2002-09-02T00:00:00.000","Open","X475","99 TERRACE VIEW AVENUE","NY","1008396","258943","208","10","30900","1022150080","MN01","Marble Hill-Inwood                                                         ","KIRSTEN LARSON","PRINCIPAL","718-561-0973","718-561-5612","10","HS08","NULL","NULL","Affinity Group","ANORMALIZA, ALEXANDRA","School Support Team 2- Affinity Group","NULL","HS08","H.S. Network 08 Superintendent Office","MENDEZ, JUAN","99 TERRACE VIEW AVENUE
BRONX, NY 10463
(40.877379, -73.912686)"
"2018","10X524      ","X524","Crotona International High School","321000011524","DOE","Career Technical","High school","09,10,11,12","09,10,11,12","2011-07-01T00:00:00.000","Open","X660","2474 CROTONA AVENUE","NY","1016758","250942","206","15","39300","2031040007","BX06","Belmont                                                                    ","SHWETA RATRA","PRINCIPAL","718-561-8701","718-561-8707","10","HS12","NULL","NULL","Affinity Group","ANORMALIZA, ALEXANDRA","School Support Team 4- Affinity Group","NULL","HS12","H.S. Network 12 Superintendent Office","PELLES, KATHY","2474 CROTONA AVENUE
BRONX, NY 10458
(40.855392, -73.882487)"
"2018","10X546      ","X546","Bronx Theatre High School","321000011546","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2003-07-01T00:00:00.000","Open","X475","99 TERRACE VIEW AVENUE","NY","1008396","258943","208","10","30900","1022150080","MN01","Marble Hill-Inwood                                                         ","WILLIAM DOYLE","I.A. PRINCIPAL","718-329-2902","718-329-0433","10","HS08","NULL","NULL","Affinity Group","ANORMALIZA, ALEXANDRA","School Support Team 2- Affinity Group","NULL","HS08","H.S. Network 08 Superintendent Office","MENDEZ, JUAN","99 TERRACE VIEW AVENUE
BRONX, NY 10463
(40.877379, -73.912686)"
"2018","10X549      ","X549","Discovery High School","321000011549","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2003-07-01T00:00:00.000","Open","X430","2780 RESERVOIR AVENUE","NY","1012719","255917","207","11","40900","2032470070","BX28","Van Cortlandt Village                                                      ","ROLANDO RIVERA","PRINCIPAL","718-733-3872","718-733-3621","10","HS02","NULL","NULL","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 1- Bronx","NULL","HS02","H.S. Network 02 Superintendent Office","STAPLE, CARRON","2780 RESERVOIR AVENUE
BRONX, NY 10468
(40.869061, -73.897066)"
"2018","10X565      ","X565","High School for Energy and Technology","321000011565","DOE","Career Technical","High school","09,10,11,12,SE","09,10,11,12","2012-07-01T00:00:00.000","Open","X660","2474 CROTONA AVENUE","NY","1016758","250942","206","15","39300","2031040007","BX06","Belmont                                                                    ","Marie Guillaume","PRINCIPAL","718-733-3080","718-733-3085","10","HS02","NULL","NULL","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 1- Bronx","NULL","HS02","H.S. Network 02 Superintendent Office","STAPLE, CARRON","2474 CROTONA AVENUE
BRONX, NY 10458
(40.855392, -73.882487)"
"2018","10X696      ","X696","High School of American Studies at Lehman College","321000011696","DOE","General Academic","High school","09,10,11,12","09,10,11,12","2002-07-01T00:00:00.000","Open","X905","2925 GOULDEN AVENUE","NY","1013138","257981","208","11","40900","2032460002","BX28","Van Cortlandt Village                                                      ","ALESSANDRO WEISS","PRINCIPAL","718-329-2144","718-329-0792","10","HS02","NULL","NULL","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 1- Bronx","NULL","HS02","H.S. Network 02 Superintendent Office","STAPLE, CARRON","2925 GOULDEN AVENUE
BRONX, NY 10468
(40.874725, -73.895543)"
"2018","11X016      ","X016","P.S. 016 Wakefield","321100010016","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1909-07-01T00:00:00.000","Open","X016","4550 CARPENTER AVENUE","NY","1024546","268048","212","11","41400","2050760031","BX62","Woodlawn-Wakefield                                                         ","Eduardo Calderon","I.A. PRINCIPAL","718-324-1262","718-324-8370","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 9- Bronx","NULL","NULL","NULL","NULL","4550 CARPENTER AVENUE
BRONX, NY 10470
(40.902311, -73.854231)"
"2018","11X019      ","X019","P.S. 019 Judith K. Weiss","321100010019","DOE","General Academic","K-8","0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08","1925-07-01T00:00:00.000","Open","X019","4318 KATONAH AVENUE","NY","1021032","266964","212","11","45102","2033860001","BX62","Woodlawn-Wakefield                                                         ","TIMOTHY SULLIVAN","PRINCIPAL","718-324-1924","718-994-9132","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 9- Bronx","NULL","NULL","NULL","NULL","4318 KATONAH AVENUE
BRONX, NY 10470
(40.899351, -73.866949)"
"2018","11X021      ","X021","P.S. 021 Philip H. Sheridan","321100010021","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1915-07-01T00:00:00.000","Open","X021","715 EAST 225 STREET","NY","1023120","262791","212","12","40600","2048390039","BX44","Williamsbridge-Olinville                                                   ","JOYCE COLEMAN","PRINCIPAL","718-652-3903","718-231-2556","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 9- Bronx","NULL","NULL","NULL","NULL","715 EAST 225 STREET
BRONX, NY 10466
(40.887888, -73.85942)"
"2018","11X041      ","X041","P.S. 041 Gun Hill Road","321100010041","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1905-07-01T00:00:00.000","Open","X041","3352 OLINVILLE AVENUE","NY","1020801","258002","212","12","37400","2046240015","BX44","Williamsbridge-Olinville                                                   ","Erika Tobia","PRINCIPAL","718-652-3461","718-231-2668","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 9- Bronx","NULL","NULL","NULL","NULL","3352 OLINVILLE AVENUE
BRONX, NY 10467
(40.874754, -73.867834)"
"2018","11X068      ","X068","P.S. 068 Bronx","321100010068","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05","1926-07-01T00:00:00.000","Open","X068","4011 MONTICELLO AVENUE","NY","1028797","264154","212","12","42600","2049860081","BX62","Woodlawn-Wakefield                                                         ","AIDIMARIS SOLER","I.A. PRINCIPAL","718-324-2854","718-324-3852","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 9- Bronx","NULL","NULL","NULL","NULL","4011 MONTICELLO AVENUE
BRONX, NY 10466
(40.891603, -73.83888)"
"2018","11X076      ","X076","P.S. 076 The Bennington School","321100010076","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1932-07-01T00:00:00.000","Open","X076","900 ADEE AVENUE","NY","1022714","255930","211","12","34200","2045520010","BX31","Allerton-Pelham Gardens                                                    ","DARLENE TERON","Acting Principal","718-882-8865","718-882-8870","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 9- Bronx","NULL","NULL","NULL","NULL","900 ADEE AVENUE
BRONX, NY 10469
(40.869059, -73.860928)"
"2018","11X078      ","X078","P.S. 078 Anne Hutchinson","321100010078","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1924-07-01T00:00:00.000","Open","X078","1400 NEEDHAM AVENUE","NY","1025575","259365","212","12","38600","2047190001","BX03","Eastchester-Edenwald-Baychester                                            ","CLAUDINA SKERRITT","PRINCIPAL","718-652-1244","718-231-2756","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 9- Bronx","NULL","NULL","NULL","NULL","1400 NEEDHAM AVENUE
BRONX, NY 10469
(40.878474, -73.850563)"
"2018","11X083      ","X083","P.S. 083 Donald Hertz","321100010083","DOE","General Academic","K-8","0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08","1925-07-01T00:00:00.000","Open","X083","950 RHINELANDER AVENUE","NY","1023323","248687","211","13","24400","2041250001","BX37","Van Nest-Morris Park-Westchester Square                                    ","Brandon Muccino","PRINCIPAL","718-863-1993","718-863-5525","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 10- Bronx","NULL","NULL","NULL","NULL","950 RHINELANDER AVENUE
BRONX, NY 10462
(40.849176, -73.858769)"
"2018","11X087      ","X087","P.S. 087 Bronx","321100010087","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1931-07-01T00:00:00.000","Open","X087","1935 BUSSING AVENUE","NY","1026771","265658","212","12","42800","2050180001","BX62","Woodlawn-Wakefield                                                         ","DONNA ANAMAN","PRINCIPAL","718-324-5188","718-325-1148","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 9- Bronx","NULL","NULL","NULL","NULL","1935 BUSSING AVENUE
BRONX, NY 10466
(40.895741, -73.846198)"
"2018","11X089      ","X089","P.S. 089 Bronx","321100010089","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08","1927-07-01T00:00:00.000","Open","X089","980 MACE AVENUE","NY","1023181","253534","211","13","32400","2044440016","BX07","Bronxdale                                                                  ","RALPH MARTINEZ","PRINCIPAL","718-653-0835","718-231-2863","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 10- Bronx","NULL","NULL","NULL","NULL","980 MACE AVENUE
BRONX, NY 10469
(40.862481, -73.859254)"
"2018","11X096      ","X096","P.S. 096 Richard Rodgers","321100010096","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1930-07-01T00:00:00.000","Open","X096","2385 OLINVILLE AVENUE","NY","1020490","252892","211","15","33201","2043410013","BX07","Bronxdale                                                                  ","MARTA GARCIA","PRINCIPAL","718-652-4959","718-231-2889","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 9- Bronx","NULL","NULL","NULL","NULL","2385 OLINVILLE AVENUE
BRONX, NY 10467
(40.86073, -73.868986)"
"2018","11X097      ","X097","P.S. 097 Bronx","321100010097","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1931-07-01T00:00:00.000","Open","X097","1375 MACE AVENUE","NY","1026634","253920","211","13","31400","2044740001","BX31","Allerton-Pelham Gardens                                                    ","KATHELEEN BORNKAMP","PRINCIPAL","718-655-4446","718-655-6063","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 10- Bronx","NULL","NULL","NULL","NULL","1375 MACE AVENUE
BRONX, NY 10469
(40.863524, -73.846768)"
"2018","11X103      ","X103","P.S. 103 Hector Fontanez","321100010103","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1932-07-01T00:00:00.000","Open","X103","4125 CARPENTER AVENUE","NY","1022421","264360","212","12","42000","2048230001","BX44","Williamsbridge-Olinville                                                   ","Farid Reyes","PRINCIPAL","718-655-0261","718-654-7930","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 9- Bronx","NULL","NULL","NULL","NULL","4125 CARPENTER AVENUE
BRONX, NY 10466
(40.892198, -73.86194)"
"2018","11X105      ","X105","P.S. 105 Sen Abraham Bernstein","321100010105","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1930-07-01T00:00:00.000","Open","X105","725 BRADY AVENUE","NY","1021247","250104","211","13","22404","2042880001","BX49","Pelham Parkway                                                             ","CHRISTOPHE EUSTACE","PRINCIPAL","718-824-7350","718-828-4531","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 10- Bronx","NULL","NULL","NULL","NULL","725 BRADY AVENUE
BRONX, NY 10462
(40.853075, -73.866264)"
"2018","11X106      ","X106","P.S. 106 Parkchester","321100010106","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1932-07-01T00:00:00.000","Open","X106","1514 OLMSTEAD AVENUE","NY","1024422","244243","209","18","22200","2039460007","BX46","Parkchester                                                                ","EUGENIA MONTALVO","PRINCIPAL","718-892-1006","718-823-8008","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 9- Bronx","NULL","NULL","NULL","NULL","1514 OLMSTEAD AVENUE
BRONX, NY 10462
(40.836974, -73.854823)"
"2018","11X108      ","X108","P.S. 108 Philip J. Abinanti","321100010108","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1938-07-01T00:00:00.000","Open","X108","1166 NEILL AVENUE","NY","1024957","250593","211","13","28800","2042750001","BX49","Pelham Parkway                                                             ","CHARLES SPERRAZZA","PRINCIPAL","718-863-9829","718-828-1712","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 10- Bronx","NULL","NULL","NULL","NULL","1166 NEILL AVENUE
BRONX, NY 10461
(40.8547, -73.8532)"
"2018","11X111      ","X111","P.S. 111 Seton Falls","321100010111","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1963-07-01T00:00:00.000","Open","X111","3740 BAYCHESTER AVENUE","NY","1028689","261519","212","12","48400","2049160001","BX03","Eastchester-Edenwald-Baychester                                            ","Celina Gutierrez","PRINCIPAL","718-881-2418","718-405-5927","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 9- Bronx","NULL","NULL","NULL","NULL","3740 BAYCHESTER AVENUE
BRONX, NY 10466
(40.884371, -73.839288)"
"2018","11X112      ","X112","P.S. 112 Bronxwood","321100010112","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1953-07-01T00:00:00.000","Open","X112","1925 SCHIEFFELIN AVENUE","NY","1027392","261724","212","12","45800","2049050500","BX03","Eastchester-Edenwald-Baychester                                            ","ANDREA TUCCI","Acting Principal","718-654-6377","718-654-7931","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 9- Bronx","NULL","NULL","NULL","NULL","1925 SCHIEFFELIN AVENUE
BRONX, NY 10466
(40.88494, -73.843977)"
"2018","11X121      ","X121","P.S. 121 Throop","321100010121","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1953-07-01T00:00:00.000","Open","X121","2750 THROOP AVENUE","NY","1025597","254993","211","13","34800","2045260001","BX31","Allerton-Pelham Gardens                                                    ","Gloria Martinez","PRINCIPAL","718-654-2055","718-519-2613","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 10- Bronx","NULL","NULL","NULL","NULL","2750 THROOP AVENUE
BRONX, NY 10469
(40.866474, -73.85051)"
"2018","11X127      ","X127","J.H.S. 127 The Castle Hill","321100010127","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1953-07-01T00:00:00.000","Open","X127","1560 PURDY STREET","NY","1024869","244894","209","18","22200","2039480055","BX46","Parkchester                                                                ","HARRY SHERMAN","PRINCIPAL","718-892-8600","718-892-8300","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 9- Bronx","NULL","NULL","NULL","NULL","1560 PURDY STREET
BRONX, NY 10462
(40.838759, -73.853203)"
"2018","11X144      ","X144","J.H.S. 144 Michelangelo","321100010144","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1968-07-01T00:00:00.000","Open","X144","2545 GUNTHER AVENUE","NY","1029467","254041","211","13","31000","2044930001","BX31","Allerton-Pelham Gardens                                                    ","Ellen Barrett","PRINCIPAL","718-794-9749","718-794-9755","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 9- Bronx","NULL","NULL","NULL","NULL","2545 GUNTHER AVENUE
BRONX, NY 10469
(40.863842, -73.836525)"
"2018","11X153      ","X153","P.S. 153 Helen Keller","321100010153","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1971-07-01T00:00:00.000","Open","X153","650 BAYCHESTER AVENUE","NY","1030803","257757","210","12","46201","2051410150","BX13","Co-op City                                                                 ","KELLEY, MEGHAN","PRINCIPAL","718-904-5550","718-904-5564","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 10- Bronx","NULL","NULL","NULL","NULL","650 BAYCHESTER AVENUE
BRONX, NY 10475
(40.874035, -73.831669)"
"2018","11X160      ","X160","P.S. 160 Walt Disney","321100010160","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,06,SE","0K,01,02,03,04,05","1972-07-01T00:00:00.000","Open","X160","4140 HUTCHINSON RIVER PKWAY EA","NY","1032982","254132","210","12","30200","2051350200","BX13","Co-op City                                                                 ","LORI BAKER","PRINCIPAL","718-822-8402","718-822-8146","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 10- Bronx","NULL","NULL","NULL","NULL","4140 HUTCHINSON RIVER PKWAY EA
BRONX, NY 10475
(40.864073, -73.823816)"
"2018","11X169      ","X169","Baychester Academy","321100010169","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","2009-07-01T00:00:00.000","Open","X169","3500 EDSON AVENUE","NY","1028664","260416","212","12","46000","2048940001","BX03","Eastchester-Edenwald-Baychester                                            ","CRISTINE VAUGHAN","PRINCIPAL","718-325-1138","718-325-1558","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 9- Bronx","NULL","NULL","NULL","NULL","3500 EDSON AVENUE
BRONX, NY 10466
(40.881344, -73.839386)"
"2018","11X175      ","X175","P.S. 175 City Island","321100010175","DOE","General Academic","K-8","0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08","1975-07-01T00:00:00.000","Open","X175","200 CITY ISLAND AVENUE","NY","1044140","246972","210","13","51600","2056410280","BX10","Pelham Bay-Country Club-City Island                                        ","AMY LIPSON ELLIS","PRINCIPAL","718-885-1093","718-885-2315","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 10- Bronx","NULL","NULL","NULL","NULL","200 CITY ISLAND AVENUE
BRONX, NY 10464
(40.844353, -73.78354)"
"2018","11X178      ","X178","P.S. 178 - Dr. Selman Waksman","321100010178","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1972-07-01T00:00:00.000","Open","X178","850 BAYCHESTER AVENUE","NY","1030803","257757","210","12","46201","2051410150","BX13","Co-op City                                                                 ","Deborah Levine","PRINCIPAL","718-904-5570","718-904-5575","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 10- Bronx","NULL","NULL","NULL","NULL","850 BAYCHESTER AVENUE
BRONX, NY 10475
(40.874035, -73.831669)"
"2018","11X180      ","X180","M.S. 180 Dr. Daniel Hale Williams","321100010180","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1972-07-01T00:00:00.000","Open","X180","700 BAYCHESTER AVENUE","NY","1030803","257757","210","12","46201","2051410150","BX13","Co-op City                                                                 ","MARLON WILLIAMS","I.A. PRINCIPAL","718-904-5650","718-904-5655","11","X10C","COMMUNITY SCHOOL DISTRICT 11","ROSS PORTER, MEISHA","Field Support Center - Bronx","RUIZ, JOSE","School Support Team 10- Bronx","NULL","NULL","NULL","NULL","700 BAYCHESTER AVENUE
BRONX, NY 10475
(40.874035, -73.831669)"
