"the_geom","boro","block","lot","bbl","type","shape_star","shape_stle"
"MULTIPOLYGON (((-74.14642235796394 40.632008594928976, -74.14634748813576 40.632266267943926, -74.14634946149481 40.63225736558767, -74.14635099147067 40.63224193772341, -74.14635048729986 40.6322292527322, -74.1463482734473 40.63221580717625, -74.14634425472566 40.632202932145944, -74.14633946563579 40.632191813210476, -74.14632869493317 40.63217448469366, -74.1463159366487 40.63215956939856, -74.14629932941534 40.63214505072594, -74.14628431099366 40.63213492637089, -74.14626692350384 40.632125737066374, -74.14625013097549 40.63211888925641, -74.14623245506954 40.63211346989256, -74.14621591550899 40.63210986362991, -74.14600057115112 40.63207087998288, -74.14596646008376 40.63206470429713, -74.14591414708052 40.63205523418416, -74.1458649180033 40.63204632205991, -74.14585542977143 40.63204460419653, -74.14580443290232 40.63203537280306, -74.14579947475848 40.63203447496772, -74.14578803070623 40.63203240297265, -74.14574537389163 40.63202468105659, -74.14569234436615 40.63201508027501, -74.14565321372979 40.632007996828285, -74.1455998389485 40.631998334305486, -74.14554938845248 40.6319892002638, -74.14523790588139 40.63193281091703, -74.14519804929846 40.63192559495538, -74.14515583250166 40.63191795241136, -74.14405124387238 40.6317179725998, -74.14400751569315 40.631713682364804, -74.14396664435593 40.631713192334956, -74.1439168785883 40.631717169199625, -74.1438653295681 40.63172681615038, -74.14380890687475 40.63174458016242, -74.14375738328806 40.631768794753775, -74.14371255395531 40.63179821586938, -74.14370165232594 40.63180756699235, -74.14369290624427 40.63181506935332, -74.143684842104 40.63182198732413, -74.14365777987844 40.63185158522887, -74.14363579698939 40.63188350102541, -74.1436321225557 40.63189084395744, -74.1436205908025 40.63191388647335, -74.14376674663232 40.63152273741677, -74.14499003238933 40.631742506066956, -74.14504354299378 40.63158637746023, -74.14515861421405 40.63124756625476, -74.14522182449348 40.63125974342092, -74.14532291461333 40.63096209718536, -74.14680221356004 40.63123068662062, -74.14656894986769 40.632034353953706, -74.14642235796394 40.632008594928976)))","5","20003","9999","5200039999","2","172447.013596","2517.80256265"
"MULTIPOLYGON (((-73.88796327479322 40.829420595619744, -73.88794520760253 40.82942052313583, -73.88776858968004 40.829351212237775, -73.88775783901983 40.82934019501718, -73.88775272258212 40.829332312501904, -73.88775070300036 40.829329181313945, -73.88775079990423 40.82931460688705, -73.88775080309901 40.82931271314789, -73.88776169862932 40.82930179984038, -73.88793948353954 40.82919267868054, -73.88795036982201 40.82918722685192, -73.88795921973751 40.82918860780563, -73.88796843232792 40.8291900440412, -73.8879792324285 40.82919282625805, -73.88799363087935 40.82920387491656, -73.88800076235253 40.82921760539584, -73.88799990027465 40.82934309312286, -73.88799956325789 40.829393293623504, -73.88799818174392 40.82939845212149, -73.88799588999741 40.829406985693346, -73.8879826487803 40.82941693681604, -73.88798134541932 40.829417923393706, -73.88798033508274 40.82941808630248, -73.88796327479322 40.829420595619744)))","2","20059","9999","2200599999","2","3834.32929993","246.50046583"
"MULTIPOLYGON (((-73.84086413622073 40.84010836294099, -73.8408608772806 40.8401299306956, -73.84085243636055 40.8401942990167, -73.84085132166236 40.840219134923025, -73.84084491697904 40.84027392478888, -73.84074928105589 40.840253541561175, -73.84046707281888 40.84019477880948, -73.84039886243983 40.83989918890507, -73.84047876661202 40.839896974365416, -73.84086413622073 40.84010836294099)))","2","20008","9999","2200089999","O","10319.8990784","432.020590928"
"MULTIPOLYGON (((-74.1461086106707 40.63343513844644, -74.14598190296029 40.63383973030212, -74.14553331481767 40.63375863166405, -74.14566002391172 40.63335404030067, -74.1461086106707 40.63343513844644)))","5","20024","9999","5200249999","2","19392.1231537","559.014543619"
"MULTIPOLYGON (((-74.14462251839251 40.63415314525331, -74.14456050979882 40.634309492321485, -74.14455240916011 40.634308389462475, -74.14421691679892 40.63422546848757, -74.1442759429181 40.63407855109283, -74.14345068580535 40.6338829081936, -74.1434940607087 40.63376733532207, -74.1444289314806 40.6339330060388, -74.14462251839251 40.63415314525331)))","5","20005","9999","5200059999","O","22331.609787","862.287386744"
"MULTIPOLYGON (((-74.14426825916608 40.62522543130986, -74.1443244367391 40.625270724555364, -74.14421215640856 40.62528474338368, -74.14416877612018 40.625271585343945, -74.14414191827599 40.6252439937324, -74.14414093355504 40.62510325251112, -74.14415277426491 40.62508160894714, -74.14419434083895 40.6250649629168, -74.14423217161973 40.625063714167005, -74.14429912464263 40.625061045655585, -74.14492258680619 40.625043028161166, -74.1449560128622 40.625087040418784, -74.14494167492575 40.62512167633201, -74.14488260216406 40.62514096881419, -74.14482103018923 40.62509840671243, -74.14427585438037 40.625217401737004, -74.14426825916608 40.62522543130986)))","5","20002","9999","5200029999","2","9651.397995","588.640748842"
"MULTIPOLYGON (((-73.91108666599419 40.84285823716307, -73.91110689457281 40.84285946751953, -73.91111765564062 40.84286012236634, -73.91112462496167 40.84286054646579, -73.91115063364367 40.84286212885847, -73.9111523054278 40.84286223010094, -73.91121795436375 40.84286621670536, -73.9112510248595 40.84286822504097, -73.91128122368362 40.84287005826373, -73.91128360449335 40.84287020327327, -73.91130488831811 40.842871498341715, -73.91131664297524 40.84287221336647, -73.91132965324879 40.84287300499668, -73.9113492439494 40.84287419699961, -73.91135106749906 40.842874307360766, -73.91141489290897 40.842878183491926, -73.91145135322279 40.84288040058632, -73.9114805430538 40.842882176251216, -73.91154268365139 40.84288595016341, -73.91154618254305 40.84288616266147, -73.91155166979227 40.8428864955493, -73.91160843578668 40.842889942928096, -73.911611832712 40.84289014904263, -73.91161713167416 40.842891187769716, -73.91162238302434 40.84289236333506, -73.9116275843851 40.84289368023931, -73.91163270731492 40.84289512585378, -73.91163777907923 40.84289670560235, -73.91164275817526 40.84289842035366, -73.91164766477286 40.842900261118274, -73.91165248818949 40.8429022359925, -73.9116572165879 40.84290432965879, -73.91166184877402 40.84290654841982, -73.91166637527252 40.842908884163805, -73.91167071076985 40.84291129090033, -73.91167079489654 40.84291133779042, -73.91167509579078 40.84291390748958, -73.91167927795532 40.84291659326127, -73.91168334141173 40.842919378896674, -73.91168726361973 40.84292227248295, -73.91169106474806 40.84292526593121, -73.91169472463166 40.84292836462887, -73.91169824211339 40.84293154696327, -73.91170160650235 40.84293482733418, -73.91170482612151 40.84293818863851, -73.91170789266937 40.84294163177046, -73.91171079310502 40.84294515491908, -73.91171353928593 40.84294875809349, -73.91171405174904 40.84294948968624, -73.91171610870424 40.84295242506757, -73.911718521519 40.84295615495623, -73.91172075875811 40.84295994774499, -73.91172282753725 40.84296380253882, -73.91172471957631 40.842967704022975, -73.91172642302021 40.842971650387476, -73.91172795802797 40.842975640747184, -73.91172930444282 40.8429796741862, -73.91173046228384 40.842983736296695, -73.9117314410383 40.84298782618545, -73.9117315164143 40.8429882125547, -73.91173223003787 40.84299194114274, -73.91173283997236 40.842996067669446, -73.9117332506682 40.84300021745649, -73.91173348231082 40.843004369808035, -73.9117335230366 40.84300852921742, -73.91173337523611 40.84301268127854, -73.91173303771518 40.84301683229401, -73.91173251048578 40.843020973258895, -73.91173179356694 40.843025089765256, -73.9117275406872 40.84303905135959, -73.91172160380295 40.84305854069325, -73.91172008653187 40.84306352196101, -73.91172005079295 40.84306364710217, -73.9117083794833 40.84310195415523, -73.91170782156607 40.84310330626899, -73.91170720318928 40.84310464753054, -73.91170652553872 40.84310597794078, -73.91170578744779 40.84310728309092, -73.91170499128796 40.84310856298288, -73.91170474180115 40.84310892208865, -73.91170413585556 40.843109831122966, -73.9117032211709 40.843111072202944, -73.91170224841858 40.84311228712411, -73.91170122590002 40.84311347499243, -73.91170014531505 40.84311463580147, -73.91169901734494 40.84311576235549, -73.9116978301142 40.8431168681528, -73.91169659668651 40.843117937894945, -73.91169531468805 40.8431189733812, -73.91169398530802 40.84311997191096, -73.91169261921597 40.84312093529333, -73.91169119624672 40.84312186891586, -73.91168974606236 40.8431227592939, -73.91168824139028 40.84312360640648, -73.91168757214601 40.8431239633899, -73.91168670948626 40.8431244228815, -73.91168513259018 40.843125188894355, -73.91168352965755 40.84312591706657, -73.91168189238802 40.843126607391746, -73.91168022079945 40.84312724636252, -73.91167852318391 40.843127840288666, -73.9116768030891 40.84312839637688, -73.91167504867762 40.84312889930969, -73.91167328009561 40.84312935810745, -73.91167148904506 40.84312977096282, -73.91166967552603 40.84313013787582, -73.91166785970478 40.8431304525584, -73.9116660214162 40.84313072039808, -73.91166417132982 40.84313094320407, -73.91166231064086 40.84313111377328, -73.91166044765214 40.843131230311165, -73.91165857522877 40.84313130812052, -73.91165671237158 40.84313132560415, -73.91165483890232 40.84313129805498, -73.9116529654953 40.843131223680125, -73.91160242077359 40.84312883286752, -73.91158446944861 40.843127983451275, -73.91157724504889 40.84312764112897, -73.91156392027897 40.8431270122749, -73.91152006047696 40.843124936320955, -73.91151597103823 40.84312474227939, -73.91149244579648 40.84312362742984, -73.9114474726429 40.84312149476343, -73.91137897543048 40.84311825441157, -73.91136686362539 40.84311768139676, -73.91131417757187 40.84311518885762, -73.91131046873981 40.843115013111316, -73.91129474690159 40.84311397986256, -73.91129017855698 40.84311368008703, -73.91126963701629 40.84311232975643, -73.91124683442366 40.84311083180256, -73.91124032752629 40.84311040536487, -73.91118320959322 40.84310665676945, -73.91112075502342 40.84310255284144, -73.9111195764788 40.84310247539142, -73.91111274234537 40.84310202438105, -73.91111185903006 40.843101966068794, -73.9110864847519 40.84310029860965, -73.9110559433736 40.84309829307777, -73.91105448431539 40.84309783270115, -73.91105305020632 40.843097336324014, -73.9110516291997 40.843096795832786, -73.91105024143414 40.843096225650925, -73.9110488798119 40.843095613165985, -73.9110475514392 40.843094964687, -73.91104624800604 40.84309428741142, -73.91104497900815 40.84309357414261, -73.91104373732978 40.84309282577571, -73.91104253957155 40.843092042323356, -73.9110413679374 40.84309123097585, -73.91104024258537 40.843090391748774, -73.9110391528519 40.84308951833043, -73.91103898585226 40.84308937412271, -73.91103810940051 40.843088617032436, -73.91103710274385 40.84308768874803, -73.9110361435526 40.84308673438594, -73.91103522114648 40.843085760241294, -73.91103434501997 40.843084760018115, -73.91103352703193 40.84308373282492, -73.91103274582657 40.84308268765026, -73.91103201326153 40.84308162450322, -73.91103197303117 40.84308156053718, -73.91103133763836 40.84308054248975, -73.91103070947817 40.84307943619957, -73.91103012994984 40.84307831824049, -73.91102959904975 40.84307719131399, -73.91102912628452 40.843076040119, -73.91102870095335 40.84307488625909, -73.91102833374617 40.84307371623515, -73.91102801634456 40.84307254354815, -73.91102775706578 40.84307135559763, -73.91102754521859 40.84307016678315, -73.91102739385722 40.84306896901041, -73.91102729941245 40.843067771281575, -73.91102725358384 40.84306657359027, -73.91102863870812 40.84305404609646, -73.91102919203634 40.84304904248242, -73.91103227193632 40.84302120070696, -73.91103729976686 40.842975828730864, -73.91104231811406 40.84293044954296, -73.91104402969167 40.84291498128948, -73.91104447738968 40.8429109357186, -73.91104573765574 40.8428995544559, -73.9110473352591 40.84288507755749, -73.91104791680675 40.842883797504584, -73.91104854814057 40.84288252919643, -73.91104924822545 40.84288127805068, -73.91104999571647 40.84288004495141, -73.91105079298526 40.8428788299003, -73.91105164950575 40.842877641909716, -73.91105256173269 40.84287647197195, -73.91105351423923 40.84287532908002, -73.9110545331133 40.84287421235357, -73.9110555910908 40.842873115468095, -73.91105669526586 40.842872053737516, -73.911057848022 40.842871018158625, -73.91105905647017 40.84287001143851, -73.91106029332951 40.842869039859494, -73.91106158588333 40.8428680953382, -73.91106291514622 40.84286718776545, -73.91106428112059 40.84286631534019, -73.91106569210551 40.84286547896937, -73.9110671291193 40.84286468584229, -73.91106861115213 40.842863922466144, -73.91107011922341 40.84286319512982, -73.9110716616238 40.842862511043606, -73.91107323836061 40.842861864804526, -73.9110748399393 40.84286126270878, -73.91107646517408 40.84286070475541, -73.91107811407466 40.842860183740484, -73.91107978663018 40.842859707768426, -73.9110814828418 40.842859275938764, -73.91108319086045 40.84285888193888, -73.91108492252322 40.84285854108635, -73.91108666599419 40.84285823716307)))","2","20000","9999","2200009999","2","16308.7376099","522.030553977"
"MULTIPOLYGON (((-74.10223493454596 40.60983335763717, -74.10233053933632 40.609793244357654, -74.10243101523308 40.609749665951405, -74.10259485220502 40.609677212413104, -74.10264933139804 40.60962698308311, -74.10275781756405 40.60952696061953, -74.10278023924374 40.60946975742245, -74.10282888474394 40.60938822837436, -74.10286639205027 40.60938247649795, -74.10294708314976 40.60940241835706, -74.10298143810017 40.609430491073724, -74.10308978806 40.609519026027044, -74.1031696045469 40.60961590101263, -74.10322163662742 40.60967909435753, -74.10327024543211 40.60971769749775, -74.10331193101962 40.6097508442737, -74.10343545180454 40.60982656524221, -74.10353687014647 40.60990653033807, -74.10333054096398 40.609913864354816, -74.10271346458313 40.60996016396126, -74.10223330333143 40.609993471899195, -74.10195889100434 40.61001317592569, -74.10182630150247 40.61002814307087, -74.10187687080004 40.609976633428886, -74.10211993535536 40.609890234176746, -74.10217849194247 40.60986180128541, -74.10223493454596 40.60983335763717)))","5","20011","9999","5200119999","2","43088.0652618","1135.37475932"
"MULTIPOLYGON (((-74.23456393049227 40.51875617851275, -74.23474065452423 40.51871903501309, -74.23476066117107 40.51919336090621, -74.23456393049227 40.51875617851275)))","5","20012","9999","5200129999","1","4283.12895203","392.268156952"
"MULTIPOLYGON (((-73.90962563604974 40.842977077116686, -73.909631957344 40.84294303081736, -73.90963987776968 40.84289971429165, -73.90964749953321 40.842858026523444, -73.9096477981862 40.842856396864555, -73.90964996390584 40.84284466063122, -73.90965136152678 40.842837088577525, -73.90965540865533 40.84281516023383, -73.90965562346118 40.84281415184961, -73.90965588449929 40.842813152506515, -73.90965618348034 40.84281215409366, -73.90965653935446 40.842811172834736, -73.90965693197602 40.84281019970899, -73.90965737201434 40.84280923652583, -73.90965784879764 40.84280828327691, -73.90965838247523 40.84280734628141, -73.90965894222474 40.8428064201122, -73.90965955886728 40.842805511096955, -73.90966020157204 40.84280462011197, -73.909660889311 40.84280374717214, -73.90966162564273 40.84280289137974, -73.90966239752146 40.84280205452551, -73.90966320494715 40.842801236609446, -73.90966404791006 40.842800444835554, -73.90966492642117 40.84279967109939, -73.90966538937955 40.84279929325479, -73.90966584046821 40.8427989244058, -73.90966677938067 40.842798203845994, -73.90966776332498 40.84279750313229, -73.90966877331917 40.842796829453796, -73.9096698164681 40.84279619001997, -73.9096708844921 40.84279556951598, -73.9096719773694 40.84279498415071, -73.90967310340984 40.84279442672667, -73.90967425431451 40.842793896336914, -73.90967541822455 40.8427933938726, -73.90967661528809 40.84279292655346, -73.90967782654276 40.84279248716071, -73.90967895706449 40.84279212244572, -73.90967906026926 40.84279209010876, -73.90968031649706 40.842791713785736, -73.90968157504743 40.842791373484275, -73.9096828560697 40.84279107552354, -73.90968415959193 40.84279079919227, -73.9096854642425 40.84279056518507, -73.90968678071148 40.84279036000286, -73.90968809830875 40.84279019714471, -73.90968943720927 40.84279006401954, -73.90969076657605 40.84278996600608, -73.90974202334458 40.84279255452146, -73.90974539777989 40.842792723753135, -73.90974622300982 40.84279276582153, -73.90975257586243 40.84279308596483, -73.90981438396027 40.842796212193, -73.90986436139548 40.842798734818246, -73.90987619325817 40.84279933208554, -73.90993800256196 40.84280245194491, -73.91000858553022 40.842806271095895, -73.91007916969234 40.84281009020465, -73.91008993676692 40.842810674012995, -73.91014976215311 40.842813916480544, -73.9102203463315 40.84281773550287, -73.91024212355134 40.84281891408733, -73.91029092933098 40.842821555381576, -73.91029463217511 40.84282176087232, -73.91030791877833 40.8428225006041, -73.91033148038882 40.8428238111307, -73.91035589212086 40.842825171840325, -73.9103573385994 40.842825280123186, -73.91035878503912 40.84282541722176, -73.91036021837483 40.8428255993348, -73.91036164216747 40.842825823763626, -73.91036305287678 40.8428260778985, -73.91036445286575 40.84282636804477, -73.91036583975317 40.842826701404555, -73.91036721355843 40.84282706356989, -73.91036856596192 40.84282746894225, -73.91036990409744 40.84282790311934, -73.91037121964541 40.84282838050249, -73.91037251144067 40.8428288857825, -73.91037377947222 40.84282942706375, -73.9103750237511 40.84282999624179, -73.91037623358604 40.842830607716245, -73.9103774184922 40.84283123988273, -73.91037857844901 40.84283190804951, -73.91037970515973 40.84283260950866, -73.91038079508286 40.842833332551066, -73.91038186006031 40.842834088892374, -73.91038287994138 40.8428348731139, -73.91038387369949 40.842835684329934, -73.91038482118877 40.842836513519835, -73.9103857342427 40.84283737870273, -73.91038660932931 40.84283826096552, -73.91038743933052 40.84283916300411, -73.9103882313524 40.842840091127485, -73.91038897829124 40.842841037225675, -73.91038968726045 40.84284200220474, -73.91039033929026 40.842842984248946, -73.9103909545277 40.842843991478354, -73.91039152233002 40.842845002272924, -73.91039204266933 40.842846037343904, -73.91039252623803 40.84284708139127, -73.91039295169013 40.84284813619941, -73.91039332970105 40.84284919907512, -73.91039366025868 40.84285027902332, -73.91039393271176 40.84285136072736, -73.91039416720974 40.842852450506385, -73.91039434478046 40.8428535483456, -73.91039447373394 40.842854647047574, -73.91039455525593 40.84285574661317, -73.91039458933794 40.84285685334587, -73.91039457362784 40.84285795283593, -73.9103945021775 40.84285905948663, -73.91039308226254 40.84287532219234, -73.91039307501461 40.842875421240976, -73.91039278955667 40.84287871232205, -73.91039052885134 40.84290472221396, -73.91038674558138 40.84294749180368, -73.91038295401593 40.84299025418258, -73.91038084293272 40.84301345735266, -73.91038083330109 40.84301356540436, -73.91038066600201 40.84301540498204, -73.91038058295203 40.84301631981866, -73.91038036508921 40.843018724866795, -73.91037940337488 40.843029332830376, -73.91037924745605 40.843030646528895, -73.91037903225893 40.84303195297738, -73.91037875777623 40.84303325757879, -73.91037842401646 40.84303455402973, -73.91037803099167 40.843035833325246, -73.91037757868128 40.843037110773686, -73.9103770671071 40.843038370166255, -73.91037649745249 40.84303961330481, -73.91037587800929 40.84304084649921, -73.91037520048927 40.843042060738156, -73.91037446371395 40.84304325061774, -73.91037367833823 40.84304442875315, -73.91037283608112 40.84304558073001, -73.91037193457122 40.843046706546545, -73.91037099514239 40.843047813423254, -73.91036999764766 40.84304889324006, -73.91036895275886 40.843049946005216, -73.91036786047601 40.8430509717187, -73.91036672198612 40.84305196948104, -73.91036554441213 40.843052932994226, -73.910364312332 40.84305386764921, -73.91036375330492 40.84305426343183, -73.9103630423548 40.84305476715557, -73.91036173566755 40.84305563061361, -73.91036039463084 40.84305646612971, -73.91035900622187 40.84305725838525, -73.91035758347432 40.84305801459437, -73.9103561346801 40.84305874106695, -73.9103546408949 40.843059417076944, -73.91035313292056 40.843060063359594, -73.91035157994794 40.84306066458262, -73.91035001280444 40.8430612225709, -73.91034841251061 40.843061742712656, -73.91034679804707 40.84306221871926, -73.9103451611135 40.843062650584216, -73.9103435005266 40.843063036505555, -73.91034182813065 40.84306338639799, -73.91034013327679 40.84306368314389, -73.91033843491665 40.843063942066244, -73.91033705920113 40.84306411389158, -73.910336717645 40.84306415594926, -73.91033499688643 40.843064317600906, -73.91033326550699 40.84306444142358, -73.910331534198 40.843064513017666, -73.91032980294963 40.843064539587076, -73.9103280610816 40.84306452742706, -73.91032632876886 40.843064463946284, -73.91028491638524 40.84306244255435, -73.91027591348701 40.843062003314955, -73.91025452493548 40.84306095921288, -73.91018501895694 40.84305757238763, -73.9101155035091 40.843054178309174, -73.91008888135622 40.84305287795986, -73.9100459975544 40.84305078419621, -73.90997648211227 40.84304739633744, -73.90991068755139 40.84304316668027, -73.90989413457413 40.84304210287513, -73.9098448835116 40.8430389378786, -73.90977908066719 40.84303470813987, -73.90972992328334 40.843031548570494, -73.90972190112171 40.843031032612934, -73.90971327783109 40.843030478363595, -73.9097048655974 40.84302993058222, -73.90969466302134 40.84302926703601, -73.90965550077742 40.84302672309258, -73.90965423215971 40.84302661494029, -73.90965297425294 40.84302647798056, -73.90965171639381 40.843026305901596, -73.90965046214096 40.843026097805705, -73.90964922808394 40.843025861810325, -73.90964799644495 40.843025591598135, -73.90964678619854 40.84302528538292, -73.90964558903464 40.84302495036215, -73.9096444037638 40.84302458923639, -73.90964323158526 40.84302419210116, -73.90964208197416 40.8430237670683, -73.9096409561247 40.84302330783527, -73.90963985284263 40.84302282070465, -73.90963877449822 40.84302230657873, -73.90963770923508 40.84302176454779, -73.90963667840433 40.843021189225546, -73.90963567131688 40.84302059321059, -73.90963468798012 40.84301997109987, -73.90963374025287 40.84301932200225, -73.90963282576244 40.843018646816404, -73.9096319278995 40.84301795183265, -73.90963107513102 40.84301723076999, -73.90963025677398 40.84301649172437, -73.90962946335469 40.84301572568349, -73.90962870671838 40.84301494166157, -73.90962848058078 40.843014689346276, -73.90962799516545 40.84301413966509, -73.9096273097237 40.843013319679194, -73.90962666936535 40.8430124817188, -73.90962606579001 40.84301162577731, -73.90962549781194 40.84301075185384, -73.90962497727652 40.84300986896262, -73.90962449233716 40.84300896898992, -73.90962404416983 40.8430080591406, -73.9096236422606 40.84300713942209, -73.90962328660824 40.84300621073491, -73.90962296892096 40.84300526676907, -73.90962269629627 40.84300432013707, -73.90962247111294 40.84300336543779, -73.90962228387521 40.84300240986776, -73.90962213223102 40.84300143901717, -73.90962203749476 40.843000474514675, -73.90962198071257 40.842999502838005, -73.90962197016647 40.842998537501, -73.90962200587356 40.84299756589674, -73.90962207952492 40.84299659432225, -73.909622210083 40.842995629996246, -73.90962237621257 40.84299466659867, -73.90962464818946 40.84298240366073, -73.90962467925037 40.84298223349188, -73.90962563604974 40.842977077116686)))","2","20001","9999","2200019999","2","18079.4607391","569.642650346"
"MULTIPOLYGON (((-74.11954704461806 40.61469701828493, -74.11956139574495 40.6147025703845, -74.11956292740432 40.61471783893927, -74.11956638084717 40.61477287523839, -74.1195731252195 40.61481992048569, -74.11955128044997 40.61484317396727, -74.11944734340578 40.61485579116633, -74.11943100659231 40.614842754177694, -74.11947452112156 40.614786239939555, -74.11952224309032 40.61472150224747, -74.11954704461806 40.61469701828493)))","5","20044","9999","5200449999","2","1238.75959778","155.763401685"
