"cmplnt_num","addr_pct_cd","boro_nm","cmplnt_fr_dt","cmplnt_fr_tm","cmplnt_to_dt","cmplnt_to_tm","crm_atpt_cptd_cd","hadevelopt","housing_psa","jurisdiction_code","juris_desc","ky_cd","law_cat_cd","loc_of_occur_desc","ofns_desc","parks_nm","patrol_boro","pd_cd","pd_desc","prem_typ_desc","rpt_dt","station_name","susp_age_group","susp_race","susp_sex","transit_district","vic_age_group","vic_race","vic_sex","x_coord_cd","y_coord_cd","latitude","longitude","lat_lon","geocoded_column"
"263939227","24","MANHATTAN","2022-12-30T00:00:00.000","20:47:00","2022-12-30T00:00:00.000","20:51:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO MAN NORTH","333","LARCENY,PETIT FROM STORE-SHOPL","DEPARTMENT STORE","2023-02-20T00:00:00.000","(null)","45-64","BLACK","F",,"UNKNOWN","UNKNOWN","D","993574","228738","40.794507","-73.966322","(40.794507, -73.966322)","POINT (-73.966322 40.794507)"
"261323793","114","QUEENS","2023-01-01T00:00:00.000","19:30:00","2023-01-01T00:00:00.000","20:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","PATROL BORO QUEENS NORTH","638","HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2023-01-03T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"45-64","WHITE HISPANIC","M","1002054","212372","40.749572","-73.935741","(40.749572, -73.935741)","POINT (-73.935741 40.749572)"
"264778643","73","BROOKLYN","2022-06-23T00:00:00.000","17:00:00","2022-06-23T00:00:00.000","17:10:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","PATROL BORO BKLYN NORTH","638","HARASSMENT,SUBD 3,4,5","HOMELESS SHELTER","2023-03-09T00:00:00.000","(null)","UNKNOWN","BLACK","M",,"45-64","UNKNOWN","M","1010782","185568","40.67598","-73.904348","(40.67598, -73.904348)","POINT (-73.904348 40.67598)"
"262854693","72","BROOKLYN","2022-01-24T00:00:00.000","00:01:00","2023-01-29T00:00:00.000","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","125","FELONY","INSIDE","NYS LAWS-UNCLASSIFIED FELONY","(null)","PATROL BORO BKLYN SOUTH","847","NY STATE LAWS,UNCLASSIFIED FEL","(null)","2023-01-25T00:00:00.000","(null)","45-64","WHITE HISPANIC","M",,"UNKNOWN","UNKNOWN","E","979283","172293","40.639581","-74.017896","(40.639581, -74.017896)","POINT (-74.017896 40.639581)"
"270171211","88","BROOKLYN","2022-06-09T00:00:00.000","09:00:00","2022-06-22T00:00:00.000","19:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO BKLYN NORTH","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","BANK","2023-06-21T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","D","993832","191929","40.693474","-73.965445","(40.693474, -73.965445)","POINT (-73.965445 40.693474)"
"266878753","75","BROOKLYN","2022-08-29T00:00:00.000","12:00:00","2022-08-29T00:00:00.000","16:50:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","FRONT OF","GRAND LARCENY","(null)","PATROL BORO BKLYN NORTH","443","LARCENY,GRAND OF BICYCLE","STREET","2023-04-18T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","M","1020327","176285","40.650466","-73.869986","(40.650466, -73.869986)","POINT (-73.869986 40.650466)"
"261217018","42","BRONX","2022-12-31T00:00:00.000","03:00:00","2022-12-31T00:00:00.000","03:20:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","PATROL BORO BRONX","638","HARASSMENT,SUBD 3,4,5","RESIDENCE-HOUSE","2023-01-01T00:00:00.000","(null)","UNKNOWN","BLACK","M",,"45-64","BLACK","M","1016885","243883","40.83602","-73.88206","(40.83602, -73.88206)","POINT (-73.88206 40.83602)"
"261508224","100","QUEENS","2022-12-05T00:00:00.000","12:28:00","2022-12-05T00:00:00.000","16:31:00","COMPLETED","(null)","34526","2","N.Y. HOUSING POLICE","341","MISDEMEANOR","FRONT OF","PETIT LARCENY","(null)","PATROL BORO QUEENS SOUTH","352","LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","RESIDENCE - PUBLIC HOUSING","2023-01-06T00:00:00.000","(null)","(null)","(null)","(null)",,"45-64","BLACK","F","1036866","153431","40.587654","-73.810559","(40.587654, -73.810559)","POINT (-73.810559 40.587654)"
"261197550","107","QUEENS","2023-01-01T00:00:00.000","03:00:00","2023-01-01T00:00:00.000","03:17:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO QUEENS SOUTH","352","LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","RESIDENCE - APT. HOUSE","2023-01-01T00:00:00.000","(null)","25-44","WHITE HISPANIC","M",,"25-44","WHITE HISPANIC","F","1037258","197423","40.7084","-73.808802","(40.7084, -73.808802)","POINT (-73.808802 40.7084)"
"270058292","83","BROOKLYN","2022-09-01T00:00:00.000","00:01:00","2022-09-30T00:00:00.000","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","116","FELONY","INSIDE","SEX CRIMES","(null)","PATROL BORO BKLYN NORTH","164","SODOMY 3","RESIDENCE - APT. HOUSE","2023-06-19T00:00:00.000","(null)","25-44","WHITE HISPANIC","M",,"25-44","WHITE HISPANIC","F","1007052","193757","40.6984738177025","-73.917768981221","(40.6984738177025, -73.917768981221)","POINT (-73.917768981221 40.6984738177025)"
"268536951","115","QUEENS","2022-11-15T00:00:00.000","14:00:00","2023-05-19T00:00:00.000","13:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","FRONT OF","HARRASSMENT 2","(null)","PATROL BORO QUEENS NORTH","638","HARASSMENT,SUBD 3,4,5","RESIDENCE-HOUSE","2023-05-19T00:00:00.000","(null)","25-44","WHITE HISPANIC","F",,"25-44","ASIAN / PACIFIC ISLANDER","F","1021892","217840","40.764517","-73.864113","(40.764517, -73.864113)","POINT (-73.864113 40.764517)"
"261336817","68","BROOKLYN","2023-01-01T00:00:00.000","00:30:00","2023-01-03T00:00:00.000","10:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","121","FELONY","FRONT OF","CRIMINAL MISCHIEF & RELATED OF","(null)","PATROL BORO BKLYN SOUTH","267","MISCHIEF, CRIMINAL 3 & 2, OF M","STREET","2023-01-03T00:00:00.000","(null)","UNKNOWN","UNKNOWN","M",,"UNKNOWN","UNKNOWN","D","979773","160971","40.608505","-74.016121","(40.608505, -74.016121)","POINT (-74.016121 40.608505)"
"261245402","114","QUEENS","2023-01-02T00:00:00.000","17:55:00","2023-01-02T00:00:00.000","17:57:00","COMPLETED","(null)","21821","2","N.Y. HOUSING POLICE","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","PATROL BORO QUEENS NORTH","637","HARASSMENT,SUBD 1,CIVILIAN","RESIDENCE - PUBLIC HOUSING","2023-01-02T00:00:00.000","(null)","25-44","BLACK","M",,"25-44","BLACK","F","999925","214506","40.755434","-73.943421","(40.755434, -73.943421)","POINT (-73.943421 40.755434)"
"261734975","52","BRONX","2023-01-01T00:00:00.000","18:08:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO BRONX","333","LARCENY,PETIT FROM STORE-SHOPL","DEPARTMENT STORE","2023-01-11T00:00:00.000","(null)","25-44","BLACK HISPANIC","M",,"UNKNOWN","UNKNOWN","D","1012886","253829","40.86333","-73.896468","(40.86333, -73.896468)","POINT (-73.896468 40.86333)"
"261202546","100","QUEENS","2022-12-28T00:00:00.000","18:00:00","2023-01-01T00:00:00.000","10:08:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","351","MISDEMEANOR","FRONT OF","CRIMINAL MISCHIEF & RELATED OF","(null)","PATROL BORO QUEENS SOUTH","254","MISCHIEF, CRIMINAL 4, OF MOTOR","STREET","2023-01-01T00:00:00.000","(null)","(null)","(null)","(null)",,"45-64","BLACK","M","1035178","152340","40.58467","-73.816647","(40.58467, -73.816647)","POINT (-73.816647 40.58467)"
"266261913","52","BRONX","2022-01-01T00:00:00.000","00:00:00","2023-04-05T00:00:00.000","00:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","361","MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","(null)","PATROL BORO BRONX","639","AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","2023-04-05T00:00:00.000","(null)","45-64","WHITE HISPANIC","F",,"45-64","UNKNOWN","M","1014547","255423","40.8677","-73.890457","(40.8677, -73.890457)","POINT (-73.890457 40.8677)"
"262308391","69","BROOKLYN","2023-01-02T00:00:00.000","09:30:00","2023-01-02T00:00:00.000","10:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","FRONT OF","HARRASSMENT 2","(null)","PATROL BORO BKLYN SOUTH","637","HARASSMENT,SUBD 1,CIVILIAN","RESIDENCE-HOUSE","2023-01-21T00:00:00.000","(null)","65+","BLACK","M",,"25-44","BLACK","F","1008833","172687","40.640629","-73.911418","(40.640629, -73.911418)","POINT (-73.911418 40.640629)"
"262715744","1","(null)","2022-12-18T00:00:00.000","19:31:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","(null)","PETIT LARCENY","(null)","PATROL BORO MAN SOUTH","352","LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE","RESIDENCE-HOUSE","2023-01-18T00:00:00.000","(null)","(null)","(null)","(null)",,"25-44","WHITE","F","981483","203653","40.725658","-74.00998","(40.725658, -74.00998)","POINT (-74.00998 40.725658)"
"268310188","101","QUEENS","2022-12-11T00:00:00.000","00:01:00","2022-12-16T00:00:00.000","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","(null)","PETIT LARCENY","(null)","PATROL BORO QUEENS SOUTH","349","LARCENY,PETIT OF LICENSE PLATE","STREET","2023-05-16T00:00:00.000","(null)","(null)","(null)","(null)",,"UNKNOWN","UNKNOWN","F","1052559","159711","40.60478281","-73.75399789","(40.60478281, -73.75399789)","POINT (-73.75399789 40.60478281)"
"261196135","108","QUEENS","2023-01-01T00:00:00.000","11:35:00","2023-01-01T00:00:00.000","12:07:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","344","MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","(null)","PATROL BORO QUEENS NORTH","101","ASSAULT 3","RESIDENCE - APT. HOUSE","2023-01-01T00:00:00.000","(null)","25-44","WHITE HISPANIC","M",,"25-44","WHITE HISPANIC","M","1009952","209936","40.742866","-73.907244","(40.742866, -73.907244)","POINT (-73.907244 40.742866)"
"261253977","113","QUEENS","2023-01-01T00:00:00.000","16:50:00","2023-01-01T00:00:00.000","16:51:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO QUEENS SOUTH","333","LARCENY,PETIT FROM STORE-SHOPL","GROCERY/BODEGA","2023-01-01T00:00:00.000","(null)","25-44","BLACK","M",,"UNKNOWN","UNKNOWN","D","1046640","184405","40.672608","-73.775084","(40.672608, -73.775084)","POINT (-73.775084 40.672608)"
"261207660","26","MANHATTAN","2023-01-01T00:00:00.000","20:09:00","2023-01-01T00:00:00.000","20:47:00","COMPLETED","(null)","720","2","N.Y. HOUSING POLICE","344","MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","(null)","PATROL BORO MAN NORTH","114","OBSTR BREATH/CIRCUL","RESIDENCE - PUBLIC HOUSING","2023-01-01T00:00:00.000","(null)","25-44","BLACK","M",,"18-24","BLACK","F","996660","235153","40.812109","-73.955168","(40.812109, -73.955168)","POINT (-73.955168 40.812109)"
"265846189","63","BROOKLYN","2022-08-16T00:00:00.000","15:00:00","2022-08-28T00:00:00.000","15:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO BKLYN SOUTH","403","LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK","RESIDENCE-HOUSE","2023-03-29T00:00:00.000","(null)","(null)","(null)","(null)",,"65+","WHITE","F","1007968","160610","40.607483","-73.91458","(40.607483, -73.91458)","POINT (-73.91458 40.607483)"
"263300701","32","MANHATTAN","2022-12-05T00:00:00.000","11:00:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO MAN NORTH","307","LARCENY,PETIT BY DISHONEST EMP","OTHER","2023-02-08T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","D","999304","236292","40.815232","-73.945614","(40.815232, -73.945614)","POINT (-73.945614 40.815232)"
"266818339","62","BROOKLYN","2022-12-14T00:00:00.000","15:15:00","2022-12-14T00:00:00.000","15:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO BKLYN SOUTH","437","LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT","BEAUTY & NAIL SALON","2023-04-17T00:00:00.000","(null)","25-44","BLACK HISPANIC","M",,"25-44","WHITE HISPANIC","M","989614","161726","40.610578","-73.98068","(40.610578, -73.98068)","POINT (-73.98068 40.610578)"
"261406427","43","BRONX","2022-08-23T00:00:00.000","17:23:00","2023-01-03T00:00:00.000","10:25:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","361","MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &","(null)","PATROL BORO BRONX","639","AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","2023-01-05T00:00:00.000","(null)","UNKNOWN","UNKNOWN","M",,"25-44","WHITE HISPANIC","F","1023547","236810","40.816579","-73.858026","(40.816579, -73.858026)","POINT (-73.858026 40.816579)"
"261265609","1","MANHATTAN","2023-01-02T00:00:00.000","18:40:00","2023-01-02T00:00:00.000","18:46:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO MAN SOUTH","333","LARCENY,PETIT FROM STORE-SHOPL","DRUG STORE","2023-01-02T00:00:00.000","(null)","45-64","BLACK HISPANIC","M",,"UNKNOWN","UNKNOWN","D","981068","197231","40.70803","-74.011475","(40.70803, -74.011475)","POINT (-74.011475 40.70803)"
"265874288","102","QUEENS","2021-01-01T00:00:00.000","00:01:00","2021-12-28T00:00:00.000","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","233","MISDEMEANOR","INSIDE","SEX CRIMES","(null)","PATROL BORO QUEENS SOUTH","175","SEXUAL ABUSE 3,2","RESIDENCE-HOUSE","2023-03-29T00:00:00.000","(null)","(null)","(null)","(null)",,"<18","BLACK","F","1030953","194101","40.69932415739","-73.831570887672","(40.69932415739, -73.831570887672)","POINT (-73.831570887672 40.69932415739)"
"264906312","24","MANHATTAN","2022-05-28T00:00:00.000","20:24:00","2022-05-28T00:00:00.000","20:28:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO MAN NORTH","333","LARCENY,PETIT FROM STORE-SHOPL","DEPARTMENT STORE","2023-03-10T00:00:00.000","(null)","25-44","BLACK","M",,"UNKNOWN","UNKNOWN","D","993574","228738","40.794507","-73.966322","(40.794507, -73.966322)","POINT (-73.966322 40.794507)"
"265447760","107","QUEENS","2022-07-22T00:00:00.000","12:00:00","2022-08-07T00:00:00.000","12:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO QUEENS SOUTH","405","LARCENY,GRAND BY THEFT OF CREDIT CARD","RESIDENCE - APT. HOUSE","2023-03-21T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"45-64","ASIAN / PACIFIC ISLANDER","F","1045672","199465","40.71395","-73.778435","(40.71395, -73.778435)","POINT (-73.778435 40.71395)"
"261245389","106","QUEENS","2023-01-01T00:00:00.000","10:00:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","PATROL BORO QUEENS SOUTH","638","HARASSMENT,SUBD 3,4,5","RESIDENCE-HOUSE","2023-01-01T00:00:00.000","(null)","25-44","ASIAN / PACIFIC ISLANDER","M",,"25-44","ASIAN / PACIFIC ISLANDER","F","1025545","186636","40.678855","-73.851115","(40.678855, -73.851115)","POINT (-73.851115 40.678855)"
"261242330","94","BROOKLYN","2022-12-31T00:00:00.000","16:00:00","2022-12-31T00:00:00.000","16:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","FRONT OF","HARRASSMENT 2","(null)","PATROL BORO BKLYN NORTH","638","HARASSMENT,SUBD 3,4,5","STREET","2023-01-02T00:00:00.000","(null)","25-44","WHITE","M",,"25-44","WHITE","F","1000578","200237","40.716269","-73.941099","(40.716269, -73.941099)","POINT (-73.941099 40.716269)"
"263072692","60","BROOKLYN","2022-10-20T00:00:00.000","20:00:00","2022-10-20T00:00:00.000","21:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","PATROL BORO BKLYN SOUTH","638","HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2023-02-04T00:00:00.000","(null)","UNKNOWN","WHITE","M",,"65+","WHITE","F","993287","150933","40.580948","-73.967466","(40.580948, -73.967466)","POINT (-73.967466 40.580948)"
"261260863","9","MANHATTAN","2023-01-01T00:00:00.000","19:40:00","2023-01-01T00:00:00.000","19:50:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO MAN SOUTH","333","LARCENY,PETIT FROM STORE-SHOPL","DEPARTMENT STORE","2023-01-01T00:00:00.000","(null)","25-44","BLACK","M",,"UNKNOWN","UNKNOWN","D","990020","205214","40.729942","-73.97918","(40.729942, -73.97918)","POINT (-73.97918 40.729942)"
"270334149","32","MANHATTAN","2022-08-01T00:00:00.000","00:01:00","2023-06-12T00:00:00.000","12:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","578","VIOLATION","INSIDE","HARRASSMENT 2","(null)","PATROL BORO MAN NORTH","638","HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2023-06-23T00:00:00.000","(null)","25-44","BLACK","M",,"25-44","BLACK","F","1000158","236905","40.816913","-73.942526","(40.816913, -73.942526)","POINT (-73.942526 40.816913)"
"269597193","17","MANHATTAN","2022-12-20T00:00:00.000","00:01:00","2023-05-05T00:00:00.000","23:59:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO MAN SOUTH","430","LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED","RESIDENCE - APT. HOUSE","2023-06-09T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"45-64","WHITE","M","989488","211580","40.747415","-73.981096","(40.747415, -73.981096)","POINT (-73.981096 40.747415)"
"261276151","78","BROOKLYN","2022-12-30T00:00:00.000","22:40:00","2022-12-30T00:00:00.000","22:50:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","344","MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","(null)","PATROL BORO BKLYN SOUTH","101","ASSAULT 3","COMMERCIAL BUILDING","2023-01-02T00:00:00.000","(null)","25-44","BLACK","U",,"18-24","WHITE HISPANIC","M","991224","188218","40.683291","-73.974852","(40.683291, -73.974852)","POINT (-73.974852 40.683291)"
"261260150","28","MANHATTAN","2023-01-01T00:00:00.000","21:00:00","2023-01-01T00:00:00.000","21:48:00","COMPLETED","(null)","30582","2","N.Y. HOUSING POLICE","359","MISDEMEANOR","INSIDE","OFFENSES AGAINST PUBLIC ADMINI","(null)","PATROL BORO MAN NORTH","749","VIOLATION OF ORDER OF PROTECTI","RESIDENCE - PUBLIC HOUSING","2023-01-02T00:00:00.000","(null)","25-44","BLACK","M",,"25-44","BLACK","F","997433","232215","40.804044","-73.952379","(40.804044, -73.952379)","POINT (-73.952379 40.804044)"
"261612276","108","QUEENS","2022-12-31T00:00:00.000","10:00:00",,"(null)","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","FRONT OF","PETIT LARCENY","(null)","PATROL BORO QUEENS NORTH","349","LARCENY,PETIT OF LICENSE PLATE","STREET","2023-01-07T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"45-64","BLACK","M","1002504","207643","40.736592","-73.93413","(40.736592, -73.93413)","POINT (-73.93413 40.736592)"
"262280039","62","BROOKLYN","2023-01-01T00:00:00.000","07:00:00","2023-01-20T00:00:00.000","07:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO BKLYN SOUTH","422","LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)","RESIDENCE-HOUSE","2023-01-21T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"25-44","ASIAN / PACIFIC ISLANDER","M","989542","161241","40.609245","-73.980937","(40.609245, -73.980937)","POINT (-73.980937 40.609245)"
"267823504","14","MANHATTAN","2022-07-13T00:00:00.000","00:01:00","2023-04-14T00:00:00.000","00:01:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO MAN SOUTH","422","LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)","RESIDENCE - APT. HOUSE","2023-05-05T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"25-44","BLACK HISPANIC","M","988840","213570","40.752876","-73.983433","(40.752876, -73.983433)","POINT (-73.983433 40.752876)"
"261253741","47","BRONX","2022-06-01T00:00:00.000","09:00:00","2023-01-02T00:00:00.000","09:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO BRONX","338","LARCENY,PETIT FROM BUILDING,UN","RESIDENCE - APT. HOUSE","2023-01-02T00:00:00.000","(null)","UNKNOWN","BLACK","M",,"45-64","BLACK","F","1024693","261680","40.884835","-73.853738","(40.884835, -73.853738)","POINT (-73.853738 40.884835)"
"261251458","24","MANHATTAN","2022-12-09T00:00:00.000","09:30:00","2022-12-13T00:00:00.000","09:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","(null)","PETIT LARCENY","(null)","PATROL BORO MAN NORTH","349","LARCENY,PETIT OF LICENSE PLATE","STREET","2023-01-02T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"25-44","WHITE","M","993369","229307","40.7960743128304","-73.9670667458109","(40.7960743128304, -73.9670667458109)","POINT (-73.9670667458109 40.7960743128304)"
"261199130","18","MANHATTAN","2022-12-31T00:00:00.000","22:00:00","2022-12-31T00:00:00.000","22:05:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","(null)","GRAND LARCENY","(null)","PATROL BORO MAN SOUTH","406","LARCENY,GRAND FROM PERSON, BAG OPEN/DIP","STREET","2023-01-01T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"18-24","WHITE","F","987595","216089","40.75979018","-73.98792558","(40.75979018, -73.98792558)","POINT (-73.98792558 40.75979018)"
"265828550","43","BRONX","2022-11-16T00:00:00.000","10:00:00","2023-03-29T00:00:00.000","09:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","341","MISDEMEANOR","INSIDE","PETIT LARCENY","(null)","PATROL BORO BRONX","349","LARCENY,PETIT OF LICENSE PLATE","RESIDENCE-HOUSE","2023-03-29T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"25-44","BLACK","M","1020048","242979","40.833525","-73.870637","(40.833525, -73.870637)","POINT (-73.870637 40.833525)"
"262715787","13","MANHATTAN","2021-10-06T00:00:00.000","00:00:00","2023-01-12T00:00:00.000","14:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO MAN SOUTH","420","LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT","RESIDENCE-HOUSE","2023-01-30T00:00:00.000","(null)","UNKNOWN","UNKNOWN","U",,"25-44","WHITE","M","988734","207386","40.735904","-73.983817","(40.735904, -73.983817)","POINT (-73.983817 40.735904)"
"261579430","1","MANHATTAN","2022-12-30T00:00:00.000","20:00:00","2022-12-31T00:00:00.000","02:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","106","FELONY","INSIDE","FELONY ASSAULT","(null)","PATROL BORO MAN SOUTH","109","ASSAULT 2,1,UNCLASSIFIED","RESIDENCE - APT. HOUSE","2023-01-08T00:00:00.000","(null)","-953","WHITE","M",,"45-64","WHITE","F","983941","204033","40.726702","-74.001113","(40.726702, -74.001113)","POINT (-74.001113 40.726702)"
"263587107","14","MANHATTAN","2022-09-01T00:00:00.000","12:00:00","2022-12-01T00:00:00.000","12:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","109","FELONY","INSIDE","GRAND LARCENY","(null)","PATROL BORO MAN SOUTH","407","LARCENY,GRAND BY DISHONEST EMP","COMMERCIAL BUILDING","2023-02-14T00:00:00.000","(null)","25-44","WHITE","F",,"UNKNOWN","UNKNOWN","D","987211","214471","40.75535","-73.989309","(40.75535, -73.989309)","POINT (-73.989309 40.75535)"
"261205546","81","BROOKLYN","2023-01-01T00:00:00.000","16:40:00","2023-01-01T00:00:00.000","16:45:00","COMPLETED","(null)","450","2","N.Y. HOUSING POLICE","105","FELONY","FRONT OF","ROBBERY","(null)","PATROL BORO BKLYN NORTH","386","ROBBERY,PERSONAL ELECTRONIC DEVICE","RESIDENCE - PUBLIC HOUSING","2023-01-01T00:00:00.000","(null)","18-24","BLACK","F",,"25-44","BLACK","F","1005283","187666","40.681753","-73.924165","(40.681753, -73.924165)","POINT (-73.924165 40.681753)"
"264680253","108","QUEENS","2021-10-17T00:00:00.000","19:00:00","2021-10-18T00:00:00.000","02:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","104","FELONY","INSIDE","RAPE","(null)","PATROL BORO QUEENS NORTH","157","RAPE 1","RESIDENCE - APT. HOUSE","2023-03-02T00:00:00.000","(null)","25-44","ASIAN / PACIFIC ISLANDER","M",,"25-44","ASIAN / PACIFIC ISLANDER","F","996424","210017","40.7431245994984","-73.9560680726795","(40.7431245994984, -73.9560680726795)","POINT (-73.9560680726795 40.7431245994984)"
