"hvfhs_license_num","dispatching_base_num","pickup_datetime","dropoff_datetime","pulocationid","dolocationid","sr_flag"
"HV0003","B02765","2021-07-31T23:58:52.000","2021-08-01T00:31:52.000","148","265",
"HV0003","B02887","2021-07-31T23:58:52.000","2021-08-01T00:10:42.000","49","40",
"HV0003","B02875","2021-07-31T23:58:52.000","2021-08-01T00:19:50.000","177","222",
"HV0003","B02869","2021-07-31T23:58:52.000","2021-08-01T00:20:35.000","61","76",
"HV0005","B02510","2021-07-31T23:58:52.000","2021-08-01T00:23:12.000","151","224",
"HV0003","B02877","2021-07-31T23:58:51.000","2021-08-01T00:11:52.000","145","255",
"HV0003","B02871","2021-07-31T23:58:51.000","2021-08-01T00:11:21.000","17","157",
"HV0005","B02510","2021-07-31T23:58:51.000","2021-08-01T00:13:14.000","20","147",
"HV0003","B02617","2021-07-31T23:58:51.000","2021-08-01T00:26:44.000","231","7",
"HV0003","B02764","2021-07-31T23:58:51.000","2021-08-01T00:05:56.000","21","22",
"HV0003","B02887","2021-07-31T23:58:51.000","2021-08-01T00:20:19.000","255","17",
"HV0003","B02880","2021-07-31T23:58:51.000","2021-08-01T00:06:16.000","113","164",
"HV0003","B02835","2021-07-31T23:58:50.000","2021-08-01T00:21:50.000","262","95",
"HV0003","B02882","2021-07-31T23:58:50.000","2021-08-01T00:07:10.000","189","65",
"HV0003","B02764","2021-07-31T23:58:50.000","2021-08-01T00:04:08.000","90","68",
"HV0003","B02682","2021-07-31T23:58:50.000","2021-08-01T00:18:51.000","39","89",
"HV0005","B02510","2021-07-31T23:58:50.000","2021-08-01T00:27:59.000","138","164",
"HV0003","B02871","2021-07-31T23:58:50.000","2021-08-01T00:08:08.000","160","82",
"HV0003","B02883","2021-07-31T23:58:50.000","2021-08-01T00:22:59.000","225","255",
"HV0003","B02880","2021-07-31T23:58:50.000","2021-08-01T00:15:26.000","226","232",
"HV0003","B02765","2021-07-31T23:58:50.000","2021-08-01T00:08:26.000","7","145",
"HV0005","B02510","2021-07-31T23:58:49.000","2021-08-01T00:16:32.000","239","127",
"HV0003","B02764","2021-07-31T23:58:49.000","2021-08-01T00:16:37.000","232","80",
"HV0003","B02869","2021-07-31T23:58:49.000","2021-08-01T00:13:17.000","241","78",
"HV0003","B02864","2021-07-31T23:58:49.000","2021-08-01T00:00:36.000","164","164",
"HV0005","B02510","2021-07-31T23:58:49.000","2021-08-01T00:17:02.000","39","71",
"HV0003","B02835","2021-07-31T23:58:49.000","2021-08-01T00:19:59.000","145","45",
"HV0003","B02867","2021-07-31T23:58:49.000","2021-08-01T00:24:32.000","209","50",
"HV0003","B02872","2021-07-31T23:58:49.000","2021-08-01T00:04:06.000","235","169",
"HV0003","B02872","2021-07-31T23:58:49.000","2021-08-01T00:25:54.000","215","91",
"HV0005","B02510","2021-07-31T23:58:48.000","2021-08-01T00:33:39.000","254","100",
"HV0003","B02764","2021-07-31T23:58:48.000","2021-08-01T00:35:58.000","156","17",
"HV0005","B02510","2021-07-31T23:58:48.000","2021-08-01T00:32:15.000","246","71",
"HV0003","B02864","2021-07-31T23:58:48.000","2021-08-01T00:14:38.000","177","36",
"HV0003","B02876","2021-07-31T23:58:48.000","2021-08-01T00:09:30.000","79","140",
"HV0003","B02617","2021-07-31T23:58:48.000","2021-08-01T00:18:00.000","37","76",
"HV0003","B02880","2021-07-31T23:58:48.000","2021-08-01T00:40:52.000","248","117",
"HV0005","B02510","2021-07-31T23:58:48.000","2021-08-01T00:11:40.000","79","263",
"HV0005","B02510","2021-07-31T23:58:48.000","2021-08-01T00:19:42.000","230","42",
"HV0003","B02682","2021-07-31T23:58:47.000","2021-08-01T00:13:36.000","254","168",
"HV0003","B02867","2021-07-31T23:58:46.000","2021-08-01T00:07:46.000","170","234",
"HV0005","B02510","2021-07-31T23:58:46.000","2021-08-01T00:17:25.000","50","231",
"HV0003","B02878","2021-07-31T23:58:46.000","2021-08-01T00:08:45.000","256","17",
"HV0003","B02872","2021-07-31T23:58:46.000","2021-08-01T00:12:08.000","188","91",
"HV0005","B02510","2021-07-31T23:58:46.000","2021-08-01T00:19:58.000","208","197",
"HV0003","B02877","2021-07-31T23:58:46.000","2021-08-01T00:34:10.000","76","174",
"HV0003","B02764","2021-07-31T23:58:46.000","2021-08-01T00:29:32.000","193","126",
"HV0003","B02882","2021-07-31T23:58:46.000","2021-08-01T00:31:33.000","148","71",
"HV0003","B02869","2021-07-31T23:58:46.000","2021-08-01T00:07:31.000","120","243",
"HV0005","B02510","2021-07-31T23:58:46.000","2021-08-01T00:14:35.000","24","244",
"HV0003","B02765","2021-07-31T23:58:46.000","2021-08-01T00:13:13.000","162","249",
"HV0003","B02866","2021-07-31T23:58:46.000","2021-08-01T00:26:45.000","63","7",
"HV0003","B02836","2021-07-31T23:58:46.000","2021-08-01T00:21:05.000","121","75",
"HV0005","B02510","2021-07-31T23:58:46.000","2021-08-01T00:11:29.000","236","137",
"HV0003","B02869","2021-07-31T23:58:45.000","2021-08-01T00:12:16.000","213","51",
"HV0005","B02510","2021-07-31T23:58:45.000","2021-08-01T00:11:53.000","35","39",
"HV0005","B02510","2021-07-31T23:58:45.000","2021-08-01T00:11:53.000","80","148",
"HV0003","B02882","2021-07-31T23:58:45.000","2021-08-01T00:08:18.000","233","230",
"HV0005","B02510","2021-07-31T23:58:45.000","2021-08-01T00:25:32.000","113","255",
"HV0003","B02872","2021-07-31T23:58:45.000","2021-08-01T00:17:23.000","255","107",
"HV0005","B02510","2021-07-31T23:58:45.000","2021-08-01T00:07:17.000","17","62",
"HV0003","B02835","2021-07-31T23:58:45.000","2021-08-01T00:23:24.000","90","168",
"HV0003","B02682","2021-07-31T23:58:45.000","2021-08-01T00:03:26.000","155","91",
"HV0005","B02510","2021-07-31T23:58:44.000","2021-08-01T00:20:04.000","52","112",
"HV0003","B02872","2021-07-31T23:58:44.000","2021-08-01T00:18:37.000","80","82",
"HV0003","B02764","2021-07-31T23:58:44.000","2021-08-01T00:05:36.000","211","148",
"HV0003","B02872","2021-07-31T23:58:44.000","2021-08-01T00:12:07.000","197","130",
"HV0005","B02510","2021-07-31T23:58:44.000","2021-08-01T00:11:20.000","227","25",
"HV0005","B02510","2021-07-31T23:58:44.000","2021-08-01T00:05:02.000","225","256",
"HV0003","B02764","2021-07-31T23:58:44.000","2021-08-01T00:19:04.000","263","242",
"HV0005","B02510","2021-07-31T23:58:44.000","2021-08-01T00:05:34.000","242","185",
"HV0003","B02871","2021-07-31T23:58:43.000","2021-08-01T00:27:12.000","256","142",
"HV0003","B02877","2021-07-31T23:58:43.000","2021-08-01T00:10:29.000","79","45",
"HV0003","B02877","2021-07-31T23:58:43.000","2021-08-01T00:18:43.000","188","77",
"HV0003","B02889","2021-07-31T23:58:43.000","2021-08-01T00:08:48.000","254","18",
"HV0003","B02880","2021-07-31T23:58:43.000","2021-08-01T00:10:26.000","61","97",
"HV0003","B02889","2021-07-31T23:58:43.000","2021-08-01T00:09:53.000","33","65",
"HV0003","B02875","2021-07-31T23:58:43.000","2021-08-01T00:34:30.000","170","76",
"HV0005","B02510","2021-07-31T23:58:43.000","2021-08-01T00:32:36.000","147","100",
"HV0005","B02510","2021-07-31T23:58:43.000","2021-08-01T00:11:52.000","229","234",
"HV0003","B02865","2021-07-31T23:58:43.000","2021-08-01T00:04:00.000","229","137",
"HV0005","B02510","2021-07-31T23:58:43.000","2021-08-01T00:18:37.000","223","107",
"HV0003","B02888","2021-07-31T23:58:43.000","2021-08-01T00:16:40.000","234","263",
"HV0005","B02510","2021-07-31T23:58:42.000","2021-08-01T00:14:26.000","130","191",
"HV0003","B02835","2021-07-31T23:58:42.000","2021-08-01T00:18:04.000","7","244",
"HV0003","B02869","2021-07-31T23:58:42.000","2021-08-01T00:13:42.000","79","164",
"HV0005","B02510","2021-07-31T23:58:42.000","2021-08-01T00:03:55.000","247","69",
"HV0003","B02877","2021-07-31T23:58:42.000","2021-08-01T00:09:08.000","149","123",
"HV0003","B02682","2021-07-31T23:58:42.000","2021-08-01T00:16:25.000","189","85",
"HV0003","B02882","2021-07-31T23:58:42.000","2021-08-01T00:16:07.000","112","164",
"HV0003","B02764","2021-07-31T23:58:42.000","2021-08-01T00:18:57.000","66","158",
"HV0003","B02865","2021-07-31T23:58:41.000","2021-08-01T00:12:20.000","87","158",
"HV0003","B02871","2021-07-31T23:58:41.000","2021-08-01T00:09:37.000","186","230",
"HV0003","B02867","2021-07-31T23:58:41.000","2021-08-01T00:03:30.000","125","231",
"HV0003","B02869","2021-07-31T23:58:41.000","2021-08-01T00:14:11.000","243","75",
"HV0005","B02510","2021-07-31T23:58:41.000","2021-08-01T00:09:52.000","203","10",
"HV0003","B02835","2021-07-31T23:58:41.000","2021-08-01T00:31:04.000","234","89",
"HV0003","B02875","2021-07-31T23:58:41.000","2021-08-01T00:26:48.000","113","41",
"HV0003","B02617","2021-07-31T23:58:41.000","2021-08-01T00:07:46.000","20","126",
"HV0003","B02871","2021-07-31T23:58:41.000","2021-08-01T00:27:23.000","138","61",
"HV0003","B02869","2021-07-31T23:58:41.000","2021-08-01T00:11:16.000","13","140",
"HV0005","B02510","2021-07-31T23:58:41.000","2021-08-01T00:07:50.000","198","37",
"HV0003","B02888","2021-07-31T23:58:41.000","2021-08-01T00:10:43.000","56","129",
"HV0003","B02764","2021-07-31T23:58:41.000","2021-08-01T00:14:39.000","82","53",
"HV0003","B02875","2021-07-31T23:58:40.000","2021-08-01T00:15:24.000","56","216",
"HV0003","B02764","2021-07-31T23:58:40.000","2021-08-01T00:19:46.000","236","265",
"HV0003","B02765","2021-07-31T23:58:40.000","2021-08-01T00:31:15.000","246","80",
"HV0005","B02510","2021-07-31T23:58:40.000","2021-08-01T00:18:47.000","71","177",
"HV0003","B02869","2021-07-31T23:58:40.000","2021-08-01T00:09:30.000","181","189",
"HV0005","B02510","2021-07-31T23:58:40.000","2021-08-01T00:09:21.000","230","68",
"HV0003","B02875","2021-07-31T23:58:40.000","2021-08-01T00:02:20.000","213","250",
"HV0003","B02764","2021-07-31T23:58:40.000","2021-08-01T00:32:16.000","234","81",
"HV0003","B02765","2021-07-31T23:58:40.000","2021-08-01T00:09:26.000","247","235",
"HV0003","B02764","2021-07-31T23:58:40.000","2021-08-01T00:02:41.000","259","254",
"HV0003","B02872","2021-07-31T23:58:40.000","2021-08-01T00:06:15.000","258","63",
"HV0003","B02866","2021-07-31T23:58:40.000","2021-08-01T00:24:11.000","79","151",
"HV0005","B02510","2021-07-31T23:58:40.000","2021-08-01T00:44:15.000","238","66",
"HV0003","B02872","2021-07-31T23:58:40.000","2021-08-01T00:07:38.000","69","47",
"HV0003","B02764","2021-07-31T23:58:40.000","2021-08-01T00:02:36.000","164","234",
"HV0003","B02875","2021-07-31T23:58:39.000","2021-08-01T00:15:17.000","164","33",
"HV0003","B02875","2021-07-31T23:58:39.000","2021-08-01T00:37:53.000","7","17",
"HV0005","B02510","2021-07-31T23:58:39.000","2021-08-01T00:19:30.000","148","42",
"HV0005","B02510","2021-07-31T23:58:39.000","2021-08-01T00:03:36.000","61","17",
"HV0005","B02510","2021-07-31T23:58:39.000","2021-08-01T00:16:16.000","55","39",
"HV0005","B02510","2021-07-31T23:58:39.000","2021-08-01T00:07:19.000","72","77",
"HV0003","B02764","2021-07-31T23:58:39.000","2021-08-01T00:01:19.000","166","166",
"HV0003","B02875","2021-07-31T23:58:38.000","2021-08-01T00:06:25.000","79","234",
"HV0005","B02510","2021-07-31T23:58:38.000","2021-08-01T00:11:52.000","170","79",
"HV0003","B02879","2021-07-31T23:58:38.000","2021-08-01T00:26:51.000","232","188",
"HV0003","B02395","2021-07-31T23:58:38.000","2021-08-01T00:03:26.000","245","206",
"HV0003","B02764","2021-07-31T23:58:38.000","2021-08-01T00:14:37.000","256","36",
"HV0005","B02510","2021-07-31T23:58:38.000","2021-08-01T00:23:56.000","196","61",
"HV0003","B02871","2021-07-31T23:58:38.000","2021-08-01T00:04:22.000","260","226",
"HV0003","B02765","2021-07-31T23:58:38.000","2021-08-01T00:33:32.000","255","3",
"HV0003","B02764","2021-07-31T23:58:38.000","2021-08-01T00:19:37.000","48","168",
"HV0003","B02884","2021-07-31T23:58:38.000","2021-08-01T00:15:40.000","76","10",
"HV0003","B02887","2021-07-31T23:58:37.000","2021-08-01T00:38:13.000","132","243",
"HV0003","B02875","2021-07-31T23:58:37.000","2021-08-01T00:03:52.000","7","260",
"HV0005","B02510","2021-07-31T23:58:37.000","2021-08-01T00:27:35.000","21","206",
"HV0003","B02835","2021-07-31T23:58:37.000","2021-08-01T00:20:16.000","80","79",
"HV0005","B02510","2021-07-31T23:58:37.000","2021-08-01T00:15:29.000","90","261",
"HV0003","B02764","2021-07-31T23:58:37.000","2021-08-01T00:10:35.000","116","167",
"HV0003","B02765","2021-07-31T23:58:37.000","2021-08-01T00:04:56.000","234","164",
"HV0005","B02510","2021-07-31T23:58:37.000","2021-08-01T00:20:54.000","48","88",
"HV0003","B02869","2021-07-31T23:58:37.000","2021-08-01T00:27:16.000","148","265",
"HV0005","B02510","2021-07-31T23:58:37.000","2021-08-01T00:20:45.000","144","246",
"HV0003","B02875","2021-07-31T23:58:37.000","2021-08-01T00:10:37.000","78","247",
"HV0003","B02866","2021-07-31T23:58:36.000","2021-08-01T00:06:40.000","170","186",
"HV0005","B02510","2021-07-31T23:58:36.000","2021-08-01T00:11:52.000","148","170",
"HV0003","B02876","2021-07-31T23:58:36.000","2021-08-01T00:02:23.000","262","141",
"HV0003","B02866","2021-07-31T23:58:36.000","2021-08-01T00:09:23.000","237","230",
"HV0003","B02682","2021-07-31T23:58:36.000","2021-08-01T00:19:44.000","230","211",
"HV0003","B02869","2021-07-31T23:58:36.000","2021-08-01T00:04:07.000","61","85",
"HV0003","B02764","2021-07-31T23:58:35.000","2021-08-01T00:06:28.000","40","66",
"HV0003","B02875","2021-07-31T23:58:35.000","2021-08-01T00:05:16.000","76","258",
"HV0003","B02765","2021-07-31T23:58:35.000","2021-08-01T00:12:30.000","97","80",
"HV0005","B02510","2021-07-31T23:58:35.000","2021-08-01T00:19:28.000","255","37",
"HV0003","B02878","2021-07-31T23:58:35.000","2021-08-01T00:20:03.000","61","87",
"HV0003","B02871","2021-07-31T23:58:34.000","2021-08-01T00:05:36.000","216","216",
"HV0003","B02765","2021-07-31T23:58:34.000","2021-08-01T00:18:02.000","49","133",
"HV0003","B02882","2021-07-31T23:58:34.000","2021-08-01T00:42:08.000","36","265",
"HV0003","B02878","2021-07-31T23:58:34.000","2021-08-01T00:31:24.000","37","230",
"HV0003","B02872","2021-07-31T23:58:34.000","2021-08-01T00:07:44.000","41","42",
"HV0003","B02835","2021-07-31T23:58:34.000","2021-08-01T00:13:03.000","234","163",
"HV0003","B02864","2021-07-31T23:58:33.000","2021-08-01T00:05:15.000","51","183",
"HV0003","B02764","2021-07-31T23:58:33.000","2021-08-01T00:06:20.000","83","82",
"HV0003","B02867","2021-07-31T23:58:33.000","2021-08-01T00:12:54.000","114","246",
"HV0003","B02764","2021-07-31T23:58:33.000","2021-08-01T00:06:18.000","225","225",
"HV0003","B02879","2021-07-31T23:58:33.000","2021-08-01T00:14:27.000","65","181",
"HV0003","B02889","2021-07-31T23:58:33.000","2021-08-01T00:14:12.000","66","25",
"HV0003","B02764","2021-07-31T23:58:33.000","2021-08-01T00:04:18.000","89","91",
"HV0003","B02835","2021-07-31T23:58:32.000","2021-08-01T00:28:10.000","164","265",
"HV0003","B02876","2021-07-31T23:58:32.000","2021-08-01T00:25:12.000","126","69",
"HV0005","B02510","2021-07-31T23:58:32.000","2021-08-01T00:23:31.000","95","141",
"HV0003","B02764","2021-07-31T23:58:32.000","2021-08-01T00:12:52.000","145","140",
"HV0005","B02510","2021-07-31T23:58:32.000","2021-08-01T00:07:33.000","90","163",
"HV0003","B02871","2021-07-31T23:58:32.000","2021-08-01T00:11:53.000","181","17",
"HV0005","B02510","2021-07-31T23:58:32.000","2021-08-01T00:04:27.000","14","228",
"HV0005","B02510","2021-07-31T23:58:32.000","2021-08-01T00:23:04.000","146","192",
"HV0003","B02884","2021-07-31T23:58:32.000","2021-08-01T00:19:59.000","44","109",
"HV0003","B02875","2021-07-31T23:58:32.000","2021-08-01T00:11:15.000","174","235",
"HV0005","B02510","2021-07-31T23:58:31.000","2021-08-01T00:21:01.000","80","181",
"HV0005","B02510","2021-07-31T23:58:31.000","2021-08-01T00:04:45.000","17","17",
"HV0005","B02510","2021-07-31T23:58:31.000","2021-08-01T00:15:38.000","79","49",
"HV0003","B02877","2021-07-31T23:58:31.000","2021-08-01T00:27:44.000","230","17",
"HV0003","B02878","2021-07-31T23:58:31.000","2021-08-01T00:22:57.000","163","148",
"HV0003","B02682","2021-07-31T23:58:31.000","2021-08-01T00:13:28.000","196","129",
"HV0003","B02887","2021-07-31T23:58:31.000","2021-08-01T00:19:27.000","216","83",
"HV0003","B02617","2021-07-31T23:58:31.000","2021-08-01T00:15:39.000","181","67",
"HV0003","B02866","2021-07-31T23:58:31.000","2021-08-01T00:14:50.000","62","80",
"HV0003","B02765","2021-07-31T23:58:31.000","2021-08-01T00:13:11.000","145","223",
"HV0005","B02510","2021-07-31T23:58:31.000","2021-08-01T00:06:37.000","74","75",
"HV0003","B02869","2021-07-31T23:58:31.000","2021-08-01T00:16:33.000","80","17",
"HV0003","B02875","2021-07-31T23:58:31.000","2021-08-01T00:10:43.000","61","71",
"HV0003","B02875","2021-07-31T23:58:30.000","2021-08-01T00:14:07.000","136","235",
"HV0003","B02869","2021-07-31T23:58:30.000","2021-08-01T00:14:28.000","256","148",
"HV0005","B02510","2021-07-31T23:58:30.000","2021-08-01T00:07:07.000","223","179",
"HV0003","B02872","2021-07-31T23:58:30.000","2021-08-01T00:07:36.000","137","186",
"HV0003","B02617","2021-07-31T23:58:29.000","2021-08-01T00:17:28.000","256","79",
"HV0003","B02889","2021-07-31T23:58:29.000","2021-08-01T00:20:27.000","188","76",
"HV0003","B02883","2021-07-31T23:58:29.000","2021-08-01T00:14:09.000","233","249",
"HV0003","B02872","2021-07-31T23:58:29.000","2021-08-01T00:08:23.000","42","119",
"HV0005","B02510","2021-07-31T23:58:29.000","2021-08-01T00:14:30.000","75","212",
"HV0003","B02765","2021-07-31T23:58:28.000","2021-08-01T00:04:17.000","136","241",
"HV0003","B02889","2021-07-31T23:58:28.000","2021-08-01T00:10:45.000","88","33",
"HV0003","B02765","2021-07-31T23:58:28.000","2021-08-01T00:27:24.000","233","230",
"HV0003","B02875","2021-07-31T23:58:28.000","2021-08-01T00:15:36.000","258","35",
"HV0003","B02764","2021-07-31T23:58:28.000","2021-08-01T00:20:38.000","263","48",
"HV0003","B02880","2021-07-31T23:58:28.000","2021-08-01T00:13:35.000","76","76",
"HV0005","B02510","2021-07-31T23:58:28.000","2021-08-01T00:14:34.000","189","256",
"HV0005","B02510","2021-07-31T23:58:28.000","2021-08-01T00:12:13.000","198","112",
"HV0003","B02872","2021-07-31T23:58:28.000","2021-08-01T00:09:51.000","51","182",
"HV0003","B02866","2021-07-31T23:58:28.000","2021-08-01T00:15:11.000","256","145",
"HV0003","B02682","2021-07-31T23:58:28.000","2021-08-01T00:13:16.000","159","78",
"HV0003","B02866","2021-07-31T23:58:28.000","2021-08-01T00:10:30.000","93","95",
"HV0004","B02800","2021-07-31T23:58:27.000","2021-08-01T00:05:51.000","144","137","1"
"HV0003","B02872","2021-07-31T23:58:27.000","2021-08-01T00:04:39.000","170","170",
"HV0003","B02764","2021-07-31T23:58:27.000","2021-08-01T00:02:41.000","35","72",
"HV0003","B02512","2021-07-31T23:58:27.000","2021-08-01T00:02:09.000","196","82",
"HV0003","B02869","2021-07-31T23:58:27.000","2021-08-01T00:06:00.000","186","246",
"HV0005","B02510","2021-07-31T23:58:27.000","2021-08-01T00:16:42.000","255","17",
"HV0003","B02764","2021-07-31T23:58:27.000","2021-08-01T00:12:36.000","231","90",
"HV0003","B02887","2021-07-31T23:58:27.000","2021-08-01T00:28:30.000","52","163",
"HV0005","B02510","2021-07-31T23:58:27.000","2021-08-01T00:08:06.000","249","261",
"HV0003","B02875","2021-07-31T23:58:27.000","2021-08-01T00:19:22.000","235","3",
"HV0005","B02510","2021-07-31T23:58:26.000","2021-08-01T00:19:51.000","61","256",
"HV0005","B02510","2021-07-31T23:58:26.000","2021-08-01T00:17:30.000","256","198",
"HV0003","B02887","2021-07-31T23:58:26.000","2021-08-01T00:14:18.000","124","77",
"HV0005","B02510","2021-07-31T23:58:26.000","2021-08-01T00:07:08.000","162","107",
"HV0003","B02765","2021-07-31T23:58:26.000","2021-08-01T00:20:59.000","143","125",
"HV0003","B02872","2021-07-31T23:58:26.000","2021-08-01T00:18:30.000","33","188",
"HV0003","B02866","2021-07-31T23:58:26.000","2021-08-01T00:10:56.000","158","90",
"HV0005","B02510","2021-07-31T23:58:26.000","2021-08-01T00:07:27.000","189","181",
"HV0003","B02765","2021-07-31T23:58:26.000","2021-08-01T00:32:32.000","255","51",
"HV0003","B02887","2021-07-31T23:58:26.000","2021-08-01T00:03:30.000","39","91",
"HV0003","B02877","2021-07-31T23:58:26.000","2021-08-01T00:16:27.000","42","213",
"HV0005","B02510","2021-07-31T23:58:25.000","2021-08-01T00:18:39.000","148","48",
"HV0003","B02764","2021-07-31T23:58:25.000","2021-08-01T00:14:32.000","158","230",
"HV0003","B02682","2021-07-31T23:58:25.000","2021-08-01T00:14:13.000","66","113",
"HV0003","B02764","2021-07-31T23:58:25.000","2021-08-01T00:18:24.000","163","7",
"HV0003","B02864","2021-07-31T23:58:25.000","2021-08-01T00:13:01.000","144","246",
"HV0005","B02510","2021-07-31T23:58:25.000","2021-08-01T00:08:25.000","114","107",
"HV0005","B02510","2021-07-31T23:58:25.000","2021-08-01T00:15:42.000","94","243",
"HV0005","B02510","2021-07-31T23:58:25.000","2021-08-01T00:03:12.000","100","186",
"HV0003","B02882","2021-07-31T23:58:25.000","2021-08-01T00:22:21.000","148","48",
"HV0003","B02836","2021-07-31T23:58:25.000","2021-08-01T00:23:06.000","65","80",
"HV0003","B02875","2021-07-31T23:58:25.000","2021-08-01T00:45:25.000","4","213",
"HV0005","B02510","2021-07-31T23:58:24.000","2021-08-01T00:06:40.000","237","229",
"HV0003","B02872","2021-07-31T23:58:24.000","2021-08-01T00:06:44.000","114","137",
"HV0003","B02872","2021-07-31T23:58:24.000","2021-08-01T00:10:59.000","114","65",
"HV0003","B02764","2021-07-31T23:58:24.000","2021-08-01T00:27:47.000","76","80",
"HV0003","B02884","2021-07-31T23:58:24.000","2021-08-01T00:10:55.000","189","62",
"HV0003","B02835","2021-07-31T23:58:24.000","2021-08-01T00:06:58.000","33","65",
"HV0003","B02882","2021-07-31T23:58:24.000","2021-08-01T00:22:17.000","138","265",
"HV0003","B02617","2021-07-31T23:58:24.000","2021-08-01T00:07:22.000","198","177",
"HV0003","B02764","2021-07-31T23:58:24.000","2021-08-01T00:41:02.000","55","263",
"HV0003","B02883","2021-07-31T23:58:23.000","2021-08-01T00:10:44.000","85","257",
"HV0003","B02867","2021-07-31T23:58:23.000","2021-08-01T00:13:48.000","79","186",
"HV0005","B02510","2021-07-31T23:58:23.000","2021-08-01T00:09:14.000","189","188",
"HV0003","B02872","2021-07-31T23:58:23.000","2021-08-01T00:04:52.000","210","210",
"HV0003","B02764","2021-07-31T23:58:23.000","2021-08-01T00:05:40.000","114","231",
"HV0003","B02872","2021-07-31T23:58:23.000","2021-08-01T00:25:14.000","49","229",
"HV0003","B02835","2021-07-31T23:58:22.000","2021-08-01T00:14:20.000","125","66",
"HV0003","B02764","2021-07-31T23:58:22.000","2021-08-01T00:13:00.000","133","21",
"HV0003","B02884","2021-07-31T23:58:22.000","2021-08-01T00:12:06.000","61","17",
"HV0003","B02871","2021-07-31T23:58:22.000","2021-08-01T00:28:23.000","138","127",
"HV0003","B02765","2021-07-31T23:58:22.000","2021-08-01T00:10:49.000","142","74",
"HV0003","B02682","2021-07-31T23:58:22.000","2021-08-01T00:03:41.000","51","81",
"HV0003","B02764","2021-07-31T23:58:22.000","2021-08-01T00:12:14.000","167","60",
"HV0003","B02764","2021-07-31T23:58:22.000","2021-08-01T00:08:29.000","17","37",
"HV0005","B02510","2021-07-31T23:58:21.000","2021-08-01T00:12:59.000","68","249",
"HV0003","B02617","2021-07-31T23:58:21.000","2021-08-01T00:15:41.000","231","79",
"HV0003","B02764","2021-07-31T23:58:21.000","2021-08-01T00:04:31.000","91","89",
"HV0003","B02884","2021-07-31T23:58:21.000","2021-08-01T00:08:04.000","186","125",
"HV0003","B02875","2021-07-31T23:58:21.000","2021-08-01T00:32:55.000","256","238",
"HV0003","B02764","2021-07-31T23:58:21.000","2021-08-01T00:17:25.000","62","80",
"HV0003","B02884","2021-07-31T23:58:21.000","2021-08-01T00:11:00.000","194","147",
"HV0003","B02883","2021-07-31T23:58:20.000","2021-08-01T00:04:56.000","112","255",
"HV0005","B02510","2021-07-31T23:58:20.000","2021-08-01T00:18:00.000","148","49",
"HV0003","B02866","2021-07-31T23:58:20.000","2021-08-01T00:17:20.000","61","89",
"HV0003","B02764","2021-07-31T23:58:20.000","2021-08-01T00:02:31.000","61","225",
"HV0005","B02510","2021-07-31T23:58:20.000","2021-08-01T00:18:22.000","234","97",
"HV0003","B02682","2021-07-31T23:58:20.000","2021-08-01T00:14:10.000","159","78",
"HV0003","B02764","2021-07-31T23:58:20.000","2021-08-01T00:07:38.000","158","68",
"HV0003","B02875","2021-07-31T23:58:20.000","2021-08-01T00:20:34.000","112","142",
"HV0005","B02510","2021-07-31T23:58:20.000","2021-08-01T00:20:08.000","114","238",
"HV0005","B02510","2021-07-31T23:58:20.000","2021-08-01T00:02:50.000","37","37",
"HV0003","B02872","2021-07-31T23:58:20.000","2021-08-01T00:39:49.000","164","265",
"HV0003","B02872","2021-07-31T23:58:20.000","2021-08-01T00:03:51.000","259","265",
"HV0005","B02510","2021-07-31T23:58:19.000","2021-08-01T00:24:39.000","37","76",
"HV0003","B02883","2021-07-31T23:58:19.000","2021-08-01T00:03:54.000","36","198",
"HV0005","B02510","2021-07-31T23:58:19.000","2021-08-01T00:15:56.000","17","112",
"HV0003","B02866","2021-07-31T23:58:19.000","2021-08-01T00:09:17.000","129","7",
"HV0003","B02880","2021-07-31T23:58:19.000","2021-08-01T00:03:54.000","201","201",
"HV0003","B02872","2021-07-31T23:58:19.000","2021-08-01T00:00:58.000","223","223",
"HV0003","B02617","2021-07-31T23:58:19.000","2021-08-01T00:08:12.000","226","80",
"HV0003","B02764","2021-07-31T23:58:19.000","2021-08-01T00:07:45.000","113","79",
"HV0005","B02510","2021-07-31T23:58:19.000","2021-08-01T00:19:33.000","80","25",
"HV0003","B02764","2021-07-31T23:58:19.000","2021-08-01T00:13:37.000","168","42",
"HV0003","B02866","2021-07-31T23:58:19.000","2021-08-01T00:06:53.000","169","18",
"HV0003","B02888","2021-07-31T23:58:18.000","2021-08-01T00:16:59.000","72","76",
"HV0003","B02866","2021-07-31T23:58:18.000","2021-08-01T00:10:52.000","256","65",
"HV0003","B02682","2021-07-31T23:58:18.000","2021-08-01T00:13:04.000","142","68",
"HV0003","B02866","2021-07-31T23:58:18.000","2021-08-01T00:18:34.000","225","77",
"HV0005","B02510","2021-07-31T23:58:18.000","2021-08-01T00:27:00.000","42","37",
"HV0003","B02866","2021-07-31T23:58:18.000","2021-08-01T00:10:55.000","211","50",
"HV0003","B02884","2021-07-31T23:58:18.000","2021-08-01T00:01:32.000","89","89",
"HV0003","B02866","2021-07-31T23:58:18.000","2021-08-01T00:14:54.000","138","60",
"HV0005","B02510","2021-07-31T23:58:18.000","2021-08-01T00:29:53.000","181","223",
