"oid","blockcode","geo_id","bctcb2010","borocode","nta_code","nta_name","borough","puma","maximum_residential_broadband","residential_isp_count_by","commerical_fiber_count_by"
"513","360050093006012","360050093006","20093006012","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"514","360050093006013","360050093006","20093006013","2","BX27","Hunts Point","Bronx","3710","940","2","3"
"515","360050093006014","360050093006","20093006014","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"516","360050093006015","360050093006","20093006015","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"517","360050093006016","360050093006","20093006016","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"518","360050093006017","360050093006","20093006017","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"519","360050093006018","360050093006","20093006018","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"520","360050093006019","360050093006","20093006019","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"521","360050093006020","360050093006","20093006020","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"522","360050093006021","360050093006","20093006021","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"523","360050093006022","360050093006","20093006022","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"524","360050093006023","360050093006","20093006023","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"525","360050093006024","360050093006","20093006024","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"526","360050093006025","360050093006","20093006025","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"527","360050093006026","360050093006","20093006026","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"528","360050093006027","360050093006","20093006027","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"529","360050093006028","360050093006","20093006028","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"530","360050093006029","360050093006","20093006029","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"531","360050093006030","360050093006","20093006030","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"532","360050093006031","360050093006","20093006031","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"533","360050093006032","360050093006","20093006032","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"534","360050093006033","360050093006","20093006033","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"535","360050093006034","360050093006","20093006034","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"536","360050093006035","360050093006","20093006035","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"537","360050093006036","360050093006","20093006036","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"538","360050093006038","360050093006","20093006038","2","BX27","Hunts Point","Bronx","3710","940","1","2"
"539","360050115021016","360050115021","20115021016","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"540","360050115021002","360050115021","20115021002","2","BX27","Hunts Point","Bronx","3710","500","1","1"
"541","360050115021004","360050115021","20115021004","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"542","360050115021011","360050115021","20115021011","2","BX27","Hunts Point","Bronx","3710","500","1","1"
"543","360050115021012","360050115021","20115021012","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"544","360050115021013","360050115021","20115021013","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"545","360050115021014","360050115021","20115021014","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"546","360050115021015","360050115021","20115021015","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"547","360050115021017","360050115021","20115021017","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"548","360050115021018","360050115021","20115021018","2","BX27","Hunts Point","Bronx","3710","500","1","1"
"549","360050115022000","360050115022","20115022000","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"550","360050115022001","360050115022","20115022001","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"551","360050115022002","360050115022","20115022002","2","BX27","Hunts Point","Bronx","3710","940","2","3"
"552","360050115023002","360050115023","20115023002","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"553","360050115023003","360050115023","20115023003","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"554","360050115020001","360050115020","20115020001","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"555","360050115021000","360050115021","20115021000","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"556","360050115021001","360050115021","20115021001","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"557","360050115021003","360050115021","20115021003","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"558","360050115021005","360050115021","20115021005","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"559","360050115021006","360050115021","20115021006","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"560","360050115021007","360050115021","20115021007","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"561","360050115021008","360050115021","20115021008","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"562","360050115021009","360050115021","20115021009","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"563","360050115021010","360050115021","20115021010","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"564","360050115023000","360050115023","20115023000","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"565","360050115023001","360050115023","20115023001","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"566","360050117002030","360050117002","20117002030","2","BX27","Hunts Point","Bronx","3710",,,
"567","360050117002026","360050117002","20117002026","2","BX27","Hunts Point","Bronx","3710","940","2","3"
"568","360050117001001","360050117001","20117001001","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"569","360050117001002","360050117001","20117001002","2","BX27","Hunts Point","Bronx","3710","940","2","3"
"570","360050117001003","360050117001","20117001003","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"571","360050117001004","360050117001","20117001004","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"572","360050117002009","360050117002","20117002009","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"573","360050117002019","360050117002","20117002019","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"574","360050117002021","360050117002","20117002021","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"575","360050117002027","360050117002","20117002027","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"576","360050117002028","360050117002","20117002028","2","BX27","Hunts Point","Bronx","3710","940","2","2"
"577","360050117002029","360050117002","20117002029","2","BX27","Hunts Point","Bronx","3710","940","2","3"
"578","360050117000001","360050117000","20117000001","2","BX27","Hunts Point","Bronx","3710",,,
"579","360050117000002","360050117000","20117000002","2","BX27","Hunts Point","Bronx","3710",,,
"580","360050117001000","360050117001","20117001000","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"581","360050117002000","360050117002","20117002000","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"582","360050117002001","360050117002","20117002001","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"583","360050117002002","360050117002","20117002002","2","BX27","Hunts Point","Bronx","3710",,,
"584","360050117002003","360050117002","20117002003","2","BX27","Hunts Point","Bronx","3710",,,
"585","360050117002004","360050117002","20117002004","2","BX27","Hunts Point","Bronx","3710",,,
"586","360050117002005","360050117002","20117002005","2","BX27","Hunts Point","Bronx","3710",,,
"587","360050117002006","360050117002","20117002006","2","BX27","Hunts Point","Bronx","3710",,,
"588","360050117002007","360050117002","20117002007","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"589","360050117002008","360050117002","20117002008","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"590","360050117002010","360050117002","20117002010","2","BX27","Hunts Point","Bronx","3710",,,
"591","360050117002011","360050117002","20117002011","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"592","360050117002012","360050117002","20117002012","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"593","360050117002013","360050117002","20117002013","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"594","360050117002014","360050117002","20117002014","2","BX27","Hunts Point","Bronx","3710",,,
"595","360050117002015","360050117002","20117002015","2","BX27","Hunts Point","Bronx","3710",,,
"596","360050117002016","360050117002","20117002016","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"597","360050117002017","360050117002","20117002017","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"598","360050117002018","360050117002","20117002018","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"599","360050117002020","360050117002","20117002020","2","BX27","Hunts Point","Bronx","3710","500","1","0"
"600","360050117002022","360050117002","20117002022","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"601","360050117002023","360050117002","20117002023","2","BX27","Hunts Point","Bronx","3710","940","2","1"
"602","360050117002024","360050117002","20117002024","2","BX27","Hunts Point","Bronx","3710",,,
"603","360050117002025","360050117002","20117002025","2","BX27","Hunts Point","Bronx","3710",,,
"604","360050147022002","360050147022","20147022002","2","BX01","Claremont-Bathgate","Bronx","3705","500","1","1"
"605","360050147021000","360050147021","20147021000","2","BX01","Claremont-Bathgate","Bronx","3705","500","1","1"
"606","360050147022000","360050147022","20147022000","2","BX01","Claremont-Bathgate","Bronx","3705","500","1","1"
"607","360050147022001","360050147022","20147022001","2","BX01","Claremont-Bathgate","Bronx","3705","500","1","1"
"608","360050147022003","360050147022","20147022003","2","BX01","Claremont-Bathgate","Bronx","3705","940","2","2"
"609","360050147023000","360050147023","20147023000","2","BX01","Claremont-Bathgate","Bronx","3705","940","2","2"
"610","360050147024000","360050147024","20147024000","2","BX01","Claremont-Bathgate","Bronx","3705","940","2","2"
"611","360050175003000","360050175003","20175003000","2","BX14","East Concourse-Concourse Village","Bronx","3708","500","1","1"
"612","360050175001000","360050175001","20175001000","2","BX14","East Concourse-Concourse Village","Bronx","3708","940","2","2"
"613","360050175001001","360050175001","20175001001","2","BX14","East Concourse-Concourse Village","Bronx","3708","940","2","2"
"614","360050175002000","360050175002","20175002000","2","BX14","East Concourse-Concourse Village","Bronx","3708","940","2","2"
"615","360050175002001","360050175002","20175002001","2","BX14","East Concourse-Concourse Village","Bronx","3708","940","2","2"
"616","360050175003001","360050175003","20175003001","2","BX14","East Concourse-Concourse Village","Bronx","3708","500","1","1"
"617","360050175004000","360050175004","20175004000","2","BX14","East Concourse-Concourse Village","Bronx","3708","500","1","1"
"618","360050175004001","360050175004","20175004001","2","BX14","East Concourse-Concourse Village","Bronx","3708","940","2","2"
"619","360050175004002","360050175004","20175004002","2","BX14","East Concourse-Concourse Village","Bronx","3708","940","2","2"
"620","360050175005000","360050175005","20175005000","2","BX14","East Concourse-Concourse Village","Bronx","3708","940","2","1"
"621","360050175006000","360050175006","20175006000","2","BX14","East Concourse-Concourse Village","Bronx","3708","940","2","1"
"622","360050185005001","360050185005","20185005001","2","BX35","Morrisania-Melrose","Bronx","3705","500","1","1"
"623","360050185001000","360050185001","20185001000","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","2"
"624","360050185004001","360050185004","20185004001","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","3"
"625","360050185001001","360050185001","20185001001","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","2"
"626","360050185001002","360050185001","20185001002","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","2"
"627","360050185001003","360050185001","20185001003","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","2"
"628","360050185001004","360050185001","20185001004","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","2"
"629","360050185001005","360050185001","20185001005","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","2"
"630","360050185001006","360050185001","20185001006","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","2"
"631","360050185001007","360050185001","20185001007","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","2"
"632","360050185001008","360050185001","20185001008","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","2"
"633","360050185001009","360050185001","20185001009","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","2"
"634","360050185003000","360050185003","20185003000","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","2"
"635","360050185003001","360050185003","20185003001","2","BX35","Morrisania-Melrose","Bronx","3705","500","1","1"
"636","360050185003004","360050185003","20185003004","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","2"
"637","360050185003005","360050185003","20185003005","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","2"
"638","360050185003006","360050185003","20185003006","2","BX35","Morrisania-Melrose","Bronx","3705","500","1","1"
"639","360050185003007","360050185003","20185003007","2","BX35","Morrisania-Melrose","Bronx","3705","500","1","1"
"640","360050185004000","360050185004","20185004000","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","2"
"641","360050185004002","360050185004","20185004002","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","2"
"642","360050185005000","360050185005","20185005000","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","2"
"643","360050185005002","360050185005","20185005002","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","2"
"644","360050185005003","360050185005","20185005003","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","2"
"645","360050185002000","360050185002","20185002000","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","2"
"646","360050185002001","360050185002","20185002001","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","1"
"647","360050185003002","360050185003","20185003002","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","1"
"648","360050185003003","360050185003","20185003003","2","BX35","Morrisania-Melrose","Bronx","3705","940","2","1"
"649","360050193003000","360050193003","20193003000","2","BX26","Highbridge","Bronx","3708","940","2","2"
"650","360050193001000","360050193001","20193001000","2","BX26","Highbridge","Bronx","3708","940","2","2"
"651","360050193001001","360050193001","20193001001","2","BX26","Highbridge","Bronx","3708","940","2","2"
"652","360050193001002","360050193001","20193001002","2","BX26","Highbridge","Bronx","3708","940","2","2"
"653","360050193003001","360050193003","20193003001","2","BX26","Highbridge","Bronx","3708","500","1","1"
"654","360050193004000","360050193004","20193004000","2","BX26","Highbridge","Bronx","3708","940","2","2"
"655","360050193004001","360050193004","20193004001","2","BX26","Highbridge","Bronx","3708","940","2","2"
"656","360050193004002","360050193004","20193004002","2","BX26","Highbridge","Bronx","3708","940","2","3"
"657","360050193002000","360050193002","20193002000","2","BX26","Highbridge","Bronx","3708","940","2","1"
"658","360050193003002","360050193003","20193003002","2","BX26","Highbridge","Bronx","3708","500","1","0"
"659","360050193004003","360050193004","20193004003","2","BX26","Highbridge","Bronx","3708","940","2","1"
"660","360050195002003","360050195002","20195002003","2","BX63","West Concourse","Bronx","3708","500","1","2"
"661","360050195002004","360050195002","20195002004","2","BX63","West Concourse","Bronx","3708","500","1","2"
"662","360050195001000","360050195001","20195001000","2","BX63","West Concourse","Bronx","3708","940","2","3"
"663","360050195001001","360050195001","20195001001","2","BX63","West Concourse","Bronx","3708","940","2","3"
"664","360050195001002","360050195001","20195001002","2","BX63","West Concourse","Bronx","3708","940","2","3"
"665","360050195002000","360050195002","20195002000","2","BX63","West Concourse","Bronx","3708","940","2","3"
"666","360050195002001","360050195002","20195002001","2","BX63","West Concourse","Bronx","3708","500","1","2"
"667","360050195002002","360050195002","20195002002","2","BX63","West Concourse","Bronx","3708","940","2","3"
"668","360050195003000","360050195003","20195003000","2","BX63","West Concourse","Bronx","3708","940","2","3"
"669","360050195004000","360050195004","20195004000","2","BX63","West Concourse","Bronx","3708","500","1","2"
"670","360050195004001","360050195004","20195004001","2","BX63","West Concourse","Bronx","3708","500","1","1"
"671","360050200002008","360050200002","20200002008","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"672","360050200002010","360050200002","20200002010","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"673","360050200004001","360050200004","20200004001","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"674","360050200001000","360050200001","20200001000","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","3"
"675","360050200001001","360050200001","20200001001","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","500","1","1"
"676","360050200001002","360050200001","20200001002","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","3"
"677","360050200001004","360050200001","20200001004","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"678","360050200001005","360050200001","20200001005","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"679","360050200001006","360050200001","20200001006","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"680","360050200001007","360050200001","20200001007","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"681","360050200001008","360050200001","20200001008","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"682","360050200001009","360050200001","20200001009","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"683","360050200001010","360050200001","20200001010","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"684","360050200001011","360050200001","20200001011","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","500","1","1"
"685","360050200001012","360050200001","20200001012","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","500","1","1"
"686","360050200002000","360050200002","20200002000","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"687","360050200002001","360050200002","20200002001","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","3"
"688","360050200002002","360050200002","20200002002","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","3"
"689","360050200002003","360050200002","20200002003","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"690","360050200002004","360050200002","20200002004","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","3"
"691","360050200002005","360050200002","20200002005","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"692","360050200002006","360050200002","20200002006","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"693","360050200002007","360050200002","20200002007","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"694","360050200002009","360050200002","20200002009","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","500","1","1"
"695","360050200002011","360050200002","20200002011","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"696","360050200003003","360050200003","20200003003","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","3"
"697","360050200003004","360050200003","20200003004","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"698","360050200004000","360050200004","20200004000","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"699","360050200001003","360050200001","20200001003","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","1"
"700","360050200003000","360050200003","20200003000","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","1"
"701","360050200003001","360050200003","20200003001","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","1"
"702","360050200003002","360050200003","20200003002","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","1"
"703","360050216022001","360050216022","20216022001","2","BX46","Parkchester","Bronx","3709","940","2","2"
"704","360050216021000","360050216021","20216021000","2","BX46","Parkchester","Bronx","3709","500","1","1"
"705","360050216022000","360050216022","20216022000","2","BX46","Parkchester","Bronx","3709","940","2","2"
"706","360050216023003","360050216023","20216023003","2","BX46","Parkchester","Bronx","3709","500","1","1"
"707","360050216025000","360050216025","20216025000","2","BX46","Parkchester","Bronx","3709","940","2","2"
"708","360050216021001","360050216021","20216021001","2","BX46","Parkchester","Bronx","3709","940","2","1"
"709","360050216021002","360050216021","20216021002","2","BX46","Parkchester","Bronx","3709","500","1","0"
"710","360050216022002","360050216022","20216022002","2","BX46","Parkchester","Bronx","3709","940","2","1"
"711","360050216022003","360050216022","20216022003","2","BX46","Parkchester","Bronx","3709","940","2","1"
"712","360050216023000","360050216023","20216023000","2","BX46","Parkchester","Bronx","3709","940","2","1"
"713","360050216023001","360050216023","20216023001","2","BX46","Parkchester","Bronx","3709","940","2","1"
"714","360050216023002","360050216023","20216023002","2","BX46","Parkchester","Bronx","3709","940","2","1"
"715","360050216024000","360050216024","20216024000","2","BX46","Parkchester","Bronx","3709","940","2","1"
"716","360050216025001","360050216025","20216025001","2","BX46","Parkchester","Bronx","3709","500","1","0"
"717","360050216025002","360050216025","20216025002","2","BX46","Parkchester","Bronx","3709","940","2","1"
"718","360050216025003","360050216025","20216025003","2","BX46","Parkchester","Bronx","3709","940","2","1"
"719","360050216025004","360050216025","20216025004","2","BX46","Parkchester","Bronx","3709","500","1","0"
"720","360050216025005","360050216025","20216025005","2","BX46","Parkchester","Bronx","3709","940","2","1"
"721","360050216025006","360050216025","20216025006","2","BX46","Parkchester","Bronx","3709","500","1","0"
"722","360050237021000","360050237021","20237021000","2","BX05","Bedford Park-Fordham North","Bronx","3706","940","2","3"
"723","360050237021001","360050237021","20237021001","2","BX05","Bedford Park-Fordham North","Bronx","3706","940","2","3"
"724","360050237021002","360050237021","20237021002","2","BX05","Bedford Park-Fordham North","Bronx","3706","940","2","2"
"725","360050237021003","360050237021","20237021003","2","BX05","Bedford Park-Fordham North","Bronx","3706","500","1","0"
"726","360050241002001","360050241002","20241002001","2","BX41","Mount Hope","Bronx","3707","940","2","2"
"727","360050241001000","360050241001","20241001000","2","BX41","Mount Hope","Bronx","3707","500","1","1"
"728","360050241001001","360050241001","20241001001","2","BX41","Mount Hope","Bronx","3707","940","2","2"
"729","360050241001002","360050241001","20241001002","2","BX41","Mount Hope","Bronx","3707","500","1","1"
"730","360050241002000","360050241002","20241002000","2","BX41","Mount Hope","Bronx","3707","500","1","2"
"731","360050241003000","360050241003","20241003000","2","BX41","Mount Hope","Bronx","3707","940","2","2"
"732","360050241003001","360050241003","20241003001","2","BX41","Mount Hope","Bronx","3707","500","1","1"
"733","360050241004000","360050241004","20241004000","2","BX41","Mount Hope","Bronx","3707","940","2","2"
"734","360050241005000","360050241005","20241005000","2","BX41","Mount Hope","Bronx","3707","940","2","2"
"735","360050253001001","360050253001","20253001001","2","BX30","Kingsbridge Heights","Bronx","3706","500","1","2"
"736","360050253001000","360050253001","20253001000","2","BX30","Kingsbridge Heights","Bronx","3706","500","1","2"
"737","360050253001002","360050253001","20253001002","2","BX30","Kingsbridge Heights","Bronx","3706","940","2","2"
"738","360050253002002","360050253002","20253002002","2","BX30","Kingsbridge Heights","Bronx","3706","940","2","2"
"739","360050253002003","360050253002","20253002003","2","BX30","Kingsbridge Heights","Bronx","3706","500","1","1"
"740","360050253003000","360050253003","20253003000","2","BX30","Kingsbridge Heights","Bronx","3706","940","2","2"
"741","360050253004000","360050253004","20253004000","2","BX30","Kingsbridge Heights","Bronx","3706","940","2","2"
"742","360050253002000","360050253002","20253002000","2","BX30","Kingsbridge Heights","Bronx","3706","940","2","1"
"743","360050253002001","360050253002","20253002001","2","BX30","Kingsbridge Heights","Bronx","3706","940","2","1"
"744","360050253004001","360050253004","20253004001","2","BX30","Kingsbridge Heights","Bronx","3706","940","2","1"
"745","360050269002000","360050269002","20269002000","2","BX30","Kingsbridge Heights","Bronx","3706","940","2","2"
"746","360050269001000","360050269001","20269001000","2","BX30","Kingsbridge Heights","Bronx","3706","940","2","2"
"747","360050269001003","360050269001","20269001003","2","BX30","Kingsbridge Heights","Bronx","3706","940","2","2"
"748","360050269001010","360050269001","20269001010","2","BX30","Kingsbridge Heights","Bronx","3706","940","2","2"
"749","360050269001011","360050269001","20269001011","2","BX30","Kingsbridge Heights","Bronx","3706","940","2","3"
"750","360050269002001","360050269002","20269002001","2","BX30","Kingsbridge Heights","Bronx","3706","500","1","1"
"751","360050269002002","360050269002","20269002002","2","BX30","Kingsbridge Heights","Bronx","3706","940","2","2"
"752","360050269003000","360050269003","20269003000","2","BX30","Kingsbridge Heights","Bronx","3706","940","2","2"
"753","360050269001001","360050269001","20269001001","2","BX30","Kingsbridge Heights","Bronx","3706","500","1","0"
"754","360050269001002","360050269001","20269001002","2","BX30","Kingsbridge Heights","Bronx","3706","500","1","0"
"755","360050269001004","360050269001","20269001004","2","BX30","Kingsbridge Heights","Bronx","3706","940","1","0"
"756","360050269001005","360050269001","20269001005","2","BX30","Kingsbridge Heights","Bronx","3706","500","1","0"
"757","360050269001006","360050269001","20269001006","2","BX30","Kingsbridge Heights","Bronx","3706",,,
"758","360050269001007","360050269001","20269001007","2","BX30","Kingsbridge Heights","Bronx","3706","940","2","1"
"759","360050269001008","360050269001","20269001008","2","BX30","Kingsbridge Heights","Bronx","3706","500","1","0"
"760","360050269001009","360050269001","20269001009","2","BX30","Kingsbridge Heights","Bronx","3706","500","1","0"
"761","360050284001010","360050284001","20284001010","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","3"
"762","360050284001014","360050284001","20284001014","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","3"
"763","360050284001000","360050284001","20284001000","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"764","360050284001001","360050284001","20284001001","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","500","1","1"
"765","360050284001002","360050284001","20284001002","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","500","1","1"
"766","360050284001009","360050284001","20284001009","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","500","1","1"
"767","360050284001013","360050284001","20284001013","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","500","1","1"
"768","360050284001015","360050284001","20284001015","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","500","1","1"
"769","360050284001016","360050284001","20284001016","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"770","360050284001018","360050284001","20284001018","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"771","360050284001019","360050284001","20284001019","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"772","360050284001021","360050284001","20284001021","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"773","360050284001022","360050284001","20284001022","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","500","1","1"
"774","360050284001023","360050284001","20284001023","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"775","360050284001024","360050284001","20284001024","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","500","1","1"
"776","360050284001025","360050284001","20284001025","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","500","1","1"
"777","360050284001026","360050284001","20284001026","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"778","360050284001027","360050284001","20284001027","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","2"
"779","360050284001003","360050284001","20284001003","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704",,,
"780","360050284001004","360050284001","20284001004","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704",,,
"781","360050284001005","360050284001","20284001005","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704",,,
"782","360050284001006","360050284001","20284001006","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","500","1","0"
"783","360050284001007","360050284001","20284001007","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","500","1","0"
"784","360050284001008","360050284001","20284001008","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","500","1","0"
"785","360050284001011","360050284001","20284001011","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","500","1","0"
"786","360050284001012","360050284001","20284001012","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","500","1","0"
"787","360050284001017","360050284001","20284001017","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","500","1","0"
"788","360050284001020","360050284001","20284001020","2","BX37","Van Nest-Morris Park-Westchester Square","Bronx","3704","940","2","1"
