"objectid","dbh","tpstructure","tpcondition","stumpdiameter","plantingspaceglobalid","geometry","globalid","genusspecies","createddate","updateddate","planteddate","riskrating","riskratingdate","location"
"109624","0","Retired","Dead","22","1BDDF5EF-E370-42FF-8BA7-FC0D2A41DC01","POINT (-74.0889268358550055 40.5821485737658421)","1C1765D9-F570-4439-87DA-6F8B0F24ED69","Platanus x acerifolia - London planetree","2015-03-19 04:00:00.0000000","2023-01-17 16:56:00.0000000",,"3","2021-12-03 17:57:00.0000000","POINT (-74.088926835855 40.58214857376584)"
"109625","19","Full","Poor",,"B9F3AC6A-EBB2-4526-B45A-3386CE3D4139","POINT (-73.9677600273780769 40.6147731988950440)","3BE067F8-AF8A-41F5-B09E-6A0CF2ED0455","Acer platanoides - Norway maple","2015-03-19 04:00:00.0000000","2022-03-02 17:15:56.0000000",,"9","2022-03-02 17:15:56.0000000","POINT (-73.96776002737808 40.614773198895044)"
"110023","36","Retired","Fair",,"204A9A10-F698-4DC5-A07F-E90BD3E4EC56","POINT (-73.9827945598774335 40.7699570975005940)","D7FDF578-8082-49B5-9C6F-AEB4C20B7FC0","Abies concolor - white fir","2015-03-19 04:00:00.0000000","2022-04-22 16:49:13.0000000",,,,"POINT (-73.98279455987743 40.769957097500594)"
"110423","10","Full","Good",,"846800BA-9BFE-4B72-9308-E2E317D2D36B","POINT (-74.0738544835471089 40.6015260945483192)","77AC8A67-606F-493A-8089-40F7EA2D9FE8","Acer - maple","2015-03-20 04:00:00.0000000","2016-10-12 14:04:12.0000000",,,,"POINT (-74.07385448354711 40.60152609454832)"
"110424","40","Retired","Unknown","40","4C88F7E4-6B06-464F-ACF2-60BFF4D6C363","POINT (-74.1427905644107454 40.6096705540896608)","9AEE9D95-7E2E-4A44-BC49-0D9D10D4472A","Acer - maple","2015-03-20 04:00:00.0000000","2017-07-26 12:35:01.0000000",,,,"POINT (-74.14279056441075 40.60967055408966)"
"110425","30","Retired","Unknown",,"1BB2ADFB-14F7-4B4D-B32C-0B952E9ECFB5","POINT (-74.1182930771242781 40.5607209468006928)","D413770F-58EA-4DFA-87F7-4BC4BE715B4C","Acer - maple","2015-03-20 04:00:00.0000000","2017-12-21 11:56:42.0000000",,,,"POINT (-74.11829307712428 40.56072094680069)"
"110426","0","Retired","Unknown","0","EF191AAC-B036-44DB-AE78-64EC9AED33B7","POINT (-73.7796748701423297 40.7844556100130831)","53453498-841D-4393-A322-E8D6C3DD1F67","Unknown - Unknown","2015-03-20 04:00:00.0000000","2017-02-03 08:26:09.0000000",,,,"POINT (-73.77967487014233 40.78445561001308)"
"110427","30","Full","Good",,"0E259336-B265-4E89-84A6-4DDA085E08CD","POINT (-73.7804785005501600 40.7836232376746537)","A3D4566B-1E15-41EA-BEEE-7319EDC5FE94","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2017-02-02 14:42:42.0000000",,,,"POINT (-73.78047850055016 40.783623237674654)"
"110430","15","Full","Fair",,"DBAAD1CA-F2F7-4A04-BA02-BB3A780ABBB6","POINT (-74.0896613381941478 40.5828804296801877)","49C2F495-989B-475D-A0C9-461948502C29","Pyrus calleryana - Callery pear","2015-03-20 04:00:00.0000000","2022-04-29 13:17:51.0000000",,"7","2022-04-29 13:17:51.0000000","POINT (-74.08966133819415 40.58288042968019)"
"110433","0","Retired","Dead","23","5F197BE3-7B9F-4667-8434-248AF45F4BD7","POINT (-74.0895617901797863 40.5831511729434595)","9E6C59AC-F3C5-483E-8660-76B197D5B139","Quercus rubra - northern red oak","2015-03-20 04:00:00.0000000","2023-03-31 13:38:00.0000000",,"8","2021-12-01 15:18:00.0000000","POINT (-74.08956179017979 40.58315117294346)"
"110434","12","Full","Good",,"3C35F00A-3421-4C36-A377-7A0885527D3B","POINT (-74.0896212085558972 40.5831820999994477)","33373F47-4B54-4A60-A318-F695BBB21334","Quercus rubra - northern red oak","2015-03-20 04:00:00.0000000","2021-12-01 15:19:22.0000000",,"4","2021-12-01 15:19:22.0000000","POINT (-74.0896212085559 40.58318209999945)"
"110435","12","Retired","Good",,"1EAEAFCD-5F4E-4155-9A7F-7E6F35C06767","POINT (-74.1163662402402821 40.5636808103471438)","939E4FFA-E256-4431-90AB-482CE2FCEE4A","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-08-23 18:55:16.0000000",,,,"POINT (-74.11636624024028 40.563680810347144)"
"110436","10","Retired","Good",,"253D963B-BCF0-4E35-A8FB-C24E483DFDCF","POINT (-74.1164153777911565 40.5636413067845325)","C8AFC846-F1B5-459E-8C77-7BEDB67784D1","Quercus ellipsoidalis - northern pin oak","2015-03-20 04:00:00.0000000","2021-08-23 18:55:07.0000000",,,,"POINT (-74.11641537779116 40.56364130678453)"
"110437","9","Full","Good",,"2A03FB34-5BA6-40C5-9517-C9ECA1C4D142","POINT (-74.0900715812372255 40.5828654521229950)","59F3EC09-EDB5-46E2-9600-4742FE3E726F","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-12-06 18:06:42.0000000",,"3","2021-12-06 18:06:42.0000000","POINT (-74.09007158123723 40.582865452122995)"
"110438","18","Full","Fair",,"F848A475-7AF9-42B1-A22D-ADB1FC0351A7","POINT (-74.1169218420227338 40.5629839698182906)","0D5659F2-9E27-468F-AF21-26F7E09B7B4F","Quercus ellipsoidalis - northern pin oak","2015-03-20 04:00:00.0000000","2021-08-23 12:06:47.0000000",,"7","2021-08-23 12:06:47.0000000","POINT (-74.11692184202273 40.56298396981829)"
"110439","6","Full","Good",,"17CBDD47-B478-44DC-93C1-713799A771C3","POINT (-74.1171565302512221 40.5627520190269948)","FFE66A37-99A8-457E-9F6E-C85782C3B382","Quercus ellipsoidalis - northern pin oak","2015-03-20 04:00:00.0000000","2021-08-23 11:51:52.0000000",,"7","2021-08-23 11:51:52.0000000","POINT (-74.11715653025122 40.562752019026995)"
"110440","17","Retired","Dead",,"4DB3262D-6A84-4913-A7AD-C4417BFDCCC5","POINT (-73.9878043145912585 40.6179854552449839)","F58CF1FD-B644-4EB6-BE62-9872F58E35B1","Tilia cordata - littleleaf linden","2015-03-20 04:00:00.0000000","2018-10-29 14:17:45.0000000",,,,"POINT (-73.98780431459126 40.617985455244984)"
"110441","12","Retired","Dead","15","3CA60BCC-FC43-4B90-9C8A-6AD6F8A0C469","POINT (-74.0892084122318977 40.5829727497360508)","876436AF-F27B-4F16-9ABF-30329C486536","Acer rubrum - red maple","2015-03-20 04:00:00.0000000","2016-10-27 15:16:11.0000000",,,,"POINT (-74.0892084122319 40.58297274973605)"
"110442","25","Full","Fair",,"E7C3466F-DE38-41D3-9602-1BFF7005A39E","POINT (-74.0887026358372935 40.5827551296102342)","9ECEFBF3-5066-408A-A801-1CBEC916CD43","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2021-11-30 20:43:45.0000000",,"4","2021-11-30 20:43:45.0000000","POINT (-74.0887026358373 40.582755129610234)"
"110443","14","Retired","Good",,"4CE94CAF-701C-4694-9BF3-09B015D08926","POINT (-74.1156275187450717 40.5625456228417960)","525955DC-2A2C-48D1-B4E5-70FDAED78F77","Zelkova serrata - Japanese zelkova","2015-03-20 04:00:00.0000000","2018-07-03 17:45:00.0000000",,,,"POINT (-74.11562751874507 40.562545622841796)"
"110444","16","Retired","Dead","20","A56F74DC-72E0-46AD-86DD-F1790F15F3DE","POINT (-74.0883289336572233 40.5825648057939077)","63818D5E-77B7-413C-83E1-E4F4923900E0","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2018-03-02 08:45:16.0000000",,"10","2017-11-09 13:25:51.0000000","POINT (-74.08832893365722 40.58256480579391)"
"110445","15","Full","Good",,"95940311-971A-483F-A797-66C8C2675E27","POINT (-74.1155571081607007 40.5626197658104246)","14B5BD3C-EBFB-4073-9CE2-44AE673E89D2","Zelkova serrata - Japanese zelkova","2015-03-20 04:00:00.0000000","2021-08-06 18:18:14.0000000",,"6","2021-08-06 18:18:14.0000000","POINT (-74.1155571081607 40.562619765810425)"
"110446","1","Retired","Dead",,"69EC1BF0-778C-4937-8B9C-3F9F47268559","POINT (-74.0880740722255382 40.5824393174732023)","AD5B02D1-15FD-4949-B088-FBE16A612FFD","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-11-30 19:02:41.0000000",,,,"POINT (-74.08807407222554 40.5824393174732)"
"110447","3","Full","Good",,"34B7FC66-9CB3-43F9-8B25-DBB45CA87BC5","POINT (-74.0879521160831302 40.5823798452329711)","87A2F2A4-C2BC-4F71-AA80-D7EDC553B2B0","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-11-30 20:45:47.0000000",,"3","2021-11-30 20:45:47.0000000","POINT (-74.08795211608313 40.58237984523297)"
"110448","20","Full","Fair",,"AF54A594-BFBD-4383-9390-ECFA6BAC3E6E","POINT (-74.1153921284892618 40.5627814030816651)","D13A5395-0F9E-4BCB-A95C-85227F891C72","Zelkova serrata - Japanese zelkova","2015-03-20 04:00:00.0000000","2021-08-06 18:22:10.0000000",,"6","2021-08-06 18:22:10.0000000","POINT (-74.11539212848926 40.562781403081665)"
"110449","33","Full","Fair",,"96262497-E7E9-4CD2-B2E4-CE7DA1E7F822","POINT (-74.1155479418225696 40.5614679094912489)","39EF07B5-9E4E-408E-ABA0-EE801BF70C6D","Quercus rubra - northern red oak","2015-03-20 04:00:00.0000000","2023-06-28 19:03:44.0000000",,"9","2023-06-28 19:03:44.0000000","POINT (-74.11554794182257 40.56146790949125)"
"110450",,"Stump","Dead","24","7870B4FE-3C49-4497-8506-0FD626664540","POINT (-74.1141222202439423 40.5614939747536738)","9F3B3129-4A95-4CCF-84FE-4506D2742C72","Acer saccharinum - silver maple","2015-03-20 04:00:00.0000000","2023-02-10 15:30:34.0000000",,"9","2022-08-24 13:45:00.0000000","POINT (-74.11412222024394 40.561493974753674)"
"110451","23","Full","Fair",,"CA929EBD-C6AB-4996-96DC-398F48D5C48E","POINT (-74.1120459499635302 40.5603854879293308)","E6890074-7256-4331-B409-E162321F3010","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2021-08-13 12:27:30.0000000",,"6","2021-08-13 12:27:30.0000000","POINT (-74.11204594996353 40.56038548792933)"
"110452","28","Retired","Poor",,"6400D6BF-C34E-45F0-9E61-D37C7A1A566F","POINT (-74.1104181184209523 40.5605032184623511)","A258A496-AE7E-417E-A739-093CD7DB9CB6","Quercus ellipsoidalis - northern pin oak","2015-03-20 04:00:00.0000000","2023-02-15 17:23:00.0000000",,"9","2022-07-02 16:12:00.0000000","POINT (-74.11041811842095 40.56050321846235)"
"110453","34","Full","Fair",,"59646BC0-4824-48D8-9ADF-58E9778B078C","POINT (-74.1109715947557248 40.5608142157670457)","BA7A1E42-8DA8-4B9B-8FEF-D1F48862F2AF","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-08-13 16:11:48.0000000",,"8","2021-08-13 16:11:48.0000000","POINT (-74.11097159475572 40.560814215767046)"
"110454","32","Full","Fair",,"C6940420-C115-4016-9DAC-703A1C975E7A","POINT (-74.1114773948512777 40.5611020264478412)","D440F385-36AC-4ACC-9C8D-9AA8BF781659","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-08-13 16:17:30.0000000",,"6","2021-08-13 16:17:30.0000000","POINT (-74.11147739485128 40.56110202644784)"
"110455","26","Full","Fair",,"E24DF80E-DBDA-4CD9-B9DC-E43039D57FB8","POINT (-74.1128296549809704 40.5618878761677593)","5E5359A1-E7E4-4341-855D-D67D9F34AD1A","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-08-20 19:18:23.0000000",,"7","2021-08-20 19:18:23.0000000","POINT (-74.11282965498097 40.56188787616776)"
"110456","25","Full","Fair",,"D19B28A9-4D99-430C-92FB-C74B8BD19D89","POINT (-74.1138888053657610 40.5625393463336721)","B96A7E38-E6CA-4C9F-8373-F897DD04C5D5","Gleditsia triacanthos var. inermis - Thornless honeylocust","2015-03-20 04:00:00.0000000","2021-12-03 16:08:00.0000000",,"8","2021-08-20 18:57:00.0000000","POINT (-74.11388880536576 40.56253934633367)"
"110457","26","Retired","Poor",,"91F06534-40EB-4B42-9A3D-51B65D92061E","POINT (-74.1233225813797247 40.6016064679226929)","C1C44AEC-B344-4572-BA9F-39DDC40C52C5","Acer saccharinum - silver maple","2015-03-20 04:00:00.0000000","2017-11-21 04:11:11.0000000",,"10","2017-09-20 09:35:25.0000000","POINT (-74.12332258137972 40.60160646792269)"
"110823","16","Retired","Poor",,"FE09447B-837F-4D04-9F07-CEA3CC5C5575","POINT (-74.1781503249461167 40.5343732097408278)","459BCED8-3AE2-4A61-9EB1-443FC564A1A7","Acer - maple","2015-03-20 04:00:00.0000000","2015-03-24 04:00:00.0000000",,,,"POINT (-74.17815032494612 40.53437320974083)"
"110824","4","Retired","Poor",,"9534E06B-AE39-43D0-AB66-05994C19D186","POINT (-73.9854076590820284 40.7291207857892843)","B6BA0D1E-7878-4F48-8AA9-13F4DA523028","Pyrus calleryana - Callery pear","2015-03-20 04:00:00.0000000","2021-08-20 12:57:17.0000000",,,,"POINT (-73.98540765908203 40.729120785789284)"
"110825","3","Retired","Critical","3","4A97276D-950D-447D-B74D-7C9D716597B3","POINT (-74.0758053742289206 40.6086905292007074)","4D777C9D-E5AA-42BC-9E52-4352B9BB5928","Acer - maple","2015-03-20 04:00:00.0000000","2022-01-04 16:36:27.0000000",,,,"POINT (-74.07580537422892 40.60869052920071)"
"110826","29","Full","Fair",,"7D8719EB-5E46-4C8E-B434-613389A23DB5","POINT (-74.1115784202599883 40.5704854220931566)","A0377396-F94D-42D6-9F81-603E6F6E31A4","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2018-10-29 17:44:47.0000000",,,,"POINT (-74.11157842025999 40.57048542209316)"
"110827","8","Retired","Critical","8","2E1928FB-03DE-42EA-B941-D9083E346A96","POINT (-74.1673210782802670 40.5593348426214746)","E5F6F25D-2FAB-40CB-948E-B70D76787738","Pyrus calleryana - Callery pear","2015-03-20 04:00:00.0000000","2017-11-16 13:17:53.0000000",,,,"POINT (-74.16732107828027 40.559334842621475)"
"110828","18","Full","Good",,"9B86F9F6-DC02-4A10-A298-E3741FB245D7","POINT (-74.0782289789389381 40.6025630508132096)","FA948233-F147-4372-B49C-0B72D8EA1D7E","Pyrus calleryana - Callery pear","2015-03-20 04:00:00.0000000",,,,,"POINT (-74.07822897893894 40.60256305081321)"
"110829","4","Full","Fair",,"21A8600F-F599-4C0F-8E40-41D9238CE7F1","POINT (-74.0896934607083892 40.5829477140463979)","198D0063-C352-4301-9E62-F5EE2272687D","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2022-04-29 12:57:13.0000000",,"6","2022-04-29 12:57:13.0000000","POINT (-74.08969346070839 40.5829477140464)"
"110832","10","Full","Fair",,"524AB1F9-F264-4CBF-A60A-1D1ABD2732FE","POINT (-74.1164145831446746 40.5636736660290680)","E997FE57-6631-448C-B08F-3E0777EF362D","Quercus ellipsoidalis - northern pin oak","2015-03-20 04:00:00.0000000","2021-08-23 19:11:30.0000000",,"8","2021-08-23 19:11:30.0000000","POINT (-74.11641458314467 40.56367366602907)"
"110833","37","Full","Fair",,"C46B4D1B-0457-44B4-B4C2-8ED1D93F24C5","POINT (-74.1165421309717232 40.5633614095792439)","3780172C-3728-44E4-A980-D26802A90B1D","Quercus rubra - northern red oak","2015-03-20 04:00:00.0000000","2021-08-23 12:28:44.0000000",,"8","2021-08-23 12:28:44.0000000","POINT (-74.11654213097172 40.563361409579244)"
"110834","37","Full","Fair",,"10D22F55-1EC9-4C87-9F8F-DE8AB4228A70","POINT (-74.1167004138174406 40.5632063775895659)","CE3B9053-2E7B-4525-BCB3-BA3517597AF8","Quercus ellipsoidalis - northern pin oak","2015-03-20 04:00:00.0000000","2021-08-23 12:16:53.0000000",,"7","2021-08-23 12:16:53.0000000","POINT (-74.11670041381744 40.563206377589566)"
"110835","14","Full","Good",,"682975B3-B843-4A53-985E-A46BCF139888","POINT (-74.0901113628777495 40.5828183652791097)","7613718A-2303-4291-96B8-E121A3BEA9C4","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-12-06 18:01:40.0000000",,"4","2021-12-06 18:01:40.0000000","POINT (-74.09011136287775 40.58281836527911)"
"110836","0","Retired","Unknown",,"00F197B3-6B13-466A-893E-415E44C110FA","POINT (-74.1167697983859313 40.5631324448298187)","7BE0138D-2E29-4DF9-898A-73918EF7A22F","Quercus ellipsoidalis - northern pin oak","2015-03-20 04:00:00.0000000","2021-08-23 12:14:02.0000000",,,,"POINT (-74.11676979838593 40.56313244482982)"
"110838","36","Full","Fair",,"613673BE-C449-45A7-AD15-C51277D904B3","POINT (-74.1170801226366507 40.5628295325812189)","2EF827F2-4B29-417A-A562-66C35AB63C7D","Quercus ellipsoidalis - northern pin oak","2015-03-20 04:00:00.0000000","2021-08-23 11:54:33.0000000",,"8","2021-08-23 11:54:33.0000000","POINT (-74.11708012263665 40.56282953258122)"
"110839","16","Retired","Unknown","20","50042936-52CC-40DE-8C1E-1C80EF63A479","POINT (-73.9362860070654619 40.6516872390690409)","5CFE4CD8-D552-4716-92FF-BD8F51C0D230","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2018-08-17 00:00:00.0000000",,,,"POINT (-73.93628600706546 40.65168723906904)"
"110840","10","Retired","Fair","15","3CA60BCC-FC43-4B90-9C8A-6AD6F8A0C469","POINT (-74.0892084122318977 40.5829727497360508)","1A3E8CC2-2F26-4E11-B1AE-660448F5E1DC","Fraxinus americana - white ash","2015-03-20 04:00:00.0000000","2015-03-20 04:00:00.0000000",,,,"POINT (-74.0892084122319 40.58297274973605)"
"110841","18","Full","Good",,"D9EF3C3E-8F79-4BDB-BED0-F77C55230747","POINT (-74.1157718753835439 40.5624054967299514)","2EE6084B-08E5-46F5-B8BC-588AB77D7A39","Zelkova serrata - Japanese zelkova","2015-03-20 04:00:00.0000000","2021-08-06 18:14:04.0000000",,"6","2021-08-06 18:14:04.0000000","POINT (-74.11577187538354 40.56240549672995)"
"110842","16","Retired","Dead","19","0D82ED17-5231-41BB-8C0B-4EBF54AF6422","POINT (-74.0884688768133799 40.5826361779468456)","7B7104D2-68F9-4D0E-A191-372385972791","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2016-10-27 15:21:45.0000000",,,,"POINT (-74.08846887681338 40.582636177946846)"
"110843","4","Full","Good",,"5BDD99CE-2FD0-4733-9154-158E1F2C69A4","POINT (-74.0881827400095716 40.5824916518582839)","1DC5B656-9BE4-487A-9FD8-937C1CDFD1A2","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-11-30 20:45:33.0000000",,"3","2021-11-30 20:45:33.0000000","POINT (-74.08818274000957 40.582491651858284)"
"110844","20","Full","Good",,"124A7D3F-1D1C-4CED-88DE-5C03127C4673","POINT (-74.1154698534802634 40.5627036434384252)","749D67B3-32B2-4099-9F55-47729BE58EE8","Zelkova serrata - Japanese zelkova","2015-03-20 04:00:00.0000000","2021-08-06 18:20:19.0000000",,"6","2021-08-06 18:20:19.0000000","POINT (-74.11546985348026 40.562703643438425)"
"110845","19","Full","Good",,"319E4FF4-5682-41A4-9E7D-953624972AAC","POINT (-74.1145194919677124 40.5625822507715554)","3C49510C-6A48-44DF-9379-B48476C45F10","Zelkova serrata - Japanese zelkova","2015-03-20 04:00:00.0000000","2021-08-04 11:18:45.0000000",,"7","2021-08-04 11:18:45.0000000","POINT (-74.11451949196771 40.562582250771555)"
"110846","17","Full","Good",,"CDDC4A07-F0E0-4B60-A52F-CA6C8F239DDC","POINT (-74.1146961417622379 40.5623931910326974)","E1261F28-51E9-4E28-94C5-2A4F108A89B2","Zelkova serrata - Japanese zelkova","2015-03-20 04:00:00.0000000","2021-08-04 11:21:07.0000000",,"7","2021-08-04 11:21:07.0000000","POINT (-74.11469614176224 40.5623931910327)"
"110847",,"Stump","Dead","55","45441E52-014B-44A3-806B-082DF9439257","POINT (-74.1151230616621177 40.5619204434247109)","8F47041E-0DC9-4BAB-9B23-FA6A25B4E35B","Quercus rubra - northern red oak","2015-03-20 04:00:00.0000000","2021-08-04 11:24:58.0000000",,"10","2021-01-06 17:42:00.0000000","POINT (-74.11512306166212 40.56192044342471)"
"110848","35","Full","Fair",,"35B4C21B-4D3E-4CA1-8C68-EE2E05FE3048","POINT (-74.1152692370311712 40.5617651270246427)","FE81D93F-C6DA-4C94-861F-7308032BD74E","Quercus ellipsoidalis - northern pin oak","2015-03-20 04:00:00.0000000","2021-08-04 11:31:03.0000000",,"6","2021-08-04 11:31:03.0000000","POINT (-74.11526923703117 40.56176512702464)"
"110849","14","Retired","Good",,"18C6A700-D324-4B54-A992-083194DECC8A","POINT (-74.1156978309862779 40.5610401744565010)","D6BD8A05-6935-4BC5-B424-85521CB442A9","Liquidambar styraciflua - sweetgum","2015-03-20 04:00:00.0000000","2021-08-04 13:41:33.0000000",,,,"POINT (-74.11569783098628 40.5610401744565)"
"110851","17","Retired","Poor",,"6E9EE288-0C35-436D-9A61-359A430566B6","POINT (-73.7290673694289467 40.7022721512227079)","687C15EC-3EAC-4A5F-ABEC-89AB049EF584","Acer platanoides - Norway maple","2015-07-23 16:13:31.0000000","2019-03-19 16:33:42.0000000",,,,"POINT (-73.72906736942895 40.70227215122271)"
"110852","22","Full","Good",,"3CA4C808-FA90-4C74-A322-6694F1302799","POINT (-74.1144689552452434 40.5616977240211156)","FC75CE14-A8EB-4697-9410-E2E8BD1C99E5","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2021-08-09 12:25:38.0000000",,"6","2021-08-09 12:25:38.0000000","POINT (-74.11446895524524 40.561697724021116)"
"110853","23","Full","Good",,"3683D934-2A55-42D8-A1E6-AD3073BE15BF","POINT (-74.1136034624446154 40.5611732096467819)","4D8F0522-4535-4DBF-957E-A3CA23730114","Liquidambar styraciflua - sweetgum","2015-03-20 04:00:00.0000000","2021-08-09 12:35:26.0000000",,"6","2021-08-09 12:35:26.0000000","POINT (-74.11360346244462 40.56117320964678)"
"110854","23","Full","Fair",,"644649FA-CB9A-45BD-952D-2C5F768077A8","POINT (-74.1134431875783548 40.5610762750001967)","7F2FC301-EC3D-44F8-9277-FC4209F58C79","Platanus x acerifolia - London planetree","2015-03-20 04:00:00.0000000","2023-02-27 17:39:49.0000000",,"3","2023-02-27 17:39:49.0000000","POINT (-74.11344318757835 40.5610762750002)"
"110855","23","Full","Fair",,"E7F097F5-5864-483F-89DF-EF18337C4441","POINT (-74.1088632583347788 40.5596329517844509)","970B3427-3DDB-4F5D-880B-F170603C9BC4","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2023-05-11 14:57:38.0000000",,"7","2023-05-11 14:57:38.0000000","POINT (-74.10886325833478 40.55963295178445)"
"110856","34","Full","Fair",,"215A3A5D-8917-45EF-B575-2B897E0A3D52","POINT (-74.1116337431478911 40.5611876498869819)","0EE50427-5319-412F-96BE-73E1DC28158E","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-08-13 16:19:29.0000000",,"8","2021-08-13 16:19:29.0000000","POINT (-74.11163374314789 40.56118764988698)"
"110857","16","Full","Fair",,"6231FD47-FA38-4ED1-AEDF-C5B73E950D5D","POINT (-74.1117283371251574 40.5612417633192734)","242769BB-B9DC-4E80-9157-D608BA82745A","Fraxinus pennsylvanica - Green ash","2015-03-20 04:00:00.0000000","2022-06-14 13:02:04.0000000",,"6","2022-06-14 13:02:04.0000000","POINT (-74.11172833712516 40.56124176331927)"
"110858","26","Full","Fair",,"9D60D43F-A958-4BE0-97C7-6BDF7F483EE0","POINT (-74.1119222131893878 40.5613499848097732)","F03988A4-247C-422E-8533-EAE0A7B997C6","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-08-13 16:22:54.0000000",,"7","2021-08-13 16:22:54.0000000","POINT (-74.11192221318939 40.56134998480977)"
"110859","18","Full","Fair",,"BA7F4BE4-0E50-4C45-8A81-DCA1CD3C2575","POINT (-74.1127178534060960 40.5618206752112798)","19B61826-A30D-43B3-8E5B-5C3F1E64C426","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-08-20 19:20:40.0000000",,"8","2021-08-20 19:20:40.0000000","POINT (-74.1127178534061 40.56182067521128)"
"110860","20","Full","Fair",,"2DD1C594-E346-4E49-ADCC-4F03D147AE35","POINT (-74.1132057172247869 40.5621156449558669)","75FDC97E-A7A3-4DDA-B6CD-A3D062204BAA","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-08-20 19:09:54.0000000",,"6","2021-08-20 19:09:54.0000000","POINT (-74.11320571722479 40.56211564495587)"
"110861","22","Full","Fair",,"58568E59-793F-4C0E-A4C5-F6E190C790B5","POINT (-74.1134613753895053 40.5622684764209325)","792432DB-653A-4563-B0F3-D40617A7C40E","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-08-20 19:04:09.0000000",,"6","2021-08-20 19:04:09.0000000","POINT (-74.1134613753895 40.56226847642093)"
"110862","24","Full","Fair",,"3115DF99-414E-4CE6-9590-561CA0FB6DEE","POINT (-74.1135669205545753 40.5623303218832163)","2ADCDF52-947A-46B7-801B-F2C83563DEBC","Quercus palustris - pin oak","2015-03-20 04:00:00.0000000","2021-08-20 19:02:12.0000000",,"7","2021-08-20 19:02:12.0000000","POINT (-74.11356692055458 40.562330321883216)"
"110863","15","Retired","Dead",,"7648AE15-9318-4E1D-AB2F-9C5EAE762F9C","POINT (-73.9894989009915349 40.6132444848132650)","3F3C2696-A2AD-4DC4-BCC6-4AB256254ADC","Gleditsia triacanthos var. inermis - Thornless honeylocust","2015-03-20 04:00:00.0000000","2018-02-09 11:42:40.0000000",,,,"POINT (-73.98949890099153 40.613244484813265)"
"111223","16","Retired","Poor",,"22BCD3B5-1508-403D-B026-220AE8058575","POINT (-73.7883352611423078 40.7317763804748196)","E1F3AD79-2774-4606-A9F8-0AE553A58D1C","Acer platanoides - Norway maple","2015-03-20 04:00:00.0000000","2019-08-13 12:50:28.0000000",,,,"POINT (-73.78833526114231 40.73177638047482)"
"111224","34","Full","Good",,"1E2D8F57-5E29-4211-8C17-F3FBF875735C","POINT (-74.1134969375856656 40.6245035714078568)","BAD16E37-E38B-4718-B379-6FCA3D6F64B1","Carya glabra - pignut hickory","2015-03-20 04:00:00.0000000","2022-09-12 14:51:14.0000000",,"9","2022-09-12 14:51:14.0000000","POINT (-74.11349693758567 40.62450357140786)"
"111225","0","Retired","Unknown","0","E56FBD0C-8904-4F50-BE1F-2724E9646162","POINT (-73.7806221402522482 40.7842656191031523)","66CD9203-1B64-47A6-BA0D-CA62BEBBDE85","Unknown - Unknown","2015-03-20 04:00:00.0000000","2017-02-03 10:09:06.0000000",,,,"POINT (-73.78062214025225 40.78426561910315)"
"111226","0","Retired","Unknown","0","EE7B83A9-F669-4458-9E90-C9C0C65E42E1","POINT (-73.7805349993450932 40.7843131047747747)","7FBB29DF-58D8-43B7-8A3D-8C83BA098EAB","Unknown - Unknown","2015-03-20 04:00:00.0000000","2017-02-03 10:11:07.0000000",,,,"POINT (-73.7805349993451 40.784313104774775)"
"111227","29","Full","Fair",,"4A6ECEA8-7117-47F3-8EB8-DB06B4E075EE","POINT (-74.1558758214879106 40.5956303467963124)","AF4D9678-AC02-4467-BC1E-5DAC1A0B470A","Quercus rubra - northern red oak","2015-03-20 04:00:00.0000000","2023-03-10 18:33:18.0000000",,"8","2023-03-10 18:33:18.0000000","POINT (-74.15587582148791 40.59563034679631)"
