"vendorid","lpep_pickup_datetime","lpep_dropoff_datetime","store_and_fwd_flag","ratecodeid","pulocationid","dolocationid","passenger_count","trip_distance","fare_amount","extra","mta_tax","tip_amount","tolls_amount","ehail_fee","improvement_surcharge","total_amount","payment_type","trip_type","congestion_surcharge"
"2","2019-02-01T00:24:17.000","2019-02-01T00:38:40.000","N","1","92","121","1","3.56","14","0.5","0.5","0","0",,"0.3","15.3","2","1","0"
"2","2019-02-01T00:44:46.000","2019-02-01T00:48:09.000","N","1","82","82","1","0.37","4","0.5","0.5","0","0",,"0.3","5.3","2","1","0"
"2","2019-02-01T00:07:42.000","2019-02-01T00:15:29.000","N","1","82","173","2","1.56","7.5","0.5","0.5","1.5","0",,"0.3","10.3","1","1","0"
"2","2019-02-01T00:22:37.000","2019-02-01T00:36:38.000","N","1","130","171","1","6.98","21","0.5","0.5","4.46","0",,"0.3","26.76","1","1","0"
"2","2019-02-01T00:13:43.000","2019-02-01T00:16:52.000","N","1","223","223","1","0.87","5","0.5","0.5","1.26","0",,"0.3","7.56","1","1","0"
"2","2019-02-01T00:38:12.000","2019-02-01T00:41:49.000","N","1","223","223","1","0.64","4.5","0.5","0.5","1.45","0",,"0.3","7.25","1","1","0"
"2","2019-02-01T00:02:19.000","2019-02-01T00:11:20.000","N","1","95","197","1","2.32","9","0.5","0.5","2.06","0",,"0.3","12.36","1","1","0"
"1","2019-02-01T00:20:09.000","2019-02-01T00:28:01.000","N","1","82","129","1","1.50","7.5","0.5","0.5","0","0",,"0.3","8.8","2","1","0"
"1","2019-02-01T00:39:34.000","2019-02-01T00:49:36.000","N","1","129","82","1","1.90","9.5","0.5","0.5","0","0",,"0.3","10.8","2","1","0"
"1","2019-02-01T00:28:15.000","2019-02-01T00:38:12.000","N","1","260","173","1","1.50","8","0.5","0.5","0","0",,"0.3","9.3","2","1","0"
"1","2019-02-01T00:09:53.000","2019-02-01T00:18:20.000","N","1","129","129","1","1.40","7.5","0.5","0.5","0","0",,"0.3","8.8","2","1","0"
"1","2019-02-01T00:34:17.000","2019-02-01T00:34:46.000","N","5","129","129","1","1.40","7","0","0","0","0",,"0","7","1","2","0"
"2","2019-01-31T21:56:37.000","2019-01-31T22:03:10.000","N","5","265","265","1","2.11","15","0","0","0","0",,"0","15","2","2","0"
"2","2019-02-01T00:27:19.000","2019-02-01T00:33:04.000","N","1","95","102","1","1.91","8","0.5","0.5","1","0",,"0.3","10.3","1","1","0"
"2","2019-02-01T00:07:55.000","2019-02-01T00:11:33.000","N","1","260","83","1","0.60","4.5","0.5","0.5","1.16","0",,"0.3","6.96","1","1","0"
"2","2019-02-01T00:08:40.000","2019-02-01T00:20:15.000","N","1","95","121","1","2.79","11.5","0.5","0.5","2.56","0",,"0.3","15.36","1","1","0"
"2","2019-02-01T00:14:28.000","2019-02-01T00:21:53.000","N","1","255","80","5","1.28","7","0.5","0.5","0","0",,"0.3","8.3","1","1","0"
"2","2019-02-01T00:12:44.000","2019-02-01T00:28:34.000","N","5","226","42","1","6.85","24.78","0","0.5","0","5.76",,"0","31.04","1","2","0"
"1","2019-02-01T00:51:10.000","2019-02-01T00:58:37.000","N","1","134","216","1","3.40","11","0.5","0.5","2.45","0",,"0.3","14.75","1","1","0"
"2","2019-02-01T00:43:55.000","2019-02-01T00:46:03.000","N","1","230","230","1","0.57","4","0.5","0.5","0","0",,"0.3","5.3","2","1","0"
"2","2019-02-01T00:54:56.000","2019-02-01T01:08:57.000","N","1","48","247","1","8.41","24","0.5","0.5","0","0",,"0.3","25.3","1","1","0"
"1","2019-02-01T00:06:46.000","2019-02-01T00:15:47.000","N","1","7","129","1","2.60","10","0.5","0.5","0","0",,"0.3","11.3","2","1","0"
"1","2019-02-01T00:42:55.000","2019-02-01T00:48:08.000","N","1","7","129","1","1.60","7.5","0.5","0.5","0","0",,"0.3","8.8","2","1","0"
"1","2019-02-01T00:20:03.000","2019-02-01T00:28:15.000","N","1","225","198","1","1.50","8","0.5","0.5","1","0",,"0.3","10.3","1","1","0"
"1","2019-02-01T00:52:03.000","2019-02-01T01:00:15.000","N","1","36","36","1","1.50","7.5","0.5","0.5","1.75","0",,"0.3","10.55","1","1","0"
"2","2019-02-01T00:22:18.000","2019-02-01T00:32:49.000","N","5","92","53","1","2.60","13","0","0","0","0",,"0","13","1","2","0"
"2","2019-02-01T00:27:55.000","2019-02-01T00:38:45.000","N","1","82","56","1","2.14","9.5","0.5","0.5","1.2","0",,"0.3","12","1","1","0"
"1","2019-02-01T00:24:39.000","2019-02-01T00:44:16.000","N","1","65","133","1","4.20","17.5","0.5","0.5","0","0",,"0.3","18.8","2","1","0"
"2","2019-02-01T00:00:59.000","2019-02-01T00:03:01.000","N","1","41","42","1","0.40","3.5","0.5","0.5","0","0",,"0.3","4.8","2","1","0"
"2","2019-02-01T00:35:39.000","2019-02-01T00:45:58.000","N","1","129","56","1","2.25","9.5","0.5","0.5","0","0",,"0.3","10.8","1","1","0"
"2","2019-02-01T00:26:04.000","2019-02-01T00:31:41.000","N","1","74","152","1","1.13","6","0.5","0.5","5","0",,"0.3","12.3","1","1","0"
"2","2019-02-01T00:40:11.000","2019-02-01T00:49:59.000","N","1","152","74","1","1.82","9","0.5","0.5","2.58","0",,"0.3","12.88","1","1","0"
"2","2019-02-01T00:06:08.000","2019-02-01T00:18:46.000","N","1","82","196","2","2.33","10.5","0.5","0.5","2.36","0",,"0.3","14.16","1","1","0"
"2","2019-02-01T00:21:38.000","2019-02-01T00:25:18.000","N","1","75","74","1","1.22","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1","0"
"1","2019-02-01T00:12:29.000","2019-02-01T00:19:07.000","N","1","260","226","1","1.70","7.5","0.5","0.5","0","0",,"0.3","8.8","2","1","0"
"2","2019-02-01T00:34:53.000","2019-02-01T01:21:15.000","N","1","136","216","5","20.58","63","0.5","0.5","0","5.76",,"0.3","70.06","1","1","0"
"2","2019-02-01T01:00:38.000","2019-02-01T01:06:54.000","N","1","146","7","1","1.34","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1","0"
"2","2019-02-01T00:33:24.000","2019-02-01T00:45:10.000","N","1","36","63","1","2.34","10.5","0.5","0.5","0","0",,"0.3","11.8","2","1","0"
"2","2019-02-01T00:23:43.000","2019-02-01T00:28:52.000","N","1","129","129","1","0.92","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1","0"
"2","2019-02-01T00:09:08.000","2019-02-01T00:18:06.000","N","1","255","37","1","1.54","7.5","0.5","0.5","2.2","0",,"0.3","11","1","1","0"
"2","2019-02-01T00:26:09.000","2019-02-01T00:42:12.000","N","1","255","61","1","3.44","14","0.5","0.5","3.82","0",,"0.3","19.12","1","1","0"
"2","2019-02-01T00:56:48.000","2019-02-01T01:02:32.000","N","1","66","65","1","0.99","6","0.5","0.5","1.46","0",,"0.3","8.76","1","1","0"
"2","2019-02-01T00:24:04.000","2019-02-01T00:29:06.000","N","1","130","215","1","1.06","5.5","0.5","0.5","1.36","0",,"0.3","8.16","1","1","0"
"2","2019-02-01T00:38:23.000","2019-02-01T00:46:47.000","N","1","130","28","1","1.87","8.5","0.5","0.5","1.96","0",,"0.3","11.76","1","1","0"
"2","2019-02-01T00:00:02.000","2019-02-01T00:27:34.000","N","1","75","136","1","6.77","23","0.5","0.5","0","0",,"0.3","24.3","2","1","0"
"2","2019-02-01T00:26:47.000","2019-02-01T00:29:58.000","N","1","16","16","1","0.83","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1","0"
"2","2019-02-01T00:21:42.000","2019-02-01T00:26:45.000","N","1","244","244","1","0.80","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1","0"
"2","2019-01-31T22:58:54.000","2019-01-31T23:10:34.000","N","1","43","140","1","2.42","10.5","0.5","0.5","1","0",,"0.3","12.8","1","1","0"
"2","2019-01-31T23:26:02.000","2019-01-31T23:35:47.000","N","1","43","141","1","2.18","9.5","0.5","0.5","2","0",,"0.3","12.8","1","1","0"
"2","2019-02-01T00:28:42.000","2019-02-01T00:30:53.000","N","1","145","145","1","0.59","4","0.5","0.5","1.06","0",,"0.3","6.36","1","1","0"
"2","2019-02-01T00:16:02.000","2019-02-01T00:38:20.000","N","1","255","160","1","5.45","19.5","0.5","0.5","4.16","0",,"0.3","24.96","1","1","0"
"2","2019-02-01T00:06:31.000","2019-02-01T00:14:22.000","N","1","83","129","1","1.40","7.5","0.5","0.5","1.76","0",,"0.3","10.56","1","1","0"
"2","2019-02-01T00:04:00.000","2019-02-01T00:22:22.000","N","1","166","119","1","4.46","16.5","0.5","0.5","0.55","0",,"0.3","18.35","1","1","0"
"2","2019-02-01T00:20:02.000","2019-02-01T00:27:51.000","N","1","82","129","1","1.07","7","0.5","0.5","2.08","0",,"0.3","10.38","1","1","0"
"2","2019-02-01T00:44:58.000","2019-02-01T00:47:17.000","N","1","25","25","1","0.70","4","0.5","0.5","0","0",,"0.3","5.3","1","1","0"
"2","2019-02-01T00:54:16.000","2019-02-01T01:02:27.000","N","1","74","42","1","1.27","7","0.5","0.5","0","0",,"0.3","8.3","2","1","0"
"2","2019-02-01T00:12:01.000","2019-02-01T00:19:17.000","N","1","66","52","6","1.51","7.5","0.5","0.5","2.64","0",,"0.3","11.44","1","1","0"
"2","2019-02-01T00:50:06.000","2019-02-01T01:09:09.000","N","1","66","80","6","5.69","19.5","0.5","0.5","4.16","0",,"0.3","24.96","1","1","0"
"2","2019-02-01T00:10:43.000","2019-02-01T00:10:48.000","N","1","7","7","1","0.00","2.5","0.5","0.5","0.95","0",,"0.3","4.75","1","1","0"
"2","2019-02-01T00:43:05.000","2019-02-01T01:05:20.000","N","1","7","48","1","4.80","19","0.5","0.5","4.06","0",,"0.3","24.36","1","1","0"
"2","2019-02-01T00:28:06.000","2019-02-01T00:37:59.000","N","1","74","116","1","2.24","9.5","0.5","0.5","0","0",,"0.3","10.8","2","1","0"
"2","2019-02-01T00:35:14.000","2019-02-01T00:45:58.000","N","1","74","244","1","3.23","11.5","0.5","0.5","1.92","0",,"0.3","14.72","1","1","0"
"2","2019-02-01T00:07:57.000","2019-02-01T00:14:13.000","N","1","75","74","1","1.65","7.5","0.5","0.5","0","0",,"0.3","8.8","2","1","0"
"2","2019-02-01T00:38:14.000","2019-02-01T00:41:50.000","N","1","74","42","1","0.97","5","0.5","0.5","1.26","0",,"0.3","7.56","1","1","0"
"2","2019-02-01T00:55:02.000","2019-02-01T01:00:14.000","N","1","74","42","1","1.12","6","0.5","0.5","0","0",,"0.3","7.3","2","1","0"
"2","2019-02-01T00:12:55.000","2019-02-01T00:17:58.000","N","1","95","95","1","0.59","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1","0"
"2","2019-02-01T00:28:08.000","2019-02-01T00:31:46.000","N","1","95","95","1","0.89","5","0.5","0.5","1.89","0",,"0.3","8.19","1","1","0"
"2","2019-02-01T00:48:23.000","2019-02-01T00:53:52.000","N","1","95","95","1","1.28","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1","0"
"2","2019-02-01T00:03:42.000","2019-02-01T01:07:32.000","N","1","80","165","5","18.01","60.5","0.5","0.5","0","0",,"0.3","61.8","2","1","0"
"2","2019-02-01T00:04:27.000","2019-02-01T00:13:09.000","N","1","260","7","1","1.85","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1","0"
"1","2019-02-01T00:15:57.000","2019-02-01T00:41:03.000","N","1","66","37","1","3.80","18.5","0.5","0.5","3.96","0",,"0.3","23.76","1","1","0"
"2","2019-02-01T00:06:44.000","2019-02-01T00:11:35.000","N","1","42","42","1","0.62","5","0.5","0.5","0","0",,"0.3","6.3","1","1","0"
"2","2019-02-01T00:14:36.000","2019-02-01T00:17:58.000","N","1","41","41","1","0.65","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1","0"
"2","2019-02-01T00:45:17.000","2019-02-01T00:49:16.000","N","1","66","33","1","0.75","4.5","0.5","0.5","1.16","0",,"0.3","6.96","1","1","0"
"2","2019-02-01T00:07:15.000","2019-02-01T00:16:31.000","N","1","116","168","1","2.05","9","0.5","0.5","3.09","0",,"0.3","13.39","1","1","0"
"2","2019-02-01T00:41:02.000","2019-02-01T00:44:48.000","N","1","41","41","1","0.43","4","0.5","0.5","0","0",,"0.3","5.3","2","1","0"
"2","2019-01-31T23:59:57.000","2019-02-01T00:10:51.000","N","1","80","79","1","3.04","11.5","0.5","0.5","2.56","0",,"0.3","15.36","1","1","0"
"2","2019-02-01T00:38:14.000","2019-02-01T01:04:31.000","N","1","256","158","1","5.24","21.5","0.5","0.5","4.56","0",,"0.3","27.36","1","1","0"
"2","2019-02-01T00:29:13.000","2019-02-01T00:34:40.000","N","1","134","135","5","1.74","7","0.5","0.5","1.66","0",,"0.3","9.96","1","1","0"
"1","2019-02-01T00:14:11.000","2019-02-01T00:17:35.000","N","1","82","56","3","0.70","4.5","0.5","0.5","3","0",,"0.3","8.8","1","1","0"
"1","2019-02-01T00:38:52.000","2019-02-01T00:42:25.000","N","1","82","82","3","0.40","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1","0"
"2","2019-02-01T00:21:43.000","2019-02-01T00:28:20.000","N","1","260","129","1","1.30","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1","0"
"2","2019-02-01T00:20:04.000","2019-02-01T00:22:28.000","N","1","42","42","1","0.55","4","0.5","0.5","0","0",,"0.3","5.3","2","1","0"
"2","2019-02-01T00:33:21.000","2019-02-01T00:59:39.000","N","1","255","42","1","11.26","33","0.5","0.5","3","0",,"0.3","37.3","1","1","0"
"2","2019-02-01T00:45:53.000","2019-02-01T00:50:17.000","N","1","41","166","1","0.96","5.5","0.5","0.5","1.7","0",,"0.3","8.5","1","1","0"
"2","2019-02-01T00:30:06.000","2019-02-01T00:36:41.000","N","1","41","152","1","1.27","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1","0"
"2","2019-02-01T00:45:23.000","2019-02-01T00:49:09.000","N","1","42","116","1","0.95","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1","0"
"2","2019-02-01T00:55:13.000","2019-02-01T01:01:22.000","N","1","116","74","1","1.69","7","0.5","0.5","0","0",,"0.3","8.3","2","1","0"
"1","2019-02-01T01:04:36.000","2019-02-01T01:06:06.000","N","1","41","41","1","0.30","3.5","0.5","0.5","0","0",,"0.3","4.8","3","1","0"
"1","2019-02-01T01:16:18.000","2019-02-01T01:17:51.000","N","1","41","41","1","0.20","3","0.5","0.5","0","0",,"0.3","4.3","2","1","0"
"2","2019-02-01T01:57:14.000","2019-02-01T02:16:10.000","N","1","255","33","1","6.44","21","0.5","0.5","3","0",,"0.3","25.3","1","1","0"
"1","2019-02-01T01:02:12.000","2019-02-01T01:12:33.000","N","1","49","177","1","2.60","10.5","0.5","0.5","0","0",,"0.3","11.8","2","1","0"
"2","2019-02-01T01:17:11.000","2019-02-01T01:36:52.000","N","1","7","56","1","4.21","17","0.5","0.5","0","0",,"0.3","18.3","2","1","0"
"1","2019-02-01T01:30:31.000","2019-02-01T01:42:55.000","N","1","25","188","1","3.30","12.5","0.5","0.5","0","0",,"0.3","13.8","1","1","0"
"1","2019-02-01T01:53:35.000","2019-02-01T01:56:19.000","N","1","49","49","1","0.60","4","0.5","0.5","0","0",,"0.3","5.3","2","1","0"
"2","2019-02-01T01:44:47.000","2019-02-01T01:54:18.000","N","1","75","74","1","1.69","9","0.5","0.5","0","0",,"0.3","10.3","2","1","0"
"2","2019-02-01T01:20:40.000","2019-02-01T01:31:09.000","N","1","65","195","1","2.00","9.5","0.5","0.5","0","0",,"0.3","10.8","2","1","0"
"2","2019-02-01T01:42:35.000","2019-02-01T01:57:13.000","N","1","66","249","2","4.89","16.5","0.5","0.5","3.56","0",,"0.3","21.36","1","1","0"
"2","2019-02-01T01:15:23.000","2019-02-01T01:18:33.000","N","1","260","260","1","0.68","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1","0"
"2","2019-02-01T01:28:42.000","2019-02-01T01:34:49.000","N","1","260","83","2","1.22","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1","0"
"2","2019-02-01T01:13:35.000","2019-02-01T01:19:30.000","N","1","260","82","3","0.87","6","0.5","0.5","0","0",,"0.3","7.3","2","1","0"
"2","2019-02-01T01:31:47.000","2019-02-01T01:41:14.000","N","1","82","173","2","1.34","8","0.5","0.5","0","0",,"0.3","9.3","2","1","0"
"2","2019-02-01T01:49:29.000","2019-02-01T01:54:45.000","N","1","129","129","3","1.25","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1","0"
"2","2019-02-01T01:03:03.000","2019-02-01T01:07:01.000","N","1","166","24","1","0.83","5","0.5","0.5","0","0",,"0.3","6.3","2","1","0"
"2","2019-02-01T00:59:46.000","2019-02-01T01:10:59.000","N","1","82","226","1","1.73","9","0.5","0.5","0","0",,"0.3","10.3","2","1","0"
"2","2019-02-01T01:10:34.000","2019-02-01T01:12:40.000","N","1","179","179","1","0.63","4","0.5","0.5","0","0",,"0.3","5.3","2","1","0"
"2","2019-02-01T01:14:12.000","2019-02-01T01:23:49.000","N","1","179","7","1","0.77","5.5","0.5","0.5","0.01","0",,"0.3","6.81","1","1","0"
"2","2019-02-01T01:25:24.000","2019-02-01T01:41:08.000","N","1","7","129","1","2.62","11.5","0.5","0.5","0","0",,"0.3","12.8","2","1","0"
"2","2019-02-01T01:47:20.000","2019-02-01T01:47:23.000","N","5","129","129","0","0.00","12","0","0","2.4","0",,"0","14.4","1","2","0"
"2","2019-02-01T01:02:33.000","2019-02-01T01:09:54.000","N","1","255","256","1","1.19","7","0.5","0.5","1.66","0",,"0.3","9.96","1","1","0"
"2","2019-02-01T01:18:56.000","2019-02-01T01:32:54.000","N","1","42","230","1","6.71","20","0.5","0.5","0","0",,"0.3","21.3","2","1","0"
"2","2019-02-01T01:51:32.000","2019-02-01T01:53:32.000","N","1","41","41","1","0.25","3.5","0.5","0.5","0","0",,"0.3","4.8","2","1","0"
"2","2019-02-01T01:06:26.000","2019-02-01T01:06:34.000","N","1","145","145","5","0.00","2.5","0.5","0.5","1.14","0",,"0.3","4.94","1","1","0"
"2","2019-02-01T01:18:01.000","2019-02-01T01:21:08.000","N","1","112","112","5","0.76","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1","0"
"2","2019-02-01T01:44:22.000","2019-02-01T01:58:44.000","N","1","80","148","5","5.00","16","0.5","0.5","2","0",,"0.3","19.3","1","1","0"
"2","2019-02-01T01:48:23.000","2019-02-01T01:52:52.000","N","1","82","82","1","0.92","5.5","0.5","0.5","1.36","0",,"0.3","8.16","1","1","0"
"2","2019-02-01T01:16:50.000","2019-02-01T01:26:59.000","N","1","179","42","1","4.43","14","0.5","0.5","4","5.76",,"0.3","25.06","1","1","0"
"2","2019-02-01T01:22:47.000","2019-02-01T01:26:24.000","N","1","7","7","1","1.07","5","0.5","0.5","0","0",,"0.3","6.3","2","1","0"
"2","2019-02-01T01:10:16.000","2019-02-01T01:19:08.000","N","1","129","7","2","2.82","11","0.5","0.5","0","0",,"0.3","12.3","2","1","0"
"2","2019-02-01T01:56:44.000","2019-02-01T02:02:19.000","N","1","25","65","1","0.99","6","0.5","0.5","0","0",,"0.3","7.3","2","1","0"
"2","2019-02-01T01:39:32.000","2019-02-01T01:48:30.000","N","1","80","17","1","1.78","8.5","0.5","0.5","1.96","0",,"0.3","11.76","1","1","0"
"1","2019-02-01T01:30:45.000","2019-02-01T01:49:26.000","N","1","116","90","1","7.40","23.5","0.5","0.5","6.2","0",,"0.3","31","1","1","0"
"2","2019-02-01T01:19:35.000","2019-02-01T01:22:20.000","N","1","179","179","1","0.59","4","0.5","0.5","0","0",,"0.3","5.3","2","1","0"
"1","2019-02-01T01:04:47.000","2019-02-01T01:14:29.000","N","1","256","157","1","2.50","10","0.5","0.5","0","0",,"0.3","11.3","2","1","0"
"1","2019-02-01T01:35:26.000","2019-02-01T01:59:15.000","N","1","36","79","1","6.20","22","0.5","0.5","4.65","0",,"0.3","27.95","1","1","0"
"2","2019-02-01T01:33:59.000","2019-02-01T01:49:48.000","N","1","255","140","1","4.66","16","0.5","0.5","3.46","0",,"0.3","20.76","1","1","0"
"2","2019-02-01T01:50:27.000","2019-02-01T01:55:16.000","N","1","75","74","1","1.24","6","0.5","0.5","1.46","0",,"0.3","8.76","1","1","0"
"2","2019-02-01T01:02:33.000","2019-02-01T01:10:04.000","N","1","82","82","1","1.31","7","0.5","0.5","1.66","0",,"0.3","9.96","1","1","0"
"2","2019-02-01T01:25:03.000","2019-02-01T01:29:50.000","N","1","166","244","2","1.43","6.5","0.5","0.5","5","0",,"0.3","12.8","1","1","0"
"2","2019-02-01T01:08:01.000","2019-02-01T01:29:03.000","N","1","40","37","1","4.67","17.5","0.5","0.5","3.76","0",,"0.3","22.56","1","1","0"
"2","2019-02-01T01:37:15.000","2019-02-01T01:48:16.000","N","1","36","36","1","0.98","8.5","0.5","0.5","2.94","0",,"0.3","12.74","1","1","0"
"1","2019-02-01T01:13:22.000","2019-02-01T01:19:35.000","N","1","82","129","1","1.00","6","0.5","0.5","0","0",,"0.3","7.3","2","1","0"
"2","2019-02-01T01:24:07.000","2019-02-01T01:27:25.000","N","1","95","95","1","0.92","4.5","0.5","0.5","1","0",,"0.3","6.8","1","1","0"
"2","2019-02-01T01:56:17.000","2019-02-01T02:00:55.000","N","1","95","135","1","1.39","6.5","0.5","0.5","1","0",,"0.3","8.8","1","1","0"
"1","2019-02-01T01:19:13.000","2019-02-01T01:24:26.000","N","1","74","74","1","1.10","6","0.5","0.5","0","0",,"0.3","7.3","2","1","0"
"1","2019-02-01T01:27:57.000","2019-02-01T01:43:18.000","Y","1","74","48","1","4.80","16.5","0.5","0.5","2","0",,"0.3","19.8","1","1","0"
"2","2019-02-01T01:05:17.000","2019-02-01T01:12:52.000","N","1","74","263","1","2.04","8.5","0.5","0.5","2.45","0",,"0.3","12.25","1","1","0"
"1","2019-02-01T01:02:30.000","2019-02-01T01:21:57.000","N","1","17","211","1","4.80","17.5","0.5","0.5","5.6","0",,"0.3","24.4","1","1","0"
"2","2019-02-01T01:30:47.000","2019-02-01T01:44:47.000","N","1","33","83","1","7.72","22.5","0.5","0.5","0","0",,"0.3","23.8","2","1","0"
"2","2019-02-01T01:15:02.000","2019-02-01T01:17:45.000","N","1","223","223","1","0.91","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1","0"
"2","2019-02-01T01:38:34.000","2019-02-01T01:47:09.000","N","1","166","42","1","1.68","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1","0"
"2","2019-02-01T02:02:44.000","2019-02-01T02:04:15.000","N","1","244","244","1","0.42","3.5","0.5","0.5","0","0",,"0.3","4.8","2","1","0"
"2","2019-02-01T01:18:06.000","2019-02-01T01:25:34.000","N","1","95","121","1","2.48","10","0.5","0.5","2.26","0",,"0.3","13.56","1","1","0"
"2","2019-02-01T01:19:12.000","2019-02-01T01:23:05.000","N","1","75","42","1","1.41","6","0.5","0.5","1.46","0",,"0.3","8.76","1","1","0"
"2","2019-02-01T01:47:55.000","2019-02-01T01:52:44.000","N","1","75","41","2","1.12","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1","0"
"1","2019-02-01T01:37:12.000","2019-02-01T02:03:41.000","N","1","49","100","1","6.60","23","0.5","0.5","5","0",,"0.3","29.3","1","1","0"
"2","2019-02-01T01:40:55.000","2019-02-01T01:44:27.000","N","1","42","152","1","1.31","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1","0"
"2","2019-02-01T01:13:45.000","2019-02-01T01:19:25.000","N","1","61","17","1","1.24","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1","0"
"2","2019-02-01T01:28:50.000","2019-02-01T01:31:45.000","N","1","255","255","1","0.57","4","0.5","0.5","0","0",,"0.3","5.3","2","1","0"
"2","2019-02-01T01:36:20.000","2019-02-01T02:01:41.000","N","1","129","171","1","5.78","22.5","0.5","0.5","0","0",,"0.3","23.8","2","1","0"
"2","2019-02-01T01:43:31.000","2019-02-01T01:50:30.000","N","1","97","188","6","2.08","8.5","0.5","0.5","1.96","0",,"0.3","11.76","1","1","0"
"2","2019-02-01T01:42:39.000","2019-02-01T01:42:44.000","N","1","116","116","1","0.00","2.5","0.5","0.5","0","0",,"0.3","3.8","2","1","0"
"2","2019-02-01T01:25:21.000","2019-02-01T01:31:15.000","N","1","168","159","1","1.16","6","0.5","0.5","0","0",,"0.3","7.3","1","1","0"
"2","2019-02-01T01:28:59.000","2019-02-01T01:36:15.000","N","1","92","92","1","1.26","7.5","0.5","0.5","2.64","0",,"0.3","11.44","1","1","0"
"2","2019-02-01T01:48:18.000","2019-02-01T01:57:17.000","N","1","134","197","1","3.51","12","0.5","0.5","3.99","0",,"0.3","17.29","1","1","0"
"2","2019-02-01T02:11:40.000","2019-02-01T02:21:21.000","N","1","116","151","1","2.71","10.5","0.5","0.5","0","0",,"0.3","11.8","1","1","0"
"2","2019-02-01T01:42:23.000","2019-02-01T01:55:32.000","N","1","82","226","1","2.62","12","0.5","0.5","1.5","0",,"0.3","14.8","1","1","0"
"2","2019-02-01T01:33:11.000","2019-02-01T01:43:23.000","N","1","7","260","2","1.79","9","0.5","0.5","0","0",,"0.3","10.3","2","1","0"
"1","2019-02-01T01:14:46.000","2019-02-01T01:20:51.000","N","1","36","198","1","0.90","6","0.5","0.5","0","0",,"0.3","7.3","2","1","0"
"1","2019-02-01T01:53:45.000","2019-02-01T02:02:51.000","N","1","37","80","1","1.40","8","0.5","0.5","0","0",,"0.3","9.3","2","1","0"
"1","2019-02-01T01:02:19.000","2019-02-01T01:18:16.000","N","1","82","173","1","1.90","11.5","0.5","0.5","0","0",,"0.3","12.8","2","1","0"
"2","2019-02-01T01:45:21.000","2019-02-01T02:06:54.000","N","1","7","67","5","16.56","44.5","0.5","0.5","13.74","0",,"0.3","59.54","1","1","0"
"2","2019-02-01T01:20:57.000","2019-02-01T01:21:02.000","N","5","42","42","1","0.00","58","0","0","11.6","0",,"0","69.6","1","2","0"
"2","2019-02-01T01:43:50.000","2019-02-01T01:50:16.000","N","1","166","238","1","1.17","7","0.5","0.5","0.83","0",,"0.3","9.13","1","1","0"
"2","2019-02-01T01:54:39.000","2019-02-01T02:01:53.000","N","1","129","82","1","0.89","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1","0"
"2","2019-02-01T01:10:54.000","2019-02-01T01:36:04.000","N","1","66","225","1","4.01","17.5","0.5","0.5","0","0",,"0.3","18.8","2","1","0"
"2","2019-02-01T01:45:55.000","2019-02-01T02:05:09.000","N","1","49","37","1","3.65","14.5","0.5","0.5","0","0",,"0.3","15.8","2","1","0"
"1","2019-02-01T01:37:47.000","2019-02-01T01:55:35.000","N","1","129","70","1","2.10","12.5","0.5","0.5","0","0",,"0.3","13.8","2","1","0"
"2","2019-02-01T01:30:13.000","2019-02-01T02:14:24.000","N","1","181","216","1","9.22","36","0.5","0.5","0","0",,"0.3","37.3","2","1","0"
"2","2019-02-01T01:13:14.000","2019-02-01T01:14:10.000","N","5","61","61","1","0.00","35","0","0","0","0",,"0","35","1","2","0"
"2","2019-02-01T01:26:03.000","2019-02-01T01:38:33.000","N","1","95","82","5","1.77","10","0.5","0.5","2.26","0",,"0.3","13.56","1","1","0"
"2","2019-02-01T01:30:51.000","2019-02-01T01:46:52.000","N","1","82","80","1","4.71","16","0.5","0.5","2","0",,"0.3","19.3","1","1","0"
"2","2019-02-01T01:16:15.000","2019-02-01T01:21:13.000","N","1","112","255","1","0.86","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1","0"
"2","2019-02-01T01:45:42.000","2019-02-01T02:11:44.000","N","1","112","243","1","11.60","33.5","0.5","0.5","0","0",,"0.3","34.8","2","1","0"
