"vendorid","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","ratecodeid","store_and_fwd_flag","pulocationid","dolocationid","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount"
"2","2017-01-29T03:01:26.000","2017-01-29T03:23:00.000","1","6.59","1","N","50","129","2","21.5","0.5","0.5","0","0","0.3","22.8"
"2","2017-01-29T03:01:26.000","2017-01-29T03:11:39.000","3","1.96","1","N","114","186","1","9","0.5","0.5","2.06","0","0.3","12.36"
"2","2017-01-29T03:01:26.000","2017-01-29T03:19:05.000","1","10.74","1","N","232","244","2","30.5","0.5","0.5","0","0","0.3","31.8"
"2","2017-01-29T03:01:26.000","2017-01-29T03:09:30.000","6","2.61","1","N","48","158","1","9.5","0","0.5","2.58","0","0.3","12.88"
"1","2017-01-29T03:01:27.000","2017-01-29T03:08:05.000","1","0.80","1","N","244","120","3","6.5","0.5","0.5","0","0","0.3","7.8"
"1","2017-01-29T03:01:27.000","2017-01-29T03:11:24.000","1","1.00","1","N","148","79","1","8","0.5","0.5","1.85","0","0.3","11.15"
"1","2017-01-29T03:01:27.000","2017-01-29T03:11:53.000","2","1.60","1","N","163","90","2","8.5","0.5","0.5","0","0","0.3","9.8"
"2","2017-01-29T03:01:27.000","2017-01-29T03:07:36.000","1","1.02","1","N","148","113","1","6","0.5","0.5","1.46","0","0.3","8.76"
"2","2017-01-29T03:01:27.000","2017-01-29T03:06:34.000","1","1.12","1","N","238","142","1","6","0","0.5","1.7","0","0.3","8.5"
"1","2017-01-29T03:01:28.000","2017-01-29T03:27:22.000","1","6.50","1","N","79","238","1","22","0.5","0.5","4","0","0.3","27.3"
"2","2017-01-29T03:01:28.000","2017-01-29T03:09:58.000","1","2.13","1","N","79","231","1","9","0.5","0.5","1.2","0","0.3","11.5"
"2","2017-01-29T03:01:28.000","2017-01-29T03:04:51.000","1","0.48","1","N","234","107","1","4.5","0.5","0.5","1","0","0.3","6.8"
"2","2017-01-29T03:01:28.000","2017-01-29T03:34:28.000","1","19.49","2","N","114","132","2","52","0","0.5","0","0","0.3","52.8"
"2","2017-01-29T03:01:28.000","2017-01-29T03:13:55.000","1","2.19","1","N","158","231","2","9.5","0.5","0.5","0","0","0.3","10.8"
"2","2017-01-29T03:01:28.000","2017-01-29T03:14:27.000","4","4.07","1","N","79","263","1","13.5","0.5","0.5","2.96","0","0.3","17.76"
"1","2017-01-29T03:01:29.000","2017-01-29T03:13:35.000","1","2.30","1","N","79","186","1","10.5","0.5","0.5","2.35","0","0.3","14.15"
"1","2017-01-29T03:01:29.000","2017-01-29T03:10:38.000","1","2.60","1","N","114","48","1","10","0.5","0.5","2.25","0","0.3","13.55"
"1","2017-01-29T03:01:29.000","2017-01-29T03:14:50.000","1","5.30","1","N","231","162","1","17.5","0.5","0.5","3","0","0.3","21.8"
"2","2017-01-29T03:01:29.000","2017-01-29T03:03:48.000","4","0.32","1","N","249","113","1","3.5","0.5","0.5","2","0","0.3","6.8"
"2","2017-01-29T03:01:29.000","2017-01-29T03:16:36.000","2","4.04","1","N","79","189","1","15","0.5","0.5","3.26","0","0.3","19.56"
"1","2017-01-29T03:01:30.000","2017-01-29T03:16:13.000","2","9.00","1","N","75","220","1","25.5","0.5","0.5","5.85","2.54","0.3","35.19"
"1","2017-01-29T03:01:30.000","2017-01-29T03:14:53.000","1","2.80","1","N","264","264","1","12","0.5","0.5","2.65","0","0.3","15.95"
"1","2017-01-29T03:01:30.000","2017-01-29T03:12:41.000","1","2.00","1","N","4","234","1","10","0.5","0.5","2.25","0","0.3","13.55"
"2","2017-01-29T03:01:30.000","2017-01-29T03:09:06.000","2","0.81","1","N","148","114","2","6.5","0.5","0.5","0","0","0.3","7.8"
"1","2017-01-29T03:01:31.000","2017-01-29T03:10:36.000","2","2.50","1","N","164","45","1","9.5","0.5","0.5","2.15","0","0.3","12.95"
"1","2017-01-29T03:01:31.000","2017-01-29T03:11:31.000","1","1.50","1","N","107","68","1","8.5","0.5","0.5","1.95","0","0.3","11.75"
"2","2017-01-29T03:01:31.000","2017-01-29T03:11:07.000","2","1.78","1","N","79","87","1","8.5","0.5","0.5","1.96","0","0.3","11.76"
"2","2017-01-29T03:01:31.000","2017-01-29T03:07:22.000","1","1.17","1","N","148","79","1","6","0.5","0.5","1","0","0.3","8.3"
"2","2017-01-29T03:01:31.000","2017-01-29T03:04:08.000","1","0.58","1","N","79","224","1","4","0.5","0.5","1.06","0","0.3","6.36"
"2","2017-01-29T03:01:32.000","2017-01-29T03:07:31.000","5","0.81","1","N","144","125","1","6","0.5","0.5","1","0","0.3","8.3"
"2","2017-01-29T03:01:32.000","2017-01-29T03:14:15.000","1","3.78","1","N","141","260","2","14","0.5","0.5","0","0","0.3","15.3"
"2","2017-01-29T03:01:32.000","2017-01-29T03:02:49.000","1","0.51","1","N","138","138","2","3.5","0.5","0.5","0","0","0.3","4.8"
"2","2017-01-29T03:01:32.000","2017-01-29T03:02:49.000","1","0.51","1","N","138","138","4","-3.5","-0.5","-0.5","0","0","-0.3","-4.8"
"1","2017-01-29T03:01:33.000","2017-01-29T03:07:24.000","1","0.90","1","N","79","249","1","6","0.5","0.5","1.45","0","0.3","8.75"
"1","2017-01-29T03:01:33.000","2017-01-29T03:07:58.000","2","0.90","1","N","233","233","1","6.5","0.5","0.5","1.55","0","0.3","9.35"
"1","2017-01-29T03:01:33.000","2017-01-29T03:24:00.000","1","6.30","1","N","79","61","2","21","0.5","0.5","0","0","0.3","22.3"
"2","2017-01-29T03:01:33.000","2017-01-29T03:09:57.000","1","1.48","1","N","249","170","1","7.5","0.5","0.5","2.2","0","0.3","11"
"2","2017-01-29T03:01:33.000","2017-01-29T03:14:09.000","3","1.38","1","N","148","231","2","9.5","0.5","0.5","0","0","0.3","10.8"
"1","2017-01-29T03:01:34.000","2017-01-29T03:16:44.000","1","5.10","1","N","137","7","1","17","0.5","0.5","1.7","0","0.3","20"
"1","2017-01-29T03:01:34.000","2017-01-29T03:03:24.000","2","0.50","1","N","234","234","2","3.5","0.5","0.5","0","0","0.3","4.8"
"2","2017-01-29T03:01:34.000","2017-01-29T03:06:30.000","1","1.11","1","N","48","143","1","6","0.5","0.5","1.82","0","0.3","9.12"
"2","2017-01-29T03:01:34.000","2017-01-29T03:05:18.000","6","0.61","1","N","79","79","2","4.5","0.5","0.5","0","0","0.3","5.8"
"2","2017-01-29T03:01:34.000","2017-01-29T03:05:21.000","1","0.79","1","N","125","114","1","5","0.5","0.5","1.26","0","0.3","7.56"
"1","2017-01-29T03:01:35.000","2017-01-29T03:13:31.000","1","3.20","1","N","79","230","1","11.5","0.5","0.5","3.2","0","0.3","16"
"1","2017-01-29T03:01:35.000","2017-01-29T03:16:14.000","1","3.00","1","N","79","25","2","13.5","0.5","0.5","0","0","0.3","14.8"
"2","2017-01-29T03:01:35.000","2017-01-29T03:18:11.000","1","3.38","1","N","148","68","1","14","0.5","0.5","1","0","0.3","16.3"
"2","2017-01-29T03:01:35.000","2017-01-29T03:02:42.000","1","0.36","1","N","230","48","2","3","0.5","0.5","0","0","0.3","4.3"
"2","2017-01-29T03:01:35.000","2017-01-29T03:39:10.000","1","17.41","1","N","158","10","1","50.5","0.5","0.5","1","0","0.3","52.8"
"2","2017-01-29T03:01:35.000","2017-01-29T03:12:39.000","1","2.08","1","N","148","137","1","9.5","0.5","0.5","1.5","0","0.3","12.3"
"2","2017-01-29T03:01:35.000","2017-01-29T03:04:02.000","1","0.43","1","N","114","144","1","4","0.5","0.5","0.7","0","0.3","6"
"1","2017-01-29T03:01:36.000","2017-01-29T03:05:45.000","1","1.60","1","N","141","137","1","6.5","0.5","0.5","1","0","0.3","8.8"
"2","2017-01-29T03:01:36.000","2017-01-29T03:07:22.000","5","1.54","1","N","79","233","1","7","0.5","0.5","1.66","0","0.3","9.96"
"2","2017-01-29T03:01:36.000","2017-01-29T03:16:10.000","2","4.05","1","N","148","261","1","15.5","0.5","0.5","2","0","0.3","18.8"
"2","2017-01-29T03:01:36.000","2017-01-29T03:10:31.000","1","2.32","1","N","79","229","1","9","0.5","0.5","2.06","0","0.3","12.36"
"1","2017-01-29T03:01:37.000","2017-01-29T03:11:53.000","1","3.30","1","N","148","233","1","12.5","0.5","0.5","2.75","0","0.3","16.55"
"2","2017-01-29T03:01:37.000","2017-01-29T03:16:59.000","1","10.09","1","N","50","200","1","28","0.5","0.5","7.96","2.54","0.3","39.8"
"2","2017-01-29T03:01:37.000","2017-01-29T03:04:23.000","1","0.41","1","N","48","48","1","4","0.5","0.5","0","0","0.3","5.3"
"1","2017-01-29T03:01:38.000","2017-01-29T03:14:45.000","1","4.50","1","N","246","87","2","15","0.5","0.5","0","0","0.3","16.3"
"1","2017-01-29T03:01:38.000","2017-01-29T03:07:43.000","1","0.80","1","N","148","113","1","6","0.5","0.5","1.45","0","0.3","8.75"
"1","2017-01-29T03:01:38.000","2017-01-29T03:08:09.000","1","0.80","1","N","79","148","1","6","0.5","0.5","1.45","0","0.3","8.75"
"2","2017-01-29T03:01:38.000","2017-01-29T03:14:03.000","2","3.13","1","N","158","48","1","12","0.5","0.5","0","0","0.3","13.3"
"1","2017-01-29T03:01:39.000","2017-01-29T03:22:42.000","1","6.20","1","N","114","238","1","21.5","0.5","0.5","4.55","0","0.3","27.35"
"1","2017-01-29T03:01:39.000","2017-01-29T03:13:18.000","1","3.20","1","N","244","166","2","12","0.5","0.5","0","0","0.3","13.3"
"2","2017-01-29T03:01:39.000","2017-01-29T03:07:53.000","1","0.71","1","N","148","148","1","6","0.5","0.5","1.46","0","0.3","8.76"
"2","2017-01-29T03:01:39.000","2017-01-29T03:03:44.000","5","0.45","1","N","50","50","2","3.5","0.5","0.5","0","0","0.3","4.8"
"2","2017-01-29T03:01:39.000","2017-01-29T03:07:27.000","1","1.02","1","N","148","211","1","6","0.5","0.5","1.46","0","0.3","8.76"
"2","2017-01-29T03:01:39.000","2017-01-29T03:05:54.000","1","0.63","1","N","141","163","1","5","0.5","0.5","1.26","0","0.3","7.56"
"1","2017-01-29T03:01:40.000","2017-01-29T03:14:38.000","1","1.90","1","N","144","234","1","10.5","0.5","0.5","2.35","0","0.3","14.15"
"2","2017-01-29T03:01:40.000","2017-01-29T03:14:33.000","1","2.57","1","N","114","261","2","11.5","0.5","0.5","0","0","0.3","12.8"
"1","2017-01-29T03:01:41.000","2017-01-29T03:11:30.000","1","2.10","1","N","158","48","1","9.5","0.5","0.5","2.15","0","0.3","12.95"
"2","2017-01-29T03:01:41.000","2017-01-29T03:06:41.000","6","0.94","1","N","179","223","1","5.5","0.5","0.5","1.36","0","0.3","8.16"
"1","2017-01-29T03:01:42.000","2017-01-29T03:02:34.000","1","0.10","1","N","79","79","3","2.5","0.5","0.5","0","0","0.3","3.8"
"1","2017-01-29T03:01:42.000","2017-01-29T03:24:10.000","1","7.00","1","N","148","238","1","24","0.5","0.5","5.05","0","0.3","30.35"
"1","2017-01-29T03:01:42.000","2017-01-29T03:06:44.000","1","1.50","1","N","230","90","2","6.5","0.5","0.5","0","0","0.3","7.8"
"2","2017-01-29T03:01:42.000","2017-01-29T03:09:00.000","1","1.28","1","N","144","87","1","7","0.5","0.5","1.66","0","0.3","9.96"
"2","2017-01-29T03:01:42.000","2017-01-29T03:03:08.000","6","0.40","1","N","181","106","2","3.5","0.5","0.5","0","0","0.3","4.8"
"1","2017-01-29T03:01:43.000","2017-01-29T03:04:17.000","1","0.70","1","N","263","75","2","4.5","0.5","0.5","0","0","0.3","5.8"
"1","2017-01-29T03:01:43.000","2017-01-29T03:05:15.000","1","0.70","1","N","79","137","2","4.5","0.5","0.5","0","0","0.3","5.8"
"1","2017-01-29T03:01:43.000","2017-01-29T03:22:59.000","1","2.30","1","N","79","158","2","14","0.5","0.5","0","0","0.3","15.3"
"1","2017-01-29T03:01:43.000","2017-01-29T03:06:09.000","2","0.90","1","N","107","249","1","5.5","0.5","0.5","0","0","0.3","6.8"
"2","2017-01-29T03:01:43.000","2017-01-29T03:06:47.000","1","1.08","1","N","249","158","1","6","0.5","0.5","1","0","0.3","8.3"
"2","2017-01-29T03:01:43.000","2017-01-29T03:15:55.000","1","3.84","1","N","158","87","1","14","0.5","0.5","0","0","0.3","15.3"
"1","2017-01-29T03:01:45.000","2017-01-29T03:26:35.000","1","10.40","1","N","7","243","1","31.5","0.5","0.5","0","5.54","0.3","38.34"
"1","2017-01-29T03:01:45.000","2017-01-29T03:11:29.000","1","1.40","1","N","264","264","1","8","0.5","0.5","1.85","0","0.3","11.15"
"1","2017-01-29T03:01:46.000","2017-01-29T03:02:58.000","1","0.30","1","N","79","107","1","3","0.5","0.5","0.86","0","0.3","5.16"
"1","2017-01-29T03:01:46.000","2017-01-29T03:09:09.000","1","2.70","1","N","141","74","1","9.5","0.5","0.5","2.15","0","0.3","12.95"
"1","2017-01-29T03:01:46.000","2017-01-29T03:10:57.000","1","2.00","1","N","114","87","1","8.5","0.5","0.5","1","0","0.3","10.8"
"1","2017-01-29T03:01:46.000","2017-01-29T03:10:35.000","1","2.00","1","N","113","231","2","9","0.5","0.5","0","0","0.3","10.3"
"2","2017-01-29T03:01:46.000","2017-01-29T03:26:24.000","1","16.27","5","N","226","265","1","70","0","0.5","0","0","0.3","70.8"
"1","2017-01-29T03:01:47.000","2017-01-29T03:10:43.000","1","2.50","1","N","239","48","1","10","0.5","0.5","0","0","0.3","11.3"
"2","2017-01-29T03:01:48.000","2017-01-29T03:12:56.000","5","2.16","1","N","114","170","1","10","0.5","0.5","2.26","0","0.3","13.56"
"2","2017-01-29T03:01:48.000","2017-01-29T03:07:07.000","1","0.43","1","N","232","148","1","5","0.5","0.5","1.26","0","0.3","7.56"
"1","2017-01-29T03:01:49.000","2017-01-29T03:08:40.000","4","1.40","1","Y","249","125","1","7","0.5","0.5","1.65","0","0.3","9.95"
"1","2017-01-29T03:01:49.000","2017-01-29T03:14:03.000","1","3.50","1","N","230","232","1","13.5","0.5","0.5","2","0","0.3","16.8"
"1","2017-01-29T03:01:49.000","2017-01-29T03:11:28.000","2","2.20","1","N","249","48","1","9.5","0.5","0.5","1","0","0.3","11.8"
"1","2017-01-29T03:01:49.000","2017-01-29T03:14:47.000","2","1.90","1","N","264","264","1","10.5","0.5","0.5","2.95","0","0.3","14.75"
"2","2017-01-29T03:01:49.000","2017-01-29T03:13:07.000","1","3.44","1","N","137","263","1","12","0.5","0.5","2.66","0","0.3","15.96"
"1","2017-01-29T03:01:50.000","2017-01-29T03:18:38.000","1","4.10","1","N","80","107","1","15.5","0","0.5","2","0","0.3","18.3"
"1","2017-01-29T03:01:50.000","2017-01-29T03:14:30.000","1","4.60","1","N","231","228","1","14.5","0.5","0.5","2","0","0.3","17.8"
"1","2017-01-29T03:01:50.000","2017-01-29T03:14:41.000","4","2.30","1","N","148","233","1","11","0.5","0.5","2.45","0","0.3","14.75"
"1","2017-01-29T03:01:50.000","2017-01-29T03:20:57.000","1","4.70","1","N","148","263","1","17.5","0.5","0.5","3.76","0","0.3","22.56"
"1","2017-01-29T03:01:50.000","2017-01-29T03:05:15.000","1","0.60","1","N","249","90","1","4.5","0.5","0.5","1","0","0.3","6.8"
"1","2017-01-29T03:01:50.000","2017-01-29T03:14:40.000","1","3.60","1","N","170","75","1","13","0.5","0.5","0","0","0.3","14.3"
"1","2017-01-29T03:01:50.000","2017-01-29T03:05:51.000","1","0.60","1","N","100","186","1","5","0.5","0.5","1.25","0","0.3","7.55"
"2","2017-01-29T03:01:50.000","2017-01-29T03:14:39.000","1","2.80","1","N","140","233","2","10","0.5","0.5","0","0","0.3","11.3"
"1","2017-01-29T03:01:51.000","2017-01-29T03:25:03.000","1","5.60","1","N","230","83","2","21","0.5","0.5","0","0","0.3","22.3"
"1","2017-01-29T03:01:51.000","2017-01-29T03:08:08.000","1","1.00","1","N","170","68","1","6.5","0.5","0.5","1","0","0.3","8.8"
"2","2017-01-29T03:01:51.000","2017-01-29T03:14:43.000","1","3.53","1","N","79","140","1","12.5","0.5","0.5","2.76","0","0.3","16.56"
"1","2017-01-29T03:01:52.000","2017-01-29T03:31:46.000","1","10.90","1","N","232","152","1","34","0.5","0.5","3.7","0","0.3","39"
"1","2017-01-29T03:01:52.000","2017-01-29T03:15:34.000","1","2.90","1","N","68","233","1","13","0.5","0.5","0","0","0.3","14.3"
"2","2017-01-29T03:01:52.000","2017-01-29T03:14:07.000","6","2.83","1","N","144","162","1","11.5","0.5","0.5","2.56","0","0.3","15.36"
"1","2017-01-29T03:01:53.000","2017-01-29T03:08:03.000","1","1.40","1","N","79","170","1","6.5","0.5","0.5","1.55","0","0.3","9.35"
"1","2017-01-29T03:01:53.000","2017-01-29T03:15:46.000","1","2.50","1","N","48","137","1","12","0.5","0.5","2.65","0","0.3","15.95"
"2","2017-01-29T03:01:53.000","2017-01-29T03:08:23.000","5","1.12","1","N","79","249","1","6.5","0.5","0.5","1.56","0","0.3","9.36"
"1","2017-01-29T03:01:54.000","2017-01-29T03:05:44.000","2","0.50","1","N","79","4","1","4.5","0.5","0.5","1.15","0","0.3","6.95"
"2","2017-01-29T03:01:54.000","2017-01-29T03:20:12.000","1","2.91","1","N","148","261","2","13.5","0.5","0.5","0","0","0.3","14.8"
"2","2017-01-29T03:01:54.000","2017-01-29T03:04:15.000","1","0.48","1","N","166","166","1","4","0.5","0.5","1.06","0","0.3","6.36"
"1","2017-01-29T03:01:55.000","2017-01-29T03:28:05.000","1","7.10","1","N","79","24","1","25","0.5","0.5","5.25","0","0.3","31.55"
"1","2017-01-29T03:01:55.000","2017-01-29T03:30:26.000","1","7.00","1","N","189","48","1","25.5","0.5","0.5","0","0","0.3","26.8"
"1","2017-01-29T03:01:55.000","2017-01-29T03:21:35.000","2","4.00","1","N","249","145","1","15.5","0.5","0.5","4.2","0","0.3","21"
"1","2017-01-29T03:01:55.000","2017-01-29T03:15:00.000","1","1.90","1","N","148","137","1","10.5","0.5","0.5","2.35","0","0.3","14.15"
"2","2017-01-29T03:01:55.000","2017-01-29T03:15:48.000","1","4.07","1","N","141","112","1","15","0.5","0.5","3.26","0","0.3","19.56"
"2","2017-01-29T03:01:55.000","2017-01-29T03:11:35.000","2","1.62","1","N","79","68","1","8.5","0.5","0.5","2.45","0","0.3","12.25"
"2","2017-01-29T03:01:55.000","2017-01-29T03:10:06.000","1","1.56","1","N","114","79","1","7.5","0.5","0.5","2.2","0","0.3","11"
"1","2017-01-29T03:01:56.000","2017-01-29T03:13:55.000","2","2.60","1","N","148","256","1","12","0.5","0.5","2.65","0","0.3","15.95"
"2","2017-01-29T03:01:56.000","2017-01-29T03:23:56.000","3","4.57","1","N","79","181","1","18.5","0.5","0.5","2","0","0.3","21.8"
"2","2017-01-29T03:01:56.000","2017-01-29T03:10:02.000","1","1.75","1","N","79","162","1","8","0.5","0.5","1.86","0","0.3","11.16"
"2","2017-01-29T03:01:57.000","2017-01-29T03:20:55.000","5","4.99","1","N","161","179","1","18","0.5","0.5","3.86","0","0.3","23.16"
"2","2017-01-29T03:01:57.000","2017-01-29T03:42:11.000","2","19.82","1","N","132","69","2","54","0.5","0.5","0","5.54","0.3","60.84"
"2","2017-01-29T03:01:57.000","2017-01-29T03:08:14.000","1","1.00","1","N","144","125","2","6","0.5","0.5","0","0","0.3","7.3"
"2","2017-01-29T03:01:57.000","2017-01-29T03:16:14.000","1","2.46","1","N","90","4","1","11.5","0.5","0.5","1.92","0","0.3","14.72"
"2","2017-01-29T03:01:57.000","2017-01-29T03:08:50.000","1","0.96","1","N","79","148","1","6.5","0.5","0.5","1.56","0","0.3","9.36"
"1","2017-01-29T03:01:58.000","2017-01-29T03:06:17.000","1","0.90","1","N","246","246","2","5.5","0.5","0.5","0","0","0.3","6.8"
"1","2017-01-29T03:01:58.000","2017-01-29T03:09:52.000","1","2.40","1","N","125","48","2","9.5","0.5","0.5","0","0","0.3","10.8"
"2","2017-01-29T03:01:58.000","2017-01-29T03:08:17.000","1","2.07","1","N","68","48","1","8","0.5","0.5","1.86","0","0.3","11.16"
"2","2017-01-29T03:01:58.000","2017-01-29T03:08:41.000","1","1.43","1","N","256","17","2","7","0.5","0.5","0","0","0.3","8.3"
"2","2017-01-29T03:01:58.000","2017-01-29T03:24:24.000","1","5.56","1","N","144","238","2","20","0.5","0.5","0","0","0.3","21.3"
"2","2017-01-29T03:01:58.000","2017-01-29T03:24:04.000","1","3.45","1","N","158","148","1","16","0.5","0.5","3.46","0","0.3","20.76"
"2","2017-01-29T03:01:59.000","2017-01-29T03:05:02.000","1","1.21","1","N","100","90","2","5.5","0.5","0.5","0","0","0.3","6.8"
"1","2017-01-29T03:02:00.000","2017-01-29T03:21:08.000","1","14.20","1","N","132","260","2","38.5","0.5","0.5","0","0","0.3","39.8"
"1","2017-01-29T03:02:00.000","2017-01-29T03:10:25.000","1","2.30","1","N","148","255","1","10","0.5","0.5","2.25","0","0.3","13.55"
"2","2017-01-29T03:02:01.000","2017-01-29T03:12:09.000","1","2.59","1","N","158","48","2","10","0.5","0.5","0","0","0.3","11.3"
"2","2017-01-29T03:02:01.000","2017-01-29T03:21:49.000","1","4.19","1","N","148","48","1","16.5","0.5","0.5","3.56","0","0.3","21.36"
"1","2017-01-29T03:02:02.000","2017-01-29T03:18:20.000","1","5.40","1","N","148","262","1","19","0.5","0.5","5.05","0","0.3","25.35"
"2","2017-01-29T03:02:02.000","2017-01-29T03:11:31.000","1","3.30","1","N","231","137","1","11","0.5","0.5","3.08","0","0.3","15.38"
"1","2017-01-29T03:02:03.000","2017-01-29T03:25:28.000","1","5.90","1","N","158","141","2","22","0.5","0.5","0","0","0.3","23.3"
"1","2017-01-29T03:02:03.000","2017-01-29T03:16:07.000","1","2.20","1","N","158","107","1","11.5","0.5","0.5","3.2","0","0.3","16"
"1","2017-01-29T03:02:03.000","2017-01-29T03:12:38.000","2","2.20","1","N","68","163","1","9.5","0.5","0.5","2.15","0","0.3","12.95"
"2","2017-01-29T03:02:03.000","2017-01-29T03:02:40.000","1","0.03","1","N","37","37","2","2.5","0.5","0.5","0","0","0.3","3.8"
"2","2017-01-29T03:02:03.000","2017-01-29T03:16:45.000","4","2.81","1","N","148","68","1","12","0.5","0.5","2.66","0","0.3","15.96"
"2","2017-01-29T03:02:03.000","2017-01-29T03:30:11.000","1","7.36","1","N","161","190","1","26","0.5","0.5","2","0","0.3","29.3"
"2","2017-01-29T03:02:03.000","2017-01-29T03:10:41.000","4","1.21","1","N","148","249","1","7.5","0.5","0.5","1.76","0","0.3","10.56"
"2","2017-01-29T03:02:03.000","2017-01-29T03:07:46.000","1","0.82","1","N","264","264","2","6","0.5","0.5","0","0","0.3","7.3"
"2","2017-01-29T03:02:03.000","2017-01-29T03:11:06.000","1","2.37","1","N","90","163","1","9.5","0","0.5","2.06","0","0.3","12.36"
"1","2017-01-29T03:02:04.000","2017-01-29T03:10:05.000","2","1.20","1","N","79","113","1","7","0.5","0.5","1.65","0","0.3","9.95"
"2","2017-01-29T03:02:04.000","2017-01-29T03:17:57.000","3","2.44","1","N","158","148","2","12","0.5","0.5","0","0","0.3","13.3"
"2","2017-01-29T03:02:04.000","2017-01-29T03:06:34.000","1","0.50","1","N","90","249","1","5","0.5","0.5","1.26","0","0.3","7.56"
"2","2017-01-29T03:02:04.000","2017-01-29T03:20:30.000","1","4.85","1","N","48","116","1","17","0.5","0.5","3.66","0","0.3","21.96"
"2","2017-01-29T03:02:05.000","2017-01-29T03:11:28.000","1","1.63","1","N","148","113","1","8.5","0.5","0.5","1.96","0","0.3","11.76"
"1","2017-01-29T03:02:06.000","2017-01-29T03:12:12.000","1","2.60","1","N","158","13","1","10.5","0.5","0.5","2.35","0","0.3","14.15"
"1","2017-01-29T03:02:06.000","2017-01-29T03:17:08.000","1","3.20","1","N","114","48","2","13","0.5","0.5","0","0","0.3","14.3"
"2","2017-01-29T03:02:06.000","2017-01-29T03:24:08.000","1","6.32","1","N","114","151","1","22","0.5","0.5","4.66","0","0.3","27.96"
"2","2017-01-29T03:02:06.000","2017-01-29T03:10:19.000","5","1.49","1","N","255","17","1","7.5","0.5","0.5","1.76","0","0.3","10.56"
"1","2017-01-29T03:02:07.000","2017-01-29T03:30:22.000","2","5.00","1","N","48","45","1","21.5","0.5","0.5","4.55","0","0.3","27.35"
"1","2017-01-29T03:02:07.000","2017-01-29T03:11:48.000","2","2.90","1","N","137","262","1","10.5","0.5","0.5","1","0","0.3","12.8"
"2","2017-01-29T03:02:07.000","2017-01-29T03:17:34.000","1","3.59","1","N","146","83","1","14","0.5","0.5","3.06","0","0.3","18.36"
"2","2017-01-29T03:02:07.000","2017-01-29T03:07:30.000","1","1.33","1","N","239","237","1","6.5","0","0.5","2.19","0","0.3","9.49"
"2","2017-01-29T03:02:08.000","2017-01-29T03:17:28.000","2","2.33","1","N","68","224","1","12","0.5","0.5","2.66","0","0.3","15.96"
"2","2017-01-29T03:02:09.000","2017-01-29T03:07:15.000","1","0.75","1","N","4","4","2","5.5","0.5","0.5","0","0","0.3","6.8"
"2","2017-01-29T03:02:09.000","2017-01-29T03:28:00.000","1","9.56","1","N","148","48","1","28.5","0.5","0.5","5.96","0","0.3","35.76"
"1","2017-01-29T03:02:10.000","2017-01-29T03:06:33.000","3","0.70","1","N","230","164","1","5","0.5","0.5","1","0","0.3","7.3"
"1","2017-01-29T03:02:10.000","2017-01-29T03:06:33.000","1","0.70","1","N","100","164","2","5","0.5","0.5","0","0","0.3","6.3"
"2","2017-01-29T03:02:10.000","2017-01-29T03:17:40.000","1","3.66","1","N","79","50","1","14.5","0.5","0.5","3.16","0","0.3","18.96"
"2","2017-01-29T03:02:10.000","2017-01-29T03:08:58.000","1","1.33","1","N","79","107","1","7","0.5","0.5","1.66","0","0.3","9.96"
"1","2017-01-29T03:02:11.000","2017-01-29T03:15:59.000","2","2.20","1","N","158","170","1","11","0.5","0.5","2.45","0","0.3","14.75"
"1","2017-01-29T03:02:11.000","2017-01-29T03:08:36.000","1","1.50","1","N","144","79","1","6.5","0.5","0.5","1.55","0","0.3","9.35"
"1","2017-01-29T03:02:11.000","2017-01-29T03:18:36.000","1","2.90","1","N","158","233","2","13.5","0","0.5","0","0","0.3","14.3"
"2","2017-01-29T03:02:11.000","2017-01-29T03:08:48.000","2","1.70","1","N","113","164","2","7.5","0","0.5","0","0","0.3","8.3"
"1","2017-01-29T03:02:12.000","2017-01-29T03:25:51.000","1","6.70","1","N","246","7","1","23","0.5","0.5","4.85","0","0.3","29.15"
"1","2017-01-29T03:02:12.000","2017-01-29T03:09:23.000","1","1.70","1","N","264","264","1","8","0.5","0.5","1.85","0","0.3","11.15"
"2","2017-01-29T03:02:13.000","2017-01-29T03:07:10.000","1","1.24","1","N","230","162","2","6","0.5","0.5","0","0","0.3","7.3"
"1","2017-01-29T03:02:14.000","2017-01-29T03:22:25.000","3","5.20","1","N","68","263","1","18","0.5","0.5","3","0","0.3","22.3"
"1","2017-01-29T03:02:14.000","2017-01-29T03:17:10.000","1","4.40","1","N","79","236","1","14.5","0.5","0.5","3.15","0","0.3","18.95"
"1","2017-01-29T03:02:14.000","2017-01-29T03:14:45.000","2","2.50","1","N","234","229","1","11","0.5","0.5","3.05","0","0.3","15.35"
"2","2017-01-29T03:02:14.000","2017-01-29T03:09:47.000","1","1.28","1","N","246","158","1","7","0.5","0.5","2.08","0","0.3","10.38"
"2","2017-01-29T03:02:14.000","2017-01-29T03:13:50.000","5","2.79","1","N","114","88","1","11","0.5","0.5","2.46","0","0.3","14.76"
"2","2017-01-29T03:02:14.000","2017-01-29T03:12:49.000","5","2.42","1","N","79","229","1","10","0.5","0.5","2.26","0","0.3","13.56"
