"order_number","record_type","order_type","borough","on_street","on_street_suffix","from_street","from_street_suffix","to_street","to_street_suffix","side_of_street","order_completed_on_date","sign_code","sign_description","sign_size","sign_design_voided_on_date","sign_location","distance_from_intersection","arrow_direction","facing_direction","sheeting_type","support","sign_notes","sign_x_coord","sign_y_coord"
"S-925965","Current","S-","Staten Island","FOXBEACH AVENUE",,"MILL ROAD",,"CEDAR GROVE AVENUE",,"W","1995-10-03T00:00:00.000","R7-40","NO PARKING ANYTIME(SUPERSEDED BY R7-40R) DON'T USE R7-40","012 X 018","2019-05-22T00:00:00.000",,"908",,,"PNTD","PNTD",,"952310","140683"
"S-929693","Current","S-","Queens","BEACH  129 STREET",,"DEAD END",,"ROCKAWAY BEACH BOULEVARD",,"E","1995-12-18T00:00:00.000","SP-32B","NO STANDING FIRE ZONE <-----> (SUPERSEDED BY SP-453B DATED 11-26-96) (18"" X 12"")","012 X 018","2019-05-22T00:00:00.000",,"328",,,"PNTD","PNTD",,"1026476","149155"
"S-341544","Current","S-","Manhattan","EAST  121 STREET",,"PARK AVENUE",,"MADISON AVENUE",,"S","2014-06-12T00:00:00.000","PS-80BA","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM --> (SUPERSEDES SP-361CA)","018 X 012",,,"97","East",,"PNTD","PNTD",,"1000463","231716"
"S-467478","Current","S-","Manhattan","EAST   17 STREET",,"PARK AVENUE SOUTH",,"BROADWAY",,"N","2017-04-07T00:00:00.000","PS-1G","NO STANDING ANYTIME <-> (SUPERSEDES SP-1044B, SP-10B, SP-216B & SP-270B)","018 X 012",,,"267",,,"PNTD","PNTD",,"987024","207788"
"S-01628485","Current","S-","Brooklyn","49 STREET",,"NEW UTRECHT AVENUE",,"11 AVENUE",,"N","2023-02-21T00:00:00.000","PS-115EA","TRUCK (SYMBOL) TRUCK LOADING ONLY MONDAY-FRIDAY 7AM-1PM --> (SUPERSEDES SP-19BA)","018 X 018",,,"49","West",,"PNTD","PNTD","AMAZING SAVINGS","985673","171234"
"S-365933","Current","S-","Staten Island","WESTERN AVENUE",,"GOETHALS ROAD NORTH",,"RICHMOND TERRACE",,"E","2015-04-30T00:00:00.000","PS-2G","NO PARKING ANYTIME <-> (SUPERSEDES SP-854C)","018 X 012",,,"4230",,,"PNTD","PNTD",,"934370","172736"
"S-367910","Current","S-","Brooklyn","WEST   15 STREET",,"NEPTUNE AVENUE",,"HART PLACE",,"E","2016-06-17T00:00:00.000","PS-10B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8AM-9:30AM <-> (SUPERSEDES SP-844C)","018 X 012",,,"887",,,"PNTD","PNTD",,"988835","151172"
"S-344047","Current","S-","Brooklyn","97 STREET",,"3 AVENUE",,"4 AVENUE",,"N","2014-10-27T00:00:00.000","PS-32B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY 9:30AM-11AM <-> (SUPERSEDES SP-453C)","018 X 012",,,"286",,,"PNTD","PNTD",,"975026","163477"
"S-360279","Current","S-","Queens","LIBERTY AVENUE",,"103 AVENUE",,"84 STREET",,"N","2015-02-12T00:00:00.000","PS-1GA","NO STANDING ANYTIME --> (SUPERSEDES SP-1044BA, SP-10BA, SP-216BA & SP-270BA)","018 X 012",,,"30","West",,"PNTD","PNTD",,"1024848","186983"
"P-505892","Current","P-","Manhattan","WASHINGTON STREET",,"MORTON STREET",,"LEROY STREET",,"W","2017-02-28T00:00:00.000","PS-7A","METERS ARE NOT IN EFFECT ABOVE TIMES (TO BE USED ONLY FOR CONFLICTING STREET CLEANING AND METERED PARKING REGULATIONS) (SUPERSEDES SW-473)","018 X 006",,,"30",,,"PNTD","PNTD",,"981748","205614"
"S-385643","Current","S-","Queens","AUSTIN STREET",,"126 STREET",,"125 STREET",,"E","2016-05-25T00:00:00.000","PS-179B","NO PARKING (SANITATION BROOM SYMBOL) FRIDAY NOON-1:30PM <-> (SUPERSEDES SP-404C)","018 X 012",,,"115",,,"PNTD","PNTD",,"1032471","196599"
"S-545272","Current","S-","Brooklyn","JOHNSON STREET",,"ADAMS STREET",,"CADMAN PLAZA EAST",,"N","2017-05-09T00:00:00.000","PS-123B","NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) MONDAY WEDNESDAY FRIDAY MIDNIGHT-3AM <-> (SUPERSEDES SP-702C)","018 X 012",,,"36",,,"PNTD","PNTD",,"987257","192509"
"S-364178","Current","S-","Queens","BAYSWATER AVENUE",,"MOTT AVENUE",,"BAY   25 STREET",,"N","2015-04-09T00:00:00.000","PS-40B","NO PARKING (SANITATION BROOM SYMBOL) THURSDAY 11:30AM-1PM <-> (SUPERSEDES SP-463C)","018 X 012",,,"490",,,"PNTD","PNTD",,"1050031","160410"
"S-129084","Current","S-","Bronx","BOWNE STREET",,"KING AVENUE",,"MINNIFORD AVENUE",,"N","2004-06-24T00:00:00.000","R7-40R","NO PARKING ANYTIME <----> (SUPERSEDES R7-40 DON'T USE --R7-40)(SUPERSEDED BY SP-854C)","018 X 012","2019-05-22T00:00:00.000",,"84",,,"PNTD","PNTD",,"1043210","249474"
"S-350011","Current","S-","Queens","ELIOT AVENUE",,"AUSTIN STREET",,"WETHEROLE STREET",,"E","2014-09-18T00:00:00.000","PS-31B","NO PARKING (SANITATION BROOM SYMBOL) FRIDAY 8:30AM-10AM <-> (SUPERSEDES SP-464C)","018 X 012",,,"25",,,"PNTD","PNTD",,"1020075","205244"
"S-339334","Current","S-","Brooklyn","GEORGIA AVENUE",,"ATLANTIC AVENUE",,"FULTON STREET",,"E","2014-08-15T00:00:00.000","PS-10B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8AM-9:30AM <-> (SUPERSEDES SP-844C)","018 X 012",,,"90",,,"PNTD","PNTD",,"1012319","185580"
"S-071915","Current","S-","Bronx","HOLLAND AVENUE",,"PELHAM PARKWAY NORTH",,"ASTOR AVENUE",,"W","2001-03-30T00:00:00.000","SP-397C","NO PARKING (SANITATION BROOM SYMBOL) 11:30AM TO 1PM THURS <--> (SUPERSEDED BY SP-463C)","018 X 012","2019-05-22T00:00:00.000",,"236",,,"PNTD","PNTD",,"1021406","252110"
"S-350382","Current","S-","Brooklyn","RICHARDS STREET",,"SEABRING STREET",,"COMMERCE STREET",,"E","2014-09-25T00:00:00.000","PS-7BA","NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) TUESDAY FRIDAY MIDNIGHT-3AM --> (SUPERSEDES SP-841CA)","018 X 012",,,"100","South",,"PNTD","PNTD",,"982397","187129"
"S-096636","Current","S-","Queens","26 AVENUE",,"UNION STREET",,"PARSONS BOULEVARD",,"S","2002-07-19T00:00:00.000","SP-437C","NO PARKING (SANITATION BROOM SYMBOL) 9-10:30AM WED <---> (SUPERSEDED BY PS-110B)","018 X 012","2019-05-22T00:00:00.000",,"267",,,"PNTD","PNTD",,"1032662","221477"
"S-388199","Current","S-","Queens","42 STREET",,"BROADWAY",,"34 STREET",,"W","2016-06-15T00:00:00.000","PS-16B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM <-> (SUPERSEDES SP-850C)","018 X 012",,,"472",,,"PNTD","PNTD",,"1007132","215529"
"S-530891","Current","S-","Bronx","BURKE AVENUE",,"FENTON AVENUE",,"SEYMOUR AVENUE",,"N","2017-03-31T00:00:00.000","PS-37B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY 11:30AM-1PM <-> (SUPERSEDES SP-379C & SP-454C)","018 X 012",,,"206",,,"PNTD","PNTD",,"1026621","257123"
"S-387548","Current","S-","Brooklyn","ROGERS AVENUE",,"BEVERLEY ROAD",,"TILDEN AVENUE",,"W","2016-05-03T00:00:00.000","PS-37G","NO STANDING MONDAY-FRIDAY 7AM-10AM <-> (SUPERSEDES R7-28R)","018 X 012",,,"159",,,"PNTD","PNTD",,"997574","174429"
"S-390521","Current","S-","Brooklyn","45 STREET",,"7 AVENUE",,"6 AVENUE",,"N","2016-08-11T00:00:00.000","PS-39B","NO PARKING (SANITATION BROOM SYMBOL) WEDNESDAY 11:30AM-1PM <-> (SUPERSEDES SP-460C)","018 X 012",,,"45",,,"PNTD","PNTD",,"983378","174408"
"S-388310","Current","S-","Queens","41 STREET",,"23 AVENUE",,"DITMARS BOULEVARD",,"E","2016-05-25T00:00:00.000","PS-34B","NO PARKING (SANITATION BROOM SYMBOL) WEDNESDAY 9:30AM-11AM <-> (SUPERSEDES SP-388C)","018 X 012",,,"132",,,"PNTD","PNTD",,"1009987","220128"
"S-458988","Current","S-","Queens","GRANGER STREET",,"OTIS AVENUE",,"MARTENSE AVENUE",,"E","2016-12-20T00:00:00.000","PS-38B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY 11:30AM-1PM <-> (SUPERSEDES SP-385C)","018 X 012",,,"526",,,"PNTD","PNTD",,"1023876","208612"
"S-049913","Current","S-","Queens","64 ROAD",,"137 STREET",,"136 STREET",,"N","2000-12-09T00:00:00.000","R7-40RA","NO PARKING ANYTIME (SINGLE ARROW)(SUPERSEDES R7-40 DON'TUSE R7-40)(SUPERSEDED BY SP-854CA)","018 X 012","2019-05-22T00:00:00.000",,"140","West",,"PNTD","PNTD",,"1031402","208071"
"S-065061","Current","S-","Bronx","SUMMIT PLACE",,"ALBANY CRESCENT",,"HEATH AVENUE",,"N","1957-11-18T00:00:00.000","R7-40","NO PARKING ANYTIME(SUPERSEDED BY R7-40R) DON'T USE R7-40","012 X 018","2019-05-22T00:00:00.000",,"170",,"EW",,,,"1011560","259212"
"S-469762","Current","S-","Staten Island","HYLAN BOULEVARD",,"ADELAIDE AVENUE",,"BROOK AVENUE",,"N","2017-01-19T00:00:00.000","PS-7G","NO STANDING MONDAY-FRIDAY 4PM-7PM <-> (SUPERSEDES SP-1121B)","018 X 012",,,"120",,,"PNTD","PNTD",,"950431","143168"
"S-396208","Current","S-","Brooklyn","SUTTER AVENUE",,"STRAUSS STREET",,"HERZL STREET",,"S","2016-09-14T00:00:00.000","PS-113BA","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9AM-10:30AM --> (SUPERSEDES SP-413CA)","018 X 012",,,"10","East",,"PNTD","PNTD",,"1007665","182035"
"P-419597","Current","P-","Manhattan","WEST   58 STREET",,"7 AVENUE",,"6 AVENUE",,"N","2016-12-14T00:00:00.000","PS-269CA","3 HMP COMMERCIAL VEHICLES ONLY 7AM-7PM EXCEPT SUNDAY --> (SUPERSEDES PS-1CA)","018 X 024",,,"638","West",,"PNTD","PNTD",,"990508","218115"
"S-369951","Current","S-","Brooklyn","WEST   13 STREET",,"AVENUE T",,"AVENUE S",,"E","2015-09-23T00:00:00.000","PS-33B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY 9:30AM-11AM<-> (SUPERSEDES SP-382C)","018 X 012",,,"178",,,"PNTD","PNTD",,"988543","157356"
"S-495596","Current","S-","Queens","PARK DRIVE EAST",,"UNION TURNPIKE",,"77 AVENUE",,"W","2017-04-05T00:00:00.000","SP-3D","HEAD IN 90 (DEGREE) PARKING ONLY <---> (CHANGE DEPT OF -TRAFFIC TO DEPT OF TRANSPORTATION)","018 X 024",,,"730",,,"PNTD","PNTD",,"1032543","201428"
"S-132223","Current","S-","Queens","HARTLAND AVENUE",,"221 STREET",,"UNION TURNPIKE",,"E","2004-10-18T00:00:00.000","SP-10BA","NO STANDING ANYTIME (SINGLE ARROW) (SUPERSEDED BY PS-1GA)(REPLACES R7-20RA)","018 X 012","2017-06-02T00:00:00.000",,"550","North",,"PNTD","PNTD",,"1053211","207112"
"S-535861","Current","S-","Brooklyn","BRIGHTON   10 STREET",,"CONEY ISLAND AVENUE",,"NEPTUNE AVENUE",,"E","2017-05-18T00:00:00.000","PS-10BA","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8AM-9:30AM --> (SUPERSEDES SP-844CA)","018 X 012",,,"125","North",,"PNTD","PNTD",,"995512","150457"
"S-292325","Current","S-","Queens","CHERRY AVENUE",,"CROMMELIN STREET",,"SAULL STREET",,"S","2012-03-13T00:00:00.000","SP-441CA","NO PARKING (SANITATION BROOM SYMBOL) 9-10:30AM FRI W/SINGLE ARROW (SUPERSEDED BY PS-128BA)","018 X 012","2019-05-22T00:00:00.000",,"102","West",,"PNTD","PNTD",,"1031654","213184"
"S-361431","Current","S-","Brooklyn","LORIMER STREET",,"SCHOLES STREET",,"STAGG STREET",,"E","2015-05-08T00:00:00.000","PS-1GA","NO STANDING ANYTIME --> (SUPERSEDES SP-1044BA, SP-10BA, SP-216BA & SP-270BA)","018 X 012",,,"72","North",,"PNTD","PNTD",,"998557","197424"
"S-391351","Current","S-","Bronx","MINNIEFORD AVENUE",,"BOWNE STREET",,"DITMARS STREET",,"W","2016-06-09T00:00:00.000","PS-2G","NO PARKING ANYTIME <-> (SUPERSEDES SP-854C)","018 X 012",,,"406",,,"PNTD","PNTD",,"1043248","249030"
"S-380142","Current","S-","Staten Island","DUNCAN ROAD",,"DEAD END",,"GRETA PLACE",,"S","2016-02-26T00:00:00.000","PS-262G","NO PARKING MONDAY-FRIDAY 1:30PM-4PM <-> (SUPERSEDES SP-181C)","018 X 012",,,"115",,,"PNTD","PNTD",,"958886","165914"
"S-390522","Current","S-","Brooklyn","45 STREET",,"7 AVENUE",,"6 AVENUE",,"S","2016-08-11T00:00:00.000","PS-38B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY 11:30AM-1PM <-> (SUPERSEDES SP-385C)","018 X 012",,,"583",,,"PNTD","PNTD",,"982937","174719"
"S-356353","Current","S-","Bronx","MACLAY AVENUE",,"ZEREGA AVENUE",,"PARKER STREET",,"S","2014-12-19T00:00:00.000","PS-50B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM <-> (SUPERSEDES SP-63C)","018 X 012",,,"190",,,"PNTD","PNTD",,"1025338","245110"
"S-292854","Current","S-","Queens","BOOTH MEMORIAL AVENUE",,"138 STREET",,"MAIN STREET",,"S","2012-03-01T00:00:00.000","SP-10B","NO STANDING ANYTIME <--->(SUPERSEDED BY PS-1G) (REPLACES R7-20R)","018 X 012","2019-05-22T00:00:00.000",,"138",,,"PNTD","PNTD",,"1032299","211335"
"S-393649","Current","S-","Brooklyn","MENAHAN STREET",,"KNICKERBOCKER AVENUE",,"MYRTLE AVENUE",,"S","2016-10-06T00:00:00.000","PS-55B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11AM-12:30PM <-> (SUPERSEDES SP-360C)","018 X 012",,,"121",,,"PNTD","PNTD",,"1007321","193722"
"S-366649","Current","S-","Bronx","WALES AVENUE",,"EAST  152 STREET",,"EAST  151 STREET",,"W","2015-05-13T00:00:00.000","PS-57B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9:30AM-11AM <-> (SUPERSEDES SP-370C)","018 X 012",,,"157",,,"PNTD","PNTD",,"1010138","236294"
"S-337513","Current","S-","Brooklyn","PARK PLACE",,"ALBANY AVENUE",,"TROY AVENUE",,"N","2014-07-10T00:00:00.000","PS-2AA","BACK IN 90 DEG PARKING ONLY --> (SUPERSEDES SP-6DA)","018 X 012",,,"659","West",,"PNTD","PNTD",,"1001836","184393"
"S-381469","Current","S-","Brooklyn","FOSTER AVENUE",,"EAST   17 STREET",,"EAST   16 STREET",,"N","2016-03-16T00:00:00.000","PS-57B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9:30AM-11AM <-> (SUPERSEDES SP-370C)","018 X 012",,,"210",,,"PNTD","PNTD",,"994782","170496"
"S-913559","Current","S-","Staten Island","FERRY TERMINAL",,"RAMP E",,"RAMP E",,"E","1994-04-30T00:00:00.000","R7-1","NO STOPPING ANYTIME <-----> (SUPERSEDED BY R7-1R)","012 X 018","2019-05-22T00:00:00.000",,"324",,"West","PNTD","PNTD","SAME AS SEQ. 2",,
"S-467925","Current","S-","Manhattan","EAST   58 STREET",,"2 AVENUE",,"QUEENSBORO BRIDGE",,"N","2017-01-17T00:00:00.000","PS-1G","NO STANDING ANYTIME <-> (SUPERSEDES SP-1044B, SP-10B, SP-216B & SP-270B)","018 X 012",,,"42",,,"PNTD","PNTD",,"994001","216161"
"S-00278359","Current","S-","Brooklyn","PARK AVENUE","S RDWY","CARLTON AVENUE",,"ADELPHI STREET",,"S","2017-08-23T00:00:00.000","SI-584G","14 STREET & UNION SQ (BOTTOM LOCATION PANEL)(USE AS EXAMPLE FOR DIFFERENT LOCATION)","016 X 008",,,"94",,,"PNTD","PNTD","PARK AV & CARLTON AV",,
"S-927623","Current","S-","Queens","111 AVENUE",,"111 STREET",,"112 STREET",,"S","1995-10-03T00:00:00.000","R7-61A","NO STANDING(SINGLE ARROW)HANDICAP BUS(SYMBOL)W/4 ROUTES +(15X12 4 ROUTE RIDER-IF NECESSARY) REVISED 3/25/92 & SUPERSEDES SP-298BA","018 X 030",,,"80","West",,"ENGG","ENGG",,"1032024","186560"
"S-495596","Current","S-","Queens","PARK DRIVE EAST",,"UNION TURNPIKE",,"77 AVENUE",,"W","2017-04-05T00:00:00.000","PS-29B","NO PARKING (SANITATION BROOM SYMBOL) WEDNESDAY 8:30AM-10AM <-> (SUPERSEDES SP-387C)","018 X 012",,,"990",,,"PNTD","PNTD",,"1032514","201686"
"S-369513","Current","S-","Brooklyn","CONEY ISLAND AVENUE",,"PARK CIRCLE",,"CATON PLACE",,"W","2016-01-28T00:00:00.000","PS-123BA","NO PARKING (SANITATION BROOM SYMBOL) MOON & STARS (SYMBOLS) MONDAY WEDNESDAY FRIDAY MIDNIGHT-3AM --> (SUPERSEDES SP-702CA)","018 X 012",,,"34","South",,"PNTD","PNTD",,"991973","176255"
"S-406743","Current","S-","Brooklyn","FURMAN STREET",,"ATLANTIC AVENUE",,"JORALEMON STREET",,"E","2017-01-11T00:00:00.000","PS-1G","NO STANDING ANYTIME <-> (SUPERSEDES SP-1044B, SP-10B, SP-216B & SP-270B)","018 X 012",,,"153",,,"PNTD","PNTD",,"984272","191489"
"S-340395","Current","S-","Queens","209 STREET",,"94 AVENUE",,"JAMAICA AVENUE",,"E","2014-06-05T00:00:00.000","PS-15G","NO PARKING MONDAY-FRIDAY 8AM-6PM <-> (SUPERSEDES R7-45R)","018 X 012",,,"385",,,"PNTD","PNTD",,"1053165","199805"
"S-378127","Current","S-","Queens","51 STREET",,"43 AVENUE",,"ROOSEVELT AVENUE",,"W","2015-10-29T00:00:00.000","PS-3G","NO STOPPING ANYTIME <-> (SUPERSEDES SP-14A)","018 X 012",,,"107",,,"PNTD","PNTD",,"1008128","210354"
"S-01603663","Current","S-","Manhattan","WEST  112 STREET",,"BROADWAY",,"AMSTERDAM AVENUE",,"S","2023-06-21T00:00:00.000","PS-359DA","CAR (SYMBOL) CARSHARE PARKING ONLY OTHERS NO STANDING ANYTIME -->","018 X 024",,,"759","East",,"PNTD","PNTD","ZIPCAR","994392","232359"
"S-396145","Current","S-","Manhattan","WEST  127 STREET",,"ADAM C POWELL BOULEVARD",,"FRED DOUGLASS BOULEVARD",,"S","2017-02-16T00:00:00.000","PS-2DA","STAR (SYMBOL) AVO DEPT OF EDUCATION SCHOOL DAYS 7AM-4PM --> (SUPERSEDES PS-16EA)(PUBLIC SCHOOL SIGN)","018 X 024",,,"136","West",,"PNTD","PNTD",,"998659","234554"
"S-379967","Current","S-","Queens","PARK LANE SOUTH",,"108 STREET",,"FREEDOM DRIVE",,"N","2015-12-14T00:00:00.000","PS-2G","NO PARKING ANYTIME <-> (SUPERSEDES SP-854C)","018 X 012",,,"1413",,,"PNTD","PNTD",,"1026776","193995"
"S-397134","Current","S-","Brooklyn","NEVINS STREET",,"WYCKOFF STREET",,"BALTIC STREET",,"E","2016-11-29T00:00:00.000","PS-36B","NO PARKING (SANITATION BROOM SYMBOL) FRIDAY 9:30AM-11AM <-> (SUPERSEDES SP-400C & SP-465C)","018 X 012",,,"112",,,"PNTD","PNTD",,"988543","188183"
"S-598699","Current","S-","Brooklyn","DOSCHER STREET",,"BELMONT AVENUE",,"PITKIN AVENUE",,"E","2017-05-30T00:00:00.000","PS-55B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11AM-12:30PM <-> (SUPERSEDES SP-360C)","018 X 012",,,"51",,,"PNTD","PNTD",,"1019656","184940"
"S-379655","Current","S-","Brooklyn","EAST    3 STREET",,"AVENUE W",,"GRAVESEND NECK ROAD",,"E","2016-02-22T00:00:00.000","PS-40B","NO PARKING (SANITATION BROOM SYMBOL) THURSDAY 11:30AM-1PM <-> (SUPERSEDES SP-463C)","018 X 012",,,"64",,,"PNTD","PNTD",,"993181","155402"
"S-431800","Current","S-","Queens","HILLSIDE AVENUE",,"QUEENS BOULEVARD",,"139 STREET",,"S","2016-12-29T00:00:00.000","PS-168B","NO PARKING (SANITATION BROOM SYMBOL) 7:30AM-8:30AM EXCEPT SUNDAY <-> (SUPERSEDES SP-548C)","018 X 012",,,"28",,,"PNTD","PNTD",,"1035520","195859"
"S-386248","Current","S-","Queens","LAUREL HILL BOULEVARD",,"60 STREET",,"59 PLACE",,"N","2016-04-01T00:00:00.000","PS-84B","NO PARKING (SANITATION BROOM SYMBOL) WEDNESDAY 11AM-12:30PM <-> (SUPERSEDES SP-390C)","018 X 012",,,"77",,,"PNTD","PNTD",,"1010597","208161"
"S-398878","Current","S-","Staten Island","DELAWARE STREET",,"RICHMOND ROAD",,"OVERLOOK AVENUE",,"E","2016-09-26T00:00:00.000","PS-1GA","NO STANDING ANYTIME --> (SUPERSEDES SP-1044BA, SP-10BA, SP-216BA & SP-270BA)","018 X 012",,,"285","North",,"PNTD","PNTD",,"956311","155858"
"S-131357","Current","S-","Queens","130 STREET",,"15 AVENUE",,"18 AVENUE",,"W","2004-10-13T00:00:00.000","SP-10BA","NO STANDING ANYTIME (SINGLE ARROW) (SUPERSEDED BY PS-1GA)(REPLACES R7-20RA)","018 X 012","2017-06-02T00:00:00.000",,"464","South",,"ENGG","ENGG",,"1028931","224724"
"S-347592","Current","S-","Manhattan","WEST  128 STREET",,"ADAM C POWELL BOULEVARD",,"LENOX AVENUE",,"S","2014-08-25T00:00:00.000","PS-15GA","NO PARKING MONDAY-FRIDAY 8AM-6PM --> (SUPERSEDES R7-45RA)","018 X 012",,,"575","East",,"PNTD","PNTD",,"999480","234395"
"S-375226","Current","S-","Brooklyn","UNION STREET",,"CLASSON AVENUE",,"FRANKLIN AVENUE",,"S","2015-12-17T00:00:00.000","PS-50BA","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM --> (SUPERSEDES SP-63CA)","018 X 012",,,"132","East",,"PNTD","PNTD",,"995023","183498"
"S-101525","Current","S-","Queens","DUMONT AVENUE",,"NORTH CONDUIT AVENUE",,"84 STREET",,"S","2003-04-03T00:00:00.000","SP-160C","NO PARKING 9PM-7AM INCLUDING SUNDAY <----->","018 X 012",,,"190",,,"PNTD","PNTD",,"1025289","184284"
"S-361604","Current","S-","Brooklyn","MOFFAT STREET",,"KNICKERBOCKER AVENUE",,"WILSON AVENUE",,"N","2015-05-15T00:00:00.000","PS-2D","STAR (SYMBOL) AVO DEPT OF EDUCATION SCHOOL DAYS 7AM-4PM <-> (SUPERSEDES PS-16E) (PUBLIC SCHOOL SIGN)","018 X 024",,,"528",,,"PNTD","PNTD",,"1010648","190399"
"S-467094","Current","S-","Brooklyn","BROOKLYN AVENUE",,"CHURCH AVENUE",,"LINDEN BOULEVARD",,"E","2017-03-10T00:00:00.000","PS-10B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8AM-9:30AM <-> (SUPERSEDES SP-844C)","018 X 012",,,"298",,,"PNTD","PNTD",,"999841","176816"
"S-370610","Current","S-","Bronx","EAST  221 STREET",,"BRONXWOOD AVENUE",,"PAULDING AVENUE",,"S","2015-07-02T00:00:00.000","PS-31B","NO PARKING (SANITATION BROOM SYMBOL) FRIDAY 8:30AM-10AM <-> (SUPERSEDES SP-464C)","018 X 012",,,"369",,,"PNTD","PNTD",,"1024350","260902"
"P-411119","Current","P-","Manhattan","3 AVENUE",,"EAST   44 STREET",,"EAST   45 STREET",,"W","2017-04-29T00:00:00.000","PS-57G","NO STANDING 4PM-7PM EXCEPT SUNDAY <-> (SUPERSEDES R7-31R)","018 X 012",,,"189",,,"PNTD","PNTD",,"991660","213472"
"S-385678","Current","S-","Queens","88 STREET",,"NORTHERN BOULEVARD",,"34 AVENUE",,"W","2016-04-04T00:00:00.000","PS-32B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY 9:30AM-11AM <-> (SUPERSEDES SP-453C)","018 X 012",,,"539",,,"PNTD","PNTD",,"1017617","214223"
"S-346034","Current","S-","Brooklyn","THOMAS S BOYLAND STREET",,"HEGEMAN AVENUE",,"LINDEN BOULEVARD",,"W","2014-10-09T00:00:00.000","PS-16B","NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM <-> (SUPERSEDES SP-850C)","018 X 012",,,"100",,,"PNTD","PNTD",,"1009189","178117"
"S-395418","Current","S-","Manhattan","WEST   61 STREET",,"WEST END AVENUE",,"AMSTERDAM AVENUE",,"S","2017-02-16T00:00:00.000","PS-68B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9AM-10:30AM <-> (SUPERSEDES SP-415C)","018 X 012",,,"245",,,"PNTD","PNTD",,"987380","220705"
"S-139845","Current","S-","Staten Island","AMBOY ROAD",,"COMMUNITY LANE",,"POILLON AVENUE",,"S","2005-02-23T00:00:00.000","SP-10B","NO STANDING ANYTIME <--->(SUPERSEDED BY PS-1G) (REPLACES R7-20R)","018 X 012","2019-05-22T00:00:00.000",,"78",,,"PNTD","PNTD","TRAFFIC SIGNAL ON AMBOY RD @ ANNADALE RD.","933975","134506"
"S-379786","Current","S-","Brooklyn","MENAHAN STREET",,"IRVING AVENUE",,"WYCKOFF AVENUE",,"S","2016-03-21T00:00:00.000","PS-55B","NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11AM-12:30PM <-> (SUPERSEDES SP-360C)","018 X 012",,,"370",,,"PNTD","PNTD",,"1007907","194508"
"S-153937","Current","S-","Bronx","MONTGOMERY PLACE",,"EAST TREMONT AVENUE",,"MACLAY AVENUE",,"E","2005-12-27T00:00:00.000","R7-40R","NO PARKING ANYTIME <----> (SUPERSEDES R7-40 DON'T USE --R7-40)(SUPERSEDED BY SP-854C)","018 X 012","2019-05-22T00:00:00.000",,"53",,,,,,"1025977","246349"
"S-598790","Current","S-","Queens","ROCKAWAY BOULEVARD",,"SOUTH CONDUIT AVENUE",,"157 STREET",,"W","2017-05-30T00:00:00.000","PS-1G","NO STANDING ANYTIME <-> (SUPERSEDES SP-1044B, SP-10B, SP-216B & SP-270B)","018 X 012",,,"133",,,"PNTD","PNTD",,"1045343","182137"
"S-346640","Current","S-","Bronx","JOHNSON AVENUE",,"EDSALL AVENUE",,"IRWIN AVENUE",,"E","2014-08-07T00:00:00.000","PS-3G","NO STOPPING ANYTIME <-> (SUPERSEDES SP-14A)","018 X 012",,,"2064",,,"PNTD","PNTD",,"1006438","259459"
"S-570465","Current","S-","Staten Island","I.S. 63 DRIVEWAY",,"ESSEX DRIVE",,"P.S. 58 DRIVEWAY",,"N","2017-05-26T00:00:00.000","PS-31G","NO STANDING SCHOOL DAYS 7AM-4PM <-> (SUPERSEDES SP-279C)","018 X 012",,,"271",,,"PNTD","PNTD",,,
