"job_filing_name","job_type","bin","borough","house_no","street_name","block","lot","zip_code","submitted_date","c_of_o_status","c_of_o_sequence","c_of_o_filing_type","community_board","c_of_o_issuance_date","application_number","latitude","longitude","communitydistrict","citycouncildistrict","censustract2010","buildingidentificationnumber","bbl","ntaname","location_point"
"121506815","ALTERATION TYPE 1","1085139","MANHATTAN","400","EAST 84 STREET","1563","4","10028","2023-01-27T00:00:00.000","CO Issued","32621","Renewal Without Change","108","01/27/2023 14:20:08","CO-000032621","40.775412","-73.950005","108","5","136","1085139","1015630004","Yorkville","POINT (-73.950005 40.775412)"
"220672715","NEW BUILDING","2058216","BRONX","829","TILDEN STREET","4671","7","10467","2023-01-12T00:00:00.000","CO Issued","31879","Renewal Without Change","212","01/27/2023 13:14:49","CO-000031879","40.876865","-73.860681","212","12","380","2058216","2046710007","Williamsbridge-Olinville","POINT (-73.860681 40.876865)"
"220709696","ALTERATION TYPE 1","2102037","BRONX","457","EAST FORDHAM ROAD","3273","1","10458","2023-07-24T00:00:00.000","CO Issued","41780","Renewal With Change","206","07/25/2023 08:15:46","CO-000041780","40.86062","-73.889325","206","15","397","2102037","2032730001","Belmont","POINT (-73.889325 40.86062)"
"B00772540","Alteration CO","3166971","BROOKLYN","23","BAY   26 STREET","6377","32","11214","2023-07-05T00:00:00.000","CO Issued","40859","Final","311","07/25/2023 14:04:22","CO-000040859","40.60315","-73.997386","311","47","288","3166971","3063770032","Bensonhurst West","POINT (-73.997386 40.60315)"
"X00620098","CO - New Building with Existing Elements to Remain","2007211","BRONX","1315","FINDLAY AVENUE","2783","70","10456","2023-05-17T00:00:00.000","CO Issued","38357","Initial","204","07/25/2023 13:46:58","CO-000038357","40.835459","-73.910779","204","16","17702","2007211","2027830070","East Concourse-Concourse Village","POINT (-73.910779 40.835459)"
"220546648","NEW BUILDING","2129428","BRONX","2195","MORRIS AVENUE","3181","34","10453","2023-07-14T00:00:00.000","CO Issued","41292","Renewal Without Change","205","07/25/2023 14:04:27","CO-000041292","40.856214","-73.903135","205","14","239","2000000","2031810034","Fordham South","POINT (-73.903135 40.856214)"
"401816923","NEW BUILDING","4541700","QUEENS","36-18","MAIN STREET","4971","7504","11354","2023-06-30T00:00:00.000","CO Issued","40700","Renewal Without Change","407","07/25/2023 15:13:48","CO-000040700","40.762471","-73.831681","407","20","869","4541700","4049710016","Flushing","POINT (-73.831681 40.762471)"
"102440903","ALTERATION TYPE 1","1006906","MANHATTAN","242","EAST   14 STREET","469","30","10003","2023-01-27T00:00:00.000","CO Issued","32618","Renewal Without Change","103","01/27/2023 11:25:58","CO-000032618","40.732862","-73.98618","103","2","40","1006906","1004690030","East Village","POINT (-73.98618 40.732862)"
"104476309","ALTERATION TYPE 1","1001005","MANHATTAN","48","WALL STREET","40","14","10005","2023-07-25T00:00:00.000","CO Issued","41166","Renewal Without Change","101","07/25/2023 11:44:14","CO-000041166","40.706331","-74.009396","101","1","7","1001005","1000400014","Battery Park City-Lower Manhattan","POINT (-74.009396 40.706331)"
"310058950","NEW BUILDING","3396959","BROOKLYN","250","MANHATTAN AVENUE","2782","1","11211","2023-06-22T00:00:00.000","CO Issued","37664","Initial","301","07/25/2023 09:55:31","CO-000037664","40.71188","-73.945648","301","34","495","3396959","3027820001","East Williamsburg","POINT (-73.945648 40.71188)"
"123313725","ALTERATION TYPE 1","1017602","MANHATTAN","455","FIFTH AVENUE","869","74","10016","2023-01-27T00:00:00.000","CO Issued","32642","Renewal Without Change","105","01/27/2023 14:07:20","CO-000032642","40.752003","-73.981954","105","4","82","1017602","1008690074","Murray Hill-Kips Bay","POINT (-73.981954 40.752003)"
"123331224","NEW BUILDING","1090733","MANHATTAN","159","WEST 48TH STREET","1001","6","10036","2023-01-09T00:00:00.000","CO Issued","31619","Renewal With Change","105","01/27/2023 09:24:19","CO-000031619","40.759329","-73.982937","105","4","125","1000000","1010010006","Midtown-Midtown South","POINT (-73.982937 40.759329)"
"421756521","ALTERATION TYPE 1","4248371","QUEENS","132-19","107 STREET","11507","33","11417","2023-05-30T00:00:00.000","CO Issued","39027","Final","410","07/25/2023 10:33:56","CO-000039027","40.675998","-73.832843","410","32","864","4248371","4115070033","South Ozone Park","POINT (-73.832843 40.675998)"
"123690158","ALTERATION TYPE 1","1034224","MANHATTAN","19","WEST 44TH STREET","1260","24","10036","2023-07-25T00:00:00.000","CO Issued","41856","Renewal Without Change","105","07/25/2023 11:46:50","CO-000041856","40.755167","-73.98083","105","4","96","1034224","1012600024","Midtown-Midtown South","POINT (-73.98083 40.755167)"
"220684310","NEW BUILDING","2004691","BRONX","760","EAST 160 STREET","2656","7","10456","2023-07-11T00:00:00.000","CO Issued","41111","Initial","201","07/25/2023 10:02:17","CO-000041111","40.820438","-73.904737","201","17","77","2004691","2026560007","Melrose South-Mott Haven North","POINT (-73.904737 40.820438)"
"220479603","NEW BUILDING","2092325","BRONX","772","EAST 182 STREET","3110","61","10460","2022-12-22T00:00:00.000","CO Issued","30926","Final","206","01/27/2023 16:57:47","CO-000030926","40.849071","-73.884429","206","15","371","2092325","2031100061","East Tremont","POINT (-73.884429 40.849071)"
"123058822","NEW BUILDING","1090601","MANHATTAN","7","EAST 30TH ST","860","8","10016","2023-01-16T00:00:00.000","CO Issued","31980","Renewal With Change","105","01/27/2023 09:28:27","CO-000031980","40.745685","-73.985813","105","4","74","1000000","1008600008","Midtown-Midtown South","POINT (-73.985813 40.745685)"
"B00588653","New Building","3429150","BROOKLYN","375","LEFFERTS AVENUE","1321","50","11225","2023-06-29T00:00:00.000","CO Issued","40557","Final","309","07/25/2023 12:37:16","CO-000040557","40.662483","-73.948878","309","40","329",,,"Prospect Lefferts Gardens-Wingate","POINT (-73.948878 40.662483)"
"122213808","ALTERATION TYPE 1","1008681","MANHATTAN","155","BLEECKER STREET","539","35","10012","2022-12-05T00:00:00.000","CO Issued","29939","Renewal Without Change","102","12/05/2022 15:22:05","CO-000029939","40.728487","-73.999787","102","1","65","1008681","1005390035","West Village","POINT (-73.999787 40.728487)"
"122121569","ALTERATION TYPE 1","1041232","MANHATTAN","36","EAST 68 STREET","1382","47","10065","2022-11-15T00:00:00.000","CO Issued","27191","Initial","108","12/05/2022 14:00:04","CO-000027191","40.769083","-73.966992","108","4","122","1041232","1013820047","Upper East Side-Carnegie Hill","POINT (-73.966992 40.769083)"
"121184164","ALTERATION TYPE 1","1022565","MANHATTAN","1065","AVENUE OF THE AMERICAS","993","29","10018","2023-06-07T00:00:00.000","CO Issued","39444","Renewal Without Change","105","07/25/2023 09:29:12","CO-000039444","40.753749","-73.984916","105","4","113","1022565","1009930029","Midtown-Midtown South","POINT (-73.984916 40.753749)"
"220152741","ALTERATION TYPE 1","2057677","BRONX","3510","WHITE PLAINS ROAD","4657","20","10467","2022-03-10T00:00:00.000","CO Issued","16691","Initial","212","12/05/2022 09:43:23","CO-000016691","40.87775","-73.866262","212","12","380","2057677","2046570020","Williamsbridge-Olinville","POINT (-73.866262 40.87775)"
"421247369","ALTERATION TYPE 1","4256909","QUEENS","149-17","118 STREET","11819","27","11420","2023-07-14T00:00:00.000","CO Issued","40919","Final","410","07/25/2023 10:07:56","CO-000040919","40.668413","-73.822528","410","32","84601","4256909","4118190027","South Ozone Park","POINT (-73.822528 40.668413)"
"123355902","ALTERATION TYPE 1","1048101","MANHATTAN","1095","PARK AVE","1517","69","10128","2022-12-02T00:00:00.000","CO Issued","29847","Renewal Without Change","108","12/05/2022 09:09:30","CO-000029847","40.781925","-73.955915","108","4","14802","1048101","1015170069","Upper East Side-Carnegie Hill","POINT (-73.955915 40.781925)"
"140951138","ALTERATION TYPE 1","1035746","MANHATTAN","538","MADISON AVENUE","1290","17","10022","2022-12-05T00:00:00.000","CO Issued","29909","Renewal Without Change","105","12/05/2022 11:41:23","CO-000029909","40.760625","-73.973588","105","4","102","1035746","1012900017","Midtown-Midtown South","POINT (-73.973588 40.760625)"
"123431349","ALTERATION TYPE 1","1026738","MANHATTAN","406","WEST 52 STREET","1061","136","10019","2023-01-27T00:00:00.000","CO Issued","32636","Renewal Without Change","104","01/27/2023 12:44:17","CO-000032636","40.764959","-73.988585","104","3","133","1026738","1010610136","Clinton","POINT (-73.988585 40.764959)"
"401631098","ALTERATION TYPE 1","4246634","QUEENS","150-20","89 STREET","11420","18","11414","2023-05-09T00:00:00.000","CO Issued","38014","Initial","410","07/25/2023 12:18:02","CO-000038014","40.669172","-73.846249","410","32","6201","4246634","4114200018","Lindenwood-Howard Beach","POINT (-73.846249 40.669172)"
"Q08028349","Alteration CO","4182415","QUEENS","86-16","94 STREET","8882","17","11421","2023-05-10T00:00:00.000","CO Issued","38052","Final","409","07/25/2023 11:59:43","CO-000038052","40.695215","-73.851317","409","32","22","4182415","4088820017","Woodhaven","POINT (-73.851317 40.695215)"
"103623900","ALTERATION TYPE 1","1012277","MANHATTAN","85","TENTH AVENUE","687","29","10011","2023-01-26T00:00:00.000","CO Issued","32612","Renewal Without Change","104","01/27/2023 09:07:37","CO-000032612","40.743059","-74.007546","104","3","99","1012277","1006870029","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-74.007546 40.743059)"
"121190424","NEW BUILDING","1091569","MANHATTAN","39","WEST 23RD STREET","825","20","10010","2023-01-06T00:00:00.000","CO Issued","31545","Renewal With Change","105","01/27/2023 07:34:53","CO-000031545","40.742131","-73.990931","105","3","58","1091569","1008250020","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-73.990931 40.742131)"
"440642912","NEW BUILDING","4620373","QUEENS","187","BAYSIDE AVENUE","16340","50","11697","2023-06-23T00:00:00.000","CO Issued","40322","Final","414","07/25/2023 15:39:09","CO-000040322","40.567602","-73.890354","414","32","91601","4464479","4163400050","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","POINT (-73.890354 40.567602)"
"110217186","ALTERATION TYPE 1","1009746","MANHATTAN","330","HUDSON STREET","580","7501","10013","2023-03-27T00:00:00.000","CO Issued","34422","Renewal Without Change","102","03/27/2023 11:15:58","CO-000034422","40.726862","-74.007382","102","3","37","1009746","1005807501","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-74.007382 40.726862)"
"123419782","NEW BUILDING","1079727","MANHATTAN","101","EAST 2ND ST","429","7501","10009","2022-11-28T00:00:00.000","CO Issued","29496","Renewal Without Change","103","12/05/2022 09:17:45","CO-000029496","40.723639","-73.987322","103","2","3002","1079727","1004290012","East Village","POINT (-73.987322 40.723639)"
"421104183","NEW BUILDING","4211112","QUEENS","170-21","84TH AVENUE","9875","1","11432","2023-07-06T00:00:00.000","CO Issued","40898","Renewal With Change","408","07/25/2023 12:35:48","CO-000040898","40.716609","-73.794666","408","24","456","4211112","4098750001","Briarwood-Jamaica Hills","POINT (-73.794666 40.716609)"
"321235383","NEW BUILDING","3125656","BROOKLYN","263","EAST 9 STREET","5361","55","11218","2023-07-24T00:00:00.000","CO Issued","41359","Renewal Without Change","312","07/25/2023 12:09:11","CO-000041359","40.642259","-73.970438","312","40","492","3125656","3053610055","Kensington-Ocean Parkway","POINT (-73.970438 40.642259)"
"123165243","ALTERATION TYPE 1","1014744","MANHATTAN","143","WEST 20TH STREET","796","13","10011","2023-07-07T00:00:00.000","CO Issued","40954","Renewal Without Change","104","07/25/2023 09:35:32","CO-000040954","40.741786","-73.995933","104","3","87","1014744","1007960013","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-73.995933 40.741786)"
"123398965","ALTERATION TYPE 1","1008776","MANHATTAN","62","COOPER SQUARE","544","7501","10003","2022-11-16T00:00:00.000","CO Issued","29112","Renewal With Change","102","12/05/2022 10:49:14","CO-000029112","40.729061","-73.990969","102","2","57","1008776","1005447501","West Village","POINT (-73.990969 40.729061)"
"123470902","NEW BUILDING","1091585","MANHATTAN","1230","MADISON AVENUE","1500","54","10128","2022-12-02T00:00:00.000","CO Issued","29851","Renewal Without Change","108","12/05/2022 11:10:20","CO-000029851","40.782589","-73.957564","108","4","15002","1091585","1015000054","Upper East Side-Carnegie Hill","POINT (-73.957564 40.782589)"
"103755651","ALTERATION TYPE 1","1002296","MANHATTAN","311","CHURCH STREET","194","18","10013","2022-12-05T00:00:00.000","CO Issued","29902","Renewal Without Change","101","12/05/2022 10:59:22","CO-000029902","40.71972","-74.004159","101","1","33","1002296","1001940018","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-74.004159 40.71972)"
"121724937","ALTERATION TYPE 1","1090878","MANHATTAN","224","EAST 20TH STREET","900","7501","10003","2022-12-05T00:00:00.000","CO Issued","29922","Renewal Without Change","106","12/05/2022 14:57:43","CO-000029922","40.736517","-73.98347","106","2","64",,,"Gramercy","POINT (-73.98347 40.736517)"
"122627032","ALTERATION TYPE 1","1006267","MANHATTAN","52","EAST 7TH. STREET","448","10","10003","2022-11-01T00:00:00.000","CO Issued","23741","Final","103","07/25/2023 16:20:39","CO-000023741","40.727748","-73.987599","103","2","38","1006267","1004480010","East Village","POINT (-73.987599 40.727748)"
"121184431","NEW BUILDING","1090618","MANHATTAN","221","WEST 29TH STREET","779","27","10001","2022-12-05T00:00:00.000","CO Issued","29919","Renewal Without Change","105","12/05/2022 17:46:40","CO-000029919","40.748214","-73.993735","105","3","95","1090618","1007790027","Midtown-Midtown South","POINT (-73.993735 40.748214)"
"402498123","ALTERATION TYPE 1","4019048","QUEENS","20-44","26 STREET","870","62","11105","2023-03-12T00:00:00.000","CO Issued","34906","Final","401","07/25/2023 15:10:14","CO-000034906","40.781072","-73.910372","401","22","105","4019048","4008700062","Steinway","POINT (-73.910372 40.781072)"
"121235555","ALTERATION TYPE 1","1035318","MANHATTAN","285","MADISON AVENUE","1275","23","10017","2022-12-05T00:00:00.000","CO Issued","29738","Renewal Without Change","105","12/05/2022 12:41:31","CO-000029738","40.751756","-73.980037","105","4","82","1035318","1012750023","Murray Hill-Kips Bay","POINT (-73.980037 40.751756)"
"220684285","ALTERATION TYPE 1","2004940","BRONX","671","PROSPECT AVENUE","2675","7501","10455","2022-11-22T00:00:00.000","CO Issued","29148","Renewal Without Change","201","12/05/2022 17:12:53","CO-000029148","40.815507","-73.903309","201","17","79","2004940","2026750026","Melrose South-Mott Haven North","POINT (-73.903309 40.815507)"
"110114885","ALTERATION TYPE 1","1014255","MANHATTAN","229","WEST 28TH STREET","778","20","10001","2022-12-05T00:00:00.000","CO Issued","29874","Renewal Without Change","105","12/05/2022 15:22:31","CO-000029874","40.747665","-73.994348","105","3","95","1014255","1007780020","Midtown-Midtown South","POINT (-73.994348 40.747665)"
"121016453","ALTERATION TYPE 1","1035252","MANHATTAN","21","WEST 58TH ST.","1274","16","10019","2022-11-17T00:00:00.000","CO Issued","29132","Renewal Without Change","105","12/05/2022 15:11:56","CO-000029132","40.764246","-73.97486","105","4","11201","1035252","1012740016","Midtown-Midtown South","POINT (-73.97486 40.764246)"
"121324290","NEW BUILDING","1089323","MANHATTAN","501","WEST 30TH STREET","702","10","10001","2022-12-05T00:00:00.000","CO Issued","29876","Renewal Without Change","104","12/05/2022 11:20:52","CO-000029876","40.752139","-74.001148","104","3","99","1089323","1007020010","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-74.001148 40.752139)"
"122180200","ALTERATION TYPE 1","1036223","MANHATTAN","299","PARK AVENUE","1303","1","10171","2021-05-14T00:00:00.000","CO Issued","2390","Renewal Without Change","105","07/25/2023 16:18:32","CO-000002390","40.756456","-73.974495","105","4","92","1036223","1013030001","Turtle Bay-East Midtown","POINT (-73.974495 40.756456)"
"420665346","NEW BUILDING","4619856","QUEENS","1-15","57 AVENUE","6","30","11101","2023-07-06T00:00:00.000","CO Issued","40660","Initial","402","07/25/2023 12:33:43","CO-000040660","40.739054","-73.961601","402","26","1","4000000","4000060030","Hunters Point-Sunnyside-West Maspeth","POINT (-73.961601 40.739054)"
"121276591","ALTERATION TYPE 1","1035322","MANHATTAN","292","MADISON AVENUE","1275","59","10017","2023-06-15T00:00:00.000","CO Issued","39969","Renewal With Change","105","07/25/2023 09:31:22","CO-000039969","40.75189","-73.979965","105","4","82","1035322","1012750059","Murray Hill-Kips Bay","POINT (-73.979965 40.75189)"
"121185421","NEW BUILDING","1015408","MANHATTAN","55","WEST 17TH STREET","819","7505","10011","2022-12-05T00:00:00.000","CO Issued","29929","Renewal Without Change","105","12/05/2022 14:55:07","CO-000029929","40.738648","-73.993945","105","3","54","1015408","1008197505","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-73.993945 40.738648)"
"121183771","ALTERATION TYPE 1","1041796","MANHATTAN","980","MADISON AVENUE","1391","14","10075","2022-11-29T00:00:00.000","CO Issued","28934","Renewal Without Change","108","12/05/2022 10:42:09","CO-000028934","40.774634","-73.963368","108","4","130","1041796","1013910014","Upper East Side-Carnegie Hill","POINT (-73.963368 40.774634)"
"104894535","ALTERATION TYPE 1","1015500","MANHATTAN","160","FIFTH AVENUE","822","7507","10010","2022-12-05T00:00:00.000","CO Issued","28932","Renewal Without Change","105","12/05/2022 11:08:47","CO-000028932","40.740177","-73.990589","105","3","54","1015500","1008227507","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-73.990589 40.740177)"
"101569269","ALTERATION TYPE 1","1091588","MANHATTAN","25","GREAT JONES STREET","530","7508","10012","2022-12-02T00:00:00.000","CO Issued","29587","Renewal Without Change","102","12/05/2022 09:13:27","CO-000029587","40.727043","-73.993152","102","1","5502","1000000","1005307508","West Village","POINT (-73.993152 40.727043)"
"121206596","ALTERATION TYPE 1","1015680","MANHATTAN","31","WEST 27TH STREET","829","16","10001","2023-06-28T00:00:00.000","CO Issued","40540","Initial","105","07/25/2023 09:33:00","CO-000040540","40.744747","-73.989354","105","3","58","1015680","1008290016","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-73.989354 40.744747)"
"220596406","ALTERATION TYPE 1","2018021","BRONX","3225","BAINBRIDGE AVE","3335","154","10467","2023-04-17T00:00:00.000","CO Issued","36742","Renewal With Change","207","07/25/2023 09:57:23","CO-000036742","40.876582","-73.879698","207","11","419","2018021","2033350154","Norwood","POINT (-73.879698 40.876582)"
"420666292","ALTERATION TYPE 1","4443831","QUEENS","210-04","42 AVENUE","6277","2","11361","2023-02-03T00:00:00.000","CO Issued","32987","Final","411","07/25/2023 10:40:08","CO-000032987","40.762119","-73.774033","411","19","1467","4443831","4062770002","Bayside-Bayside Hills","POINT (-73.774033 40.762119)"
"220152625","NEW BUILDING","2129467","BRONX","702","GRAND CONCOURSE","2458","7501","10451","2022-11-17T00:00:00.000","CO Issued","28734","Renewal Without Change","204","11/18/2022 10:48:11","CO-000028734","40.82196","-73.925141","204","17","5902","2000000","2024580013","East Concourse-Concourse Village","POINT (-73.925141 40.82196)"
"X00653463","New Building","2130697","BRONX","599","PROSPECT AVENUE","2674","40","10455","2023-06-20T00:00:00.000","CO Issued","40169","Initial","201","07/25/2023 14:05:10","CO-000040169","40.813649","-73.903991","201","8","79","2000000","2026740040","Melrose South-Mott Haven North","POINT (-73.903991 40.813649)"
"123313725","ALTERATION TYPE 1","1017602","MANHATTAN","455","FIFTH AVENUE","869","74","10016","2023-07-25T00:00:00.000","CO Issued","41850","Renewal Without Change","105","07/25/2023 12:39:18","CO-000041850","40.752003","-73.981954","105","4","82","1017602","1008690074","Murray Hill-Kips Bay","POINT (-73.981954 40.752003)"
"X00490284","Alteration CO","2007013","BRONX","1290","VIELE AVENUE","2777","200","10474","2023-07-24T00:00:00.000","CO Issued","41802","Renewal Without Change","202","07/25/2023 09:47:14","CO-000041802","40.806759","-73.884896","202","17","93","2007013","2027770200","Hunts Point","POINT (-73.884896 40.806759)"
"121588433","ALTERATION TYPE 1","1040908","MANHATTAN","706","MADISON AVE","1377","58","10065","2023-06-16T00:00:00.000","CO Issued","40035","Renewal Without Change","108","07/25/2023 10:29:34","CO-000040035","40.765955","-73.969697","108","4","11401","1040908","1013770058","Upper East Side-Carnegie Hill","POINT (-73.969697 40.765955)"
"121191986","NEW BUILDING","1090443","MANHATTAN","1227","BROADWAY","831","68","10001","2022-11-07T00:00:00.000","CO Issued","28552","Renewal With Change","105","12/05/2022 10:26:27","CO-000028552","40.746635","-73.988491","105","3","76","1000000","1008310068","Midtown-Midtown South","POINT (-73.988491 40.746635)"
"121190754","ALTERATION TYPE 1","1076736","MANHATTAN","630","RIVERSIDE DRIVE","2088","12","10031","2023-07-21T00:00:00.000","CO Issued","41203","Renewal Without Change","109","07/25/2023 12:01:22","CO-000041203","40.824215","-73.954745","109","7","225","1076736","1020880012","Hamilton Heights","POINT (-73.954745 40.824215)"
"123906693","ALTERATION TYPE 1","1082063","MANHATTAN","532","WEST 215 STREET","2243","341","10034","2023-07-24T00:00:00.000","CO Issued","41827","Renewal Without Change","112","07/25/2023 09:41:26","CO-000041827","40.87044","-73.917342","112","10","303","1082063","1022430339","Marble Hill-Inwood","POINT (-73.917342 40.87044)"
"121204561","ALTERATION TYPE 1","1062436","MANHATTAN","601","WEST 148 STREET","2095","29","10031","2022-12-02T00:00:00.000","CO Issued","29471","Renewal Without Change","109","12/05/2022 09:00:46","CO-000029471","40.828503","-73.949383","109","7","233","1062436","1020950029","Hamilton Heights","POINT (-73.949383 40.828503)"
"123683530","ALTERATION TYPE 1","1002735","MANHATTAN","13","LAIGHT STREET","212","18","10013","2022-12-05T00:00:00.000","CO Issued","29891","Renewal Without Change","101","12/05/2022 11:03:04","CO-000029891","40.721751","-74.00583","101","1","33","1002735","1002120018","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-74.00583 40.721751)"
"122613902","ALTERATION TYPE 1","1015201","MANHATTAN","112","WEST 34 STREET","809","53","10120","2021-08-03T00:00:00.000","CO Issued","6608","Renewal With Change","105","12/05/2022 11:59:02","CO-000006608","40.750063","-73.988454","105","3","101","1015201","1008090053","Midtown-Midtown South","POINT (-73.988454 40.750063)"
"123406000","ALTERATION TYPE 1","1009769","MANHATTAN","63","CARMINE STREET","582","41","10014","2022-12-05T00:00:00.000","CO Issued","29935","Renewal Without Change","102","12/05/2022 15:19:23","CO-000029935","40.729731","-74.004355","102","3","67","1009769","1005820041","West Village","POINT (-74.004355 40.729731)"
"220672724","NEW BUILDING","2130512","BRONX","218","BUSH STREET","2812","23","10457","2022-11-16T00:00:00.000","CO Issued","29100","Renewal With Change","205","12/05/2022 10:02:19","CO-000029100","40.851521","-73.903557","205","15","23502","2007750","2028120023","Mount Hope","POINT (-73.903557 40.851521)"
"123173074","ALTERATION TYPE 1","1002934","MANHATTAN","75","VARICK STREET","226","1","10013","2022-12-02T00:00:00.000","CO Issued","29761","Renewal Without Change","102","12/05/2022 09:15:44","CO-000029761","40.723217","-74.006227","102","1","37","1002934","1002260001","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-74.006227 40.723217)"
"103748955","ALTERATION TYPE 1","1019951","MANHATTAN","227","EAST   30 STREET","911","7503","10016","2022-12-05T00:00:00.000","CO Issued","29737","Renewal Without Change","106","12/05/2022 17:05:12","CO-000029737","40.742695","-73.978705","106","2","70","1019951","1009117503","Murray Hill-Kips Bay","POINT (-73.978705 40.742695)"
"520290961","NEW BUILDING","5164353","STATEN ISLAND","15","FROSINONE LANE","7577","54","10309","2023-05-03T00:00:00.000","CO Issued","37631","Final","503","05/04/2023 11:06:47","CO-000037631",,,,,,,,,
"121329213","NEW BUILDING","1090526","MANHATTAN","45","EAST 60TH STREET","1375","7504","10022","2022-12-05T00:00:00.000","CO Issued","29871","Renewal Without Change","108","12/05/2022 11:11:48","CO-000029871","40.764025","-73.970482","108","4","11401","1090526","1013757504","Upper East Side-Carnegie Hill","POINT (-73.970482 40.764025)"
"140956035","ALTERATION TYPE 1","1036156","MANHATTAN","405","LEXINGTON AVENUE","1297","23","10174","2022-12-05T00:00:00.000","CO Issued","29759","Renewal Without Change","106","12/05/2022 11:05:20","CO-000029759","40.751823","-73.97576","106","4","92","1036156","1012970023","Turtle Bay-East Midtown","POINT (-73.97576 40.751823)"
"123103186","ALTERATION TYPE 1","1007496","MANHATTAN","231","MOTT STREET","494","24","10012","2022-12-05T00:00:00.000","CO Issued","29855","Renewal Without Change","102","12/05/2022 15:15:30","CO-000029855","40.722537","-73.995119","102","1","43","1007496","1004940024","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-73.995119 40.722537)"
"121190166","NEW BUILDING","1090477","MANHATTAN","91","LEONARD STREET","174","7506","10013","2022-12-05T00:00:00.000","CO Issued","29931","Renewal Without Change","101","12/05/2022 14:49:55","CO-000029931","40.717132","-74.004574","101","1","33","1090477","1001747506","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-74.004574 40.717132)"
"121190852","NEW BUILDING","1046433","MANHATTAN","27","EAST 79TH STREET","1491","7503","10075","2022-11-16T00:00:00.000","CO Issued","28964","Renewal With Change","108","12/05/2022 10:45:42","CO-000028964","40.77652","-73.962573","108","4","142","1046433","1014910014","Upper East Side-Carnegie Hill","POINT (-73.962573 40.77652)"
"102659954","ALTERATION TYPE 1","1079150","MANHATTAN","49","WARREN STREET","133","7506","10007","2022-12-05T00:00:00.000","CO Issued","29885","Renewal Without Change","101","12/05/2022 14:55:39","CO-000029885","40.714634","-74.009007","101","1","21","1079150","1001337506","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-74.009007 40.714634)"
"110148652","ALTERATION TYPE 1","1082857","MANHATTAN","12","STUYVESANT OVAL","972","1","10009","2022-12-05T00:00:00.000","CO Issued","29665","Renewal Without Change","106","12/05/2022 15:43:06","CO-000029665","40.731458","-73.976796","106","4","44","1082857","1009720001","Stuyvesant Town-Cooper Village","POINT (-73.976796 40.731458)"
"123174769","ALTERATION TYPE 1","1003991","MANHATTAN","48","ALLEN STREET","308","23","10002","2022-10-11T00:00:00.000","CO Issued","27082","Initial","103","12/05/2022 17:31:01","CO-000027082","40.716759","-73.991613","103","1","16","1003991","1003080023","Chinatown","POINT (-73.991613 40.716759)"
"102801951","ALTERATION TYPE 1","1087662","MANHATTAN","128","MOTT STREET","238","7501","10013","2022-11-03T00:00:00.000","CO Issued","28414","Renewal Without Change","102","11/03/2022 16:52:20","CO-000028414","40.718362","-73.996793","102","1","41","1087662","1002387501","SoHo-TriBeCa-Civic Center-Little Italy","POINT (-73.996793 40.718362)"
"220538069","ALTERATION TYPE 1","2014163","BRONX","2112","GRAND AVE","3194","6","10453","2022-11-29T00:00:00.000","CO Issued","29562","Final","205","12/05/2022 15:27:41","CO-000029562","40.855619","-73.907907","205","14","251","2014163","2031940006","University Heights-Morris Heights","POINT (-73.907907 40.855619)"
"510115625","NEW BUILDING","5174665","STATEN ISLAND","445GAR","ELLSWORTH AVE","6821","1","10312","2021-09-10T00:00:00.000","CO Issued","8508","Final","503","09/29/2021 12:02:38","CO-000008508","40.532736","-74.195067","503","51","20804",,,"Rossville-Woodrow","POINT (-74.195067 40.532736)"
"121206024","ALTERATION TYPE 1","1082473","MANHATTAN","21","AVENUE B","385","2","10009","2022-10-18T00:00:00.000","CO Issued","27455","Initial","103","12/05/2022 13:44:16","CO-000027455","40.722214","-73.983289","103","2","2202","1082473","1003850002","Lower East Side","POINT (-73.983289 40.722214)"
"121188918","NEW BUILDING","1091671","MANHATTAN","311","11 AVENUE","675","12","10001","2023-03-03T00:00:00.000","CO Issued","34545","Renewal With Change","104","03/27/2023 09:28:30","CO-000034545","40.753012","-74.004017","104","3","99","1012273","1006750012","Hudson Yards-Chelsea-Flatiron-Union Square","POINT (-74.004017 40.753012)"
"104930461","ALTERATION TYPE 1","1030865","MANHATTAN","222","WEST   77 STREET","1168","44","10024","2021-07-28T00:00:00.000","CO Issued","6351","Renewal Without Change","107","03/27/2023 08:41:26","CO-000006351","40.782176","-73.980115","107","6","163","1030865","1011680044","Upper West Side","POINT (-73.980115 40.782176)"
