"insptn_ops_detail","insptn_typ_cd","insp_inspect_dt","inspecting_unit_code","bldg_current_bin_fk","borough","cent_latitude","cent_longitude","communitydistrict","citycouncildistrict","bbl","location_1"
"9458437","RISK","2018-10-09T00:00:00.000","E156","5166269","SI",,,,,,
"2347959","RISK","2014-07-16T00:00:00.000","E168","5837645","SI",,,,,,
"7322524","RISK","2017-09-05T00:00:00.000","E151","5155530","SI",,,,,,
"11416840","RISK","2019-08-28T00:00:00.000","E249","3425640","BK",,,,,,
"2350417","RISK","2014-07-16T00:00:00.000","L042","2005451","BX",,,,,,
"11427563","RISK","2019-08-29T00:00:00.000","L126","4312679","QN",,,,,,
"2350830","RISK","2014-07-16T00:00:00.000","L110","3837035","BK",,,,,,
"11426556","RISK","2019-08-29T00:00:00.000","L054","2830853","BX",,,,,,
"7941586","RISK","2018-01-11T00:00:00.000","E276","3182571","BK",,,,,,
"11434275","RISK","2019-08-30T00:00:00.000","L076","5130559","SI",,,,,,
"4034513","RISK","2015-09-23T00:00:00.000","E152","5162371","SI",,,,,,
"11445689","RISK","2019-09-03T00:00:00.000","L038","2825439","BX",,,,,,
"11444664","RISK","2019-09-03T00:00:00.000","E303","4827489","QN",,,,,,
"4018363","RISK","2015-09-18T00:00:00.000","E251","4439530","QN",,,,,,
"11442518","RISK","2019-09-03T00:00:00.000","E083","2003974","BX",,,,,,
"8430400","RISK","2018-04-12T00:00:00.000","E328","4858531","QN",,,,,,
"9010588","RISK","2018-07-24T00:00:00.000","E246","3372142","BK",,,,,,
"2358019","RISK","2014-07-18T00:00:00.000","E068","2816410","BX",,,,,,
"11450342","RISK","2019-09-04T00:00:00.000","E155","5164564","SI",,,,,,
"2359200","RISK","2014-07-18T00:00:00.000","E265","4538574","QN",,,,,,
"4365085","RISK","2015-12-15T00:00:00.000","E329","4540344","QN",,,,,,
"9877391","RISK","2018-12-17T00:00:00.000","L080","5169875","SI",,,,,,
"6619622","RISK","2017-04-13T00:00:00.000","E229","3061530","BK",,,,,,
"11459580","RISK","2019-09-05T00:00:00.000","E247","3359801","BK",,,,,,
"9049089","RISK","2018-07-30T00:00:00.000","L121","4618246","QN",,,,,,
"2366241","RISK","2014-07-21T00:00:00.000","E326","4864872","QN",,,,,,
"2368418","RISK","2014-07-21T00:00:00.000","L166","3187365","BK",,,,,,
"2368666","RISK","2014-07-21T00:00:00.000","L121","4864968","QN",,,,,,
"11464812","RISK","2019-09-06T00:00:00.000","L058","2803574","BX",,,,,,
"7954609","RISK","2018-01-16T00:00:00.000","E166","5118367","SI",,,,,"5016687501",
"8784289","RISK","2018-06-13T00:00:00.000","E262","4436885","QN",,,,,,
"2371922","RISK","2014-07-22T00:00:00.000","L026","1086519","MN",,,,,,
"2374887","RISK","2014-07-23T00:00:00.000","E091","1052753","MN",,,,,,
"11475975","RISK","2019-09-09T00:00:00.000","L077","5857932","SI",,,,,,
"8714372","RISK","2018-06-01T00:00:00.000","L104","3062184","BK",,,,,,
"11481625","RISK","2019-09-09T00:00:00.000","L101","3809402","BK",,,,,,
"8340649","RISK","2018-03-28T00:00:00.000","L076","5161525","SI",,,,,,
"11487931","RISK","2019-09-10T00:00:00.000","E313","4168638","QN",,,,,,
"6692993","RISK","2017-04-27T00:00:00.000","E055","1082468","MN",,,,,,
"11489737","RISK","2019-09-10T00:00:00.000","L118","3000096","BK",,,,,,
"2380112","RISK","2014-07-24T00:00:00.000","E075","2831780","BX",,,,,,
"11487929","RISK","2019-09-10T00:00:00.000","E312","4623028","QN",,,,,,
"5022512","RISK","2016-05-11T00:00:00.000","L026","1081395","MN",,,,,,
"11497628","RISK","2019-09-12T00:00:00.000","L054","2094909","BX",,,,,,
"9658068","RISK","2018-11-12T00:00:00.000","E168","5159010","SI",,,,,,
"8863206","RISK","2018-06-27T00:00:00.000","L084","5169252","SI",,,,,,
"11501265","RISK","2019-09-13T00:00:00.000","E046","2007709","BX",,,,,,
"11516802","RISK","2019-09-16T00:00:00.000","L031","2814929","BX",,,,,,
"9817441","RISK","2018-12-07T00:00:00.000","E231","3818666","BK",,,,,,
"2391810","RISK","2014-07-28T00:00:00.000","E096","2027801","BX",,,,,,
"8541495","RISK","2018-05-02T00:00:00.000","L079","5863192","SI",,,,,,
"2393169","RISK","2014-07-28T00:00:00.000","E282","3018082","BK",,,,,,
"11521009","RISK","2019-09-17T00:00:00.000","E050","2001273","BX",,,,,,
"2396185","RISK","2014-07-28T00:00:00.000","L166","3321742","BK",,,,,,
"8500478","RISK","2018-04-25T00:00:00.000","L076","5862208","SI",,,,,,
"11527771","RISK","2019-09-18T00:00:00.000","L114","3802566","BK",,,,,,
"8289509","RISK","2018-03-19T00:00:00.000","E234","3424201","BK",,,,,,
"2403536","RISK","2014-07-30T00:00:00.000","E258","4863887","QN",,,,,,
"9528751","RISK","2018-10-19T00:00:00.000","L110","3425546","BK",,,,,,
"2405603","RISK","2014-07-30T00:00:00.000","L084","5863199","SI",,,,,,
"2406650","RISK","2014-07-20T00:00:00.000","S252","3348126","BK",,,,,,
"9019064","RISK","2018-07-25T00:00:00.000","E328","4596927","QN",,,,,,
"11549079","RISK","2019-09-20T00:00:00.000","L127","4441736","QN",,,,,,
"2408565","RISK","2014-07-31T00:00:00.000","E230","3848297","BK",,,,,,
"8421395","RISK","2018-04-11T00:00:00.000","L121","4607937","QN",,,,,,
"10119098","RISK","2019-01-28T00:00:00.000","E167","5169543","SI",,,,,,
"2411001","RISK","2014-07-31T00:00:00.000","L107","3856587","BK",,,,,,
"8304747","RISK","2018-03-22T00:00:00.000","E088","2127019","BX",,,,,,
"2411919","RISK","2014-07-26T00:00:00.000","L119","3329883","BK",,,,,,
"9395884","RISK","2018-09-27T00:00:00.000","E275","4862250","QN",,,,,,
"2413371","RISK","2014-08-01T00:00:00.000","E091","1813441","MN",,,,,,
"10110261","RISK","2019-01-25T00:00:00.000","L104","3426441","BK",,,,,,
"6976971","RISK","2017-06-22T00:00:00.000","E072","2080570","BX","40.820338","-73.820851","210","13","2055780057","(40.820338, -73.820851)"
"8742443","RISK","2018-06-06T00:00:00.000","L051","2127133","BX",,,,,,
"11576016","RISK","2019-09-25T00:00:00.000","L130","4099135","QN",,,,,,
"5966047","RISK","2016-12-09T00:00:00.000","E237","3325704","BK",,,,,,
"8851823","RISK","2018-06-26T00:00:00.000","E055","1089459","MN",,,,,,
"11578939","RISK","2019-09-26T00:00:00.000","E151","5863593","SI",,,,,,
"11581893","RISK","2019-09-26T00:00:00.000","L024","1015167","MN",,,,,,
"9968117","RISK","2019-01-02T00:00:00.000","E328","4859629","QN",,,,,,
"9001894","RISK","2018-07-23T00:00:00.000","E168","5863511","SI",,,,,,
"8313462","RISK","2018-03-23T00:00:00.000","E298","4206859","QN",,,,,,
"9560272","RISK","2018-10-25T00:00:00.000","E167","5168750","SI",,,,,,
"1801835","RISK","2014-02-23T00:00:00.000","L107","3343258","BK",,,,,"3042719001",
"11609051","RISK","2019-10-01T00:00:00.000","L083","5819799","SI",,,,,,
"9849584","RISK","2018-12-12T00:00:00.000","L110","3425546","BK",,,,,,
"11609048","RISK","2019-10-01T00:00:00.000","L083","5018288","SI",,,,,,
"11613389","RISK","2019-10-02T00:00:00.000","E168","5863618","SI",,,,,,
"9457377","RISK","2018-10-09T00:00:00.000","E035","1054353","MN",,,,,,
"11611643","RISK","2019-10-02T00:00:00.000","L058","2803574","BX",,,,,,
"11616853","RISK","2019-10-02T00:00:00.000","L038","2092334","BX",,,,,,
"8584519","RISK","2018-05-10T00:00:00.000","E319","4555861","QN",,,,,,
"9513209","RISK","2018-10-17T00:00:00.000","L084","5170115","SI",,,,,,
"8504536","RISK","2018-04-26T00:00:00.000","E168","5159008","SI",,,,,,
"9751298","RISK","2018-11-27T00:00:00.000","L103","3413998","BK",,,,,,
"7931928","RISK","2018-01-10T00:00:00.000","L080","5860109","SI",,,,,,
"2429233","RISK","2014-08-06T00:00:00.000","E024","1010399","MN",,,,,,
"2432035","RISK","2014-08-06T00:00:00.000","E332","3342564","BK",,,,,,
"9021104","RISK","2018-07-25T00:00:00.000","L131","3800326","BK",,,,,,
"2434234","RISK","2014-08-03T00:00:00.000","E224","3003098","BK",,,,,,
"2434303","RISK","2014-08-03T00:00:00.000","L011","1004907","MN",,,,,,
"2434373","RISK","2014-08-03T00:00:00.000","E014","1080675","MN",,,,,,
"11644453","RISK","2019-10-07T00:00:00.000","L126","4833049","QN",,,,,,
"3478087","RISK","2015-04-23T00:00:00.000","E329","4540302","QN",,,,,,
"8092189","RISK","2018-02-09T00:00:00.000","E166","5118354","SI",,,,,"5016687501",
"9579667","RISK","2018-10-29T00:00:00.000","E154","5170156","SI",,,,,,
"2439521","RISK","2014-08-03T00:00:00.000","L170","3325353","BK",,,,,,
"2441122","RISK","2014-08-08T00:00:00.000","E205","3000083","BK",,,,,,
"2442813","RISK","2014-08-08T00:00:00.000","L015","1000848","MN",,,,,,
"2486586","RISK","2014-08-20T00:00:00.000","E297","4467628","QN","40.783433","-73.844197","407","19","4040860001","(40.783433, -73.844197)"
"11666625","RISK","2019-10-10T00:00:00.000","L047","2114739","BX",,,,,,
"4945342","RISK","2016-04-26T00:00:00.000","E037","1059581","MN",,,,,,
"9425522","RISK","2018-10-02T00:00:00.000","L046","2830197","BX",,,,,,
"11676907","RISK","2019-10-11T00:00:00.000","L115","4000661","QN",,,,,,
"11676960","RISK","2019-10-11T00:00:00.000","L125","4499360","QN",,,,,,
"3514575","RISK","2015-05-04T00:00:00.000","E275","4438794","QN","40.704863","-73.77937","412","27","4103430320","(40.704863, -73.77937)"
"4988173","RISK","2016-05-04T00:00:00.000","E286","4085823","QN","40.69459","-73.900088","405","34","4035570028","(40.69459, -73.900088)"
"5455483","RISK","2016-08-17T00:00:00.000","L039","2018726","BX","40.896635","-73.875267","212","11","2033630044","(40.896635, -73.875267)"
"8660668","RISK","2018-05-23T00:00:00.000","E268","4592119","QN","40.582738","-73.832357","414","32","4161660110","(40.582738, -73.832357)"
"6221359","RISK","2017-01-30T00:00:00.000","E023","1024891","MN","40.765499","-73.983448","105","3","1010270103","(40.765499, -73.983448)"
"3501421","RISK","2015-04-30T00:00:00.000","E063","2063528","BX","40.889447","-73.858564","212","12","2048410061","(40.889447, -73.858564)"
"3931272","RISK","2015-08-25T00:00:00.000","E302","4261758","QN","40.674041","-73.800345","412","28","4120560006","(40.674041, -73.800345)"
"6517012","RISK","2017-03-24T00:00:00.000","E325","4031155","QN","40.743242","-73.908347","402","26","4013290022","(40.743242, -73.908347)"
"9742743","RISK","2018-11-26T00:00:00.000","L061","2129291","BX","40.880925","-73.834068","212","12","2052630343","(40.880925, -73.834068)"
"9577921","RISK","2018-10-29T00:00:00.000","L117","4013314","QN","40.760072","-73.910977","401","22","4007280076","(40.760072, -73.910977)"
"8000324","RISK","2018-01-24T00:00:00.000","E168","5158450","SI","40.547918","-74.22507","503","51","5071050503","(40.547918, -74.22507)"
"6339795","RISK","2017-02-21T00:00:00.000","E164","5069154","SI","40.535479","-74.156692","503","51","5053480015","(40.535479, -74.156692)"
"3663760","RISK","2015-06-12T00:00:00.000","L007","1018953","MN","40.747756","-73.978378","106","4","1008920025","(40.747756, -73.978378)"
"6370607","RISK","2017-02-27T00:00:00.000","E081","2112837","BX","40.877911","-73.914034","208","11","2057160725","(40.877911, -73.914034)"
"2350728","RISK","2014-07-16T00:00:00.000","L087","5121304","SI","40.577133","-74.159857","502","51","5024507510","(40.577133, -74.159857)"
"7267077","RISK","2017-08-22T00:00:00.000","L026","1051394","MN","40.797767","-73.950617","110","9","1015940017","(40.797767, -73.950617)"
"4753660","RISK","2016-03-16T00:00:00.000","L019","2009635","BX","40.83675","-73.901909","203","16","2029270014","(40.83675, -73.901909)"
"2662844","RISK","2014-09-28T00:00:00.000","E016","1018180","MN","40.741773","-73.981451","106","2","1008830047","(40.741773, -73.981451)"
"9984699","RISK","2019-01-04T00:00:00.000","L043","1048271","MN","40.782156","-73.952614","108","5","1015190045","(40.782156, -73.952614)"
"5699107","RISK","2016-10-11T00:00:00.000","E314","4284017","QN","40.673746","-73.730581","413","31","4132070028","(40.673746, -73.730581)"
"2488875","RISK","2014-08-20T00:00:00.000","L155","4284838","QN","40.66602","-73.778828","413","31","4132670014","(40.66602, -73.778828)"
"2450149","RISK","2014-08-11T00:00:00.000","L081","5049453","SI",,,,,,
"11688635","RISK","2019-10-15T00:00:00.000","L118","3335889","BK",,,,,,
"2602286","RISK","2014-09-19T00:00:00.000","E201","3324406","BK",,,,,,
"9460008","RISK","2018-10-09T00:00:00.000","E281","3856470","BK",,,,,,
"2456501","RISK","2014-08-13T00:00:00.000","L106","3336870","BK",,,,,,
"2457914","RISK","2014-08-13T00:00:00.000","E162","5862342","SI",,,,,,
"11690874","RISK","2019-10-16T00:00:00.000","E221","3423324","BK",,,,,,
"8711065","RISK","2018-06-01T00:00:00.000","L031","2096503","BX",,,,,,
"8063694","RISK","2018-02-05T00:00:00.000","E162","5832956","SI",,,,,,
"2462537","RISK","2014-08-14T00:00:00.000","E052","2832378","BX",,,,,,
"2466697","RISK","2014-08-14T00:00:00.000","L153","3175204","BK",,,,,,
"2467000","RISK","2014-08-10T00:00:00.000","E050","2097210","BX",,,,,,
"2467034","RISK","2014-08-10T00:00:00.000","E043","2109826","BX",,,,,,
"3990809","RISK","2015-09-10T00:00:00.000","E292","4056324","QN",,,,,,
"11716979","RISK","2019-10-21T00:00:00.000","E211","3418206","BK",,,,,,
"2468196","RISK","2014-08-15T00:00:00.000","E075","2831781","BX",,,,,,
"9314787","RISK","2018-09-14T00:00:00.000","E253","3425481","BK",,,,,,
"11730820","RISK","2019-10-21T00:00:00.000","E266","4529871","QN",,,,,,
"8506990","RISK","2018-04-26T00:00:00.000","L018","1005613","MN",,,,,,
"2471272","RISK","2014-08-15T00:00:00.000","L086","5107323","SI",,,,,,
"2472354","RISK","2014-08-15T00:00:00.000","E240","3824623","BK",,,,,,
"9056276","RISK","2018-07-31T00:00:00.000","L107","3852632","BK",,,,,,
"5261349","RISK","2016-07-05T00:00:00.000","L087","5117884","SI",,,,,,
"2473744","RISK","2014-08-18T00:00:00.000","E047","1055750","MN",,,,,,
"2475300","RISK","2014-08-18T00:00:00.000","E236","3398926","BK",,,,,,
"11735103","RISK","2019-10-23T00:00:00.000","E328","4297949","QN",,,,,,
"2638024","RISK","2014-09-29T00:00:00.000","E266","4529880","QN",,,,,,
"8053681","RISK","2018-02-02T00:00:00.000","E166","5130271","SI",,,,,"5015257501",
"2483846","RISK","2014-08-19T00:00:00.000","E216","3068446","BK",,,,,,
"2484733","RISK","2014-08-20T00:00:00.000","E071","2089327","BX",,,,,,
"11764504","RISK","2019-10-28T00:00:00.000","L175","3816520","BK",,,,,,
"2488152","RISK","2014-08-20T00:00:00.000","L084","5862927","SI",,,,,,
"2488347","RISK","2014-08-20T00:00:00.000","L116","4010325","QN",,,,,,
"11836623","RISK","2019-10-29T00:00:00.000","E095","1088461","MN",,,,,,
"2490810","RISK","2014-08-21T00:00:00.000","E219","3324460","BK",,,,,,
"8563139","RISK","2018-05-07T00:00:00.000","E073","2129056","BX",,,,,,
"8644071","RISK","2018-05-21T00:00:00.000","E081","2128756","BX",,,,,,
"11785750","RISK","2019-10-31T00:00:00.000","L035","1028171","MN",,,,,,
"2495367","RISK","2014-08-22T00:00:00.000","E071","2001953","BX",,,,,,
"2496148","RISK","2014-08-22T00:00:00.000","E226","3006391","BK",,,,,,
"2497959","RISK","2014-08-22T00:00:00.000","L031","2815744","BX",,,,,,
"8283752","RISK","2018-03-19T00:00:00.000","E202","3398142","BK",,,,,,
"11796221","RISK","2019-11-01T00:00:00.000","E071","2001935","BX",,,,,,
"9288377","RISK","2018-09-10T00:00:00.000","E164","5814691","SI",,,,,,
"2499651","RISK","2014-08-22T00:00:00.000","L117","4447509","QN",,,,,,
"2502012","RISK","2014-08-25T00:00:00.000","E162","5862344","SI",,,,,,
"5634366","RISK","2016-09-26T00:00:00.000","L029","2004003","BX",,,,,,
"2505608","RISK","2014-08-25T00:00:00.000","L153","3176304","BK",,,,,,
"2506089","RISK","2014-08-25T00:00:00.000","E298","4541328","QN",,,,,,
"2898419","RISK","2014-11-30T00:00:00.000","L007","1085008","MN",,,,,,
"9001211","RISK","2018-07-23T00:00:00.000","E073","2816887","BX",,,,,,
"8275334","RISK","2018-03-16T00:00:00.000","L015","1000017","MN",,,,,,
"8169271","RISK","2018-02-26T00:00:00.000","E329","4454376","QN",,,,,,
"11820944","RISK","2019-11-07T00:00:00.000","E318","3189535","BK",,,,,,
"9599337","RISK","2018-10-31T00:00:00.000","L082","5839885","SI",,,,,,
"2514688","RISK","2014-08-27T00:00:00.000","L029","2004094","BX",,,,,,
"7994790","RISK","2018-01-23T00:00:00.000","E289","4045746","QN",,,,,,
"3146295","RISK","2015-02-04T00:00:00.000","E158","5135210","SI",,,,,,
"11824978","RISK","2019-11-08T00:00:00.000","E271","3397130","BK",,,,,,
"9873332","RISK","2018-12-17T00:00:00.000","E159","5053653","SI",,,,,,
"2518239","RISK","2014-08-28T00:00:00.000","E247","3413701","BK",,,,,,
"8662640","RISK","2018-05-23T00:00:00.000","L053","2109565","BX",,,,,,
"6387081","RISK","2017-03-01T00:00:00.000","E292","4037795","QN",,,,,,
"2520816","RISK","2014-08-28T00:00:00.000","L138","4864316","QN",,,,,,
"5351681","RISK","2016-07-25T00:00:00.000","E232","3030171","BK",,,,,,
"9931681","RISK","2018-12-26T00:00:00.000","L080","5860112","SI",,,,,,
"8763028","RISK","2018-06-11T00:00:00.000","E096","2829349","BX",,,,,,
"2521365","RISK","2014-08-24T00:00:00.000","L003","1080797","MN",,,,,,
"8772725","RISK","2018-06-12T00:00:00.000","E304","4526605","QN",,,,,,
"8571435","RISK","2018-05-08T00:00:00.000","E163","5159815","SI",,,,,,
"2525931","RISK","2014-08-29T00:00:00.000","L130","4852222","QN",,,,,,
"3146223","RISK","2015-02-04T00:00:00.000","E152","5042954","SI",,,,,,
"7619939","RISK","2017-11-08T00:00:00.000","L125","4542618","QN",,,,,,
"2534382","RISK","2014-09-03T00:00:00.000","E207","3398355","BK",,,,,,
"11879208","RISK","2019-11-18T00:00:00.000","E236","3838251","BK",,,,,,
"9147235","RISK","2018-08-15T00:00:00.000","L166","3189083","BK",,,,,,
"2539734","RISK","2014-09-04T00:00:00.000","E164","5110836","SI",,,,,,
"9622760","RISK","2018-11-05T00:00:00.000","E161","5170939","SI",,,,,,
"2543503","RISK","2014-08-31T00:00:00.000","L059","2008494","BX",,,,,,
"9726786","RISK","2018-11-23T00:00:00.000","E166","5118391","SI",,,,,"5016687501",
"10026055","RISK","2019-01-11T00:00:00.000","E217","3810562","BK",,,,,,
"7428452","RISK","2017-09-28T00:00:00.000","E151","5163611","SI",,,,,,
"8247095","RISK","2018-03-12T00:00:00.000","L017","2831652","BX",,,,,,
"8400858","RISK","2018-04-09T00:00:00.000","E048","2010994","BX",,,,,,
"11938947","RISK","2019-11-20T00:00:00.000","L025","1032673","MN",,,,,,
"2554187","RISK","2014-09-08T00:00:00.000","L047","2098848","BX",,,,,,
"2558254","RISK","2014-09-09T00:00:00.000","E281","3121364","BK",,,,,,
"11902526","RISK","2019-11-21T00:00:00.000","L102","3048959","BK",,,,,,
"2560771","RISK","2014-09-09T00:00:00.000","L165","4827956","QN",,,,,,
"3490422","RISK","2015-04-28T00:00:00.000","E037","1799153","MN",,,,,,
"11909948","RISK","2019-11-22T00:00:00.000","E273","4112518","QN",,,,,,
"8056735","RISK","2018-02-02T00:00:00.000","L080","5169861","SI",,,,,,
"11922307","RISK","2019-11-25T00:00:00.000","E306","4539133","QN",,,,,,
"8276251","RISK","2018-03-16T00:00:00.000","L080","5860069","SI",,,,,,
"2566773","RISK","2014-09-10T00:00:00.000","E091","1813338","MN",,,,,,
"11922161","RISK","2019-11-26T00:00:00.000","L118","3424727","BK",,,,,,
"11922162","RISK","2019-11-26T00:00:00.000","E260","4007568","QN",,,,,,
"11938766","RISK","2019-11-27T00:00:00.000","L076","5858878","SI",,,,,,
"8850987","RISK","2018-06-25T00:00:00.000","L086","5164547","SI",,,,,,
"4575907","RISK","2016-02-03T00:00:00.000","E017","1008501","MN",,,,,,
"2584228","RISK","2014-09-15T00:00:00.000","E008","1035783","MN",,,,,,
"2586158","RISK","2014-09-16T00:00:00.000","E230","3840116","BK",,,,,,
"2589245","RISK","2014-09-16T00:00:00.000","L161","3331628","BK",,,,,,
"2589535","RISK","2014-09-16T00:00:00.000","E206","3070757","BK",,,,,,
"9721526","RISK","2018-11-21T00:00:00.000","L101","3418245","BK",,,,,,
"2592276","RISK","2014-09-17T00:00:00.000","E281","3121363","BK",,,,,,
"2592876","RISK","2014-09-17T00:00:00.000","E330","3175389","BK",,,,,,
"8787672","RISK","2018-06-14T00:00:00.000","E313","4618273","QN",,,,,,
"2594229","RISK","2014-09-17T00:00:00.000","L106","3064822","BK",,,,,,
"2595334","RISK","2014-09-14T00:00:00.000","L022","1085933","MN",,,,,"1012429055",
"5323939","RISK","2016-07-19T00:00:00.000","L087","5117151","SI",,,,,,
"11979174","RISK","2019-12-05T00:00:00.000","E239","3399008","BK",,,,,,
"2600717","RISK","2014-09-18T00:00:00.000","E250","3127241","BK",,,,,,
"9972481","RISK","2019-01-03T00:00:00.000","E015","1003138","MN",,,,,,
"2601312","RISK","2014-09-19T00:00:00.000","E046","2007745","BX",,,,,,
"2602724","RISK","2014-09-19T00:00:00.000","E242","3350157","BK",,,,,"3061389001",
"2603640","RISK","2014-09-19T00:00:00.000","E330","3337211","BK",,,,,,
"8766497","RISK","2018-06-11T00:00:00.000","L048","2800659","BX",,,,,,
"11991527","RISK","2019-12-06T00:00:00.000","D014","2116842","BX",,,,,,
"3995764","RISK","2015-09-14T00:00:00.000","E152","5157499","SI",,,,,,
"12012845","RISK","2019-12-09T00:00:00.000","E306","4539133","QN",,,,,,
"8933062","RISK","2018-07-10T00:00:00.000","L148","3129130","BK",,,,,,
"5393092","RISK","2016-08-03T00:00:00.000","E168","5117700","SI",,,,,"5070557502",
"9639758","RISK","2018-11-08T00:00:00.000","E159","5862354","SI",,,,,,
"2614608","RISK","2014-09-23T00:00:00.000","E207","3816714","BK",,,,,,
"4025191","RISK","2015-09-21T00:00:00.000","E297","4449836","QN",,,,,,
"2618595","RISK","2014-09-24T00:00:00.000","E034","1088958","MN",,,,,,
"2619783","RISK","2014-09-24T00:00:00.000","E168","5835295","SI",,,,,,
"2416275","RISK","2014-08-01T00:00:00.000","L087","5121463","SI",,,,,,
"9473984","RISK","2018-10-11T00:00:00.000","E164","5169884","SI",,,,,,
"2624309","RISK","2014-09-25T00:00:00.000","E034","1012452","MN",,,,,,
"2625481","RISK","2014-09-25T00:00:00.000","E219","3853489","BK",,,,,,
"8377471","RISK","2018-04-04T00:00:00.000","E221","3062292","BK",,,,,,
"12029386","RISK","2019-12-13T00:00:00.000","E167","5171629","SI",,,,,,
"12037069","RISK","2019-12-13T00:00:00.000","E165","5055369","SI",,,,,,
"2631228","RISK","2014-09-26T00:00:00.000","E245","3244827","BK",,,,,,
"8753208","RISK","2018-06-08T00:00:00.000","E313","4616153","QN",,,,,,
"12049519","RISK","2019-12-16T00:00:00.000","L058","2803574","BX",,,,,,
"2634351","RISK","2014-09-26T00:00:00.000","L166","3856494","BK",,,,,,
"2640181","RISK","2014-09-29T00:00:00.000","L108","3071117","BK",,,,,,
"7931939","RISK","2018-01-10T00:00:00.000","L080","5169859","SI",,,,,,
"2641288","RISK","2014-09-29T00:00:00.000","E258","4003505","QN",,,,,,
"8900770","RISK","2018-07-05T00:00:00.000","E162","5862177","SI",,,,,,
"2649221","RISK","2014-10-01T00:00:00.000","E281","3121362","BK",,,,,,
"2685303","RISK","2014-10-06T00:00:00.000","E015","1079694","MN",,,,,,
"12082030","RISK","2019-12-20T00:00:00.000","L125","4595654","QN",,,,,,
"12082004","RISK","2019-12-20T00:00:00.000","E324","4432012","QN",,,,,,
"2652133","RISK","2014-09-27T00:00:00.000","E221","3335795","BK",,,,,,
"9898177","RISK","2018-12-20T00:00:00.000","E162","5067573","SI",,,,,,
"2652671","RISK","2014-10-02T00:00:00.000","E034","1012452","MN",,,,,,
"3329587","RISK","2015-03-19T00:00:00.000","E207","3335140","BK",,,,,,
"12094558","RISK","2019-12-23T00:00:00.000","E202","3003566","BK",,,,,,
"2655182","RISK","2014-10-02T00:00:00.000","E331","4245798","QN",,,,,,
"8401686","RISK","2018-04-09T00:00:00.000","E062","2063038","BX",,,,,,
"8251577","RISK","2018-03-13T00:00:00.000","E069","1060613","MN",,,,,,
"9422359","RISK","2018-10-02T00:00:00.000","E151","5161835","SI",,,,,,
"6747608","RISK","2017-05-08T00:00:00.000","E329","4540313","QN",,,,,,
"9273344","RISK","2018-09-06T00:00:00.000","L161","3856609","BK",,,,,,
"4960089","RISK","2016-04-28T00:00:00.000","E258","4433394","QN","40.754538","-73.945538","401","26","4004650100","(40.754538, -73.945538)"
"8925800","RISK","2018-07-09T00:00:00.000","L107","3343256","BK",,,,,"3042719001",
"2662890","RISK","2014-10-03T00:00:00.000","L166","3189104","BK",,,,,,
"2663967","RISK","2014-10-06T00:00:00.000","E035","1054352","MN",,,,,,
"2666823","RISK","2014-10-06T00:00:00.000","E324","4458235","QN",,,,,,
"5425133","RISK","2016-08-10T00:00:00.000","E034","1080337","MN",,,,,,
"8844911","RISK","2018-06-25T00:00:00.000","E164","5824492","SI",,,,,,
"2673318","RISK","2014-10-07T00:00:00.000","L082","5067331","SI",,,,,,
"12168446","RISK","2019-12-31T00:00:00.000","L131","3800326","BK",,,,,,
"2677202","RISK","2014-10-08T00:00:00.000","E285","4451789","QN",,,,,,
"2678918","RISK","2014-10-08T00:00:00.000","L082","5815635","SI",,,,,,
"2679820","RISK","2014-10-08T00:00:00.000","L166","3321741","BK",,,,,,
"2680034","RISK","2014-10-08T00:00:00.000","L106","3064628","BK",,,,,,
"2680116","RISK","2014-10-09T00:00:00.000","L110","3855156","BK",,,,,,
"12150720","RISK","2020-01-03T00:00:00.000","E237","3855753","BK",,,,,,
"2681410","RISK","2014-10-09T00:00:00.000","E168","5835296","SI",,,,,,
"12155981","RISK","2020-01-03T00:00:00.000","E287","4862876","QN",,,,,,
"12168472","RISK","2020-01-06T00:00:00.000","L058","2831990","BX",,,,,,
"12163826","RISK","2020-01-06T00:00:00.000","E297","4462685","QN",,,,,,
"9525738","RISK","2018-10-19T00:00:00.000","E234","3818238","BK",,,,,,
"7237427","RISK","2017-08-16T00:00:00.000","E308","4204075","QN","40.685661","-73.826127","410","28","4095700007","(40.685661, -73.826127)"
"9937460","RISK","2018-12-27T00:00:00.000","E258","4865492","QN",,,,,,
"4197062","RISK","2015-11-05T00:00:00.000","E168","5117662","SI",,,,,"5070557502",
"12176338","RISK","2020-01-07T00:00:00.000","L058","2825552","BX",,,,,,
"6682493","RISK","2017-04-25T00:00:00.000","E329","4540319","QN",,,,,,
"2476572","RISK","2014-08-18T00:00:00.000","L006","1006948","MN",,,,,,
"2827317","RISK","2014-11-17T00:00:00.000","E065","1080747","MN",,,,,,
"4253007","RISK","2015-11-19T00:00:00.000","L133","4268843","QN","40.692423","-73.769621","412","27","4124060255","(40.692423, -73.769621)"
"12185197","RISK","2020-01-09T00:00:00.000","E034","1012489","MN",,,,,,
"2526477","RISK","2014-08-29T00:00:00.000","E008","1038641","MN",,,,,,
"8672250","RISK","2018-05-17T00:00:00.000","E167","5166714","SI",,,,,,
"2701182","RISK","2014-10-15T00:00:00.000","L087","5151779","SI",,,,,,
"8055418","RISK","2018-02-02T00:00:00.000","E328","4857447","QN",,,,,,
"12196256","RISK","2020-01-10T00:00:00.000","E321","3249510","BK",,,,,,
