"tru","start_date","end_date","status_description","street_activity","premise_no","street_name","borough","zip_code","facility_aka","facility_type","bin","block","lot","cross_street_on","cross_street_between","cross_street_and","building_owner_name","contractor_name","air_monitor_name","entire_floor","floor","section","acm_type","acm_amount","acm_unit","abatement_type","procedure_name","latitude","longitude","community_board","council_district","census_tract","bbl","nta"
"TRU5645QN18","2018-06-28T00:00:00.000","2019-06-20T00:00:00.000","Closed","No","30-41","31 Street","Queens","11102",,"Residence","4008477","00615","0020",,,,"RODOS REALTY","212 Services, LLC","TFW Partners Corp.","No","2","Exterior Walls","Siding Shingles","900","Square Feet","Removal","Exterior Vertical Surface","40.765951","-73.922139","1","22","63","4006150020","Astoria"
"TRU2836MN21","2021-12-24T00:00:00.000","2022-12-15T00:00:00.000","Closed","No","1133","Broadway","Manhattan","10010",,"Residence","1015625","00827","0049",,,,"Kew Management Corporation","Alpha Environmental Services, Inc","Standard Environmental Services, inc.","No","4th Floor","South East Corner","Masonary Coating","50","Square Feet","Removal","Exterior Vertical Surface","40.743523","-73.989073","5","3","58","1008270049","Hudson Yards-Chelsea-Flatiron-Union Square"
"TRU5962BX18","2018-09-10T00:00:00.000","2019-08-30T00:00:00.000","Closed","No","1825","Bruckner Boulevard","Bronx","10472","Sotomayor- BLDG#28","Residence","2092811","03730","0001",,,,"New York City Housing Authority (NYCHA)","Atco Contracting Group, Inc.","Genesis Environmental Consultants Inc.","No","Cellar","Tank & Pump Room","Pipe insulation","200","Linear Feet","Removal","DEP Variance","40.825784","-73.863585","9","18","44","2037300001","Soundview-Bruckner"
"TRU1173BK23","2023-06-23T00:00:00.000","2024-06-07T00:00:00.000","Submitted","No","5802","THIRD AVENUE","Brooklyn","11220",,"Commercial","3015916","00853","0001",,,,"SEI CO. REALTY ASSOCIATES, LLC","PAR Environmental Corporation","Environmental Planning & Management, Inc.","No","3","room  3-633","VAT & MASTIC","96","Square Feet","Removal","Interior Foam","40.643077","-74.019318","7","38","22","3008530001","Sunset Park West"
"TRU2535MN22","2022-10-19T00:00:00.000","2023-10-11T00:00:00.000","Closed","No","4580","Broadway","Manhattan","10040",,"Residence","1064136","02172","0004",,,,"Maplewood Realty Co. LLC","Incinia Contracting Inc","Standard Environmental Services, Inc.","No","4-Roof","East Courtyard- North Elevation","Window Caulking","3","Square Feet","Removal","Exterior Vertical Surface","40.860104","-73.931005","12","10","285","1021720004","Washington Heights North"
"TRU1245BK21","2021-08-18T00:00:00.000","2022-08-10T00:00:00.000","Closed","No","47","Waldorf Court","Brooklyn","11230",,"Residence","3179020","06689","0059",,,,"Lauren Nikrooz & John Powell","Gig Services, Corp.","AVM Environmental Inc","Yes","Basement",,"Pipe Insulation","155","Linear Feet","Removal","Tent","40.631656","-73.961703","14","45","528","3066890059","Flatbush"
"TRU0985BK19","2019-08-01T00:00:00.000","2020-06-24T00:00:00.000","Closed","No","494","14th Street","Brooklyn","11215",,"Residence","3259294","01103","0036",,,,"Janet L. Scherer","AGG Contracting Inc.","H.A. Bader Consultants, Inc.","No","3rd","NW section","wall plaster","210","Square Feet","Removal","DEP Variance","40.661815","-73.97983","6","39","167","3011030036","Park Slope-Gowanus"
"TRU0582BK22","2022-04-11T00:00:00.000","2023-03-24T00:00:00.000","Closed","No","2947","West 28th Street","Brooklyn","11224","Coney Island Site 4&5","Residence","3385303","07053","0014",,,,"New York City Housing Authority (NYCHA)","New York Environmental Systems, Inc.","Genesis Environmental Consultants Inc.","No","10th","APTS K,L,M,N,P,R,S,T,U,V,X,Y,Z","Floor Tile & Mastic","26","Square Feet","Removal","Tent","40.574453","-73.994089","13","47","342","3070530014","Seagate-Coney Island"
"TRU0504QN21","2021-05-28T00:00:00.000","2022-05-19T00:00:00.000","Closed","No","33-30","101 ST","Queens","11368",,"Residence","4042517","01715","0024",,,,"Rong Chen","First Response Consulting, LLC","U. Stiv Environmental Svces Inc.","No","1","Main Roof","Membrane/Flashing","150","Square Feet","Removal","Exterior Vertical Surface","40.756789","-73.867353","3","21","377","4017150024","North Corona"
"TRU1040QN21","2021-10-07T00:00:00.000","2022-09-23T00:00:00.000","Closed","No","88-09","Northern Boulevard","Queens","11372",,"Residence","4431369","01418","0001",,,,"Northridge Cooperative Section III","The Asbestos Contractor, Inc.","New York Safety Services LLC","No","Basement","Recreation Room","pipe insulation","15","Linear Feet","Removal","Tent","40.756174","-73.879598","3","25","339","4014180001","Jackson Heights"
"TRU0675QN23","2023-06-30T00:00:00.000","2024-06-11T00:00:00.000","Postponed","No","28-01","41th Avenue","Queens","11101","Newcomers H.S.  Q450","School","4004874","00404","0001",,,,"NYC School Construction Authority (NYCSCA)","Citywide Environmental Services LLC","SAI Environmental Consultants, Inc.","No","Bsmt","Room 005 Storage","pipe insulation in pipe trench","35","Linear Feet","Removal","DEP Variance","40.751356","-73.937445","1","26","33","4004040001","Queensbridge-Ravenswood-Long Island City"
"TRU1404MN23","2023-06-20T00:00:00.000","2024-06-10T00:00:00.000","Closed","No","501","Lexington Avenue","Manhattan","10017",,"Commercial","1036208","01302","0021",,,,"Acquisitions at Lexington, LLC","Incinia Contracting Inc","Assessment Resources & Technologies, Inc.","No","15","East Wall South Wing","Exposed Pipe Insulation","14","Linear Feet","Removal","Tent","40.75471","-73.973655","6","4","92","1013020021","Turtle Bay-East Midtown"
"TRU0462MN21","2021-03-22T00:00:00.000","2022-03-14T00:00:00.000","Closed","No","420","west 19TH street","Manhattan","10011","FULTON Bldg#09","Residence","1078445","00716","0017",,,,"New York City Housing Authority (NYCHA)","New York Environmental Systems, Inc.","Genesis Environmental Consultants Inc.","No","20TH","20C","Floor Tile","632","Square Feet","Removal","VAT Protocol in NYCHA Apt","40.744368","-74.003934","4","3","89","1007160017","Hudson Yards-Chelsea-Flatiron-Union Square"
"TRU0921MN21","2021-05-21T00:00:00.000","2022-05-06T00:00:00.000","Closed","No","320","East 96th Street","Manhattan","10128","OLD MANHATTAN VOC/TECH HS - M645","School","1050338","01558","0034",,,,"NYC School Construction Authority (NYCSCA)","D & S Restoration, Inc.","Athenica Environmental Services Inc.","No","1st","Stairway Landing C/D","Floor Tiles","90","Square Feet","Removal","Interior Foam","40.783625","-73.945637","8","5","15601","1015580034","Yorkville"
"TRU0425MN19","2019-03-11T00:00:00.000","2020-02-25T00:00:00.000","Closed","No","1900","Broadway","Manhattan","10023","One Lincoln Plaza","Residence","1027472","01116","7501",,,,"20 West 64th Street Associates, LLC Care of Ogden","Trio Asbestos Removal Corp","Airtek Environmental Corp.","No","7th Floor","Office Areas","VAT","5500","Square Feet","Removal","Interior Foam","40.771518","-73.982151","7","6","149","1011167501","Lincoln Square"
"TRU0321BX22","2022-07-15T00:00:00.000","2023-03-09T00:00:00.000","Submitted","No","1935","Bussing Avenue","Bronx","10466","PS 87 X","School","2069061","05018","0001",,,,"NYC School Construction Authority (NYCSCA)","Abatech Industries, Inc.","WSP USA Solutions Inc.","No","2","Principal Office","Wire Insulation","120","Linear Feet","Removal","Intact Fixture Protocol","40.895104","-73.845968","12","12","428","2050180001","Woodlawn-Wakefield"
"TRU0291QN23","2023-04-05T00:00:00.000","2024-03-20T00:00:00.000","Closed","No","28-37","29 Street","Queens","11102","Q017","School","4007663","00594","0001",,,,"NYC School Construction Authority (NYCSCA)","M&N General Services, Inc.","Precision Environmental Inc.","No","1st Floor","Hallway South Side - 2000B","Floor Tiles","560","Square Feet","Removal","Interior Foam","40.768985","-73.922428","1","22","71","4005940001","Old Astoria"
"TRU7094MN18","2019-05-28T00:00:00.000","2019-08-07T00:00:00.000","Submitted","No","525","E. 68th Street","Manhattan","10065","New York Presbyterian Hospital","Hospital","1084781","01480","0001",,,,"New York Presbyterian Hospital","RC Group, Inc.","Lawrence Env LLC","No","25","b37/38/39/40","waterproofing mastic","140","Square Feet","Removal","Exterior Vertical Surface","40.764149","-73.955251","8","5","116","1014800001","Lenox Hill-Roosevelt Island"
"TRU0551MN22","2022-03-14T00:00:00.000","2023-03-02T00:00:00.000","Closed","No","45","W 81st St","Manhattan","10024",,"Commercial","1031135","01195","0005",,,,"45 West Emmut Properties LLC","Envirotech Preservation Inc","Sentinel Environmental Inc","No","7th","Room 700","Mastic","100","Square Feet","Removal","Interior Foam","40.782597","-73.973026","7","6","165","1011950005","Upper West Side"
"TRU2135MN19","2019-08-16T00:00:00.000","2020-08-07T00:00:00.000","Submitted","No","1649","First Avenue","Manhattan","10028",,"Residence","1050003","01548","0028",,,,"First NY LLC","New York Insulation, Inc.","GCI Environmental Advisory, Inc.","No","Roof","Main Roof & Bulkheads","Roof Membrane","1230","Square Feet","Removal","Exterior Foam","40.776721","-73.949502","8","5","14601","1015480028","Yorkville"
"TRU5595BK18","2018-05-03T00:00:00.000","2019-04-10T00:00:00.000","Closed","No","21-47","Hall Street","Brooklyn","11205","Building B","Commercial","3329757","01876","0001",,,,"RXR 9-47 Hall Street Owner LLC c/o RXR Realty","Incinia Contracting, Inc.","Consulting And Testing Services, Inc.","No","8th","West Facade","Glazing/ Caulking","15","Square Feet","Removal","DEP Variance","40.696989","-73.966602","2","35","543","3018760001","park-cemetery-etc-Brooklyn"
"TRU0097BX22","2022-01-25T00:00:00.000","2023-01-17T00:00:00.000","Closed","No","314","East 143rd Street","Bronx","10451","Patterson Bldg #13","Residence","2091132","02325","0001",,,,"New York City Housing Authority (NYCHA)","New York Environmental Systems, Inc.","Genesis Environmental Consultants Inc.","No","3RD","3D","Floor Tile","619","Square Feet","Removal","VAT Protocol in NYCHA Apt","40.814392","-73.923748","1","8","51","2023250001","Mott Haven-Port Morris"
"TRU1439MN23","2023-07-07T00:00:00.000","2024-06-13T00:00:00.000","Postponed","No","145","West 84th Street","Manhattan","10024","M470 - HS 404M","School","1032128","01215","0001",,,,"NYC School Construction Authority (NYCSCA)","GPA Environmental Group Inc","J.C. Broderick & Associates Inc.","No","Cellar","Cellar Mechanical Room (B10)","Sealant Material Associated with Ductwork Joints","32","Square Feet","Removal","Tent","40.785803","-73.974614","7","6","169","1012150001","Upper West Side"
"TRU0921MN21","2021-05-21T00:00:00.000","2022-05-06T00:00:00.000","Closed","No","320","East 96th Street","Manhattan","10128","OLD MANHATTAN VOC/TECH HS - M645","School","1050338","01558","0034",,,,"NYC School Construction Authority (NYCSCA)","D & S Restoration, Inc.","Athenica Environmental Services Inc.","No","4th","Room#412","Floor Tiles","650","Square Feet","Removal","Interior Foam","40.783625","-73.945637","8","5","15601","1015580034","Yorkville"
"TRU0140MN19","2019-01-28T00:00:00.000","2020-01-17T00:00:00.000","Closed","No","417","East 64 Street","Manhattan","10065",,"Residence","1078393","01459","0010",,,,"Stahl York Avenue Co., LLC","Atlantic Sun Construction Corp.","The ALC Group LLC dba ALC Environmental","No","3","C - Courtyard Return Facing Southeast Exterior Facade","Window Caulk","3","Square Feet","Removal","Exterior Vertical Surface","40.762358","-73.958765","8","5","116","1014590010","Lenox Hill-Roosevelt Island"
"TRU1804MN20","2020-10-22T00:00:00.000","2021-10-11T00:00:00.000","Postponed","No","136","W. 55th street","Manhattan","10019","Blakely Hotel","Other","1023383","01007","0049",,,,"Fred Hartman","NSC Abatement Services,Inc.","Lawal P. Ahmed Sr. dba Lawal Environmental","No","16","South side set back terrace roof","roofing","40","Square Feet","Removal","Exterior Foam","40.76358","-73.979474","5","4","137","1010070049","Midtown-Midtown South"
"TRU1553MN23","2023-07-17T00:00:00.000","2024-06-27T00:00:00.000","Postponed","No","136","West 21st Street","Manhattan","10011",,"School","1014758","00796","0060",,,,"School of Visual Arts","New York Insulation, Inc.","Advanced Environmental Corp.","No","6th","South Elevation","Window Frame Caulking","2","Square Feet","Removal","Exterior Vertical Surface","40.742101","-73.994901","4","3","87","1007960060","Hudson Yards-Chelsea-Flatiron-Union Square"
"TRU0994BK22","2022-08-03T00:00:00.000","2023-05-15T00:00:00.000","Closed","No","224","Osborn Street","Brooklyn","11212","NYCHA 2113758 Brownsville, Bld. #5","Residence","3326515","03544","0001",,,,"New York City Housing Authority (NYCHA)","J & N Construction Group Corp.","Airtek Environmental Corp.","No","6 - Roof","Bulkhead","Base Flashing","302","Square Feet","Removal","Exterior Foam","40.667311","-73.908225","16","41","912","3035440001","Brownsville"
"TRU0217QN23","2023-03-16T00:00:00.000","2024-02-29T00:00:00.000","Postponed","No","34-74","113th Street","Queens","11368","PS 143Q","School","4043827","01756","0025",,,,"NYC School Construction Authority (NYCSCA)","Abatech Industries, Inc.","J.C. Broderick & Associates Inc.","No","1st","Slop Sink by Room 120","Exhaust Ductwork Insulation","200","Square Feet","Removal","DEP Variance","40.755435","-73.855185","3","21","381","4017560025","North Corona"
"TRU0994BK21","2021-07-08T00:00:00.000","2022-06-30T00:00:00.000","Submitted","No","1866","East 17 Street","Brooklyn","11229","PS 255 k","School","3184034","06821","0123",,,,"NYC School Construction Authority (NYCSCA)","Abatech Industries, Inc.","Taylor Environmental Group, Inc.","No","Basement","Entrance Vestibule","Gray&White  exterrior caulk at door frame","4","Square Feet","Removal","Exterior Vertical Surface","40.604349","-73.955528","15","48","558","3068210123","Madison"
"TRU5492BK18","2018-04-06T00:00:00.000","2019-03-27T00:00:00.000","Closed","No","2962","West 31st Street","Brooklyn","11224","Surfside Gardens Bldg#1 Contract # RF1716757","Residence","3321770","07049","0015",,,,"New York City Housing Authority (NYCHA)","J & N Construction Group Corp.","The Saban Engineering Group, Inc.","No","Roof","15 Lower Bulkhead Roof","Drain Flashing","16","Square Feet","Removal","Exterior Foam","40.573542","-73.997199","13","47","342","3070490015","Seagate-Coney Island"
"TRU1331BK19","2019-09-23T00:00:00.000","2020-08-12T00:00:00.000","Closed","No","21","Bay 11th Street","Brooklyn","11228","3K Center @ K747","School","3336436","06362","0029",,,,"NYC School Construction Authority (NYCSCA)","A.S.A.R. International Corporation","J.C. Broderick & Associates, Inc.","No","1st Floor","Throughout","Wire insulation","1950","Linear Feet","Removal","DEP Variance","40.609976","-74.008608","11","43","172","3063620029","Bath Beach"
"TRU0865BX23","2023-07-21T00:00:00.000","2024-06-24T00:00:00.000","Submitted","No","100; 120; 140","Asch Loop","Bronx","10475","Building 20 100-140","Residence","2095396","05141","0120",,,,"Riverbay Corporation","Abatement Unlimited, Inc.","Genesis Environmental Consultants Inc.","Yes","23",,"Floor mastic","3750","Square Feet","Repair","DEP Variance",,,,,,,
"TRU1207QN21","2022-03-18T00:00:00.000","2022-11-01T00:00:00.000","Submitted","No","209-26","Nashville Boulevard","Queens","11411",,"Residence","4238130","11055","0021",,,,"Habitat for Humanity","BP & B Development Contracting LLC","Efex Environmental Inc","Yes","Exterior",,"Exterior Window Frame Caulk","15","Square Feet","Removal","Exterior Vertical Surface","40.698553","-73.743792","13","27","53401","4110550021","Cambria Heights"
"TRU1054BK22","2022-06-27T00:00:00.000","2023-05-23T00:00:00.000","Submitted","No","1609","Avenue J","Brooklyn","11230",,"School","3179705","06709","0036",,,,"Yehivah of Flatbush","Alba Environmental Inc.","Advanced Environmental Corp.","No","3rd Floor","3rd Floor- Classroom","Floor Tile Material","200","Square Feet","Removal","Interior Foam","40.625313","-73.960269","14","44","532","3067090036","Midwood"
"TRU0936QN19","2019-09-18T00:00:00.000","2020-09-01T00:00:00.000","Closed","No","21-41","34th Ave.","Queens","11106","#10","Residence","4430861","00557","0003",,,,"First Service Residential","Airmax Environmental Services Inc","AZ One LLC","No","Sub-bsmnt","meter room","Elevator doors","450","Square Feet","Removal","DEP Variance","40.762118","-73.932446","1","22","45","4005570003","Astoria"
"TRU0797MN19","2019-04-18T00:00:00.000","2020-04-02T00:00:00.000","Closed","No","131","East 104 Street","Manhattan","10029","PS 72M","School","1081340","01632","0011",,,,"NYC School Construction Authority (NYCSCA)","A Quest Corporation","New York Environmental & Analytical Laboratories,","No","3rd","Room 306","Vinyl Asbestos Tile","672","Square Feet","Removal","Interior Foam","40.791179","-73.947776","11","8","166","1016320011","East Harlem South"
"TRU0487MN19","2019-03-14T00:00:00.000","2020-03-02T00:00:00.000","Closed","No","592","Amsterdam Ave","Manhattan","10024",,"Commercial","1033298","01236","0035",,,,"GPG 590 LLC","Alvo Corp.","Wald Environmental Inc.","No","Basement","South wing","Pipe insulation","80","Linear Feet","Removal","Tent","40.789393","-73.973782","7","6","175","1012360035","Upper West Side"
"TRU0816MN22","2022-05-09T00:00:00.000","2023-04-04T00:00:00.000","Closed","No","202","West 98th Street","Manhattan","10025",,"Residence","1056389","01869","0136",,,,"202-204 West 98 Realty LLC","Incinia Contracting Inc","Kenneth Friedman dba KF ACM Services","No","Roof","Parapet Walls","Mastic","300","Square Feet","Removal","Exterior Vertical Surface","40.795466","-73.969684","7","7","183","1018690136","Upper West Side"
"TRU0309BX20","2020-05-01T00:00:00.000","2021-04-14T00:00:00.000","Closed","No","499","East Fordham Road","Bronx","10458","Thebaud Hall","School","2102035","03273","0001",,,,"Fordham University","ACA Environmental Services, Inc.","Omega Laboratories, Inc.","No","Basement","Bottom of Stairs","Pipe Insulation","70","Linear Feet","Removal","Tent & Glovebag","40.86001","-73.888162","6","15","397","2032730001","Belmont"
"TRU0661QN22","2022-06-28T00:00:00.000","2023-06-14T00:00:00.000","Closed","No","41-77","Little Neck Pkwy","Queens","11363","P.S. 94 Queens","School","4169468","08135","0029",,,,"NYC School Construction Authority (NYCSCA)","Kiss Construction Inc.","New York Environmental & Analytical Laboratories,","No","2nd  Floor","Room 210","Wall Plaster","150","Square Feet","Repair","DEP Variance","40.771186","-73.739252","11","19","1479","4081350029","Douglas Manor-Douglaston-Little Neck"
"TRU0522MN20","2020-03-23T00:00:00.000","2021-03-04T00:00:00.000","Closed","No","301","Park Avenue","Manhattan","10022",,"Commercial","1084771","01304","7501",,,,"AB Stable LLC","P.A.L. Environmental Safety Corp.","Hillmann Consulting, LLC","No","43","Windows","Caulking","5","Square Feet","Removal","DEP Variance","40.756648","-73.974358","5","4","100","1013047501","Turtle Bay-East Midtown"
"TRU0398BX19","2019-07-22T00:00:00.000","2020-04-15T00:00:00.000","Submitted","No","645","BARRETTO STREET","Bronx","10474",,"Residence","2006613","02765","0146",,,,"645 BARRETTO STREET HDFC","M.A.B. Renovation Group Corp.","IPR Associate & Environmental Incorporated","No","BASEMENT","BOILER ROOM","PIPE INSULATION","200","Linear Feet","Removal","Tent","40.812829","-73.888932","2","17","93","2027650146","Hunts Point"
"TRU0387QN19","2019-06-25T00:00:00.000","2020-04-21T00:00:00.000","Closed","No","23-30","Borden Avenue","Queens","11101",,"Commercial","4436621","00068","0038",,,,"23-30 Borden Owner LLC","P.A.L. Environmental Safety Corp.","Environmental Building Solutions, LLC","No","Ground","North East Riser","Pipe Insulation","100","Linear Feet","Removal","Tent","40.739918","-73.947213","2","26","1","4000680038","Hunters Point-Sunnyside-West Maspeth"
"TRU0365QN20","2020-06-08T00:00:00.000","2021-05-26T00:00:00.000","Closed","No","82-41","PARSONS BOULEVARD","Queens","11432","QUEENS HOSPITAL CENTER, T-BUILDING","Hospital","4442434","06858","0100",,,,"NYC Health & Hospitals Corporation (NYCHHC)","Plains Environmental and General Contracting","Clean Air Environmental And Contracting Inc.","No","2ND FLOOR","PERIMETER WINDOWS","EXTERIOR WINDOW / DOOR CAULKING","219","Square Feet","Removal","Exterior Vertical Surface","40.717176","-73.808203","8","24","1267","4068580100","Pomonok-Flushing Heights-Hillcrest"
"TRU1976BK22","2022-11-07T00:00:00.000","2023-10-09T00:00:00.000","Postponed","No","215","Cozine Avenue","Brooklyn","11207","Linden Houses Building 14","Residence","3337062","04393","0001",,,,"Stanley Avenue Preservation LLC","Federal Property Maintenance Corp.","AIM Environmental LLC","No","3rd","Exterior Facade","Exterior Window Caulk","9","Square Feet","Removal","Exterior Vertical Surface","40.655517","-73.884151","5","42","1106","3043930001","East New York"
"TRU0152SI20","2020-11-06T00:00:00.000","2021-10-08T00:00:00.000","Closed","No","58","Summit Street","Staten Island","10307","P.S. 1 Annex (R802)","School","5107854","07898","0001",,,,"NYC School Construction Authority (NYCSCA)","Atco Contracting Group, Inc.","Langan Engineering, Environmental, Surveying, Land","No","1st Floor","Classroom 1","White Paint on Metal Ceiling","800","Square Feet","Encapsulation","DEP Variance","40.509037","-74.244118","3","51","24401","5078980001","Charleston-Richmond Valley-Tottenville"
"TRU8069MN18","2018-12-05T00:00:00.000","2019-11-20T00:00:00.000","Submitted","No","67","Vestry Street","Manhattan","10013",,"Commercial","1002831","00218","0024",,,,"IRG 67 LLC c/o Iliad Realty Group","AGG Contracting Inc.","AZ One LLC","No","cellar","oil tank room","pipe insulation","120","Linear Feet","Removal","Tent","40.722918","-74.011065","1","1","39","1002180024","SoHo-TriBeCa-Civic Center-Little Italy"
"TRU0409MN22","2022-02-25T00:00:00.000","2023-02-17T00:00:00.000","Closed","No","218","East 104th Street","Manhattan","10029","Washington Bldg #14","Residence","1080681","01652","0001",,,,"New York City Housing Authority (NYCHA)","New York Environmental Systems, Inc.","Genesis Environmental Consultants Inc.","No","7TH","7B","Floor Tile","637","Square Feet","Removal","VAT Protocol in NYCHA Apt","40.790047","-73.945166","11","8","164","1016520001","East Harlem South"
"TRU0724BX21","2021-08-16T00:00:00.000","2022-07-21T00:00:00.000","Closed","No","2750","Throop Avenue","Bronx","10469","PS 121X","Other","2054253","04526","0001",,,,"NYC School Construction Authority (NYCSCA)","A.S.A.R. International Corporation","Taylor Environmental Group, Inc.","No","3rd Floor","Classroom 325","Radiator insulation","24","Square Feet","Removal","DEP Variance","40.86608","-73.850982","11","13","348","2045260001","Allerton-Pelham Gardens"
"TRU0694BX22","2022-06-08T00:00:00.000","2023-05-31T00:00:00.000","Closed","No","370","East 153rd Street","Bronx","10455","East 152nd Street - Courtlandt Avenue Bldg #2","Residence","2088143","02399","0010",,,,"New York City Housing Authority (NYCHA)","New York Environmental Systems, Inc.","LiRo Engineers, Inc.","No","2ND","2B","Floor Tile","634","Square Feet","Removal","VAT Protocol in NYCHA Apt","40.819218","-73.917795","1","17","67","2023990010","Melrose South-Mott Haven North"
"TRU0896BK22","2022-05-09T00:00:00.000","2023-05-01T00:00:00.000","Submitted","No","2926","West 25th Street","Brooklyn","11224","Coney Island Site 4&5","Residence","3385303","07053","0014",,,,"New York City Housing Authority (NYCHA)","New York Environmental Systems, Inc.","Genesis Environmental Consultants Inc.","No","10th","Upper Level of Duplex 1009D,1010D,1011D,1012D,1013D,1014D,1015D,1016D,1017D,1018D,1019D,1020D..","Pipe Penetration Packing","12","Square Feet","Removal","Tent","40.575048","-73.992063","13","47","342","3070530014","Seagate-Coney Island"
"TRU0818BX22","2022-07-15T00:00:00.000","2023-06-22T00:00:00.000","Submitted","No","100","DeKruif Place","Bronx","10475","Building 8","Residence","2096812","05141","0120",,,,"Riverbay Corporation","Abatement Unlimited, Inc.","Genesis Environmental Consultants Inc.","Yes","6",,"Floor mastic","3750","Square Feet","Repair","DEP Variance","40.875769","-73.828899","10","12","46201","2051410120","Co-op City"
"TRU0807BX19","2019-07-25T00:00:00.000","2020-07-11T00:00:00.000","Closed","No","699","East 139th Street","Bronx","10454","Bldg. # 3","Residence","2091291","02568","0012",,,,"New York City Housing Authority (NYCHA)","T L D Services Inc","Environmental Corps Corporation","No","Roof","Roof field","Membrane","2600","Square Feet","Removal","Exterior Foam","40.805864","-73.913105","1","8","2702","2025680012","Mott Haven-Port Morris"
"TRU1599BX22","2022-12-19T00:00:00.000","2023-11-30T00:00:00.000","Closed","No","1","Orchard Beach Road","Bronx","10464",,"Commercial","2000000","05650","0001",,,,"NYC Dept of Parks & Recreation (NYCDPR)","International Asbestos Removal, Inc.","Entech Engineering, P.C.","No","Ground","Exterior - North Elevation","Window Caulk","1","Square Feet","Removal","Exterior Vertical Surface","40.86516","-73.802841","28","13","504","2056500001","park-cemetery-etc-Bronx"
"TRU2879MN19","2019-11-08T00:00:00.000","2020-10-28T00:00:00.000","Closed","No","112","East 40th Street","Manhattan","10016",,"Commercial","1019494","00895","0084",,,,"40th Development LLC","ESG, Inc.","Amiantos LLC","No","Roof","Upper Roof","parapet wall","321","Square Feet","Removal","Exterior Foam","40.750498","-73.977814","6","4","80","1008950084","Murray Hill-Kips Bay"
"TRU1611MN19","2019-08-21T00:00:00.000","2020-06-19T00:00:00.000","Postponed","No","415","East 93rd Street","Manhattan","10128","NYCHA  Isaacs - Senior Center, Bld. #4 (GR1812934)","Residence","1082367","01573","0001",,,,"New York City Housing Authority (NYCHA)","Vestar, Inc.","Airtek Environmental Corp.","No","Cellar","Un-Excavated Area","Electrical Duct Seal","2","Square Feet","Removal","DEP Variance","40.780904","-73.945112","8","5","152","1015730001","Yorkville"
"TRU1519MN20","2020-09-11T00:00:00.000","2021-09-01T00:00:00.000","Closed","No","150","East 69th Street","Manhattan","10021",,"Residence","1042479","01403","0033",,,,"69 Tenants Corp","GTM Contracting Inc. dba Hi-Tech Environmental & R","Standard Environmental Services, inc.","No","18th Floor","Apt #18C's kitchen","Pipe Insulation","10","Linear Feet","Removal","Tent","40.76822","-73.963007","8","4","120","1014030033","Upper East Side-Carnegie Hill"
"TRU5649BK18","2018-05-10T00:00:00.000","2019-04-16T00:00:00.000","Closed","No","3194","Bayview Avenue","Brooklyn","11224","NYCHA Gravesend Bld. #7 - GR1508593",,"3331087","06964","0002",,,,"New York City Housing Authority (NYCHA)","Maven Construction Corp.","Genesis Environmental Consultants Inc.","No","Roof","Perimeter Curb","Waterproofing Membrane","528","Square Feet","Removal","Exterior Foam","40.579484","-73.998218","13","47","330","3069640002","Seagate-Coney Island"
"TRU0836QN23","2024-04-01T00:00:00.000","2024-07-17T00:00:00.000","Submitted","No","114-04","14th Road","Queens","11356","The Poppenhusen Institute","School","4098136","04067","0001",,,,"NYC Dept of Design & Construction (NYCDDC)","Dussan Inc. DBA AMCS Environmental","LiRo Engineers, Inc.","No","1-4","South Elevation","Exterior Window Wood Glazing","307","Linear Feet","Removal","Exterior Vertical Surface","40.78462","-73.853042","7","19","929","4040670001","College Point"
"TRU6348BX18","2019-01-23T00:00:00.000","2019-12-20T00:00:00.000","Closed","No","170","E 206th Street","Bronx","10458",,"Residence","2017370","03312","0012",,,,"162 E 206 Development LLC","Alba Environmental Inc.","Enviro-Pro Unltd Corp.","No","2nd Floor","Bedroom # 1","Floor Tiles and Mastic Material","200","Square Feet","Removal","Full Containment","40.875904","-73.88491","7","11","413","2033120008","Bedford Park-Fordham North"
"TRU5196BX18","2018-03-09T00:00:00.000","2019-02-27T00:00:00.000","Closed","No","885","Bolton   Avenue","Bronx","10473","I.S. 131   Bronx","School","2103869","03644","0001",,,,"NYC School Construction Authority (NYCSCA)","Kiss Construction, Inc.","Precision Environmental, Inc.","No","4th Floor","Room 430","VAT/Mastic","727","Square Feet","Removal","Interior Foam","40.823526","-73.859662","9","18","42","2036440001","Soundview-Castle Hill-Clason Point-Harding Park"
"TRU0970BK19","2019-07-05T00:00:00.000","2020-06-22T00:00:00.000","Closed","No","10307","Flatlands Avenue","Brooklyn","11236","NYCHA Breukelen, Bld. #1 - Contract RF1625126","Residence","3321514","08191","0001",,,,"New York City Housing Authority (NYCHA)","APS Contractors Inc.","Genesis Environmental Consultants Inc.","No","7","Exterior Façade  Elevation #1 - 24","Window Sills Contaminated with ACM Caulking","47","Square Feet","Removal","Exterior Vertical Surface","40.646734","-73.895922","18","42","982","3081910001","Canarsie"
