"building_id","borough","certification_class","of_carriers","coax_cable_connections","fiber_connection","satellite_fixed_wireless_connection","fiber_distribution","isps_1","multiple_points_of_entry","designated_telecom_utility_space","additional_telecom_space","riser_space_for_current_providers","riser_space_for_additional_providers","diverse_riser_locations","signed_poes","agreements","new_service_providers","isps_2"
"building_252","Manhattan","Not certified","3","Yes","No","No","No Distribution","3","Yes","Dedicated room","No","No","No","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes",
"building_253","Manhattan","Not certified","3","Yes","Yes","No","Full Distribution (all floors)","3","No","Combination of open, shared, and dedicated  space","Yes","No","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","No","Yes","none"
"building_254","Manhattan","Not certified","2","No","Yes","No","Full Distribution (all floors)","2","No","Combination of open, shared, and dedicated  space","No","No","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","No","Yes",
"building_255","Manhattan","Not certified","0","Yes","Yes","No","Full Distribution (all floors)","0","Yes","Combination of open, shared, and dedicated  space","Yes","No","Yes","Does not have two or more diverse riser locations","None available","No","Yes",
"building_256","Manhattan","Not certified","3","Yes","No","No","No Distribution","3","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","No","Yes","Yes - for installed connections","No","Yes",
"building_257","Manhattan","Not certified","3","Yes","No","No","No Distribution","3","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes",
"building_259","Manhattan","Not certified","5 or more","Yes","Yes","No","Partial Distribution (some floors)","5 or more",,,,"No","No",,,,,
"building_260","Manhattan","Platinum","5 or more","No","No","No","5","Yes","Dedicated room","No","Yes","No","No","Yes","Yes",,,"none"
"building_261","Manhattan","Gold","5 or more","No","No","No","5","Yes","Dedicated room","Yes","Does not have two or more diverse riser locations","No","No","No","Yes",,,"Abovenet,RCN,Teleport Communications,Verizon,Eureka"
"building_262","Manhattan","Not certified","4","Yes","Yes","No","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","None available","Yes","Yes",
"building_263","Manhattan","Platinum","4","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","No","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Lightyear,Abovenet,Level(3),Windstream,Internap,Zayo,AT&T,Time Warner Cable,Verizon,Cogent"
"building_264","Manhattan","Silver","4","Yes","Yes","No","Partial Distribution (some floors)","4","No","Combination of open, shared, and dedicated  space","No","Yes","No","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes","Cogent,TW Telecom,Cablevision,Verizon"
"building_265","Manhattan","Not certified","3","Yes","Yes","No","Partial Distribution (some floors)","3","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes",
"building_266","Manhattan","Not certified","2","Yes","Yes","No","Partial Distribution (some floors)","3","Yes","Combination of open, shared, and dedicated  space","No","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes",
"building_267","Manhattan","Not certified","3","Yes","Yes","No","Partial Distribution (some floors)","2","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes",
"building_268","Manhattan","Not certified","2","Yes","Yes","No","Partial Distribution (some floors)","2","Yes","Hallway/Open Space","Yes","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes",
"building_269","Manhattan","Not certified",,"No","No","No",,,,,,"No","No",,,,,
"building_270","Manhattan","Not certified","2","Yes","Yes","No","Partial Distribution (some floors)","2","Yes","Hallway/Open Space","No","Yes","Yes","Yes","Yes - for installed connections","No","No capability available",
"building_271","Manhattan","Not certified","1","Yes","No","No","No Distribution","1","Yes","Dedicated room","Yes","Yes","Yes","Yes","Yes - for installed connections","No","Yes",
"building_272","Manhattan","Not certified","1","No","Yes","No","Full Distribution (all floors)","1","No","Dedicated room","No","Yes","Yes","Does not have two or more diverse riser locations","None available","Yes","Yes",
"building_273","Manhattan","Gold","4","Yes","Yes","No","Full Distribution (all floors)","3","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,MegaPath"
"building_274","Manhattan","Not certified","2","Yes","No","No","No Distribution","2","Yes","Dedicated room","Yes","Yes","Yes","Yes","None available","Yes","Yes",
"building_275","Manhattan","Not certified","2","Yes","Yes","No","Partial Distribution (some floors)","2","No","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Does not have two or more diverse riser locations","None available","Yes","Yes",
"building_276","Manhattan","Not certified","4","Yes","Yes","Yes","No Distribution","4","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","No","Yes",
"building_277","Manhattan","Not certified","1","Yes","No","No","No Distribution","1","No","Hallway/Open Space","No","Yes","Yes","Yes","None available","Yes","Yes","Verizon"
"building_278","Manhattan","Not certified",,"No","No","No",,,,,,"No","No",,,,,
"building_279","Manhattan","Not certified","5 or more","Yes","Yes","No","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes",
"building_280","Manhattan","Silver","3","Yes","Yes","No","Partial Distribution (some floors)","3","Yes","Dedicated room","No","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Time Warner Cable,Verizon,Zayo"
"building_281","Manhattan","Silver","3","Yes","Yes","No","Partial Distribution (some floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","No","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes",
"building_282","Manhattan","Silver","3","Yes","Yes","No","Partial Distribution (some floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","No","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes","Lightower,Cogent,AT&T,zColo,Time Warner Cable,Verizon"
"building_283","Manhattan","Gold","4","Yes","Yes","No","Full Distribution (all floors)","2","Yes","Dedicated room","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,Cogent,Fibernet"
"building_284","Manhattan","Platinum","5 or more","Yes","Yes","Yes","Partial Distribution (some floors)","5 or more","Yes","Dedicated room","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Lightower,AT&T,Time Warner Cable,Cogent,Verizon"
"building_285","Manhattan","Platinum","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Dedicated room","Yes","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes",
"building_286","Manhattan","Not certified","1","No","Yes","Yes","Partial Distribution (some floors)","1","No","Dedicated room","No","Yes","Yes","Does not have two or more diverse riser locations","None available","No","Yes",
"building_287","Manhattan","Not certified","3","Yes","Yes","Yes","Partial Distribution (some floors)","3","Yes","Dedicated room","No","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon"
"building_288","Manhattan","Not certified","4","Yes","Yes","No","Full Distribution (all floors)","4","Yes","Combination of open, shared, and dedicated  space","No","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","No","Yes","Verizon"
"building_289","Manhattan","Not certified","2","Yes","Yes","No","Full Distribution (all floors)","2","No","Combination of open, shared, and dedicated  space","No","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","No","Yes",
"building_290","Manhattan","Not certified","3","Yes","Yes","No","Full Distribution (all floors)","3","No","Combination of open, shared, and dedicated  space","No","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","No","Yes",
"building_291","Manhattan","Not certified",,"No","No","No",,,,,,"No","No",,,,,
"building_292","Manhattan","Not certified","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Common (shared) room","Yes","No","No","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes",
"building_293","Bronx","Not certified","1","Yes","No","No","No Distribution","1","No","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Does not have two or more diverse riser locations","Yes - signed but connection not installed","Yes","Yes","Verizon"
"building_294","Manhattan","Not certified","2","No","No","No","2","No","Hallway/Open Space","No","none","No","No","None available","Yes","Yes",,"Verizon"
"building_295","Manhattan","Silver","2","Yes","Yes","Yes","Partial Distribution (some floors)","3","Yes","Combination of open, shared, and dedicated  space","No","Yes","Yes","Yes","None available","No","No capability available","Other,Verizon"
"building_296","Manhattan","Not certified",,"No","No","No",,,,,,"No","No",,,,,
"building_297","Manhattan","Not certified","5 or more","Yes","Yes","No","Full Distribution (all floors)","5 or more","Yes","Common (shared) room","Yes","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,Lightpath,Lightower,Cogent,AT&T"
"building_298","Manhattan","Not certified",,"No","No","No",,,,,,"No","No",,,,,
"building_299","Manhattan","Not certified","2","Yes","No","No","No Distribution","2","No","Hallway/Open Space","No","Yes","No","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes","Verizon"
"building_300","Manhattan","Not certified","3","Yes","Yes","No","Full Distribution (all floors)","3","Yes","Combination of open, shared, and dedicated  space","No","Yes","No","Yes","Yes - for installed connections","Yes","Yes",
"building_301","Queens","Not certified","3","Yes","Yes","No","Partial Distribution (some floors)","4","Yes","Hallway/Open Space","Yes","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,Eureka,AT&T"
"building_302","Manhattan","Not certified","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Dedicated room","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes",
"building_303","Manhattan","Not certified","4","Yes","Yes","No","Partial Distribution (some floors)","3","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,Lightpath"
"building_304","Manhattan","Not certified","4","Yes","Yes","Yes","Partial Distribution (some floors)","3","Yes","Dedicated room","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Other,Verizon"
"building_305","Manhattan","Not certified","3","Yes","Yes","Yes","Partial Distribution (some floors)","3","Yes","Dedicated room","Yes","Yes","No","Yes","Yes - for installed connections","Yes","Yes","Other,Verizon"
"building_306","Manhattan","Not certified","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes",
"building_307","Manhattan","Not certified","5 or more","Yes","Yes","No","Partial Distribution (some floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes",
"building_308","Manhattan","Platinum","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Dedicated room","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Other,Zayo,XO Communications,Verizon,TW Telecom,Towerstream,Time Warner Cable,Sprint,Reliance,RCN,Rainbow Broadband,OCG,Lightpath,Lightower,Level(3),Cogent,Century Link,AT&T,Abovenet"
"building_309","Manhattan","Gold","4","Yes","Yes","No","Partial Distribution (some floors)","4","Yes","Dedicated room","Yes","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes","AT&T,Verizon,Time Warner Cable,Cogent"
"building_310","Manhattan","Not certified","4","Yes","Yes","Yes","Partial Distribution (some floors)","3","Yes","Common (shared) room","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Zayo,Zayo"
"building_311","Manhattan","Platinum","4","Yes","Yes","Yes","Partial Distribution (some floors)","4","Yes","Common (shared) room","Yes","No","Yes","Yes","Yes - for installed connections","Yes","Yes","Other,Verizon,Reliance,Cogent"
"building_312","Manhattan","Platinum","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","No","Yes","Other,Zayo,Verizon,Time Warner Cable,Reliance,Cogent,AT&T,Abovenet"
"building_313","Manhattan","Gold","5 or more","Yes","Yes","No","Partial Distribution (some floors)","5 or more","Yes","Combination of open, shared, and dedicated  space","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Sprint,Zayo,AT&T,Reliance Globalcom,Verizon,Time Warner Cable,Cogent"
"building_314","Manhattan","Gold","3","Yes","Yes","No","Full Distribution (all floors)","3","Yes","Dedicated room","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,Cogent"
"building_315","Manhattan","Gold","5 or more","Yes","Yes","No","Full Distribution (all floors)","5 or more","Yes","Hallway/Open Space","Yes","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes","Other,Zayo,Verizon,Time Warner Cable,Reliance,Lightower,Cogent,AT&T"
"building_316","Manhattan","Platinum","3","No","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Dedicated room","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Other,Zayo,XO Communications,Verizon,Time Warner Cable,Sidera,Reliance,Lightower,Cogent,AT&T"
"building_317","Manhattan","Platinum","4","Yes","Yes","Yes","Full Distribution (all floors)","3","Yes","Dedicated room","Yes","Yes","No","Yes","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,Cogent"
"building_318","Manhattan","Platinum","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Dedicated room","Yes","Yes","Yes","Does not have two or more diverse riser locations","Yes - for installed connections","Yes","Yes","XO Communications,Verizon,Time Warner Cable,Lightpath,Lightower,Level(3),Zayo,Reliance Globalcom,Cogent,AT&T,Verizon Business,Sprint,CDS"
"building_319","Manhattan","Gold","3","Yes","Yes","Yes","Partial Distribution (some floors)","3","Yes","Dedicated room","No","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,Cogent"
"building_320","Manhattan","Platinum","4","Yes","Yes","Yes","Partial Distribution (some floors)","5 or more","Yes","Dedicated room","Yes","Yes","No","Yes","Yes - for installed connections","Yes","Yes","Other,Verizon,Time Warner Cable,Reliance,Lightower"
"building_321","Manhattan","Platinum","5 or more","No","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Dedicated room","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,Time Warner Cable,Lightower,FIbertower,Zayo,Reliance Globalcom,AT&T"
"building_322","Manhattan","Platinum","5 or more","Yes","Yes","Yes","Partial Distribution (some floors)","5 or more","No","Common (shared) room","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Other,Verizon,Towerstream,Time Warner Cable,Reliance,Lightower,Cogent"
"building_323","Manhattan","Platinum","5 or more","Yes","Yes","Yes","Full Distribution (all floors)","5 or more","Yes","Dedicated room","Yes","Yes","Yes","Yes","Yes - for installed connections","Yes","Yes","Verizon,TW Telecom,Time Warner Cable,Lightpath,Lightower,Level(3),Cogent,AT&T,Abovenet"
