"building_id","bin","street_address","borocode","block","lot","bqi","aep_order","discharged_7a","hpd_vacate_order","dob_vacate_order","harassment_finding","date_added","borough","zipcode","latitude","longitude","community_board","council_district","bbl","census_tract","nta_neighborhood_tabulation"
"122240","2025223","1541 WESTCHESTER AVENUE","2","3774","8","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10472","40.82868","-73.878094","209","17","2037740008","54","BX0901"
"122711","2023431","1050 WHEELER AVENUE","2","3713","32","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10472","40.824825","-73.879239","209","17","2037130032","5001","BX0901"
"125004","2000220","212 WILLIS AVENUE","2","2281","4","No","No","No","No","Yes","No","2022-06-24T00:00:00.000","BRONX","10454","40.808188","-73.923542","201","8","2022810004","25","BX0101"
"125682","2003160","1230 WOODYCREST AVENUE","2","2510","17","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10452","40.837538","-73.924206","204","16","2025100017","199","BX0402"
"125691","2003113","950 WOODYCREST AVENUE","2","2507","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10452","40.831379","-73.928954","204","16","2025070001","189","BX0402"
"125737","2008120","1459 WYTHE PLACE","2","2844","105","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10452","40.840561","-73.914173","204","16","2028440105","223","BX0403"
"126357","2042055","1713 ZEREGA AVENUE","2","3991","64","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BRONX","10462","40.840155","-73.851578","210","18","2039910064","204","BX1001"
"127647","3011094","4420 3 AVENUE","3","736","46","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11220","40.650881","-74.011273","307","38","3007360046","2","BK0702"
"128627","3007978","38 3 STREET","3","464","27","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11231","40.678261","-73.994621","306","39","3004640027","77","BK0601"
"128983","3020886","321 4 AVENUE","3","974","1","No","No","No","No","Yes","No","2022-06-24T00:00:00.000","BROOKLYN","11215","40.67406","-73.985616","306","39","3009740001","135","BK0602"
"129026","3010690","4112 4 AVENUE","3","718","43","Yes","Yes","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11232","40.651386","-74.007478","307","38","3007180043","82","BK0702"
"129049","3010948","4311 4 AVENUE","3","729","6","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11232","40.650261","-74.00862","307","38","3007290006","82","BK0702"
"129242","3014544","5416 4 AVENUE","3","822","39","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11220","40.644087","-74.01507","307","38","3008220039","76","BK0702"
"129246","3014545","5422 4 AVENUE","3","822","41","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11220","40.644063","-74.015095","307","38","3008220041","76","BK0702"
"130310","3020778","294 5 AVENUE","3","969","41","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11215","40.673728","-73.982519","306","39","3009690041","135","BK0602"
"130876","3018577","61 5 AVENUE","3","933","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11217","40.680946","-73.97738","306","39","3009330001","12902","BK0602"
"132098","3011953","4623 6 AVENUE","3","758","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11220","40.645842","-74.005953","307","38","3007580001","96","BK0703"
"135157","3022205","130 9 STREET","3","1008","8","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11215","40.672398","-73.992978","306","38","3010080008","121","BK0601"
"138450","3142890","6719 13 AVENUE","3","5768","6","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11219","40.624622","-74.002925","310","43","3057680006","196","BK1002"
"138864","3023289","377 13 STREET","3","1030","50","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11215","40.664854","-73.98432","306","39","3010300050","151","BK0602"
"139850","3125914","3623 15 AVENUE","3","5368","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11218","40.63947","-73.980309","312","39","3053680001","228","BK1202"
"140562","3023684","171 15 STREET","3","1041","65","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11215","40.666258","-73.990722","306","38","3010410065","14101","BK0602"
"140742","3026702","460 15 STREET","3","1105","30","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11215","40.66148","-73.980875","307","39","3011050030","169","BK0701"
"144664","3339715","6924 20 AVENUE","3","6162","43","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11204","40.614068","-73.988427","311","43","3061620043","258","BK1101"
"145453","3167929","8714 21 AVENUE","3","6411","48","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11214","40.600943","-73.998498","311","43","3064110048","286","BK1102"
"145630","3017461","349 21 STREET","3","892","52","No","No","No","No","Yes","No","2022-06-24T00:00:00.000","BROOKLYN","11215","40.659121","-73.98971","307","39","3008920052","147","BK0702"
"146094","3009466","227 23 STREET","3","646","51","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11232","40.660604","-73.995192","307","38","3006460051","145","BK0702"
"147234","3010143","122 33 STREET","3","684","15","Yes","Yes","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11232","40.656775","-74.00399","307","38","3006840015","84","BK0702"
"147298","3010124","215 33 STREET","3","681","52","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11232","40.654993","-74.001006","307","38","3006810052","101","BK0702"
"148249","3017772","875 39 STREET","3","908","147","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11232","40.64638","-73.995798","312","38","3009080147","9002","BK1201"
"149244","3010740","456 41 STREET","3","719","31","Yes","Yes","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11232","40.650736","-74.006069","307","38","3007190031","82","BK0702"
"149477","3135884","1226 42 STREET","3","5598","16","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11219","40.639822","-73.989511","312","44","3055980016","224","BK1202"
"150042","3136250","1472 43 STREET","3","5606","29","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11219","40.636166","-73.984965","312","44","3056060029","232","BK1202"
"150298","3018366","837 43 STREET","3","925","64","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11232","40.644506","-73.998732","312","38","3009250064","9202","BK1201"
"151981","3011635","545 46 STREET","3","748","57","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11220","40.646737","-74.006958","307","38","3007480057","96","BK0703"
"151987","3011633","557 46 STREET","3","748","53","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11220","40.646624","-74.006771","307","38","3007480053","96","BK0703"
"155797","3013571","463 52 STREET","3","799","50","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11220","40.644532","-74.012371","307","38","3007990050","78","BK0702"
"157450","3014789","702 54 STREET","3","826","5","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11220","40.640114","-74.008107","307","43","3008260005","10601","BK0703"
"158880","3015115","637 56 STREET","3","833","62","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11220","40.63988","-74.010705","307","43","3008330062","100","BK0703"
"159478","3015608","314 57 STREET","3","846","11","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11220","40.643368","-74.018035","307","38","3008460011","74","BK0702"
"162087","3143425","438 60 STREET","3","5782","20","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11220","40.640233","-74.017443","307","38","3057820020","122","BK0703"
"162211","3143590","714 60 STREET","3","5785","11","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11220","40.636485","-74.011216","307","43","3057850011","118","BK0703"
"166440","3144443","258 67 STREET","3","5849","29","Yes","No","No","Yes","No","Yes","2022-06-24T00:00:00.000","BROOKLYN","11220","40.638228","-74.026198","310","47","3058490029","70","BK1001"
"167724","3156816","1953 70 STREET","3","6162","49","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11204","40.614326","-73.989857","311","43","3061620049","258","BK1101"
"173954","3161303","1407 78 STREET","3","6245","74","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11228","40.617005","-74.006584","311","38","3062450074","186","BK1101"
"176746","3163374","1973 81 STREET","3","6286","43","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11214","40.607898","-73.996035","311","38","3062860043","272","BK1101"
"178182","3164683","1975 83 STREET","3","6316","43","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11214","40.606762","-73.997166","311","38","3063160043","284","BK1101"
"178959","3165427","2160 84 STREET","3","6335","29","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11214","40.603652","-73.993565","311","43","3063350029","290","BK1101"
"182694","3059067","293 ADELPHI STREET","3","2104","14","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11205","40.688775","-73.97098","302","35","3021040014","181","BK0203"
"183776","3108274","824 ALBANY AVENUE","3","4861","20","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11203","40.653879","-73.939335","317","40","3048610020","814","BK1703"
"183934","3117701","2312 ALBEMARLE ROAD","3","5127","5","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11226","40.647881","-73.955286","317","40","3051270005","794","BK1701"
"184248","3082097","394 AMBOY STREET","3","3585","53","No","No","No","Yes","No","No","2022-06-24T00:00:00.000","BROOKLYN","11212","40.660757","-73.912382","316","41","3035850053","898","BK1602"
"184911","3088610","282 ASHFORD STREET","3","3983","20","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11207","40.67552","-73.885555","305","37","3039830020","1150","BK0502"
"185969","3038651","2342 ATLANTIC AVENUE","3","1436","11","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11233","40.676146","-73.907445","316","37","3014360011","36502","BK1601"
"187420","3125608","813 AVENUE C","3","5360","46","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11218","40.641216","-73.970976","312","39","3053600046","492","BK1203"
"187705","3106170","4902 AVENUE D","3","4780","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11203","40.642074","-73.930193","317","45","3047800001","840","BK1702"
"188100","3170202","901 AVENUE H","3","6497","44","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11230","40.629358","-73.967864","314","45","3064970044","460","BK1402"
"188161","3179696","1602 AVENUE I","3","6709","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11230","40.627684","-73.960757","314","44","3067090001","532","BK1403"
"190610","3217001","3801 AVENUE L","3","7810","19","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11210","40.622855","-73.938235","318","45","3078100019","738","BK1801"
"192138","3181052","1701 AVENUE N","3","6746","44","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11230","40.615853","-73.957552","314","44","3067460044","538","BK1403"
"193076","3173225","69 AVENUE O","3","6576","43","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11204","40.610381","-73.982543","311","43","3065760043","430","BK1101"
"196320","3199860","2113 AVENUE V","3","7354","36","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11229","40.59741","-73.949756","315","48","3073540036","578","BK1502"
"197917","3047616","221 BAINBRIDGE STREET","3","1682","79","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11233","40.681326","-73.928021","303","36","3016820079","381","BK0302"
"197936","3047862","242 BAINBRIDGE STREET","3","1687","25","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11233","40.681397","-73.927257","303","36","3016870025","381","BK0302"
"197938","3047863","244 BAINBRIDGE STREET","3","1687","26","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11233","40.681403","-73.927202","303","36","3016870026","381","BK0302"
"197986","3047692","295 BAINBRIDGE STREET","3","1683","80","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11233","40.681681","-73.924862","303","41","3016830080","381","BK0302"
"198159","3040880","516 BAINBRIDGE STREET","3","1510","16","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11233","40.682671","-73.916157","316","41","3015100016","373","BK1601"
"198181","3040890","538 BAINBRIDGE STREET","3","1510","27","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11233","40.682742","-73.915537","316","41","3015100027","373","BK1601"
"198944","3090424","651 BARBEY STREET","3","4077","8","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11207","40.666555","-73.885927","305","42","3040770008","1124","BK0503"
"201200","3166422","63 BAY 14 STREET","3","6365","13","No","No","No","No","Yes","No","2022-06-24T00:00:00.000","BROOKLYN","11214","40.608024","-74.006778","311","47","3063650013","180","BK1102"
"201639","3167814","150 BAY 22 STREET","3","6406","43","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11214","40.602617","-74.002712","311","38","3064060043","282","BK1102"
"202146","3168974","195 BAY 29 STREET","3","6447","18","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11214","40.598442","-73.9987","311","47","3064470018","292","BK1102"
"202731","3187601","268 BAY 38 STREET","3","6928","50","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11214","40.592914","-73.993843","311","47","3069280050","304","BK1103"
"203910","3163459","8020 BAY PARKWAY","3","6288","37","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11214","40.60517","-73.990471","311","43","3062880037","270","BK1101"
"203921","3165265","8320 BAY PARKWAY","3","6330","38","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11214","40.603493","-73.992218","311","43","3063300038","290","BK1101"
"205586","3057460","1238 BEDFORD AVENUE","3","2000","24","No","No","No","No","Yes","No","2022-06-24T00:00:00.000","BROOKLYN","11216","40.68168","-73.953587","303","36","3020000024","227","BK0301"
"205866","3116715","2150 BEDFORD AVENUE","3","5086","50","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11226","40.651774","-73.955961","314","40","3050860050","79602","BK1401"
"205915","3117693","2322 BEDFORD AVENUE","3","5126","54","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11226","40.647132","-73.955697","314","40","3051260054","794","BK1701"
"205964","3119674","2516 BEDFORD AVENUE","3","5189","18","No","No","No","No","No","Yes","2023-06-05T00:00:00.000","BROOKLYN","11226","40.642032","-73.954447","314","45","3051890018","79001","BK1401"
"206216","3063096","326 BEDFORD AVENUE","3","2417","21","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11249","40.713163","-73.962161","301","34","3024170021","551","BK0102"
"207558","3089293","785 BELMONT AVENUE","3","4020","30","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11208","40.672827","-73.880744","305","42","3040200030","1166","BK0502"
"207571","3089610","816 BELMONT AVENUE","3","4038","15","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11208","40.672996","-73.879427","305","42","3040380015","1194","BK0502"
"208597","3038937","1967 BERGEN STREET","3","1447","71","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11233","40.674231","-73.915591","316","41","3014470071","303","BK1601"
"210672","3075649","166 BLEECKER STREET","3","3306","24","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11221","40.69656","-73.9198","304","37","3033060024","419","BK0402"
"210794","3075829","424 BLEECKER STREET","3","3312","18","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11237","40.703258","-73.913163","304","37","3033120018","441","BK0401"
"210798","3075580","431 BLEECKER STREET","3","3303","37","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11237","40.703408","-73.913037","304","37","3033030037","441","BK0401"
"210806","3075576","439 BLEECKER STREET","3","3303","33","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11237","40.703584","-73.912856","304","37","3033030033","441","BK0401"
"211426","3084581","454 BRADFORD STREET","3","3792","38","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11207","40.667752","-73.890932","305","42","3037920038","1158","BK0502"
"212710","3245101","3130 BRIGHTON 6 STREET","3","8689","55","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11235","40.576445","-73.961256","313","48","3086890055","36002","BK1303"
"213059","3245425","105 BRIGHTON 11 STREET","3","8709","95","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11235","40.579905","-73.957736","313","48","3087090095","61004","BK1303"
"213137","3245453","2906 BRIGHTON 12 STREET","3","8711","15","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11235","40.581578","-73.955323","313","48","3087110015","61004","BK1303"
"213415","3245063","313 BRIGHTWATER COURT","3","8686","25","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11235","40.575685","-73.963445","313","48","3086860025","36001","BK1303"
"213419","3245106","601 BRIGHTWATER COURT","3","8691","11","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11235","40.575816","-73.961026","313","48","3086910011","36002","BK1303"
"213531","3082579","531 BRISTOL STREET","3","3613","9","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11212","40.658087","-73.909693","316","41","3036130009","916","BK1602"
"213722","3074306","1189 BROADWAY","3","3263","7502","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11221","40.692469","-73.927262","304","34","3032637502","395","BK0402"
"213745","3074941","1231 BROADWAY","3","3283","6","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11221","40.691747","-73.925983","304","37","3032830006","395","BK0402"
"213750","3043943","1240 BROADWAY","3","1618","30","No","No","No","No","Yes","No","2022-06-24T00:00:00.000","BROOKLYN","11221","40.691601","-73.925767","303","41","3016180030","387","BK0302"
"213865","3077434","1499 BROADWAY","3","3380","4","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11221","40.687243","-73.918077","304","37","3033800004","397","BK0402"
"214795","3054006","29 BROOKLYN AVENUE","3","1869","7","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11216","40.678953","-73.944071","303","36","3018690007","271","BK0302"
"214929","3030113","92 BROOKLYN AVENUE","3","1208","45","No","No","No","Yes","No","No","2022-06-24T00:00:00.000","BROOKLYN","11216","40.676812","-73.944292","308","36","3012080045","313","BK0802"
"215357","3036312","196 BUFFALO AVENUE","3","1368","51","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11213","40.672478","-73.925215","308","41","3013680051","347","BK0802"
"215895","3080316","1474 BUSHWICK AVENUE","3","3456","7502","No","No","No","No","No","Yes","2022-06-24T00:00:00.000","BROOKLYN","11207","40.683397","-73.907438","304","37","3034567502","403","BK0402"
"216442","3006447","83 BUTLER STREET","3","403","68","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11231","40.683953","-73.991588","306","39","3004030068","6902","BK0601"
"216509","3065306","150 CALYER STREET","3","2595","17","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11222","40.727726","-73.954478","301","33","3025950017","561","BK0101"
"217283","3033788","1030 CARROLL STREET","3","1287","33","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11225","40.667636","-73.957054","309","35","3012870033","325","BK0901"
"218220","3033473","959 CARROLL STREET","3","1280","70","No","No","No","No","No","No","2023-04-11T00:00:00.000","BROOKLYN","11225","40.667905","-73.958304","309","35","3012800070","325","BK0901"
"218271","3116119","1729 CATON AVENUE","3","5060","54","No","No","No","No","No","Yes","2022-10-13T00:00:00.000","BROOKLYN","11226","40.65123","-73.96381","314","40","3050600054","50804","BK1401"
"218643","3075624","324 CENTRAL AVENUE","3","3305","42","No","No","No","No","No","Yes","2022-06-24T00:00:00.000","BROOKLYN","11221","40.695476","-73.920595","304","37","3033050042","419","BK0402"
"218820","3080003","643 CENTRAL AVENUE","3","3441","7","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11207","40.6878","-73.907061","304","37","3034410007","411","BK0402"
"218950","3041003","278 CHAUNCEY STREET","3","1513","14","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11233","40.681297","-73.921596","303","41","3015130014","379","BK0302"
"219065","3040917","459 CHAUNCEY STREET","3","1510","63","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11233","40.681952","-73.916032","316","41","3015100063","373","BK1601"
"219891","3083604","42 CHRISTOPHER AVENUE","3","3692","21","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11212","40.672665","-73.906628","316","37","3036920021","908","BK1602"
"220316","3108817","3715 CHURCH AVENUE","3","4874","32","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11203","40.651131","-73.942591","317","40","3048740032","816","BK1701"
"220825","3119966","2802 CLARENDON ROAD","3","5194","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11226","40.643128","-73.950511","317","45","3051940001","828","BK1701"
"221337","3116228","140 CLARKSON AVENUE","3","5065","30","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11226","40.655119","-73.955004","317","40","3050650030","822","BK1701"
"221362","3116237","198 CLARKSON AVENUE","3","5065","53","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11226","40.655201","-73.953649","317","40","3050650053","822","BK1701"
"221409","3116200","32 CLARKSON AVENUE","3","5064","29","No","No","No","No","No","Yes","2022-06-24T00:00:00.000","BROOKLYN","11226","40.654906","-73.958489","314","40","3050640029","79602","BK1401"
"221431","3116204","60 CLARKSON AVENUE","3","5064","40","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11226","40.654947","-73.957837","314","40","3050640040","79602","BK1401"
"222725","3055597","79 CLIFTON PLACE","3","1948","42","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11238","40.688017","-73.961054","302","35","3019480042","231","BK0204"
"223048","3003367","288 CLINTON STREET","3","306","25","No","No","No","No","No","Yes","2023-05-02T00:00:00.000","BROOKLYN","11201","40.68708","-73.995897","306","39","3003060025","45","BK0601"
"225110","3245011","3126 CONEY ISLAND AVENUE","3","8678","59","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11235","40.579826","-73.959792","313","48","3086780059","362","BK1303"
"225144","3245127","3260 CONEY ISLAND AVENUE","3","8692","41","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11235","40.57648","-73.959531","313","48","3086920041","36002","BK1303"
"225239","3118209","703 CONEY ISLAND AVENUE","3","5141","135","Yes","No","No","No","No","Yes","2022-06-24T00:00:00.000","BROOKLYN","11218","40.640384","-73.969088","314","39","3051410135","1522","BK1402"
"225240","3118208","705 CONEY ISLAND AVENUE","3","5141","134","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11218","40.640349","-73.969081","314","39","3051410134","1522","BK1402"
"225814","3080048","276 COOPER STREET","3","3443","16","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11237","40.691519","-73.903655","304","37","3034430016","409","BK0402"
"225995","3245745","286 CORBIN PLACE","3","8723","279","No","No","No","No","No","Yes","2022-09-26T00:00:00.000","BROOKLYN","11235","40.574863","-73.953481","315","48","3087230279","61002","BK1303"
"226447","3118659","1322 CORTELYOU ROAD","3","5156","10","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11226","40.640545","-73.965899","314","40","3051560010","520","BK1402"
"226502","3118871","2149 CORTELYOU ROAD","3","5165","15","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11226","40.64405","-73.957393","314","40","3051650015","79201","BK1401"
"226520","3119001","2401 CORTELYOU ROAD","3","5168","7","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11226","40.644211","-73.954561","317","40","3051680007","79202","BK1701"
"226635","3126867","800 CORTELYOU ROAD","3","5392","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11218","40.638804","-73.970598","312","39","3053920001","492","BK1203"
"226740","3006293","239 COURT STREET","3","396","2","No","No","No","No","No","Yes","2022-06-24T00:00:00.000","BROOKLYN","11201","40.685886","-73.994191","306","39","3003960002","6902","BK0601"
"227230","3090958","19 COX PLACE","3","4105","110","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11208","40.687579","-73.874083","305","37","3041050110","117602","BK0501"
"228833","3059045","271 CUMBERLAND STREET","3","2102","69","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11205","40.687713","-73.972737","302","35","3021020069","181","BK0203"
"229987","3073800","1380 DE KALB AVENUE","3","3245","28","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11221","40.699294","-73.92415","304","37","3032450028","421","BK0401"
"230045","3073625","1501 DE KALB AVENUE","3","3236","49","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11237","40.701784","-73.921727","304","37","3032360049","429","BK0401"
"230054","3073622","1511 DE KALB AVENUE","3","3236","46","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11237","40.70193","-73.921586","304","37","3032360046","429","BK0401"
"230073","3073631","1549 DE KALB AVENUE","3","3237","1","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11237","40.702936","-73.920597","304","37","3032370001","445","BK0401"
"231781","3079832","1362 DECATUR STREET","3","3437","34","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11237","40.692216","-73.904148","304","37","3034370034","409","BK0402"
"231794","3079838","1378 DECATUR STREET","3","3437","40","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11237","40.692458","-73.903913","304","37","3034370040","409","BK0402"
"240356","3177558","1713 EAST 8 STREET","3","6665","25","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11223","40.607163","-73.964735","315","44","3066650025","418","BK1501"
"240359","3177557","1717 EAST 8 STREET","3","6665","25","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11223","40.607094","-73.964724","315","44","3066650025","418","BK1501"
"240361","3177556","1719 EAST 8 STREET","3","6665","25","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11223","40.607058","-73.964717","315","44","3066650025","418","BK1501"
"242687","3183921","1877 EAST 12 STREET","3","6818","65","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11229","40.60384","-73.960595","315","48","3068180065","556","BK1501"
"243471","3182402","1625 EAST 13 STREET","3","6776","65","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11229","40.609505","-73.960304","315","48","3067760065","554","BK1501"
"244034","3179919","1026 EAST 14 STREET","3","6715","16","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11230","40.624276","-73.962179","314","44","3067150016","534","BK1403"
"244291","3182894","1750 EAST 14 STREET","3","6796","26","Yes","No","No","No","No","No","2022-06-24T00:00:00.000","BROOKLYN","11229","40.606925","-73.958893","315","48","3067960026","554","BK1501"
