"maprojid","magency","projectid","descriptio","ccnonexemp","ccexempt","totalcityp","nccstate","nccfederal","nccother","totalnonci","totalplann","totalspend","maxdate","mindate","magencyacr","magencynam","typecatego","ccpversion","the_geom"
"846P-41417PG","846","P-41417PG","BROAD CHANNEL 17TH STREET PLAYGROUND Q460-118M","92000","0.0","92000","0.0","0.0","0.0","0.0","92000","149610.5","2028-06-01T00:00:00.000","2018-07-09T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.81976764885808 40.60101171616062))"
"846P-415PAVI","846","P-415PAVI","FMCP - NYS PAVILION RC Q099-116M","22323000","0.0","22323000","0.0","0.0","0.0","0.0","22323000","11340372.19","2030-06-01T00:00:00.000","2016-03-02T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.84472763298825 40.743960689715024))"
"846P-4BRKVBB","846","P-4BRKVBB","BROOKVILLE PARK TWO BASEBALL FIELD Q008-121M","6000000","0.0","6000000","0.0","0.0","0.0","0.0","6000000","24800","2026-06-01T00:00:00.000","2021-10-07T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.74753466896213 40.658464703109445))"
"846P-4BSHIST","846","P-4BSHIST","Ft. Totten Bayside Historical Society Officers ClubQ458-116M","229000","0.0","229000","0.0","0.0","0.0","0.0","229000","294185.98","2028-06-01T00:00:00.000","2018-09-24T00:00:00.000","DPR","Department of Parks and Recreation","Lump Sum","fisa_2023","MULTIPOINT ((-73.77778365160609 40.79215067781048))"
"846P-4BWIDEM","846","P-4BWIDEM","QUEENS - MULTI SITE QG-1216M","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","725822.18","2028-06-01T00:00:00.000","2018-06-05T00:00:00.000","DPR","Department of Parks and Recreation",,"fisa_2023","MULTIPOINT ((-73.86041363006908 40.69673569949843), (-73.81998864932389 40.601049716147294), (-73.78221165552891 40.69572369654196), (-73.77435965671077 40.72762369034115))"
"846P-4BWSTF1","846","P-4BWSTF1","Grover Cleveland Plgd & Pals Oval Synthetic Turf Field R/C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1403760.83","2023-06-01T00:00:00.000","2020-12-16T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.91149061325225 40.71027669825211), (-73.84865563562256 40.671687703293976))"
"846P-4CAPTGP","846","P-4CAPTGP","CAPT. TILLY PK RESTORE GOOSE POND","3990000","0.0","3990000","0.0","0.0","0.0","0.0","3990000","0.0","2027-06-01T00:00:00.000","2023-06-01T00:00:00.000","DPR","Department of Parks and Recreation",,"fisa_2023","MULTIPOINT ((-73.79876264931654 40.71219769385911))"
"846P-4PDLBRC","846","P-4PDLBRC","Lost Battalion Rec Ctr RC Q401-115M","5631000","0.0","5631000","0.0","0.0","0.0","0.0","5631000","857446.12","2028-06-01T00:00:00.000","2016-10-31T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.86562362645569 40.73165269289732))"
"846P-4PLG13C","846","P-4PLG13C","FY13 Queens Plgrd Multisite QG-413M","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","230736.42","2026-06-01T00:00:00.000","2016-06-06T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.91073461181753 40.74749869088776), (-73.8952616180185 40.72469469521701), (-73.76923865767421 40.735678688113836))"
"846P-4PLG13G","846","P-4PLG13G","FY13 Queens Plgrd Multisite  QG-913M","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","942528.14","2026-06-01T00:00:00.000","2014-12-08T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.88686762257764 40.690669701154725), (-73.77714465409841 40.74155568718875))"
"846P-4PLG13J","846","P-4PLG13J","FY13 Queens Plgrd Multisite QG-614MA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2253437.49","2028-06-01T00:00:00.000","2016-11-09T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.77794765675534 40.693502697242906), (-73.772851659181 40.687012698410626), (-73.72951167208915 40.713100691722694))"
"846P-4PLG13K","846","P-4PLG13K","Dunningham Triangle/Playground 90 (P.S. 148Q) RC QG-1713MA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","561844.6","2028-06-01T00:00:00.000","2016-01-29T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.8836016197295 40.74633269030978), (-73.87856362082455 40.757406687868055))"
"846P-4QMULT2","846","P-4QMULT2","QUEENS MULTISITE QG-506M","3543000","0.0","3543000","0.0","0.0","0.0","0.0","3543000","0.0","2026-06-01T00:00:00.000","2023-06-01T00:00:00.000","DPR","Department of Parks and Recreation",,"fisa_2023","MULTIPOINT ((-73.79111464985503 40.74592768693239))"
"846P-4QNPAV1","846","P-4QNPAV1","State of Good Repair - Queens QG-121M","6266000","1567000","7833000","0.0","0.0","0.0","0.0","7833000","0.0","2027-06-01T00:00:00.000","2023-06-01T00:00:00.000","DPR","Department of Parks and Recreation",,"fisa_2023","MULTIPOINT ((-73.82142964230795 40.71200869467126), (-73.75946365919043 40.75322868446216), (-73.74816266446803 40.74043168654179), (-73.7452226648184 40.74707568522923))"
"846P-4RECQNS","846","P-4RECQNS","Sorrentino Rec Ctr  RC  Q446-116MA","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","820378.41","2023-06-01T00:00:00.000","2018-06-15T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.75136067146842 40.602421714148036))"
"846P-502SHML","846","P-502SHML","Schmul Park Playground","2635000","0.0","2635000","0.0","0.0","0.0","0.0","2635000","0.0","2024-06-01T00:00:00.000","2022-11-01T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.18619353295239 40.58884073151469))"
"846P-503GCPG","846","P-503GCPG","Greencroft Playgroud R089-122M","8600000","0.0","8600000","0.0","0.0","0.0","0.0","8600000","0.0","2029-06-01T00:00:00.000","2022-07-01T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.13618255078367 40.55191773697657))"
"846P-5BBPAV","846","P-5BBPAV","Multisite SI-Basketball Cours paving R","342000","0.0","342000","0.0","0.0","0.0","0.0","342000","2021385.09","2028-06-01T00:00:00.000","2020-03-23T00:00:00.000","DPR","Department of Parks and Recreation",,"fisa_2023","MULTIPOINT ((-74.18619553651097 40.51950074532601), (-74.09935556139611 40.57701673102469), (-74.08104356608973 40.59531172634186))"
"846P-5FRES10","846","P-5FRES10","FRESH KILLS OWL HOLLOW FIELDS C/S","10552000","0.0","10552000","0.0","0.0","0.0","0.0","10552000","479817.66","2028-06-01T00:00:00.000","2018-08-20T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.19645553135592 40.560398737779714))"
"846P-5FRES11","846","P-5FRES11","Owl Hollow Parking Access Road - R017-121M","804000","0.0","804000","0.0","0.0","0.0","0.0","804000","0.0","2028-06-01T00:00:00.000","2022-07-01T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.19652053152858 40.5602237377736))"
"846P-5FRESH9","846","P-5FRESH9","Fresh Kills - construction of North Park  R017-115M","1709000","0.0","1709000","0.0","0.0","0.0","0.0","1709000","17928380.7","2028-06-01T00:00:00.000","2017-10-23T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.18450653335613 40.587492731485256))"
"846P-5FRESHS","846","P-5FRESHS","Fresh Kills - Springville Greenway bicycle path RG-410M","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8100647.83","2028-06-01T00:00:00.000","2011-06-16T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.16937953965602 40.569159734543916), (-74.1690985386229 40.584518731518834))"
"846P-5GBRCTF","846","P-5GBRCTF","Greenbelt Rec.Cntr-Constr. of turf field","5499000","0.0","5499000","0.0","0.0","0.0","0.0","5499000","178167.11","2028-06-01T00:00:00.000","2021-05-24T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.13846454788312 40.592671728735134))"
"846P-5PL15A4","846","P-5PL15A4","$1Contract-Conference House Pk-ADA at Visitor Ct WO4 RG-215M","227000","0.0","227000","0.0","0.0","0.0","0.0","227000","177104.05","2023-06-01T00:00:00.000","2017-12-04T00:00:00.000","DPR","Department of Parks and Recreation","Lump Sum","fisa_2023","MULTIPOINT ((-74.22717452472297 40.50504174905806))"
"846P-5RECSI","846","P-5RECSI","Lyons Rec Ctr RC in Staten Island R043-119M","3037000","0.0","3037000","0.0","0.0","0.0","0.0","3037000","0.0","2028-06-01T00:00:00.000","2022-09-01T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.07426656604217 40.63726171801154))"
"846P-6BBLDG7","846","P-6BBLDG7","FY07 Building Requirements (CNYG-907M)","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","700499.42","2023-06-01T00:00:00.000","2010-01-19T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.99261258739696 40.71962369959715), (-73.98100459194703 40.686783704849965), (-73.97545059289916 40.71686569934218), (-73.91213561363155 40.69599570147184), (-73.80937265377874 40.5881947186417), (-73.77784465095237 40.793192677488065), (-73.74685766359654 40.75359968366423))"
"846P-6BLD14B","846","P-6BLD14B","FY14 BUILDINGS-RC OF C/S & FACILTIES AT VAR PKS & RECR LOC","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1455345.76","2026-06-01T00:00:00.000","2017-11-06T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.90190161600965 40.71884469620196), (-73.80792164855315 40.68312170033719), (-73.78347765435821 40.70189269564777))"
"846P-6BLDG13","846","P-6BLDG13","RC OF C/S & FACILITIES AT VARIOUS PKS QG-1413M","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2204434.64","2026-06-01T00:00:00.000","2016-02-03T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.80614064361293 40.77015368279444), (-73.76240066383785 40.66092770299758), (-73.75955266463285 40.66380670233105))"
"846P-6BLEL14","846","P-6BLEL14","RC OF ELECTRIC AT FACILITIES & PKS MAYOR FUNDED CNYG-914M","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","205298.16","2023-06-01T00:00:00.000","2016-09-28T00:00:00.000","DPR","Department of Parks and Recreation","Lump Sum","fisa_2023","MULTIPOINT ((-73.94250060384896 40.69738970196725), (-73.93071660925551 40.68271770438696), (-73.91716060614087 40.809450679469535), (-73.89466261110834 40.84453767185097), (-73.88725962524708 40.634889712000486))"
"846P-6BLGC15","846","P-6BLGC15","FY15 Citywide buildings (gen construction) CNYG-1615MA","1000","0.0","1000","0.0","0.0","0.0","0.0","1000","634464.78","2028-06-01T00:00:00.000","2018-02-15T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.83705463646558 40.71576769436458), (-73.83545963735972 40.70984369555919))"
"846P-6BOIL15","846","P-6BOIL15","MOSHOLU PK CS, PROSPECT PK PAINT SHOP, BENSONHURST SR CTR","634000","0.0","634000","0.0","0.0","0.0","0.0","634000","4075.0","2028-06-01T00:00:00.000","2018-12-17T00:00:00.000","DPR","Department of Parks and Recreation",,"fisa_2023","MULTIPOINT ((-74.00068919198974 40.59722812340628), (-73.88124261322882 40.868927665906426))"
"846P-6CWPLG1","846","P-6CWPLG1","Recon pool structural systems, Citywide","3409000","0.0","3409000","0.0","0.0","0.0","0.0","3409000","0.0","2030-06-01T00:00:00.000","2023-01-01T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.00399058569462 40.67276170846409), (-73.94916460071188 40.720029697425794))"
"846P-6CWR22D","846","P-6CWR22D","Citywide HVAC R22 Reconstruction CNYG-1721M","2323000","0.0","2323000","0.0","0.0","0.0","0.0","2323000","0.0","2028-06-01T00:00:00.000","2023-06-01T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.03050558118261 40.61289272132382), (-73.90263061896009 40.65637670875726), (-73.88913861460978 40.8149576770013), (-73.8449086324566 40.749546687995775), (-73.7701566606528 40.68667869816065))"
"846P-6ELUT15","846","P-6ELUT15","FY15 site utility (dig job) electric M104-219M","135000","0.0","135000","0.0","0.0","0.0","0.0","135000","1333532.55","2023-06-01T00:00:00.000","2020-02-26T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.92382460445381 40.79609068163262))"
"846P-6GRCW15","846","P-6GRCW15","RECONSTRUCTION OF GUARDRAILS CITYWIDE CNYG-1414M","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","975019.33","2023-06-01T00:00:00.000","2016-11-21T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.88370062345639 40.69013670159159), (-73.8623136320255 40.65956770665042), (-73.86144263028521 40.70111269839174), (-73.8082866449226 40.746205687812676))"
"846P-6LIGHT1","846","P-6LIGHT1","Construction Of Multisite Path Lighting","189000","0.0","189000","0.0","0.0","0.0","0.0","189000","0.0","2028-06-01T00:00:00.000","2022-11-01T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.8237436392492 40.748912688082235), (-73.82135363286699 40.867908664340334))"
"846P-6MSHVAC","846","P-6MSHVAC","Recon HVAC at Greenbelt R/C & Queens Museum CNYG-1318M","4724000","0.0","4724000","0.0","0.0","0.0","0.0","4724000","117273.6","2024-06-01T00:00:00.000","2019-12-11T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.13924954766964 40.591765729127296), (-73.846621631479 40.745862688887556))"
"846P-6OLYMPL","846","P-6OLYMPL","Citywide Olympic Pool Mechanical Systems Recon CNYG-2719M","1213000","0.0","1213000","0.0","0.0","0.0","0.0","1213000","0.0","2024-06-01T00:00:00.000","2023-06-01T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.11931355062768 40.6371377195183), (-74.0741785659102 40.637271718345936), (-73.98051359037873 40.71970269855327), (-73.94284459707293 40.8242116771738), (-73.93339059877086 40.842419673427855), (-73.91266661567082 40.66292370771395))"
"846P-6ORCAST","846","P-6ORCAST","Recon Orchard Beach Nature Center","2670000","0.0","2670000","0.0","0.0","0.0","0.0","2670000","0.0","2028-06-01T00:00:00.000","2023-02-01T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.78659364434817 40.87047566260318))"
"846P-6PBBP15","846","P-6PBBP15","FY15 Recon plumbing system in bldg & pool CW CNYG-1415M","23000","0.0","23000","0.0","0.0","0.0","0.0","23000","235043.72","2028-06-01T00:00:00.000","2018-10-29T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.97139158881967 40.80182368272661), (-73.83704963740026 40.71579769414264), (-73.83545963735972 40.70984369555919))"
"846P-6PBUT15","846","P-6PBUT15","FY15 site utility (dig job) plumbing CNYG-1815M","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","421968.87","2028-06-01T00:00:00.000","2016-10-26T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.97869059541642 40.6543127112967), (-73.96672358933075 40.81008468060661))"
"846P-6PDPLGC","846","P-6PDPLGC","Recon of pool facilities - Citywide CNYG-1015M","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","777613.45","2023-06-01T00:00:00.000","2018-11-23T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.10058956065588 40.58588472892379), (-73.94884459740855 40.769459687840055), (-73.9436295968358 40.805191681227946), (-73.924128601525 40.831887675176134), (-73.88609061343669 40.846563670953884))"
"846P-6PDPLPB","846","P-6PDPLPB","Recon of plumbing systems in pools - Citywide CNYG - 915M","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","976410.85","2023-06-01T00:00:00.000","2017-08-21T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.10062456021136 40.585908728762874), (-73.94892959739111 40.769590687579125), (-73.94383559786598 40.805093680555586), (-73.92432460141362 40.831721675266444), (-73.88590561354812 40.84646167118053), (-73.86927762368633 40.75902168748271))"
"846P-6PDRFMN","846","P-6PDRFMN","Recon roofs at Parks facilities in Manhattan MG-215M","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1987341.4","2026-06-01T00:00:00.000","2017-07-26T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.9756615913589 40.73615969515686), (-73.95213659369603 40.8186416785652))"
"846P-6POOL11","846","P-6POOL11","Reconstruction  the pools, Citywide CNYG-1011M","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1935792.85","2023-06-01T00:00:00.000","2014-03-03T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.00387958754393 40.64816271367559), (-74.00387958579967 40.67269470853151), (-74.00183158200252 40.741783694980874), (-73.97540259130355 40.73581369565321), (-73.96515459400874 40.75640969108237), (-73.96029059706815 40.71499969857832), (-73.94988760204556 40.69114870364394), (-73.94333859716698 40.805307680373645), (-73.94248159685351 40.824461676927456), (-73.939413598747 40.81290867872305), (-73.93675759956152 40.81207567891434), (-73.93485860855182 40.67392470593917), (-73.93358659805551 40.842486673273065), (-73.93327960032634 40.80194768148976), (-73.92300160538109 40.77908868538255), (-73.91313460677377 40.81264467787971), (-73.89464061106986 40.839887672410335))"
"846P-6POOL18","846","P-6POOL18","Recon Citywide pools $1 Contract CNYG-918M","6689000","0.0","6689000","0.0","0.0","0.0","0.0","6689000","0.0","2030-06-01T00:00:00.000","2023-06-01T00:00:00.000","DPR","Department of Parks and Recreation","Lump Sum","fisa_2023","MULTIPOINT ((-74.1190733642133 40.637926961439156), (-73.95586465535057 40.814689490245755), (-73.94949165864578 40.769215576641216))"
"846P-6PREFA1","846","P-6PREFA1","Compact Prefabricated Comfort Stations for BK & SI","2698000","0.0","2698000","0.0","0.0","0.0","0.0","2698000","0.0","2028-06-01T00:00:00.000","2023-01-01T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.1619155387731 40.616948725376744), (-73.90915161531683 40.69259570146532))"
"846P-6PREFAB","846","P-6PREFAB","Compact Prefabricated Comfort Stations for BX,QN,MN","3419000","0.0","3419000","0.0","0.0","0.0","0.0","3419000","0.0","2028-06-01T00:00:00.000","2023-01-01T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.93562060085557 40.793364682812054), (-73.92255160313488 40.8287076758436), (-73.91718860730064 40.7716676868468))"
"846P-6PRKLOT","846","P-6PRKLOT","Recon 5Boro & Garage complex prkg lot M104-117M","6000","0.0","6000","0.0","0.0","0.0","0.0","6000","1704996.22","2026-06-01T00:00:00.000","2018-11-23T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.92287860486067 40.79916868145936))"
"846P-6PVMNT1","846","P-6PVMNT1","Reconstruct pavement various Parks CNYG-117MA","597000","0.0","597000","0.0","0.0","0.0","0.0","597000","1218301.47","2028-06-01T00:00:00.000","2020-06-08T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.10097455834241 40.62262072210587), (-73.92051961388549 40.644682711823826))"
"846P-6PVMNT2","846","P-6PVMNT2","Citywide Pavement Reconstruction 2 CNYG-1618M","237000","0.0","237000","0.0","0.0","0.0","0.0","237000","1053745.6","2028-06-01T00:00:00.000","2020-11-16T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.00227358345097 40.7286346975514), (-73.90736860734444 40.840604672791834))"
"846P-6REC11A","846","P-6REC11A","HVAC svs Manhattan & Bronx   (CNYG-1810MA)","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","255399.86","2024-06-01T00:00:00.000","2014-09-22T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.87861061400227 40.87669366459211))"
"846P-6WPEBCS","846","P-6WPEBCS","Recon War Mem bldg & Elenor Roosevelt CS","187000","0.0","187000","0.0","0.0","0.0","0.0","187000","0.0","2023-06-01T00:00:00.000","2022-11-01T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.99062106526439 40.69844387643288), (-73.93581015528447 40.69274089626326))"
"846RE2544DR2","846","RE2544DR2","RC 44TH DRIVE PIER QG-47250-108MA","89000","1000","90000","0.0","0.0","0.0","0.0","90000","7832913.91","2028-06-01T00:00:00.000","2010-01-19T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.95571759673697 40.749621692476204))"
"846SANDY1-06","846","SANDY1-06","SANDY - Ferry Point Park Type 3 X126-115M","370000","0.0","370000","0.0","1465000","0.0","1465000","1835000","869230.66","2028-06-01T00:00:00.000","2016-07-25T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.83832763099649 40.8152196749214))"
"846SANDY1-10","846","SANDY1-10","Hammond Cove Marina X310-117M","1024000","0.0","1024000","0.0","2346000","0.0","2346000","3370000","251604.66","2028-06-01T00:00:00.000","2018-07-25T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.8061206408051 40.81478667407812))"
"846SANDY4-22","846","SANDY4-22","SANDY - Rockaway Beach Shorefront Pkwy Handball Ct Q163-315M","-99000","0.0","-99000","0.0","252000","0.0","252000","153000","2972462.51","2028-06-01T00:00:00.000","2016-05-12T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.82393940348348 40.58212457414958))"
"846PV510-IRR","846","PV510-IRR","SIBG -SI BOTANICAL GARDEN Site Irrigation","165000","0.0","165000","0.0","0.0","0.0","0.0","165000","190379.44","2028-06-01T00:00:00.000","2010-02-02T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.10307916085902 40.642307036703734))"
"846SANDY1-11","846","SANDY1-11","Pelham Bay Landfill","3384000","0.0","3384000","0.0","8911000","0.0","8911000","12295000","817879.22","2028-06-01T00:00:00.000","2020-11-30T00:00:00.000","DPR","Department of Parks and Recreation",,"fisa_2023","MULTIPOINT ((-73.81719478706552 40.851025633992776))"
"846SANDY2-03","846","SANDY2-03","SANDY-Emergency Clean up & Safe Up - Shore Pkway  B166-313M","1000","0.0","1000","0.0","129000","0.0","129000","130000","1989092.8","2028-06-01T00:00:00.000","2013-06-03T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.89737418414691 40.60809421821521))"
"846SANDY2-07","846","SANDY2-07","SANDY- Emergency boiler work at Red Hook B126-113M","2000","0.0","2000","0.0","14000","0.0","14000","16000","744485.02","2028-06-01T00:00:00.000","2013-09-16T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-74.00667969568478 40.67138809905783))"
"846SANDY4-02","846","SANDY4-02","SANDY- Emergency Storm Make Safe - Rockaway Beach  Q162-213M","46000","0.0","46000","0.0","249000","0.0","249000","295000","7385583.41","2028-06-01T00:00:00.000","2013-04-22T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.77613616365655 40.58859365701665))"
"850AGDNJCCSE","850","AGDNJCCSE","Jewish Community Council of Greater Coney Island, Inc. Movea","331000","0.0","331000","0.0","0.0","0.0","0.0","331000","0.0","2024-06-01T00:00:00.000","2024-06-01T00:00:00.000","DDC","Department of Design and Construction","Lump Sum","fisa_2023","MULTIPOINT ((-74.00248779359987 40.57325724800694))"
"846SANDY4-27","846","SANDY4-27","Little Bay Revetment","165000","0.0","165000","0.0","926000","0.0","926000","1091000","79426.29","2028-06-01T00:00:00.000","2021-09-28T00:00:00.000","DPR","Department of Parks and Recreation",,"fisa_2023","MULTIPOINT ((-73.78636327792343 40.7903284085281))"
"846SANDY4-46","846","SANDY4-46","Joe Michael's Mile (Q012-120M)","479000","0.0","479000","0.0","1624000","0.0","1624000","2103000","0.0","2028-06-01T00:00:00.000","2022-10-01T00:00:00.000","DPR","Department of Parks and Recreation","Fixed Asset","fisa_2023","MULTIPOINT ((-73.76730765553737 40.77192568086826))"
"846SANDY5-04","846","SANDY5-04","SANDY -SI Beaches Protective Measures South (RG-1213M)","1000","0.0","1000","0.0","10000","0.0","10000","11000","2673576.31","2028-06-01T00:00:00.000","2013-12-16T00:00:00.000","DPR","Department of Parks and Recreation",,"fisa_2023","MULTIPOINT ((-74.24527151883524 40.49779575135641), (-74.14690654814282 40.53536374031528))"
"846SANDY5-18","846","SANDY5-18","SANDY-Midland Beach Protective Berm Emergency","2869000","0.0","2869000","0.0","491000","0.0","491000","3360000","4955525.64","2028-06-01T00:00:00.000","2014-03-25T00:00:00.000","DPR","Department of Parks and Recreation",,"fisa_2023","MULTIPOINT ((-74.10248056192367 40.55797173438172), (-74.09080256410476 40.567689732857126))"
"846SANDY5-34","846","SANDY5-34","Sandy-R/C of Faber Plgr, SI RG-212M WO 3","2000","0.0","2000","0.0","13000","0.0","13000","15000","127786.0","2028-06-01T00:00:00.000","2015-05-26T00:00:00.000","DPR","Department of Parks and Recreation",,"fisa_2023","MULTIPOINT ((-74.13611954544538 40.640593719345965))"
"846SANDY6-06","846","SANDY6-06","SANDY - S.I. Beaches Protective Measures North RG-813M","90000","0.0","90000","0.0","799000","0.0","799000","889000","3884402.88","2028-06-01T00:00:00.000","2013-07-30T00:00:00.000","DPR","Department of Parks and Recreation",,"fisa_2023","MULTIPOINT ((-74.10248056192367 40.55797173438172), (-74.08955156426272 40.56886673179259))"
"846SANDY6-08","846","SANDY6-08","Asser Levy HMP (Hazard Mitigation Plan ) Funding","1649000","0.0","1649000","0.0","4476000","0.0","4476000","6125000","0.0","2028-06-01T00:00:00.000","2023-06-01T00:00:00.000","DPR","Department of Parks and Recreation","Lump Sum","fisa_2023","MULTIPOINT ((-73.97566759100326 40.736127695080185))"
"850ACEDCA433","850","ACEDCA433","DCLA: Wildlife Conservation Society: Bronx Zoo Roofs","688000","0.0","688000","0.0","0.0","0.0","0.0","688000","0.0","2023-06-01T00:00:00.000","2023-06-01T00:00:00.000","DDC","Department of Design and Construction","Lump Sum","fisa_2023","MULTIPOINT ((-73.87952680675278 40.8538396816127), (-73.87857895287256 40.84634787147576), (-73.87781180025253 40.846821669900265), (-73.87691538717787 40.844971848554884))"
