"license_nbr","lic_status","business_name","business_name2","building","street","city","state","zip","swc_type","swc_sq_ft","swc_tables","swc_chairs","dohmh","final_x","final_y","community_district","city_council_district","cd_url","app_id","app_swc_type","app_sq_ft","app_tables","app_chairs","app_status","app_status_date","expiration_date","app_too_date","submit_date","intake","intake_dd","dpqa","send_package_dd","cp","cp_dd","cb","cb_dd","hearing","hearing_dd","hearing_public","hearing_public_dd","cc","cc_dd","moo","moo_dd","issuance","issuance_dd"
"1466251-DCA","Inactive","THE YORK RESTAURANT BAR INC.","ANASSA","200","E 60TH ST","NEW YORK","NY","10022","Enclosed","309","17","34","50000549","993704","216885","108","4","http://www.cb8m.com/","1466251-ASWC","Enclosed","309","17","34","Pending Review","2019-05-23T00:00:00.000","2019-11-30T00:00:00.000","2019-11-30T00:00:00.000","2015-05-12T00:00:00.000","NULL",,"Issued Temp Op Letter",,"NULL","2013-11-13T00:00:00.000","NULL",,"NULL",,"NULL",,"NULL",,"NULL",,"NULL",
"1466932-DCA","Inactive","LE BILBOQUET NY, LLC","LE BILBOQUET","20","E 60TH ST","NEW YORK","NY","10022","Small Unenclosed","176","5","20","50001109","992381","217553","108","4","http://www.cb8m.com/","869-2020-RSWC","Small Unenclosed","176","5","20","Pending Review","2020-05-29T00:00:00.000","2020-06-29T00:00:00.000","2020-06-29T00:00:00.000","2020-01-15T00:00:00.000","Ready For Review","2020-01-15T00:00:00.000","Issued Temp Op Letter","2020-01-15T00:00:00.000","Pending Review","2020-01-15T00:00:00.000","Pending Review","2020-01-15T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-03-04T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"1467150-DCA","Inactive","921 BROADWAY BAKERY, LLC","MAISON KAYSER BAKERY","921","Broadway","New York","NY","10010","Unenclosed","512","18","38","50001159","987083","208954","105","2","http://www.cb5.org","35125-2019-RSWC","Unenclosed","512","18","38","Pending Review","2019-12-11T00:00:00.000","2020-01-11T00:00:00.000","2020-01-11T00:00:00.000","2019-12-11T00:00:00.000","Ready For Review","2019-12-11T00:00:00.000","Issued Temp Op Letter","2019-12-11T00:00:00.000","Pending Review","2019-12-11T00:00:00.000","Pending Review","2019-12-11T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-01-29T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"1467229-DCA","Inactive","DOWNTOWN DINING LLC","NULL","5","AVENUE A","New York","NY","10009","Unenclosed","379","10","20","41707677","988056","202526","103","2","http://www.nyc.gov/manhattancb3","26478-2019-RSWC","Unenclosed","379","10","20","Pending Review","2019-12-26T00:00:00.000","2020-03-26T00:00:00.000","2020-03-26T00:00:00.000","2019-09-12T00:00:00.000","Ready For Review","2019-09-12T00:00:00.000","Issued Temp Op Letter","2019-09-16T00:00:00.000","Pending Review","2019-09-16T00:00:00.000","Review Period Expired","2019-11-07T00:00:00.000","Waived","2019-11-07T00:00:00.000","NULL",,"Review Period Expired","2019-11-28T00:00:00.000","Pending Review",,"Pending Review",
"1467798-DCA","Inactive","P12 NEW YORK LLC","RIBALTA","48","E 12TH ST","NEW YORK","NY","10003","Unenclosed","120","6","12","41651810","986561","206400","102","2","http://www.nyc.gov/manhattancb2","35828-2019-RSWC","Unenclosed","120","6","12","Pending Review","2020-06-05T00:00:00.000","2020-06-30T00:00:00.000","2020-06-30T00:00:00.000","2019-12-19T00:00:00.000","Ready For Review","2019-12-19T00:00:00.000","Issued Temp Op Letter","2019-12-23T00:00:00.000","Pending Review","2019-12-23T00:00:00.000","Review Period Expired","2020-02-20T00:00:00.000","Waived","2020-02-20T00:00:00.000","NULL",,"Review Period Expired","2020-03-12T00:00:00.000","Pending Review",,"Pending Review",
"1468690-DCA","Inactive","243 E. 14TH CAFE INC.","THE WINSLOW","243","E 14TH ST","NEW YORK","NY","10003","Small Unenclosed","124","3","12","50001547","988215","206247","106","2","http://cbsix.org","130-2020-RSWC","Small Unenclosed","124","3","12","Pending Review","2020-06-03T00:00:00.000","2020-07-03T00:00:00.000","2020-07-03T00:00:00.000","2020-01-06T00:00:00.000","Ready For Review","2020-01-06T00:00:00.000","Issued Temp Op Letter","2020-01-07T00:00:00.000","Pending Review","2020-01-07T00:00:00.000","Review Period Expired","2020-03-05T00:00:00.000","Waived","2020-03-05T00:00:00.000","NULL",,"Review Period Expired","2020-03-26T00:00:00.000","Pending Review",,"Pending Review",
"1469257-DCA","Inactive","BRASSERIE COGNAC EAST CORP.","NULL","963","LEXINGTON AVE","NEW YORK","NY","10021","Unenclosed","260","9","22","50000972","994506","219485","108","4","http://www.cb8m.com/","35836-2019-RSWC","Unenclosed","260","9","22","Pending Review","2019-12-19T00:00:00.000","2020-03-19T00:00:00.000","2020-03-19T00:00:00.000","2019-12-19T00:00:00.000","Ready For Review","2019-12-19T00:00:00.000","Under Review","2019-12-19T00:00:00.000","Pending Review","2019-12-19T00:00:00.000","Review Period Expired","2020-02-19T00:00:00.000","Waived","2020-02-19T00:00:00.000","NULL",,"Review Period Expired","2020-03-11T00:00:00.000","Pending Review",,"Pending Review",
"1469748-DCA","Inactive","GOOD VISION TASTE INC.","SIGNATURE & FABERGE","2007","EMMONS AVE","BROOKLYN","NY","11235","Unenclosed","623","32","64","50001013","998659","152068","315","48","http://www.nyc.gov/brooklyncb15","3015-2020-RSWC","Unenclosed","623","32","64","Pending Review","2020-05-28T00:00:00.000","2020-08-06T00:00:00.000","2020-08-06T00:00:00.000","2020-02-11T00:00:00.000","Ready For Review","2020-02-11T00:00:00.000","Issued Temp Op Letter","2020-02-11T00:00:00.000","Pending Review","2020-02-11T00:00:00.000","Recommend Approval","2020-03-19T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-04-01T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"1469750-DCA","Inactive","BUBBYS MP LLC","BUBBYS HIGHLINE","71","GANSEVOORT ST","NEW YORK","NY","10014","Unenclosed","727","33","70","50001451","982128","208731","102","3","http://www.nyc.gov/manhattancb2","35191-2019-RSWC","Unenclosed","727","33","70","Pending Review","2020-05-29T00:00:00.000","2020-06-29T00:00:00.000","2020-06-29T00:00:00.000","2019-12-12T00:00:00.000","Ready For Review","2019-12-12T00:00:00.000","Issued Temp Op Letter","2019-12-13T00:00:00.000","Pending Review","2019-12-13T00:00:00.000","Review Period Expired","2020-02-13T00:00:00.000","Waived","2020-02-13T00:00:00.000","NULL",,"Review Period Expired","2020-03-05T00:00:00.000","Pending Review",,"Pending Review",
"1470771-DCA","Inactive","834 7TH AVENUE LLC","THE STAGECOACH","834","7TH AVE","NEW YORK","NY","10019","Enclosed","500","13","54","50001105","989299","217432","105","4","http://www.cb5.org","1470771-ASWC","Enclosed","500","13","54","Pending Review","2014-02-03T00:00:00.000","2018-05-15T00:00:00.000","2014-05-15T00:00:00.000","2013-08-06T00:00:00.000","NULL",,"Issued Temp Op Letter",,"NULL","2013-11-08T00:00:00.000","NULL",,"NULL",,"NULL",,"NULL",,"NULL",,"NULL",
"1470950-DCA","Active","HAVATEQUILA RESTAURANT PARTNERS, LLC","EL VEZ","259","VESEY ST","NEW YORK","NY","10282","Unenclosed","1253","19","38","50001750","979956","199767","101","1","http://www.nyc.gov/html/mancb1/html/home/home.shtml","33162-2019-RSWC","Unenclosed","1253","19","38","Application Review Completed","2020-05-14T00:00:00.000","2020-07-31T00:00:00.000","2020-07-31T00:00:00.000","2019-12-09T00:00:00.000","Ready For Review","2019-11-21T00:00:00.000","Process Completed","2019-11-22T00:00:00.000","NULL",,"Review Period Expired","2020-03-05T00:00:00.000","Waived","2020-03-05T00:00:00.000","NULL",,"Review Period Expired","2020-03-26T00:00:00.000","NULL",,"NULL",
"1471902-DCA","Inactive","BABY OLIVER, LLC","PICCOLO CAFE","313","AMSTERDAM AVE","NEW YORK","NY","10023","Unenclosed","158","9","18","41657014","989717","223556","107","6","http://www.nyc.gov/mcb7","3104-2020-RSWC","Unenclosed","158","9","18","Pending Review","2020-02-12T00:00:00.000","2020-03-12T00:00:00.000","2020-03-12T00:00:00.000","2020-02-12T00:00:00.000","Ready For Review","2020-02-12T00:00:00.000","Issued Temp Op Letter","2020-02-12T00:00:00.000","Pending Review","2020-02-12T00:00:00.000","Pending Review","2020-02-12T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-04-01T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"1473879-DCA","Inactive","DOUBLE DIP, LLC","NULL","611","HUDSON ST","NEW YORK","NY","10014","Enclosed","333","11","26","50002549","982648","208034","102","3","http://www.nyc.gov/manhattancb2","20896-2019-RSWC","Enclosed","333","11","26","Pending Review","2020-05-29T00:00:00.000","2020-06-30T00:00:00.000","2020-06-30T00:00:00.000","2019-05-28T00:00:00.000","Ready For Review","2019-05-28T00:00:00.000","Issued Temp Op Letter","2019-05-31T00:00:00.000","Proceed","2020-02-04T00:00:00.000","Review Period Expired","2020-03-05T00:00:00.000","Waived","2020-03-05T00:00:00.000","NULL",,"Review Period Expired","2020-03-26T00:00:00.000","Pending Review",,"Pending Review",
"2001325-DCA","Inactive","OLIVER'S ASTORIA, LLC","OLIVER'S GASTROPUB","3719","BROADWAY","ASTORIA","NY","11103","Unenclosed","374","18","36","50003105","1006394","216035","401","22","http://www.nyc.gov/html/qnscb1/html/home/home.shtml","29506-2019-RSWC","Unenclosed","374","18","36","Pending Review","2020-01-24T00:00:00.000","2020-04-24T00:00:00.000","2020-04-24T00:00:00.000","2019-10-22T00:00:00.000","Ready For Review","2019-10-30T00:00:00.000","Issued Temp Op Letter","2019-11-26T00:00:00.000","Pending Review","2019-10-30T00:00:00.000","Review Period Expired","2020-01-24T00:00:00.000","Waived","2020-01-24T00:00:00.000","NULL",,"Review Period Expired","2020-02-14T00:00:00.000","Pending Review",,"Pending Review",
"2004071-DCA","Active","SLJ BAR LLC","NULL","63","GANSEVOORT STREET","NEW YORK","NY","10014","Unenclosed","245","13","27","50002488","982213","208789","102","3","http://www.nyc.gov/manhattancb2","4602-2020-RSWC","Unenclosed","245","13","27","Pending Review","2020-03-11T00:00:00.000","2020-06-10T00:00:00.000","2020-06-10T00:00:00.000","2020-03-10T00:00:00.000","Ready For Review","2020-03-10T00:00:00.000","Under Review","2020-03-11T00:00:00.000","Pending Review","2020-03-11T00:00:00.000","Pending Review","2020-03-11T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-04-29T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"2006658-DCA","Inactive","LE BON NY CORP.","CORRADO BAKERY","1361","LEXINGTON AVE","NEW YORK","NY","10128","Unenclosed","158","5","10","350006673","997125","224248","108","5","http://www.cb8m.com/","35278-2019-RSWC","Unenclosed","158","5","10","Pending Review","2020-02-18T00:00:00.000","2020-05-18T00:00:00.000","2020-05-18T00:00:00.000","2019-12-12T00:00:00.000","Ready For Review","2019-12-12T00:00:00.000","Issued Temp Op Letter","2019-12-12T00:00:00.000","Pending Review","2019-12-12T00:00:00.000","Review Period Expired","2020-02-20T00:00:00.000","Waived","2020-02-20T00:00:00.000","NULL",,"Review Period Expired","2020-03-12T00:00:00.000","Pending Review",,"Pending Review",
"2007742-DCA","Inactive","NITEHAWK BROOKLYN LLC","NITEHAWK CINEMA/ LO-RES","136","METROPOLITAN AVE","BROOKLYN","NY","11249","Unenclosed","266","14","28","41591414","994640","200131","301","34","http://www.nyc.gov/brooklyncb1","35740-2019-RSWC","Unenclosed","266","14","28","Pending Review","2020-03-10T00:00:00.000","2020-04-10T00:00:00.000","2020-04-10T00:00:00.000","2019-12-18T00:00:00.000","Ready For Review","2019-12-18T00:00:00.000","Issued Temp Op Letter",,"Pending Review","2019-12-18T00:00:00.000","Pending Review",,"Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2009334-DCA","Inactive","DCB DELANCEY CORPORATION","SEL ROSE","1","DELANCEY ST","NEW YORK","NY","10002","Regular Unenclosed/Small Unenclosed","560","15","51","41703928","985973","201583","103","1","http://www.nyc.gov/manhattancb3","3125-2020-RSWC","Regular Unenclosed/Small Unenclosed","560","15","51","Pending Review","2020-03-13T00:00:00.000","2020-05-23T00:00:00.000","2020-05-23T00:00:00.000","2020-02-12T00:00:00.000","Ready For Review","2020-02-12T00:00:00.000","Issued Temp Op Letter","2020-02-12T00:00:00.000","Pending Review","2020-02-12T00:00:00.000","Review Period Expired","2020-04-07T00:00:00.000","Waived","2020-04-07T00:00:00.000","NULL",,"Review Period Expired","2020-04-28T00:00:00.000","Pending Review",,"Pending Review",
"2009341-DCA","Inactive","265 LAFAYETTE RISTORANTE LLC","NULL","263","LAFAYETTE ST","NEW YORK","NY","10012","Small Unenclosed","188","7","14","41721252","985219","202804","102","1","http://www.nyc.gov/manhattancb2","5142-2020-RSWC","Small Unenclosed","188","7","14","Pending Review","2020-05-28T00:00:00.000","2020-08-28T00:00:00.000","2020-08-28T00:00:00.000","2020-04-03T00:00:00.000","Ready For Review","2020-04-06T00:00:00.000","Issued Temp Op Letter","2020-04-06T00:00:00.000","Pending Review","2020-04-06T00:00:00.000","Pending Review","2020-04-06T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-05-27T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"2009611-DCA","Inactive","MSB RESTAURANTS LLC","THE COPPER STILL","151","2ND AVE","NEW YORK","NY","10003","Unenclosed","260","13","26","50010993","987791","205102","103","2","http://www.nyc.gov/manhattancb3","4037-2020-RSWC","Unenclosed","260","13","26","Pending Review","2020-03-02T00:00:00.000","2020-05-11T00:00:00.000","2020-05-11T00:00:00.000","2020-02-27T00:00:00.000","Ready For Review","2020-02-27T00:00:00.000","Issued Temp Op Letter","2020-03-02T00:00:00.000","Pending Review","2020-03-02T00:00:00.000","Pending Review","2020-03-02T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-04-22T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"2010250-DCA","Active","SEVEN A CAFE INC.","MISS LILY'S 7A","109","AVENUE A","NEW YORK","NY","10009","Unenclosed","229","10","20","40381720","988754","203805","103","2","http://www.nyc.gov/manhattancb3","348-2020-RSWC","Unenclosed","229","10","20","Pending Review","2020-01-10T00:00:00.000","2020-04-09T00:00:00.000","2020-04-09T00:00:00.000","2020-01-09T00:00:00.000","Ready For Review","2020-01-09T00:00:00.000","Under Review","2020-01-10T00:00:00.000","Pending Review","2020-01-10T00:00:00.000","Review Period Expired","2020-03-06T00:00:00.000","Waived","2020-03-06T00:00:00.000","NULL",,"Review Period Expired","2020-03-27T00:00:00.000","Pending Review",,"Pending Review",
"2010802-DCA","Inactive","ASTORIA BRICK, LLC","NULL","3095","33RD ST","ASTORIA","NY","11102","Unenclosed","892","26","60","50012273","1005986","217530","401","22","http://www.nyc.gov/html/qnscb1/html/home/home.shtml","29505-2019-RSWC","Unenclosed","892","26","60","Pending Review","2020-02-25T00:00:00.000","2020-05-25T00:00:00.000","2020-05-25T00:00:00.000","2019-10-22T00:00:00.000","Ready For Review","2019-10-30T00:00:00.000","Issued Temp Op Letter","2019-11-26T00:00:00.000","Pending Review","2019-10-30T00:00:00.000","Recommend Approval","2020-01-10T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-01-15T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"2011155-DCA","Inactive","GREENWICH BBQ LLC","NULL","75","GREENWICH AVE","NEW YORK","NY","10014","Unenclosed","200","10","20","50008145","983880","207679","102","3","http://www.nyc.gov/manhattancb2","32765-2018-RSWC","Unenclosed","200","10","20","Pending Review","2020-01-07T00:00:00.000","2020-02-01T00:00:00.000","2020-02-01T00:00:00.000","2018-12-19T00:00:00.000","Ready For Review","2018-12-19T00:00:00.000","Issued Temp Op Letter","2018-12-19T00:00:00.000","Pending Review","2018-12-19T00:00:00.000","Recommend Approval","2019-01-29T00:00:00.000","Waived","2019-01-31T00:00:00.000","NULL",,"Review Period Expired","2019-02-21T00:00:00.000","Approved","2020-02-26T00:00:00.000","Pending Review",
"2014465-DCA","Inactive","PATRICIAS MORRIS PARK CORP.","NULL","1082","MORRIS PARK AVE","BRONX","NY","10461","Unenclosed","154","4","16","41545054","1024802","248667","211","13","http://www.nyc.gov/bxcb11","3757-2020-RSWC","Unenclosed","154","4","16","Pending Review","2020-05-28T00:00:00.000","2020-07-09T00:00:00.000","2020-07-09T00:00:00.000","2020-02-24T00:00:00.000","Ready For Review","2020-02-24T00:00:00.000","Issued Temp Op Letter","2020-02-25T00:00:00.000","Pending Review","2020-02-25T00:00:00.000","Review Period Expired","2020-04-17T00:00:00.000","Waived","2020-04-17T00:00:00.000","NULL",,"Review Period Expired","2020-05-08T00:00:00.000","Pending Review",,"Pending Review",
"2015728-DCA","Inactive","ALIAGED DINING INC","AGED","10702","70TH RD","FOREST HILLS","NY","11375","Unenclosed","278","13","28","50016968","1027046","201869","406","29","http://queenscb6.org/","2400-2020-RSWC","Unenclosed","278","13","28","Pending Review","2020-03-05T00:00:00.000","2020-04-05T00:00:00.000","2020-04-05T00:00:00.000","2020-01-31T00:00:00.000","Ready For Review","2020-02-04T00:00:00.000","Issued Temp Op Letter","2020-02-05T00:00:00.000","Pending Review","2020-02-05T00:00:00.000","Pending Review","2020-02-05T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-03-25T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"2016541-DCA","Inactive","PARM UPPER WEST LLC","NULL","235","COLUMBUS AVENUE","NEW YORK","NY","10023","Enclosed","253","6","16","NULL","990039","222155","107","6","http://www.nyc.gov/mcb7","16337-2014-ASWC","Enclosed","253","6","16","Pending Review","2021-10-07T00:00:00.000","2020-04-01T00:00:00.000","2020-04-01T00:00:00.000","2018-04-04T00:00:00.000","Ready For Review","2014-12-16T00:00:00.000","Under Review",,"Pending Review",,"Pending Review",,"Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Issued","2016-11-17T00:00:00.000"
"2018728-DCA","Inactive","PHILIPPE NYC I LLC","PHILIPPE","33","E 60TH ST","NEW YORK","NY","10022","Small Unenclosed","56","2","4","50007093","992428","217687","108","4","http://www.cb8m.com/","31978-2019-RSWC","Small Unenclosed","56","2","4","Pending Review","2020-03-06T00:00:00.000","2020-04-06T00:00:00.000","2020-04-06T00:00:00.000","2019-11-12T00:00:00.000","Ready For Review","2019-11-12T00:00:00.000","Issued Temp Op Letter",,"Pending Review","2019-11-12T00:00:00.000","Pending Review",,"Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2019393-DCA","Inactive","10 DOWNING RESTAURANT LLC","NULL","10","DOWNING ST","NEW YORK","NY","10014","Unenclosed","410","28","59","50018147","983465","204953","102","3","http://www.nyc.gov/manhattancb2","26510-2019-RSWC","Unenclosed","410","28","59","Pending Review","2020-01-13T00:00:00.000","2020-02-01T00:00:00.000","2020-02-01T00:00:00.000","2019-09-12T00:00:00.000","Ready For Review","2019-09-12T00:00:00.000","Issued Temp Op Letter","2019-09-13T00:00:00.000","Pending Review","2019-09-13T00:00:00.000","Review Period Expired","2019-11-07T00:00:00.000","Waived","2019-11-07T00:00:00.000","NULL",,"Review Period Expired","2020-05-08T00:00:00.000","Pending Review","2020-05-08T00:00:00.000","Pending Review",
"2019413-DCA","Inactive","SIBECA CORPORATION","POLLOS MARIO","4019","BROADWAY","ASTORIA","NY","11103","Enclosed","366","10","30","40596549","1006921","215761","401","22","http://www.nyc.gov/html/qnscb1/html/home/home.shtml","21224-2019-RSWC","Enclosed","366","10","30","Pending Review","2019-10-31T00:00:00.000","2020-03-29T00:00:00.000","2020-03-29T00:00:00.000","2019-05-31T00:00:00.000","Ready For Review","2019-05-31T00:00:00.000","Issued Temp Op Letter","2019-05-31T00:00:00.000","Pending Review","2019-05-31T00:00:00.000","Pending Review","2019-05-31T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2021429-DCA","Active","ONE MELON LLC","NULL","89","MACDOUGAL ST","NEW YORK","NY","10012","Unenclosed","420","14","28","50034098","983863","204889","102","3","http://www.nyc.gov/manhattancb2","31265-2018-RSWC","Unenclosed","420","14","28","Application Review Completed","2019-04-03T00:00:00.000","2020-09-15T00:00:00.000","2019-06-29T00:00:00.000","2018-12-10T00:00:00.000","Ready For Review","2018-12-10T00:00:00.000","Approved","2018-12-10T00:00:00.000","NULL",,"Recommend Approval","2019-01-29T00:00:00.000","Waived","2019-01-31T00:00:00.000","NULL",,"Review Period Expired","2019-02-21T00:00:00.000","Approved","2019-04-03T00:00:00.000","Issued","2019-04-03T00:00:00.000"
"2021652-DCA","Inactive","SENANROSSA, LLC","NULL","253","5TH AVE","NEW YORK","NY","10016","Small Unenclosed","84","2","8","50032938","987854","210571","105","4","http://www.cb5.org","35188-2019-RSWC","Small Unenclosed","84","2","8","Pending Review","2020-05-28T00:00:00.000","2020-08-28T00:00:00.000","2020-08-28T00:00:00.000","2019-12-12T00:00:00.000","Ready For Review","2019-12-12T00:00:00.000","Issued Temp Op Letter","2019-12-12T00:00:00.000","Pending Review","2019-12-12T00:00:00.000","Review Period Expired","2020-02-13T00:00:00.000","Waived","2020-02-13T00:00:00.000","NULL",,"Review Period Expired","2020-03-05T00:00:00.000","Pending Review",,"Pending Review",
"2023072-DCA","Inactive","SUPERPIZZA01 CORP","PIZZA SUPERSTAR","446","DEAN ST","BROOKLYN","NY","11217","Unenclosed","49","4","8","50007613","990810","187721","306","39","http://www.brooklyncb6.org/","33319-2019-RSWC","Unenclosed","49","4","8","Pending Review","2020-01-21T00:00:00.000","2020-02-22T00:00:00.000","2020-02-22T00:00:00.000","2019-11-22T00:00:00.000","Ready For Review","2019-11-22T00:00:00.000","Issued Temp Op Letter",,"Pending Review","2019-11-22T00:00:00.000","Pending Review",,"Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2023932-DCA","Inactive","EVIR CORP","SAN MARZANO","117","2ND AVE","NEW YORK","NY","10003","Unenclosed","386","10","24","41699229","987487","204507","103","2","http://www.nyc.gov/manhattancb3","3128-2020-RSWC","Unenclosed","386","10","24","Pending Review","2020-03-12T00:00:00.000","2020-04-12T00:00:00.000","2020-04-12T00:00:00.000","2020-02-12T00:00:00.000","Ready For Review","2020-02-12T00:00:00.000","Issued Temp Op Letter",,"Pending Review","2020-02-12T00:00:00.000","Pending Review",,"Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2024390-DCA","Inactive","LEVANTINO LLC","VINO LEVANTINO","210","W 94TH ST","NEW YORK","NY","10025","Unenclosed","133","6","14","50002703","991972","228192","107","6","http://www.nyc.gov/mcb7","3481-2020-RSWC","Unenclosed","133","6","14","Pending Review","2020-02-19T00:00:00.000","2020-03-19T00:00:00.000","2020-03-19T00:00:00.000","2020-02-19T00:00:00.000","Ready For Review","2020-02-19T00:00:00.000","Issued Temp Op Letter",,"Pending Review",,"Pending Review",,"Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2025568-DCA","Active","DEED LLC","EUGENE & CO","397","TOMPKINS AVE","BROOKLYN","NY","11216","Small Unenclosed","264","3","12","50017256","999806","188396","303","36","http://cb3brooklyn.org","2546-2020-RSWC","Small Unenclosed","264","3","12","Application Review Completed","2020-02-03T00:00:00.000","2022-12-15T00:00:00.000",,"2020-02-03T00:00:00.000","Ready For Review","2020-02-03T00:00:00.000","Approved",,"NULL",,"NULL",,"NULL",,"NULL",,"NULL",,"NULL",,"Issued","2020-02-03T00:00:00.000"
"2026474-DCA","Inactive","TARENTUM LTD","ULIVO","4","W 28TH ST","NEW YORK","NY","10001","Unenclosed","87","3","8","50035437","987621","210607","105","2","http://www.cb5.org","34792-2019-RSWC","Unenclosed","87","3","8","Pending Review","2020-01-15T00:00:00.000","2020-01-29T00:00:00.000","2020-01-29T00:00:00.000","2019-12-09T00:00:00.000","Ready For Review","2019-12-09T00:00:00.000","Issued Temp Op Letter",,"Pending Review",,"Pending Review",,"Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2028248-DCA","Inactive","BILTMORE GARAGE RESTAURANT ASSOCIATES LLC","MEL'S BURGER BAR","1450","2ND AVE","NEW YORK","NY","10021","Unenclosed","188","9","18","50037777","996301","220175","108","5","http://www.cb8m.com/","2854-2020-RSWC","Unenclosed","188","9","18","Pending Review","2020-02-07T00:00:00.000","2020-05-07T00:00:00.000","2020-05-07T00:00:00.000","2020-02-07T00:00:00.000","Ready For Review","2020-02-07T00:00:00.000","Issued Temp Op Letter","2020-02-07T00:00:00.000","Pending Review","2020-02-07T00:00:00.000","Pending Review","2020-02-07T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-03-25T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"2030898-DCA","Inactive","ZEP LLC","ZUCCHERO E POMODORI","1435","2ND AVE","NEW YORK","NY","10021","Unenclosed","114","6","12","50043112","996100","220059","108","4","http://www.cb8m.com/","2781-2020-RSWC","Unenclosed","114","6","12","Pending Review","2020-04-02T00:00:00.000","2020-06-07T00:00:00.000","2020-03-07T00:00:00.000","2020-02-06T00:00:00.000","Ready For Review","2020-02-06T00:00:00.000","Issued Temp Op Letter","2020-02-06T00:00:00.000","Pending Review","2020-02-06T00:00:00.000","Pending Review","2020-02-06T00:00:00.000","Pending Review",,"SWC Public Hearing","2020-03-25T00:00:00.000","Pending Review",,"Pending Review",,"Pending Review",
"2032701-DCA","Inactive","305 BLEECKER FOOD MARKET LLC","SUPREME PROVISIONS","305","BLEECKER ST","NEW YORK","NY","10014","Enclosed","253","6","16","50057094","983225","206214","102","3","http://www.nyc.gov/manhattancb2","20848-2019-RSWC","Enclosed","253","6","16","Pending Review","2020-02-10T00:00:00.000","2020-08-10T00:00:00.000","2020-08-10T00:00:00.000","2019-05-28T00:00:00.000","Ready For Review","2019-05-28T00:00:00.000","Issued Temp Op Letter","2019-05-28T00:00:00.000","Pending Review","2019-05-28T00:00:00.000","Pending Review","2019-05-28T00:00:00.000","Pending Review",,"NULL",,"Pending Review",,"Pending Review",,"Pending Review",
"2033301-DCA","Inactive","MADISON PARK ACQUISITIONS LLC","SD26","19","E 26TH ST","NEW YORK","NY","10010","Unenclosed","217","7","16","50034379","987820","210097","105","2","http://www.cb5.org","5166-2018-RSWC","Unenclosed","217","7","16","Pending Review","2020-01-02T00:00:00.000","2020-03-19T00:00:00.000","2020-02-08T00:00:00.000","2018-03-22T00:00:00.000","Ready For Review","2018-04-09T00:00:00.000","Issued Temp Op Letter","2018-04-10T00:00:00.000","Pending Review","2018-04-10T00:00:00.000","Review Period Expired","2018-05-31T00:00:00.000","Waived","2018-09-26T00:00:00.000","NULL",,"Review Period Expired","2018-10-17T00:00:00.000","Pending Review",,"Pending Review",
"2033303-DCA","Inactive","VEGG 58TH LLC","MASSERIA DEI VINI","889","9TH AVE","NEW YORK","NY","10019","Unenclosed","130","8","16","50018100","988251","219274","104","3","http://www.nyc.gov/mcb4","12141-2018-RSWC","Unenclosed","130","8","16","Pending Review","2020-06-05T00:00:00.000","2020-09-05T00:00:00.000","2020-09-05T00:00:00.000","2018-08-31T00:00:00.000","Ready For Review","2018-09-05T00:00:00.000","Issued Temp Op Letter","2018-09-05T00:00:00.000","Pending Review","2018-09-05T00:00:00.000","Review Period Expired","2018-11-01T00:00:00.000","Waived","2018-11-01T00:00:00.000","NULL",,"Review Period Expired","2018-11-22T00:00:00.000","Pending Review",,"Pending Review",
