"entityid","schoolname","number","street","city","state","borough","zipcode","lastinspection","permittee","inspectiondate","ptet","site_type","level","code","violationdescription","latitude","longitude","communityboard","councildistrict","censustract","bin","bbl","nta","borocode"
"40544035","M.S. X101 EDWARD R. BYRNE, P.S. 304 EARLY CHILDHOOD SCHOOL, P.S. X010","2750","LAFAYETTE AVENUE","Bronx","NY","Bronx","10465","2022-10-11T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-01-19T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.827464330705","-73.829751209343","210","13","015200","2080231","2055470001","BX52","2"
"40541274","P.S. 084 LILLIAN WEBER","32","WEST   92 STREET","New York","NY","Manhattan","10025","2022-09-16T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-01-11T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","40.789519029315","-73.967573895397","107","06","017700","1081042","1012050006","MN12","1"
"40541395","P.S. 096 JOSEPH LANZETTA","216","EAST  120 STREET","New York","NY","Manhattan","10035","2023-01-27T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-01-27T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.800249580157","-73.937557272984","111","08","019400","1074333","1017840012","MN34","1"
"50041859","GREAT OAKS ELEMENTARY SCHOOL","4718","FARRAGUT ROAD","Brooklyn","NY","Brooklyn","11203","2023-01-26T00:00:00.000","KIDS ET CETERA DAY CARE CENTER INC","2023-01-26T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","40.637297304691","-73.931174395134","317","45","093200","3327647","3047860005","BK91","3"
"40542080","P.S. 204 VINCE LOMBARDI","8101","15 AVENUE","Brooklyn","NY","Brooklyn","11228","2022-07-28T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-07-28T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.61415181533","-74.006638123041","311","43","018400","3163702","3062940001","BK28","3"
"50068655","PRE-K CENTER AT 535 UNION AVENUE","535","UNION AVENUE","Bronx","NY","Bronx","10455","2022-09-23T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-09-23T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","40.812060337431","-73.905567801973","201","08","003100","2127407","2025827501","BX39","2"
"40541015","GOTHAM TECH HIGH SCHOOL, NEWCOMERS HIGH SCHOOL","2801","41 AVENUE","LONG ISLAND CITY","NY","Queens","11101","2022-10-28T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-10-28T00:00:00.000","2530","FSE (Public School Cafeteria)","G","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","40.751348960638","-73.937444480047","401","26","003300","4004874","4004040001","QN68","4"
"40737453","BAIS ESTHER SCHOOL","1353","50 STREET","Brooklyn","NY","Brooklyn","11219","2022-11-22T00:00:00.000","ESTHER SCHOOL BAIS","2022-05-12T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.633774155589","-73.991544073013","312","44","023600","3137766","3056420053","BK88","3"
"40543685","P.S. 089 BRONX","980","MACE AVENUE","Bronx","NY","Bronx","10469","2022-08-08T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-07-27T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.863048786511","-73.859385094195","211","13","032400","2051571","2044440016","BX07","2"
"50132539","OHOLEI TORAH","555","REMSEN AVENUE","Brooklyn","NY","Brooklyn","11236","2023-03-20T00:00:00.000","EDUCATIONAL INSTITUTE OHOLEI TORA","2023-02-23T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","06C","Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.","40.653006806282","-73.920198635408","317","41","088800","3102465","3046870001","BK96","3"
"50129449","BRONX CHARTER SCHOOL FOR EXCELLENCE","1160","EAST  213 STREET","Bronx","NY","Bronx","10469","2022-11-09T00:00:00.000","BRONX CHARTER SCHOOL FOR EXCELLENCE","2022-11-09T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","40.875525848396","-73.852430309302","212","12","036800","2059782","2047070001","BX44","2"
"40542145","P.S. 243K-THE WEEKSVILLE SCHOOL, LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL","1580","DEAN STREET","Brooklyn","NY","Brooklyn","11213","2022-09-20T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-08-11T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.676086412037","-73.935687530119","308","36","030900","3035761","3013470001","BK61","3"
"40541545","P.S. 145, THE BLOOMINGDALE SCHOOL, WEST PREP ACADEMY","150","WEST  105 STREET","New York","NY","Manhattan","10025","2023-02-13T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-01-11T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.799369274178","-73.965308052083","107","07","018900","1076625","1018590001","MN12","1"
"41223233","P.S. 207 ELIZABETH G. LEARY","3920","FLATLANDS AVENUE","Brooklyn","NY","Brooklyn","11234","2023-01-13T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-01-13T00:00:00.000","2530","FSE (Public School Cafeteria)","G","09A","Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE","40.621127550656","-73.935492137982","318","45","065000","3337372","3078610025","BK58","3"
"50132382","YESHIVAS SANZ","988","POST AVENUE","NULL","NY","Staten Island","10302","2023-03-15T00:00:00.000","YESHIVAS SANZ","2023-02-28T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","08C","Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.","40.632532759846","-74.133602644667","501","49","021300","5106985","5010330028","SI28","5"
"50041964","CHASIDEI BELZ BETH MALKA","54","AVENUE O","Brooklyn","NY","Brooklyn","11204","2022-12-14T00:00:00.000","CONGREGATION CHASIDEI BELZ BETH MALKA","2022-06-16T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","40.610280632425","-73.983230981073","311","44","043000","3174150","3065970006","BK29","3"
"40541146","URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS, URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS, SUCCESS AC","509","WEST  129 STREET","New York","NY","Manhattan","10027","2022-11-16T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-05-10T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.815249671589","-73.955324997645","109","07","021900","1059723","1019840033","MN06","1"
"50045119","ST. PETER'S BOYS HIGH SCHOOL","200","CLINTON AVENUE","NULL","NY","Staten Island","10301","2022-11-21T00:00:00.000","FOUR SEASONS FOOD SERVICE MANAGEMENT INC","2022-03-10T00:00:00.000","2529","FSE (Private School Cafeteria - For Profit)","AV","18A","Current valid permit, registration or other authorization to operate establishment not available.","40.639406225236","-74.097750459092","501","49","006700","5106506","5000920001","SI35","5"
"40541266","P.S. 075 EMILY DICKINSON, M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL","735","WEST END AVENUE","New York","NY","Manhattan","10025","2023-01-27T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2020-11-06T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.795149984795","-73.973291969856","107","06","018300","1034190","1012530065","MN12","1"
"40541738","P169M @ ROBERT F. KENNEDY","110","EAST   88 STREET","New York","NY","Manhattan","10128","2023-02-03T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-01-25T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.781220409513","-73.955672896099","108","04","014802","1048043","1015167502","MN40","1"
"50078658","EISEK HATORAH","8101","AVENUE K","Brooklyn","NY","Brooklyn","11236","2023-02-14T00:00:00.000","EISEK HATORAH DRACHMISTRIVKA","2023-02-14T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04L","Evidence of mice or live mice in establishment's food or non-food areas.","40.632791167849","-73.908747937541","318","46","099600","3225585","3080330007","BK50","3"
"41415097","BNOS SPINKA","799","KENT AVENUE","Brooklyn","NY","Brooklyn","11205","2022-08-18T00:00:00.000","BNOS SPINKA INC.","2022-08-18T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","40.696957716655","-73.959872767714","303","33","123700","3054201","3018840010","BK75","3"
"40735164","BNOS CHAYIL","345","HEWES STREET","Brooklyn","NY","Brooklyn","11211","2022-11-15T00:00:00.000","CHAYIL SCHOOL BNOS","2021-07-21T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","AV","22C","Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.","40.706912845902","-73.952296005591","301","34","052700","3063618","3024640014","BK73","3"
"50084360","BROOKLYN EMERGING LEADERS ACADEMY CHARTER HS","125","STUYVESANT AVENUE","Brooklyn","NY","Brooklyn","11221","2022-12-21T00:00:00.000","BROOKLYN EMERGING LEADERS ACADEMY CHARTER SCHOOL","2022-04-04T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10E","Accurate thermometer not provided in refrigerated or hot holding equipment.","40.691266630548","-73.933696751454","303","36","029100","3043822","3016160001","BK35","3"
"40542711","P.S. 102 THE BAYVIEW","211","72 STREET","Brooklyn","NY","Brooklyn","11209","2022-09-30T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-02-03T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.634012328386","-74.029035603276","310","43","006800","3146491","3058900001","BK31","3"
"40541262","N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES, N.Y.C. MUSEUM SCHOOL, NEW YORK CITY LAB MIDDLE SCHOOL F","333","WEST   17 STREET","New York","NY","Manhattan","10011","2023-02-15T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-02-09T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","40.742121634156","-74.002197727432","104","03","008300","1079152","1007410010","MN13","1"
"40541239","P.S. 046 ARTHUR TAPPAN","2987","FREDERICK DOUGLASS BOULEVARD","New York","NY","Manhattan",,"2022-10-03T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-10-03T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","0","0",,,,,"1",,"1"
"40540413","I.S. 007 ELIAS BERNSTEIN, SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25","1270","HUGUENOT AVENUE","NULL","NY","Staten Island","10312","2022-11-21T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-08-10T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","40.523749411693","-74.185938968331","503","51","019800","5082345","5065440001","SI01","5"
"50130589","MOTT HAVEN ACADEMY CHARTER SCHOOL","170","BROWN PLACE","Bronx","NY","Bronx","10454","2022-11-15T00:00:00.000","SLA MANAGEMENT INC","2022-11-15T00:00:00.000","2529","FSE (Private School Cafeteria - For Profit)","AV","18-01","Current valid permit, registration or other authorization to operate a Food Service Establishment (FSE) or Non-retail Food Processing Establishment (NRFP) not available.","40.806373997216","-73.92114829591","201","08","002500","2000023","2022630001","BX39","2"
"40742282","LUTHERAN SCHOOL OF FLUSHING & BAYSIDE","3601","BELL BOULEVARD","BAYSIDE","NY","Queens","11361","2022-11-21T00:00:00.000","LUTHERAN CHURCH SCHOOLS OF FLUSHING AND BAYSIDE","2022-11-21T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.767797055683","-73.773167148638","411","19","112300","4136561","4061760001","QN46","4"
"40736082","BNOS ZION OF BOBOV","5000","14 AVENUE","Brooklyn","NY","Brooklyn","11219","2023-03-09T00:00:00.000","BNOS ZION OF BOBOV_, INC.","2023-03-09T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.633049458811","-73.990593018879","312","44","023600","3138079","3056490038","BK88","3"
"50082752","P233Q AT Q335, PS 377","15015","RALEIGH ST","OZONE PARK","NY","Queens","11417","2023-03-01T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-07-22T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.668012651464","-73.83730795352","410","32","008800","4000000","4115600001","QN56","4"
"40541009","J.H.S. 008 RICHARD S. GROSSLEY, THE EMERSON SCHOOL, YORK EARLY COLLEGE ACADEMY","10835","167 STREET","JAMAICA","NY","Queens","11433","2023-01-18T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-09-22T00:00:00.000","2530","FSE (Public School Cafeteria)","C","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","40.697181697316","-73.787191675506","412","27","025800","4216655","4101780001","QN01","4"
"40542573","P.S. 380 JOHN WAYNE ELEMENTARY, P.S. K141","370","MARCY AVENUE","Brooklyn","NY","Brooklyn","11206","2022-10-13T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-02-23T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.702419939998","-73.952984485276","301","33","053100","3061235","3022360009","BK75","3"
"50120872","AECI II: NYC CHARTER HIGH SCHOOL FOR COMPUTER ENGINEERING AND INNOVATION","116","EAST  169 STREET","Bronx","NY","Bronx","10452","2022-12-15T00:00:00.000","RED RABBIT LLC","2022-03-22T00:00:00.000","2529","FSE (Private School Cafeteria - For Profit)","AV","18A","Current valid permit, registration or other authorization to operate establishment not available.","40.836958766916","-73.917382347954","204","16","022102","2002858","2024660011","BX63","2"
"40655563","THE DALTON SCHOOL - LOWER","63","EAST   91 STREET","New York","NY","Manhattan","10128","2022-11-22T00:00:00.000","FLIK INTERNATIONAL CORP","2022-02-28T00:00:00.000","2529","FSE (Private School Cafeteria - For Profit)",,,,"40.783745623557","-73.95577953887","108","04","016001","1047021","1015030028","MN40","1"
"40541870","INDEPENDENCE HIGH SCHOOL, LYFE [BABIES], HIGH SCHOOL FOR ENVIRONMENTAL STUDIES","444","WEST   56 STREET","New York","NY","Manhattan","10019","2023-01-24T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-07-11T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.767784480942","-73.987530563401","104","03","013900","1026841","1010650001","MN15","1"
"50102105","THE RICHMOND PRE-K CENTER AT 2530 VICTORY BOULEVARD","2530","VICTORY BOULEVARD","NULL","NY","Staten Island","10314","2023-01-31T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-05-26T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.60994752039","-74.147916770442","501","50","018901","5035399","5020990024","SI07","5"
"40542944","P.S. 031 SAMUEL F. DUPONT","75","MESEROLE AVENUE","Brooklyn","NY","Brooklyn","11222","2022-11-28T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-03-10T00:00:00.000","2530","FSE (Public School Cafeteria)","G","09A","Canned food product observed dented and not segregated from other consumable food items.","40.726579917108","-73.954269827726","301","33","056100","3065299","3025950001","BK76","3"
"40543508","P.S. 108 PHILIP J. ABINANTI","1166","NEIL AVENUE","BRONX","NY","Bronx",,"2022-11-21T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2020-11-12T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10H","Proper sanitization not provided for utensil ware washing operation.","0","0",,,,,"2",,"2"
"40736032","YESHIVA BNOS AHAVAS ISRAEL","12","FRANKLIN AVENUE","Brooklyn","NY","Brooklyn","11249","2023-01-10T00:00:00.000","YESHIVA BNOS AHAVAS ISRAEL","2023-01-10T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","40.699026946369","-73.958944670984","301","33","053700","3061372","3022610017","BK72","3"
"40740823","MESIVTA TIFERETH JERUSALEM","141147","EAST BROADWAY","NEW YORK","NY","Manhattan",,"2023-03-23T00:00:00.000","MESIFTA TIFERETH JERUSALEM INC","2023-02-07T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","0","0",,,,,"1",,"1"
"40542780","FORT HAMILTON HIGH SCHOOL","8301","SHORE ROAD","Brooklyn","NY","Brooklyn","11209","2023-03-14T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-03-14T00:00:00.000","2530","FSE (Public School Cafeteria)","G","09A","Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE","40.62789090766","-74.03998467476","310","43","004600","3152318","3060130001","BK31","3"
"40542888","P186X @ P306X, THE BRONX SCHOOL OF YOUNG LEADERS, P.S. 306","40","WEST TREMONT AVENUE","Bronx","NY","Bronx","10453","2023-03-23T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2023-03-23T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.85181688648","-73.911179028679","205","14","021700","2098721","2028620014","BX36","2"
"50081444","ALL HALLOWS  HIGH SCHOOL","111","EAST  164 STREET","Bronx","NY","Bronx","10452","2022-11-22T00:00:00.000","NR CAFETERIA SERVICES INC","2022-04-08T00:00:00.000","2529","FSE (Private School Cafeteria - For Profit)","G","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","40.829916254592","-73.922009216904","204","08","019500","2002870","2024710001","BX63","2"
"50067660","BASIS INDEPENDENT MANHATTAN","795","COLUMBUS AVENUE","New York","NY","Manhattan","10025","2022-10-20T00:00:00.000","BUTTER BEANS, INC.","2022-10-20T00:00:00.000","2529","FSE (Private School Cafeteria - For Profit)",,,,"40.794552526401","-73.966271257782","107","07","018500","1088631","1018337506","MN12","1"
"40832114","SAINT DEMETRIOS HIGH SCHOOL, SAINT DEMETRIOS GREEK AMERICAN SCHOOL - UPK, ST. DEMETRIOS/GREEK-AMER.","3003","30 DRIVE","ASTORIA","NY","Queens","11102","2022-12-06T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-12-06T00:00:00.000","2531","FSE (Private School Cafeteria)",,,,"40.765541834008","-73.923402549071","401","22","006300","4441083","4005930001","QN70","4"
"40541251","THE CHILDRENS WORKSHOP SCHOOL, THE EAST VILLAGE COMMUNITY SCH, P.S. M094 @ CHILDREN'S WORKSHOP SCH","610","EAST   12 STREET","New York","NY","Manhattan","10009","2022-09-28T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2020-12-03T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.727885297268","-73.978525339015","103","02","002800","1079053","1003940012","MN28","1"
"40740817","RABBI ARTHUR SCHNEIER PARK EAST DAY SCHOOL","164","EAST   68 STREET","NEW YORK","NY","Manhattan","10065","2023-02-09T00:00:00.000","SAM AND ESTHER MINSKOFF CULTURAL CENTER PARK E. DAY SCHOOL","2021-03-22T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","40.76754051395","-73.963353564348","108","04","012000","1042477","1014020042","MN40","1"
"50007732","YESHIVA OF STATEN ISLAND","1870","DRUMGOOLE ROAD EAST","NULL","NY","Staten Island","10309","2023-02-09T00:00:00.000","Mesivtha Tiferth Jerusalem","2023-02-09T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","40.528317912521","-74.21502764673","503","51","020803","5085543","5069980024","SI32","5"
"50002013","YESHIVA BETH HILLEL OF WILLIAMSBURG","35","WILLIAMSBURG ST WEST","Brooklyn","NY","Brooklyn","11211","2023-01-13T00:00:00.000","YESHIVA BETH HILLEL OF WILLIAMSBURG","2023-01-13T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","09E","Wash hands sign not posted near or above hand washing sink.","40.698267953289","-73.962778706479","302","33","054300","3335127","3020230150","BK99","3"
"40541676","I.S. 119 THE GLENDALE","7401","78 AVENUE","GLENDALE","NY","Queens","11385","2023-03-22T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-09-20T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.704398264031","-73.875182965191","405","30","063301","4092660","4038120020","QN19","4"
"50125690","BRONX CHARTER SCHOOL FOR EXCELLENCE 5","1946","BATHGATE AVENUE","Bronx","NY","Bronx","10457","2023-02-01T00:00:00.000","RED RABBIT LLC","2022-09-20T00:00:00.000","2529","FSE (Private School Cafeteria - For Profit)","CH","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","40.847715103154","-73.896672306437","206","15","039500","2011434","2030430050","BX01","2"
"40732583","BE`ER HAGOLAH INSTITUTE","671","LOUISIANA AVENUE","Brooklyn","NY","Brooklyn","11239","2023-03-14T00:00:00.000","BEER HAGOLAH INSTITUTE","2022-06-07T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.645630474319","-73.883642663652","305","42","105804","3339160","3044520080","BK93","3"
"40542775","THE BROOKLYN SCHOOL FOR MATH AND RESEARCH, ACADEMY FOR ENVIRONMENTAL LEADERSHIP, BUSHWICK SCHOOL FOR","400","IRVING AVENUE","Brooklyn","NY","Brooklyn","11237","2022-12-09T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-12-09T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","40.697177355621","-73.91116946254","304","37","043500","3076908","3033650098","BK77","3"
"40803105","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY, INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY","4535","VAN DAM ST","LONG ISLAND CITY","NY","Queens","11101","2023-03-16T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-07-30T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.744405319955","-73.933640055031","402","26","017900","4003442","4002490001","QN31","4"
"40540613","I.S. R002 GEORGE L. EGBERT, P037R AT R002","333","MIDLAND AVENUE","NULL","NY","Staten Island","10306","2023-02-16T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-05-04T00:00:00.000","2530","FSE (Public School Cafeteria)","G","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","40.576718189826","-74.100725372416","502","50","011202","5053571","5036960100","SI45","5"
"40541438","ROBERT E. PEARY SCHOOL","1666","HANCOCK STREET","Ridgewood","NY","Queens","11385","2022-09-19T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-09-19T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.698468402235","-73.905556211852","405","34","055300","4085584","4035490044","QN20","4"
"40728832","P.S. K004, P.S. 007 ABRAHAM LINCOLN","858","JAMAICA AVENUE","Brooklyn","NY","Brooklyn","11208","2023-03-06T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2022-07-11T00:00:00.000","2530","FSE (Public School Cafeteria)","G","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","40.689689482181","-73.873108363872","305","37","118201","3090998","3041060039","BK83","3"
"50069686","MANHATTAN COUNTRY SCHOOL","150","WEST   85 STREET","New York","NY","Manhattan","10024","2023-01-30T00:00:00.000","MANHATTAN COUNTRY SCHOOL INC","2022-03-08T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","40.786399908813","-73.974118837227","107","06","016900","1032132","1012150053","MN12","1"
"50105801","BRILLA PAX / CARITAS CHARTER SCHOOL","2336","ANDREWS AVENUE","Bronx","NY","Bronx","10468","2022-10-27T00:00:00.000","BRILLA COLLEGE PREPARATORY CHARTER SCHOOLS","2022-02-09T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","G","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","40.862193883763","-73.906660464063","207","14","025500","2094688","2032180035","BX30","2"
"50102101","THE RICHMOND PRE-K CENTER AT 1535 RICHMOND AVE","1535","RICHMOND AVENUE","NULL","NY","Staten Island","10314","2023-01-10T00:00:00.000","NEW YORK CITY DEPARTMENT OF EDUCATION","2021-04-20T00:00:00.000","2530","FSE (Public School Cafeteria)",,,,"40.610559767383","-74.160044766978","502","50","029104","5151294","5015480100","SI05","5"
"50090030","THE REECE SCHOOL","25","EAST  104 STREET","New York","NY","Manhattan","10029","2022-11-23T00:00:00.000","THE REECE SCHOOL","2021-02-08T00:00:00.000","2533","FSE (Private School Cafeteria - Not-For-Profit)","C","04A","Food Protection Certificate not held by supervisor of food operations.","40.792581831043","-73.951111208032","111","08","016800","1088167","1016100011","MN33","1"
