"fiscal_year","system_code","location_code","location_name","beds_number","managed_by_name","location_type_description","location_category_description","grades_text","grades_final_text","open_date","status_descriptions","primary_building_code","primary_address_line_1","state_code","x_coordinate","y_coordinate","longitude","latitude","community_district","council_district","census_tract","borough_block_lot","nta","nta_name","principal_name","principal_title","principal_phone_number","fax_number","geographical_district_code","admin_district_location_code","administrative_district_name","community_school_sup_name","field_support_center_name","field_support_center_leader","school_support_team_name","school_support_team_leader","highschool_network_location","highschool_network_name","highschool_network","geocoded_column"
"2019","320800011377","X377","Bronx Community High School","320800011377","DOE","Transfer School","High school","09,10,11,12","09,10,11,12","2007-07-01T00:00:00.000","Open","X450","1980 LAFAYETTE AVENUE","NY","1024125","238502","40.821218","-73.85593","209","18","1600","2036040039","BX09","Soundview-Castle Hill-Clason Point-Harding Park","Francis Rollins","I.A. Principal","718-892-1026","718-892-6941","8","HS10",,,"Affinity Group",,"School Support Team 2- Affinity Group",,"HS10","HS Network 10 Superintendent Office","ROTONDO, PAUL","POINT (40.821218 -73.85593)"
"2019","331900011660","K660","W. H. Maxwell Career and Technical Education High","331900011660","DOE","Career Technical","High school","09,10,11,12,SE","09,10,11,12","1913-07-01T00:00:00.000","Open","K660","145 PENNSYLVANIA AVENUE","NY","1013105","184765","40.673766","-73.895976","305","37","114400","3037040001","BK85","East New York (Pennsylvania Ave)","JOCELYN BADETTE","Principal","718-345-9100","718-345-5470","19","HS05",,,"Field Support Center - Brooklyn North",,"School Support Team 1- Brooklyn North",,"HS05","HS Network 05 Superintendent Office","ROSS, JANICE","POINT (40.673766 -73.895976)"
"2019","331400010250","K250","P.S. 250 George H. Lindsay","331400010250","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1964-07-01T00:00:00.000","Open","K250","108 MONTROSE AVENUE","NY","999316","196754","40.706708","-73.945659","301","34","50500","3030600001","BK90","East Williamsburg","Roseann Lacioppa","Principal","718-384-0889","718-302-2314","14","K814","COMMUNITY SCHOOL DISTRICT 14","WINNICKI, ALICJA","Field Support Center - Brooklyn North",,"School Support Team 4- Brooklyn North",,,,,"POINT (40.706708 -73.945659)"
"2019","331900011507","K507","Performing Arts and Technology High School","331900011507","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2004-09-08T00:00:00.000","Open","K435","400 PENNSYLVANIA AVENUE","NY","1013345","182252","40.666868","-73.895122","305","42","115600","3037880001","BK85","East New York (Pennsylvania Ave)","Franklin Encarnacion","Principal","718-688-7900","718-922-0953","19","HS05",,,"Field Support Center - Brooklyn North",,"School Support Team 1- Brooklyn North",,"HS05","HS Network 05 Superintendent Office","ROSS, JANICE","POINT (40.666868 -73.89512200000001)"
"2019","320800010072","X072","P.S. 072 Dr. William Dorney","320800010072","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,SE","1925-07-01T00:00:00.000","Open","X072","2951 DEWEY AVENUE","NY","1034574","239257","40.823237","-73.818172","210","13","15800","2054400001","BX52","Schuylerville-Throgs Neck-Edgewater Park","MARGARITA COLON","Principal","718-822-5311","718-828-4459","8","X808","COMMUNITY SCHOOL DISTRICT 08","TOBIA, ERIKA","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 7- Bronx",,,,,"POINT (40.823237 -73.818172)"
"2019","321200860870","X185","Bronx Lighthouse Charter School","321200860870","Charter","General Academic","K-12 all grades","0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12","2004-09-13T00:00:00.000","Open","X716","1001 INTERVALE AVENUE","NY","1012648","239218","40.823228","-73.897394","202","17","12901","2026990045","BX33","Longwood","Travis Brown","Principal","646-915-0025","646-915-0037","12",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.823228 -73.897394)"
"2019","307500013004","K004","P.S. K004","307500013004","DOE","Special Education","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,06,07,SE","1999-07-01T00:00:00.000","Open","K843","530 STANLEY AVENUE","NY","1015319","178513","40.656599","-73.888024","305","42","110400","3043690001","BK82","East New York","Rebecca Schropfer","Principal","929-275-3937","718-927-3554","19","DA75","CITYWIDE SPECIAL EDUCATION","LOUISSAINT, KETLER","D75 CITYWIDE FSC","Tillman Roberto","Children First Network 752",,,,,"POINT (40.656599 -73.888024)"
"2019","331900011764","K764","The Urban Assembly School for Collaborative Health","331900011764","DOE","Career Technical","High school","09,10,11,12,SE","09,10,11,12","2014-07-01T00:00:00.000","Open","K420","999 JAMAICA AVENUE","NY","1020493","191783","40.693002","-73.869305","305","37","118000","3040940001","BK99","park-cemetery-etc-Brooklyn","Candace Hugee","Principal","718-277-1572","718-277-6041","19","HS03",,,"Affinity Group",,"School Support Team 4- Affinity Group",,"HS03","HS Network 03 Superintendent Office","WALSH, FRED","POINT (40.693002 -73.869305)"
"2019","310600010153","M153","P.S. 153 Adam Clayton Powell","310600010153","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1975-07-01T00:00:00.000","Open","M153","1750 AMSTERDAM AVENUE","NY","998752","240403","40.826514","-73.947599","109","7","23300","1020780019","MN04","Hamilton Heights","KAREN BAILEY","Principal","212-927-8611","212-234-4616","6","M806","COMMUNITY SCHOOL DISTRICT 06","RAMIREZ, MANUEL","Field Support Center - Manhattan","CHU, YUET","School Support Team 7- Manhattan",,,,,"POINT (40.826514 -73.947599)"
"2019","331800860702","K379","Explore Excel Charter School","331800860702","Charter","General Academic","K-8","0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08","2011-07-01T00:00:00.000","Open","K114","1077 REMSEN AVENUE","NY","1009815","173437","40.642684","-73.90788","318","46","96400","3081600022","BK50","Canarsie","Jarren Kanze/Karen Francois","Principal","347-902-1758","718-272-1827","18",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.642684 -73.90788)"
"2019","310200010255","M255","M.S. 255 Salk School of Science","310200010255","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2000-06-21T00:00:00.000","Open","M040","320 EAST 20TH STREET","NY","989367","207177","40.735328","-73.981536","106","2","6400","1009250012","MN21","Gramercy","Rhonda Perry","Principal","212-614-8785","212-614-0095","2","M802","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","Field Support Center - Manhattan","CHU, YUET","School Support Team 4- Manhattan",,,,,"POINT (40.735328 -73.981536)"
"2019","321100011514","X514","The Bronxwood Preparatory Academy","321100011514","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2004-09-08T00:00:00.000","Open","X362","921 EAST 228TH STREET","NY","1024974","262923","40.888242","-73.852714","212","12","40400","2048640035","BX44","Williamsbridge-Olinville","JANET GALLARDO","Principal","718-696-3820","718-696-3821","11","HS02",,,"Field Support Center - Bronx","SAFFER, NANCY","School Support Team 2- Bronx",,"HS02","HS Network 02 Superintendent Office","STAPLE, CARRON","POINT (40.888242 -73.852714)"
"2019","331300860901","K517","Leadership Prep Bedford Stuyvesant Uncommon Prep C","331300860901","Charter","General Academic","K-12 all grades","0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12","2006-07-01T00:00:00.000","Open","K258","141 MACON STREET","NY","999338","187723","40.68192","-73.9456","303","36","26900","3018450001","BK75","Bedford","Ishani Mehta/Aidan K. Thomas","Principal","718-636-0360","718-636-0747","13",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.68192 -73.9456)"
"2019","331500010118","K118","The Maurice Sendak Community School","331500010118","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05","PK,0K,01,02,03,04,05","2013-07-01T00:00:00.000","Open","K763","211 8TH STREET","NY","987689","183793","40.671145","-73.987602","306","39","13700","3009980001","BK37","Park Slope-Gowanus","W ELIZABET GARRAWAY","Principal","718-840-5660","718-840-5666","15","K815","COMMUNITY SCHOOL DISTRICT 15","SKOP, ANITA","Field Support Center - Brooklyn North",,"School Support Team 5- Brooklyn North",,,,,"POINT (40.67114500000001 -73.987602)"
"2019","321100010076","X076","P.S. 076 The Bennington School","321100010076","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1932-07-01T00:00:00.000","Open","X076","900 ADEE AVENUE","NY","1022714","255930","40.869059","-73.860928","211","12","34200","2045520010","BX31","Allerton-Pelham Gardens","DARLENE TERON","Principal","718-882-8865","718-882-8870","11","X10C","COMMUNITY SCHOOL DISTRICT 11","VAUGHAN, CRISTINE","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 9- Bronx",,,,,"POINT (40.869059 -73.860928)"
"2019","310500010154","M154","P.S. 154 Harriet Tubman","310500010154","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1964-07-01T00:00:00.000","Open","M154","250 WEST 127 STREET","NY","998395","234568","40.810499","-73.948902","110","9","22400","1019320010","MN03","Central Harlem North-Polo Grounds","ELIZABETH JARRETT","Principal","212-864-2400","212-864-3933","5","M805","COMMUNITY SCHOOL DISTRICT 05","RUX, DANIKA","Field Support Center - Manhattan","CHU, YUET","School Support Team 6- Manhattan",,,,,"POINT (40.810499 -73.948902)"
"2019","320800010152","X152","P.S. 152 Evergreen","320800010152","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,SE","1975-07-01T00:00:00.000","Open","X152","1007 EVERGREEN AVENUE","NY","1017329","239484","40.823941","-73.880479","209","17","5200","2037110001","BX55","Soundview-Bruckner","FRANCES LYNCH","Principal","718-589-4560","718-328-5867","8","X808","COMMUNITY SCHOOL DISTRICT 08","TOBIA, ERIKA","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 7- Bronx",,,,,"POINT (40.823941 -73.880479)"
"2019","307500012469","X469","P469X - The Bronx School for Continuous Learners","307500012469","DOE","Special Education","K-8","0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08","2014-07-01T00:00:00.000","Open","X177","3177 WEBSTER AVENUE","NY","1018564","257153","40.872559","-73.875375","207","11","42500","2033530040","BX43","Norwood","Janine Tubiolo","Principal","718-696-6440","718-696-6441","10","DA75","CITYWIDE SPECIAL EDUCATION","LOUISSAINT, KETLER","D75 CITYWIDE FSC","Tillman Roberto","Children First Network 751",,,,,"POINT (40.87255900000001 -73.875375)"
"2019","331500010230","K230","P.S. 230 Doris L. Cohen","331500010230","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1930-07-01T00:00:00.000","Open","K230","1 ALBEMARLE ROAD","NY","989657","174490","40.645609","-73.980515","312","39","49800","3053230032","BK41","Kensington-Ocean Parkway","Maria Della Ragione","Principal","718-437-6135","718-871-2624","15","K815","COMMUNITY SCHOOL DISTRICT 15","SKOP, ANITA","Field Support Center - Brooklyn North",,"School Support Team 5- Brooklyn North",,,,,"POINT (40.645609 -73.98051500000001)"
"2019","310100010378","M378","School for Global Leaders","310100010378","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","2008-07-01T00:00:00.000","Open","M025","145 STANTON STREET","NY","988120","201607","40.72004","-73.986038","103","1","3001","1003540080","MN27","Chinatown","Keri Ricks","Principal","212-260-5375","212-432-5586","1","M801","COMMUNITY SCHOOL DISTRICT 01","CHAN, CARRY","Field Support Center - Manhattan","CHU, YUET","School Support Team 3- Manhattan",,,,,"POINT (40.72004 -73.986038)"
"2019","310200010002","M002","P.S. 002 Meyer London","310200010002","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1958-07-01T00:00:00.000","Open","M002","122 HENRY STREET","NY","986600","199008","40.712907","-73.991523","103","1","600","1002730001","MN28","Lower East Side","Silvana Ng","Principal","212-964-0350","212-608-4080","2","M802","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","Field Support Center - Manhattan","CHU, YUET","School Support Team 3- Manhattan",,,,,"POINT (40.712907 -73.991523)"
"2019","321000011374","X374","Knowledge and Power Preparatory Academy Internatio","321000011374","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2007-07-01T00:00:00.000","Open","X435","500 EAST FORDHAM ROAD","NY","1015058","252424","40.859466","-73.888625","206","15","38700","2030590001","BX06","Belmont","PANOREA PANAGIOSOULIS","Principal","718-933-1247","718-933-1568","10","HS07",,,"Affinity Group",,"School Support Team 2- Affinity Group",,"HS07","HS Network 07 Superintendent Office","CINTRON, RICHARD","POINT (40.859466 -73.888625)"
"2019","307500012176","X176","P.S. X176","307500012176","DOE","Special Education","K-12 all grades","06,07,08,09,10,11,12,SE","PK,01,02,03,04,05,06,07,08,09,10,11,12,SE","1999-07-01T00:00:00.000","Open","X455","750 BAYCHESTER AVENUE","NY","1030803","257757","40.874035","-73.831669","210","12","46201","2051410150","BX13","Co-op City","ALEXANDRA GUERRIERO","Principal","718-904-5700","718-904-5689","11","DA75","CITYWIDE SPECIAL EDUCATION","LOUISSAINT, KETLER","D75 CITYWIDE FSC","Tillman Roberto","Children First Network 752",,,,,"POINT (40.874035000000006 -73.831669)"
"2019","332100011344","K344","Rachel Carson High School for Coastal Studies","332100011344","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2005-07-01T00:00:00.000","Open","K303","521 WEST AVENUE","NY","992025","151505","40.582518","-73.972009","313","47","35400","3072500025","BK23","West Brighton","EDWARD WILENSKY","Principal","718-265-0329","718-372-2514","21","HS06",,,"Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 1- Brooklyn South",,"HS06","HS Network 06 Superintendent Office","PRAYOR, MICHAEL","POINT (40.582518 -73.972009)"
"2019","310600010210","M210","P.S./I.S. 210 - Twenty-first Century Academy for C","310600010210","DOE","General Academic","K-8","PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08","1997-08-04T00:00:00.000","Open","M093","501-503 WEST 152 STREET","NY","999563","241675","40.830004","-73.944666","109","7","23700","1020840129","MN04","Hamilton Heights","EVELYN LINARES","Principal","212-283-0012","212-283-0017","6","M806","COMMUNITY SCHOOL DISTRICT 06","RAMIREZ, MANUEL","Field Support Center - Manhattan","CHU, YUET","School Support Team 7- Manhattan",,,,,"POINT (40.830004 -73.944666)"
"2019","310500860848","M709","Harlem Village Academy West Charter School","310500860848","Charter","General Academic","K-12 all grades","0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12","2003-07-01T00:00:00.000","Open","M194","244 WEST 144 STREET","NY","1000549","238471","40.821208","-73.941111","110","9","23200","1020290011","MN03","Central Harlem North-Polo Grounds","Meg Lembo/Nordia Hewitt","Principal","646-812-9300","646-548-9576","5",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.821208 -73.941111)"
"2019","331400010147","K147","P.S. 147 Isaac Remsen","331400010147","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1906-07-01T00:00:00.000","Open","K147","325 BUSHWICK AVENUE","NY","1001221","196135","40.705005","-73.93879","301","34","48500","3030910001","BK78","Bushwick South","Sandra Noyola","Principal","718-497-0326","718-628-4988","14","K814","COMMUNITY SCHOOL DISTRICT 14","WINNICKI, ALICJA","Field Support Center - Brooklyn North",,"School Support Team 4- Brooklyn North",,,,,"POINT (40.705005 -73.93879)"
"2019","332100010228","K228","I.S. 228 David A. Boody","332100010228","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1930-07-01T00:00:00.000","Open","K228","228 AVENUE S","NY","990692","158114","40.60066","-73.976801","311","47","41000","3070840001","BK29","Bensonhurst East","DOMINICK DANGELO","Principal","718-375-7635","718-376-1209","21","K03G","COMMUNITY SCHOOL DISTRICT 21","DIMOLA, ISABEL","Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 5- Brooklyn South",,,,,"POINT (40.600660000000005 -73.976801)"
"2019","331400011454","K454","The Williamsburg High School of Art and Technology","331400011454","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2006-07-01T00:00:00.000","Open","K049","223 GRAHAM AVENUE","NY","999647","197868","40.709765","-73.944463","301","34","50500","3030250001","BK90","East Williamsburg","CARA TAIT","Principal","718-599-1207","718-387-7945","14","HS05",,,"Field Support Center - Brooklyn North",,"School Support Team 1- Brooklyn North",,"HS05","HS Network 05 Superintendent Office","ROSS, JANICE","POINT (40.709765 -73.944463)"
"2019","332200010052","K052","P.S. 052 Sheepshead Bay","332200010052","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1950-07-01T00:00:00.000","Open","K052","2675 EAST  29 STREET","NY","1000877","153642","40.588372","-73.940135","315","48","60000","3074740001","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","KRISTIN HURLEY","Principal","718-648-0882","718-648-4636","22","K822","COMMUNITY SCHOOL DISTRICT 22","BOVE, JULIA","Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 6- Brooklyn South",,,,,"POINT (40.588372 -73.940135)"
"2019","321000010306","X306","P.S. 306","321000010306","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","1994-07-01T00:00:00.000","Open","X306","40 WEST TREMONT AVENUE","NY","1008920","249231","40.850722","-73.910827","205","14","21700","2028620014","BX36","University Heights-Morris Heights","DARRYL HARRINGTON","Principal","718-583-5355","718-583-5885","10","X810","COMMUNITY SCHOOL DISTRICT 10","HULLA, MARIBEL","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 3- Bronx",,,,,"POINT (40.850722 -73.910827)"
"2019","331500010000","K815","District 15 Superintendent Office","331500010000","DOE","General Academic","Community School District",,,"1999-07-01T00:00:00.000","Open","K802","131 LIVINGSTON STREET","NY","987446","191054","40.691075","-73.988475","302","33","3700","3001540001","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","SKOP, ANITA","CSD Superintendent","718-935-3424",,"15",,"THE CHANCELLOR'S DISTRICT 85",,,,,,,,,"POINT (40.691075 -73.988475)"
"2019","310200011288","M288","Food and Finance High School","310200011288","DOE","Career Technical","High school","09,10,11,12,SE","09,10,11,12","2004-09-08T00:00:00.000","Open","M535","525 WEST  50TH STREET","NY","986272","218160","40.765474","-73.9927","104","3","13500","1010790029","MN15","Clinton","ROGER TURGEON","Principal","212-586-2943","212-586-4205","2","HS04",,,"Field Support Center - Manhattan","CHU, YUET","School Support Team 1- Manhattan",,"HS04","HS Network 04 Superintendent Office","ORLEN, VIVIAN","POINT (40.765474 -73.9927)"
"2019","331800011637","K637","Academy for Conservation and the Environment","331800011637","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2008-07-01T00:00:00.000","Open","K515","6565 FLATLANDS AVENUE","NY","1007307","170435","40.634451","-73.916927","318","46","95000","3079980005","BK50","Canarsie","Eugene Mazzola","Principal","718-968-4101","718-968-4296","18","HS06",,,"Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 1- Brooklyn South",,"HS06","HS Network 06 Superintendent Office","PRAYOR, MICHAEL","POINT (40.634451 -73.916927)"
"2019","310200010340","M340","Sixth Avenue Elementary School","310200010340","DOE","General Academic","Elementary","PK,0K,01,02,03,04,SE","0K,01,02,03,04,05","2014-07-01T00:00:00.000","Open","M340","590 SIXTH AVENUE","NY","985577","208489","40.739145","-73.995534","105","3","5400","1008187501","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","Patricia Carney","Principal","917-305-1000","917-305-1005","2","M802","COMMUNITY SCHOOL DISTRICT 02","CHUMNEY, DONALDA","Field Support Center - Manhattan","CHU, YUET","School Support Team 4- Manhattan",,,,,"POINT (40.739145 -73.995534)"
"2019","310400860919","M382","DREAM Charter School","310400860919","Charter","General Academic","K-12 all grades","PK,0K,01,02,03,04,05,06,07,08,09,10","0K,01,02,03,04,05,06,07,08,09,10,11,12","2008-07-01T00:00:00.000","Open","MBMF","1991 SECOND AVENUE","NY","999452","226799","40.789174","-73.945101","111","8","16400","1016520001","MN33","East Harlem South","Eve Colavito/Kara Brockett","Principal","212-722-0232","212-348-5979","4",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.789174 -73.945101)"
"2019","331300011350","K350","Urban Assembly School for Music and Art","331300011350","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2005-07-01T00:00:00.000","Open","K805","49 FLATBUSH AVENUE EXTENSION","NY","988540","193333","40.69733","-73.984528","302","33","1500","3001200020","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","PAUL THOMPSON","Principal","718-858-0249","718-858-0492","13","HS05",,,"Field Support Center - Brooklyn North",,"School Support Team 1- Brooklyn North",,"HS05","HS Network 05 Superintendent Office","ROSS, JANICE","POINT (40.69733 -73.984528)"
"2019","331900011583","K583","Multicultural High School","331900011583","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2007-07-01T00:00:00.000","Open","K420","999 JAMAICA AVENUE","NY","1020493","191783","40.693002","-73.869305","305","37","118000","3040940001","BK99","park-cemetery-etc-Brooklyn","ALEXANDRA HERNANDEZ","Principal","718-827-2796","718-827-3970","19","HS05",,,"Field Support Center - Brooklyn North",,"School Support Team 3- Brooklyn North",,"HS05","HS Network 05 Superintendent Office","ROSS, JANICE","POINT (40.693002 -73.869305)"
"2019","331400010031","K031","P.S. 031 Samuel F. Dupont","331400010031","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1900-07-01T00:00:00.000","Open","K031","75 MESEROLE AVENUE","NY","996961","204135","40.72697","-73.954139","301","33","56100","3025950001","BK76","Greenpoint","MARY SCARLATO","Principal","718-383-8998","718-383-5652","14","K814","COMMUNITY SCHOOL DISTRICT 14","WINNICKI, ALICJA","Field Support Center - Brooklyn North",,"School Support Team 4- Brooklyn North",,,,,"POINT (40.72697 -73.954139)"
"2019","310200011393","M393","Business Of Sports School","310200011393","DOE","Career Technical","High school","09,10,11,12,SE","09,10,11,12","2009-07-01T00:00:00.000","Open","M625","439 WEST 49TH STREET","NY","986932","217497","40.763655","-73.990318","104","3","12700","1010590015","MN15","Clinton","JOSHUA SOLOMON","Principal","212-246-2183","212-246-2913","2","HS07",,,"Affinity Group",,"School Support Team 3- Affinity Group",,"HS07","HS Network 07 Superintendent Office","CINTRON, RICHARD","POINT (40.763655 -73.990318)"
"2019","331400011614","K614","Young Women's Leadership School of Brooklyn","331400011614","DOE","General Academic","Secondary School","06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12","2008-07-01T00:00:00.000","Open","K147","325 BUSHWICK AVENUE","NY","1001221","196135","40.705005","-73.93879","301","34","48500","3030910001","BK78","Bushwick South","Catherine Mitchell","Principal","718-387-5641",,"14","HS07",,,"Affinity Group",,"School Support Team 3- Affinity Group",,"HS07","HS Network 07 Superintendent Office","CINTRON, RICHARD","POINT (40.705005 -73.93879)"
"2019","331900010218","K218","J.H.S. 218 James P. Sinnott","331900010218","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1964-07-01T00:00:00.000","Open","K218","370 FOUNTAIN AVENUE","NY","1019054","183408","40.67002","-73.874537","305","42","111800","3042780001","BK82","East New York","Lisa ann Hermann","I.A. Principal","718-647-9050","718-827-5839","19","K819","COMMUNITY SCHOOL DISTRICT 19","THOMAS MCBRYDE JR","Field Support Center - Brooklyn North",,"School Support Team 6- Brooklyn North",,,,,"POINT (40.67002000000001 -73.874537)"
"2019","331400010297","K297","P.S. 297 Abraham Stockton","331400010297","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05","1959-07-01T00:00:00.000","Open","K297","700 PARK AVENUE","NY","998623","193354","40.697377","-73.948166","303","36","25700","3017390011","BK75","Bedford","JAMES BROWN","Principal","718-388-4581","718-302-2315","14","K814","COMMUNITY SCHOOL DISTRICT 14","WINNICKI, ALICJA","Field Support Center - Brooklyn North",,"School Support Team 4- Brooklyn North",,,,,"POINT (40.697377 -73.948166)"
"2019","310200011374","M374","Gramercy Arts High School","310200011374","DOE","General Academic","High school","09,10,11,12,SE","09,10,11,12","2008-07-01T00:00:00.000","Open","M460","40 IRVING PLACE","NY","987835","207189","40.735361","-73.987064","106","2","5000","1008720057","MN21","Gramercy","Susan DiCicco","Principal","212-253-7076","212-253-8095","2","HS04",,,"Field Support Center - Manhattan","CHU, YUET","School Support Team 1- Manhattan",,"HS04","HS Network 04 Superintendent Office","ORLEN, VIVIAN","POINT (40.735361 -73.987064)"
"2019","331900010364","K364","I.S. 364 Gateway","331900010364","DOE","General Academic","Junior High-Intermediate-Middle","06,07,08,SE","06,07,08","1999-07-01T00:00:00.000","Open","K364","1426 FREEPORT LOOP","NY","1017241","174731","40.646211","-73.881115","305","42","105804","3044520040","BK93","Starrett City","Nicole Fraser Edmund","Principal","718-642-3007","718-642-8516","19","K819","COMMUNITY SCHOOL DISTRICT 19","THOMAS MCBRYDE JR","Field Support Center - Brooklyn North",,"School Support Team 6- Brooklyn North",,,,,"POINT (40.646211 -73.881115)"
"2019","320700861005","X554","New York City Montessori Charter School","320700861005","Charter","General Academic","Elementary","PK,0K,01,02,03,04,05","0K,01,02,03,04,05","2011-07-01T00:00:00.000","Open","XAFI","423 East 138th Street","NY","1005874","233916","40.808703","-73.921888","201","8","3900","0","BX39","Mott Haven-Port Morris","ABEKU BOMANI HAYES","PRINCIPAL","347-226-9094",,"7",,"OFFICE OF CHARTER SCHOOLS",,,,,,,,,"POINT (40.808703 -73.921888)"
"2019","332000010748","K748","P.S. 748 Brooklyn School for Global Scholars","332000010748","DOE","General Academic","Elementary","0K,01,02,03,04,05,SE","0K,01,02,03,04,05","2010-07-01T00:00:00.000","Open","K163","1664 BENSON AVENUE","NY","982176","160328","40.606739","-74.007469","311","43","18000","3063990040","BK27","Bath Beach","Ursula Annio","Principal","718-382-3130","718-382-3140","20","K820","COMMUNITY SCHOOL DISTRICT 20","COSTANTINO, KARINA","Field Support Center - Brooklyn South","Mauriciere de Govia","School Support Team 4- Brooklyn South",,,,,"POINT (40.606739 -74.007469)"
"2019","320900011413","X413","Bronx High School for Medical Science","320900011413","DOE","General Academic","Secondary School","06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12","2001-07-01T00:00:00.000","Open","X410","240 EAST 172 STREET","NY","1008775","245072","40.839307","-73.911366","204","16","22500","2028170002","BX14","East Concourse-Concourse Village","WILLIAM QUINTANA","Principal","718-410-4040","718-992-4129","9","HS09",,,"Field Support Center - Bronx","SAFFER, NANCY","School Support Team 2- Bronx",,"HS09","HS Network 09 Superintendent Office","ALCOFF, MICHAEL","POINT (40.839307 -73.911366)"
"2019","321200010196","X196","P.S. 196","321200010196","DOE","General Academic","Elementary","PK,0K,01,02,03,04,05,SE","02,03,04,05","1999-07-01T00:00:00.000","Open","X077","1250 WARD AVENUE","NY","1018204","241988","40.830811","-73.877305","209","18","5400","2037750025","BX08","West Farms-Bronx River","LIZZETTE GRACIANI","Principal","718-328-7187","718-861-8401","12","X812","COMMUNITY SCHOOL DISTRICT 12","ROSADO, JACQUELINE","Field Support Center - Bronx","SAFFER, NANCY","School Support Team 5- Bronx",,,,,"POINT (40.830811 -73.877305)"
