"bin","housenumber","streetname","borough","cbno","job_number","workpermitnumber","ahv_permit_number","ahvpermitstatus","variancetype","reasonforvariance","variance_start_date_time","variance_end_date_time","residence_200ft","enclosed_work","demolition","crane_use","latitude","longitude","community_board","council_district","census_tract","bbl","nta"
"1016004","424","FIFTH AVENUE","MANHATTAN","105",,"M00617123-I1-ST, M00625177-I1-MS, M00625335-I1-MS, M00629546-I1-GC, M00629605-I1-GC","M7254889","AHV Permit Issued","Initial","Public Safety","2022-06-10T18:00:00.000","2022-06-11T07:00:00.000","true","true","false","false","40.751056","-73.982665","5","4","84","1008400042","Midtown-Midtown South"
"1085695","562","FIRST AVENUE","MANHATTAN","106",,"M00464381-I1-ST","M8534252","AHV Permit Issued","Initial","Public Safety","2022-04-15T18:00:00.000","2022-04-16T02:00:00.000","false","false","false","false","40.742562","-73.974399","6","4","62","1009627501","Murray Hill-Kips Bay"
"1014508","240","WEST   40 STREET","MANHATTAN","105",,"M00565427-I1-MS, M00565427-I1-GC","M5055798","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-11-06T08:00:00.000","2021-11-06T17:00:00.000","true","true","false","false","40.755265","-73.989132","5","3","113","1007890062","Midtown-Midtown South"
"1088749","1","MADISON AVENUE","MANHATTAN",,,,"M7470337","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-05-12T18:00:00.000","2022-05-12T23:59:00.000","true","false","false","true","40.740909","-73.987947","5","2","56","1008530002","Hudson Yards-Chelsea-Flatiron-Union Square"
"1047676","163","EAST   84 STREET","MANHATTAN","108",,"M00646645-I1-GC","M2439251","AHV Permit Issued","Initial","City Construction Project","2022-05-11T18:00:00.000","2022-05-11T23:59:00.000","true","true","true","false","40.777906","-73.955874","8","5","14801","1015130029","Upper East Side-Carnegie Hill"
"4058953","55-90","48 STREET","QUEENS","405",,"Q00520350-I1-EA","Q8234438","AHV Permit Issued","Initial","Public Safety","2021-10-02T07:00:00.000","2021-10-02T15:30:00.000","false","false","false","false","40.722406","-73.921551","5","30","219","4026000092","Hunters Point-Sunnyside-West Maspeth"
"1013547","5","PENN PLAZA","MANHATTAN","104",,"M00652388-I1-GC","M6112568","AHV Permit Issued","Renewal","Public Safety","2022-05-17T18:00:00.000","2022-05-18T00:00:00.000","true","true","false","false","40.751861","-73.993716","4","3","103","1007570031","Hudson Yards-Chelsea-Flatiron-Union Square"
"1082757","253","BROADWAY","MANHATTAN","101",,"M00410871-I1-MS","M7006748","AHV Permit Issued","Renewal","Public Safety","2020-12-05T06:00:00.000","2020-12-06T02:00:00.000","true","true","false","false","40.713265","-74.007063","1","1","21","1001347501","SoHo-TriBeCa-Civic Center-Little Italy"
"1035421","270","PARK AVENUE","MANHATTAN","105","M00140916-I1","M00140916-I1-SF","M8136816","Approved","Initial","Public Safety","2019-11-03T06:00:00.000","2019-11-03T18:00:00.000","true","false","false","false","40.755641","-73.975109","5","4","94","1012830021","Midtown-Midtown South"
"1082816","388","GREENWICH STREET","MANHATTAN","101",,"M00246311-I1-ST, 123344522-01-EW-OT, 123344522-02-EW-MH, 123344522-03-EW-OT","M1516852","AHV Permit Issued","Initial","Public Safety","2020-12-19T09:00:00.000","2020-12-19T17:00:00.000","true","true","true","false","40.720659","-74.010098","1","1","39","1002160001","SoHo-TriBeCa-Civic Center-Little Italy"
"1014387","1","PENN PLAZA","MANHATTAN","105","M00105672-I1","M00105672-I1-SH","M2408971","AHV Permit Issued","Initial","Public Safety","2020-01-17T18:00:00.000","2020-01-18T06:00:00.000","true","false","false","false","40.751098","-73.992926","5","3","101","1007830070","Midtown-Midtown South"
"1026318","60","COLUMBUS CIRCLE","MANHATTAN","104",,"M00611061-I1-GC","M9771532","AHV Permit Issued","Renewal","Public Safety","2021-12-08T18:00:00.000","2021-12-09T02:00:00.000","true","true","true","false","40.768941","-73.982595","4","3","145","1010497501","Lincoln Square"
"3335796","292","KENT AVENUE","BROOKLYN","301",,"B00252953-I1-ST","B8945576","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-07-16T06:00:00.000","2021-07-16T07:00:00.000","true","false","false","true","40.714616","-73.966839","1","33","551","3024140025","North Side-South Side"
"1035348","330","MADISON AVENUE","MANHATTAN","105",,"M00644330-I1-GC","M2023834","AHV Permit Issued","Renewal","Public Safety","2022-02-16T18:00:00.000","2022-02-17T02:00:00.000","true","true","false","false","40.753383","-73.978871","5","4","94","1012770014","Midtown-Midtown South"
"1007385","155","6 AVENUE","MANHATTAN","102",,"M00589229-I1-GC","M1833457","Approved","Initial","Public Safety","2022-02-01T18:00:00.000","2022-02-02T02:00:00.000","true","true","false","false","40.725248","-74.004412","2","3","37","1004910046","SoHo-TriBeCa-Civic Center-Little Italy"
"1076176","125","WEST   55 STREET","MANHATTAN","105",,"M08007187-I1-GC","M6644755","AHV Permit Issued","Initial","Public Safety","2022-12-01T18:00:00.000","2022-12-02T02:00:00.000","true","true","true","false","40.763514","-73.979276","5","4","137","1010080019","Midtown-Midtown South"
"1071457","399","PARK AVENUE","MANHATTAN","105",,"M00509140-I1-GC, M00507432-I1-MS","M8104950","AHV Permit Issued","Initial","Public Safety","2021-11-15T18:00:00.000","2021-11-16T07:00:00.000","true","true","false","false","40.759541","-73.972245","5","4","100","1013087502","Turtle Bay-East Midtown"
"1022581","1475","BROADWAY","MANHATTAN","105",,"M00397078-I1-ST","M2756081","AHV Permit Issued","Initial","Undue Hardship","2022-06-17T18:00:00.000","2022-06-18T07:00:00.000","false","true","true","false","40.756239","-73.986244","5","3","119","1009950001","Midtown-Midtown South"
"1024899","250","WEST   57 STREET","MANHATTAN","105",,"M00680938-I1-GC","M9664263","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-06-13T18:00:00.000","2022-06-14T02:00:00.000","true","true","false","false","40.766391","-73.982119","5","3","137","1010280056","Midtown-Midtown South"
"4431409","33-26","92 STREET","QUEENS","403",,"Q00619014-I1-GC","Q7769384","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-06-11T08:00:00.000","2022-06-11T16:00:00.000","true","false","false","false","40.755939","-73.875971","3","25","275","4014390001","Jackson Heights"
"4076225","68-50","JUNO STREET","QUEENS","406",,"Q00504317-I1-GC","Q6288071","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-09-18T08:00:00.000","2021-09-18T17:00:00.000","true","false","false","false","40.715711","-73.85358","6","29","707","4031970030","Forest Hills"
"1015420","122","5 AVENUE","MANHATTAN","105",,"M00536134-I1-GC, M00500631-I1-FO, M00536435-I1-ST","M4355005","AHV Permit Rejected","Initial","Public Safety","2021-12-21T18:00:00.000","2021-12-21T21:00:00.000","true","false","false","false","40.73817","-73.992054","5","3","54","1008190039","Hudson Yards-Chelsea-Flatiron-Union Square"
"1090681","40","10 AVENUE","MANHATTAN","102",,"M00508979-I1-GC","M9576532","AHV Permit Rejected","Initial","Construction activities with minimal noise impact","2021-07-31T07:00:00.000","2021-07-31T18:00:00.000","false","true","false","false","40.741621","-74.008603","2","3","79","1006460001","West Village"
"1083026","2","PENN PLAZA","MANHATTAN",,,,"M1085353","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-05-19T18:00:00.000","2022-05-19T23:59:00.000","true","false","false","true","40.750017","-73.991345","5","3","101","1007810002","Midtown-Midtown South"
"1023157","787","SEVENTH AVENUE","MANHATTAN","105",,"140973007-01-EW-OT, 140988929-01-EW-OT, M00528579-I1-GC, M00422505-I1-MS","M1502701","AHV Permit Rejected","Initial","Public Safety","2021-07-17T07:00:00.000","2021-07-17T17:00:00.000","true","false","true","false","40.761955","-73.982622","5","4","131","1010040020","Midtown-Midtown South"
"1081694","530","FIRST AVENUE","MANHATTAN","106",,"M00690292-I1-SH","M1812022","AHV Permit Issued","Initial","Public Safety","2022-04-03T07:00:00.000","2022-04-03T17:00:00.000","true","false","true","false","40.741659","-73.975049","6","4","62","1009627501","Murray Hill-Kips Bay"
"1036460","345","PARK AVENUE","MANHATTAN","105",,"M00576134-I1-GC, M00576171-I1-MS","M1651711","AHV Permit Issued","Initial","Public Safety","2021-09-13T18:00:00.000","2021-09-13T23:59:00.000","true","true","false","false","40.758171","-73.973246","5","4","100","1013060001","Turtle Bay-East Midtown"
"1046252","510","EAST   62 STREET","MANHATTAN","108",,"M00559123-I1-GC","M3592224","AHV Permit Issued","Initial","Public Safety","2022-04-25T18:00:00.000","2022-04-25T23:59:00.000","true","true","true","false","40.760459","-73.958196","8","5","10602","1014740040","Lenox Hill-Roosevelt Island"
"1000057","200","LIBERTY STREET","MANHATTAN","101",,"M00553245-I1-GC","M4339798","AHV Permit Issued","Renewal","Public Safety","2021-11-08T18:00:00.000","2021-11-09T03:30:00.000","true","true","false","false","40.711425","-74.015442","1","1","31704","1000160120","Battery Park City-Lower Manhattan"
"1019460","99","PARK AVENUE","MANHATTAN","106",,"M00647578-I1-GC","M5129082","AHV Permit Issued","Initial","Public Safety","2022-05-06T18:00:00.000","2022-05-07T02:00:00.000","true","true","false","false","40.750745","-73.978666","6","4","80","1008950001","Murray Hill-Kips Bay"
"1036195","730","THIRD AVENUE","MANHATTAN","106",,"123921355-01-EW-OT, 123921355-02-EW-OT, 123921355-03-EW-OT, M00348982-I1-MS","M7991649","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-01-15T18:00:00.000","2021-01-16T00:00:00.000","true","true","false","false","40.753104","-73.972757","6","4","92","1013000033","Turtle Bay-East Midtown"
"1076193","1585","BROADWAY","MANHATTAN","105",,"M00534555-I1-GC, M00534577-I1-MS, M00534587-I1-ST, M00460721-I1-GC, M00463942-I1-ST","M5424604","AHV Permit Issued","Renewal","Public Safety","2022-03-31T18:00:00.000","2022-04-01T02:00:00.000","true","true","false","false","40.760216","-73.985334","5","3","125","1010197502","Midtown-Midtown South"
"1014387","1","PENN PLAZA","MANHATTAN","105",,"M00467746-I1-GC","M2722923","AHV Permit Issued","Initial","Public Safety","2021-03-27T18:00:00.000","2021-03-28T03:00:00.000","true","true","true","false","40.751098","-73.992926","5","3","101","1007830070","Midtown-Midtown South"
"1013885","250","WEST   19 STREET","MANHATTAN","104",,"M00631966-I1-GC","M1428056","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-05-28T09:00:00.000","2022-05-28T17:00:00.000","true","true","false","false","40.742324","-73.999069","4","3","87","1007680059","Hudson Yards-Chelsea-Flatiron-Union Square"
"2000023","170","BROWN PLACE","BRONX","201",,"X00690355-I1-MS","X7168323","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-06-12T07:00:00.000","2022-06-12T19:00:00.000","true","false","false","true","40.806381","-73.921149","1","8","25","2022630001","Mott Haven-Port Morris"
"1034196","1114","AVENUE OF THE AMERICAS","MANHATTAN","105",,"M00542067-I1-GC","M3566080","AHV Permit Issued","Initial","Public Safety","2021-12-25T06:00:00.000","2021-12-25T15:00:00.000","true","true","false","false","40.755352","-73.983732","5","4","96","1012580009","Midtown-Midtown South"
"1016047","452","FIFTH AVENUE","MANHATTAN","105",,"M00576731-I1-PL","M9728230","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-01-08T06:00:00.000","2022-01-08T16:00:00.000","false","true","false","false","40.752335","-73.982416","5","4","84","1008410049","Midtown-Midtown South"
"1007385","155","6 AVENUE","MANHATTAN","102",,"M00635263-I1-GC","M7351833","AHV Permit Issued","Initial","Public Safety","2022-03-07T18:00:00.000","2022-03-08T02:00:00.000","true","true","false","false","40.725248","-74.004412","2","3","37","1004910046","SoHo-TriBeCa-Civic Center-Little Italy"
"1014387","1","PENN PLAZA","MANHATTAN","105",,"M00105672-I1-SH","M3591761","AHV Permit Issued","Initial","Public Safety","2021-03-10T20:00:00.000","2021-03-11T06:00:00.000","true","false","false","false","40.751098","-73.992926","5","3","101","1007830070","Midtown-Midtown South"
"1090122","66","HUDSON BOULEVARD","MANHATTAN","104",,"M00631967-I1-GC, M00631917-I1-GC","M3146089","AHV Permit Rejected","Initial","Undue Hardship","2022-04-15T18:00:00.000","2022-04-16T02:00:00.000","false","false","false","false","40.755578","-74.000162","4","3","99","1007060017","Hudson Yards-Chelsea-Flatiron-Union Square"
"1046252","510","EAST   62 STREET","MANHATTAN","108",,"M00450722-I1-ST, M00450681-I1-GC, M00450691-I1-MS","M7171750","AHV Permit Issued","Renewal","Public Safety","2022-05-18T00:00:00.000","2022-05-18T06:59:00.000","true","true","false","false","40.760459","-73.958196","8","5","10602","1014740040","Lenox Hill-Roosevelt Island"
"1036145","360","LEXINGTON AVENUE","MANHATTAN","105",,"M00585316-I1-GC","M4008696","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-11-10T18:00:00.000","2021-11-11T00:00:00.000","true","true","true","false","40.750429","-73.9768","5","4","80","1012950017","Murray Hill-Kips Bay"
"1090122","66","HUDSON BOULEVARD","MANHATTAN","104",,"M00502882-I1-GC, M00502893-I1-MS, M00502975-I1-ST","M4926693","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-12-17T18:00:00.000","2021-12-17T22:00:00.000","true","true","true","false","40.755578","-74.000162","4","3","99","1007060017","Hudson Yards-Chelsea-Flatiron-Union Square"
"1034516","640","FIFTH AVENUE","MANHATTAN","105","M00194240-I1","M00194240-I1-SH","M7549206","AHV Permit Issued","Initial","Public Safety","2020-02-14T22:00:00.000","2020-02-15T07:00:00.000","true","false","false","false","40.759432","-73.977122","5","4","104","1012670034","Midtown-Midtown South"
"1024909","1790","BROADWAY","MANHATTAN","105","M00001976-I1","M00001976-I1-SH","M4398712","AHV Permit Rejected","Initial","Public Safety","2019-10-18T21:00:00.000","2019-10-19T06:00:00.000","true","false","false","false","40.766984","-73.981729","5","4","137","1010290053","Midtown-Midtown South"
"1083860","45","ROCKEFELLER PLAZA","MANHATTAN","105",,"M00503853-I1-MS","M7681802","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-06-17T18:00:00.000","2021-06-18T02:00:00.000","true","true","true","false","40.759204","-73.978335","5","4","104","1012660001","Midtown-Midtown South"
"1046252","510","EAST   62 STREET","MANHATTAN","108",,"M00559123-I1-GC, M00450660-I1-GC, M00450681-I1-GC","M8163079","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-01-31T19:00:00.000","2022-02-01T03:30:00.000","true","false","true","false","40.760459","-73.958196","8","5","10602","1014740040","Lenox Hill-Roosevelt Island"
"1091697","450","EAST   29 STREET","MANHATTAN","106",,"M00477770-I1-GC","M9760365","AHV Permit Issued","Initial","Public Safety","2021-12-14T19:00:00.000","2021-12-15T05:59:00.000","true","true","false","false","40.739982","-73.974209","6","4","62","1009627502","Murray Hill-Kips Bay"
"1019483","600","THIRD AVENUE","MANHATTAN","106","M00244160-I1","M00244160-I1-EW-SP","M5822329","AHV Permit Rejected","Initial","Construction activities with minimal noise impact","2020-03-05T18:00:00.000","2020-03-06T02:00:00.000","true","true","false","false","40.74898","-73.975783","6","4","80","1008950045","Murray Hill-Kips Bay"
"1035771","65","EAST   55 STREET","MANHATTAN","105",,"M00482346-I1-GC","M1337347","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-08-28T07:00:00.000","2021-08-28T19:00:00.000","true","true","false","false","40.760718","-73.972642","5","4","102","1012910028","Midtown-Midtown South"
"1035335","60","EAST   42 STREET","MANHATTAN","105",,"M00467482-I1-GC","M2215158","AHV Permit Issued","Initial","Public Safety","2021-05-14T18:00:00.000","2021-05-15T02:00:00.000","true","true","false","false","40.752532","-73.978662","5","4","82","1012760042","Murray Hill-Kips Bay"
"1000060","250","VESEY STREET","MANHATTAN","101",,"M00531186-I1-GC","M1613904","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-02-05T06:00:00.000","2022-02-05T17:00:00.000","false","true","true","false","40.714529","-74.015677","1","1","31703","1000160150","Battery Park City-Lower Manhattan"
"1034195","1100","AVENUE OF THE AMERICAS","MANHATTAN","105",,"M00437113-I1-MS","M3029892","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-05-07T07:00:00.000","2022-05-07T16:00:00.000","false","true","false","false","40.754937","-73.984036","5","4","96","1012580001","Midtown-Midtown South"
"3425091","85","JAY STREET","BROOKLYN","302",,"B00462186-I1-GC, B00462200-I1-MS, B00472454-I1-ST","B4799141","AHV Permit Issued","Initial","Public Safety","2021-12-18T09:00:00.000","2021-12-18T18:00:00.000","true","true","false","false","40.702063","-73.986703","2","33","21","3000540001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"4439898","56-45","MAIN STREET","QUEENS","407","Q00176789-I1","Q00176789-I1-SH","Q5814331","AHV Permit Issued","Initial","Public Safety","2019-06-30T07:00:00.000","2019-06-30T17:00:00.000","false","false","false","false","40.746817","-73.826155","7","20","799","4051650001","Queensboro Hill"
"3003434","231","BALTIC STREET","BROOKLYN","306",,"B00625119-I1-GC","B8183599","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-10-22T08:00:00.000","2022-10-22T17:00:00.000","true","false","false","false","40.686498","-73.995233","6","39","45","3003070049","Carroll Gardens-Columbia Street-Red Hook"
"1034512","75","ROCKEFELLER PLAZA","MANHATTAN","105",,"M00634502-I1-GC","M2944237","AHV Permit Issued","Initial","City Construction Project","2022-05-11T18:00:00.000","2022-05-12T02:00:00.000","true","true","true","false","40.759764","-73.977901","5","4","104","1012670022","Midtown-Midtown South"
"2087387","4300","MURDOCK AVENUE","BRONX","212",,"X00459732-I1-ST","X1162478","AHV Permit Rejected","Initial","City Construction Project","2021-11-06T08:00:00.000","2021-11-06T19:00:00.000","false","false","false","true","40.897655","-73.842617","12","12","444","2050600001","Woodlawn-Wakefield"
"1081185","825","THIRD AVENUE","MANHATTAN","106",,"M00684181-I1-GC","M4682474","AHV Permit Rejected","Initial","Construction activities with minimal noise impact","2022-06-19T07:00:00.000","2022-06-19T15:00:00.000","false","false","false","false","40.755733","-73.970171","6","4","98","1013240001","Turtle Bay-East Midtown"
"1083346","55","WATER STREET","MANHATTAN","101",,"M00491815-I1-GC, M00538253-I1-MS, M00537731-I1-GC, M00565041-I1-ST, M00491851-I1-ST","M2543929","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2021-09-17T18:00:00.000","2021-09-17T23:59:00.000","true","true","false","false","40.703608","-74.009691","1","1","9","1000327501","Battery Park City-Lower Manhattan"
"1036460","345","PARK AVENUE","MANHATTAN","105",,"M00738180-I1-GC","M6313865","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2022-12-16T18:00:00.000","2022-12-16T23:59:00.000","false","true","true","false","40.758171","-73.973246","5","4","100","1013060001","Turtle Bay-East Midtown"
"4052783","114-03","QUEENS BOULEVARD","QUEENS","406",,"Q00334721-I1-MS, Q00560106-I1-GC","Q6153042","AHV Permit Issued","Initial","Public Safety","2022-01-29T09:00:00.000","2022-01-29T17:00:00.000","true","true","false","false","40.717099","-73.834833","6","29","75701","4022660081","Forest Hills"
"1002734","50","VARICK STREET","MANHATTAN","101","M00245183-I1","M00245183-I1-MS","M6753044","AHV Permit Rejected","Initial","Public Safety","2019-11-26T18:00:00.000","2019-11-27T06:00:00.000","false","false","false","true","40.72117","-74.006559","1","1","33","1002127504","SoHo-TriBeCa-Civic Center-Little Italy"
"4267260","166-01","116 AVENUE","QUEENS","412",,"Q00589026-I1-SH","Q6210074","AHV Permit Issued","Initial","City Construction Project","2021-10-30T18:00:00.000","2021-10-31T00:00:00.000","true","false","true","false","40.686798","-73.781247","12","27","278","4123410031","Baisley Park"
"2086823","2280","AQUEDUCT AVENUE","BRONX","207",,"X00605810-I1-FN, X00605810-I1-SF, X00605810-I1-SH","X7972121","AHV Permit Issued","Renewal","City Construction Project","2022-12-20T18:00:00.000","2022-12-20T23:59:00.000","true","false","false","false","40.859686","-73.906495","7","14","253","2032090001","Kingsbridge Heights"
"1004627","600","EAST    6 STREET","MANHATTAN","103",,"M00550427-I1-SH, M00550419-I1-FN","M7089313","AHV Permit Issued","Initial","City Construction Project","2022-03-09T18:00:00.000","2022-03-09T23:59:00.000","true","false","false","false","40.724435","-73.981521","3","2","2601","1003870001","Lower East Side"
"2096670","1564","UNIONPORT ROAD","BRONX","209",,"X00463233-I1-GC","X6147598","AHV Permit Issued","Initial","Public Safety","2021-11-20T09:00:00.000","2021-11-20T18:00:00.000","true","false","false","false","40.839382","-73.861569","9","18","21001","2039447501","Parkchester"
"1015631","38","WEST   26 STREET","MANHATTAN","105",,"M00625116-I1-GC","M4092521","AHV Permit Issued","Initial","Public Safety","2022-05-29T10:00:00.000","2022-05-29T16:00:00.000","true","true","false","false","40.744165","-73.989913","5","3","58","1008270068","Hudson Yards-Chelsea-Flatiron-Union Square"
"1080672","28","WEST   23 STREET","MANHATTAN","105",,"M00473318-I1-MS","M7220129","AHV Permit Issued","Initial","Public Safety","2021-07-03T08:00:00.000","2021-07-03T16:00:00.000","true","true","false","false","40.742005","-73.990675","5","3","58","1008240028","Hudson Yards-Chelsea-Flatiron-Union Square"
"1071418","31","WEST   52 STREET","MANHATTAN","105",,"M00512483-I1-GC","M1319642","AHV Permit Issued","Initial","Public Safety","2021-08-25T18:00:00.000","2021-08-25T23:00:00.000","true","true","true","false","40.760492","-73.977937","5","4","104","1012687501","Midtown-Midtown South"
"1015191","15","PENN PLAZA","MANHATTAN","105",,"M00616893-I1-SF","M7464049","AHV Permit Issued","Initial","Public Safety","2022-04-16T06:00:00.000","2022-04-16T18:00:00.000","false","false","false","false","40.750009","-73.991327","5","3","101","1008087501","Midtown-Midtown South"
"1000880","80","PINE STREET","MANHATTAN","101",,"M00672480-I1-GC","M2264412","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-06-10T18:00:00.000","2022-06-10T22:00:00.000","true","false","false","false","40.705892","-74.007181","1","1","7","1000390012","Battery Park City-Lower Manhattan"
"1036460","345","PARK AVENUE","MANHATTAN","105",,"M00627721-I1-GC, M00637361-I1-MS","M3990899","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-02-03T18:00:00.000","2022-02-03T22:00:00.000","true","false","true","false","40.758171","-73.973246","5","4","100","1013060001","Turtle Bay-East Midtown"
"3332216","31","CENTRE MALL","BROOKLYN","306","B00063874-I1","B00063874-I1-SH","B2470180","AHV Permit Issued","Initial","Public Safety","2019-07-26T06:00:00.000","2019-07-26T07:00:00.000","true","false","false","false","40.67584","-74.006843","6","38","85","3005380001","Carroll Gardens-Columbia Street-Red Hook"
"1015191","15","PENN PLAZA","MANHATTAN","105",,"M00659876-I1-SH","M7679680","AHV Permit Issued","Initial","Public Safety","2022-05-03T18:00:00.000","2022-05-04T06:00:00.000","false","false","false","false","40.750009","-73.991327","5","3","101","1008087501","Midtown-Midtown South"
"1015862","350","FIFTH AVENUE","MANHATTAN","105",,"M00492912-I1-GC","M6529189","AHV Permit Issued","Renewal","Public Safety","2021-08-20T18:00:00.000","2021-08-21T01:00:00.000","true","true","true","false","40.748276","-73.98469","5","4","76","1008350041","Midtown-Midtown South"
"1014732","641","AVENUE OF THE AMERICAS","MANHATTAN","104",,"M00596608-I1-GC, M00596634-I1-MS","M4132992","AHV Permit Rejected","Initial","Public Safety","2022-04-01T18:00:00.000","2022-04-02T02:00:00.000","true","false","false","false","40.740718","-73.994403","4","3","87","1007950044","Hudson Yards-Chelsea-Flatiron-Union Square"
"1071457","399","PARK AVENUE","MANHATTAN","105",,"M00576706-I1-GC","M9717451","AHV Permit Issued","Initial","Construction activities with minimal noise impact","2021-10-14T18:00:00.000","2021-10-15T02:00:00.000","true","true","true","false","40.759541","-73.972245","5","4","100","1013087502","Turtle Bay-East Midtown"
"1090274","415","TENTH AVENUE","MANHATTAN","104",,"M00513083-I1-GC, M00513095-I1-GC, M00508954-I1-MS, M00509488-I1-ST, M00513124-I1-GC","M9286599","AHV Permit Issued","Initial","Public Safety","2022-05-29T10:00:00.000","2022-05-29T17:00:00.000","true","false","false","false","40.754074","-73.999513","4","3","99","1007050039","Hudson Yards-Chelsea-Flatiron-Union Square"
"1035780","450","PARK AVENUE","MANHATTAN","105",,"M00699569-I1-ST","M1735973","AHV Permit Issued","Initial","Public Safety","2022-06-02T18:00:00.000","2022-06-03T02:00:00.000","true","true","false","false","40.761396","-73.97092","5","4","11202","1012920037","Midtown-Midtown South"
"1059727","3280","BROADWAY","MANHATTAN","109",,"M00487027-I1-GC","M9087574","AHV Permit Issued","Initial","Public Safety","2022-03-26T07:00:00.000","2022-03-26T18:00:00.000","true","true","false","false","40.818391","-73.956313","9","7","219","1019860065","Manhattanville"
"1087303","20","EAST   16 STREET","MANHATTAN","105",,"M00707328-I1-GC","M1537543","AHV Permit Issued","Initial","Public Safety","2022-07-01T18:00:00.000","2022-07-01T23:59:00.000","true","true","false","false","40.7371","-73.992123","5","2","52","1008430022","Hudson Yards-Chelsea-Flatiron-Union Square"
"5083311","80","SOUTH GOFF AVENUE","STATEN ISLAND","503",,"S00576539-S3-MS","S1261375","AHV Permit Issued","Initial","City Construction Project","2022-01-31T18:00:00.000","2022-01-31T23:59:00.000","true","false","false","false","40.520699","-74.211264","3","51","198","5067960044","Annadale-Huguenot-Prince's Bay-Eltingville"
"1036460","345","PARK AVENUE","MANHATTAN","105",,"M00576134-I1-GC","M3570466","AHV Permit Rejected","Initial","Public Safety","2021-09-17T18:00:00.000","2021-09-17T22:00:00.000","true","false","false","false","40.758171","-73.973246","5","4","100","1013060001","Turtle Bay-East Midtown"
"1024795","750","SEVENTH AVENUE","MANHATTAN","105",,"M00686399-I1-GC, M00686420-I1-MS","M3825322","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-05-04T19:30:00.000","2022-05-05T03:30:00.000","false","true","false","false","40.760753","-73.983525","5","4","125","1010210026","Midtown-Midtown South"
"1015500","160","5 AVENUE","MANHATTAN","105",,"M00483863-I1-GC","M4940752","AHV Permit Issued","Renewal","Public Safety","2021-12-06T18:00:00.000","2021-12-07T00:00:00.000","true","true","false","false","40.740177","-73.990589","5","3","54","1008227507","Hudson Yards-Chelsea-Flatiron-Union Square"
"5159763","365","BAY STREET","STATEN ISLAND","501",,"S00481247-I1-GC","S8704901","AHV Permit Issued","Renewal","Public Safety","2021-08-06T06:00:00.000","2021-08-06T07:00:00.000","true","true","false","false","40.633326","-74.075253","1","49","21","5004880071","Stapleton-Rosebank"
"1046252","510","EAST   62 STREET","MANHATTAN","108",,"M00559123-I1-GC","M1013559","AHV Permit Issued","Initial","Public Safety","2021-10-18T19:00:00.000","2021-10-19T03:30:00.000","true","true","true","false","40.760459","-73.958196","8","5","10602","1014740040","Lenox Hill-Roosevelt Island"
"1034517","650","5 AVENUE","MANHATTAN","105",,"M00601715-I1-SH","M1588256","AHV Permit Issued","Initial","Public Safety","2022-05-12T18:00:00.000","2022-05-13T06:00:00.000","false","false","false","false","40.759789","-73.976544","5","4","104","1012670041","Midtown-Midtown South"
"1076193","1585","BROADWAY","MANHATTAN","105",,"M00597134-I1-GC, M00597154-I1-MS, M00614139-I1-ST","M9141017","AHV Permit Issued","Initial","Public Safety","2022-06-27T18:00:00.000","2022-06-28T02:00:00.000","true","true","false","false","40.760216","-73.985334","5","3","125","1010197502","Midtown-Midtown South"
"1063909","620","WEST  181 STREET","MANHATTAN","112",,"M00651183-I1-GC","M2675821","AHV Permit Issued","Renewal","Public Safety","2022-03-26T09:00:00.000","2022-03-26T17:00:00.000","true","true","true","false","40.849594","-73.934399","12","10","271","1021620055","Washington Heights North"
"1022693","1221","AVENUE OF AMERICAS","MANHATTAN","105",,"M00582038-I1-MS, M00581381-I1-GC","M6873183","AHV Permit Issued","Renewal","Construction activities with minimal noise impact","2022-02-11T18:00:00.000","2022-02-12T06:59:00.000","true","true","false","false","40.759101","-73.982136","5","4","125","1010010029","Midtown-Midtown South"
