"borough","admin_district","geographical_district","location_code","dbn","school_level","student_enrollment","full_time_licensed_pe_teachers","f_status_pe_teachers","itinerant_pe_teachers","sum_of_f_status_and_itinerant","total_part_time_and_full","shared_pe_teachers_with","ratio_of_full_time_licensed"
"Brooklyn","13","13","K054","13K054","Elementary","208","1","0","0","0","1",,"1:208"
"Brooklyn","13","13","K056","13K056","Elementary","215","1","0","0","0","1",,"1:215"
"Brooklyn","13","13","K067","13K067","Elementary","219","1","0","0","0","1",,"1:219"
"Brooklyn","13","13","K093","13K093","Elementary","277","1","0","0","0","1",,"1:277"
"Brooklyn","13","13","K113","13K113","Junior High-Intermediate-Middle","305","1","0","0","0","1",,"1:305"
"Brooklyn","13","13","K133","13K133","Elementary","774","1","0","0","0","1",,"1:774"
"Brooklyn","13","13","K256","13K256","Elementary","230","1","0","0","0","1",,"1:230"
"Brooklyn","13","13","K265","13K265","Secondary School","370","1","0","0","0","1",,"1:370"
"Brooklyn","13","13","K266","13K266","Junior High-Intermediate-Middle","160","1","0","0","0","1",,"1:160"
"Brooklyn","13","13","K270","13K270","Elementary","108","1","0","0","0","1",,"1:108"
"Brooklyn","13","13","K282","13K282","K-8","742","1","0","0","0","1",,"1:742"
"Brooklyn","13","13","K287","13K287","Elementary","179","0","0","0","0","0",,"0"
"Brooklyn","13","13","K301","13K301","Junior High-Intermediate-Middle","99","1","0","0","0","1",,"1:99"
"Brooklyn","13","13","K305","13K305","Elementary","139","0","0","0","0","0",,"0"
"Brooklyn","13","13","K307","13K307","Elementary","366","1","0","0","0","1",,"1:366"
"Brooklyn","13","13","K313","13K313","Junior High-Intermediate-Middle","199","1","0","0","0","1",,"1:199"
"Brooklyn","13","13","K350","13K350","High School","221","1","0","0","0","1",,"1:221"
"Brooklyn","13","13","K351","13K351","Junior High-Intermediate-Middle","149","1","0","0","0","1",,"1:149"
"Brooklyn","13","13","K412","13K412","High School","425","1","0","0","0","1",,"1:425"
"Brooklyn","13","13","K419","13K419","High School","562","3","0","0","0","3",,"3:562"
"Brooklyn","13","13","K430","13K430","High School","5838","18","0","0","0","18",,"18:5838"
"Brooklyn","13","13","K439","13K439","High School","354","1","0","0","0","1",,"1:354"
"Brooklyn","13","13","K483","13K483","High School","449","2","0","0","0","2",,"2:449"
"Brooklyn","13","13","K492","13K492","K-8","519","0","0","0","0","0",,"0"
"Brooklyn","13","13","K499","13K499","High School","193","1","0","0","0","1",,"1:193"
"Brooklyn","13","13","K527","13K527","Secondary School","480","2","0","0","0","2",,"2:480"
"Brooklyn","13","13","K553","13K553","High School","157","1","0","0","0","1",,"1:157"
"Brooklyn","16","16","K594","16K594","High School","168","1","0","0","0","1",,"1:168"
"Brooklyn","13","13","K595","13K595","High School","364","2","0","0","0","2",,"2:364"
"Brooklyn","13","13","K605","13K605","High School","756","5","0","0","0","5",,"5:756"
"Brooklyn","13","13","K616","13K616","High School","205","1","0","0","0","1",,"1:205"
"Brooklyn","13","13","K670","13K670","High School","844","3","0","0","0","3",,"3:844"
"Brooklyn","13","13","K674","13K674","High School","439","2","0","0","0","2",,"2:439"
"Brooklyn","13","13","K691","13K691","Junior High-Intermediate-Middle","201","1","0","0","0","1",,"1:201"
"Brooklyn","14","14","K016","14K016","Elementary","223","0","0","0","0","0",,"0"
"Brooklyn","14","14","K017","14K017","Elementary","275","1","0","0","0","1",,"1:275"
"Brooklyn","14","14","K018","14K018","Elementary","178","1","0","0","0","1",,"1:178"
"Brooklyn","14","14","K023","14K023","Elementary","286","1","0","0","0","1",,"1:286"
"Brooklyn","14","14","K031","14K031","Elementary","592","1","1","0","1","2",,"1:592"
"Brooklyn","14","14","K034","14K034","Elementary","482","1","0","0","0","1",,"1:482"
"Brooklyn","14","14","K050","14K050","Junior High-Intermediate-Middle","289","1","0","0","0","1",,"1:289"
"Brooklyn","14","14","K059","14K059","Elementary","312","0","0","0","0","0",,"0"
"Brooklyn","14","14","K071","14K071","Secondary School","534","4","0","0","0","4",,"4:534"
"Brooklyn","14","14","K084","14K084","K-8","793","1","0","0","0","1",,"1:793"
"Brooklyn","14","14","K110","14K110","Elementary","523","0","0","0","0","0",,"0"
"Brooklyn","14","14","K120","14K120","Elementary","415","1","0","0","0","1",,"1:415"
"Brooklyn","14","14","K126","14K126","Junior High-Intermediate-Middle","378","1","0","0","0","1",,"1:378"
"Brooklyn","14","14","K132","14K132","Elementary","723","1","0","0","0","1",,"1:723"
"Brooklyn","14","14","K147","14K147","Elementary","360","1","0","0","0","1",,"1:360"
"Brooklyn","14","14","K157","14K157","K-8","479","1","0","0","0","1",,"1:479"
"Brooklyn","14","14","K196","14K196","Elementary","317","1","0","0","0","1",,"1:317"
"Brooklyn","14","14","K250","14K250","Elementary","488","1","0","0","0","1",,"1:488"
"Brooklyn","14","14","K257","14K257","Elementary","630","1","0","0","0","1",,"1:630"
"Brooklyn","14","14","K297","14K297","Elementary","223","1","0","0","0","1",,"1:223"
"Brooklyn","14","14","K318","14K318","Junior High-Intermediate-Middle","1249","2","0","0","0","2",,"2:1249"
"Brooklyn","14","14","K319","14K319","Early Childhood","129","1","0","0","0","1",,"1:129"
"Brooklyn","14","14","K380","14K380","Elementary","584","1","0","0","0","1",,"1:584"
"Brooklyn","14","14","K414","14K414","Elementary","597","1","0","0","0","1",,"1:597"
"Brooklyn","14","14","K449","14K449","High School","678","3","0","0","0","3",,"3:678"
"Brooklyn","14","14","K454","14K454","High School","269","1","0","0","0","1",,"1:269"
"Brooklyn","14","14","K474","14K474","High School","766","7","0","0","0","7",,"7:766"
"Brooklyn","14","14","K477","14K477","High School","335","2","0","0","0","2",,"2:335"
"Brooklyn","14","14","K478","14K478","High School","872","3","0","0","0","3",,"3:872"
"Brooklyn","14","14","K488","14K488","High School","512","2","0","0","0","2",,"2:512"
"Brooklyn","14","14","K558","14K558","High School","566","2","0","0","0","2",,"2:566"
"Brooklyn","14","14","K561","14K561","High School","676","3","0","0","0","3",,"3:676"
"Brooklyn","14","14","K577","14K577","Junior High-Intermediate-Middle","502","2","0","0","0","2",,"2:502"
"Brooklyn","14","14","K582","14K582","Junior High-Intermediate-Middle","265","1","0","0","0","1",,"1:265"
"Brooklyn","14","14","K586","14K586","Secondary School","496","1","0","0","0","1",,"1:496"
"Brooklyn","14","14","K610","14K610","High School","399","3","0","0","0","3",,"3:399"
"Brooklyn","14","14","K614","14K614","Secondary School","406","1","0","0","0","1",,"1:406"
"Brooklyn","14","14","K685","14K685","High School","236","1","0","0","0","1",,"1:236"
"Brooklyn","15","15","K001","15K001","Elementary","1294","1","0","0","0","1",,"1:1294"
"Brooklyn","15","15","K010","15K010","Elementary","933","1","0","0","0","1",,"1:933"
"Brooklyn","15","15","K015","15K015","Elementary","497","0","0","0","0","0",,"0"
"Brooklyn","15","15","K024","15K024","Elementary","655","1","0","0","0","1",,"1:655"
"Brooklyn","15","15","K029","15K029","Elementary","927","1","0","0","0","1",,"1:927"
"Brooklyn","15","15","K032","15K032","Elementary","531","1","0","0","0","1",,"1:531"
"Brooklyn","15","15","K038","15K038","Elementary","574","1","0","0","0","1",,"1:574"
"Brooklyn","15","15","K039","15K039","Elementary","410","1","0","0","0","1",,"1:410"
"Brooklyn","15","15","K051","15K051","Junior High-Intermediate-Middle","1136","2","0","0","0","2",,"2:1136"
"Brooklyn","15","15","K058","15K058","Elementary","993","0","0","0","0","0",,"0"
"Brooklyn","15","15","K088","15K088","Junior High-Intermediate-Middle","1350","4","0","0","0","4",,"4:1350"
"Brooklyn","15","15","K094","15K094","Elementary","1380","0","0","0","0","0",,"0"
"Brooklyn","15","15","K107","15K107","Elementary","567","0","0","0","0","0",,"0"
"Brooklyn","15","15","K118","15K118","Elementary","307","0","0","0","0","0",,"0"
"Brooklyn","15","15","K124","15K124","Elementary","344","1","0","0","0","1",,"1:344"
"Brooklyn","15","15","K130","15K130","Elementary","832","0","0","0","0","0",,"0"
"Brooklyn","15","15","K131","15K131","Elementary","999","0","0","0","0","0",,"0"
"Brooklyn","15","15","K136","15K136","Junior High-Intermediate-Middle","485","2","0","0","0","2",,"2:485"
"Brooklyn","15","15","K146","15K146","Elementary","686","1","0","0","0","1",,"1:686"
"Brooklyn","15","15","K154","15K154","Elementary","514","0","0","0","0","0",,"0"
"Brooklyn","15","15","K169","15K169","Elementary","1496","1","0","0","0","1",,"1:1496"
"Brooklyn","15","15","K172","15K172","Elementary","593","1","0","0","0","1",,"1:593"
"Brooklyn","15","15","K230","15K230","Elementary","1168","1","0","0","0","1",,"1:1168"
"Brooklyn","15","15","K261","15K261","Elementary","803","1","0","0","0","1",,"1:803"
"Brooklyn","15","15","K295","15K295","Elementary","452","0","0","0","0","0",,"0"
"Brooklyn","15","15","K321","15K321","Elementary","1421","1","0","0","0","1",,"1:1421"
"Brooklyn","15","15","K423","15K423","High School","168","1","0","0","0","1",,"1:168"
"Brooklyn","15","15","K429","15K429","Secondary School","206","2","0","0","0","2",,"2:206"
"Brooklyn","15","15","K442","15K442","Junior High-Intermediate-Middle","239","1","0","0","0","1",,"1:239"
"Brooklyn","15","15","K443","15K443","Junior High-Intermediate-Middle","567","0","0","0","0","0",,"0"
"Brooklyn","15","15","K447","15K447","Junior High-Intermediate-Middle","528","2","0","0","0","2",,"2:528"
"Brooklyn","15","15","K448","15K448","Secondary School","681","3","0","0","0","3",,"3:681"
"Brooklyn","15","15","K462","15K462","High School","439","2","0","0","0","2",,"2:439"
"Brooklyn","15","15","K463","15K463","High School","215","1","0","0","0","1",,"1:215"
"Brooklyn","15","15","K464","15K464","Secondary School","654","4","0","0","0","4",,"4:654"
"Brooklyn","15","15","K497","15K497","Secondary School","632","2","0","0","0","2",,"2:632"
"Brooklyn","15","15","K516","15K516","Elementary","432","1","0","0","0","1",,"1:432"
"Brooklyn","15","15","K519","15K519","High School","584","2","0","0","0","2",,"2:584"
"Brooklyn","15","15","K529","15K529","High School","226","1","0","0","0","1",,"1:226"
"Brooklyn","15","15","K592","15K592","High School","270","3","0","0","0","3",,"3:270"
"Brooklyn","15","15","K656","15K656","High School","867","4","0","0","0","4",,"4:867"
"Brooklyn","15","15","K667","15K667","High School","1230","10","0","0","0","10",,"10:1230"
"Brooklyn","15","15","K676","15K676","Elementary","193","1","0","0","0","1",,"1:193"
"Brooklyn","15","15","K684","15K684","High School","672","3","0","0","0","3",,"3:672"
"Brooklyn","15","15","K698","15K698","High School","201","0","0","0","0","0",,"0"
"Brooklyn","15","15","K821","15K821","Junior High-Intermediate-Middle","504","2","0","0","0","2",,"2:504"
"Brooklyn","15","15","K839","15K839","Junior High-Intermediate-Middle","326","1","0","0","0","1",,"1:326"
"Brooklyn","16","16","K005","16K005","Elementary","208","1","0","0","0","1",,"1:208"
"Brooklyn","16","16","K021","16K021","Elementary","573","1","0","0","0","1",,"1:573"
"Brooklyn","16","16","K025","16K025","Elementary","102","0","0","0","0","0",,"0"
"Brooklyn","16","16","K026","16K026","Elementary","226","0","0","0","0","0",,"0"
"Brooklyn","16","16","K028","16K028","Elementary","134","0","0","0","0","0",,"0"
"Brooklyn","16","16","K035","16K035","Junior High-Intermediate-Middle","245","1","0","0","0","1",,"1:245"
"Brooklyn","16","16","K040","16K040","Elementary","318","1","0","0","0","1",,"1:318"
"Brooklyn","16","16","K057","16K057","Junior High-Intermediate-Middle","199","1","0","0","0","1",,"1:199"
"Brooklyn","16","16","K081","16K081","Elementary","299","0","0","0","0","0",,"0"
"Brooklyn","16","16","K243","16K243","Elementary","227","1","0","0","0","1",,"1:227"
"Brooklyn","16","16","K262","16K262","Elementary","179","1","0","0","0","1",,"1:179"
"Brooklyn","16","16","K267","16K267","Junior High-Intermediate-Middle","267","0","0","0","0","0",,"0"
"Brooklyn","16","16","K308","16K308","K-8","275","1","0","0","0","1",,"1:275"
"Brooklyn","16","16","K309","16K309","Elementary","210","1","0","0","0","1",,"1:210"
"Brooklyn","16","16","K335","16K335","Elementary","246","1","0","0","0","1",,"1:246"
"Brooklyn","16","16","K455","16K455","High School","428","2","0","0","0","2",,"2:428"
"Brooklyn","16","16","K498","16K498","High School","594","2","0","0","0","2",,"2:594"
"Brooklyn","16","16","K627","16K627","Elementary","303","1","0","0","0","1",,"1:303"
"Brooklyn","16","16","K628","16K628","Elementary","266","1","0","0","0","1",,"1:266"
"Brooklyn","16","16","K669","16K669","High School","274","1","0","0","0","1",,"1:274"
"Brooklyn","16","16","K681","16K681","Junior High-Intermediate-Middle","159","1","0","0","0","1",,"1:159"
"Brooklyn","16","16","K688","16K688","High School","135","2","0","0","0","2",,"2:135"
"Brooklyn","16","16","K765","16K765","High School","273","2","0","0","0","2",,"2:273"
"Brooklyn","17","17","K002","17K002","Junior High-Intermediate-Middle","493","1","0","0","0","1",,"1:493"
"Brooklyn","17","17","K006","17K006","Elementary","667","1","0","0","0","1",,"1:667"
"Brooklyn","17","23","K012","17K012","Elementary","282","1","0","0","0","1",,"1:282"
"Brooklyn","17","17","K061","17K061","Junior High-Intermediate-Middle","725","2","0","0","0","2",,"2:725"
"Brooklyn","17","17","K091","17K091","Elementary","260","0","0","0","0","0",,"0"
"Brooklyn","17","17","K092","17K092","Elementary","424","1","0","0","0","1",,"1:424"
"Brooklyn","17","17","K122","17K122","High School","592","3","0","0","0","3",,"3:592"
"Brooklyn","17","17","K138","17K138","K-8","565","1","0","0","0","1",,"1:565"
"Brooklyn","17","17","K161","17K161","Elementary","367","1","0","0","0","1",,"1:367"
"Brooklyn","17","17","K181","17K181","K-8","689","2","0","0","0","2",,"2:689"
"Brooklyn","17","17","K189","17K189","K-8","1054","1","0","0","0","1",,"1:1054"
"Brooklyn","17","17","K191","17K191","Elementary","170","1","0","0","0","1",,"1:170"
"Brooklyn","17","17","K221","17K221","Elementary","300","0","0","0","0","0",,"0"
"Brooklyn","17","17","K241","17K241","Elementary","521","1","0","0","0","1",,"1:521"
"Brooklyn","17","17","K246","17K246","Junior High-Intermediate-Middle","413","1","0","0","0","1",,"1:413"
"Brooklyn","17","17","K249","17K249","Elementary","873","1","0","0","0","1",,"1:873"
"Brooklyn","17","17","K289","17K289","Elementary","394","1","0","0","0","1",,"1:394"
"Brooklyn","17","17","K316","17K316","Elementary","539","1","0","0","0","1",,"1:539"
"Brooklyn","17","13","K340","17K340","Junior High-Intermediate-Middle","224","1","0","0","0","1",,"1:224"
"Brooklyn","17","17","K352","17K352","Junior High-Intermediate-Middle","167","0","0","0","0","0",,"0"
"Brooklyn","17","17","K353","17K353","Junior High-Intermediate-Middle","146","1","0","0","0","1",,"1:146"
"Brooklyn","17","17","K354","17K354","Junior High-Intermediate-Middle","254","2","0","0","0","2",,"2:254"
"Brooklyn","17","17","K375","17K375","Elementary","387","0","0","0","0","0",,"0"
"Brooklyn","17","17","K382","17K382","Secondary School","422","2","0","0","0","2",,"2:422"
"Brooklyn","17","17","K394","17K394","K-8","477","1","0","0","0","1",,"1:477"
"Brooklyn","17","17","K397","17K397","Elementary","195","1","0","0","0","1",,"1:195"
"Brooklyn","17","17","K398","17K398","Elementary","297","1","0","0","0","1",,"1:297"
"Brooklyn","17","17","K399","17K399","Elementary","400","1","0","0","0","1",,"1:400"
"Brooklyn","17","17","K408","17K408","High School","208","1","0","0","0","1",,"1:208"
"Brooklyn","17","23","K484","17K484","Junior High-Intermediate-Middle","159","1","0","0","0","1",,"1:159"
"Brooklyn","17","17","K524","17K524","High School","417","2","0","0","0","2",,"2:417"
"Brooklyn","17","17","K528","17K528","High School","197","1","0","0","0","1",,"1:197"
"Brooklyn","17","17","K531","17K531","Secondary School","441","3","0","0","0","3",,"3:441"
"Brooklyn","17","17","K532","17K532","Elementary","468","1","0","0","0","1",,"1:468"
"Brooklyn","17","17","K537","17K537","High School","480","1","0","0","0","1",,"1:480"
"Brooklyn","17","17","K539","17K539","High School","354","2","0","0","0","2",,"2:354"
"Brooklyn","17","17","K543","17K543","Secondary School","541","2","0","0","0","2",,"2:541"
"Brooklyn","17","17","K546","17K546","High School","454","2","0","0","0","2",,"2:454"
"Brooklyn","17","17","K547","17K547","High School","373","3","0","0","0","3",,"3:373"
"Brooklyn","17","17","K548","17K548","High School","296","1","0","0","0","1",,"1:296"
"Brooklyn","17","17","K568","17K568","High School","117","1","0","0","0","1",,"1:117"
"Brooklyn","17","17","K590","17K590","Secondary School","1257","3","0","0","0","3",,"3:1257"
"Brooklyn","17","17","K600","17K600","High School","1221","6","0","0","0","6",,"6:1221"
"Brooklyn","17","17","K705","17K705","Elementary","398","1","0","0","0","1",,"1:398"
"Brooklyn","17","17","K722","17K722","Junior High-Intermediate-Middle","234","1","0","0","0","1",,"1:234"
"Brooklyn","17","17","K745","17K745","High School","381","2","0","0","0","2",,"2:381"
"Brooklyn","17","17","K751","17K751","High School","359","2","0","0","0","2",,"2:359"
"Brooklyn","17","17","K770","17K770","Elementary","289","1","0","0","0","1",,"1:289"
"Brooklyn","18","18","K066","18K066","K-8","822","1","0","0","0","1",,"1:822"
"Brooklyn","18","18","K068","18K068","Junior High-Intermediate-Middle","339","1","0","0","0","1",,"1:339"
"Brooklyn","18","18","K114","18K114","Elementary","522","1","0","0","0","1",,"1:522"
"Brooklyn","18","18","K115","18K115","Elementary","971","1","0","0","0","1",,"1:971"
"Brooklyn","18","18","K135","18K135","Elementary","574","0","0","0","0","0",,"0"
"Brooklyn","18","18","K208","18K208","Elementary","380","1","0","0","0","1",,"1:380"
"Brooklyn","18","18","K211","18K211","Junior High-Intermediate-Middle","522","2","0","0","0","2",,"2:522"
"Brooklyn","18","18","K219","18K219","Elementary","534","0","0","0","0","0",,"0"
"Brooklyn","18","18","K233","18K233","Elementary","457","0","0","0","0","0",,"0"
"Brooklyn","18","18","K235","18K235","K-8","1254","2","0","0","0","2",,"2:1254"
"Brooklyn","18","18","K244","18K244","Elementary","494","0","0","0","0","0",,"0"
"Brooklyn","18","18","K268","18K268","Elementary","383","1","0","0","0","1",,"1:383"
"Brooklyn","18","18","K272","18K272","Elementary","473","0","0","0","0","0",,"0"
"Brooklyn","18","18","K276","18K276","Elementary","616","1","0","0","0","1",,"1:616"
"Brooklyn","18","18","K279","18K279","Elementary","404","1","0","0","0","1",,"1:404"
"Brooklyn","18","18","K285","18K285","Junior High-Intermediate-Middle","666","1","0","0","0","1",,"1:666"
"Brooklyn","18","18","K366","18K366","Junior High-Intermediate-Middle","399","1","0","0","0","1",,"1:399"
"Brooklyn","18","18","K563","18K563","High School","730","5","1","0","1","6",,"5:730"
"Brooklyn","18","18","K566","18K566","High School","195","2","0","0","0","2",,"2:195"
"Brooklyn","18","18","K567","18K567","High School","362","2","0","0","0","2",,"2:362"
"Brooklyn","18","18","K569","18K569","High School","353","2","0","0","0","2",,"2:353"
"Brooklyn","18","18","K576","18K576","High School","401","3","0","0","0","3",,"3:401"
"Brooklyn","18","18","K578","18K578","High School","191","1","0","0","0","1",,"1:191"
"Brooklyn","18","18","K581","18K581","Junior High-Intermediate-Middle","131","0","0","0","0","0",,"0"
"Brooklyn","18","18","K588","18K588","Junior High-Intermediate-Middle","177","1","0","0","0","1",,"1:177"
"Brooklyn","18","18","K617","18K617","High School","255","0","0","0","0","0",,"0"
"Brooklyn","18","18","K629","18K629","High School","319","2","0","0","0","2",,"2:319"
"Brooklyn","18","18","K633","18K633","High School","424","3","0","0","0","3",,"3:424"
"Brooklyn","18","18","K635","18K635","High School","206","1","0","0","0","1",,"1:206"
"Brooklyn","18","18","K637","18K637","High School","285","2","0","0","0","2",,"2:285"
"Brooklyn","18","18","K642","18K642","High School","278","2","0","0","0","2",,"2:278"
"Brooklyn","18","18","K673","18K673","High School","192","1","0","0","0","1",,"1:192"
"Brooklyn","18","18","K763","18K763","Junior High-Intermediate-Middle","257","1","0","0","0","1",,"1:257"
"Brooklyn","19","19","K007","19K007","Elementary","879","0","0","0","0","0",,"0"
"Brooklyn","19","19","K013","19K013","Elementary","489","2","0","0","0","2",,"2:489"
"Brooklyn","19","19","K065","19K065","Elementary","617","1","0","0","0","1",,"1:617"
"Brooklyn","19","19","K089","19K089","K-8","457","1","0","0","0","1",,"1:457"
"Brooklyn","19","19","K108","19K108","Elementary","959","1","0","0","0","1",,"1:959"
"Brooklyn","19","19","K149","19K149","Elementary","681","1","0","0","0","1",,"1:681"
"Brooklyn","19","19","K158","19K158","Elementary","589","1","0","0","0","1",,"1:589"
"Brooklyn","19","19","K159","19K159","Elementary","798","1","0","0","0","1",,"1:798"
"Brooklyn","19","19","K171","19K171","Junior High-Intermediate-Middle","444","1","0","0","0","1",,"1:444"
"Brooklyn","19","19","K190","19K190","Elementary","185","1","0","0","0","1",,"1:185"
"Brooklyn","19","19","K202","19K202","Elementary","439","1","0","0","0","1",,"1:439"
"Brooklyn","19","19","K213","19K213","Elementary","285","0","0","0","0","0",,"0"
"Brooklyn","19","19","K214","19K214","Elementary","914","0","0","0","0","0",,"0"
"Brooklyn","19","19","K218","19K218","Junior High-Intermediate-Middle","409","2","0","0","0","2",,"2:409"
"Brooklyn","19","19","K224","19K224","Elementary","412","1","0","0","0","1",,"1:412"
"Brooklyn","19","19","K273","19K273","Elementary","371","1","0","0","0","1",,"1:371"
"Brooklyn","19","19","K290","19K290","Elementary","525","1","0","0","0","1",,"1:525"
"Brooklyn","19","19","K292","19K292","Junior High-Intermediate-Middle","567","1","0","0","0","1",,"1:567"
"Brooklyn","19","19","K306","19K306","Elementary","329","1","0","0","0","1",,"1:329"
"Brooklyn","19","19","K325","19K325","Elementary","211","1","0","0","0","1",,"1:211"
"Brooklyn","19","19","K328","19K328","Elementary","289","1","0","0","0","1",,"1:289"
"Brooklyn","19","19","K345","19K345","Elementary","535","1","0","0","0","1",,"1:535"
"Brooklyn","19","19","K346","19K346","Elementary","581","2","0","0","0","2",,"2:581"
"Brooklyn","19","19","K364","19K364","Junior High-Intermediate-Middle","350","2","0","0","0","2",,"2:350"
"Brooklyn","19","19","K404","19K404","Secondary School","546","2","0","0","0","2",,"2:546"
"Brooklyn","19","19","K409","19K409","Secondary School","496","1","0","0","0","1",,"1:496"
"Brooklyn","19","19","K422","19K422","Secondary School","478","3","0","0","0","3",,"3:478"
"Brooklyn","19","19","K452","19K452","Junior High-Intermediate-Middle","336","1","0","0","0","1",,"1:336"
"Brooklyn","19","19","K502","19K502","High School","333","1","0","0","0","1",,"1:333"
"Brooklyn","19","19","K504","19K504","High School","264","1","0","0","0","1",,"1:264"
"Brooklyn","19","19","K507","19K507","High School","450","2","0","0","0","2",,"2:450"
"Brooklyn","19","19","K510","19K510","High School","262","1","0","0","0","1",,"1:262"
"Brooklyn","19","19","K557","19K557","Elementary","308","1","0","0","0","1",,"1:308"
"Brooklyn","19","19","K583","19K583","High School","243","1","0","1","1","2","1","1:243"
"Brooklyn","19","19","K615","19K615","High School","713","4","0","0","0","4",,"4:713"
"Brooklyn","19","19","K618","19K618","High School","403","2","0","0","0","2",,"2:403"
"Brooklyn","19","19","K639","19K639","High School","384","1","0","1","1","2","1","1:384"
"Brooklyn","19","19","K654","19K654","Junior High-Intermediate-Middle","297","0","0","0","0","0",,"0"
"Brooklyn","19","19","K659","19K659","High School","251","3","0","0","0","3",,"3:251"
"Brooklyn","19","19","K660","19K660","High School","407","4","0","0","0","4",,"4:407"
"Brooklyn","19","19","K661","19K661","Junior High-Intermediate-Middle","431","1","0","0","0","1",,"1:431"
"Brooklyn","19","19","K662","19K662","Junior High-Intermediate-Middle","466","2","0","0","0","2",,"2:466"
"Brooklyn","19","19","K663","19K663","Junior High-Intermediate-Middle","201","0","0","0","0","0",,"0"
"Brooklyn","19","19","K677","19K677","Elementary","536","1","0","0","0","1",,"1:536"
"Brooklyn","19","19","K678","19K678","Junior High-Intermediate-Middle","253","0","0","0","0","0",,"0"
"Brooklyn","19","19","K683","19K683","High School","287","2","0","0","0","2",,"2:287"
"Brooklyn","19","19","K760","19K760","Junior High-Intermediate-Middle","319","2","0","0","0","2",,"2:319"
"Brooklyn","19","19","K764","19K764","High School","313","1","0","2","2","3","1","1:313"
"Brooklyn","20","20","K030","20K030","K-8","911","3","0","0","0","3",,"3:911"
"Brooklyn","20","20","K048","20K048","Elementary","593","1","0","0","0","1",,"1:593"
"Brooklyn","20","20","K062","20K062","Junior High-Intermediate-Middle","1204","4","0","0","0","4",,"4:1204"
"Brooklyn","20","20","K069","20K069","Elementary","785","0","0","0","0","0",,"0"
"Brooklyn","20","20","K102","20K102","Elementary","1432","1","0","0","0","1",,"1:1432"
"Brooklyn","20","20","K104","20K104","K-8","1265","3","0","0","0","3",,"3:1265"
"Brooklyn","20","20","K105","20K105","Elementary","1507","1","0","0","0","1",,"1:1507"
"Brooklyn","20","20","K112","20K112","Elementary","681","0","1","0","1","1",,"0"
"Brooklyn","20","20","K127","20K127","Elementary","538","0","0","0","0","0",,"0"
"Brooklyn","20","20","K160","20K160","Elementary","1274","0","0","0","0","0",,"0"
"Brooklyn","20","20","K163","20K163","K-8","633","1","0","0","0","1",,"1:633"
"Brooklyn","20","20","K164","20K164","Elementary","709","1","0","0","0","1",,"1:709"
"Brooklyn","20","20","K170","20K170","Elementary","1035","1","0","0","0","1",,"1:1035"
"Brooklyn","20","20","K176","20K176","Elementary","1334","2","0","0","0","2",,"2:1334"
"Brooklyn","20","20","K179","20K179","Elementary","884","0","0","0","0","0",,"0"
"Brooklyn","20","20","K180","20K180","K-8","1136","2","0","0","0","2",,"2:1136"
"Brooklyn","20","20","K185","20K185","Elementary","652","1","0","0","0","1",,"1:652"
"Brooklyn","20","20","K186","20K186","Elementary","1032","0","0","0","0","0",,"0"
"Brooklyn","20","20","K187","20K187","Junior High-Intermediate-Middle","873","3","0","0","0","3",,"3:873"
"Brooklyn","20","20","K192","20K192","K-8","677","1","0","0","0","1",,"1:677"
"Brooklyn","20","20","K200","20K200","Elementary","1316","1","1","0","1","2",,"1:1316"
"Brooklyn","20","20","K201","20K201","Junior High-Intermediate-Middle","1584","4","0","0","0","4",,"4:1584"
"Brooklyn","20","20","K204","20K204","Elementary","1178","1","0","0","0","1",,"1:1178"
"Brooklyn","20","20","K205","20K205","Elementary","1278","1","0","0","0","1",,"1:1278"
"Brooklyn","20","20","K220","20K220","Junior High-Intermediate-Middle","1520","5","0","0","0","5",,"5:1520"
"Brooklyn","20","20","K223","20K223","Junior High-Intermediate-Middle","950","2","0","0","0","2",,"2:950"
"Brooklyn","20","20","K227","20K227","Junior High-Intermediate-Middle","1506","6","0","0","0","6",,"6:1506"
"Brooklyn","20","20","K229","20K229","K-8","1249","2","0","0","0","2",,"2:1249"
"Brooklyn","20","20","K247","20K247","Elementary","873","1","0","0","0","1",,"1:873"
"Brooklyn","20","20","K259","20K259","Junior High-Intermediate-Middle","1852","6","0","0","0","6",,"6:1852"
"Brooklyn","20","20","K264","20K264","Elementary","480","0","0","0","0","0",,"0"
"Brooklyn","20","20","K310","20K310","Elementary","409","0","0","0","0","0",,"0"
"Brooklyn","20","20","K445","20K445","High School","3563","18","0","0","0","18",,"18:3563"
"Brooklyn","20","20","K485","20K485","High School","1278","5","0","0","0","5",,"5:1278"
"Brooklyn","20","20","K490","20K490","High School","4582","19","1","0","1","20",,"19:4582"
"Brooklyn","20","20","K503","20K503","Elementary","1072","1","0","0","0","1",,"1:1072"
"Brooklyn","20","20","K505","20K505","High School","3061","15","1","0","1","16",,"15:3061"
"Brooklyn","20","20","K506","20K506","Elementary","793","0","0","0","0","0",,"0"
"Brooklyn","20","20","K609","20K609","Secondary School","556","2","0","0","0","2",,"2:556"
"Brooklyn","20","20","K682","20K682","Elementary","378","1","0","0","0","1",,"1:378"
"Brooklyn","20","20","K686","20K686","K-8","566","1","0","0","0","1",,"1:566"
"Brooklyn","20","20","K748","20K748","Elementary","548","1","0","0","0","1",,"1:548"
