"reporting_year","borough_block_lot","property_street_address_or","borough","zip_code","sold_date","vacant_on_12_31","construction_reported","vacant_6_30_or_date_sold","primary_business_activity","property_number","property_street","unit","borough_1","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","nbhd"
"2021 and 2022","1003480022","87 CLINTON STREET","MANHATTAN","10002",,"NO",,,"MISCELLANEOUS OTHER SERVICE","87","CLINTON STREET",,"MANHATTAN","10002","40.7188053","-73.9855088","3","1","14","1004178","1003480022","MN28","Lower East Side"
"2021 and 2022","4032330001","14 Tennis Place","QUEENS","11375",,"NO",,,"OTHER","6","BURNS STREET",,"QUEENS","11375","40.719549","-73.846302","6","29","723","4077442","4032330001","QN17","Forest Hills"
"2021 and 2022","4032330001","12 Tennis Place","QUEENS","11375",,"NO",,,"OTHER","6","BURNS STREET",,"QUEENS","11375","40.719549","-73.846302","6","29","723","4077442","4032330001","QN17","Forest Hills"
"2021 and 2022","1001480015","40 WORTH STREET","MANHATTAN",".",,"NO",,,"OTHER",,,,"MANHATTAN",".",,,,,"33","1001622","1001480015","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2021 and 2022","1001630033","28 BOWERY","MANHATTAN","10013",,"NO",,,"FOOD SERVICES","28","BOWERY",,"MANHATTAN","10013","40.7150266","-73.9971791","3","1","29","1001801","1001630033","MN27","Chinatown"
"2021 and 2022","1003040014","121 BOWERY","MANHATTAN","10002",,"NO",,,"FOOD SERVICES","121","BOWERY",,"MANHATTAN","10002","40.7180348","-73.994661","3","1","16","1003929","1003040014","MN27","Chinatown"
"2021 and 2022","1004000039","56 AVE B","MANHATTAN","10009",,"NO",,,"OTHER","235","EAST 4 STREET",,"MANHATTAN","10009","40.7235039","-73.9826793","3","2","32","1005028","1004000039","MN22","East Village"
"2021 and 2022","1000161302","102 North End Avenue","MANHATTAN","10282",,"NO",,,"MISCELLANEOUS OTHER SERVICE","102","NORTH END AVENUE","RETL","MANHATTAN","10282","40.71499","-74.015277","1","1","317","1085867","1000161302","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000161302","102 North End Avenue","MANHATTAN","10282",,"NO",,,"FOOD SERVICES","102","NORTH END AVENUE","RETL","MANHATTAN","10282","40.71499","-74.015277","1","1","317","1085867","1000161302","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000161302","102 North End Avenue","MANHATTAN","10282",,"NO",,,"RETAIL","102","NORTH END AVENUE","RETL","MANHATTAN","10282","40.71499","-74.015277","1","1","317","1085867","1000161302","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000161302","102 North End Avenue","MANHATTAN","10282",,"NO",,,"FOOD SERVICES","102","NORTH END AVENUE","RETL","MANHATTAN","10282","40.71499","-74.015277","1","1","317","1085867","1000161302","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000161401","30 LITTLE WEST STREET","MANHATTAN","10004",,"NO",,,"FOOD SERVICES","30","LITTLE WEST STREET","COM","MANHATTAN","10004","40.706229","-74.017096","1","1","317","1087238","1000161401","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000162401","300 ALBANY STREET","MANHATTAN","10280",,"NO",,,"FOOD SERVICES","300","ALBANY STREET","COMMA","MANHATTAN","10280","40.709915","-74.016859","1","1",,"1000436","1000162401","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000166001","21 SOUTH END AVENUE","MANHATTAN","10280",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","21","SOUTH END AVENUE","COMM","MANHATTAN","10280","40.708312","-74.018117","1","1","317","1075698","1000166001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000166001","21 SOUTH END AVENUE","MANHATTAN","10280",,"NO",,,"EDUCATIONAL SERVICES","21","SOUTH END AVENUE","COMM","MANHATTAN","10280","40.708312","-74.018117","1","1","317","1075698","1000166001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000166001","21 SOUTH END AVENUE","MANHATTAN","10280",,"NO",,,"FOOD SERVICES","21","SOUTH END AVENUE","COMM","MANHATTAN","10280","40.708312","-74.018117","1","1","317","1075698","1000166001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000166001","21 SOUTH END AVENUE","MANHATTAN","10280",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","21","SOUTH END AVENUE","COMM","MANHATTAN","10280","40.708312","-74.018117","1","1","317","1075698","1000166001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000166301","400 CHAMBERS STREET","MANHATTAN","10282",,"NO",,,"OTHER","400","CHAMBERS STREET","RU1","MANHATTAN","10282","40.717719","-74.015028","1","1","317","1088317","1000166301","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000166301","400 CHAMBERS STREET","MANHATTAN","10282",,"NO",,,"OTHER","400","CHAMBERS STREET","RU1","MANHATTAN","10282","40.717719","-74.015028","1","1","317","1088317","1000166301","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000168002","2 SOUTH END AVE","MANHATTAN","10280",,"NO",,,"MISCELLANEOUS OTHER SERVICE","2","SOUTH END AVENUE","C1","MANHATTAN","10280","40.707922","-74.017244","1","1","317","1082813","1000168002","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000168002","2 SOUTH END AVE","MANHATTAN","10280",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","2","SOUTH END AVENUE","C1","MANHATTAN","10280","40.707922","-74.017244","1","1","317","1082813","1000168002","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000171221","50 WEST STREET","MANHATTAN","10006",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","50","WEST STREET","7D","MANHATTAN","10006","40.707761","-74.014994","1","1","13","1090192","1000171221","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000171221","50 WEST STREET","MANHATTAN","10006",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","50","WEST STREET","7D","MANHATTAN","10006","40.707761","-74.014994","1","1","13","1090192","1000171221","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000171221","50 WEST STREET","MANHATTAN","10006",,"NO",,,"RETAIL","50","WEST STREET","7D","MANHATTAN","10006","40.707761","-74.014994","1","1","13","1090192","1000171221","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000181001","88 Greenwich Street","MANHATTAN","10006",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","88","GREENWICH STREET","CU","MANHATTAN","10006","40.707876","-74.014088","1","1","13","1000794","1000181001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000181001","88 GREENWICH STREET","MANHATTAN","10006",,"NO",,,"FOOD SERVICES","88","GREENWICH STREET","CU","MANHATTAN","10006","40.707876","-74.014088","1","1","13","1000794","1000181001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000181001","88 GREENWICH STREET","MANHATTAN","10006",,"NO",,,"FOOD SERVICES","88","GREENWICH STREET","CU","MANHATTAN","10006","40.707876","-74.014088","1","1","13","1000794","1000181001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000181001","88 GREENWICH STREET","MANHATTAN","10006",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","88","GREENWICH STREET","CU","MANHATTAN","10006","40.707876","-74.014088","1","1","13","1000794","1000181001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000181001","88 GREENWICH STREET","MANHATTAN","10006",,"NO",,,"FOOD SERVICES","88","GREENWICH STREET","CU","MANHATTAN","10006","40.707876","-74.014088","1","1","13","1000794","1000181001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000190019","46 TRINITY PLACE","MANHATTAN","10006",,"NO",,,"FOOD SERVICES","46","TRINITY PLACE",,"MANHATTAN","10006","40.7076672","-74.0134031","1","1","13","1000799","1000190019","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000190019","46 TRINITY PLACE","MANHATTAN","10006",,"NO",,,"FOOD SERVICES","46","TRINITY PLACE",,"MANHATTAN","10006","40.7076672","-74.0134031","1","1","13","1000799","1000190019","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000191002","75 GREENWICH","MANHATTAN","10006",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","75","GREENWICH STREET","RET","MANHATTAN","10006","40.707355","-74.01358","1","1","13","1090972","1000191002","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000200001","31-33 Broadway","MANHATTAN","10006",,"NO",,,"RETAIL","29","BROADWAY",,"MANHATTAN","10006","40.7061465","-74.0135976","1","1","13","1000802","1000200001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000200009","17 Trinity Place","MANHATTAN","10006",,"NO",,,"FOOD SERVICES","45","BROADWAY",,"MANHATTAN","10006","40.7065418","-74.0132658","1","1","13","1000804","1000200009","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000200009","45 Broadway","MANHATTAN","10006",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","45","BROADWAY",,"MANHATTAN","10006","40.7065418","-74.0132658","1","1","13","1000804","1000200009","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000200016","55 BROADWAY","MANHATTAN","10006",,"NO",,,"FOOD SERVICES","55","BROADWAY",,"MANHATTAN","10006","40.7068548","-74.0130242","1","1","13","1000807","1000200016","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000200016","55 BROADWAY","MANHATTAN","10006",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","55","BROADWAY",,"MANHATTAN","10006","40.7068548","-74.0130242","1","1","13","1000807","1000200016","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000210001","37 Trinity Place","MANHATTAN","10006",,"NO",,"YES","RETAIL","61","BROADWAY",,"MANHATTAN","10006","40.7071046","-74.0128367","1","1","13","1000808","1000210001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000210001","37 Trinity Place","MANHATTAN","10006",,"NO",,"YES","RETAIL","61","BROADWAY",,"MANHATTAN","10006","40.7071046","-74.0128367","1","1","13","1000808","1000210001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000210004","65 BROADWAY","MANHATTAN","10006",,"NO",,,"RETAIL","65","BROADWAY",,"MANHATTAN","10006","40.7073269","-74.0126636","1","1","13","1000809","1000210004","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000210006","71 BROADWAY","MANHATTAN","10006",,"NO",,,"MISCELLANEOUS OTHER SERVICE","71","BROADWAY",,"MANHATTAN","10006","40.7074916","-74.0125122","1","1","13","1000810","1000210006","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000210006","71 BROADWAY","MANHATTAN","10006",,"NO",,,"MISCELLANEOUS OTHER SERVICE","71","BROADWAY",,"MANHATTAN","10006","40.7074916","-74.0125122","1","1","13","1000810","1000210006","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000210006","71 BROADWAY","MANHATTAN","10006",,"NO",,,"MISCELLANEOUS OTHER SERVICE","71","BROADWAY",,"MANHATTAN","10006","40.7074916","-74.0125122","1","1","13","1000810","1000210006","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1004450007","66 2 AVENUE","MANHATTAN","10003",,"NO",,,"RETAIL","66","2 AVENUE",,"MANHATTAN","10003","40.7258734","-73.9892883","3","2","38","1006167","1004450007","MN22","East Village"
"2021 and 2022","1000220013","26 BROADWAY","MANHATTAN","10004",,"NO",,,"FINANCE & INSURANCE","26","BROADWAY",,"MANHATTAN","10004","40.7054275","-74.0129013","1","1","9","1000811","1000220013","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000220017","32 BROADWAY","MANHATTAN","10004",,"NO",,,"FOOD SERVICES","32","BROADWAY",,"MANHATTAN","10004","40.7057953","-74.0127463","1","1","9","1078979","1000220017","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000220020","42 BROADWAY","MANHATTAN","10004",,"NO",,,"OTHER","42","BROADWAY",,"MANHATTAN","10004","40.7059875","-74.0125949","1","1","9","1000812","1000220020","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000220020","42 BROADWAY","MANHATTAN","10004",,"NO",,,"FINANCE & INSURANCE","42","BROADWAY",,"MANHATTAN","10004","40.7059875","-74.0125949","1","1","9","1000812","1000220020","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000220024","50 BROADWAY","MANHATTAN","10004",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","50","BROADWAY",,"MANHATTAN","10004","40.7062318","-74.0124398","1","1","9","1000813","1000220024","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000220028","52 BROADWAY","MANHATTAN","10004",,"NO",,,"EDUCATIONAL SERVICES","52","BROADWAY",,"MANHATTAN","10004","40.7064843","-74.012274","1","1","9","1000814","1000220028","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000220028","52 BROADWAY","MANHATTAN","10004",,"NO",,,"FINANCE & INSURANCE","52","BROADWAY",,"MANHATTAN","10004","40.7064843","-74.012274","1","1","9","1000814","1000220028","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000231001","1 WALL STREET","MANHATTAN","10005",,"YES","YES",,"NO BUSINESS ACTIVITY IDENTIFIED","1","WALL STREET","A","MANHATTAN","10005","40.707121","-74.01183","1","1","7","1000815","1000231001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000231001","1 WALL STREET","MANHATTAN","10005",,"YES","YES",,"NO BUSINESS ACTIVITY IDENTIFIED","1","WALL STREET","A","MANHATTAN","10005","40.707121","-74.01183","1","1","7","1000815","1000231001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000240001","60 BROAD STREET","MANHATTAN","10004",,"NO",,,"FOOD SERVICES","60","BROAD STREET",,"MANHATTAN","10004","40.7053123","-74.0119996","1","1","9","1000817","1000240001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000240001","60 BROAD STREET","MANHATTAN","10004",,"NO",,,"FOOD SERVICES","60","BROAD STREET",,"MANHATTAN","10004","40.7053123","-74.0119996","1","1","9","1000817","1000240001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000240001","60 BROAD STREET","MANHATTAN","10004",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","60","BROAD STREET",,"MANHATTAN","10004","40.7053123","-74.0119996","1","1","9","1000817","1000240001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000240001","60 BROAD STREET","MANHATTAN","10004",,"NO",,,"HEALTH CARE or SOCIAL ASSISTANCE","60","BROAD STREET",,"MANHATTAN","10004","40.7053123","-74.0119996","1","1","9","1000817","1000240001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000240029","30 BROAD STREET","MANHATTAN","10004",,"NO",,,"FOOD SERVICES","30","BROAD STREET",,"MANHATTAN","10004","40.706273","-74.0116535","1","1","9","1000819","1000240029","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000240029","30 BROAD STREET","MANHATTAN","10004",,"NO",,,"BROADCASTING/TELECOMM","30","BROAD STREET",,"MANHATTAN","10004","40.706273","-74.0116535","1","1","9","1000819","1000240029","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000240029","30 BROAD STREET","MANHATTAN","10004",,"NO",,,"FOOD SERVICES","30","BROAD STREET",,"MANHATTAN","10004","40.706273","-74.0116535","1","1","9","1000819","1000240029","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000240036","50 Broad Street","MANHATTAN","10004",,"NO",,,"RETAIL","50","BROAD STREET",,"MANHATTAN","10004","40.7057268","-74.0118626","1","1","9","1000820","1000240036","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000250001","55 BROAD STREET","MANHATTAN","10004",,"NO",,,"FOOD SERVICES","55","BROAD STREET",,"MANHATTAN","10004","40.7052767","-74.0110474","1","1","9","1000821","1000250001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000250001","55 BROAD STREET","MANHATTAN","10004",,"NO",,,"FOOD SERVICES","55","BROAD STREET",,"MANHATTAN","10004","40.7052767","-74.0110474","1","1","9","1000821","1000250001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000250010","41 BROAD STREET","MANHATTAN","10004",,"NO",,,"EDUCATIONAL SERVICES","41","BROAD STREET",,"MANHATTAN","10004","40.7057516","-74.0110872","1","1","9","1000823","1000250010","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000250027","40 EXCHANGE PLACE","MANHATTAN","10005",,"NO",,,"FOOD SERVICES","40","EXCHANGE PLACE",,"MANHATTAN","10005","40.7056858","-74.0102865","1","1","9","1000825","1000250027","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000251001","25 BROAD STREET","MANHATTAN","10004",,"NO",,,"RETAIL","25","BROAD STREET","COM A","MANHATTAN","10004","40.705919","-74.010766","1","1","900","1000824","1000251001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000251722","15 WILLIAM STREET","MANHATTAN","10005",,"NO",,,"MISCELLANEOUS OTHER SERVICE","15","WILLIAM STREET","COM-2","MANHATTAN","10005","40.705368","-74.010359","1","1","9","1087954","1000251722","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000430001","44 WALL STREET","MANHATTAN","10005",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","44","WALL STREET",,"MANHATTAN","10005","40.7067837","-74.0093849","1","1","7","1001017","1000430001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000430001","44 WALL STREET","MANHATTAN","10005",,"NO",,"YES","FINANCE & INSURANCE","44","WALL STREET",,"MANHATTAN","10005","40.7067837","-74.0093849","1","1","7","1001017","1000430001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000430002","40 WALL STREET","MANHATTAN","10005",,"NO",,"YES","FOOD SERVICES","40","WALL STREET",,"MANHATTAN","10005","40.7070143","-74.0097348","1","1","7","1001018","1000430002","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000430002","40 WALL STREET","MANHATTAN","10005",,"NO",,,"FOOD SERVICES","40","WALL STREET",,"MANHATTAN","10005","40.7070143","-74.0097348","1","1","7","1001018","1000430002","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000440001","28 LIBERTY STREET","MANHATTAN","10005",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","28","LIBERTY STREET",,"MANHATTAN","10005","40.7077691","-74.0091254","1","1","7","1032583","1000440001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000440001","28 LIBERTY STREET","MANHATTAN","10005",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","28","LIBERTY STREET",,"MANHATTAN","10005","40.7077691","-74.0091254","1","1","7","1032583","1000440001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000440001","28 LIBERTY STREET","MANHATTAN","10005",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","28","LIBERTY STREET",,"MANHATTAN","10005","40.7077691","-74.0091254","1","1","7","1032583","1000440001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000440001","28 LIBERTY STREET","MANHATTAN","10005",,"NO",,,"FOOD SERVICES","28","LIBERTY STREET",,"MANHATTAN","10005","40.7077691","-74.0091254","1","1","7","1032583","1000440001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000441410","18 PINE STREET","MANHATTAN","10005",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","18","PINE STREET","RETL2","MANHATTAN","10005","40.707728","-74.009735","1","1","7","1001022","1000441410","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000441411","18 PINE STREET","MANHATTAN","10005",,"NO",,,"RETAIL","18","PINE STREET","RETL3","MANHATTAN","10005","40.707728","-74.009735","1","1","7","1001022","1000441411","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000460003","100 BROADWAY","MANHATTAN","10005",,"NO",,,"OTHER","100","BROADWAY",,"MANHATTAN","10005","40.7079666","-74.01112","1","1","7","1001024","1000460003","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000460003","100 BROADWAY","MANHATTAN","10005",,"NO",,,"RETAIL","100","BROADWAY",,"MANHATTAN","10005","40.7079666","-74.01112","1","1","7","1001024","1000460003","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000480001","140 Broadway","MANHATTAN","10005",,"YES",,"YES","NO BUSINESS ACTIVITY IDENTIFIED","140","BROADWAY",,"MANHATTAN","10005","40.7086501","-74.0101174","1","1","7","1001027","1000480001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000480001","140 Broadway","MANHATTAN","10005",,"NO",,,"OTHER","140","BROADWAY",,"MANHATTAN","10005","40.7086501","-74.0101174","1","1","7","1001027","1000480001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000490002","111 BROADWAY","MANHATTAN","10006",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","111","BROADWAY",,"MANHATTAN","10006","40.7087131","-74.0116395","1","1","13","1001029","1000490002","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000490002","111 BROADWAY","MANHATTAN","10006",,"NO",,,"MISCELLANEOUS OTHER SERVICE","111","BROADWAY",,"MANHATTAN","10006","40.7087131","-74.0116395","1","1","13","1001029","1000490002","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000500001","115 BROADWAY","MANHATTAN","10006",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","115","BROADWAY",,"MANHATTAN","10006","40.7089355","-74.0114701","1","1","13","1001030","1000500001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000500001","115 BROADWAY","MANHATTAN","10006",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","115","BROADWAY",,"MANHATTAN","10006","40.7089355","-74.0114701","1","1","13","1001030","1000500001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000500001","115 BROADWAY","MANHATTAN","10006",,"NO",,,"OTHER","115","BROADWAY",,"MANHATTAN","10006","40.7089355","-74.0114701","1","1","13","1001030","1000500001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000500001","115 BROADWAY","MANHATTAN","10006",,"NO",,,"FOOD SERVICES","115","BROADWAY",,"MANHATTAN","10006","40.7089355","-74.0114701","1","1","13","1001030","1000500001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000500001","115 BROADWAY","MANHATTAN","10006",,"NO",,,"FOOD SERVICES","115","BROADWAY",,"MANHATTAN","10006","40.7089355","-74.0114701","1","1","13","1001030","1000500001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000510001","101 Greenwich","MANHATTAN","10006",,"NO",,,"RETAIL","101","GREENWICH STREET",,"MANHATTAN","10006","40.7080871","-74.0131688","1","1","13","1001031","1000510001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000510001","101 Greenwich","MANHATTAN","10006",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","101","GREENWICH STREET",,"MANHATTAN","10006","40.7080871","-74.0131688","1","1","13","1001031","1000510001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000510001","101 Greenwich","MANHATTAN","10006",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","101","GREENWICH STREET",,"MANHATTAN","10006","40.7080871","-74.0131688","1","1","13","1001031","1000510001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000510007","76 TRINITY PLACE","MANHATTAN","10006",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","68","TRINITY PLACE",,"MANHATTAN","10006","40.7084083","-74.0129813","1","1","13","1090830","1000510007","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000520010","137 Greenwich street","MANHATTAN","10006",,"NO",,,"FOOD SERVICES","137","GREENWICH STREET",,"MANHATTAN","10006","40.7095007","-74.0126532","1","1","13","1001038","1000520010","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000520016","112 Liberty Street","MANHATTAN","10006",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","112","LIBERTY STREET",,"MANHATTAN","10006","40.7095941","-74.0120978","1","1","13","1001042","1000520016","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000520016","112 Liberty Street","MANHATTAN","10006",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","112","LIBERTY STREET",,"MANHATTAN","10006","40.7095941","-74.0120978","1","1","13","1001042","1000520016","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000521101","114 LIBERTY STREET","MANHATTAN","10006",,"NO",,,"MISCELLANEOUS OTHER SERVICE","114","LIBERTY STREET","CELLAR","MANHATTAN","10006","40.709704","-74.012275","1","1","13","1001041","1000521101","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000521101","114 LIBERTY STREET","MANHATTAN","10006",,"NO",,,"RETAIL","114","LIBERTY STREET","CELLAR","MANHATTAN","10006","40.709704","-74.012275","1","1","13","1001041","1000521101","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000530035","108 GREENWICH STREET","MANHATTAN","10006",,"NO",,,"RETAIL","108","GREENWICH STREET",,"MANHATTAN","10006","40.7086058","-74.0136197","1","1","13","1001052","1000530035","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000530035","108 GREENWICH STREET","MANHATTAN","10006",,"NO",,,"RETAIL","108","GREENWICH STREET",,"MANHATTAN","10006","40.7086058","-74.0136197","1","1","13","1001052","1000530035","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000530040","94A GREENWICH STREET","MANHATTAN","10006",,"NO",,,"FOOD SERVICES","94A","GREENWICH STREET",,"MANHATTAN","10006","40.7081639","-74.0138036","1","1","13","1001057","1000530040","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000530041","94 GREENWICH STREET","MANHATTAN","10006",,"NO",,,"FOOD SERVICES","94","GREENWICH STREET",,"MANHATTAN","10006","40.7081118","-74.0138216","1","1","13","1001058","1000530041","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000560004","90 WEST STREET","MANHATTAN","10006",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","90","WEST STREET",,"MANHATTAN","10006","40.7099919","-74.0142584","1","1","13","1001064","1000560004","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000560004","90 WEST STREET","MANHATTAN","10006",,"NO",,,"RETAIL","90","WEST STREET",,"MANHATTAN","10006","40.7099919","-74.0142584","1","1","13","1001064","1000560004","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000560004","90 WEST STREET","MANHATTAN","10006",,"NO",,,"FOOD SERVICES","90","WEST STREET",,"MANHATTAN","10006","40.7099919","-74.0142584","1","1","13","1001064","1000560004","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000621001","1 LIBERTY PLAZA","MANHATTAN","10006",,"NO",,,"FINANCE & INSURANCE","1","LIBERTY PLAZA","1","MANHATTAN","10006","40.709754","-74.010843","1","1","13","1001068","1000621001","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000630003","22 CORTLANDT STREET","MANHATTAN","10007",,"NO",,,"RETAIL","22","CORTLANDT STREET",,"MANHATTAN","10007","40.7104644","-74.0105","1","1","13","1001069","1000630003","MN25","Battery Park City-Lower Manhattan"
"2021 and 2022","1000630006","21 DEY STREET","MANHATTAN","10007",,"YES",,,"NO BUSINESS ACTIVITY IDENTIFIED","21","DEY STREET",,"MANHATTAN","10007","40.7105961","-74.0107778","1","1","13","1001070","1000630006","MN25","Battery Park City-Lower Manhattan"
