"the_geom","seatingcho","retailname","bizname","bizdba","biz_desc","other_bizd","bizstreetn","suitenum","bizboro","bizzip","bizaddress","sidewalkdi","sidewalk_1","sidewalkar","openstreet","openstre_1","openstre_2","qualify_si","qualify_op","landmarkdi","landmark_1","healthcomp","submission","creationda","long","lat","x","y"
"POINT (-0.0000000001911132 -0.0000000001788617)","both",,,,,,,,,,,"0","0",,"0","0",,"no","no",,,,,"2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.83463970113736 40.687474417861544)","sidewalk","SANSKRITI USA INC","SANSKRITI USA INC","SANSKRITI USA INC","Other","RELIGIOUS ITEMS AND CLOTHING","108-16 101ST AVENUE",,"Queens","11419","108-16 101ST AVENUE , Queens, NY","5","5","25","0","0",,"yes","no","no",,"yes","2020-10-30T00:00:00.000","2022-11-02T00:00:00.000","-73.8346397011","40.6874744179","1030109.82789","189785.186096"
"POINT (-73.81998813342807 40.687889572893745)","sidewalk","Sai Kirpa LLC","Sai Kirpa LLC","Sai Kirpa LLC","Clothing, Shoe, Accessories Store",,"12401 Liberty Avenue","12401B","Queens","11419","12401 Liberty Avenue, Queens, NY","18","18","324","0","0",,"yes","no","no",,"yes","2020-11-07T00:00:00.000","2022-11-02T00:00:00.000","-73.8199881334","40.6878895729","1034172.87127","189944.449229"
"POINT (-73.9166948446761 40.81666938523934)","sidewalk","danice","danice","danice","Clothing, Shoe, Accessories Store",,"2883 3rd",,"Bronx","10455","2883 3rd , Bronx, NY","25","16","400","0","0",,"yes","no","no",,"yes","2021-03-25T00:00:00.000","2022-11-02T00:00:00.000","-73.9166948447","40.8166693852","1007308.49521","236822.777388"
"POINT (-73.964024087945 40.773816521013536)","sidewalk","ANGELINA PARIS","ANGELINA BRYANT PARK LLC","ANGELINA PARIS","Food Service - Specialty (coffee, bakery, cheese shop, etc)",,"954 Madison Ave",,"Manhattan","10021","954 Madison Ave, Manhattan, NY","40","15","600","0","0",,"yes","no","yes","yes","yes","2021-04-13T00:00:00.000","2022-11-02T00:00:00.000","-73.9640240879","40.773816521","994214.385243","221201.073724"
"POINT (-73.81756190890532 40.77685404559422)","sidewalk","Whitestone Bagel Factory inc","Whitestone Bagel Factory Inc","Whitestone Bagel Factory inc","Specialty Food Store (Cheese shop, butcher, fruit and vegetable store, fish market, bakery, etc.)",,"24-17 149th street",,"Queens","11357","24-17 149th street, Queens, NY","50","14","700","0","0",,"yes","no","no",,"yes","2020-12-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8175619089","40.7768540456","1034778.23226","222358.317144"
"POINT (-73.86210493555188 40.691838288282476)","sidewalk","A&A STRAIGHTRAZORS LLC","A&A STRAIGHTRAZORS LLC","A&A STRAIGHTRAZORS LLC","Beauty Supply, Fragrance, Cosmetics Store",,"8672 80th Street",,"Queens","11421","8672 80th Street, Queens, NY","100","15","1500","0","0",,"yes","no","no",,"yes","2020-11-10T00:00:00.000","2022-11-02T00:00:00.000","-73.8621049356","40.6918382883","1022490.32279","191361.885043"
"POINT (-73.861048981425 40.83652628155482)","sidewalk","AT&T MOBILITY SUPPLY, LLC","AT&T MOBILITY","AT&T MOBILITY","Electronics Store; Cell Phone Store",,"1443 METROPOLITAN AVENUE","STE C2","Bronx","10462","1443 METROPOLITAN AVENUE , Bronx, NY","34","14","476","0","0",,"yes","no","no",,"yes","2020-11-19T00:00:00.000","2022-11-02T00:00:00.000","-73.8610489814","40.8365262816","1022699.53562","244076.901331"
"POINT (-73.77176075896902 40.765003041054634)","sidewalk","Dashing Diva","Jyoung Beauty Corp","A&J Spa Develpment Corp.","Hair, Nail, Beauty Salon, Barber Shop, Misc. Personal Care",,"39-14 Bell Blvd",,"Queens","11361","39-14 Bell Blvd, Queens, NY","10","5","50","0","0",,"yes","no","no",,"yes","2020-11-11T00:00:00.000","2022-11-02T00:00:00.000","-73.771760759","40.7650030411","1047474.58778","218070.351311"
"POINT (-74.00323648672801 40.723411199192455)","sidewalk","Little Market NYC","Little Market NYC, LLC","Little Market NYC","Clothing, Shoe, Accessories Store",,"505 Broome Street","Store","Manhattan","10013","505 Broome Street, Manhattan, NY","18","40","720","0","0",,"yes","no","no",,"yes","2021-08-05T00:00:00.000","2022-11-02T00:00:00.000","-74.0032364867","40.7234111992","983352.89942","202834.764656"
"POINT (-73.89181442354504 40.82304415763706)","sidewalk","best deal electronics","best deal electronics","best deal electronics","Electronics Store; Cell Phone Store",,"1007 southern boulevard",,"Bronx","10459","1007 southern boulevard, Bronx, NY","20","14","280","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8918144235","40.8230441576","1014192.4132","239152.862951"
"POINT (-73.97137871752297 40.61647969831371)","sidewalk","Timeless Table","The Kitchen Kart llc","Timeless Table","Home Goods Store",,"1400 East 4th street",,"Brooklyn","11230","1400 East 4th street, Brooklyn, NY","22","16","352","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9713787175","40.6164796983","992196.074975","163877.85963"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","HONEY FASHION,INC","HONEY FASHION,INC","HONEY FASHION,INC","Clothing, Shoe, Accessories Store",,"4716 5TH AVENUE","GROUND FLOOR","Brooklyn","11220","4716 5TH AVENUE, Brooklyn, NY","11","5","55","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.89177502787776 40.82258491336907)","sidewalk","Kidstown","Versace Retail Systems LLC","Kidstown","Clothing, Shoe, Accessories Store",,"991 Southen Blvd",,"Bronx","10459","991 Southen Blvd, Bronx, NY","50","15","750","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8917750279","40.8225849134","1014203.52341","238985.557183"
"POINT (-73.98978563388532 40.75467533919569)","sidewalk","DIANA Fabrics","DIANA Fabrics","DIANA Fabrics / fabric &fabric Inc","Clothing, Shoe, Accessories Store",,"250 west 39 th street , ny , ny 10018","store front","Manhattan","10018","250 west 39 th street , ny , ny 10018 , Manhattan, NY","14","4","56","0","0",,"yes","no","no",,"yes","2020-10-30T00:00:00.000","2022-11-02T00:00:00.000","-73.9897856339","40.7546753392","987079.925102","214225.428882"
"POINT (-73.90531062763021 40.70025531101183)","sidewalk","Mula","Mula797inc","Mula_Nyc","Clothing, Shoe, Accessories Store",,"56-23 Myrtle Ave",,"Queens","11385","56-23 Myrtle Ave , Queens, NY","16","12","192","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9053106276","40.700255311","1010505.4419","194412.54692"
"POINT (-73.93006247145048 40.65070569098764)","sidewalk","P&S BAKERY RESTAURANT","PAMELA EASTMAN","P&S BAKERY RESTAURANT","Food Service - Specialty (coffee, bakery, cheese shop, etc)",,"917 UTICA AVENUE",,"Brooklyn","11203","917 UTICA AVENUE, Brooklyn, NY","15","13","195","0","0",,"yes","no","no",,"yes","2021-11-09T00:00:00.000","2022-11-02T00:00:00.000","-73.9300624715","40.650705691","1003656.67246","176353.757907"
"POINT (-73.9746270389436 40.67564621104559)","sidewalk","Mandala Tibetan Store","Zumki Lama","Mandala Tibetan Store","Clothing, Shoe, Accessories Store",,"59 7th Avenue",,"Brooklyn","11217","59 7th Avenue , Brooklyn, NY","31","25","775","0","0",,"yes","no","yes","yes","yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9746270389","40.675646211","991288.005597","185433.562254"
"POINT (-73.92408030775377 40.763606993408274)","sidewalk","The Astoria Bookshop","The Astoria Bookshop LLC","The Astoria Bookshop","Book Store",,"31-29 31st Street",,"Queens","11106","31-29 31st Street, Queens, NY","18","5","90","0","0",,"yes","no","no",,"yes","2021-04-09T00:00:00.000","2022-11-02T00:00:00.000","-73.9240803078","40.7636069934","1005280.98778","217488.471241"
"POINT (-73.86640300678017 40.67881591217919)","sidewalk","XIOS","Clothing Emporium Inc.","XIOS","Clothing, Shoe, Accessories Store",,"1167 Liberty Ave.",,"Brooklyn","11208","1167 Liberty Ave., Brooklyn, NY","10","5","50","0","0",,"yes","no","no",,"yes","2020-10-30T00:00:00.000","2022-11-02T00:00:00.000","-73.8664030068","40.6788159122","1021305.64143","186615.613367"
"POINT (-73.85576519816158 40.8562388825888)","sidewalk","rose Petal floral deisgns","rose Petal floral deisgn","rose Petal floral deisgns","Florist, Horticulture, Gardening",,"2133 Williamsbridge Road",,"Bronx","10461","2133 Williamsbridge Road, Bronx, NY","22","4","88","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.8557651982","40.8562388826","1024149.79945","251261.30002"
"POINT (-73.86104697097706 40.68005014672476)","sidewalk","Ara Faahion House Inc","Ara Fashion House Inc","Ara Faahion House Inc","Clothing, Shoe, Accessories Store",,"76-09 101st ave",,"Queens","11416","76-09 101st ave , Queens, NY","15","18","270","0","0",,"yes","no","no",,"yes","2020-12-07T00:00:00.000","2022-11-02T00:00:00.000","-73.861046971","40.6800501467","1022790.52428","187067.591138"
"POINT (-73.7987294476518 40.703994100850046)","sidewalk","Roxx","Roxx Fashion Inc","Roxx","Clothing, Shoe, Accessories Store",,"160-15 Jamaica Ave",,"Queens","11432","160-15 Jamaica Ave, Queens, NY","50","5","250","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.7987294477","40.7039941009","1040055.07276","195824.620212"
"POINT (-73.89034314651587 40.86323965830847)","sidewalk","MARION PHARMACY","friendly care pharmacy inc.","MARION PHARMACY","Pharmacy, Optical Store, Health Store",,"2614-16 decatur ave",,"Bronx","10458","2614-16 decatur ave, Bronx, NY","40","6","240","0","0",,"yes","no","no",,"yes","2021-02-15T00:00:00.000","2022-11-02T00:00:00.000","-73.8903431465","40.8632396583","1014581.28414","253798.08891"
"POINT (-73.89860275847927 40.86229409570069)","sidewalk","FANTACIA BEAUTY SUPPLY","CRSJ INC.","FANTACIA BEAUTY SUPPLY","Beauty Supply, Fragrance, Cosmetics Store",,"131 E. FORDHAM ROAD",,"Bronx","10468","131 E. FORDHAM ROAD, Bronx, NY","17","5","85","0","0",,"yes","no","no",,"yes","2020-10-30T00:00:00.000","2022-11-02T00:00:00.000","-73.8986027585","40.8622940957","1012297.06036","253450.831731"
"POINT (-73.98200052300646 40.77549518465241)","sidewalk","Alaric Flower Design","Alaric Flower Design","alaric","Florist, Horticulture, Gardening",,"2000 Broadway",,"Manhattan","10023","2000 Broadway, Manhattan, NY","10","3","30","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.982000523","40.7754951847","989235.258062","221811.133199"
"POINT (-73.99906417020104 40.724951061201715)","sidewalk","Apple - Soho","Apple Inc.","483043594417","Electronics Store; Cell Phone Store",,"103 Prince Street",,"Manhattan","10012","103 Prince Street , Manhattan, NY","48","8","384","0","0",,"yes","no","no",,"yes","2020-11-12T00:00:00.000","2022-11-02T00:00:00.000","-73.9990641702","40.7249510612","984509.390545","203395.768783"
"POINT (-73.96387909246164 40.62487362856659)","sidewalk","ave j mens","ave j men","ave j mens","Clothing, Shoe, Accessories Store",,"1206 ave j",,"Brooklyn","11230","1206 ave j, Brooklyn, NY","15","16","240","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9638790925","40.6248736286","994276.921207","166936.759024"
"POINT (-74.00955860212682 40.71705343315132)","sidewalk","The Craft Studio Tribeca","The Craft Studio Tribeca Inc","The Craft Studio Tribeca","Other","Children's Art Studio and Toy Shop","174 Duane Street",,"Manhattan","10013","174 Duane Street, Manhattan, NY","15","9","135","0","0",,"yes","no","yes","yes","yes","2020-11-04T00:00:00.000","2022-11-02T00:00:00.000","-74.0095586021","40.7170534332","981600.260865","200518.563251"
"POINT (-73.90185999944994 40.86573999972862)","sidewalk","danice","danice","danice","Clothing, Shoe, Accessories Store",,"119",,"Bronx","10468","119, Bronx, NY","40","20","800","0","0",,"yes","no","no",,"yes","2021-03-25T00:00:00.000","2022-11-02T00:00:00.000","-73.9018599994","40.8657399997","1011394.68258","254705.281649"
"POINT (-73.83235320158667 40.76028172421113)","sidewalk","168 DME INC","168 DME INC","168 PHARMACY","Pharmacy, Optical Store, Health Store",,"135-05 38TH AVE","STOREFRONT","Queens","11354","135-05 38TH AVE , Queens, NY","10","5","50","0","0",,"yes","no","no",,"yes","2020-12-13T00:00:00.000","2022-11-02T00:00:00.000","-73.8323532016","40.7602817242","1030693.18204","216312.295115"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","AT&T Mobility Supply, LLC","AT&T","AT&T Mobility","Electronics Store; Cell Phone Store",,"21 GRAHAM AVENUE",,"Brooklyn","11206","21 GRAHAM AVENUE, Brooklyn, NY","23","18","414","0","0",,"yes","no","no",,"yes","2020-12-09T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.98151252102181 40.72887050009075)","sidewalk","Foxface Provisions","Be A Good Neighbor LLC","Foxface Provisions","Food Service - Full Service Restaurant",,"189 ave a",,"Manhattan","10009","189 ave a, Manhattan, NY","15","5","75","0","0",,"yes","no","no",,"yes","2021-07-30T00:00:00.000","2022-11-02T00:00:00.000","-73.981512521","40.7288705001","989374.00352","204824.281346"
"POINT (-73.92312153658301 40.8635046912447)","sidewalk","Academy Medical Care PC","Academy Medical Care PC","Academy Medical Care PC","Other","MEDICAL CARE OFFICE","571 Academy Street 1st Floor","APT. GLE","Manhattan","10034","571 Academy Street 1st Floor, Manhattan, NY","16","9","144","0","0",,"yes","no","no",,"yes","2020-11-30T00:00:00.000","2022-11-02T00:00:00.000","-73.9231215366","40.8635046912","1005514.6402","253884.997201"
"POINT (-73.94410006388972 40.68497573115656)","sidewalk","The Style Boutik","The Style Boutik","The Style Boutik","Clothing, Shoe, Accessories Store",,"373 Tompkins Ave",,"Brooklyn","11216","373 Tompkins Ave, Brooklyn, NY","12","12","144","0","0",,"yes","no","no",,"yes","2022-05-25T00:00:00.000","2022-11-02T00:00:00.000","-73.9441000639","40.6849757312","999753.47259","188836.502954"
"POINT (-73.79437253502473 40.70573921259107)","sidewalk","Hot Point","Hot Point Intel Fashions Inc","Hot Point","Clothing, Shoe, Accessories Store",,"165-15 Jamaica Ave",,"Queens","11432","165-15 Jamaica Ave, Queens, NY","35","5","175","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.794372535","40.7057392126","1041261.59299","196463.22064"
"POINT (-73.86190309789886 40.750216692766514)","sidewalk","Sea Town Fish & Farmers Market","Sea Town Corona NY LLC","Sea Town Fish & Farmers Market","Supermarket & Grocery Store",,"39-24 104th Street",,"Queens","11368","39-24 104th Street, Queens, NY","100","20","2000","0","0",,"yes","no","no",,"yes","2020-11-10T00:00:00.000","2022-11-02T00:00:00.000","-73.8619030979","40.7502166928","1022512.76467","212630.995391"
"POINT (-0.0000000001911132 -0.0000000001788617)","openstreets",,,,,,,,,,,"0","0",,"0","0",,"no","no",,,,,"2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.87209616280138 40.753916338827274)","sidewalk","10Spot","34-44 CLOTHING CORP","10Spot","Clothing, Shoe, Accessories Store",,"34-44 JUNCTION BLVD",,"Queens","11372","34-44 JUNCTION BLVD, Queens, NY","14","2","28","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8720961628","40.7539163388","1019686.58725","213974.606549"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","ES LA VIDA","ES LA VIDA CORPORATION","ES LA VIDA","Clothing, Shoe, Accessories Store",,"5402-04 5TH AVENUE",,"Brooklyn","11220","5402-04 5TH AVENUE, Brooklyn, NY","46","18","828","0","0",,"yes","no","no",,"yes","2020-11-06T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.92148283983647 40.663674674168824)","sidewalk","danice","danice","danice","Clothing, Shoe, Accessories Store",,"144 east 98th st",,"Brooklyn","11212","144 east 98th st, Brooklyn, NY","40","15","600","0","0",,"yes","no","no",,"yes","2021-03-25T00:00:00.000","2022-11-02T00:00:00.000","-73.9214828398","40.6636746742","1006033.16279","181080.735001"
"POINT (-73.99518964281064 40.725351758606536)","sidewalk","Happy Paws","Happy Paws Holding Group","Happy Paws","Other","Pet Store","316 Lafayette Street",,"Manhattan","10012","316 Lafayette Street, Manhattan, NY","16","27","432","0","0",,"yes","no","yes","yes","yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9951896428","40.7253517586","985583.31261","203541.790473"
"POINT (-73.99894457321382 40.72270896772192)","sidewalk","lululemon","lululemon","lululemon","Clothing, Shoe, Accessories Store",,"520 Broadway","Ground Level","Manhattan","10012","520 Broadway, Manhattan, NY","14","4","56","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9989445732","40.7227089677","984542.549928","202578.905259"
"POINT (-74.00549767286117 40.73379402972135)","sidewalk","Michele Mack Gallery LLC","Michele Mack Gallery LLC","Michele Mack Gallery LLC","Other","fine art","236 West 10th Street","ground floor","Manhattan","10014","236 West 10th Street, Manhattan, NY","50","50","2500","0","0",,"yes","no","yes","yes","yes","2021-10-13T00:00:00.000","2022-11-02T00:00:00.000","-74.0054976729","40.7337940297","982726.373442","206617.58419"
"POINT (-74.0059936711326 40.73935132962752)","sidewalk","two : minds","Two Minds LLC","two : minds","Clothing, Shoe, Accessories Store",,"34 Gansevoort St.",,"Manhattan","10014","34 Gansevoort St., Manhattan, NY","12","8","96","0","0",,"yes","no","no",,"yes","2021-05-06T00:00:00.000","2022-11-02T00:00:00.000","-74.0059936711","40.7393513296","982589.050882","208642.292739"
"POINT (-73.9178719160559 40.76032853731097)","sidewalk","XIOS","Clothing Emporium Inc.","XIOS","Clothing, Shoe, Accessories Store",,"31-39 Steinway St.",,"Queens","11103","31-39 Steinway St., Queens, NY","10","5","50","0","0",,"yes","no","no",,"yes","2020-10-30T00:00:00.000","2022-11-02T00:00:00.000","-73.9178719161","40.7603285373","1007001.9325","216295.57402"
"POINT (-73.98916256984513 40.76330040369542)","sidewalk","AMISH MANHATTAN FARMER`S MARKET","AMISH MANHATTAN FARMER`S MARKET","AMISH MARKET","Supermarket & Grocery Store",,"731 9TH AVE","GROUND FLOOR","Manhattan","10019","731 9TH AVE, Manhattan, NY","24","5","120","0","0",,"yes","no","no",,"yes","2021-04-09T00:00:00.000","2022-11-02T00:00:00.000","-73.9891625698","40.7633004037","987252.158354","217367.842545"
"POINT (-73.95388065556013 40.742921754735015)","sidewalk","Champions Martial Arts Long Island City","Champions Martial Arts Long Island City","Champions Martial Arts Long Island City","Gym, Fitness, Dance, Yoga Studio",,"49-15 Vernon Blvd.",,"Queens","11101","49-15 Vernon Blvd., Queens, NY","16","13","208","0","0",,"yes","no","no",,"yes","2022-03-23T00:00:00.000","2022-11-02T00:00:00.000","-73.9538806556","40.7429217547","997029.776266","209946.419396"
"POINT (-73.94132154695214 40.79898708960497)","sidewalk","ABASTOS","ABASTOS LLC","ABASTOS","Supermarket & Grocery Store",,"1873 LEXINGTON AVENUE",,"Manhattan","10029","1873 LEXINGTON AVENUE , Manhattan, NY","14","20","280","0","0",,"yes","no","no",,"yes","2021-08-08T00:00:00.000","2022-11-02T00:00:00.000","-73.941321547","40.7989870896","1000496.25063","230374.967777"
"POINT (-73.98301413852857 40.57678832705772)","sidewalk","Sport Shoe LLC","Sport Shoe LLC","Vintage USA","Clothing, Shoe, Accessories Store",,"1508 Mermaid Avenue",,"Brooklyn","11224","1508 Mermaid Avenue , Brooklyn, NY","12","6","72","0","0",,"yes","no","no",,"yes","2020-12-08T00:00:00.000","2022-11-02T00:00:00.000","-73.9830141385","40.5767883271","988968.558136","149416.440062"
"POINT (-0.0000000001911132 -0.0000000001788617)","both",,,,,,,,,,,"0","0",,"0","0",,"no","no",,,,,"2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","AT&T Mobility Supply, LLC","AT&T","AT&T Mobility","Electronics Store; Cell Phone Store",,"453 86TH ST",,"Brooklyn","11209","453 86TH ST, Brooklyn, NY","13","10","130","0","0",,"yes","no","no",,"yes","2020-12-09T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.95759476046005 40.60903141263695)","sidewalk","Rainbow shops","Rainbow USA INC","Rainbow shops","Clothing, Shoe, Accessories Store",,"1524 Kings Hwy",,"Brooklyn","11229","1524 Kings Hwy, Brooklyn, NY","150","50","7500","0","0",,"yes","no","yes","yes","yes","2020-10-30T00:00:00.000","2022-11-02T00:00:00.000","-73.9575947605","40.6090314126","996024.203474","161165.806655"
"POINT (-0.0000000001911132 -0.0000000001788617)","sidewalk","WE THE PEOPLE","INFOTEL. INC.","WE THE PEOPLE","Other","LEGAL DOCUMENTS","233 W. 14 TH ST.",,"Manhattan","10011","233 W. 14 TH ST., Manhattan, NY","22","15","330","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-0.00000000019041344767","-1.78722274927E-10","31130726.7325","-2280004.57969"
"POINT (-73.96268517355766 40.607109568289445)","sidewalk","Gizia Corporation","Gizia Corporation","Gizia Corporation","Clothing, Shoe, Accessories Store",,"933 Kings Hwy",,"Brooklyn","11223","933 Kings Hwy, Brooklyn, NY","14","25","350","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.9626851736","40.6071095683","994611.101969","160464.985878"
"POINT (-74.01308228858638 40.64246384887931)","sidewalk","La Moda","Clothing Emporium Inc.","La Moda","Clothing, Shoe, Accessories Store",,"5418 5th Ave.",,"Brooklyn","11220","5418 5th Ave., Brooklyn, NY","10","5","50","0","0",,"yes","no","no",,"yes","2020-10-30T00:00:00.000","2022-11-02T00:00:00.000","-74.0130822886","40.6424638489","980619.401606","173343.552969"
"POINT (-73.82275835294575 40.68675353234002)","sidewalk","LDC Liberty INC","LDC Liberty INC","Kiddy House","General Merchandise Store (99 cent store, etc.)",,"120-14 Liberty Ave",,"Queens","11419","120-14 Liberty Ave, Queens, NY","20","18","360","0","0",,"yes","no","no",,"yes","2020-10-29T00:00:00.000","2022-11-02T00:00:00.000","-73.8227583529","40.6867535323","1033405.44203","189528.990742"
"POINT (-73.81826699366569 40.68849755486667)","sidewalk","Divine Botanica & Spiritual Store","Divine Botanica & Spiritual Store Inc.","Divine Botanica & Spiritual Store","General Merchandise Store (99 cent store, etc.)",,"126-08 Liberty Avenue",,"Queens","11419","126-08 Liberty Avenue, Queens, NY","20","16","320","0","0",,"yes","no","no",,"yes","2020-11-24T00:00:00.000","2022-11-02T00:00:00.000","-73.8182669937","40.6884975549","1034649.73646","190166.939926"
"POINT (-74.09716250092639 40.574547006327286)","sidewalk","Fishtopia LLC","Fishtopia LLC","Fishtopia LLC","Other","Aquarium, reptile and pet supplies","461 Midland Ave",,"Staten Island","10306","461 Midland Ave, Staten Island, NY","16","16","256","0","0",,"yes","no","no",,"yes","2020-10-30T00:00:00.000","2022-11-02T00:00:00.000","-74.0971625009","40.5745470063","957258.010009","148614.383595"
"POINT (-73.98873026216333 40.703045605037055)","sidewalk","Powerhouse Arena","Powerhouse Arena","Powerhouse Arena","Book Store",,"28 Adams",,"Brooklyn","11201","28 Adams, Brooklyn, NY","96","11","1056","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9887302622","40.703045605","987374.739473","195415.144653"
"POINT (-73.96291856727838 40.79934396472549)","sidewalk","A Change of A Dress","A Change Of A Dress","A Change of A Dress","Clothing, Shoe, Accessories Store",,"101W 106 st, New York 10025",,"Manhattan","10025","101W 106 st, New York 10025, Manhattan, NY","20","20","400","0","0",,"yes","no","no",,"yes","2020-11-07T00:00:00.000","2022-11-02T00:00:00.000","-73.9629185673","40.7993439647","994516.648418","230501.721461"
"POINT (-73.90362016599602 40.64627610568857)","sidewalk","Sylk Cove Cocktail Lounge","Sylk Cove Cocktail Lounge Inc","Sylk Cove Cocktail Lounge","Other","Bar / restaurant","1370 Rockaway Pkwy",,"Brooklyn","11236","1370 Rockaway Pkwy, Brooklyn, NY","20","15","300","0","0",,"yes","no","no",,"yes","2021-01-03T00:00:00.000","2022-11-02T00:00:00.000","-73.903620166","40.6462761057","1010995.81034","174746.904821"
"POINT (-73.96365378680355 40.67708379167872)","sidewalk","Bitter & Esters","City Brewshop LLC","Bitter & Esters","Other","Hobby Retail","700 washington ave",,"Brooklyn","11238","700 washington ave, Brooklyn, NY","15","13","195","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9636537868","40.6770837917","994331.572016","185958.386335"
"POINT (-74.13140835958588 40.62596750865736)","sidewalk","kerber and sons supply company","kerber and sons supply company","kerber and sons supply company","Other","hvac supply","451 jewett ave",,"Staten Island","10302","451 jewett ave, Staten Island, NY","15","12","180","0","0",,"yes","no","no",,"yes","2020-11-05T00:00:00.000","2022-11-02T00:00:00.000","-74.1314083596","40.6259675087","947772.532917","167360.581995"
"POINT (-73.99094154031232 40.7244117107229)","sidewalk","Laurel Bowery","M&K New York international LLC","Laurel NYC","Hair, Nail, Beauty Salon, Barber Shop, Misc. Personal Care",,"20 E 1st street","First floor","Manhattan","10003","20 E 1st street , Manhattan, NY","30","12","360","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9909415403","40.7244117107","986760.817473","203199.39516"
"POINT (-73.95723568039271 40.72714035035263)","sidewalk","ONLY NY","ONLY NY BROOKLYN LLC","ONLY NY","Clothing, Shoe, Accessories Store",,"49 FRANKLIN ST",,"Brooklyn","11222","49 FRANKLIN ST, Brooklyn, NY","38","15","570","0","0",,"yes","no","no",,"yes","2020-11-12T00:00:00.000","2022-11-02T00:00:00.000","-73.9572356804","40.7271403504","996102.898198","204196.286539"
"POINT (-73.9032176798854 40.876980693128175)","sidewalk","Spark Up Club","Spark Up Club","Spark Up Club","Food Service - Limited Service Restaurant",,"3032 Bailey Avenue","Gulf Stationary","Bronx","10463","3032 Bailey Avenue , Bronx, NY","10","10","100","0","0",,"yes","no","no",,"yes","2022-10-07T00:00:00.000","2022-11-02T00:00:00.000","-73.9032176799","40.8769806931","1011014.63511","258800.288551"
"POINT (-73.91858043794939 40.75945103609387)","sidewalk","Babyblue","Babyblue6Inc.","Babyblue","Clothing, Shoe, Accessories Store",,"31-75 Steinway Street",,"Queens","11103","31-75 Steinway Street , Queens, NY","25","15","375","0","0",,"yes","no","no",,"yes","2020-11-05T00:00:00.000","2022-11-02T00:00:00.000","-73.9185804379","40.7594510361","1006805.94799","215975.688505"
"POINT (-73.98324878288966 40.7289808403403)","sidewalk","Flye Lyfe by PJ OROURKE","PJ OROURKE ENTERPRISES","Flye Lyfe by PJ OROURKE","Other","Art Retail Clothing Store","434 E. 11th ST",,"Manhattan","10009","434 E. 11th ST , Manhattan, NY","15","20","300","0","0",,"yes","no","no",,"yes","2020-10-28T00:00:00.000","2022-11-02T00:00:00.000","-73.9832487829","40.7289808403","988892.772199","204864.38494"
