"date","program_area","program_type","service_category","provider","program_site_name","borough","street_address","city","state","zipcode","latitude","longitude","x_coordinate","y_coordinate","communitydistrict","community_name","city_council_district","census_tract_2010","nda","nta","bin","bbl","geocoded_column","ntaname","totalslots","totalparticipants","contract","portfolioid","age_range"
"2022","Compass","COMPASS Explore","Afterschool Programs; Community Services; Educational Services","Lincoln Square Neighborhood Center, Inc.","Lincoln Square Neighborhood Center, Inc.","Manhattan","250 West 64th Street","New York","NY","10023","40.77433724","-73.98726584","987777","221389","Manhattan CD 007","Manhattan CD 007","Council District 006 Manhattan","151","Out of NDA","MN14","1030337","1011547501","POINT (-73.98726584 40.77433724)","Lincoln Square","30","31","210013A","210013","Grades K - 12"
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Good Shepherd Services","J.H.S. 292 Margaret S. Douglas","Brooklyn","301 VERMONT STREET","Brooklyn","NY","11207","40.6719864128127","-73.8938958565094","1013683","184117","Brooklyn CD 005","Brooklyn CD 005","Council District 042 Brooklyn","1144","NDA005K","BK85","3083931","3037400001","POINT (-73.8938958565094 40.6719864128127)","East New York (Pennsylvania Ave)","145","146","142308A","142308","Grades 6 - 8"
"2020","Discretionary","Under Threshold","Community Services","Landmark West, Inc","PS 9","Manhattan","100 WEST 84 STREET","New York","NY","10024","40.7850907","-73.973866","991608","225379","Manhattan CD 007","Manhattan CD 007","Council District 006 Manhattan","169","NDA012M","MN12","1032119","1012140029","POINT (-73.973866 40.7850907)","Upper West Side","NA","NA","32297R","NA","NA"
"2021","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","New York Edge, Inc.","P.S. 376","Brooklyn","194 HARMAN STREET","Brooklyn","NY","11237","40.6980202281905","-73.9207108897786","1006236","193594","Brooklyn CD 004","Brooklyn CD 004","Council District 037 Brooklyn","431","NDA004K","BK77","3075072","3032870001","POINT (-73.9207108897786 40.6980202281905)","Bushwick North","115","115","126187B","126187","Grades K - 5"
"2020","Discretionary","Over Threshold","Community Services","Digital Girl, Inc","Digital Inclusion Program","Bronx","201 ST. ANNS AVE","Bronx","NY","10454","40.8059154","-73.918586","1006598","232895","Bronx CD 001","Bronx CD 001","Council District 008 Manhattan","25","Bronx Neighborhood Development Area 001","BX39","2090986","2022630019","POINT (-73.918586 40.8059154)","Mott Haven-Port Morris","NA","NA","68238R","NA","NA"
"2021","Literacy and Immigrant Services","Adult Literacy - BENL/ESOL (Discretionary)","Educational Services","SCO Family of Services","Center for Family Life","Brooklyn","443 39 STREET","Brooklyn","NY","11232","40.6520088","-74.0047416","982840","176812","Brooklyn CD 007","Brooklyn CD 007","Council District 038 Brooklyn","84","NDA007K","BK32","3396141","3007050059","POINT (-74.0047416 40.6520088)","Sunset Park West","156","166","68250S","NA","Ages 16+"
"2021","Discretionary","Under Threshold","Community Services","Center for the Women of New York","Center for the Women of New York","Queens","120-55 QUEENS BOULEVARD","Kew Gardens","NY","11415","40.7493286132813","-73.9378662109375","1031766","199208","Queens CD 009","Queens CD 009","Council District 029 Queens","216","Out of NDA","QN60","4052812","4022740002","POINT (-73.9378662109375 40.7493286132813)","Kew Gardens","NA","NA","48032S","NA","NA"
"2022","Discretionary","Under Threshold","Community Services","University Settlement Society of New York","University Settlement of New York - Beacon at East Side Community HIgh School","Manhattan","420 East 12 Street","New York","NY","10009","40.72975159","-73.9830219","989085","205086","Manhattan CD 003","Manhattan CD 003","Council District 002 Manhattan","34","Out of NDA","MN22","1005974","1004390017","POINT (-73.9830219 40.72975159)","East Village","NA","NA","930798T","NA","NA"
"2021","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","Brooklyn Chinese American Association Inc","P.S. 105 The Blythebourne","Brooklyn","1031 59 STREET","Brooklyn","NY","11219","40.6329358590376","-74.003739735234","983212","169872","Brooklyn CD 012","Brooklyn CD 012","Council District 038 Brooklyn","214","NDA012K","BK88","3140612","3057020001","POINT (-74.003739735234 40.6329358590376)","Borough Park","150","182","124201C","124201","Grades K - 5"
"2020","Discretionary","Under Threshold","Community Services","Rescuing Leftover Cuisine","LinkedIn","Manhattan","350 5 AVENUE","New York","NY","10118","40.7483822107315","-73.984671458602","988505","211918","Manhattan CD 005","Manhattan CD 005","Council District 004 Manhattan","76","Brooklyn Neighborhood Development Area 007","MN17","1015862","1008350041","POINT (-73.984671458602 40.7483822107315)","Midtown-Midtown South","NA","NA","28839R","NA","NA"
"2022","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","Hudson Guild","Elliot Center","Manhattan","441 West 26 Street","New York","NY","10001","40.7495592","-74.0014717","983592","212316","Manhattan CD 004","Manhattan CD 004","Council District 003 Manhattan","97","Out of NDA","MN13","1012827","1007240010","POINT (-74.0014717 40.7495592)","Hudson Yards-Chelsea-Flatiron-Union Square","60","73","126143B","126143","Grades K - 5"
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","RiseBoro Community Partnership Inc","Ridgewood Bushwick Youth Center","Brooklyn","1474 GATES AVENUE","Brooklyn","NY","11237","40.6978011131287","-73.9138202369213","1008123","193511","Brooklyn CD 004","Brooklyn CD 004","Council District 037 Brooklyn","433","NDA004K","BK77","3387654","3033440016","POINT (-73.9138202369213 40.6978011131287)","Bushwick North","40","47","143135A","143135-1","Grades 6 - 8"
"2021","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","Sunnyside Community Services Inc","P.S. 150 Queens","Queens","40-01 43 AVENUE","QUEENS","NY","11104","40.7455368293191","-73.9237760531184","1005371","210905","Queens CD 002","Queens CD 002","Council District 026 Queens","18101","NDA Not-defined","QN31","4002387","4001850001","POINT (-73.9237760531184 40.7455368293191)","Hunters Point-Sunnyside-West Maspeth","167","82","126072A","126072","Grades K - 5"
"2020","Discretionary","Under Threshold","Community Services","Edith & Carl Marks Jewish Community House of Bensonhurst Inc","Edit & Carl Marks JCH of Bensonhurst","Brooklyn","7802 BAY PARKWAY","Brooklyn","NY","11214","40.6063575744629","-73.9897308349609","987239","160193","Brooklyn CD 011","Brooklyn CD 011","Council District 044 Brooklyn","270","NDA011K","BK28","3162352","3062640030","POINT (-73.9897308349609 40.6063575744629)","Bensonhurst West","NA","NA","28255R","NA","NA"
"2020","Literacy and Immigrant Services","Immigrant Families","Family Support; Immigrant Services","Good Shepherd Services","East New York Community Center","Brooklyn","876 SCHENCK AVENUE","Brooklyn","NY","11207","40.6582135","-73.881762","1017013","179176","Brooklyn CD 005","Brooklyn CD 005","Council District 042 Brooklyn","1106","NDA005K","BK82","3413735","3043750060","POINT (-73.881762 40.6582135)","East New York","NA","NA","776202","NA","Ages 18+"
"2020","Discretionary","Under Threshold","Community Services","Biobus, Inc","Biobus, Inc","Brooklyn","70 OCEAN PARKWAY","Brooklyn","NY","11218","40.6489096","-73.9762077","991037","175604","Brooklyn CD 007","Brooklyn CD 007","Council District 039 Brooklyn","500","Out of NDA","BK40","3124019","3053190001","POINT (-73.9762077 40.6489096)","Windsor Terrace","NA","NA","68994R","NA","NA"
"2022","Discretionary","Over Threshold","Community Services","Brooklyn Bridge Park Conservancy, Inc.","Environmental Education Field Trips","Brooklyn","99 Plymouth Street","Brooklyn","NY","11201","40.7041015","-73.989257","987216","195803","Brooklyn CD 002","Brooklyn CD 002","Council District 033 Brooklyn","21","NDA002K","BK38","3000007","3000070021","POINT (-73.989257 40.7041015)","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","NA","NA","930985T","NA","NA"
"2020","Discretionary","Under Threshold","Community Services","Leap Inc.","Program Site","Brooklyn","168 7 STREET","Brooklyn","NY","11215","40.6728782653809","-73.9911956787109","986700","184549","Brooklyn CD 006","Brooklyn CD 006","Council District 039 Brooklyn","121","Out of NDA","BK37","3021771","3009960021","POINT (-73.9911956787109 40.6728782653809)","Park Slope-Gowanus","NA","NA","28364R","NA","NA"
"2021","Discretionary","Over Threshold","Community Services","Cypress Hills Local Development Corporation, Inc.","Cypress Hills - Fulton Senior Center","Brooklyn","3208 FULTON STREET","Brooklyn","NY","11208","40.6820487976074","-73.8768768310547","1018428","187894","Brooklyn CD 005","Brooklyn CD 005","Council District 019 Brooklyn","1178","Brooklyn Neighborhood Development Area 005","BK83","3092631","3041400013","POINT (-73.8768768310547 40.6820487976074)","Cypress Hills-City Line","NA","NA","22540S","NA","NA"
"2022","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","SCAN-HARBOR INC","P.S. 55 Benjamin Franklin","Bronx","450 St Pauls Place","Bronx","NY","10456","40.83640371","-73.90501365","1010534","244016","Bronx CD 003","Bronx CD 003","Council District 016 Bronx","14702","NDA003X","BX01","2009463","2029020001","POINT (-73.90501365 40.83640371)","Claremont-Bathgate","223","233","126059B","126059","Grades K - 5"
"2022","Cornerstone","Cornerstone","Afterschool Programs; Community Services; Educational Services; Family Support","CAMBA, Inc.","Pennsylvania Avenue-wortman Avenue Community Center","Brooklyn","895 Pennsylvania Avenue","Brooklyn","NY","11207","40.65596566","-73.88865218","1015145","178282","Brooklyn CD 005","Brooklyn CD 005","Council District 042 Brooklyn","1104","NDA005K","BK82","3324011","3043690001","POINT (-73.88865218 40.65596566)","East New York","179","326","99203A","99203-6","Ages 4+"
"2022","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","Chinese-American Planning Council Inc","P.S. 124 Yung Wing","Manhattan","40 DIVISION STREET","New York","NY","10002","40.71420037","-73.99508697","985612","199479","Manhattan CD 003","Manhattan CD 003","Council District 001 Manhattan","16","NDA003M","MN27","1075787","1002890001","POINT (-73.99508697 40.71420037)","Chinatown","167","167","126021B","126021","Grades K - 5"
"2021","CSBG","Housing","Community Services; Family Support; Housing Support; Immigrant Services","Catholic Charities Community Services, Archdiocese of NY","South Bronx Community Center","Bronx","402 EAST 152 STREET","Bronx","NY","10455","40.8181520293612","-73.916535812135","1007352","237363","Bronx CD 001","Bronx CD 001","Council District 017 Bronx","67","NDA001X","BX34","2001346","2023740035","POINT (-73.916535812135 40.8181520293612)","Melrose South-Mott Haven North","NA","NA","810108B","NA","Ages 16+"
"2021","Discretionary","Over Threshold","Community Services","Young Peoples Chorus of New York City Inc","YPC's Performance School and Community Chorus' Program","Manhattan","37 WEST 65TH STREET","New York","NY","10023","40.7728753","-73.981251","989440","220863","Manhattan CD 007","Manhattan CD 007","Council District 006 Manhattan","149","NDA Not-defined","MN14","1028160","1011180005","POINT (-73.981251 40.7728753)","Lincoln Square","NA","NA","32986S","NA","NA"
"2022","Discretionary","Over Threshold","Community Services","Asian American Arts Alliance","Asian American Arts Alliance (A4)","Brooklyn","20 Jay Street","Brooklyn","NY","11201","40.70431306","-73.98658674","987969","195877","Brooklyn CD 002","Brooklyn CD 002","Council District 033 Brooklyn","21","NDA002K","BK38","3000010","3000190001","POINT (-73.98658674 40.70431306)","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","NA","NA","930848T","NA","NA"
"2020","Discretionary","Under Threshold","Community Services","Change for Kids Inc","Brighter Choice Community School","Brooklyn","20 HART STREET","Brooklyn","NY","11206","40.692645","-73.951213","997780","191634","Brooklyn CD 003","Brooklyn CD 003","Council District 036 Brooklyn","253","Brooklyn Neighborhood Development Area 003","BK75","3049247","3017700017","POINT (-73.951213 40.692645)","Bedford","NA","NA","32755R","NA","NA"
"2020","Discretionary","Under Threshold","Community Services","Taiwan Center, Inc","Taiwan Center, Inc","Manhattan","501 WEST 165 STREET","New York","NY","10032","40.8381666506276","-73.9386424900374","1001228","244650","Manhattan CD 012","Manhattan CD 012","Council District 010 Manhattan","251","NDA012M","MN36","1085733","1021230045","POINT (-73.9386424900374 40.8381666506276)","Washington Heights South","NA","NA","42519R","NA","NA"
"2021","Discretionary","Under Threshold","Community Services","Muslim Community Network","Muslim Community Network - One Day Events","Manhattan","110 WALL STREET","New York","NY","10005","40.7049124","-74.006403","982488","196094","Manhattan CD 001","Manhattan CD 001","Council District 001 Manhattan","7","NDA Not-defined","MN25","1000872","1000370008","POINT (-74.006403 40.7049124)","Battery Park City-Lower Manhattan","NA","NA","38552S","NA","NA"
"2020","Discretionary","Over Threshold","Community Services","Richmond County Youth Complex, Inc.","Richmond County Youth Complex Inc.","Staten Island","98 TANGLEWOOD DRIVE","Staten Island","NY","10308","40.5657843","-74.1506131","942224","145778","Richmond CD 003","Richmond CD 003","Council District 051 Richmond","14606","Out of NDA","SI54","5061886","5045830233","POINT (-74.1506131 40.5657843)","Great Kills","NA","NA","52701R","NA","NA"
"2020","SYEP","Younger Youth (YY)","Educational Services; Jobs and Internships","Rockaway Development and Revitalization Corporation","Rockaway Development and Revitalization Corporation","Queens","1920 MOTT AVENUE","Far Rockaway","NY","11691","40.6039062361871","-73.7522617062566","1053042","159393","Queens CD 014","Queens CD 014","Council District 031 Queens","103202","NDA014Q","QN15","4457760","4155590012","POINT (-73.7522617062566 40.6039062361871)","Far Rockaway-Bayswater","NA","NA","91130","NA","Ages 14 - 15"
"2021","SYEP","Younger Youth (YY)","Educational Services; Jobs and Internships","Inwood Community Services, Inc.","Inwood Community Services, Inc.","Manhattan","651 ACADEMY STREET","New York","NY","10034","40.866138458252","-73.9245147705078","1005056","254794","Manhattan CD 012","Manhattan CD 012","Council District 010 Manhattan","291","NDA012M","MN01","1081917","1022340001","POINT (-73.9245147705078 40.866138458252)","Marble Hill-Inwood","NA","NA","91109","NA","Ages 14 - 15"
"2020","Discretionary","Over Threshold","Community Services","Hispanic Federation, Inc","Casita Maria","Bronx","928 SIMPSON STREET","Bronx","NY","10459","40.8205926418304","-73.8930726796389","1013830","238254","Bronx CD 002","Bronx CD 002","Council District 017 Bronx","89","NDA002X","BX27","2116211","2027230033","POINT (-73.8930726796389 40.8205926418304)","Hunts Point","NA","NA","38694R","NA","NA"
"2021","CSBG","Fathers aged 18 and over","Community Services; Family Support; Housing Support; Immigrant Services; Jobs and Internships","Rising Ground Inc","Leake Watts Childrens Home","Bronx","450 CASTLE HILL AVE","Bronx","NY","10473","40.8158825927109","-73.8472933640444","1026519","236562","Bronx CD 009","Bronx CD 009","Council District 018 Bronx","84","Bronx Neighborhood Development Area 010","BX09","2021209","2035110030","POINT (-73.8472933640444 40.8158825927109)","Soundview-Castle Hill-Clason Point-Harding Park","NA","NA","91354A","NA","Ages 18+"
"2022","Discretionary","Under Threshold","Community Services","Prospect Heights Neighborhood Development Council, Inc","Prospect Heights Neighborhood Development Council","Brooklyn","284 Park Place","Brooklyn","NY","11238","40.67638016","-73.96858215","993061","185774","Brooklyn CD 008","Brooklyn CD 008","Council District 035 Brooklyn","207","Out of NDA","BK64","3029084","3011650016","POINT (-73.96858215 40.67638016)","Prospect Heights","NA","NA","930493T","NA","NA"
"2020","Discretionary","Over Threshold","Community Services","Metropolitan College of New York","MCNY Food Pantry - Manhattan Campus","Manhattan","60 WEST STREET","New York","NY","10006","40.7086193605191","-74.0152825131116","980013","197446","Manhattan CD 001","Manhattan CD 001","Council District 001 Manhattan","13","NDA Not-defined","MN25","1088750","1000557501","POINT (-74.0152825131116 40.7086193605191)","Battery Park City-Lower Manhattan","NA","NA","38739R","NA","NA"
"2020","Discretionary","Under Threshold","Community Services","Alliance for Downtown New York, Inc","Main site","Manhattan","120 BROADWAY","New york","NY","10271","40.7084692","-74.010594","981333","197300","Manhattan CD 001","Manhattan CD 001","Council District 001 Manhattan","7","NDA Not-defined","MN25","1001026","1000477501","POINT (-74.010594 40.7084692)","Battery Park City-Lower Manhattan","NA","NA","62251R","NA","NA"
"2020","SYEP","SYEP School-Based","Educational Services; Jobs and Internships","Phipps Neighborhoods, Inc.","East Bronx Academy for the Future (12X271)","Bronx","1716 SOUTHERN BOULEVARD","Bronx","NY","10460","40.8368186950684","-73.8876647949219","1015142","244004","Bronx CD 003","Bronx CD 003","Council District 017 Bronx","161","NDA003X","BX75","2010604","2029830015","POINT (-73.8876647949219 40.8368186950684)","Crotona Park East","NA","NA","91055","NA","Ages 14 - 24"
"2022","WIOA","Train and Earn","Jobs and Internships","NYSARC INC NEW YORK CITY CHAPTER","NYSARC","Bronx","4377 Bronx Boulevard","Bronx","NY","10466","40.69253922","-73.98653412","1023437","266903","Brooklyn CD 002","Brooklyn CD 002","Council District 033 Brooklyn","11","NDA002K","BK38","2097441","2050350034","POINT (-73.98653412 40.69253922)","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","NA","NA","90532A","NA","Ages 16 - 24"
"2021","RHY","Transitional Independent Living (HYA)","NA","Core Services Group, Inc.","NA","Brooklyn","NA","Brooklyn","NY","11233",,,,,"Brooklyn CD 016","Brooklyn CD 016","Council District 041 Brooklyn",,"Brooklyn Neighborhood Development Area 016","BK79","NA","NA",,"Ocean Hill","NA","NA","9561","NA","Ages 21 - 24"
"2020","SYEP","WLG (OY)","NA","United Activities Unlimited, Inc.","United Activities Unlimited Mid-Island","Staten Island","278 NEW DORP LANE","Staten Island","NY","10306","40.5721293","-74.113109","952873","147750","Richmond CD 002","Richmond CD 002","Council District 050 Richmond","134","NDA Not-defined","SI45","5057559","5042190049","POINT (-74.113109 40.5721293)","New Dorp-Midland Beach","NA","NA","91151","NA","Ages 16 - 21"
"2021","Discretionary","Over Threshold","Community Services","Brooklyn Academy of Music","Brooklyn Academy of Music","Brooklyn","30 LAFAYETTE AVENUE","Brooklyn","NY","11217","40.686532","-73.9776769","990424","189521","Brooklyn CD 002","Brooklyn CD 002","Council District 035 Brooklyn","35","NDA002K","BK68","3059185","3021110015","POINT (-73.9776769 40.686532)","Fort Greene","NA","NA","28401S","NA","NA"
"2022","Discretionary","Over Threshold","Community Services","Sunnyside Community Services Inc","Sunnyside Community Services Inc. - Greener NYC","Queens","43-31 39 Street","Sunnyside","NY","11104","40.7451662","-73.9256081","1004796","210880","Queens CD 002","Queens CD 002","Council District 026 Queens","179","Out of NDA","QN31","4436677","4001910005","POINT (-73.9256081 40.7451662)","Hunters Point-Sunnyside-West Maspeth","NA","NA","930977T","NA","NA"
"2020","Discretionary","Over Threshold","Community Services","Quebradillas Baseball Organization, Inc.","Green Central Knoll Park","Brooklyn","55-65 EVERGREEN AVE","Brooklyn","NY","11206","40.7016496","-73.932934","1002845","194913","Brooklyn CD 004","Brooklyn CD 004","Council District 034 Brooklyn","425","Brooklyn Neighborhood Development Area 004","BK78","3000000","3031470001","POINT (-73.932934 40.7016496)","Bushwick South","NA","NA","23360R","NA","NA"
"2022","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Community Partnership Charter School Education Corporation","Community Partnership Charter School","Brooklyn","114 Kosciuszko Street","Brooklyn","NY","11216","40.6907248","-73.9504326","997996","190930","Brooklyn CD 003","Brooklyn CD 003","Council District 036 Brooklyn","253","NDA003K","BK75","3049769","3017840020","POINT (-73.9504326 40.6907248)","Bedford","90","97","142125B","142125","Grades 6 - 8"
"2022","Beacon","Beacon","Afterschool Programs; Community Services; Educational Services; Family Support","Research Foundation of CUNY","P.S. 181 Brooklyn - 17K181","Brooklyn","1023 NEW YORK AVENUE","Brooklyn","NY","11203","40.64821462","-73.94637404","999131","175443","Brooklyn CD 017","Brooklyn CD 017","Council District 045 Brooklyn","856","Out of NDA","BK91","3327776","3049040010","POINT (-73.94637404 40.64821462)","East Flatbush-Farragut","312","445","99330A","99330-4","Ages 4+"
"2020","RHY","Transitional Independent Living (TIL)","NA","Ali Forney Center","NA","Brooklyn","NA","Brooklyn","NY","11232",,,,,"Brooklyn CD 007","Brooklyn CD 007","Council District 038 Brooklyn",,"NDA009X","BK32","NA","NA",,"Sunset Park West","NA","NA","9541","NA","Ages 16 - 20"
"2021","Literacy and Immigrant Services","NDA Immigrant Services","Family Support; Immigrant Services","United Jewish Organizations of Williamsburg, Inc","United Jewish Organization","Brooklyn","32 PENN STREET","Brooklyn","NY","11249","40.7001438","-73.9611086","995040","194465","Brooklyn CD 001","Brooklyn CD 001","Council District 033 Brooklyn","537","NDA001K","BK72","3335305","3022160013","POINT (-73.9611086 40.7001438)","Williamsburg","78","0","820112B","NA","Ages 18+"
"2022","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","Directions For Our Youth, Inc.","P.S. 204 Morris Heights","Bronx","1780 University Avenue","Bronx","NY","10453","40.85023442","-73.91576902","1007553","249052","Bronx CD 005","Bronx CD 005","Council District 014 Bronx","21502","NDA005X","BX36","2008470","2028660105","POINT (-73.91576902 40.85023442)","University Heights-Morris Heights","150","151","126193A","126193","Grades K - 5"
"2020","SYEP","Older Youth (OY)","Educational Services; Jobs and Internships","Catholic Charities Community Services, Archdiocese of NY","MOSAIC Program at P.S. 11 Highbridge","Bronx","1257 OGDEN AVENUE","Bronx","NY","10452","40.8393776998502","-73.9257140638397","1004805","245094","Bronx CD 004","Bronx CD 004","Council District 016 Bronx","201","Bronx Neighborhood Development Area 004","BX26","2003519","2025290081","POINT (-73.9257140638397 40.8393776998502)","Highbridge","NA","NA","91082","NA","Ages 16 - 24"
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","ST. NICKS ALLIANCE CORP.","Unity Prep Charter School","Brooklyn","432 MONROE STREET","Brooklyn","NY","11221","40.6865920874569","-73.9407470862106","1000683","189426","Brooklyn CD 003","Brooklyn CD 003","Council District 036 Brooklyn","277","NDA003K","BK35","3051540","3018210001","POINT (-73.9407470862106 40.6865920874569)","Stuyvesant Heights","120","158","142191A","142191-1","Grades 6 - 8"
"2020","Discretionary","Under Threshold","Community Services","Soul Summit Music, Inc.","Fort Greene Park","Brooklyn","200 WASHINGTON PARK","Brooklyn","NY","11205","40.6903057","-73.973041","991667","190781","Brooklyn CD 002","Brooklyn CD 002","Council District 035 Brooklyn","183","NDA002K","BK68","3058420","3020890010","POINT (-73.973041 40.6903057)","Fort Greene","NA","NA","38721R","NA","NA"
"2022","SYEP","Younger Youth (YY)","Educational Services; Jobs and Internships","The Children's Aid Society","Children's Aid: Harlem Office","Manhattan","4 West 43rd Street","New York","NY","10036","40.75437111","-73.98093156","989533","214115","Manhattan CD 005","Manhattan CD 005","Council District 004 Manhattan","96","Out of NDA","MN17","1034201","1012580042","POINT (-73.98093156 40.75437111)","Midtown-Midtown South","NA","NA","91143","NA","Ages 14 - 15"
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Art Start, Inc","Nelson Family Residence","Bronx","1605-1611 NELSON AVENUE","Bronx","NY","10453","40.8462243815074","-73.9195836563639","1006499","247590","Bronx CD 005","Bronx CD 005","Council District 014 Bronx","21502","NDA005X","BX36","2008816","2028760055","POINT (-73.9195836563639 40.8462243815074)","University Heights-Morris Heights","18","21","143150A","143150","Grades 6 - 8"
"2020","Literacy and Immigrant Services","Adult Literacy - BENL/ESOL (Discretionary)","Educational Services","Chinatown Manpower Project, Inc.","Chinatown Manpower Project, Inc.","Manhattan","148 CENTRE STREET","New York","NY","10013","40.7160491943359","-73.9989395141602","984140","200663","Manhattan CD 001","Manhattan CD 001","Council District 001 Manhattan","29","NDA003M","MN27","1084583","1001980126","POINT (-73.9989395141602 40.7160491943359)","Chinatown","200","202","76702R","NA","Ages 16+"
"2022","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Riverdale Community Center, Inc.","M.S./High School 141 Riverdale / Kingsbridge Academy","Bronx","660 West  237 Street","Bronx","NY","10463","40.88833735","-73.91348564","1008171","262935","Bronx CD 008","Bronx CD 008","Council District 011 Bronx","309","Out of NDA","BX22","2085870","2059180376","POINT (-73.91348564 40.88833735)","North Riverdale-Fieldston-Riverdale","120","158","134113C","134113","Grades 6 - 8"
"2022","SYEP","Older Youth (OY)","Educational Services; Jobs and Internships","Child Development Ctr of the Mosholu Montefiore Comm Center","Mosholu Montefiore Community Center, Inc.","Manhattan","311 West  120 Street","New York","NY","10027","40.8072601","-73.95413509","996947","233387","Manhattan CD 010","Manhattan CD 010","Council District 009 Manhattan","257","NDA010M","MN11","1059142","1019470023","POINT (-73.95413509 40.8072601)","Central Harlem South","NA","NA","91085","NA","Ages 16 - 24"
"2020","Discretionary","Under Threshold","Community Services","Turning Point Brooklyn Inc","Turning Point Womens Shelter","Brooklyn","968 3RD AVENUE","Brooklyn","NY","11232","40.6552662","-74.007266","982220","178014","Brooklyn CD 007","Brooklyn CD 007","Council District 038 Brooklyn","2","NDA007K","BK32","3010312","3006950046","POINT (-74.007266 40.6552662)","Sunset Park West","NA","NA","68129R","NA","NA"
"2020","Discretionary","Under Threshold","Community Services","The Korean American Family Service Center, Inc.","Hodori Little Tigers Afterschool Program","Queens","144-80 BARCLAY AVENUE","Flushing","NY","11355","40.7598431817808","-73.8205476360736","1033964","216159","Queens CD 007","Queens CD 007","Council District 020 Queens","863","Out of NDA","QN51","4114763","4050510027","POINT (-73.8205476360736 40.7598431817808)","Murray Hill","NA","NA","42743R","NA","NA"
"2021","SYEP","Younger Youth (YY)","Educational Services; Jobs and Internships","Council of Jewish Organizations of Flatbush Inc","Council of Jewish Organizations (COJO) Flatbush Satellite Office","Brooklyn","1546 CONEY ISLAND AVENUE","Brooklyn","NY","11230","40.6195824322832","-73.9642022595093","994188","165009","Brooklyn CD 012","Brooklyn CD 012","Council District 044 Brooklyn","454","NDA Not-defined","BK46","3171987","3065460008","POINT (-73.9642022595093 40.6195824322832)","Ocean Parkway South","NA","NA","91097","NA","Ages 14 - 15"
"2022","RHY","Transitional Independent Living (TIL)","NA","Imeinu, Inc.","NA","Brooklyn","NA","Brooklyn","NY","11234",,,,,"Brooklyn CD 018","Brooklyn CD 018","Council District 045 Brooklyn",,"Out of NDA","BK45","NA","NA",,"Georgetown-Marine Park-Bergen Beach-Mill Basin","NA","NA","9544","NA","Ages 16 - 20"
"2021","Discretionary","Over Threshold","Community Services","Dominican Women's Development Center, Inc.","DWDC Food Fest Community Program","Manhattan","715 WEST 179 STREET","New York","NY","10033","40.8493774","-73.938278","1001526","248611","Manhattan CD 012","Manhattan CD 012","Council District 010 Manhattan","265","NDA012M","MN36","1064262","1021760030","POINT (-73.938278 40.8493774)","Washington Heights South","NA","NA","38513S","NA","NA"
"2020","Discretionary","Over Threshold","Community Services","Man Up, Inc.","Boys & Girls Mentoring Counseling Programs","Brooklyn","2060 PITKIN AVENUE","Brooklyn","NY","11207","40.6717031","-73.896494","1013039","183817","Brooklyn CD 005","Brooklyn CD 005","Council District 042 Brooklyn","1144","Brooklyn Neighborhood Development Area 005","BK85","3328020","3037370001","POINT (-73.896494 40.6717031)","East New York (Pennsylvania Ave)","NA","NA","23023R","NA","NA"
"2022","Discretionary","Under Threshold","Community Services","New Economy Project Inc","New Economy Project-Financial Justice Initiative - Free legal Hotline","Manhattan","121 W. 27th Street","New York","NY","10001","40.7460641","-73.99194","986484","211092","Manhattan CD 005","Manhattan CD 005","Council District 002 Manhattan","95","Out of NDA","MN17","1015067","1008030021","POINT (-73.99194 40.7460641)","Midtown-Midtown South","NA","NA","930808T","NA","NA"
"2020","SYEP","WLG (OY)","NA","DreamYard Project, Inc.","Bronx Collegiate Academy (09X227)","Bronx","240 EAST 172 STREET","Bronx","NY","10457","40.8404211836689","-73.9109096846555","1008901","245478","Bronx CD 004","Bronx CD 004","Council District 016 Bronx","225","NDA004X","BX14","2007806","2028170002","POINT (-73.9109096846555 40.8404211836689)","East Concourse-Concourse Village","NA","NA","91049","NA","Ages 16 - 21"
