"location","event_date","check_in_from","check_in_to","event_title","job_family","company_name_or_type","qualifications","borough","location_name_and_address"
"ITC - Brooklyn","Wednesday, March 18, 2020","8:30 AM","5:00 PM","Operations Manager","Transportation, Shipping, Warehousing","Manufacturing"," 4+ years experience as a foreman in the manufacturing industry, in a supervisory role  Experienced operating a forklift.","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Wednesday, March 18, 2020","8:30 AM","9:00 AM","E-Commerce Rep","Transportation, Shipping, Warehousing","Import Business","Minimum 1 years experience selling items on Amazon, Walmart or Ebay  Strong knowledge of Microsoft Excel. Strong customer service skills","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Tuesday, March 17, 2020","8:30 AM","5:00 PM","Forklift Operator","Transportation, Shipping, Warehousing","Industrial"," 1 year related Warehouse experience   Must have a minimum of 1 year experience operating a forklift  Proficient with computers.","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Monday, March 16, 2020","8:30 AM","9:00 AM","E-Commerce Rep","Transportation, Shipping, Warehousing","Import Business","Minimum 1 years experience selling items on Amazon, Walmart or Ebay  Strong knowledge of Microsoft Excel. Strong customer service skills","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Tuesday, March 17, 2020","8:30 AM","9:00 AM","Food Packer","Transportation, Shipping, Warehousing","Ice Cream Cone Factory"," Minimum of 6 months working with food on an assembly line.  Packing cones in wholesale and retail boxes $15/hour","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Friday, March 20, 2020","8:30 AM","9:00 AM","Cone Maker","Transportation, Shipping, Warehousing","Ice Cream Cone Factory"," Minimum of 6 months working with food on an assembly line.  Rolling and making of waffle cones from baking equipment $15","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Friday, March 20, 2020","8:30 AM","5:00 PM","Operations Manager","Transportation, Shipping, Warehousing","Manufacturing"," 4+ years experience as a foreman in the manufacturing industry, in a supervisory role  Experienced operating a forklift.","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Wednesday, March 18, 2020","8:30 AM","9:00 AM","Estimating Assistant","Transportation, Shipping, Warehousing","Manufacturer","Proficient in Microsoft Outlook, Excel and Word Blueprint reading, Salesforce a plus 1 year estimating exp. $40-$50k/Year","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Thursday, March 19, 2020","8:30 AM","9:00 AM","E-Commerce Rep","Transportation, Shipping, Warehousing","Import Business","Minimum 1 years experience selling items on Amazon, Walmart or Ebay  Strong knowledge of Microsoft Excel. Strong customer service skills","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Friday, March 20, 2020","8:30 AM","9:00 AM","Estimating Assistant","Transportation, Shipping, Warehousing","Manufacturer","Proficient in Microsoft Outlook, Excel and Word Blueprint reading, Salesforce a plus 1 year estimating exp. $40-$50k/Year","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Tuesday, March 17, 2020","8:30 AM","9:00 AM","Sales Representative","Transportation, Shipping, Warehousing","Beverage Distributor","Bachelors degree with an emphasis in marketing, sales and management or equivalent experience Certified Beer Server  Must have Drivers license","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Thursday, March 19, 2020","8:30 AM","9:00 AM","Fresh Direct","Transportation, Shipping, Warehousing","Driver","A minimum of two years commercial truck driving experience Ability to utilize smart phones for two-way communication with our Operations Team $17-$20/Hour","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Monday, March 16, 2020","8:30 AM","9:00 AM","Fresh Direct","Transportation, Shipping, Warehousing","Driver","A minimum of two years commercial truck driving experience Ability to utilize smart phones for two-way communication with our Operations Team $17-$20/Hour","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Friday, March 20, 2020","8:30 AM","9:00 AM","Fresh Direct","Transportation, Shipping, Warehousing","Driver","A minimum of two years commercial truck driving experience Ability to utilize smart phones for two-way communication with our Operations Team $17-$20/Hour","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Tuesday, March 17, 2020","8:30 AM","9:00 AM","Administrative Assistant","Transportation, Shipping, Warehousing","Import Business","Minimum of 2+ years of administrative experience required Strong Proficiency in MS Office  High School diploma or equivalent","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Monday, March 16, 2020","8:30 AM","9:00 AM","Estimating Assistant","Transportation, Shipping, Warehousing","Manufacturer","Proficient in Microsoft Outlook, Excel and Word Blueprint reading, Salesforce a plus 1 year estimating exp. $40-$50k/Year","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Thursday, March 19, 2020","8:30 AM","9:00 AM","Administrative Assistant","Transportation, Shipping, Warehousing","Import Business","Minimum of 2+ years of administrative experience required Strong Proficiency in MS Office  High School diploma or equivalent","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Monday, March 16, 2020","8:30 AM","9:00 AM","Diesel Mechanic","Transportation, Shipping, Warehousing","Industrial"," 2+ years experience as a Diesel Mechanic (CDL)  ASE Diesel Certification an asset+, level 1 DOT Knowledge of electrical/air breaks system  $50-$60k/Yearly","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Wednesday, March 18, 2020","8:30 AM","9:00 AM","Administrative Assistant","Transportation, Shipping, Warehousing","Import Business","Minimum of 2+ years of administrative experience required Strong Proficiency in MS Office  High School diploma or equivalent","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Friday, March 20, 2020","8:30 AM","9:00 AM","Sales Representative","Transportation, Shipping, Warehousing","Beverage Distributor","Bachelors degree with an emphasis in marketing, sales and management or equivalent experience Certified Beer Server  Must have Drivers license","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Friday, March 20, 2020","8:30 AM","9:00 AM","Food Packer","Transportation, Shipping, Warehousing","Ice Cream Cone Factory"," Minimum of 6 months working with food on an assembly line.  Packing cones in wholesale and retail boxes $15/hour","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Thursday, March 19, 2020","8:30 AM","9:00 AM","Food Packer","Transportation, Shipping, Warehousing","Ice Cream Cone Factory"," Minimum of 6 months working with food on an assembly line.  Packing cones in wholesale and retail boxes $15/hour","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Tuesday, March 17, 2020","8:30 AM","9:00 AM","Fresh Direct","Transportation, Shipping, Warehousing","Driver","A minimum of two years commercial truck driving experience Ability to utilize smart phones for two-way communication with our Operations Team $17-$20/Hour","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Tuesday, March 17, 2020","8:30 AM","9:00 AM","E-Commerce Rep","Transportation, Shipping, Warehousing","Import Business","Minimum 1 years experience selling items on Amazon, Walmart or Ebay  Strong knowledge of Microsoft Excel. Strong customer service skills","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Wednesday, March 18, 2020","8:30 AM","9:00 AM","Fresh Direct","Transportation, Shipping, Warehousing","Driver","A minimum of two years commercial truck driving experience Ability to utilize smart phones for two-way communication with our Operations Team $17-$20/Hour","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Wednesday, March 18, 2020","8:30 AM","9:00 AM","Cone Maker","Transportation, Shipping, Warehousing","Ice Cream Cone Factory"," Minimum of 6 months working with food on an assembly line.  Rolling and making of waffle cones from baking equipment $15","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Friday, March 20, 2020","8:30 AM","9:00 AM","Diesel Mechanic","Transportation, Shipping, Warehousing","Industrial"," 2+ years experience as a Diesel Mechanic (CDL)  ASE Diesel Certification an asset+, level 1 DOT Knowledge of electrical/air breaks system  $50-$60k/Yearly","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Thursday, March 19, 2020","8:30 AM","9:00 AM","Sales Representative","Transportation, Shipping, Warehousing","Beverage Distributor","Bachelors degree with an emphasis in marketing, sales and management or equivalent experience Certified Beer Server  Must have Drivers license","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Wednesday, March 18, 2020","8:30 AM","5:00 PM","Forklift Operator","Transportation, Shipping, Warehousing","Industrial"," 1 year related Warehouse experience   Must have a minimum of 1 year experience operating a forklift  Proficient with computers.","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Friday, March 20, 2020","8:30 AM","5:00 PM","Forklift Operator","Transportation, Shipping, Warehousing","Industrial"," 1 year related Warehouse experience   Must have a minimum of 1 year experience operating a forklift  Proficient with computers.","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Thursday, March 19, 2020","8:30 AM","9:00 AM","Diesel Mechanic","Transportation, Shipping, Warehousing","Industrial"," 2+ years experience as a Diesel Mechanic (CDL)  ASE Diesel Certification an asset+, level 1 DOT Knowledge of electrical/air breaks system  $50-$60k/Yearly","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Tuesday, March 17, 2020","8:30 AM","9:00 AM","Estimating Assistant","Transportation, Shipping, Warehousing","Manufacturer","Proficient in Microsoft Outlook, Excel and Word Blueprint reading, Salesforce a plus 1 year estimating exp. $40-$50k/Year","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Friday, March 20, 2020","8:30 AM","9:00 AM","E-Commerce Rep","Transportation, Shipping, Warehousing","Import Business","Minimum 1 years experience selling items on Amazon, Walmart or Ebay  Strong knowledge of Microsoft Excel. Strong customer service skills","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Monday, March 16, 2020","8:30 AM","9:00 AM","Administrative Assistant","Transportation, Shipping, Warehousing","Import Business","Minimum of 2+ years of administrative experience required Strong Proficiency in MS Office  High School diploma or equivalent","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Wednesday, March 18, 2020","8:30 AM","9:00 AM","Food Packer","Transportation, Shipping, Warehousing","Ice Cream Cone Factory"," Minimum of 6 months working with food on an assembly line.  Packing cones in wholesale and retail boxes $15/hour","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Wednesday, March 18, 2020","8:30 AM","9:00 AM","Sales Representative","Transportation, Shipping, Warehousing","Beverage Distributor","Bachelors degree with an emphasis in marketing, sales and management or equivalent experience Certified Beer Server  Must have Drivers license","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Tuesday, March 17, 2020","8:30 AM","9:00 AM","Landscaper","Transportation, Shipping, Warehousing","Institutional Company"," Must have Osha 30 1 year experience cutting lawn using hand, power tool, riding mower and trim and edge  Must be willing to travel $17/Hour","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Brooklyn","Monday, March 16, 2020","8:30 AM","5:00 PM","Operations Manager","Transportation, Shipping, Warehousing","Manufacturing"," 4+ years experience as a foreman in the manufacturing industry, in a supervisory role  Experienced operating a forklift.","Brooklyn","ITC - Brooklyn, Brooklyn Army Terminal 140 58th Street, Building 'B' Lobby, Brooklyn, NY 11220"
"ITC - Long Island","Monday, March 16, 2020","9:00 AM","12:00 PM","Foot Courier","Transportation, Shipping, Warehousing","Transportation Company","Must have a smart phone, be able to lift 50lbs, able to work outdoors in all types of weather conditions, have good customer service skills and knowledge of  Manhattan. $15/hr+tips","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Thursday, March 19, 2020","9:00 AM","12:00 PM","Foot Courier","Transportation, Shipping, Warehousing","Transportation Company","Must have a smart phone, be able to lift 50lbs, able to work outdoors in all types of weather conditions, have good customer service skills and knowledge of  Manhattan. $15/hr+tips","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Monday, March 16, 2020","9:00 AM","12:00 PM","Payroll Coordinator","Transportation, Shipping, Warehousing","Warehouse Company","Must have at least 2 yrs. experience in Payroll and/or bookkeeping. $23-$25/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Thursday, March 19, 2020","9:00 AM","12:00 PM","Payroll Coordinator","Transportation, Shipping, Warehousing","Warehouse Company","Must have at least 2 yrs. experience in Payroll and/or bookkeeping. $23-$25/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Friday, March 20, 2020","9:00 AM","12:00 PM","Delivery Driver","Transportation, Shipping, Warehousing","Transportation Company","Must be 21yrs old, have an active driver license with previous driving exp, excellent customer service & read GPS & maps $17/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Friday, March 20, 2020","9:00 AM","12:00 PM","Utility Porter","Transportation, Shipping, Warehousing","Transportation Company","Must have previous cleaning experience and have NYS Drivers License. $16/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Wednesday, March 18, 2020","9:00 AM","12:00 PM","Diesel Mechanic","Transportation, Shipping, Warehousing","Transportation Company","Must have own tools, 2-3 yrs. experience and overtime available. $20-29/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Monday, March 16, 2020","9:00 AM","12:00 PM","Customer Service Representative","Transportation, Shipping, Warehousing","Warehouse Company","Must have 1 yr. customer service call center experience and great customer service skills. $20/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Wednesday, March 18, 2020","9:00 AM","12:00 PM","Administrative Assistant","Transportation, Shipping, Warehousing","Manufacturing Company","Must have 2 yrs. of administrative assistant experience and exceptional professionalism. $45k-$52k","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Friday, March 20, 2020","9:00 AM","12:00 PM","Warehouse Worker","Transportation, Shipping, Warehousing","Manufacturing Company","Must have 2yrs of consistent warehouse experience, pay attention to details and work a shift that begins at 4am. $20/hr. with benefits.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Friday, March 20, 2020","9:00 AM","12:00 PM","Foot Courier","Transportation, Shipping, Warehousing","Transportation Company","Must have a smart phone, be able to lift 50lbs, able to work outdoors in all types of weather conditions, have good customer service skills and knowledge of  Manhattan. $15/hr+tips","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Thursday, March 19, 2020","9:00 AM","12:00 PM","Ramp Agent","Transportation, Shipping, Warehousing","Aviation Company","NYS drivers license required and must be able to work days, nights, weekends, holidays & varying schedules. $15.65/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Tuesday, March 17, 2020","9:00 AM","12:00 PM","Customer Service Representative","Transportation, Shipping, Warehousing","Warehouse Company","Must have 1 yr. customer service call center experience and great customer service skills. $20/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Tuesday, March 17, 2020","9:00 AM","12:00 PM","Ramp Agent","Transportation, Shipping, Warehousing","Aviation Company","NYS drivers license required and must be able to work days, nights, weekends, holidays & varying schedules. $15.65/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Monday, March 16, 2020","9:00 AM","12:00 PM","Administrative Assistant","Transportation, Shipping, Warehousing","Manufacturing Company","Must have 2 yrs. of administrative assistant experience and exceptional professionalism. $45k-$52k","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Friday, March 20, 2020","9:00 AM","12:00 PM","Payroll Coordinator","Transportation, Shipping, Warehousing","Warehouse Company","Must have at least 2 yrs. experience in Payroll and/or bookkeeping. $23-$25/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Wednesday, March 18, 2020","9:00 AM","12:00 PM","Counter Representative","Transportation, Shipping, Warehousing","Warehouse Company","Must have at least 1yr of customer service, great customer service skills and knowledge in construction is a plus. $16/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Friday, March 20, 2020","9:00 AM","12:00 PM","Customer Service Representative","Transportation, Shipping, Warehousing","Warehouse Company","Must have 1 yr. customer service call center experience and great customer service skills. $20/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Tuesday, March 17, 2020","9:00 AM","12:00 PM","Warehouse Worker","Transportation, Shipping, Warehousing","Manufacturing Company","Must have 2yrs of consistent warehouse experience, pay attention to details and work a shift that begins at 4am. $20/hr. with benefits.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Tuesday, March 17, 2020","9:00 AM","12:00 PM","Utility Porter","Transportation, Shipping, Warehousing","Transportation Company","Must have previous cleaning experience and have NYS Drivers License. $16/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Wednesday, March 18, 2020","9:00 AM","12:00 PM","CDL-B Driver","Transportation, Shipping, Warehousing","Transportation Company","Must have a valid CDL-B with delivery and customer service experience. Open availability shifts. $17/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Friday, March 20, 2020","9:00 AM","12:00 PM","Administrative Assistant","Transportation, Shipping, Warehousing","Manufacturing Company","Must have 2 yrs. of administrative assistant experience and exceptional professionalism. $45k-$52k","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Wednesday, March 18, 2020","9:00 AM","12:00 PM","Foot Courier","Transportation, Shipping, Warehousing","Transportation Company","Must have a smart phone, be able to lift 50lbs, able to work outdoors in all types of weather conditions, have good customer service skills and knowledge of  Manhattan. $15/hr+tips","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Wednesday, March 18, 2020","9:00 AM","12:00 PM","Customer Service Representative","Transportation, Shipping, Warehousing","Warehouse Company","Must have 1 yr. customer service call center experience and great customer service skills. $20/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Thursday, March 19, 2020","9:00 AM","12:00 PM","Warehouse Worker","Transportation, Shipping, Warehousing","Manufacturing Company","Must have 2yrs of consistent warehouse experience, pay attention to details and work a shift that begins at 4am. $20/hr. with benefits.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Wednesday, March 18, 2020","9:00 AM","12:00 PM","Laborer","Transportation, Shipping, Warehousing","Construction Company","Must have OSHA 30hr, 6mos-1yr of experience working in construction, be willing to work outdoors and be a NYC resident. $16.50-$25/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Thursday, March 19, 2020","9:00 AM","12:00 PM","Counter Representative","Transportation, Shipping, Warehousing","Warehouse Company","Must have at least 1yr of customer service, great customer service skills and knowledge in construction is a plus. $16/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Tuesday, March 17, 2020","9:00 AM","12:00 PM","Counter Representative","Transportation, Shipping, Warehousing","Warehouse Company","Must have at least 1yr of customer service, great customer service skills and knowledge in construction is a plus. $16/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Monday, March 16, 2020","9:00 AM","12:00 PM","Diesel Mechanic","Transportation, Shipping, Warehousing","Transportation Company","Must have own tools, 2-3 yrs. experience and overtime available. $ $20-$29/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Thursday, March 19, 2020","9:00 AM","12:00 PM","CDL-B Driver","Transportation, Shipping, Warehousing","Transportation Company","Must have a valid CDL-B with delivery and customer service experience. Open availability shifts. $17/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Monday, March 16, 2020","9:00 AM","12:00 PM","Counter Representative","Transportation, Shipping, Warehousing","Warehouse Company","Must have at least 1yr of customer service, great customer service skills and knowledge in construction is a plus. $16/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Tuesday, March 17, 2020","9:00 AM","12:00 PM","Administrative Assistant","Transportation, Shipping, Warehousing","Manufacturing Company","Must have 2 yrs. of administrative assistant experience and exceptional professionalism. $45k-$52k","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Wednesday, March 18, 2020","9:00 AM","12:00 PM","Delivery Driver","Transportation, Shipping, Warehousing","Transportation Company","Must be 21yrs old, have an active driver license with previous driving exp, excellent customer service & read GPS & maps $17/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Thursday, March 19, 2020","9:00 AM","12:00 PM","Customer Service Representative","Transportation, Shipping, Warehousing","Warehouse Company","Must have 1 yr. customer service call center experience and great customer service skills. $20/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Thursday, March 19, 2020","9:00 AM","12:00 PM","Utility Porter","Transportation, Shipping, Warehousing","Transportation Company","Must have previous cleaning experience and have NYS Drivers License. $16/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Tuesday, March 17, 2020","9:00 AM","12:00 PM","Payroll Coordinator","Transportation, Shipping, Warehousing","Warehouse Company","Must have at least 2 yrs. experience in Payroll and/or bookkeeping. $23-$25/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Wednesday, March 18, 2020","9:00 AM","12:00 PM","Ramp Agent","Transportation, Shipping, Warehousing","Aviation Company","NYS drivers license required and must be able to work days, nights, weekends, holidays & varying schedules. $15.65/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Friday, March 20, 2020","9:00 AM","12:00 PM","CDL-B Driver","Transportation, Shipping, Warehousing","Transportation Company","Must have a valid CDL-B with delivery and customer service experience. Open availability shifts. $17/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Friday, March 20, 2020","9:00 AM","12:00 PM","Ramp Agent","Transportation, Shipping, Warehousing","Aviation Company","NYS drivers license required and must be able to work days, nights, weekends, holidays & varying schedules. $15.65/hr.","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
"ITC - Long Island","Thursday, March 19, 2020","9:00 AM","12:00 PM","Administrative Assistant","Transportation, Shipping, Warehousing","Manufacturing Company","Must have 2 yrs. of administrative assistant experience and exceptional professionalism. $45k-$52k","Queens","ITC - Long Island, Long Island City Workforce1 Industrial & Transportation Career Center, 47-10 Austell Place, Long Island City, NY 11101"
