"borough","neighborhood","building_class_category","tax_class_as_of_final_roll","block","lot","ease_ment","building_class_as_of_final","address","apartment_number","zip_code","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of","sale_price","sale_date","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","census_tract_2020","nta_code"
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1054","24",,"C6","411 WEST 44TH STREET, 31",,"10036",,,,,,"1920","2","C6","630000.00","2019-03-26T00:00:00.000","40.760002","-73.992308","104","3","121","1026412","1010540024","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1054","24",,"C6","411 WEST 44TH STREET, 10",,"10036",,,,,,"1920","2","C6","651680.00","2019-10-10T00:00:00.000","40.760002","-73.992308","104","3","121","1026412","1010540024","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1054","24",,"C6","411 WEST 44TH STREET, 20",,"10036",,,,,,"1920","2","C6","722958.00","2019-03-26T00:00:00.000","40.760002","-73.992308","104","3","121","1026412","1010540024","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1054","24",,"C6","411 WEST 44TH STREET, 19",,"10036",,,,,,"1920","2","C6","690000.00","2019-10-15T00:00:00.000","40.760002","-73.992308","104","3","121","1026412","1010540024","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1055","38",,"C6","406 WEST 46TH STREET, 4B",,"10036",,,,,,"1910","2","C6","520000.00","2019-06-26T00:00:00.000","40.761174","-73.991214","104","3","121","1026459","1010550038","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1055","38",,"C6","406 W 46TH STREET, 2B",,"10036",,,,,,"1910","2","C6","420000.00","2019-04-22T00:00:00.000","40.761174","-73.991214","104","3","121","1026459","1010550038","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1055","38",,"C6","406 WEST 46TH STREET, 3A",,"10036",,,,,,"1910","2","C6","682500.00","2019-06-17T00:00:00.000","40.761174","-73.991214","104","3","121","1026459","1010550038","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1055","44",,"C6","418 W. 46TH ST, 2B",,"10036",,,,,,"1900","2","C6","450000.00","2019-12-19T00:00:00.000","40.761328","-73.991586","104","3","121","1026463","1010550044","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1055","49",,"C6","428 WEST 46TH STREET, 2B",,"10036",,,,,,"1910","2","C6","320000.00","2019-08-08T00:00:00.000","40.761457","-73.991892","104","3","121","1026466","1010550049","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1056","1",,"C6","658 TENTH AVENUE, 2E",,"10036",,,,,,"1900","2","C6","470000.00","2019-08-07T00:00:00.000","40.762374","-73.993459","104","3","127","1081665","1010560001","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1056","37",,"C6","406 WEST 47TH STREET, 4A",,"10036",,,,,,"1901","2","C6","400000.00","2019-09-19T00:00:00.000","40.761833","-73.990871","104","3","127","1026494","1010560037","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1056","37",,"C6","406 W 47TH STREET, 1C",,"10036",,,,,,"1901","2","C6","417000.00","2019-04-25T00:00:00.000","40.761833","-73.990871","104","3","127","1026494","1010560037","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2C","1056","47",,"C6","432 WEST 47TH STREET, 4E",,"10036",,,,,,"1920","2","C6","799000.00","2019-03-26T00:00:00.000","40.762055","-73.991398","104","3","127","1026504","1010560047","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2C","1056","48",,"C6","434 WEST 47TH STREET, 1W&YD",,"10036",,,,,,"1920","2","C6","960000.00","2019-03-21T00:00:00.000","40.762072","-73.991441","104","3","127","1026505","1010560048","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1057","37",,"C6","404 WEST 48TH STREET, 1D",,"10036",,,,,,"1900","2","C6","432500.00","2019-06-13T00:00:00.000","40.762442","-73.990376","104","3","127","1026572","1010570037","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1057","37",,"C6","404 WEST 48TH STREET, 2-B",,"10036",,,,,,"1900","2","C6","422000.00","2019-07-16T00:00:00.000","40.762442","-73.990376","104","3","127","1026572","1010570037","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2C","1058","5",,"C6","451 WEST 48TH, 5E",,"10036",,,,,,"1901","2","C6","552000.00","2019-07-01T00:00:00.000",,,,,,,,,,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1058","24",,"C6","413 WEST 48TH STREET, 5FE",,"10036",,,,,,"1910","2","C6","376000.00","2019-06-19T00:00:00.000","40.762525","-73.990528","104","3","127","1026596","1010580024","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1058","27",,"C6","405 WEST 48TH STREET, 1RW",,"10036",,,,,,"1910","2","C6","510000.00","2019-09-13T00:00:00.000","40.762456","-73.990365","104","3","127","1026599","1010580027","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1064","1",,"C6","453 WEST 54TH STREET, 2C",,"10019",,,,,,"1900","2","C6","385500.00","2019-10-17T00:00:00.000","40.766622","-73.988599","104","3","139","1026779","1010640001","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1064","1",,"C6","453 WEST 54TH STREET, 3B",,"10019",,,,,,"1900","2","C6","330000.00","2019-07-18T00:00:00.000","40.766622","-73.988599","104","3","139","1026779","1010640001","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1064","1",,"C6","453 WEST 54TH STREET, 4B",,"10019",,,,,,"1900","2","C6","355000.00","2019-04-18T00:00:00.000","40.766622","-73.988599","104","3","139","1026779","1010640001","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1064","1",,"C6","453 WEST 54TH ST, 3A",,"10019",,,,,,"1900","2","C6","359000.00","2019-02-15T00:00:00.000","40.766622","-73.988599","104","3","139","1026779","1010640001","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1064","14",,"C6","433 WEST 54TH STREET, 12",,"10019",,,,,,"1920","2","C6","350000.00","2019-10-01T00:00:00.000","40.766452","-73.988195","104","3","139","1026788","1010640014","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1064","57",,"C6","450 WEST 55 STREET, 3RW",,"10019",,,,,,"1910","2","C6","293900.00","2019-04-19T00:00:00.000","40.767226","-73.98813","104","3","139","1026805","1010640057","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1065","34",,"C6","857 9 AVENUE, 3C",,"10019",,,,,,"1901","2","C6","450000.00","2019-10-30T00:00:00.000","40.767064","-73.986343","104","3","139","1026848","1010650034","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2C","1067","7",,"C6","463 WEST 57TH STREET, 2B",,"10019",,,,,,"1910","2","C6","375000.00","2019-02-06T00:00:00.000","40.768634","-73.987393","104","3","139","1026881","1010670007","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2C","1067","105",,"C6","467 WEST 57TH STREET, A",,"10019",,,,,,"1900","2","C6","290000.00","2019-05-30T00:00:00.000","40.76867","-73.987476","104","3","139","1026901","1010670105","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1076","19",,"C6","521 WEST 47TH STREET, 3B",,"10036",,,,,,"1910","2","C6","1050000.00","2019-06-06T00:00:00.000","40.763351","-73.99443","104","3","129","1026986","1010760019","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1076","19",,"C6","521 WEST 47TH STREET, PH4B",,"10036",,,,,,"1910","2","C6","1760000.00","2019-05-28T00:00:00.000","40.763351","-73.99443","104","3","129","1026986","1010760019","Clinton",,
"1","CLINTON","09 COOPS - WALKUP APARTMENTS","2","1083","35",,"C6","500 WEST 55TH STREET, 3W",,"10019",,,,,,"1920","2","C6","405000.00","2019-07-16T00:00:00.000","40.767926","-73.989791","104","6","135","1081753","1010830035","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1053","7",,"D4","457 WEST 43RD STREET, 4F",,"10036",,,,,,"1939","2","D4","410670.00","2019-10-03T00:00:00.000","40.75992","-73.994055","104","3","121","1083749","1010530007","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1053","7",,"D4","455 WEST 43RD STREET, 3BD",,"10036",,,,,,"1939","2","D4","990000.00","2019-08-12T00:00:00.000","40.759906","-73.994022","104","3","121","1083749","1010530007","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1053","7",,"D4","457 WEST 43RD STREET, 5F",,"10036",,,,,,"1939","2","D4","990000.00","2019-06-06T00:00:00.000","40.75992","-73.994055","104","3","121","1083749","1010530007","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1054","2",,"D4","461 WEST 44TH STREET, 6B",,"10036",,,,,,"1940","2","D4","325000.00","2019-05-29T00:00:00.000","40.76043","-73.993322","104","3","121","1026400","1010540002","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1054","2",,"D4","461 WEST 44TH STREET, 5F",,"10036",,,,,,"1940","2","D4","325000.00","2019-06-19T00:00:00.000","40.76043","-73.993322","104","3","121","1026400","1010540002","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1065","21",,"D4","419 W 55, 2C",,"10019",,,,,,"1911","2","D4","985000.00","2019-04-08T00:00:00.000",,,,,,,,,,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1065","23",,"D0","415 WEST 55TH STREET, 3A",,"10019",,,,,,"1911","2","D0","925000.00","2019-09-26T00:00:00.000","40.766924","-73.987368","104","3","139","1026844","1010650023","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1066","37",,"D4","408 WEST 57TH STREET, 7I",,"10019",,,,,,"1957","2","D4","0.00","2019-03-19T00:00:00.000","40.768159","-73.986307","104","3","139","1026870","1010660037","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1066","37",,"D4","408 WEST 57TH STREET, 7I",,"10019",,,,,,"1957","2","D4","0.00","2019-03-19T00:00:00.000","40.768159","-73.986307","104","3","139","1026870","1010660037","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1066","37",,"D4","408 WEST 57TH STREET, 9C",,"10019",,,,,,"1957","2","D4","459600.00","2019-05-10T00:00:00.000","40.768159","-73.986307","104","3","139","1026870","1010660037","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1066","37",,"D4","408 WEST 57TH STREET, 10-O",,"10019",,,,,,"1957","2","D4","475000.00","2019-09-05T00:00:00.000","40.768159","-73.986307","104","3","139","1026870","1010660037","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1066","37",,"D4","408 WEST 57TH STREET, 4D",,"10019",,,,,,"1957","2","D4","0.00","2019-12-12T00:00:00.000","40.768159","-73.986307","104","3","139","1026870","1010660037","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1066","37",,"D4","408 WEST 57TH STREET, 6B",,"10019",,,,,,"1957","2","D4","501473.00","2019-10-25T00:00:00.000","40.768159","-73.986307","104","3","139","1026870","1010660037","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1067","8",,"D4","457 WEST 57TH STREET, 606/7",,"10019",,,,,,"1929","2","D4","1085000.00","2019-05-30T00:00:00.000","40.768585","-73.987271","104","3","139","1026882","1010670008","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1067","8",,"D4","457 WEST 57TH STREET, 1102",,"10019",,,,,,"1929","2","D4","613500.00","2019-02-15T00:00:00.000","40.768585","-73.987271","104","3","139","1026882","1010670008","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1067","8",,"D4","457 WEST 57TH STREET, 1410",,"10019",,,,,,"1929","2","D4","335000.00","2019-04-30T00:00:00.000","40.768585","-73.987271","104","3","139","1026882","1010670008","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1067","8",,"D4","457 WEST 57TH STREET, 1103",,"10019",,,,,,"1929","2","D4","375000.00","2019-10-24T00:00:00.000","40.768585","-73.987271","104","3","139","1026882","1010670008","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1067","8",,"D4","457 WEST 57TH STREET, 1705",,"10019",,,,,,"1929","2","D4","381000.00","2019-09-19T00:00:00.000","40.768585","-73.987271","104","3","139","1026882","1010670008","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1067","8",,"D4","457 WEST 57TH STREET, 306",,"10019",,,,,,"1929","2","D4","580000.00","2019-10-28T00:00:00.000","40.768585","-73.987271","104","3","139","1026882","1010670008","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1067","8",,"D4","457 WEST 57TH STREET, 1603",,"10019",,,,,,"1929","2","D4","377300.00","2019-02-28T00:00:00.000","40.768585","-73.987271","104","3","139","1026882","1010670008","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1067","22",,"D4","421 WEST 57 STREET, 2E",,"10019",,,,,,"1940","2","D4","329164.00","2019-07-30T00:00:00.000","40.768274","-73.986541","104","3","139","1026885","1010670022","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1067","26",,"D4","415 WEST 57TH STREET, 3C",,"10019",,,,,,"1900","2","D4","570000.00","2019-03-15T00:00:00.000","40.768225","-73.986419","104","3","139","1026887","1010670026","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1067","26",,"D4","415 WEST 57TH STREET, 3E",,"10019",,,,,,"1900","2","D4","326500.00","2019-07-01T00:00:00.000","40.768225","-73.986419","104","3","139","1026887","1010670026","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1067","26",,"D4","415 WEST 57TH STREET, 2A",,"10019",,,,,,"1900","2","D4","570000.00","2019-04-23T00:00:00.000","40.768225","-73.986419","104","3","139","1026887","1010670026","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1067","28",,"D4","405 WEST 57TH STREET, 6F",,"10019",,,,,,"1940","2","D4","550000.00","2019-05-23T00:00:00.000","40.76814","-73.986216","104","3","139","1026888","1010670028","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1067","33",,"D4","400 WEST 58TH STREET, 5B",,"10019",,,,,,"1957","2","D4","449000.00","2019-08-28T00:00:00.000","40.768768","-73.98565","104","3","139","1026889","1010670033","Clinton",,
"1","CLINTON","10 COOPS - ELEVATOR APARTMENTS","2","1067","33",,"D4","400 WEST 58TH STREET, 3E",,"10019",,,,,,"1957","2","D4","769000.00","2019-11-13T00:00:00.000","40.768768","-73.98565","104","3","139","1026889","1010670033","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1051","1341",,"R4","450 WEST 42ND STREET, 54D","54D","10036","1","0","1","0","0","2008","2","R4","2720000.00","2019-08-27T00:00:00.000","40.759212","-73.99451","104","3","115","1088437","1010517502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1051","1366",,"R4","450 WEST 42ND STREET, 56F","56F","10036","1","0","1","0","0","2008","2","R4","2518000.00","2019-03-11T00:00:00.000","40.759212","-73.99451","104","3","115","1088437","1010517502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1051","1395",,"R4","450 WEST 42ND STREET, 58L","58L","10036","1","0","1","0","0","2008","2","R4","1775000.00","2019-05-10T00:00:00.000","40.759212","-73.99451","104","3","115","1088437","1010517502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1051","1410",,"R4","450 WEST 42ND STREET, PH 4A","PH 4A","10036","1","0","1","0","0","2008","2","R4","1585000.00","2019-05-10T00:00:00.000","40.759212","-73.99451","104","3","115","1088437","1010517502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1051","1442",,"R4","450 WEST 42ND STREET, PH 1C","PH 1C","10036","1","0","1","0","0","2008","2","R4","6670000.00","2019-06-04T00:00:00.000","40.759212","-73.99451","104","3","115","1088437","1010517502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1051","1445",,"R4","450 WEST 42ND STREET, PH 1H","PH 1H","10036","1","0","1","0","0","2008","2","R4","1720000.00","2019-05-10T00:00:00.000","40.759212","-73.99451","104","3","115","1088437","1010517502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1053","1211",,"R4","464 WEST 44TH STREET, 3C","3C","10036","1","0","1","0","0","2006","2","R4","895000.00","2019-06-17T00:00:00.000","40.76045","-73.993416","104","3","121","1087703","1010537503","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1053","1225",,"R4","464 WEST 44TH STREET, 4H","4H","10036","1","0","1","0","0","2006","2","R4","0.00","2019-04-30T00:00:00.000","40.76045","-73.993416","104","3","121","1087703","1010537503","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1053","1239",,"R4","464 WEST 44TH, 6D","6D","10036","1","0","1","0","0","2006","2","R4","810000.00","2019-07-01T00:00:00.000",,,,,,,,,,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1054","1110",,"R4","406 WEST 45TH STREET, 3B","3B","10036","1","0","1","0","0",,"2","R4","0.00","2019-12-02T00:00:00.000","40.760543","-73.991701","104","3","121","1026421","1010547502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1056","1016",,"R4","446 WEST 47TH STREET, 3E","3E","10036","1","0","1","0","0","1900","2","R4","760000.00","2019-12-18T00:00:00.000","40.762176","-73.991683","104","3","127","1026520","1010567501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1056","1022",,"R4","446 WEST 47TH STREET, 4E","4E","10036","1","0","1","0","0","1900","2","R4","770000.00","2019-05-22T00:00:00.000","40.762176","-73.991683","104","3","127","1026520","1010567501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1060","1142",,"R4","425 WEST 50TH STREET, 14C","14C","10019","1","0","1","0","0","1931","2","R4","1800000.00","2019-07-31T00:00:00.000","40.763878","-73.989853","104","3","133","1026676","1010607502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1060","1160",,"R4","425 WEST 50TH STREET, PH-B","PH-B","10019","1","0","1","0","0","1931","2","R4","5900000.00","2019-10-28T00:00:00.000","40.763878","-73.989853","104","3","133","1026676","1010607502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1060","1162",,"R4","425 WEST 50TH STREET, PH-D","PH-D","10019","1","0","1","0","0","1931","2","R4","7250000.00","2019-11-15T00:00:00.000","40.763878","-73.989853","104","3","133","1026676","1010607502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1061","1026",,"R4","432 WEST 52ND STREET, 4C","4C","10019","1","0","1","0","0","1950","2","R4","0.00","2019-04-05T00:00:00.000","40.765181","-73.989116","104","3","133","1026728","1010617501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1061","1114",,"R4","416 WEST 52ND STREET, TH225","TH225","10019","1","0","1","0","0","1940","2","R4","1594100.00","2019-09-06T00:00:00.000","40.765047","-73.988791","104","3","133","1080950","1010617502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1061","1135",,"R4","416 W 52ND, 307","307","10019","1","0","1","0","0","1940","2","R4","1121629.00","2019-03-25T00:00:00.000",,,,,,,,,,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1061","1159",,"R4","416 W 52ND, 405","405","10019","1","0","1","0","0","1940","2","R4","1232000.00","2019-02-27T00:00:00.000",,,,,,,,,,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1061","1170",,"R4","416 WEST 52ND STREET, 426","426","10019","1","0","1","0","0","1940","2","R4","1450000.00","2019-10-25T00:00:00.000","40.765047","-73.988791","104","3","133","1080950","1010617502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1061","1176",,"R4","416 W 52ND, 408","408","10019","1","0","1","0","0","1940","2","R4","1229000.00","2019-02-19T00:00:00.000",,,,,,,,,,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1061","1185",,"R4","416 W 52ND, 505","505","10019","1","0","1","0","0","1940","2","R4","1249000.00","2019-02-21T00:00:00.000",,,,,,,,,,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1061","1187",,"R4","416 W 52ND, 507","507","10019","1","0","1","0","0","1940","2","R4","1268000.00","2019-02-25T00:00:00.000",,,,,,,,,,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1061","1190",,"R4","416 W 52ND, 510","510","10019","1","0","1","0","0","1940","2","R4","1040654.00","2019-03-18T00:00:00.000",,,,,,,,,,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1061","1191",,"R4","416 W 52ND, 509","509","10019","1","0","1","0","0","1940","2","R4","1217596.00","2019-03-20T00:00:00.000",,,,,,,,,,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1061","1214",,"R4","416 W 52ND, 610","610","10019","1","0","1","0","0","1940","2","R4","1072643.00","2019-03-15T00:00:00.000",,,,,,,,,,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1061","1255",,"R4","416 WEST 52ND STREET, PH825","PH825","10019","1","0","1","0","0","1940","2","R4","940000.00","2019-11-25T00:00:00.000","40.765047","-73.988791","104","3","133","1080950","1010617502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1063","1008",,"R4","414 WEST 54TH STREET, 2B","2B","10019","1","0","1","0","0",,"2","R4","1180000.00","2019-03-06T00:00:00.000","40.766282","-73.987838","104","3","133","1070070","1010637501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1063","1134",,"R4","425 WEST 53RD STREET, 405","405","10019","1","0","1","0","0","2007","2","R4","0.00","2019-08-27T00:00:00.000","40.765758","-73.988488","104","3","133","1087823","1010637502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1063","1135",,"R4","425 WEST 53RD STREET, 406","406","10019","1","0","1","0","0","2007","2","R4","830000.00","2019-02-08T00:00:00.000","40.765758","-73.988488","104","3","133","1087823","1010637502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1063","1140",,"R4","425 WEST 53RD STREET, 411","411","10019","1","0","1","0","0","2007","2","R4","0.00","2019-11-08T00:00:00.000","40.765758","-73.988488","104","3","133","1087823","1010637502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1063","1163",,"R4","425 WEST 53RD STREET, 606","606","10019","1","0","1","0","0","2007","2","R4","845000.00","2019-06-13T00:00:00.000","40.765758","-73.988488","104","3","133","1087823","1010637502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1063","1166",,"R4","425 WEST 53RD STREET, PH1","PH1","10019","1","0","1","0","0","2007","2","R4","3552032.00","2019-06-25T00:00:00.000","40.765758","-73.988488","104","3","133","1087823","1010637502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1063","1167",,"R4","425 WEST 53RD STREET, PH2","PH2","10019","1","0","1","0","0","2007","2","R4","2817050.00","2019-11-20T00:00:00.000","40.765758","-73.988488","104","3","133","1087823","1010637502","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1063","1218",,"R4","800 10TH AVENUE, 2K","2K","10019","1","0","1","0","0","2008","2","R4","1275000.00","2019-05-03T00:00:00.000","40.766891","-73.99017","104","3","133","1088574","1010637503","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1063","1231",,"R4","800 TENTH AVENUE, 3G","3G","10019","1","0","1","0","0","2008","2","R4","0.00","2019-05-12T00:00:00.000","40.766891","-73.99017","104","3","133","1088574","1010637503","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1063","1232",,"R4","800 10TH AVENUE, 3H","3H","10019","1","0","1","0","0","2008","2","R4","1475000.00","2019-07-11T00:00:00.000","40.766891","-73.99017","104","3","133","1088574","1010637503","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1063","1238",,"R4","800 10TH AVENUE, 3N","3N","10019","1","0","1","0","0","2008","2","R4","770000.00","2019-05-16T00:00:00.000","40.766891","-73.99017","104","3","133","1088574","1010637503","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1063","1241",,"R4","800 10TH AVENUE, 3Q","3Q","10019","1","0","1","0","0","2008","2","R4","1130000.00","2019-03-04T00:00:00.000","40.766891","-73.99017","104","3","133","1088574","1010637503","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1063","1244",,"R4","454 WEST 54TH STREET, 4C","4C","10019","1","0","1","0","0","2008","2","R4","760000.00","2019-11-04T00:00:00.000","40.766625","-73.98865","104","3","133","1088574","1010637503","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1063","1250",,"R4","800 10TH AVENUE, 4I","4I","10019","1","0","1","0","0","2008","2","R4","0.00","2019-06-28T00:00:00.000","40.766891","-73.99017","104","3","133","1088574","1010637503","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1063","1269",,"R4","454 WEST 54TH STREET, 5K","5K","10019","1","0","1","0","0","2008","2","R4","1050000.00","2019-05-15T00:00:00.000","40.766625","-73.98865","104","3","133","1088574","1010637503","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1063","1276",,"R4","800 TENTH AVENUE, 6A","6A","10019","1","0","1","0","0","2008","2","R4","0.00","2019-05-13T00:00:00.000","40.766891","-73.99017","104","3","133","1088574","1010637503","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1063","1286",,"R4","800 10TH AVENUE, 6K","6K","10019","1","0","1","0","0","2008","2","R4","1070000.00","2019-08-29T00:00:00.000","40.766891","-73.99017","104","3","133","1088574","1010637503","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1064","1020",,"R4","445 WEST 54TH STREET, 5C","5C","10019","1","0","1","0","0","1986","2","R4","0.00","2019-11-25T00:00:00.000","40.766554","-73.988437","104","3","139","1026812","1010647501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1064","1021",,"R4","445 WEST 54TH STREET, 5D","5D","10019","1","0","1","0","0","1986","2","R4","0.00","2019-11-25T00:00:00.000","40.766554","-73.988437","104","3","139","1026812","1010647501","Clinton",,
"1","CLINTON","13 CONDOS - ELEVATOR APARTMENTS","2","1067","1208",,"R4","462 WEST 58TH STREET, 2A","2A","10019","1","0","1","0","0","2008","2","R4","2080000.00","2019-02-14T00:00:00.000","40.769298","-73.986909","104","3","139","1088175","1010677503","Clinton",,
