"bldg_id","boro_id","block","lot","housenumber","streetname","borough","vacateagency","vacatenumber","vacatecode","vacatereason","monthlyrelocationtotal","month","year","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"342119","3","7005","8","3508","NEPTUNE AVENUE","Brooklyn","DOB","1578/21","BDV","ILLEGAL DWELLING UNITS","2250","8","2022","11224","40.577088","-74.001321","13","47","328","3188714","3070050008","Coney Island-Sea Gate"
"865129","4","10172","11","108-25","164 STREET","Queens","HPD","0308/22","CEV","ILLEGAL DWELLING UNITS","2015","7","2023","11433","40.696407","-73.790047","12","27","258","4532388","4101720011","South Jamaica"
"55880","2","2881","6","1812","CEDAR AVENUE","Bronx","DOB","1413/21","BDV","ILLEGAL DWELLING UNITS","5127.73","12","2021","10453","40.852722","-73.920151","5","16","20502","2009228","2028810006","University Heights (South)-Morris Heights"
"25623","1","205","23","111","MOTT STREET","Manhattan","DOB","0364/23","BDV","STRUCTURAL","1950","6","2023","10013","40.717516","-73.997338","2","1","41","1002642","1002050023","SoHo-Little Italy-Hudson Square"
"686155","4","3468","1","689","ONDERDONK AVENUE","Queens","HPD","1110/22","CEV","ILLEGAL DWELLING UNITS","2498.83","7","2023","11385","40.703917","-73.907085","5","34","549","4082921","4034680001","Ridgewood"
"59811","2","2948","1","1800","CROTONA AVENUE","Bronx","HPD(EFO)","0836/22","CEV","ILLEGAL DWELLING UNITS","2015","5","2023","10457","40.842811","-73.893511","6","15","36902","2009916","2029480001","Tremont"
"310604","3","4305","33","752","HENDRIX STREET","Brooklyn","HPD","0166/22","CEV","ESSENTIAL SERVICES","2015","5","2023","11207","40.663106","-73.886478","5","42","1122","3096808","3043050033","East New York-New Lots"
"639569","4","7945","96","221-51","BRADDOCK AVENUE","Queens","HPD","1587/22","CEV","ILLEGAL DWELLING UNITS","437.89","11","2022","11427","40.729246","-73.739366","13","23","1301","4166355","4079450096","Bellerose"
"310604","3","4305","33","752","HENDRIX STREET","Brooklyn","HPD","0166/22","CEV","ESSENTIAL SERVICES","1950","6","2022","11207","40.663106","-73.886478","5","42","1122","3096808","3043050033","East New York-New Lots"
"538598","4","11652","42","114-49","125 STREET","Queens","DOB","0549/22","BDV","ILLEGAL DWELLING UNITS","4030","7","2022","11420","40.679399","-73.814765","10","28","174","4251540","4116520042","South Ozone Park"
"385347","3","4042","8","411","VAN SICLEN AVENUE","Brooklyn","HPD","1332/21","CEV","ILLEGAL DWELLING UNITS","1950","6","2023","11207","40.669595","-73.889513","5","42","1160","3323478","3040420008","East New York (North)"
"686155","4","3468","1","689","ONDERDONK AVENUE","Queens","HPD","1110/22","CEV","ILLEGAL DWELLING UNITS","2639.71","12","2022","11385","40.703917","-73.907085","5","34","549","4082921","4034680001","Ridgewood"
"241370","3","5378","85","315","EAST 9 STREET","Brooklyn","DOB","0406/22","BDV","ILLEGAL DWELLING UNITS","3965","12","2022","11218","40.640793","-73.970161","12","39","492","3126357","3053780085","Kensington"
"491983","4","9630","24","134-06","86 ROAD","Queens","DOB","0714/23","BDV","ILLEGAL DWELLING UNITS","2808","7","2023","11418","40.705556","-73.821249","9","29","21602","4206440","4096300024","Kew Gardens"
"51022","2","3741","13","1120","BOYNTON AVENUE","Bronx","DOB","1177/22","BDV","ILLEGAL DWELLING UNITS","2015","5","2023","10472","40.826701","-73.877769","9","18","5002","2023886","2037410013","Soundview-Bruckner-Bronx River"
"122885","2","3733","24","1064","WHITE PLAINS ROAD","Bronx","HPD","1378/21","CEV","ILLEGAL DWELLING UNITS","437.89","10","2021","10472","40.827578","-73.860282","9","18","4001","2023676","2037330024","Castle Hill-Unionport"
"46211","2","3065","68","2329","ARTHUR AVENUE","Bronx","DOB","1156/22","BDV","ILLEGAL DWELLING UNITS","1950","6","2023","10458","40.854101","-73.88883","6","15","391","2011904","2030650068","Belmont"
"579374","4","13306","145","146-30","177 STREET","Queens","HPD","1653/22","CEV","ILLEGAL DWELLING UNITS","1560","6","2023","11434","40.662214","-73.76922","13","31","320","4285411","4133060145","Springfield Gardens (South)-Brookville"
"869773","3","3834","31","542","HINSDALE STREET","Brooklyn","DOB","0137/23","BDV","ILLEGAL DWELLING UNITS","437.89","1","2023","11207","40.661637","-73.898072","5","42","1132","3390474","3038340031","East New York-New Lots"
"71530","2","4878","8","1065","EAST 231 STREET","Bronx","DOB","1577/21","BDV","ILLEGAL DWELLING UNITS","6065.14","5","2023","10466","40.888756","-73.847763","12","12","424","2065273","2048780008","Wakefield-Woodlawn"
"776566","5","201","37","1836","RICHMOND TERRACE","Staten Island","HPD","1586/21","CEV","ESSENTIAL SERVICES","1495","2","2022","10310","40.637198","-74.126446","1","49","13302","5005408","5002010037","Port Richmond"
"702067","4","9595","11","105-28","VAN WYCK EXPRESSWAY SR WEST","Queens","HPD","0928/22","CEV","ILLEGAL DWELLING UNITS","3160","1","2023","11419","40.689865","-73.809886","10","28","15801","4205248","4095950011","South Ozone Park"
"219327","3","5310","15","102","CHESTER AVENUE","Brooklyn","HPD","1214/22","CEV","ILLEGAL DWELLING UNITS","487.41","9","2022","11218","40.642995","-73.983439","12","39","496","3123813","3053100015","Kensington"
"523695","4","9317","10","91-46","111 STREET","Queens","DOB","1233/22","BDV","ILLEGAL DWELLING UNITS","840","11","2022","11418","40.693352","-73.835458","9","28","12601","4195530","4093170010","Richmond Hill"
"276649","3","7957","8","525","EAST 78 STREET","Brooklyn","HPD","1373/22","CEV","ILLEGAL DWELLING UNITS","435","11","2022","11236","40.638359","-73.919009","18","46","950","3222450","3079570008","Canarsie"
"362546","3","1442","5","221","ROCKAWAY AVENUE","Brooklyn","DOB","1318/22","BDV","STRUCTURAL","3945.52","7","2023","11233","40.675059","-73.911037","16","37","36501","3038724","3014420005","Ocean Hill"
"615492","4","13178","18","138-35","230 STREET","Queens","DOB","1322/21","BDV","ILLEGAL DWELLING UNITS","7670","3","2023","11413","40.670458","-73.743922","13","31","650","4283249","4131780018","Laurelton"
"824293","2","2877","365","1738","UNDERCLIFF AVENUE","Bronx","DOB","1594/22","BDV","ILLEGAL DWELLING UNITS","1560","1","2023","10453","40.851034","-73.92042","5","14","20502","2103540","2028770365","University Heights (South)-Morris Heights"
"615492","4","13178","18","138-35","230 STREET","Queens","DOB","1322/21","BDV","ILLEGAL DWELLING UNITS","3900","6","2022","11413","40.670458","-73.743922","13","31","650","4283249","4131780018","Laurelton"
"82067","2","2452","73","1171","GRANT AVENUE","Bronx","DOB","1426/22","BDV","ILLEGAL DWELLING UNITS","3102.88","1","2023","10456","40.832726","-73.915491","4","16","18101","2002675","2024520073","Concourse-Concourse Village"
"108944","2","3596","23","1771","SEWARD AVENUE","Bronx","HPD","0133/23","CEV","ILLEGAL DWELLING UNITS","2765","7","2023","10473","40.818951","-73.86474","9","18","2002","2022083","2035960023","Soundview-Clason Point"
"61017","2","3355","101","3344","DECATUR AVENUE","Bronx","HPD","1550/21","CEV","ILLEGAL DWELLING UNITS","2745","12","2022","10467","40.877541","-73.872931","7","11","42902","2018608","2033550101","Norwood"
"670979","4","1507","78","42-41","KETCHAM STREET","Queens","HPD","0117/22","CEV","ILLEGAL DWELLING UNITS","2471.17","3","2023","11373","40.74457","-73.882806","4","25","26902","4037271","4015070078","Elmhurst"
"69075","2","4678","63","844","EAST 220 STREET","Bronx","DOB","1718/21","BDV","ILLEGAL DWELLING UNITS","1950","8","2022","10467","40.882867","-73.858007","12","12","396","2058547","2046780063","Williamsbridge-Olinville"
"86617","2","3613","43","2226","HOMER AVENUE","Bronx","HPD","0817/22","CEV","ILLEGAL DWELLING UNITS","5558.45","10","2022","10473","40.821985","-73.847662","9","18","90","2022424","2036130043","Castle Hill-Unionport"
"310604","3","4305","33","752","HENDRIX STREET","Brooklyn","HPD","0166/22","CEV","ESSENTIAL SERVICES","2015","9","2022","11207","40.663106","-73.886478","5","42","1122","3096808","3043050033","East New York-New Lots"
"64261","2","2406","33","371","EAST 159 STREET","Bronx","DOB","1304/21","BDV","STRUCTURAL","3384.42","11","2021","10451","40.82321","-73.915344","3","17","141","2001780","2024060033","Morrisania"
"443868","4","5671","6","185-16","56 AVENUE","Queens","HPD(EFO)","0266/22","BDV","ILLEGAL DWELLING UNITS","2015","5","2023","11365","40.743509","-73.790711","11","20","1417","4128158","4056710006","Auburndale"
"51022","2","3741","13","1120","BOYNTON AVENUE","Bronx","DOB","1177/22","BDV","ILLEGAL DWELLING UNITS","3965","12","2022","10472","40.826701","-73.877769","9","18","5002","2023886","2037410013","Soundview-Bruckner-Bronx River"
"525689","4","9551","75","107-11","113 STREET","Queens","HPD","0194/22","CEV","ILLEGAL DWELLING UNITS","2916.9","3","2023","11419","40.682637","-73.82806","10","28","104","4203490","4095510075","South Ozone Park"
"97403","2","2820","55","1517","MORRIS AVENUE","Bronx","DOB","0282/22","BDV","ILLEGAL DWELLING UNITS","4575","12","2022","10457","40.841658","-73.909513","4","16","225","2007839","2028200055","Mount Eden-Claremont (West)"
"428720","4","1495","34","75-16","41 AVENUE","Queens","DOB","1272/21","BDV","ILLEGAL DWELLING UNITS","2184","1","2022","11373","40.745329","-73.889914","4","25","267","4307382","4014950034","Elmhurst"
"805867","1","1831","53","244","WEST 116 STREET","Manhattan","HPD","0080/22","CEV","STRUCTURAL","4030","5","2023","10026","40.803959","-73.9543","10","9","218","1081573","1018310053","Harlem (South)"
"865129","4","10172","11","108-25","164 STREET","Queens","HPD","0308/22","CEV","ILLEGAL DWELLING UNITS","2015","7","2022","11433","40.696407","-73.790047","12","27","258","4532388","4101720011","South Jamaica"
"310604","3","4305","33","752","HENDRIX STREET","Brooklyn","HPD","0166/22","CEV","ESSENTIAL SERVICES","2015","7","2022","11207","40.663106","-73.886478","5","42","1122","3096808","3043050033","East New York-New Lots"
"342119","3","7005","8","3508","NEPTUNE AVENUE","Brooklyn","DOB","1578/21","BDV","ILLEGAL DWELLING UNITS","2100","4","2023","11224","40.577088","-74.001321","13","47","328","3188714","3070050008","Coney Island-Sea Gate"
"832364","2","2439","124","1228","MORRIS AVENUE","Bronx","DOB","1762/21","BDV","ILLEGAL DWELLING UNITS","2889.76","10","2022","10456","40.833801","-73.91377","4","16","17701","2102800","2024390124","Concourse-Concourse Village"
"97403","2","2820","55","1517","MORRIS AVENUE","Bronx","DOB","0282/22","BDV","ILLEGAL DWELLING UNITS","2133.67","3","2022","10457","40.841658","-73.909513","4","16","225","2007839","2028200055","Mount Eden-Claremont (West)"
"46211","2","3065","68","2329","ARTHUR AVENUE","Bronx","DOB","1156/22","BDV","ILLEGAL DWELLING UNITS","3835","3","2023","10458","40.854101","-73.88883","6","15","391","2011904","2030650068","Belmont"
"71899","2","4977","60","1049","EAST 233 STREET","Bronx","DOB","1032/22","BDV","ILLEGAL DWELLING UNITS","2160.59","9","2022","10466","40.890064","-73.846884","12","12","426","2067285","2049770060","Eastchester-Edenwald-Baychester"
"670979","4","1507","78","42-41","KETCHAM STREET","Queens","HPD","0117/22","CEV","ILLEGAL DWELLING UNITS","2280.91","6","2023","11373","40.74457","-73.882806","4","25","26902","4037271","4015070078","Elmhurst"
"344601","3","4122","10","155","NICHOLS AVENUE","Brooklyn","DOB","1447/21","BDV","ILLEGAL DWELLING UNITS","3865.78","5","2022","11208","40.687003","-73.869234","5","37","118202","3091889","3041220010","Cypress Hills"
"664169","4","3368","87","21-22","HIMROD STREET","Queens","DOB","0954/22","BDV","ILLEGAL DWELLING UNITS","437.89","5","2023","11385","40.710989","-73.908832","5","30","59501","4434005","4033680087","Ridgewood"
"46670","2","3287","38","2702","BAINBRIDGE AVENUE","Bronx","DOB","1203/22","BDV","ILLEGAL DWELLING UNITS","1820","4","2023","10458","40.865848","-73.891099","7","15","40502","2016622","2032870038","Bedford Park"
"573960","4","12344","357","115-17","169 STREET","Queens","DOB","1339/21","BDV","ILLEGAL DWELLING UNITS","2325","5","2022","11434","40.688848","-73.779509","12","27","280","4267367","4123440357","Baisley Park"
"207925","3","8343","68","1162","BERGEN AVENUE","Brooklyn","DOB","1605/21","BDV","ILLEGAL DWELLING UNITS","2015","12","2022","11234","40.628019","-73.914472","18","46","69601","3235306","3083430068","Marine Park-Mill Basin-Bergen Beach"
"667233","4","9187","33","102-55","JAMAICA AVENUE","Queens","DOB","1752/22","BDV","ILLEGAL DWELLING UNITS","4030","7","2023","11418","40.695197","-73.843365","9","32","26","4191667","4091870033","Richmond Hill"
"986873","4","10226","60","170-17","105 AVENUE","Queens","DOB","1411/22","BDV","ILLEGAL DWELLING UNITS","6840","12","2022","11433","40.701614","-73.787091","12","27","440","4607920","4102260060","South Jamaica"
"670979","4","1507","78","42-41","KETCHAM STREET","Queens","HPD","0117/22","CEV","ILLEGAL DWELLING UNITS","6961.52","9","2022","11373","40.74457","-73.882806","4","25","26902","4037271","4015070078","Elmhurst"
"327672","3","3326","60","269","LINDEN STREET","Brooklyn","HPD","0317/23","CEV","ESSENTIAL SERVICES","437.89","3","2023","11237","40.697978","-73.914919","4","37","433","3076164","3033260060","Bushwick (East)"
"362233","3","4123","52","575","RIDGEWOOD AVENUE","Brooklyn","HPD","0245/23","CEV","ILLEGAL DWELLING UNITS","4379.95","5","2023","11208","40.68668","-73.867677","5","37","118202","3091972","3041230052","Cypress Hills"
"362546","3","1442","5","221","ROCKAWAY AVENUE","Brooklyn","DOB","1318/22","BDV","STRUCTURAL","2181.89","10","2022","11233","40.675059","-73.911037","16","37","36501","3038724","3014420005","Ocean Hill"
"550659","4","9982","101","91-07","139 STREET","Queens","DOB","1072/23","BDV","ILLEGAL DWELLING UNITS","437.89","7","2023","11435","40.700106","-73.811833","12","24","212","4213818","4099820101","Jamaica"
"525689","4","9551","75","107-11","113 STREET","Queens","HPD","0194/22","CEV","ILLEGAL DWELLING UNITS","1300.4","7","2023","11419","40.682637","-73.82806","10","28","104","4203490","4095510075","South Ozone Park"
"104814","2","3948","22","1538","PURDY STREET","Bronx","DOB","1468/21","BDV","ILLEGAL DWELLING UNITS","1361.67","3","2023","10462","40.837256","-73.853399","9","18","222","2041238","2039480022","Parkchester"
"69262","2","4668","76","736","EAST 221 STREET","Bronx","HPD","0581/22","CEV","ILLEGAL DWELLING UNITS","17.1","7","2023","10467","40.884606","-73.860864","12","12","396","2058148","2046680076","Williamsbridge-Olinville"
"545160","4","11730","11","122-27","133 AVENUE","Queens","HPD","1145/22","CEV","ILLEGAL DWELLING UNITS","2498.83","7","2023","11420","40.671675","-73.816473","10","32","840","4254138","4117300011","South Ozone Park"
"103521","2","2522","36","1319","PLIMPTON AVENUE","Bronx","DOB","1701/21","BDV","ILLEGAL DWELLING UNITS","9880","8","2022","10452","40.840604","-73.924408","4","16","211","2003372","2025220036","Highbridge"
"465247","4","3536","31","60-91","70 AVENUE","Queens","HPD","1640/21","CEV","ESSENTIAL SERVICES","3900","8","2022","11385","40.702458","-73.895701","5","30","583","4085254","4035360031","Ridgewood"
"79544","2","3748","102","1154","FTELEY AVENUE","Bronx","HPD","1383/21","CEV","ILLEGAL DWELLING UNITS","3100","5","2022","10472","40.828195","-73.871291","9","18","68","2024143","2037480102","Soundview-Bruckner-Bronx River"
"247803","3","5079","45","27","EAST 18 STREET","Brooklyn","HPD","0458/22","CEV","ILLEGAL DWELLING UNITS","2154.14","4","2023","11226","40.650637","-73.963292","14","40","506","3116526","3050790045","Flatbush (West)-Ditmas Park-Parkville"
"207925","3","8343","68","1162","BERGEN AVENUE","Brooklyn","DOB","1605/21","BDV","ILLEGAL DWELLING UNITS","2355","5","2023","11234","40.628019","-73.914472","18","46","69601","3235306","3083430068","Marine Park-Mill Basin-Bergen Beach"
"776643","5","1075","25","2172","RICHMOND TERRACE","Staten Island","HPD","0032/23","CEV","ESSENTIAL SERVICES","2498.83","7","2023","10302","40.640251","-74.135377","1","49","20701","5025329","5010750025","Port Richmond"
"207196","3","1900","47","844","BEDFORD AVENUE","Brooklyn","DOB","0268/22","BDV","STRUCTURAL","4575","10","2022","11205","40.695772","-73.95639","3","33","1237","3000000","3019000047","Bedford-Stuyvesant (West)"
"683208","4","15574","91","17-12","NEW HAVEN AVENUE","Queens","HPD","1075/23","CEV","ILLEGAL DWELLING UNITS","437.89","7","2023","11691","40.599727","-73.750041","14","31","101003","4535294","4155740091","Far Rockaway-Bayswater"
"251601","3","6786","15","1622","EAST 24 STREET","Brooklyn","HPD","0768/23","CEV","ILLEGAL DWELLING UNITS","437.89","5","2023","11229","40.610739","-73.949674","15","48","548","3182651","3067860015","Madison"
"94700","2","5082","11","4616","MATILDA AVENUE","Bronx","HPD","0197/23","CEV","ILLEGAL DWELLING UNITS","4689.3","5","2023","10470","40.903205","-73.852971","12","11","414","2071069","2050820011","Wakefield-Woodlawn"
"86617","2","3613","43","2226","HOMER AVENUE","Bronx","HPD","0817/22","CEV","ILLEGAL DWELLING UNITS","1697.98","6","2023","10473","40.821985","-73.847662","9","18","90","2022424","2036130043","Castle Hill-Unionport"
"79504","2","3747","71","1111","FTELEY AVENUE","Bronx","DOB","0059/23","BDV","ILLEGAL DWELLING UNITS","1350","4","2023","10472","40.827522","-73.871158","9","18","68","2024057","2037470071","Soundview-Bruckner-Bronx River"
"69075","2","4678","63","844","EAST 220 STREET","Bronx","DOB","1718/21","BDV","ILLEGAL DWELLING UNITS","2015","9","2022","10467","40.882867","-73.858007","12","12","396","2058547","2046780063","Williamsbridge-Olinville"
"865129","4","10172","11","108-25","164 STREET","Queens","HPD","0308/22","CEV","ILLEGAL DWELLING UNITS","3835","3","2023","11433","40.696407","-73.790047","12","27","258","4532388","4101720011","South Jamaica"
"269459","3","4724","22","428","EAST 53 STREET","Brooklyn","HPD","0462/22","CEV","ILLEGAL DWELLING UNITS","1235","5","2022","11203","40.649305","-73.927201","17","45","862","3103867","3047240022","East Flatbush-Rugby"
"855154","3","1703","39","859","HERKIMER STREET","Brooklyn","HPD","1285/22","CEV","ILLEGAL DWELLING UNITS","1768.87","6","2023","11233","40.678299","-73.924891","3","36","299","3390063","3017030039","Bedford-Stuyvesant (East)"
"38773","1","1718","108","81","WEST 119 STREET","Manhattan","HPD","0370/22","CEV","ESSENTIAL SERVICES","437.89","3","2022","10026","40.803541","-73.947264","10","9","200","1053292","1017180108","Harlem (South)"
"250426","3","5222","102","589","EAST 22 STREET","Brooklyn","DOB","0554/22","BDV","ILLEGAL DWELLING UNITS","3965","10","2022","11226","40.637932","-73.956691","14","45","51601","3120670","3052220102","Flatbush"
"342118","3","7005","9","3506","NEPTUNE AVENUE","Brooklyn","DOB","1755/22","BDV","ILLEGAL DWELLING UNITS","437.89","12","2022","11224","40.577091","-74.001307","13","47","328","3188715","3070050009","Coney Island-Sea Gate"
"535974","4","11850","48","150-22","122 PLACE","Queens","HPD","1695/21","CEV","ILLEGAL DWELLING UNITS","1739.05","5","2022","11420","40.666005","-73.818414","10","32","84601","4257220","4118500048","South Ozone Park"
"86984","2","4556","25","2934","HONE AVENUE","Bronx","HPD","0865/22","CEV","ILLEGAL DWELLING UNITS","2655","3","2023","10469","40.86837","-73.857633","11","12","344","2055025","2045560025","Pelham Gardens"
"60033","2","2952","5","811","CROTONA PARK NORTH","Bronx","DOB","0021/22","BDV","STRUCTURAL","437.89","1","2022","10460","40.840355","-73.890971","6","17","367","2010000","2029520005","Tremont"
"66108","2","3069","104","611","EAST 179 STREET","Bronx","DOB","0802/23","BDV","STRUCTURAL","1239.8","7","2023","10457","40.847833","-73.892054","6","15","373","2092251","2030690104","Tremont"
"46211","2","3065","68","2329","ARTHUR AVENUE","Bronx","DOB","1156/22","BDV","ILLEGAL DWELLING UNITS","2015","7","2023","10458","40.854101","-73.88883","6","15","391","2011904","2030650068","Belmont"
"634213","4","16187","19","175","BEACH 114 STREET","Queens","HPD","1302/22","CEV","ESSENTIAL SERVICES","11700","6","2023","11694","40.579717","-73.835089","14","32","938","4303918","4161870019","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel"
"290539","3","4281","17","659","EUCLID AVENUE","Brooklyn","HPD","1697/22","CEV","ILLEGAL DWELLING UNITS","1820","4","2023","11208","40.67067","-73.870755","5","42","120801","3095994","3042810017","East New York-City Line"
"86617","2","3613","43","2226","HOMER AVENUE","Bronx","HPD","0817/22","CEV","ILLEGAL DWELLING UNITS","34.19","11","2022","10473","40.821985","-73.847662","9","18","90","2022424","2036130043","Castle Hill-Unionport"
"680756","4","15714","86","22-79","MOTT AVENUE","Queens","DOB","1282/21","BDV","STRUCTURAL","4131.68","8","2022","11691","40.605884","-73.758089","14","31","100803","4300289","4157140086","Far Rockaway-Bayswater"
"342119","3","7005","8","3508","NEPTUNE AVENUE","Brooklyn","DOB","1578/21","BDV","ILLEGAL DWELLING UNITS","2325","3","2023","11224","40.577088","-74.001321","13","47","328","3188714","3070050008","Coney Island-Sea Gate"
"573960","4","12344","357","115-17","169 STREET","Queens","DOB","1339/21","BDV","ILLEGAL DWELLING UNITS","2015","12","2022","11434","40.688848","-73.779509","12","28","280","4267367","4123440357","Baisley Park"
"49744","2","3799","53","2063","BLACKROCK AVENUE","Bronx","HPD","1653/21","CEV","ILLEGAL DWELLING UNITS","1451.73","7","2022","10472","40.82848","-73.854676","9","18","78","2026067","2037990053","Castle Hill-Unionport"
"283361","3","4597","60","69","EAST 94 STREET","Brooklyn","HPD","1213/22","CEV","ILLEGAL DWELLING UNITS","1820","4","2023","11212","40.663344","-73.926692","17","41","884","3099476","3045970060","East Flatbush-Remsen Village"
"184735","3","3925","56","251","ARLINGTON AVENUE","Brooklyn","DOB","0294/22","BDV","ILLEGAL DWELLING UNITS","2827.8","1","2023","11208","40.680745","-73.885388","5","37","117202","3087088","3039250056","Cypress Hills"
"118980","2","4598","24","3209","WALLACE AVENUE","Bronx","HPD","1245/21","CEV","ILLEGAL DWELLING UNITS","1350","6","2023","10467","40.871564","-73.864272","12","15","372","2056280","2045980024","Williamsbridge-Olinville"
"100114","2","2512","9","1020","OGDEN AVENUE","Bronx","HPD","0198/23","CEV","ILLEGAL DWELLING UNITS","2015","7","2023","10452","40.833501","-73.929045","4","8","189","2003203","2025120009","Highbridge"
"615492","4","13178","18","138-35","230 STREET","Queens","DOB","1322/21","BDV","ILLEGAL DWELLING UNITS","7670","3","2022","11413","40.670458","-73.743922","13","31","650","4283249","4131780018","Laurelton"
"53671","2","3000","10","1474","BRYANT AVENUE","Bronx","HPD","0456/22","CEV","ESSENTIAL SERVICES","5586.32","8","2022","10460","40.832175","-73.887667","3","17","157","2010847","2030000010","Crotona Park East"
"837769","3","3538","101","131","BLAKE AVENUE","Brooklyn","HPD","0137/22","CEV","ESSENTIAL SERVICES","3965","10","2022","11212","40.664865","-73.914882","16","41","902","3388271","3035380101","Brownsville"
"367377","3","4768","54","1233","SCHENECTADY AVENUE","Brooklyn","HPD","1397/22","CEV","ILLEGAL DWELLING UNITS","4340","7","2023","11203","40.64277","-73.93234","17","45","840","3105631","3047680054","East Flatbush-Farragut"
"76051","2","3862","35","1321","ELDER AVENUE","Bronx","HPD","1521/22","CEV","ILLEGAL DWELLING UNITS","2305","1","2023","10472","40.831739","-73.87992","9","17","56","2027392","2038620035","Soundview-Bruckner-Bronx River"
"448577","4","2329","27","48-08","59 PLACE","Queens","HPD","1559/21","CEV","ILLEGAL DWELLING UNITS","2546.5","1","2022","11377","40.738426","-73.905547","2","26","245","4053778","4023290027","Woodside"
"702067","4","9595","11","105-28","VAN WYCK EXPRESSWAY SR WEST","Queens","HPD","0928/22","CEV","ILLEGAL DWELLING UNITS","2325","2","2023","11419","40.689865","-73.809886","10","28","15801","4205248","4095950011","South Ozone Park"
"155730","3","806","23","340","52 STREET","Brooklyn","DOB","0124/23","BDV","ILLEGAL DWELLING UNITS","2015","7","2023","11220","40.645981","-74.014807","7","38","76","3013841","3008060023","Sunset Park (West)"
"46670","2","3287","38","2702","BAINBRIDGE AVENUE","Bronx","DOB","1203/22","BDV","ILLEGAL DWELLING UNITS","5980","12","2022","10458","40.865848","-73.891099","7","15","40502","2016622","2032870038","Bedford Park"
"805867","1","1831","53","244","WEST 116 STREET","Manhattan","HPD","0080/22","CEV","STRUCTURAL","5615","10","2022","10026","40.803959","-73.9543","10","9","218","1081573","1018310053","Harlem (South)"
"170113","3","6208","18","2144","73 STREET","Brooklyn","HPD","0307/22","CEV","ILLEGAL DWELLING UNITS","1950","6","2022","11204","40.610044","-73.987333","11","43","268","3159255","3062080018","Bensonhurst"
"112778","2","2436","87","1261","TELLER AVENUE","Bronx","DOB","1155/22","BDV","STRUCTURAL","1666.49","3","2023","10456","40.83376","-73.910749","4","16","17701","2002367","2024360087","Concourse-Concourse Village"
"531422","4","9348","32","91-54","117 STREET","Queens","DOB","1765/22","BDV","ILLEGAL DWELLING UNITS","2855","5","2023","11418","40.694459","-73.830143","9","29","122","4196582","4093480032","Richmond Hill"
"53655","2","2999","24","1452","BRYANT AVENUE","Bronx","DOB","0316/22","BDV","ILLEGAL DWELLING UNITS","2627.34","3","2022","10459","40.831276","-73.888203","3","17","123","2010824","2029990024","Crotona Park East"
"424853","4","1222","45","68-02","37 ROAD","Queens","DOB","0297/22","BDV","ILLEGAL DWELLING UNITS","1950","6","2023","11377","40.747589","-73.897334","2","26","263","4535446","4012220045","Woodside"
"805867","1","1831","53","244","WEST 116 STREET","Manhattan","HPD","0080/22","CEV","STRUCTURAL","5305","8","2022","10026","40.803959","-73.9543","10","9","218","1081573","1018310053","Harlem (South)"
"819302","2","2784","35","311","EAST 170 STREET","Bronx","DOB","1087/22","BDV","ILLEGAL DWELLING UNITS","15930","3","2023","10456","40.837399","-73.910307","4","16","225","2007250","2027840035","Mount Eden-Claremont (West)"
"118980","2","4598","24","3209","WALLACE AVENUE","Bronx","HPD","1245/21","CEV","ILLEGAL DWELLING UNITS","2745","12","2022","10467","40.871564","-73.864272","12","12","372","2056280","2045980024","Williamsbridge-Olinville"
"944790","4","9385","9","104-28","94 AVENUE","Queens","HPD","1138/23","CEV","ILLEGAL DWELLING UNITS","437.89","7","2023","11416","40.689794","-73.840464","9","28","116","4532345","4093850009","Ozone Park (North)"
"118980","2","4598","24","3209","WALLACE AVENUE","Bronx","HPD","1245/21","CEV","ILLEGAL DWELLING UNITS","1395","5","2023","10467","40.871564","-73.864272","12","12","372","2056280","2045980024","Williamsbridge-Olinville"
"147686","3","5291","19","1135","38 STREET","Brooklyn","DOB","0293/23","BDV","STRUCTURAL","3222.18","7","2023","11218","40.643209","-73.989035","12","39","226","3123024","3052910019","Borough Park"
"362546","3","1442","5","221","ROCKAWAY AVENUE","Brooklyn","DOB","1318/22","BDV","STRUCTURAL","8313.43","5","2023","11233","40.675059","-73.911037","16","37","36501","3038724","3014420005","Ocean Hill"
"97429","2","2826","76","1820","MORRIS AVENUE","Bronx","DOB","1269/21","BDV","ILLEGAL DWELLING UNITS","715.34","6","2022","10453","40.847515","-73.908742","5","14","22701","2007895","2028260076","Mount Hope"
"424853","4","1222","45","68-02","37 ROAD","Queens","DOB","0297/22","BDV","ILLEGAL DWELLING UNITS","3965","1","2023","11377","40.747589","-73.897334","2","26","263","4535446","4012220045","Woodside"
"71958","2","4959","83","1351","EAST 233 STREET","Bronx","DOB","1629/21","BDV","ILLEGAL DWELLING UNITS","3198","5","2022","10466","40.888674","-73.838027","12","12","426","2066793","2049590083","Eastchester-Edenwald-Baychester"
"18913","1","1630","65","122","EAST 103 STREET","Manhattan","DOB","0569/22","BDV","ILLEGAL DWELLING UNITS","65","6","2022","10029","40.790622","-73.948437","11","8","166","1051903","1016300065","East Harlem (South)"
"71530","2","4878","8","1065","EAST 231 STREET","Bronx","DOB","1577/21","BDV","ILLEGAL DWELLING UNITS","1286.12","12","2021","10466","40.888756","-73.847763","12","12","424","2065273","2048780008","Wakefield-Woodlawn"
