"oid","hotspot_dataset_object_id","public_space_open_space_name","public_space_open_space","borough_name","neighborhood_tabulation_area","neighborhood_tabulation_area_1","number_of_access_points_per","provider","ssid","latitude","longitude","published_date"
"314","42","St. John's Recreation Center","Inside","Brooklyn","BK61","Crown Heights North","10","ALTICEUSA","GuestWiFi","40.67401","-73.9347","2019-05-30T00:00:00.000"
"315","51","St. John's Recreation Center","Inside","Brooklyn","BK61","Crown Heights North","10","ALTICEUSA","GuestWiFi","40.6737","-73.93493","2019-05-30T00:00:00.000"
"316","43","St. John's Recreation Center","Inside","Brooklyn","BK61","Crown Heights North","10","ALTICEUSA","GuestWiFi","40.67404","-73.93505","2019-05-30T00:00:00.000"
"317","44","St. John's Recreation Center","Inside","Brooklyn","BK61","Crown Heights North","10","ALTICEUSA","GuestWiFi","40.6738","-73.93517","2019-05-30T00:00:00.000"
"318","959","St. Mary's Park","Inside","Bronx","BX39","Mott Haven-Port Morris","7","ALTICEUSA","GuestWiFi","40.81154","-73.91414","2019-05-30T00:00:00.000"
"319","954","St. Mary's Park","Inside","Bronx","BX39","Mott Haven-Port Morris","7","ALTICEUSA","GuestWiFi","40.81154","-73.91414","2019-05-30T00:00:00.000"
"320","955","St. Mary's Park","Inside","Bronx","BX39","Mott Haven-Port Morris","7","ALTICEUSA","GuestWiFi","40.81154","-73.91414","2019-05-30T00:00:00.000"
"321","956","St. Mary's Park","Inside","Bronx","BX39","Mott Haven-Port Morris","7","ALTICEUSA","GuestWiFi","40.81154","-73.91414","2019-05-30T00:00:00.000"
"322","52","St. Mary's Park","Inside","Bronx","BX39","Mott Haven-Port Morris","7","ALTICEUSA","GuestWiFi","40.81154","-73.91414","2019-05-30T00:00:00.000"
"323","957","St. Mary's Park","Inside","Bronx","BX39","Mott Haven-Port Morris","7","ALTICEUSA","GuestWiFi","40.81154","-73.91414","2019-05-30T00:00:00.000"
"324","958","St. Mary's Park","Inside","Bronx","BX39","Mott Haven-Port Morris","7","ALTICEUSA","GuestWiFi","40.81154","-73.91414","2019-05-30T00:00:00.000"
"325","2096","The High Line","Inside","Manhattan","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","1","AT&T","attwifi","40.7474","-74.0051","2019-05-30T00:00:00.000"
"326","1310","Thomas Jefferson Park","Inside","Manhattan","MN34","East Harlem North","9","SPECTRUM","GuestWiFi","40.79367","-73.93682","2019-05-30T00:00:00.000"
"327","1311","Thomas Jefferson Park","Inside","Manhattan","MN34","East Harlem North","9","SPECTRUM","GuestWiFi","40.79367","-73.93682","2019-05-30T00:00:00.000"
"328","1312","Thomas Jefferson Park","Inside","Manhattan","MN34","East Harlem North","9","SPECTRUM","GuestWiFi","40.79367","-73.93682","2019-05-30T00:00:00.000"
"329","1313","Thomas Jefferson Park","Inside","Manhattan","MN34","East Harlem North","9","SPECTRUM","GuestWiFi","40.7933","-73.93676","2019-05-30T00:00:00.000"
"330","1314","Thomas Jefferson Park","Inside","Manhattan","MN34","East Harlem North","9","SPECTRUM","GuestWiFi","40.79375","-73.93624","2019-05-30T00:00:00.000"
"331","1307","Thomas Jefferson Park","Inside","Manhattan","MN34","East Harlem North","9","SPECTRUM","GuestWiFi","40.79367","-73.93682","2019-05-30T00:00:00.000"
"332","1308","Thomas Jefferson Park","Inside","Manhattan","MN34","East Harlem North","9","SPECTRUM","GuestWiFi","40.79367","-73.93682","2019-05-30T00:00:00.000"
"333","134","Thomas Jefferson Park","Inside","Manhattan","MN34","East Harlem North","9","AT&T","attwifi","40.7931","-73.9354","2019-05-30T00:00:00.000"
"334","1309","Thomas Jefferson Park","Inside","Manhattan","MN34","East Harlem North","9","SPECTRUM","GuestWiFi","40.79367","-73.93682","2019-05-30T00:00:00.000"
"335","146","Thomas Paine Park","Inside","Manhattan","MN24","SoHo-TriBeCa-Civic Center-Little Italy","1","AT&T","attwifi","40.7148","-74.0028","2019-05-30T00:00:00.000"
"336","147","Tompkins Square Park","Inside","Manhattan","MN22","East Village","1","AT&T","attwifi","40.7265","-73.9817","2019-05-30T00:00:00.000"
"337","1318","Tony Dapolito Recreation Center","Inside","Manhattan","MN23","West Village","5","SPECTRUM","GuestWiFi","40.72956","-74.00546","2019-05-30T00:00:00.000"
"338","1319","Tony Dapolito Recreation Center","Inside","Manhattan","MN23","West Village","5","SPECTRUM","GuestWiFi","40.72956","-74.00546","2019-05-30T00:00:00.000"
"339","2122","Tony Dapolito Recreation Center","Inside","Manhattan","MN23","West Village","5","SPECTRUM","GuestWiFi","40.72956","-74.00546","2019-05-30T00:00:00.000"
"340","1316","Tony Dapolito Recreation Center","Inside","Manhattan","MN23","West Village","5","SPECTRUM","GuestWiFi","40.72956","-74.00546","2019-05-30T00:00:00.000"
"341","1317","Tony Dapolito Recreation Center","Inside","Manhattan","MN23","West Village","5","SPECTRUM","GuestWiFi","40.72956","-74.00546","2019-05-30T00:00:00.000"
"342","2531","Union Square Park","Inside","Manhattan","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","1","Partner","unionsquarewifi","40.736","-73.9904","2019-05-30T00:00:00.000"
"343","846","Van Cortlandt Park","Inside","Bronx","BX99","park-cemetery-etc-Bronx","2","ALTICEUSA","GuestWiFi","40.89425","-73.89629","2019-05-30T00:00:00.000"
"344","847","Van Cortlandt Park","Inside","Bronx","BX99","park-cemetery-etc-Bronx","2","ALTICEUSA","GuestWiFi","40.89374","-73.89622","2019-05-30T00:00:00.000"
"345","851","Williamsbridge Oval","Inside","Bronx","BX43","Norwood","5","ALTICEUSA","GuestWiFi","40.87683","-73.87873","2019-05-30T00:00:00.000"
"346","852","Williamsbridge Oval","Inside","Bronx","BX43","Norwood","5","ALTICEUSA","GuestWiFi","40.87685","-73.87887","2019-05-30T00:00:00.000"
"347","853","Williamsbridge Oval","Inside","Bronx","BX43","Norwood","5","ALTICEUSA","GuestWiFi","40.87664","-73.87854","2019-05-30T00:00:00.000"
"348","856","Williamsbridge Oval","Inside","Bronx","BX43","Norwood","5","ALTICEUSA","GuestWiFi","40.877","-73.87932","2019-05-30T00:00:00.000"
"349","850","Williamsbridge Oval","Inside","Bronx","BX43","Norwood","5","ALTICEUSA","GuestWiFi","40.87654","-73.87845","2019-05-30T00:00:00.000"
"350","859","Wingate Park","Inside","Brooklyn","BK60","Prospect Lefferts Gardens-Wingate","2","ALTICEUSA","GuestWiFi","40.65831","-73.94406","2019-05-30T00:00:00.000"
"351","1","Wingate Park","Inside","Brooklyn","BK60","Prospect Lefferts Gardens-Wingate","2","ALTICEUSA","GuestWiFi","40.65831","-73.94406","2019-05-30T00:00:00.000"
"352","1335","Wolfes Pond Park","Inside","Staten Island","SI01","Annadale-Huguenot-Prince's Bay-Eltingville","5","SPECTRUM","GuestWiFi","40.51924","-74.18823","2019-05-30T00:00:00.000"
"353","1336","Wolfes Pond Park","Inside","Staten Island","SI01","Annadale-Huguenot-Prince's Bay-Eltingville","5","SPECTRUM","GuestWiFi","40.51817","-74.18976","2019-05-30T00:00:00.000"
"354","1337","Wolfes Pond Park","Inside","Staten Island","SI01","Annadale-Huguenot-Prince's Bay-Eltingville","5","SPECTRUM","GuestWiFi","40.51728","-74.191","2019-05-30T00:00:00.000"
"355","1338","Wolfes Pond Park","Inside","Staten Island","SI01","Annadale-Huguenot-Prince's Bay-Eltingville","5","SPECTRUM","GuestWiFi","40.51705","-74.19032","2019-05-30T00:00:00.000"
"356","1339","Wolfes Pond Park","Inside","Staten Island","SI01","Annadale-Huguenot-Prince's Bay-Eltingville","5","SPECTRUM","GuestWiFi","40.51715","-74.18982","2019-05-30T00:00:00.000"
"357","725","Yankee Stadium Garages/Lots","Inside","Bronx","BX63","West Concourse","4","ALTICEUSA","GuestWiFi","40.8261","-73.92854","2019-05-30T00:00:00.000"
"358","726","Yankee Stadium Garages/Lots","Inside","Bronx","BX63","West Concourse","4","ALTICEUSA","GuestWiFi","40.82638","-73.92925","2019-05-30T00:00:00.000"
"359","723","Yankee Stadium Garages/Lots","Inside","Bronx","BX63","West Concourse","4","ALTICEUSA","GuestWiFi","40.82581","-73.92773","2019-05-30T00:00:00.000"
"360","724","Yankee Stadium Garages/Lots","Inside","Bronx","BX63","West Concourse","4","ALTICEUSA","GuestWiFi","40.82595","-73.92813","2019-05-30T00:00:00.000"
"361","964","Baisley Pond Park","Near","Queens","QN76","Baisley Park","3","SPECTRUM","GuestWiFi","40.6783339999999","-73.783477","2019-05-30T00:00:00.000"
"362","965","Baisley Pond Park","Near","Queens","QN76","Baisley Park","3","SPECTRUM","GuestWiFi","40.6676","-73.78942","2019-05-30T00:00:00.000"
"363","966","Baisley Pond Park","Near","Queens","QN76","Baisley Park","3","SPECTRUM","GuestWiFi","40.6816099999999","-73.78825","2019-05-30T00:00:00.000"
"364","967","Baisley Pond Park","Near","Queens","QN76","Baisley Park","3","SPECTRUM","GuestWiFi","40.6805299999999","-73.7874699999999","2019-05-30T00:00:00.000"
"365","968","Baisley Pond Park","Near","Queens","QN76","Baisley Park","3","SPECTRUM","GuestWiFi","40.67963","-73.78745","2019-05-30T00:00:00.000"
"366","972","Baisley Pond Park","Near","Queens","QN76","Baisley Park","3","SPECTRUM","GuestWiFi","40.68462","-73.7858899999999","2019-05-30T00:00:00.000"
"367","973","Baisley Pond Park","Near","Queens","QN76","Baisley Park","3","SPECTRUM","GuestWiFi","40.68495","-73.78722","2019-05-30T00:00:00.000"
"368","974","Baisley Pond Park","Near","Queens","QN76","Baisley Park","3","SPECTRUM","GuestWiFi","40.6781399999999","-73.7871099999999","2019-05-30T00:00:00.000"
"369","975","Baisley Pond Park","Near","Queens","QN76","Baisley Park","3","SPECTRUM","GuestWiFi","40.6766199999999","-73.78695","2019-05-30T00:00:00.000"
"370","978","Baisley Pond Park","Near","Queens","QN02","Springfield Gardens North","3","SPECTRUM","GuestWiFi","40.6726799999999","-73.7867799999999","2019-05-30T00:00:00.000"
"371","979","Baisley Pond Park","Near","Queens","QN02","Springfield Gardens North","3","SPECTRUM","GuestWiFi","40.67318","-73.7851699999999","2019-05-30T00:00:00.000"
"372","980","Baisley Pond Park","Near","Queens","QN02","Springfield Gardens North","3","SPECTRUM","GuestWiFi","40.67609","-73.7825399999999","2019-05-30T00:00:00.000"
"373","981","Baisley Pond Park","Near","Queens","QN02","Springfield Gardens North","3","SPECTRUM","GuestWiFi","40.67486","-73.78412","2019-05-30T00:00:00.000"
"374","983","Baisley Pond Park","Near","Queens","QN76","Baisley Park","3","SPECTRUM","GuestWiFi","40.67506","-73.78744","2019-05-30T00:00:00.000"
"375","984","Baisley Pond Park","Near","Queens","QN76","Baisley Park","3","SPECTRUM","GuestWiFi","40.67454","-73.78955","2019-05-30T00:00:00.000"
"376","985","Baisley Pond Park","Near","Queens","QN76","Baisley Park","3","SPECTRUM","GuestWiFi","40.6713999999999","-73.78861","2019-05-30T00:00:00.000"
"377","986","Baisley Pond Park","Near","Queens","QN76","Baisley Park","3","SPECTRUM","GuestWiFi","40.66978","-73.78896","2019-05-30T00:00:00.000"
"378","1353","Bensonhurst Park","Near","Brooklyn","BK27","Bath Beach","6","ALTICEUSA","GuestWiFi","40.5982569999999","-74.00014","2019-05-30T00:00:00.000"
"379","1628","Bowne Park","Near","Queens","QN51","Murray Hill","5","SPECTRUM","GuestWiFi","40.7712289999999","-73.8090499999999","2019-05-30T00:00:00.000"
"380","1629","Bowne Park","Near","Queens","QN51","Murray Hill","5","SPECTRUM","GuestWiFi","40.7697509999999","-73.8087479999999","2019-05-30T00:00:00.000"
"381","1630","Bowne Park","Near","Queens","QN51","Murray Hill","5","SPECTRUM","GuestWiFi","40.769652","-73.8075079999999","2019-05-30T00:00:00.000"
"382","1631","Bowne Park","Near","Queens","QN51","Murray Hill","5","SPECTRUM","GuestWiFi","40.769536","-73.8059679999999","2019-05-30T00:00:00.000"
"383","1632","Bowne Park","Near","Queens","QN51","Murray Hill","5","SPECTRUM","GuestWiFi","40.770532","-73.805507","2019-05-30T00:00:00.000"
"384","1761","Bowne Playground","Near","Queens","QN22","Flushing","2","SPECTRUM","GuestWiFi","40.75797","-73.825241","2019-05-30T00:00:00.000"
"385","1762","Bowne Playground","Near","Queens","QN22","Flushing","2","SPECTRUM","GuestWiFi","40.75858","-73.825078","2019-05-30T00:00:00.000"
"386","1362","Brownsville Recreation Center","Near","Brooklyn","BK81","Brownsville","5","ALTICEUSA","GuestWiFi","40.6570279999999","-73.903152","2019-05-30T00:00:00.000"
"387","1363","Brownsville Recreation Center","Near","Brooklyn","BK81","Brownsville","5","ALTICEUSA","GuestWiFi","40.6572129999999","-73.901808","2019-05-30T00:00:00.000"
"388","1369","Brownsville Recreation Center","Near","Brooklyn","BK82","East New York","5","ALTICEUSA","GuestWiFi","40.6520999999999","-73.90286","2019-05-30T00:00:00.000"
"389","1370","Brownsville Recreation Center","Near","Brooklyn","BK81","Brownsville","5","ALTICEUSA","GuestWiFi","40.6559","-73.90285","2019-05-30T00:00:00.000"
"390","2530","Brownsville Recreation Center","Near","Brooklyn","BK81","Brownsville","5","ALTICEUSA","GuestWiFi","40.6570999999999","-73.9026999999999","2019-05-30T00:00:00.000"
"391","1633","Bryant Park","Near","Manhattan","MN17","Midtown-Midtown South","2","SPECTRUM","GuestWiFi","40.7544469999999","-73.984222","2019-05-30T00:00:00.000"
"392","1635","Bryant Park","Near","Manhattan","MN17","Midtown-Midtown South","2","SPECTRUM","GuestWiFi","40.754317","-73.9830939999999","2019-05-30T00:00:00.000"
"393","1636","Bryant Park","Near","Manhattan","MN17","Midtown-Midtown South","2","SPECTRUM","GuestWiFi","40.7531639999999","-73.983964","2019-05-30T00:00:00.000"
"394","1637","Bryant Park","Near","Manhattan","MN17","Midtown-Midtown South","2","SPECTRUM","GuestWiFi","40.753689","-73.984769","2019-05-30T00:00:00.000"
"395","1639","Carroll Park","Near","Brooklyn","BK33","Carroll Gardens-Columbia Street-Red Hook","2","SPECTRUM","GuestWiFi","40.68063","-73.995382","2019-05-30T00:00:00.000"
"396","1640","Carroll Park","Near","Brooklyn","BK33","Carroll Gardens-Columbia Street-Red Hook","2","SPECTRUM","GuestWiFi","40.68063","-73.995382","2019-05-30T00:00:00.000"
"397","1769","Chelsea Park","Near","Manhattan","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","2","SPECTRUM","GuestWiFi","40.7499079999999","-74.0008899999999","2019-05-30T00:00:00.000"
"398","1773","Chelsea Park","Near","Manhattan","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","2","SPECTRUM","GuestWiFi","40.749783","-74.0007109999999","2019-05-30T00:00:00.000"
"399","1780","City Hall Park","Near","Manhattan","MN25","Battery Park City-Lower Manhattan","1","SPECTRUM","GuestWiFi","40.70935","-74.0099029999999","2019-05-30T00:00:00.000"
"400","1371","Claremont Park","Near","Bronx","BX14","East Concourse-Concourse Village","5","ALTICEUSA","GuestWiFi","40.8423269999999","-73.909734","2019-05-30T00:00:00.000"
"401","1372","Claremont Park","Near","Bronx","BX14","East Concourse-Concourse Village","5","ALTICEUSA","GuestWiFi","40.8417079999999","-73.909631","2019-05-30T00:00:00.000"
"402","1378","Coney Island Beach & Boardwalk","Near","Brooklyn","BK21","Seagate-Coney Island","19","ALTICEUSA","GuestWiFi","40.573739","-73.9818939999999","2019-05-30T00:00:00.000"
"403","1379","Coney Island Beach & Boardwalk","Near","Brooklyn","BK21","Seagate-Coney Island","19","ALTICEUSA","GuestWiFi","40.5732179999999","-73.9818269999999","2019-05-30T00:00:00.000"
"404","1380","Coney Island Beach & Boardwalk","Near","Brooklyn","BK21","Seagate-Coney Island","19","ALTICEUSA","GuestWiFi","40.5732179999999","-73.9818259999999","2019-05-30T00:00:00.000"
"405","1381","Coney Island Beach & Boardwalk","Near","Brooklyn","BK21","Seagate-Coney Island","19","ALTICEUSA","GuestWiFi","40.5742779999999","-73.9819959999999","2019-05-30T00:00:00.000"
"406","1382","Coney Island Beach & Boardwalk","Near","Brooklyn","BK21","Seagate-Coney Island","19","ALTICEUSA","GuestWiFi","40.5745819999999","-73.977901","2019-05-30T00:00:00.000"
"407","1383","Coney Island Beach & Boardwalk","Near","Brooklyn","BK21","Seagate-Coney Island","19","ALTICEUSA","GuestWiFi","40.5749149999999","-73.977867","2019-05-30T00:00:00.000"
"408","1384","Coney Island Beach & Boardwalk","Near","Brooklyn","BK21","Seagate-Coney Island","19","ALTICEUSA","GuestWiFi","40.5740619999999","-73.9779819999999","2019-05-30T00:00:00.000"
"409","1385","Coney Island Beach & Boardwalk","Near","Brooklyn","BK21","Seagate-Coney Island","19","ALTICEUSA","GuestWiFi","40.5734909999999","-73.9778629999999","2019-05-30T00:00:00.000"
"410","1389","Coney Island Beach & Boardwalk","Near","Brooklyn","BK21","Seagate-Coney Island","19","ALTICEUSA","GuestWiFi","40.573439","-73.9782969999999","2019-05-30T00:00:00.000"
"411","1390","Coney Island Beach & Boardwalk","Near","Brooklyn","BK21","Seagate-Coney Island","19","ALTICEUSA","GuestWiFi","40.5734319999999","-73.9785099999999","2019-05-30T00:00:00.000"
"412","1391","Coney Island Beach & Boardwalk","Near","Brooklyn","BK21","Seagate-Coney Island","19","ALTICEUSA","GuestWiFi","40.5733809999999","-73.9788719999999","2019-05-30T00:00:00.000"
"413","1392","Coney Island Beach & Boardwalk","Near","Brooklyn","BK21","Seagate-Coney Island","19","ALTICEUSA","GuestWiFi","40.5733839999999","-73.978937","2019-05-30T00:00:00.000"
"414","1393","Coney Island Beach & Boardwalk","Near","Brooklyn","BK21","Seagate-Coney Island","19","ALTICEUSA","GuestWiFi","40.5733839999999","-73.978937","2019-05-30T00:00:00.000"
"415","1394","Coney Island Beach & Boardwalk","Near","Brooklyn","BK21","Seagate-Coney Island","19","ALTICEUSA","GuestWiFi","40.5734279999999","-73.979853","2019-05-30T00:00:00.000"
"416","1395","Coney Island Beach & Boardwalk","Near","Brooklyn","BK21","Seagate-Coney Island","19","ALTICEUSA","GuestWiFi","40.57341","-73.980344","2019-05-30T00:00:00.000"
"417","1396","Coney Island Beach & Boardwalk","Near","Brooklyn","BK21","Seagate-Coney Island","19","ALTICEUSA","GuestWiFi","40.5732759999999","-73.979855","2019-05-30T00:00:00.000"
"418","1397","Coney Island Beach & Boardwalk","Near","Brooklyn","BK21","Seagate-Coney Island","19","ALTICEUSA","GuestWiFi","40.5732659999999","-73.980012","2019-05-30T00:00:00.000"
"419","1398","Coney Island Beach & Boardwalk","Near","Brooklyn","BK21","Seagate-Coney Island","19","ALTICEUSA","GuestWiFi","40.573253","-73.9801429999999","2019-05-30T00:00:00.000"
"420","1399","Coney Island Beach & Boardwalk","Near","Brooklyn","BK21","Seagate-Coney Island","19","ALTICEUSA","GuestWiFi","40.573227","-73.980356","2019-05-30T00:00:00.000"
"421","1406","Crotona Park","Near","Bronx","BX35","Morrisania-Melrose","16","ALTICEUSA","GuestWiFi","40.8344799999999","-73.8975819999999","2019-05-30T00:00:00.000"
"422","1407","Crotona Park","Near","Bronx","BX35","Morrisania-Melrose","16","ALTICEUSA","GuestWiFi","40.834623","-73.898171","2019-05-30T00:00:00.000"
"423","1418","Crotona Park","Near","Bronx","BX17","East Tremont","16","ALTICEUSA","GuestWiFi","40.8397089999999","-73.8874639999999","2019-05-30T00:00:00.000"
"424","1419","Crotona Park","Near","Bronx","BX99","park-cemetery-etc-Bronx","16","ALTICEUSA","GuestWiFi","40.8397099999999","-73.8877569999999","2019-05-30T00:00:00.000"
"425","1423","Crotona Park","Near","Bronx","BX01","Claremont-Bathgate","16","ALTICEUSA","GuestWiFi","40.8406639999999","-73.8983719999999","2019-05-30T00:00:00.000"
"426","1590","Crotona Park","Near","Bronx","BX17","East Tremont","16","ALTICEUSA","GuestWiFi","40.8407059999999","-73.8913979999999","2019-05-30T00:00:00.000"
"427","1592","Crotona Park","Near","Bronx","BX17","East Tremont","16","ALTICEUSA","GuestWiFi","40.8412","-73.8919","2019-05-30T00:00:00.000"
"428","1593","Crotona Park","Near","Bronx","BX17","East Tremont","16","ALTICEUSA","GuestWiFi","40.8416259999999","-73.8929609999999","2019-05-30T00:00:00.000"
"429","1594","Crotona Park","Near","Bronx","BX99","park-cemetery-etc-Bronx","16","ALTICEUSA","GuestWiFi","40.8416929999999","-73.894399","2019-05-30T00:00:00.000"
"430","1595","Crotona Park","Near","Bronx","BX99","park-cemetery-etc-Bronx","16","ALTICEUSA","GuestWiFi","40.8418199999999","-73.894281","2019-05-30T00:00:00.000"
"431","1596","Crotona Park","Near","Bronx","BX28","Van Cortlandt Village","16","ALTICEUSA","GuestWiFi","40.8814769999999","-73.897951","2019-05-30T00:00:00.000"
"432","2107","Crotona Park","Near","Bronx","BX99","park-cemetery-etc-Bronx","16","ALTICEUSA","GuestWiFi","40.842046","-73.8940939999999","2019-05-30T00:00:00.000"
"433","2078","Cunningham Park","Near","Queens","QN41","Fresh Meadows-Utopia","3","SPECTRUM","GuestWiFi","40.730423","-73.777129","2019-05-30T00:00:00.000"
"434","808","Cunningham Park","Near","Queens","QN41","Fresh Meadows-Utopia","3","SPECTRUM","GuestWiFi","40.7312099999999","-73.774084","2019-05-30T00:00:00.000"
"435","809","Cunningham Park","Near","Queens","QN41","Fresh Meadows-Utopia","3","SPECTRUM","GuestWiFi","40.730544","-73.776718","2019-05-30T00:00:00.000"
"436","812","Cunningham Park","Near","Queens","QN99","park-cemetery-etc-Queens","3","SPECTRUM","GuestWiFi","40.7268109999999","-73.775861","2019-05-30T00:00:00.000"
"437","814","Dante Park","Near","Manhattan","MN14","Lincoln Square","1","SPECTRUM","GuestWiFi","40.772005","-73.9823839999999","2019-05-30T00:00:00.000"
"438","816","Elmhurst Park","Near","Queens","QN29","Elmhurst","3","SPECTRUM","GuestWiFi","40.730822","-73.8844789999999","2019-05-30T00:00:00.000"
"439","817","Elmhurst Park","Near","Queens","QN29","Elmhurst","3","SPECTRUM","GuestWiFi","40.7304889999999","-73.8842","2019-05-30T00:00:00.000"
"440","818","Elmhurst Park","Near","Queens","QN29","Elmhurst","3","SPECTRUM","GuestWiFi","40.728838","-73.883751","2019-05-30T00:00:00.000"
"441","1597","Ferry Point Park","Near","Bronx","BX09","Soundview-Castle Hill-Clason Point-Harding Park","2","ALTICEUSA","GuestWiFi","40.816436","-73.8382919999999","2019-05-30T00:00:00.000"
"442","1598","Ferry Point Park","Near","Bronx","BX52","Schuylerville-Throgs Neck-Edgewater Park","2","ALTICEUSA","GuestWiFi","40.8215989999999","-73.826654","2019-05-30T00:00:00.000"
"443","1599","Ferry Point Park","Near","Bronx","BX52","Schuylerville-Throgs Neck-Edgewater Park","2","ALTICEUSA","GuestWiFi","40.8210679999999","-73.82621","2019-05-30T00:00:00.000"
"444","1600","Ferry Point Park","Near","Bronx","BX52","Schuylerville-Throgs Neck-Edgewater Park","2","ALTICEUSA","GuestWiFi","40.820619","-73.825839","2019-05-30T00:00:00.000"
"445","1601","Ferry Point Park","Near","Bronx","BX52","Schuylerville-Throgs Neck-Edgewater Park","2","ALTICEUSA","GuestWiFi","40.818063","-73.8238699999999","2019-05-30T00:00:00.000"
"446","1602","Ferry Point Park","Near","Bronx","BX52","Schuylerville-Throgs Neck-Edgewater Park","2","ALTICEUSA","GuestWiFi","40.8177319999999","-73.8236799999999","2019-05-30T00:00:00.000"
"447","1603","Ferry Point Park","Near","Bronx","BX09","Soundview-Castle Hill-Clason Point-Harding Park","2","ALTICEUSA","GuestWiFi","40.816356999999996","-73.837449","2019-05-30T00:00:00.000"
"448","1606","Ferry Point Park","Near","Bronx","BX52","Schuylerville-Throgs Neck-Edgewater Park","2","ALTICEUSA","GuestWiFi","40.818752","-73.82456","2019-05-30T00:00:00.000"
"449","1607","Fox Playground","Near","Bronx","BX33","Longwood","1","ALTICEUSA","GuestWiFi","40.8146899999999","-73.8985019999999","2019-05-30T00:00:00.000"
"450","819","Gertrude Ederle Recreation Center","Near","Manhattan","MN14","Lincoln Square","6","SPECTRUM","GuestWiFi","40.771442","-73.9881089999999","2019-05-30T00:00:00.000"
"451","820","Gertrude Ederle Recreation Center","Near","Manhattan","MN14","Lincoln Square","6","SPECTRUM","GuestWiFi","40.771442","-73.9881089999999","2019-05-30T00:00:00.000"
"452","821","Gertrude Ederle Recreation Center","Near","Manhattan","MN14","Lincoln Square","6","SPECTRUM","GuestWiFi","40.771442","-73.9881089999999","2019-05-30T00:00:00.000"
"453","822","Gertrude Ederle Recreation Center","Near","Manhattan","MN14","Lincoln Square","6","SPECTRUM","GuestWiFi","40.771442","-73.9881089999999","2019-05-30T00:00:00.000"
"454","823","Gertrude Ederle Recreation Center","Near","Manhattan","MN14","Lincoln Square","6","SPECTRUM","GuestWiFi","40.771442","-73.9881089999999","2019-05-30T00:00:00.000"
"455","824","Gertrude Ederle Recreation Center","Near","Manhattan","MN14","Lincoln Square","6","SPECTRUM","GuestWiFi","40.771442","-73.9881089999999","2019-05-30T00:00:00.000"
"456","9425","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.69039","-74.0199599999999","2019-05-30T00:00:00.000"
"457","9426","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.69013","-74.0193399999999","2019-05-30T00:00:00.000"
"458","9427","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.69071","-74.01957","2019-05-30T00:00:00.000"
"459","9428","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.69026","-74.0191499999999","2019-05-30T00:00:00.000"
"460","9429","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.68919","-74.0182599999999","2019-05-30T00:00:00.000"
"461","9430","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.6893299999999","-74.01805","2019-05-30T00:00:00.000"
"462","9431","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.6885499999999","-74.0181199999999","2019-05-30T00:00:00.000"
"463","9432","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.68816","-74.0180399999999","2019-05-30T00:00:00.000"
"464","9439","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.6927499999999","-74.0161999999999","2019-05-30T00:00:00.000"
"465","9440","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.69272","-74.01578","2019-05-30T00:00:00.000"
"466","9441","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.6887299999999","-74.01733","2019-05-30T00:00:00.000"
"467","9442","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.6925299999999","-74.0145399999999","2019-05-30T00:00:00.000"
"468","9443","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.6902299999999","-74.01465","2019-05-30T00:00:00.000"
"469","9444","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.69017","-74.0144399999999","2019-05-30T00:00:00.000"
"470","9445","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.68959","-74.0134","2019-05-30T00:00:00.000"
"471","9446","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.68934","-74.0146699999999","2019-05-30T00:00:00.000"
"472","9447","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.6885699999999","-74.0147","2019-05-30T00:00:00.000"
"473","9448","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.69274","-74.0147699999999","2019-05-30T00:00:00.000"
"474","9449","Governors Island","Near","Manhattan","MN99","Governors Island","30","Fiberless","Governors Island","40.6886","-74.0145499999999","2019-05-30T00:00:00.000"
