"site","location","sample_date","analysis_date_tthm_g_l_a","result_tthm_g_l_a","lraa_tthm_g_l_a","oel_tthm_g_l_a","analysis_date_haa5_g_l_b","result_haa5_g_l_b","lraa_haa5_g_l_b","oel_haa5_g_l_b"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2019-11-06T00:00:00.000","2019-11-06T18:40:00.000","50","48","54","2019-11-07T00:00:00.000","36","43","41"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2019-11-06T00:00:00.000","2019-11-08T16:49:00.000","41","44","46","2019-11-08T00:00:00.000","27","35","32"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2019-11-06T00:00:00.000","2019-11-06T19:20:00.000","42","39","44","2019-11-08T00:00:00.000","31","38","37"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2019-11-06T00:00:00.000","2019-11-06T18:20:00.000","40","38","43","2019-11-08T00:00:00.000","35","39","40"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2019-11-06T00:00:00.000","2019-11-08T16:29:00.000","47","46","51","2019-11-08T00:00:00.000","28","36","33"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2019-11-06T00:00:00.000","2019-11-08T16:10:00.000","40","44","47","2019-11-08T00:00:00.000","28","36","32"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2019-11-06T00:00:00.000","2019-11-08T15:30:00.000","48","47","52","2019-11-07T00:00:00.000","27","35","31"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2019-11-06T00:00:00.000","2019-11-06T20:19:00.000","39","41","43","2019-11-09T00:00:00.000","32","39","36"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2019-11-06T00:00:00.000","2019-11-12T12:06:00.000","40","39","43","2019-11-07T00:00:00.000","29","37","34"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2019-11-06T00:00:00.000","2019-11-08T14:11:00.000","33","34","37","2019-11-09T00:00:00.000","32","37","36"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2019-08-06T00:00:00.000","2019-08-06T21:57:00.000","77","44","55","2019-08-10T00:00:00.000","38","46","43"
"77650","SS - OPP 110-52 E/S 207th St","2019-08-06T00:00:00.000","2019-08-06T20:21:00.000","49","35","38","2019-08-09T00:00:00.000","39","40","40"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2019-08-06T00:00:00.000","2019-08-06T18:06:00.000","62","46","48","2019-08-08T00:00:00.000","41","41","43"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2019-08-06T00:00:00.000","2019-08-07T19:23:00.000","58","41","44","2019-08-10T00:00:00.000","36","44","40"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2019-08-06T00:00:00.000","2019-08-06T17:47:00.000","63","41","47","2019-08-08T00:00:00.000","33","39","37"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2019-08-06T00:00:00.000","2019-08-06T17:27:00.000","58","40","44","2019-08-07T00:00:00.000","37","38","37"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2019-08-06T00:00:00.000","2019-08-06T22:55:00.000","48","35","37","2019-08-10T00:00:00.000","43","45","42"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2019-08-06T00:00:00.000","2019-08-06T19:42:00.000","60","38","43","2019-08-09T00:00:00.000","38","42","40"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2019-08-06T00:00:00.000","2019-08-06T23:14:00.000","72","50","55","2019-08-14T00:00:00.000","38","43","40"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2019-08-06T00:00:00.000","2019-08-06T22:17:00.000","70","44","54","2019-08-10T00:00:00.000","33","45","42"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2019-08-06T00:00:00.000","2019-08-07T19:03:00.000","54","45","47","2019-08-09T00:00:00.000","30","41","35"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2019-08-06T00:00:00.000","2019-08-06T21:38:00.000","61","39","43","2019-08-14T00:00:00.000","38","44","39"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2019-08-06T00:00:00.000","2019-08-06T21:19:00.000","62","38","43","2019-08-10T00:00:00.000","40","46","41"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2019-08-06T00:00:00.000","2019-08-07T18:44:00.000","66","46","51","2019-08-09T00:00:00.000","27","41","35"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2019-08-06T00:00:00.000","2019-08-07T18:25:00.000","76","45","53","2019-08-09T00:00:00.000","30","43","37"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2019-08-06T00:00:00.000","2019-08-06T19:23:00.000","73","49","54","2019-08-09T00:00:00.000","25","40","34"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2019-08-06T00:00:00.000","2019-08-06T22:36:00.000","63","43","47","2019-08-10T00:00:00.000","35","45","40"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2019-08-06T00:00:00.000","2019-08-06T21:00:00.000","60","39","44","2019-08-10T00:00:00.000","33","41","38"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2019-08-06T00:00:00.000","2019-08-06T16:10:00.000","49","34","38","2019-08-09T00:00:00.000","39","41","39"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2019-08-06T00:00:00.000","2019-08-06T18:25:00.000","57","39","46","2019-08-09T00:00:00.000","31","39","38"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2019-05-07T00:00:00.000","2019-05-07T22:06:00.000","42","39","35","2019-05-10T00:00:00.000","47","40","43"
"77650","SS - OPP 110-52 E/S 207th St","2019-05-07T00:00:00.000","2019-05-08T15:48:00.000","28","34","30","2019-05-11T00:00:00.000","41","39","40"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2019-05-07T00:00:00.000","2019-05-08T18:57:00.000","34","42","39","2019-05-09T00:00:00.000","39","41","41"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2019-05-07T00:00:00.000","2019-05-08T17:33:00.000","31","35","34","2019-05-10T00:00:00.000","41","47","45"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2019-05-07T00:00:00.000","2019-05-08T18:36:00.000","34","35","34","2019-05-09T00:00:00.000","38","42","41"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2019-05-07T00:00:00.000","2019-05-08T18:15:00.000","32","38","33","2019-05-09T00:00:00.000","32","38","37"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2019-05-07T00:00:00.000","2019-05-08T17:12:00.000","25","32","29","2019-05-10T00:00:00.000","44","46","45"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2019-05-07T00:00:00.000","2019-05-08T14:19:00.000","31","34","31","2019-05-11T00:00:00.000","44","43","44"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2019-05-07T00:00:00.000","2019-05-08T13:55:00.000","42","46","42","2019-05-10T00:00:00.000","41","44","44"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2019-05-07T00:00:00.000","2019-05-08T21:02:00.000","44","35","38","2019-05-11T00:00:00.000","57","47","51"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2019-05-07T00:00:00.000","2019-05-08T20:41:00.000","40","35","35","2019-05-11T00:00:00.000","53","47","50"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2019-05-07T00:00:00.000","2019-05-07T20:44:00.000","47","43","44","2019-05-09T00:00:00.000","42","41","44"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2019-05-07T00:00:00.000","2019-05-08T20:20:00.000","31","33","32","2019-05-11T00:00:00.000","48","45","47"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2019-05-07T00:00:00.000","2019-05-08T20:00:00.000","31","33","30","2019-05-11T00:00:00.000","50","46","49"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2019-05-07T00:00:00.000","2019-05-07T21:04:00.000","43","42","40","2019-05-09T00:00:00.000","49","43","46"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2019-05-07T00:00:00.000","2019-05-07T21:25:00.000","30","40","33","2019-05-09T00:00:00.000","42","45","46"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2019-05-07T00:00:00.000","2019-05-07T20:23:00.000","39","43","41","2019-05-09T00:00:00.000","46","41","45"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2019-05-07T00:00:00.000","2019-05-08T16:51:00.000","32","42","35","2019-05-10T00:00:00.000","46","47","48"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2019-05-07T00:00:00.000","2019-05-08T16:09:00.000","32","37","32","2019-05-11T00:00:00.000","43","41","44"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2019-05-07T00:00:00.000","2019-05-07T20:03:00.000","32","33","30","2019-05-10T00:00:00.000","42","40","41"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2019-02-05T00:00:00.000","2019-02-07T11:40:00.000","30","44","41","2019-02-08T00:00:00.000","43","50","46"
"77650","SS - OPP 110-52 E/S 207th St","2019-02-05T00:00:00.000","2019-02-06T16:19:00.000","26","35","33","2019-02-07T00:00:00.000","41","41","39"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2019-02-05T00:00:00.000","2019-02-06T18:58:00.000","34","44","42","2019-02-07T00:00:00.000","49","43","44"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2019-02-05T00:00:00.000","2019-02-07T14:16:00.000","30","37","35","2019-02-08T00:00:00.000","46","50","48"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2019-02-05T00:00:00.000","2019-02-06T18:38:00.000","27","36","34","2019-02-07T00:00:00.000","43","45","43"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2019-02-05T00:00:00.000","2019-02-06T18:18:00.000","28","43","37","2019-02-07T00:00:00.000","41","39","40"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2019-02-05T00:00:00.000","2019-02-07T11:59:00.000","25","34","32","2019-02-08T00:00:00.000","39","47","44"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2019-02-05T00:00:00.000","2019-02-06T16:00:00.000","22","34","32","2019-02-07T00:00:00.000","40","43","42"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2019-02-05T00:00:00.000","2019-02-07T14:36:00.000","33","50","44","2019-02-08T00:00:00.000","43","50","45"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2019-02-05T00:00:00.000","2019-02-06T17:58:00.000","30","32","32","2019-02-08T00:00:00.000","46","43","44"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2019-02-05T00:00:00.000","2019-02-06T13:28:00.000","22","32","30","2019-02-12T00:00:00.000","35","41","38"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2019-02-05T00:00:00.000","2019-02-06T19:18:00.000","28","39","35","2019-02-08T00:00:00.000","42","42","39"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2019-02-05T00:00:00.000","2019-02-06T17:38:00.000","25","37","31","2019-02-08T00:00:00.000","43","49","44"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2019-02-05T00:00:00.000","2019-02-06T13:09:00.000","33","44","39","2019-02-11T00:00:00.000","39","47","41"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2019-02-05T00:00:00.000","2019-02-06T17:18:00.000","20","39","31","2019-02-07T00:00:00.000","33","48","41"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2019-02-05T00:00:00.000","2019-02-06T16:39:00.000","18","37","29","2019-02-07T00:00:00.000","32","48","42"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2019-02-05T00:00:00.000","2019-02-06T12:49:00.000","27","43","38","2019-02-09T00:00:00.000","38","45","40"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2019-02-05T00:00:00.000","2019-02-06T12:29:00.000","31","46","41","2019-02-09T00:00:00.000","45","51","46"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2019-02-05T00:00:00.000","2019-02-06T12:10:00.000","29","47","41","2019-02-09T00:00:00.000","41","46","40"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2019-02-05T00:00:00.000","2019-02-06T20:18:00.000","24","40","35","2019-02-08T00:00:00.000","42","45","41"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2018-11-07T00:00:00.000","2018-11-08T15:43:00.000","40","32","38","2018-11-08T00:00:00.000","53","45","50"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2018-11-07T00:00:00.000","2018-11-08T12:22:00.000","41","34","39","2018-11-10T00:00:00.000","43","43","45"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2018-11-07T00:00:00.000","2018-11-08T16:02:00.000","43","34","40","2018-11-09T00:00:00.000","53","46","51"
"77650","SS - OPP 110-52 E/S 207th St","2018-11-07T00:00:00.000","2018-11-08T13:07:00.000","38","32","38","2018-11-09T00:00:00.000","38","38","40"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2018-11-07T00:00:00.000","2018-11-08T12:48:00.000","47","41","48","2018-11-10T00:00:00.000","49","45","48"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2018-11-07T00:00:00.000","2018-11-08T16:00:00.000","44","39","45","2018-11-09T00:00:00.000","58","49","55"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2018-11-07T00:00:00.000","2018-11-07T19:57:00.000","51","48","55","2018-11-08T00:00:00.000","51","49","52"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2018-11-07T00:00:00.000","2018-11-07T20:17:00.000","40","33","39","2018-11-09T00:00:00.000","47","40","45"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2018-11-07T00:00:00.000","2018-11-08T11:30:00.000","56","45","54","2018-11-09T00:00:00.000","48","44","48"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2018-11-07T00:00:00.000","2018-11-07T20:56:00.000","27","36","39","2018-11-09T00:00:00.000","37","39","41"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2018-11-07T00:00:00.000","2018-11-08T12:03:00.000","41","41","46","2018-11-09T00:00:00.000","41","38","39"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2018-11-07T00:00:00.000","2018-11-08T16:19:00.000","41","38","43","2018-11-09T00:00:00.000","62","49","56"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2018-11-07T00:00:00.000","2018-11-08T11:49:00.000","42","42","48","2018-11-09T00:00:00.000","54","47","53"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2018-11-07T00:00:00.000","2018-11-08T13:37:00.000","52","41","49","2018-11-10T00:00:00.000","35","40","40"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2018-11-07T00:00:00.000","2018-11-07T18:58:00.000","34","30","35","2018-11-08T00:00:00.000","46","38","43"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2018-11-07T00:00:00.000","2018-11-08T15:21:00.000","32","29","33","2018-11-09T00:00:00.000","44","39","43"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2018-11-07T00:00:00.000","2018-11-09T11:08:00.000","45","42","48","2018-11-08T00:00:00.000","57","48","53"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2018-11-07T00:00:00.000","2018-11-08T15:41:00.000","33","35","39","2018-11-09T00:00:00.000","49","46","51"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2018-11-07T00:00:00.000","2018-11-08T12:28:00.000","40","38","44","2018-11-10T00:00:00.000","46","43","46"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2018-11-07T00:00:00.000","2018-11-08T12:09:00.000","47","41","48","2018-11-09T00:00:00.000","52","46","51"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2018-08-07T00:00:00.000","2018-08-07T00:00:00.000","49","41","42","2018-08-14T20:04:54.000","35","41","42"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2018-08-07T00:00:00.000","2018-08-07T00:00:00.000","58","37","43","2018-08-09T03:47:09.000","35","38","38"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2018-08-07T00:00:00.000","2018-08-08T00:00:00.000","51","43","43","2018-08-16T00:12:13.000","36","35","36"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2018-08-07T00:00:00.000","2018-08-08T00:00:00.000","38","33","33","2018-08-15T22:07:13.000","48","44","45"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2018-08-07T00:00:00.000","2018-08-07T00:00:00.000","57","47","49","2018-08-16T00:53:50.000","41","46","47"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2018-08-07T00:00:00.000","2018-08-08T00:00:00.000","35","28","29","2018-08-16T02:17:17.000","41","36","38"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2018-08-07T00:00:00.000","2018-08-08T00:00:00.000","46","41","40","2018-08-15T18:39:04.000","42","40","41"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2018-08-07T00:00:00.000","2018-08-07T00:00:00.000","43","31","34","2018-08-15T23:30:33.000","40","37","38"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2018-08-07T00:00:00.000","2018-08-08T00:00:00.000","39","30","32","2018-08-15T21:25:36.000","46","41","43"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2018-08-07T00:00:00.000","2018-08-08T00:00:00.000","40","33","34","2018-08-16T01:35:25.000","44","42","43"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2018-08-07T00:00:00.000","2018-08-07T00:00:00.000","44","41","40","2018-08-14T22:09:30.000","32","41","41"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2018-08-07T00:00:00.000","2018-08-07T00:00:00.000","41","38","38","2018-08-14T20:46:25.000","40","43","44"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2018-08-07T00:00:00.000","2018-08-07T00:00:00.000","39","39","37","2018-08-14T21:27:56.000","39","44","44"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2018-08-07T00:00:00.000","2018-08-07T00:00:00.000","49","43","43","2018-08-14T18:41:38.000","29","39","40"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2018-08-07T00:00:00.000","2018-08-07T00:00:00.000","59","43","47","2018-08-14T19:23:17.000","38","43","43"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2018-08-07T00:00:00.000","2018-08-07T00:00:00.000","42","29","32","2018-08-14T15:13:34.000","37","35","36"
"77650","SS - OPP 110-52 E/S 207th St","2018-08-07T00:00:00.000","2018-08-07T00:00:00.000","42","31","33","2018-08-15T20:43:59.000","37","37","37"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2018-08-07T00:00:00.000","2018-08-07T00:00:00.000","60","40","46","2018-08-14T18:00:01.000","41","45","44"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2018-08-07T00:00:00.000","2018-08-08T00:00:00.000","43","36","38","2018-08-14T22:51:05.000","41","43","44"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2018-08-07T00:00:00.000","2018-08-07T00:00:00.000","54","38","42","2018-08-14T17:18:26.000","34","40","40"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2018-05-01T00:00:00.000","2018-05-01T19:45:00.000","49","38","38","2018-05-04T05:16:07.000","63","47","48"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2018-05-01T00:00:00.000","2018-05-01T18:08:00.000","51","43","43","2018-05-05T04:18:03.000","38","36","35"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2018-05-01T00:00:00.000","2018-05-01T23:26:00.000","48","41","40","2018-05-04T03:08:56.000","59","45","47"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2018-05-01T00:00:00.000","2018-05-01T18:32:00.000","33","30","29","2018-05-05T03:35:55.000","49","40","42"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2018-05-01T00:00:00.000","2018-05-01T21:24:00.000","60","47","48","2018-05-05T02:11:44.000","65","47","52"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2018-05-01T00:00:00.000","2018-05-01T23:51:00.000","42","35","35","2018-05-03T23:37:04.000","56","42","46"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2018-05-01T00:00:00.000","2018-05-01T19:20:00.000","38","35","34","2018-05-05T05:42:00.000","51","44","45"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2018-05-01T00:00:00.000","2018-05-02T00:16:00.000","54","43","43","2018-05-04T03:51:16.000","63","47","50"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2018-05-01T00:00:00.000","2018-05-02T17:06:00.000","43","29","33","2018-05-03T05:35:53.000","55","37","43"
"77650","SS - OPP 110-52 E/S 207th St","2018-05-01T00:00:00.000","2018-05-01T21:48:00.000","33","31","29","2018-05-05T07:06:06.000","47","36","39"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2018-05-01T00:00:00.000","2018-05-01T17:46:00.000","44","41","41","2018-05-05T06:24:00.000","47","41","41"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2018-05-01T00:00:00.000","2018-05-01T20:59:00.000","29","27","26","2018-05-03T21:29:38.000","44","34","36"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2018-05-01T00:00:00.000","2018-05-01T20:34:00.000","31","33","27","2018-05-04T23:22:33.000","42","40","36"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2018-05-01T00:00:00.000","2018-05-02T12:11:00.000","51","42","41","2018-05-04T01:44:20.000","65","44","50"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2018-05-01T00:00:00.000","2018-05-01T22:12:00.000","32","33","28","2018-05-05T02:53:56.000","44","36","38"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2018-05-01T00:00:00.000","2018-05-02T11:20:00.000","48","41","41","2018-05-04T02:26:41.000","57","42","47"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2018-05-01T00:00:00.000","2018-05-01T15:36:00.000","36","35","32","2018-05-05T04:59:55.000","49","42","43"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2018-05-01T00:00:00.000","2018-05-01T18:56:00.000","42","37","35","2018-05-04T00:19:27.000","58","46","49"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2018-05-01T00:00:00.000","2018-05-02T14:10:00.000","52","41","43","2018-05-04T04:33:48.000","66","41","50"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2018-05-01T00:00:00.000","2018-05-02T13:38:00.000","54","43","44","2018-05-04T01:01:57.000","65","39","48"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2018-02-06T00:00:00.000","2018-02-06T17:10:00.000","16","27","26","2018-02-10T00:19:08.000","30","38","35"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2018-02-06T00:00:00.000","2018-02-07T15:10:00.000","18","38","34","2018-02-09T02:23:37.000","36","45","40"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2018-02-06T00:00:00.000","2018-02-06T22:19:00.000","21","33","31","2018-02-10T01:44:56.000","34","42","38"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2018-02-06T00:00:00.000","2018-02-06T20:37:00.000","17","32","29","2018-02-09T23:36:20.000","28","36","32"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2018-02-06T00:00:00.000","2018-02-06T15:49:00.000","19","31","30","2018-02-10T02:27:56.000","33","42","39"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2018-02-06T00:00:00.000","2018-02-06T20:16:00.000","16","34","30","2018-02-09T03:48:27.000","32","43","39"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2018-02-06T00:00:00.000","2018-02-06T17:31:00.000","20","38","32","2018-02-08T22:51:03.000","37","43","41"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2018-02-06T00:00:00.000","2018-02-07T14:50:00.000","17","33","29","2018-02-08T22:08:30.000","34","38","37"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2018-02-06T00:00:00.000","2018-02-06T19:55:00.000","13","29","23","2018-02-08T20:00:43.000","26","32","29"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2018-02-06T00:00:00.000","2018-02-06T20:57:00.000","21","37","36","2018-02-10T01:02:02.000","35","37","35"
