"title_description","o_c_or_prom","list_title_code","exam_no","list_agency_code","agency_desc","list_div_code","list_est_date","aac_cnt","aol_cnt","dce_cnt","dea_cnt","dlx_cnt","fra_cnt","frh_cnt","fri_cnt","frm_cnt","frp_cnt","ftr_cnt","nfp_cnt","nle_cnt","ova_cnt","rli_cnt","tin_cnt","unf_cnt","appt_cnt","cns_cnt","cns_restored_cnt","elig_restored_cnt"
"TOWER OPERATOR","Promotional","91223","5715","998","N.Y.C. TRANSIT AUTHORITY",,"2016-10-05T00:00:00.000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",,,,
"TOWER OPERATOR","Promotional","91223","6715","998","N.Y.C. TRANSIT AUTHORITY",,"2018-03-14T00:00:00.000","0","0","0","14","0","0","0","0","4","0","11","0","31","0","0","0","0","44","28","1","5"
"TOWER OPERATOR","Promotional","91223","8729","998","N.Y.C. TRANSIT AUTHORITY",,"2019-10-02T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","7","1","0","0"
"TRACK EQUIPMENT MAINTAINER","Open Competitive","91801","7611","000",,,"2018-10-31T00:00:00.000","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","1"
"TRAFFIC DEVICE MAINTAINER","Open Competitive","90910","8068","000",,,"2019-06-26T00:00:00.000","0","0","0","1","0","1","0","0","0","0","27","0","0","0","0","0","0","39","3","0","1"
"TRAFFIC DEVICE MAINTAINER","Promotional","90910","8549","841","DEPARTMENT OF TRANSPORTATION",,"2019-02-13T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","2331","000",,,"2012-11-02T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","5313","000",,,"2015-06-10T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","5319","000",,,"2015-10-28T00:00:00.000","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","5323","000",,,"2015-10-29T00:00:00.000","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","6"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","5328","000",,,"2016-01-06T00:00:00.000","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","4"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","6303","000",,,"2016-06-15T00:00:00.000","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","0","2"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","6307","000",,,"2016-06-16T00:00:00.000","0","0","0","2","0","0","0","2","0","1","3","0","0","0","0","0","0","1","0","0","6"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","6313","000",,,"2016-09-21T00:00:00.000","0","0","0","3","0","0","0","1","1","0","2","2","0","0","0","0","0","1","0","0","5"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","6319","000",,,"2016-10-19T00:00:00.000","0","0","0","7","0","0","0","2","1","1","4","1","0","0","0","0","0","0","0","0","9"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","6324","000",,,"2016-10-20T00:00:00.000","0","0","0","4","0","0","0","3","1","0","3","1","0","0","0","0","0","3","1","0","5"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","6329","000",,,"2016-10-21T00:00:00.000","0","0","0","4","0","0","0","2","3","1","3","0","0","0","0","0","0","3","0","0","8"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","7303","000",,,"2017-03-08T00:00:00.000","0","0","0","4","0","0","0","5","1","0","7","0","0","0","0","0","0","2","0","0","8"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","7305","000",,,"2017-03-09T00:00:00.000","0","0","0","3","0","0","0","0","1","3","3","2","0","0","0","0","0","1","0","0","2"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","7307","000",,,"2017-04-05T00:00:00.000","0","0","0","4","0","0","0","1","1","1","2","0","0","0","0","0","0","2","0","0","5"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","7311","000",,,"2017-08-02T00:00:00.000","0","0","0","7","0","0","0","4","0","0","3","0","0","0","0","0","0","4","1","0","2"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","7313","000",,,"2017-12-20T00:00:00.000","0","0","0","5","0","0","0","4","2","0","0","2","0","0","0","0","0","1","1","0","3"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","7315","000",,,"2018-03-07T00:00:00.000","0","0","0","60","0","0","0","28","7","1","3","0","0","0","0","0","0","15","1","0","14"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","8306","000",,,"2018-04-25T00:00:00.000","0","0","0","57","0","0","0","52","1","4","16","4","0","0","0","0","0","38","7","0","22"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","8316","000",,,"2018-06-13T00:00:00.000","0","0","0","149","0","0","0","117","34","4","274","23","0","0","0","0","0","134","6","0","19"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","8324","000",,,"2018-08-29T00:00:00.000","0","0","0","82","0","0","0","54","14","3","275","2","0","0","0","0","0","84","6","0","7"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","8333","000",,,"2019-02-27T00:00:00.000","0","0","0","54","0","0","0","40","11","2","347","4","0","0","0","0","0","68","1","0","19"
"TRAFFIC ENFORCEMENT AGENT","Open Competitive","71651","8336","000",,,"2019-02-28T00:00:00.000","0","0","0","37","0","0","0","32","7","3","244","13","0","0","0","0","0","36","1","0","1"
"TRAIN OPERATOR","Promotional","91211","6704","998","N.Y.C. TRANSIT AUTHORITY",,"2017-06-21T00:00:00.000","0","1","0","11","0","0","0","0","4","0","5","0","6","0","0","0","0","18","18","0","14"
"TRAIN OPERATOR","Open Competitive","91211","7604","000",,,"2018-09-19T00:00:00.000","0","4","0","134","0","1","0","0","134","0","489","0","0","0","0","0","0","236","47","0","69"
"TRAIN SERVICE SUPERVISOR","Promotional","91231","6700","998","N.Y.C. TRANSIT AUTHORITY",,"2017-04-05T00:00:00.000","0","0","0","6","0","0","0","0","0","0","3","0","3","0","0","0","0","19","6","0","0"
"TRANSIT ELECTRICAL HELPER","Open Competitive","91724","7609","000",,,"2018-12-05T00:00:00.000","0","0","0","19","0","0","0","0","50","0","243","0","0","0","0","0","0","175","12","0","18"
"TRANSIT ELECTRICAL HELPER","Open Competitive","91724","8606","000",,,"2019-05-22T00:00:00.000","0","0","0","16","0","0","0","0","11","0","187","0","0","0","0","0","0","104","13","0","8"
"TRANSIT ELECTRICAL HELPER","Open Competitive","91724","8611","000",,,"2019-05-23T00:00:00.000","0","0","0","15","0","0","0","0","55","0","267","0","0","0","0","0","0","149","7","0","29"
"TRANSIT MANAGEMENT ANALYST TRAINEE","Open Competitive","13116","7606","000",,,"2018-11-14T00:00:00.000","0","0","0","8","0","0","0","0","4","0","25","0","0","0","0","0","0","0","5","0","2"
"TRANSIT PROPERTY PROTECTION AGENT","Open Competitive","81007","2617","000",,,"2015-07-22T00:00:00.000","0","0","0","6","0","0","0","0","19","0","114","0","0","0","0","0","0","22","5","0","17"
"URBAN PARK RANGER","Open Competitive","60421","4019","000",,,"2015-07-22T00:00:00.000","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0",,,,
"URBAN PARK RANGER","Open Competitive","60421","7043","000",,,"2018-10-24T00:00:00.000","0","0","0","9","0","13","0","0","0","0","50","0","0","0","0","0","0","142","42","0","7"
"VENTILATION AND DRAINAGE MAINTAINER","Open Competitive","90843","7613","000",,,"2018-11-21T00:00:00.000","0","0","0","0","0","0","0","0","1","0","5","0","0","0","0","0","0","6","0","0","0"
"WATERSHED MAINTAINER","Open Competitive","91011","8032","000",,,"2018-11-28T00:00:00.000","0","0","0","3","0","0","0","0","0","0","30","0","0","0","0","0","0","64","4","0","8"
"47808","125","47683",,,,,,,,,,,,,,,,,,,,,,,,,,
"ACCOUNTANT","Open Competitive","40510","8050","000",,,"2019-07-03T00:00:00.000","0","0","0","10","0","0","0","0","0","0","79","0","0","0","0","0","0","30","0","0","14"
"ADMINISTRATIVE CITY PLANNER","Open Competitive","10053","8058","000",,,"2019-05-15T00:00:00.000","0","0","0","7","0","0","0","0","0","0","47","0","0","0","0","0","0","27","0","0","13"
"ADMINISTRATIVE CITY PLANNER","Promotional","10053","8538","030","DEPARTMENT OF CITY PLANNING",,"2018-12-26T00:00:00.000","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","5","3","0","0"
"ADMINISTRATIVE CITY PLANNER","Promotional","10053","8538","806","HOUSING PRESERVATION & DEVELOPMENT",,"2018-12-26T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0"
"ADMINISTRATIVE CITY PLANNER","Promotional","10053","8538","826","DEPARTMENT OF ENVIRONMENTAL PROTECTION",,"2018-12-26T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"ADMINISTRATIVE CITY PLANNER","Promotional","10053","8538","841","DEPARTMENT OF TRANSPORTATION",,"2018-12-26T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","2","1","0","0"
"ADMINISTRATIVE CITY PLANNER","Promotional","10053","8538","846","DEPARTMENT OF PARKS & RECREATION",,"2018-12-26T00:00:00.000","0","0","0","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"ADMINISTRATIVE CITY PLANNER","Promotional","10053","8538","868","DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES",,"2018-12-26T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST","Open Competitive","10022","7011","000",,,"2017-09-20T00:00:00.000","0","0","0","1","0","1","0","0","0","0","6","0","0","0","0","0","0","1","0","0","27"
"ADMINISTRATIVE CONTRACT SPECIALIST","Open Competitive","10095","8041","000",,,"2019-10-09T00:00:00.000","0","0","0","16","0","0","0","0","0","0","35","0","0","0","0","0","0","29","0","0","0"
"ADMINISTRATIVE CONTRACT SPECIALIST","Promotional","10095","8528","069","HRA/DEPARTMENT OF SOCIAL SERVICES",,"2018-12-26T00:00:00.000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ADMINISTRATIVE CONTRACT SPECIALIST","Promotional","10095","8528","261","DEPARTMENT OF YOUTH AND COMMUNITY DEVELOPMENT",,"2018-12-26T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0"
"ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES","Open Competitive","10056","7035","000",,,"2017-07-19T00:00:00.000","0","0","0","121","0","1","0","0","0","0","72","2","0","0","1","0","0","7","0","0","49"
"ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES","Promotional","10056","7535","067","ADMINISTRATION FOR CHILDREN'S SERVICES",,"2017-07-19T00:00:00.000","0","0","0","9","0","0","0","0","0","0","3","0","2","0","1","0","0","0","2","0","14"
"ADMINISTRATIVE EDUCATION ANALYST","Promotional","10031","8525","040","DEPARTMENT OF EDUCATION",,"2018-11-28T00:00:00.000","0","0","0","13","0","1","0","0","0","0","2","0","1","0","0","0","0","0","3","0","2"
"ADMINISTRATIVE EDUCATION OFFICER","Promotional","10062","9501","040","DEPARTMENT OF EDUCATION",,"2019-06-19T00:00:00.000","0","0","0","5","0","4","0","0","0","0","1","0","0","0","0","0","0","0","8","0","0"
"ADMINISTRATIVE ENGINEER","Open Competitive","10015","7012","000",,,"2017-12-27T00:00:00.000","0","27","0","3","0","1","0","0","0","0","39","0","0","0","0","0","0","5","0","0","23"
"ADMINISTRATIVE ENGINEER","Promotional","10015","7516","071","DEPARTMENT OF HOMELESS SERVICES",,"2017-12-27T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",,,,
"ADMINISTRATIVE ENGINEER","Promotional","10015","7516","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE",,"2017-12-27T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",,,,
"ADMINISTRATIVE ENGINEER","Promotional","10015","7516","850","DEPARTMENT OF DESIGN AND CONSTRUCTION",,"2017-12-27T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","2"
"ADMINISTRATIVE ENGINEER","Promotional","10015","7516","996","N.Y.C. HOUSING AUTHORITY",,"2017-12-27T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0"
"ADMINISTRATIVE ENGINEER","Promotional","10015","7516","998","N.Y.C. TRANSIT AUTHORITY",,"2017-12-27T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","1"
"ADMINISTRATIVE HOUSING DEVELOPMENT SPECIALIST","Open Competitive","83006","8061","000",,,"2019-03-13T00:00:00.000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0"
"ADMINISTRATIVE INVESTIGATOR","Promotional","10020","3505","069","HRA/DEPARTMENT OF SOCIAL SERVICES",,"2015-02-18T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2"
"ADMINISTRATIVE INVESTIGATOR","Promotional","10020","3505","996","N.Y.C. HOUSING AUTHORITY",,"2015-02-18T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,
"ADMINISTRATIVE MANAGER","Open Competitive","10025","5010","000",,,"2016-09-28T00:00:00.000","0","0","0","1","0","0","0","0","0","0","33","0","0","0","0","0","0","2","0","0","15"
"ADMINISTRATIVE MANAGER","Promotional","10025","5516","056","POLICE DEPARTMENT",,"2016-08-17T00:00:00.000","0","0","0","4","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","1"
"ADMINISTRATIVE MANAGER","Promotional","10025","5516","057","FIRE DEPARTMENT",,"2016-08-17T00:00:00.000","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2"
"ADMINISTRATIVE MANAGER","Promotional","10025","5516","069","HRA/DEPARTMENT OF SOCIAL SERVICES",,"2016-08-17T00:00:00.000","0","0","0","3","0","0","0","0","0","0","0","0","5","0","0","0","0","0","2","2","4"
"ADMINISTRATIVE MANAGER","Promotional","10025","5516","806","HOUSING PRESERVATION & DEVELOPMENT",,"2016-08-17T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",,,,
"ADMINISTRATIVE MANAGER","Promotional","10025","5516","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE",,"2016-08-17T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",,,,
"ADMINISTRATIVE MANAGER","Promotional","10025","5516","836","DEPARTMENT OF FINANCE",,"2016-08-17T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0"
"ADMINISTRATIVE MANAGER","Promotional","10025","5516","850","DEPARTMENT OF DESIGN AND CONSTRUCTION",,"2016-08-17T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",,,,
"ADMINISTRATIVE MANAGER","Promotional","10025","5516","996","N.Y.C. HOUSING AUTHORITY",,"2016-08-17T00:00:00.000","0","0","0","6","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0","0","7"
"ADMINISTRATIVE PARK AND RECREATION MANAGER","Promotional","10072","6523","846","DEPARTMENT OF PARKS & RECREATION",,"2017-07-12T00:00:00.000","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"ADMINISTRATIVE PROCUREMENT ANALYST","Open Competitive","82976","7041","000",,,"2018-12-26T00:00:00.000","0","23","0","7","0","4","0","0","0","0","127","0","0","0","0","0","0","14","0","0","40"
"ADMINISTRATIVE PROCUREMENT ANALYST","Promotional","82976","7541","040","DEPARTMENT OF EDUCATION",,"2018-09-26T00:00:00.000","0","0","0","4","0","2","0","0","0","0","1","0","8","0","0","0","0","0","4","0","2"
"ADMINISTRATIVE PROCUREMENT ANALYST","Promotional","82976","7541","056","POLICE DEPARTMENT",,"2018-09-26T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0",,,,
"ADMINISTRATIVE PROCUREMENT ANALYST","Promotional","82976","7541","069","HRA/DEPARTMENT OF SOCIAL SERVICES",,"2018-09-26T00:00:00.000","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0",,,,
"ADMINISTRATIVE PROCUREMENT ANALYST","Promotional","82976","7541","810","DEPARTMENT OF BUILDINGS",,"2018-09-26T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",,,,
"ADMINISTRATIVE PROCUREMENT ANALYST","Promotional","82976","7541","826","DEPARTMENT OF ENVIRONMENTAL PROTECTION",,"2018-09-26T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0"
"ADMINISTRATIVE PROCUREMENT ANALYST","Promotional","82976","7541","850","DEPARTMENT OF DESIGN AND CONSTRUCTION",,"2018-09-26T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0",,,,
"ADMINISTRATIVE PROCUREMENT ANALYST","Promotional","82976","7541","996","N.Y.C. HOUSING AUTHORITY",,"2018-09-26T00:00:00.000","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2"
"ADMINISTRATIVE PROJECT MANAGER","Promotional","83008","8529","072","DEPARTMENT OF CORRECTION",,"2019-05-08T00:00:00.000","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,
"ADMINISTRATIVE PROJECT MANAGER","Promotional","83008","8529","826","DEPARTMENT OF ENVIRONMENTAL PROTECTION",,"2019-05-08T00:00:00.000","0","0","0","6","0","1","0","0","0","0","0","0","1","0","0","0","0","1","4","0","0"
"ADMINISTRATIVE PROJECT MANAGER","Promotional","83008","8529","827","DEPARTMENT OF SANITATION",,"2019-05-08T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"ADMINISTRATIVE PROJECT MANAGER","Promotional","83008","8529","841","DEPARTMENT OF TRANSPORTATION",,"2019-05-08T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0"
"ADMINISTRATIVE PROJECT MANAGER","Promotional","83008","8529","846","DEPARTMENT OF PARKS & RECREATION",,"2019-05-08T00:00:00.000","0","0","0","18","0","0","0","0","0","0","5","0","3","0","0","0","0","0","0","0","2"
"ADMINISTRATIVE PROJECT MANAGER","Promotional","83008","8529","850","DEPARTMENT OF DESIGN AND CONSTRUCTION",,"2019-05-08T00:00:00.000","0","0","0","4","0","0","0","0","0","0","1","0","3","0","0","0","0","4","0","0","1"
"ADMINISTRATIVE PUBLIC INFORMATION SPECIALIST","Open Competitive","10033","8051","000",,,"2019-07-03T00:00:00.000","0","0","0","1","0","0","0","0","0","0","14","0","0","0","0","0","0","31","0","0","5"
"ADMINISTRATIVE QUALITY ASSURANCE SPECIALIST","Open Competitive","10080","8071","000",,,"2019-03-20T00:00:00.000","0","0","0","15","0","12","0","0","0","0","53","0","0","0","0","0","0","1","0","0","13"
"ADMINISTRATIVE QUALITY ASSURANCE SPECIALIST","Promotional","10080","8551","040","DEPARTMENT OF EDUCATION",,"2019-01-16T00:00:00.000","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1"
"ADMINISTRATIVE STAFF ANALYST","Open Competitive","10026","5011","000",,,"2016-09-28T00:00:00.000","0","0","0","22","0","2","0","0","0","0","75","3","0","0","0","0","0","4","0","0","55"
"AREA SUPERVISOR (HIGHWAY MAINTENANCE)","Promotional","91352","7542","841","DEPARTMENT OF TRANSPORTATION",,"2018-06-06T00:00:00.000","0","0","0","7","0","0","0","0","0","0","4","0","0","0","0","0","0","5","1","1","5"
"ASSISTANT CITY ASSESSOR","Open Competitive","40201","7024","000",,,"2018-06-20T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","27","2","0","2"
"ASSISTANT HOUSING MANAGER","Promotional","80205","3541","996","N.Y.C. HOUSING AUTHORITY",,"2014-05-14T00:00:00.000","0","0","0","0","0","0","0","0","0","0","17","0","21","0","0","0","0","33","2","2","10"
"ASSISTANT PLAN EXAMINER (BUILDINGS)","Open Competitive","22405","8052","000",,,"2019-08-14T00:00:00.000","0","0","0","15","0","1","0","0","0","0","31","0","0","0","0","0","0","124","7","0","9"
"ASSISTANT PUBLIC HEALTH ADVISER (COMMUNICABLE DISEASE CONTR)","Open Competitive","51190","6011","000",,,"2016-11-02T00:00:00.000","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","8"
"ASSISTANT RETIREMENT BENEFITS EXAMINER","Open Competitive","40491","1049","000",,,"2012-03-21T00:00:00.000","0","0","0","4","0","0","0","0","0","0","61","1","0","0","0","0","0","10","0","0","8"
"ASSISTANT TRAIN DISPATCHER","Promotional","91221","5710","998","N.Y.C. TRANSIT AUTHORITY",,"2017-02-01T00:00:00.000","0","0","0","14","0","0","0","0","0","0","5","0","1","0","0","0","0","20","13","1","6"
"ASSOCIATE CASHIER (TA)","Open Competitive","10609","2614","000",,,"2014-05-14T00:00:00.000","0","0","0","3","0","0","0","0","13","0","65","0","0","0","0","0","0","13","5","0","3"
"ASSOCIATE FRAUD INVESTIGATOR","Promotional","31118","6527","069","HRA/DEPARTMENT OF SOCIAL SERVICES",,"2017-05-17T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","9","2","2","1"
"ASSOCIATE FRAUD INVESTIGATOR","Promotional","31118","6527","071","DEPARTMENT OF HOMELESS SERVICES",,"2017-05-17T00:00:00.000","0","0","0","2","0","0","0","0","0","0","1","0","1","0","0","0","0","5","0","0","0"
"ASSOCIATE INSPECTOR (HOUSING)","Promotional","31675","7526","806","HOUSING PRESERVATION & DEVELOPMENT",,"2018-06-27T00:00:00.000","0","0","0","4","0","0","0","0","0","0","2","0","1","0","0","0","0","10","2","0","2"
"ASSOCIATE JOB OPPORTUNITY SPECIALIST","Promotional","52316","5522","069","HRA/DEPARTMENT OF SOCIAL SERVICES",,"2017-03-22T00:00:00.000","0","0","0","16","0","0","0","0","0","0","15","0","14","0","0","0","0","42","5","3","16"
"ASSOCIATE JUVENILE COUNSELOR","Promotional","52300","5523","067","ADMINISTRATION FOR CHILDREN'S SERVICES",,"2016-08-10T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2"
"ASSOCIATE PARK SERVICE WORKER","Open Competitive","81106","8049","000",,,"2019-04-17T00:00:00.000","0","3","0","38","0","2","0","0","0","0","71","5","0","0","0","0","0","15","7","1","4"
"ASSOCIATE PARK SERVICE WORKER","Promotional","81106","8501","846","DEPARTMENT OF PARKS & RECREATION",,"2018-08-22T00:00:00.000","0","0","0","4","0","1","0","0","0","0","32","0","0","0","0","0","0","21","3","0","6"
"ASSOCIATE PROJECT MANAGER","Open Competitive","22427","5013","000",,,"2016-10-05T00:00:00.000","0","0","0","1","0","0","0","0","0","0","11","0","0","0","0","0","0","1","0","0","7"
"ASSOCIATE PUBLIC INFORMATION SPECIALIST","Open Competitive","60816","4003","000",,,"2014-06-11T00:00:00.000","0","0","0","2","0","0","0","0","0","0","13","0","0","0","0","0","0","1","0","0","1"
"ASSOCIATE STAFF ANALYST","Open Competitive","12627","5014","000",,,"2016-08-10T00:00:00.000","0","0","0","51","0","25","0","0","0","0","995","16","0","0","0","0","0","93","0","0","74"
"ASSOCIATE STAFF ANALYST","Promotional","12627","5526","025","LAW DEPARTMENT",,"2016-08-10T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,
"ASSOCIATE STAFF ANALYST","Promotional","12627","5526","846","DEPARTMENT OF PARKS & RECREATION",,"2016-08-10T00:00:00.000","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0",,,,
"ASSOCIATE SUPERVISOR OF SCHOOL SECURITY","Promotional","60821","6537","056","POLICE DEPARTMENT",,"2018-01-17T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","7","1","0","0"
"ASSOCIATE URBAN PARK RANGER","Promotional","60422","8506","846","DEPARTMENT OF PARKS & RECREATION",,"2018-10-03T00:00:00.000","0","0","0","2","0","0","0","0","0","0","3","0","0","0","0","0","0","51","11","0","0"
"AUTO MACHINIST","Open Competitive","92505","8016","000",,,"2019-02-13T00:00:00.000","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0"
"AUTO MECHANIC","Open Competitive","92510","6012","000",,,"2017-09-06T00:00:00.000","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","1"
"AUTO MECHANIC","Open Competitive","92510","8006","000",,,"2019-03-27T00:00:00.000","0","1","0","10","0","2","0","0","0","0","124","0","0","0","0","0","0","136","0","0","7"
"AUTO MECHANIC","Promotional","92510","8511","056","POLICE DEPARTMENT",,"2019-03-27T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0"
"AUTO MECHANIC","Promotional","92510","8511","072","DEPARTMENT OF CORRECTION",,"2019-03-27T00:00:00.000","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"AUTO MECHANIC","Promotional","92510","8511","827","DEPARTMENT OF SANITATION",,"2019-03-27T00:00:00.000","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","5","0","0","0"
"AUTO MECHANIC","Promotional","92510","8511","841","DEPARTMENT OF TRANSPORTATION",,"2019-03-27T00:00:00.000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"AUTO MECHANIC (DIESEL)","Open Competitive","92511","6014","000",,,"2017-09-06T00:00:00.000","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",,,,
"AUTO MECHANIC (DIESEL)","Open Competitive","92511","8007","000",,,"2019-03-27T00:00:00.000","0","0","0","1","0","1","0","0","0","0","19","1","0","0","0","0","0","14","0","0","6"
"AUTO MECHANIC (DIESEL)","Promotional","92511","8512","056","POLICE DEPARTMENT",,"2019-03-13T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"AUTOMOTIVE SERVICE WORKER","Open Competitive","92508","4069","000",,,"2015-05-27T00:00:00.000","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","2"
"AUTOMOTIVE SERVICE WORKER","Open Competitive","92508","8002","000",,,"2018-09-12T00:00:00.000","0","0","0","10","0","0","0","0","0","0","102","0","0","0","0","0","0","10","0","0","16"
"AUTOMOTIVE SERVICE WORKER","Open Competitive","92508","9004","000",,,"2019-09-11T00:00:00.000","0","0","0","10","0","0","0","0","0","0","101","2","0","0","0","0","0","11","0","0","2"
"BATTALION CHIEF","Promotional","70370","4508","057","FIRE DEPARTMENT",,"2015-12-09T00:00:00.000","0","2","0","2","0","0","0","0","0","0","0","0","10","0","0","0","0","47","0","0","0"
